,MGH258,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
ICOSLG,-0.0447831472552063,0.036014147654841795,0.05107217018693397,-0.049107980138979906,0.04745960662929615,0.04374628294111866
WIF1,,,,,-0.03654219677658079,-0.042527862557074324
NPPC,0.03557639184901966,0.07960296481713038,-0.03821828804623936,-0.026425324798474325,0.04215581365422902,-0.055697802254346
LYZ,-0.07511199310136223,0.015458789289320294,0.0019380877871813054,0.027288123878611806,-0.03661695223702019,-0.01503874471627647
EREG,,-0.06976436886523056,-0.041989056697344415,,0.0016363078059407133,-0.02668269103230091
SPTAN1,0.012416760620114401,-0.005400679311006726,0.0160527880339324,-0.008962938201292145,-0.04359708626408851,0.049298315167621905
PTH2,,,,,0.04880464660836384,
LIPC,0.0020341905323255126,,,-0.01623900837265233,,-0.036141922714148934
COL8A1,0.03424894690823402,0.031038823722037565,0.001183407211388669,0.03991685817551433,-0.05486161742311484,-0.08568641012889423
GSTM2,0.09761395290219607,-0.012465783061571797,0.031243543891278886,-0.03509179471925229,0.06332846307035811,-0.01326128730429472
SPX,0.09787210266159427,0.018483779560474218,-0.025079919798637544,-0.020095783410524082,-0.04598434353953794,0.019517180565445814
MFGE8,0.0177187313937502,-0.016892145153094732,-0.020915363031851725,0.023862149201855663,-0.07143170180413738,0.013641597597202494
TGFA,0.0012712541837804497,0.02781898656031467,0.0003342286894748682,-0.07009085207572326,0.007816214794216715,-0.040845128272805266
SLIT2,-0.024029515273425592,0.002730897474891759,-0.03863451194096786,-0.013586586266910115,0.03150856094753618,-0.056300193697594786
PLTP,0.0031483137362849807,0.041933256802722495,0.028487397679388578,0.08166038036706272,-0.011141439085397843,0.06264602886083952
APOD,-0.03947383562016716,0.05614336957333139,0.008798985829753478,-0.04360238574230295,0.03228473171892577,0.05253942830297502
B2M,-0.021535202954914925,0.015254422924474107,0.005121943964338284,-0.0044155107336886976,0.00246845533668075,0.047004835481551
OMG,0.025774879436060355,0.0821994328122782,0.03103745911861061,-0.0026563992593511164,-0.029644562216334783,0.014446833753678416
CXCL3,0.03098648366805638,-0.11890006351951998,-0.04244676239538057,0.005658081067329068,0.0411396039172122,0.004585298667734512
CXCL10,-0.015281988502699947,-0.03549114517053248,-0.027093016544148654,-0.026425321925155308,0.07941217965803575,0.026519189760375185
RSPO3,,-0.004121302395594896,0.01394720666021403,,0.009288387292015773,-0.0017555019932526258
CORT,0.057066006442071174,0.06562619414554578,-0.0017903982946596215,,0.007603498464878365,
NCAN,0.04174010047168509,0.10416233349915913,0.008191641845831982,0.06921580196312961,-0.05492925804778321,0.015686499539826478
PRG4,,-0.012405176845765625,-0.01790269974583538,,0.02390007633193237,-0.03225813624886573
ZG16B,,,,,,0.0311869703258083
TGM2,-0.017648822542109456,-0.06232918090299521,0.03572538883350079,-0.01418114450525557,0.008827859022517367,0.03584712547344958
VEGFC,-0.023349014569348337,-0.002976682756066071,-0.03181955725293344,0.09512595275388372,0.018673536278432813,-0.02820328630167183
WNT6,,0.03726288884320855,0.015450212483883289,,0.0438486623128748,-0.020430087534001003
NRG4,,,,-0.020775040444305518,0.026882326795518552,-0.03072371810619385
PMCH,,-0.022004620586043817,-0.029656990616720693,,0.020159220427568115,0.09354941728256116
COL9A1,-0.007832833541977736,0.11749170477626296,0.025000477558059418,-0.05080217127795155,-0.02149800945195856,0.029801336903665356
GDF11,-0.047292340476011725,0.035151700388076364,0.024663626366076448,0.012979627094170545,0.04357774316810013,0.04646053797663171
IL24,,-0.026046287524759938,-0.0198771587258998,,,-0.03434809476575808
SORBS1,0.013652018608555258,0.015334075473398281,-0.014869975450364429,0.07509847649000785,0.031046847737954193,0.03438562142658138
DLL1,-0.017286312419240748,0.000770573991665196,-0.02447397453192776,-0.03907157239591159,0.019319986579798148,0.03763685275551029
TLN1,0.012104381747807003,-0.039743712213238254,-0.0055506357195185055,0.001956096673405729,-0.05912709503297437,0.05167976309775917
COL2A1,0.063032549919996,-0.031118989043104534,-0.017949928386371928,,-0.022535196174708012,-0.00949896917709681
SHH,,-0.0190532652665584,-0.01580759031899475,-0.04257754813765183,0.008679491343507529,-0.013477674047017666
PON2,0.0988564559634395,0.022391649179260887,-0.015971423304836294,0.0377945719126842,-0.11765649192852484,-0.06112487153511167
ICAM5,,0.010440360431904239,0.02085347031701987,,0.020689051306893233,0.11697984138609639
HPX,0.04934069002638123,-0.037009094953585134,-0.008557903774757973,0.0805473704162193,-0.03221066654805199,0.016406221282430918
SFRP2,,-0.008491387632104662,0.03332937652679458,0.03796505294680362,0.05739028900369463,0.02909901033945117
CFC1,,,,,,-0.027185656376367412
CD70,,-0.060113117949684505,0.0002939731706922385,,-0.02126568174258468,-0.05397288038885584
HP,0.002462970225928171,0.018733920772988383,0.05960121739447512,0.010891522036815846,0.01600177979098618,0.06867170743451363
CXCL2,-0.024623943207155625,-0.0993420457792457,-0.00825869257652388,-0.018259086797882105,0.04576084187244022,-0.06382488633397781
NPPB,,0.004830009220986118,0.01833398811592966,,0.027164297055683184,
CCK,-0.030454768784413874,0.057133910073779166,0.0005899738454065544,0.013357735676520079,0.020963216338161693,0.010624532400036595
SEMA6A,-0.04608407679373444,-0.01898402015163694,0.052563222127186324,-0.02830819490828717,-0.023207301565849298,-0.07758219504060196
IRAK4,-0.03945381718061956,-0.024357732487408846,0.014937988411036489,-0.01323377713606669,0.03269618717963278,-0.07391732570790822
GSTP1,-0.012920617055757463,-0.027540108543304194,0.017431677898683457,0.06961390820281094,0.06113453969252052,0.04930365551075684
VCAM1,0.04004274235073569,0.0006456104202193757,-0.026267256185405517,0.04221746899904766,-0.010869371651676908,0.020211726070952674
NXPH3,-0.034618158156290546,0.01734447827284793,0.026768099567756352,0.05684497222453425,0.0069324952720620555,-0.02879619216860339
MTMR4,-0.02075561989691882,0.0016468236815573702,-0.004505823829935758,0.053276241437882316,0.059177828213828235,0.001018484910893854
LAMC2,,-0.032021534503606564,0.06704772043187773,-0.02008625272373404,-0.0025693067081894506,0.004862883754610745
IL10,-0.024252516552633857,0.03997081603474696,-0.060923921790978906,0.08698654479262147,0.03837998516622763,0.07227410512851581
SEMA4D,-0.004042839955462823,0.09950175775524663,0.011268697963415668,0.027574310262980472,0.035030421874737,0.055673179723303254
TRH,-0.02143887592325926,0.04123583556266403,-0.007329662972397418,0.028976911209082072,0.08263509833738181,-0.010487602484969131
SEMA6D,0.06494569280087156,0.045613553707446026,-0.011739872356827243,0.026203540790175596,0.08160876411640422,-0.06691154736688953
CEL,,-0.02847266260521333,-0.007950421540318407,0.04064241627624514,0.10813437071571018,0.09701473014111493
PDCD1LG2,-0.07824463656309842,-0.025892576940215108,-0.0354856301258557,0.01629431595606466,-0.04623467271401513,-0.01042026130438491
SPINT1,-0.04567501306283662,0.04530510265402768,0.028701881408249114,0.017562360335660596,0.028058938844521326,0.028014892926854457
CTHRC1,0.02806538224662106,-0.0043932507211770725,-0.01022994849306494,0.0006657344472820406,0.10713904019628673,0.055919973635061244
PODXL,-0.023921069148495136,0.038682195880166685,0.03259688448491168,0.07388047960273504,-0.014109350171673384,0.02205048319789411
JAM3,-0.014934289987795134,-0.0865059085121674,0.055200427271962706,-0.02835662504356039,0.006303191466024419,0.041908362965806106
TGFB2,0.01706699935556503,0.0276350092607843,-0.010874370282187337,0.06769331312741579,-0.020885650687784037,0.03600772293877541
COL18A1,-0.05361713468896799,0.008994797408920212,0.02488931611867986,0.02054170302782188,0.03208368508783709,0.1004861940827013
NODAL,0.09563821212902902,0.06518541396409974,0.09169745706590425,-0.030216171851348568,-0.033175497677450476,0.03847923881794215
INHBB,-0.014800567311351433,-0.043283410904939305,-0.015999834968821992,0.07735194093851723,-0.02197914162075732,0.01981913581526556
LCN1,,0.00252565113951642,-0.0057447209732682325,,,-0.02075191294472411
ARF4,0.05208224463170238,0.008685873671524711,0.034765957697892605,-0.033725511407779116,0.0462444502493305,-0.025640754885902003
CXCL14,-0.02402506196821579,0.00450019905827711,-0.00813441649554903,0.05026446354009289,-0.04716880541481044,-0.05946486755122804
LIF,-0.028957230408807617,-0.030968423751035035,-0.040193429884705444,-0.043750527807796084,0.0035321183465281012,-0.052399921910703334
IL17B,,0.040733707826994765,0.007619535144447865,,0.03356484808912886,-0.023462890515915862
MMP1,,0.014000616517161365,-0.03821828556849684,,-0.003323681163547178,0.05028785744023017
MATN1,,-0.01821018023210328,-0.04101168580615782,0.030882030435397587,0.024362482612359303,0.024685808530267073
ADAM28,-0.043709085628636,0.025061527390871117,0.013288916960860278,0.010364059928473704,-0.031570711718092156,-0.037054522264104245
TCN2,0.0426408049827417,0.07702287665204167,0.0416203888226224,-0.024709782295271973,-0.039408239718621854,-0.004214332266803653
THPO,,,,,0.046283233627829067,0.03158742360438161
CUBN,0.07700578053347626,-0.0213853682354674,2.062323116196933e-05,-0.0004656450982449209,0.039070833333200196,0.01876374665670426
TIMP3,0.06388920504812184,0.0187267187181015,-0.02162076982766312,0.023754206564155403,-0.015826496538638053,0.08730602987031566
PIGF,0.05165712028082337,0.009461075046774115,0.04260922999323416,0.07383558106570327,-0.005358751480277101,-0.07826489488140925
CRH,,-0.03196793398079912,0.12085213992672032,0.02364437841733472,0.03359369067776263,0.00021631151948985804
BDNF,,0.05311352867996904,0.008714197248120231,-0.03178275147592429,0.0028599407437414582,-0.008501715075763739
CCL5,-0.05108701603455749,0.023507143935279678,-0.016862132515409377,-0.04524206824191583,0.05467745069305264,0.06596899340489853
GAD1,0.0050790057074056195,0.02692210176757397,2.7860657237246442e-05,0.0069869646930521894,-0.06553720409170205,0.035857439022714634
COL14A1,-0.018152443793893407,0.012511207314005443,0.004023913467249019,-0.002976412271993946,0.03237873431374285,-0.045170598744572056
HLA-A,-0.03299587907104143,-0.05336558716991879,-0.0012604131362889668,0.060255076075117556,-0.012831430558237848,0.010706515533433148
CD5L,-0.005378260561804135,,,,,
FGF18,,0.05289181936088469,-0.0249147605855693,,0.0871166877607457,-0.012241599700461726
ADM,-0.011066627659866043,-0.12964503387552317,-0.023415861438646917,0.033658809084861026,-0.04915548342191254,-0.05098395891581387
GNAI2,-0.06333448939735782,0.02274919473359461,0.04364253269314777,0.004984930402141786,-0.05561192197207887,-0.04933838853411969
HDC,,,,,,-0.02138195804721449
COL11A1,-0.02700071253911105,-0.003444324755599581,-0.01826722528871084,-0.026342616358894098,0.03993032618791464,-0.026619912550599308
NUCB2,0.04480554646729912,-0.02392136962507499,0.04225209691063239,-0.00019206633463541238,0.015352809951888596,-0.025746436096291944
FGF16,,,,,,0.028255444125536346
CXCL1,,-0.08842789782712165,-0.05212475978855678,0.055501112452046385,0.014897198356435704,-0.00019413547419520785
VCAN,0.05732483889220198,0.06343617192751916,0.025822393352778274,0.050805304694055226,0.0753277566638058,0.06765657547036152
MMP7,,-0.05405680228181588,0.0026742354281622987,,-0.017451993865770357,-0.032515797033344764
PTPN6,0.04021328975459715,0.07718368948325684,-0.035984069329808126,0.007146169874529602,0.023420461232835667,-0.029620200504349777
PTGS2,-0.02483406729075954,-0.047988999923949505,-0.06644396929103452,-0.025118488949356914,-0.0017063363686088356,-0.005598866605085265
XCL1,0.023864204861764975,,,,,0.031521797690933336
CD58,0.04103171190808754,0.0642604082550008,0.01947469636254307,0.01011516239326504,-0.014496886243771167,-0.021170455439438376
TNFSF14,-0.03424865706947027,0.020102884293053368,0.02601396572691639,0.007759209331565391,0.04212360424340262,-0.05137385045012136
CNTN4,,0.048162905135141855,0.05689312356011245,0.013981505315180156,0.05847936285309161,0.0380793990616786
INSL3,,0.06860044781363066,-0.022904916621419674,,0.02502191485371999,
MFNG,-0.015232128115897716,0.014567076240902867,0.03962459026403252,0.01413617729723447,0.04151441096915849,0.03618577994720768
ICAM1,-0.014014876942950788,-0.0567063629432368,-0.0025320569836499037,0.08202286890336423,-0.007826443809891425,-0.019609746894851024
PROS1,-0.013275866147086765,0.006982557566932168,-0.014330749574464193,0.04390540879561665,-0.02256785759601861,-0.036698110603641386
CLCF1,0.03836023145648891,-0.04612787185253266,-0.01273851454146583,-0.009899758895946962,0.026142609642574397,-0.07502055985265346
PSAP,-0.08968816125577889,-0.04479332457295346,0.02028546538864266,0.04536113786072481,-0.06644276615016291,0.005975136311468936
EFEMP1,-0.019051157851835712,-0.03634282627469947,-0.04461300391700829,-0.011171839686761114,-0.019030560320667765,-0.05266586818342186
C1QTNF1,0.10034632578149005,-0.07732950628148158,0.03262766572944099,0.012575397585286016,-0.041996975197882376,-0.019596685769022026
ALB,0.07507968084740892,-0.048617606116168374,0.004927147142973852,0.027062278081900492,0.02305515171300076,-0.030273013994711124
CCL13,,-0.025301769153589018,,,0.027991114255776613,
EFNA3,0.08756080477955273,0.037630869377824824,-0.01620044937445537,0.012363461188471007,0.059239387426017,0.030965007589981393
DRAXIN,-0.05232368911974323,-0.053601544210996444,-0.0070864717539196225,0.020671338855080563,0.04414343862229435,-0.016947400120688877
RAET1L,,,-0.005704618506497514,,0.013237594512770082,
NPTX2,0.03282983795313397,0.024367665746386883,0.009859761449867038,0.011216691318613827,-0.03657156363956098,-0.019612815950762783
FGF11,0.021397379252726577,-0.02414130654274265,-0.06544922376546625,-0.04976137865343353,0.017120952962325225,-0.061044121608015076
CD59,-0.0407545777867478,-0.02003023839355922,0.04743260527545253,-0.055344534086440085,-0.04946882640083282,0.06796627931146375
COL9A2,0.03542224188246884,0.12638372956016888,-0.02090479537461793,0.050061293985302964,-0.017333099371212742,0.027480884854582544
DLL3,-0.04983016386036221,0.07988579317136969,0.00465935880202156,0.017659751915098006,8.207241531700409e-05,0.04026833464946059
FGF5,,,,,,-0.0361419118282962
LIN7C,0.017468043114300242,0.04969992003545292,-0.015613603888128129,0.10723017144826272,-0.030740274180251128,-0.018763325322422295
GDF7,-0.02168606926769232,,0.022561482914369446,0.061962714629874155,-0.01398570446942009,-0.03268517325619696
PSPN,-0.04468639653834103,0.0026854751486355614,-0.05546932211623396,0.029281684719920847,0.0010442616387788723,0.022306907026584246
ANGPT1,0.0807256792583883,0.019500695712277166,0.07459027695391326,0.01638229255290627,-0.053671020361244305,0.011480664008436742
PNOC,-0.030625238275883374,,-0.000963630524896107,,-0.041592466664080084,0.07490267828388612
L1CAM,-0.01750698113037012,-0.03637148190151808,0.03589261081100175,0.03243559113260114,0.07391127484486439,0.021988928552103715
APOA1,0.15516658415291382,-0.025908749010747526,0.016458558153974602,0.044370989116532596,-0.03587600058995835,0.031025414816551806
PSEN1,-0.04903183888634508,-0.022548172715569314,0.010613332638536838,-0.027236240472491777,0.0015397828752685345,-0.048586692195519504
CALM2,-0.0022123486524638918,0.09216292338580855,0.027074201415043537,0.018015283551537396,0.08239928294247721,0.04348236188906195
CLEC2B,-0.023631403395911476,0.018792420166573415,-0.0271535983702575,0.01832092090688839,-0.06222472829299082,0.04744084828522184
NTNG1,0.0035443390539649264,0.060001706042829984,-0.016521563546720602,0.07060589212507164,-0.002775302789221002,-0.005894459260109199
LRIG1,0.05644807982346913,0.07448913678385566,0.012462300577175832,0.04005016401742507,-0.01067625699317788,0.004346907369810984
CPAMD8,-0.019081879844721962,,-0.022330389613624296,-0.0016683620357253696,,-0.0231762375805465
GHRL,-0.0304437674817572,,,-0.04086625751902104,-0.006172288201338423,-0.020430094577024473
NPY,0.04172016384288308,-0.0030548335114802504,-0.0022725813054654677,-0.04903326935259952,-0.0064470619858931575,-0.009073099712419385
MMP2,-0.048580493967983814,0.019665164770643066,0.012446648657079555,-0.007108117916979763,0.008855325177720998,0.007793681863961959
PPY,,-0.06356002430218312,0.019789296569798505,,0.002655576653522414,0.06238700319132526
ALKAL2,0.04180686734298087,-0.015306897100542897,0.035436216766796994,0.11720100987549288,0.05650809175822886,0.002078249958244516
CSF1,0.006729367146965321,-0.036081784195311495,0.015750632610844556,0.03621741754305554,-0.007784308887272056,0.025079134373382085
SEMA4C,0.01906271273297657,0.027171077944591157,0.05390916313174804,-0.000718910202729703,-0.05123999377495883,0.02250676276273528
ICAM2,0.05781300025979121,0.051719527845315055,0.022413818609133305,-0.03179788417874061,-0.0028209314136643706,0.030147460707658145
SYTL3,-0.0521449954743509,-0.026495226769407947,-0.011697783985460886,-0.047646735328245725,0.047159135762648595,-0.010488468244736654
IL1A,-0.02217283770100249,-0.00945176254867074,-0.0019698328606540224,-0.0392879502572498,-0.015188212277022786,-0.02186994595332181
HLA-G,,-0.05581091656984172,-0.010526664395355982,,0.05870264422918648,
PGF,0.07421050262211897,0.047743287460798395,0.034799949088655524,0.022289236118233576,0.003087729725832293,-0.02587835155050035
LGALS8,0.006247879745927257,-0.04589120553438962,-0.05048456950577877,0.0017183508307495193,0.036893285885391675,0.003632151829820569
DKK3,0.0691515570215837,0.07108776793724784,-0.02232322622705813,0.03190148557811576,-0.07271398589572384,0.05195333881227872
COL16A1,0.05134518826472326,-0.006117239001489642,-0.04483698022730061,-0.0007115596470592664,0.011525020364052743,-0.017183819856581347
TPH1,0.05506312917584746,0.0063956401326093395,-0.053177228755849675,0.06530989221535438,0.020986408278832993,-0.026180581964175366
TNC,0.008395325068430451,-0.07739250738120519,-0.04839522966039359,0.01950548805043887,0.0041488639391296265,-0.04943386376458028
TNFSF9,-0.019081870788151323,0.017794570818558314,-0.03291725918494996,0.07577700114052591,0.02589831522601283,-0.018678628126243928
C4A,,-0.028168860424848344,,-0.008518019257215534,0.019813361901441298,
CNTN2,-0.02744633161337019,0.06273339592410647,0.01701078100086531,0.02107105460474109,-0.005765143639368249,0.05921233533076426
F7,,0.04291437049955764,,,0.008598470482250853,0.04483779620005797
LUM,0.007542116823522631,0.04041208070277374,0.05371622967703667,6.972158264762515e-05,0.08256360538095998,0.04753765524677188
IZUMO1,-0.018233332026970053,,,,,
BTC,,-0.008916973252028058,0.030260628419042195,-0.02374949768735567,0.010974825066018976,0.05826658013092283
APOC1,-0.04288428870488296,0.08109290574424202,-0.0006387745083792156,0.07875432359974327,-0.011407544383088723,-0.02593054500427991
PKM,-0.03790061642577939,-0.108919183003593,0.025510682087929126,0.03382680200448496,-0.01132561684582457,-0.06302222756766612
TNF,,-0.02492166524708057,-0.023187168903832777,,,-0.022295831018312125
GNAS,0.005977680342433194,-0.011271503190258488,0.05141809905400576,0.056319235367833245,0.09074804401813275,0.06757819272028336
BMP8B,0.025227969115825002,0.01894680887856161,-0.025340683193853148,-0.00650756987499724,-0.023579801645564447,0.13704020366685762
LIPH,,-0.025301778458964218,-0.009802686773516325,,0.0449467995656611,0.02229803538969194
CCL28,,,,-0.01913268519111656,,-0.033732608560018446
PTPN11,0.012645018184754084,-0.027899053702119713,0.010751365750950837,0.044171057169071444,-0.043659554937642425,-0.01667216558132826
ADAM12,0.030256412280386086,-0.04641132757661847,0.010051798640997905,0.04331280082108032,0.012254668419481233,0.08323499157364997
EPO,,0.09160463114129945,0.01861014724417267,,0.01572565828595918,
EDN3,-0.026798236457933045,0.10054788125755668,-0.02260906986141159,0.04694548258132823,-0.02032138087524438,0.022240256827837833
CCL22,,-0.031099605063192648,0.09327104895603586,-0.001747695832186835,0.021351991838335815,
CCL2,0.004612335175851711,-0.07052729917591749,-0.017488738564825437,0.08085737531043431,0.023952697626697845,0.025569197796258738
DSCAM,0.05076784342989197,0.0395816565990778,0.0440319414743106,0.006452589931784066,0.025673712932372063,-0.024511856177723747
ANG,0.04320389216771817,-0.05181264988742799,0.03357650302385392,0.05927893248325854,-0.011121823907122163,0.018913884164515032
FBLN2,-0.02512664363483304,0.042748528840923686,0.00798164913554925,0.019222126085210154,0.07497139144408044,0.0876384983327037
VTN,,-0.03140966601307028,-0.018879647180031756,,-0.04346233287446683,0.0621659813478112
VEGFA,-0.0012751848562799254,-0.13283375473195938,-0.019953909686502763,0.028216097199761026,-0.008849287380225073,-0.11026281873869827
F10,,,0.02260272039194089,-0.020547789031159388,0.08595158783452617,-0.029353592385406028
SERPINA1,-0.0695391197670033,-0.03528357884204838,-0.05991059546175071,-0.03416259615997572,0.026691264290273305,-0.08573356130333125
VWF,-0.03555209816212902,0.042263463876723445,-0.012838080488180878,0.018615758537301418,-0.010745611114477686,0.10072188612472159
GDNF,,0.040793930091693444,-0.04523610622651597,,0.013046535426780987,
VASP,-0.013059258118606679,0.0664624604840949,0.023698349468213604,0.011025939827848465,-0.0034352969414645396,-0.06498378472747121
ADAM15,0.0004827639324235097,-0.06350959329019316,0.010755428145477168,-0.03381346549042208,-0.06242058643490833,-0.03417346784478962
WNT2,,0.11302368730544948,0.0015687307707750102,,0.061443878466061544,-0.036174648425479836
CALCB,,-0.015444555783798119,0.041177897184661645,,0.04677614319568511,-0.03434811160301485
OLFM2,-0.003568012454958666,0.030537565431957747,0.008925356042984176,0.03673402213097948,0.005103926331286994,0.0036125963420843244
MFAP2,-0.0216180919799783,0.025224721838929053,0.00309424702064582,0.10902094672232392,0.04824826174483323,-0.020724028945437036
HLA-C,0.019979506154200515,-0.0822072823990791,0.010934325020378485,0.00038791691111148983,0.027294266490786742,0.045464994677912436
THBS1,-0.041418888391867574,0.05605633536223439,0.009705329612905834,-0.032093538770393726,-0.057795826892771865,-0.03082357967516962
