,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk
IGFL3,,,,,-0.027993353551382515,,,,,,,,-0.006386329658207949
BMP1,-0.03312471889886807,-0.017034583305264816,0.032767204113323366,-3.332662939421982e-05,0.14476315757695718,-0.027410087831665552,-0.029956441984496044,-0.035070311883689524,0.011662598274953041,0.0834460354775975,-0.10456009768601864,-0.023008949965030945,-0.02753366417851781
NDP,0.025643936951896963,0.017860694508759198,0.002971262233480842,-0.005729159455610316,0.04825358814548042,0.06937148320814294,0.002944004333236292,0.011592136846030096,0.02372095497938164,0.014360084345588376,0.055284948535985035,-0.01515605146684072,-0.07011367767054913
TNFSF18,-0.007721479544150788,0.029117606772978307,,,0.10103020046264703,0.05188641176895773,,,,-0.0293959958557817,-0.05071176461375789,,-0.02717934017583388
IL36G,,,,,,,,,0.0893242815725192,,,,
RTN4,-0.06432969288329016,-0.02166583758308436,0.04130653344214992,0.004954031378738703,-0.17117883390886185,0.02771005341191607,-0.02583694456003171,0.04103141409899002,-0.049428181924988324,0.03829524742978445,0.020624808332352116,0.004857032628541479,0.06359679340273881
HEBP1,0.05433128938971762,0.038913814820944984,-0.014737209305337355,0.018659245587428364,-0.0006203128062218791,0.05355306507865276,0.01611004165633738,0.06927230908514483,-4.817805747434797e-05,0.06867099887577476,-0.003745056419876428,0.04253361590459833,0.0364659438036405
WNT7B,-0.05377964179536475,-0.03889952597517146,-0.044526292556707175,0.05254199135854793,-0.04926033445673333,0.003738307787792616,-0.027295090054619536,,-0.014446565423025037,0.128941308795928,,-0.028016750015023094,-0.0568341990590766
PTMA,-0.01074516848713213,0.03452851848653939,0.007365028410238193,-0.009160757299287543,-0.0545273803585141,0.010688248149639656,-0.0026437501269122522,0.01783093736712714,0.03017820830020283,0.05341786201770403,0.02933294871028893,0.04917256057042723,-0.0006383705410897951
CEACAM1,-0.0231295981131077,0.044869946836894124,0.037859316591650025,-0.016207973415153832,0.08536976265181663,0.018856802051702183,,,,,-0.03565897703876501,0.0909627466289744,-0.03905387427115267
PDAP1,0.013999479655166512,-0.010386881445378535,0.026480690002780905,-0.04810579628352474,0.1359928664626521,0.01445509178553177,0.05380082483236403,0.012422911165004094,0.0178502323787376,-0.029844959825659764,0.1139243007124868,-0.08314825107201283,0.03565410208433053
QDPR,0.049920537410907295,-0.04452891092648564,-0.025678752074561908,0.013475105790717623,-0.1453988577932879,0.047192065232276065,-0.10354217733834553,0.0973876178696679,-0.002944520158515097,-0.10449764636844021,0.05909872527719427,0.003826492195614386,0.01989272095135986
POMC,-0.010635271719177797,-0.035121419868939976,0.0319107991721135,-0.03261427524536208,0.046035520370948435,0.027627682114075132,-0.02609820233121081,0.00034212229821365303,0.02188077882849957,-0.03940818054693016,-0.023182293987849968,0.05250309560799339,0.05191229621614366
CCL18,-0.028863553067581902,,,,,,,0.043749402737009925,,,,-0.017814655057700926,
CCL17,,,0.04191628030819332,,,0.07048759790976174,-0.016221684894324868,,-0.012007246514917495,,,,-0.01920243629036249
VEGFD,-0.0057125075697851135,0.01419491704009022,0.07315608192012346,0.10088017878923351,0.03125710190064762,0.028367237429313245,-0.024780730439839343,-0.02241637951516321,0.03891313303901452,,0.02778612009166005,,0.021234249396896922
TNFSF13,0.0881523551189189,,0.025143538990252564,,,,,,,,,,-0.037262102959554955
WNT5A,-0.05160082276826633,0.03335572791045818,0.10102819007872765,0.0034015445193827506,0.10512410530769864,0.06247942685571947,0.04097909360868857,-0.0077629120153638025,0.046818526453211246,0.05634164828175389,0.021994497168621552,-0.0002608868216807666,0.003041730871591564
CXCL8,-0.030412961719016186,-0.02444604295132514,-0.08531365307335456,-0.03719506456363976,0.05944233818312742,-0.08789957777896842,-0.023076893687559764,0.039491433236113524,-0.038690769783176454,,-0.05977631674232824,-0.031365505025973545,0.0270973115943772
GRN,0.029974689480512795,-0.06097208930569184,-0.027731949837160867,-0.015777377048319163,0.12277659022137656,0.014663883211991097,-0.011930926020126536,0.03922500026132222,0.0585331256353507,0.015828367598858962,-0.11286721882982388,-0.011184439072700645,0.02236345724472886
MIA,0.032746385684102354,0.04023242100992539,-0.012307507066044355,-0.028719930938098888,0.0845342238706395,-0.04709477119999438,0.05725982626386436,,-0.01762405251720495,-0.029657838330612817,0.029105691941963913,0.11914766423955879,-0.06773447432719007
COL4A4,0.004779415239146062,0.004558036144549606,-0.015896221211435795,0.0025890179943962085,-0.027585372113541555,0.028140481723476374,0.024302364343864825,,-0.01709598477814748,,0.04070720825471028,-0.022523290240187052,-0.013142361738805836
TAC1,0.0006955754040893851,0.06566282680968444,0.10962209237314623,-0.0226029539500729,-0.13038811120848276,0.04109553199395344,-0.036556774424868134,0.005174654159729146,-0.030297662913114934,,,,
RARRES2,0.02809010000083814,0.009246668441052826,0.058544386015618614,-0.11205877023824128,0.12369587186038762,0.0389029557584093,-0.01910975916696591,-0.056578544417667534,0.01352999769021452,-0.02196604159748733,0.0861657969566534,-0.00763832162849014,0.02625324394110847
FGF7,,-0.03665416546353779,0.0013668717924776154,0.019252917956861636,0.09683800114787001,0.052013607632235136,-0.026081164090583055,-0.028804304787071775,0.04610319452092384,-0.04945320784866675,0.06107765305931536,-0.015021153854599612,0.01952573779208896
HBEGF,-0.04623396510116984,0.06554917767000597,-0.020250191035361933,-0.06641241587581327,0.015208555370490482,-0.04990838551799989,-0.04527272283482402,0.056554092478367145,0.039325141493146115,0.052494704441402355,0.06091619161296227,0.04723050892452569,-0.023203454277570194
CSF3,,,0.01239589479788427,0.013040393022523437,-0.029184792743645976,,,,,,,,
PI3,-0.030365674765126,,-0.04003802365411265,0.01774555072949168,-0.03286246182691557,,,,,,,,-0.029523591476470632
PCSK1N,0.03894636343737384,0.05204295585247845,0.05370587054566381,0.011544316028526756,-0.08783559670121745,0.01185357138731924,0.030151134738874527,0.005829750266132549,-0.009736367018679578,0.05186326511459303,0.009636931229014052,-0.018962657453911035,-0.011568469089220403
NTS,,,,-0.029854955410979052,0.08721138733167202,0.01807126785298616,-0.012287880620003975,-0.020181942312164903,,,,,
SFRP1,0.008351052289668663,0.06804530114831878,0.020924747461616718,-0.01769065472024784,0.02009896345601222,-0.028875597202143104,0.0197885655700964,0.04652888654715062,0.008364586968013272,0.009636453300905602,-0.07241772107625262,-0.01689533611557314,0.03220887935946265
CXCL13,,0.052883699983778565,,0.1548497141924772,,,,,,,,,
MICA,0.0031086627197571054,-0.0169665193078755,0.003156992921909224,-0.034592692228894426,0.04965249933037546,0.031929498895943896,0.02225943637330948,-0.024800390563655576,0.029500149071261732,0.1465154941085081,-0.004082300042038271,0.013541152056330545,0.06681887166649166
TG,0.053137822146674,0.04850720829927108,-0.01375791900017063,-0.027290899574986212,0.07475796724041679,-0.041378866240563805,0.049091379329904934,,0.00037112154547224764,-0.03767234131131862,-0.04961248295168332,0.06851141455874597,
ADA,0.043272835325242114,0.030928935075693182,0.01723571897906197,-0.002669478834833656,0.08771237718160263,0.013841558336335782,-0.03221586797543893,0.014990424064934203,0.02661639578825726,-0.03688882250613142,0.03978081353029685,0.058469428831152734,-0.012734919802093287
LAMC3,0.039089100673366135,0.03355266491181557,-0.025707043505561005,0.052263366939043245,0.12159669090266177,0.01970837999281361,-0.02234875828066602,-0.047690737213344624,0.029574190708710816,0.13589653364539872,-0.059261967285871034,0.03841632256097865,-0.0010679329425105641
CCL7,0.00042164242945889755,,-0.04266901585248857,-0.023243750634966334,,,,,,,,,
NGF,-0.031522621198557546,,-0.049183262350669825,0.06634866402631251,,,,-0.020181955600634863,,,0.018479798538311935,-0.02647370214682387,
