,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.05922891653580654,,,,,,,,,-0.014980152882360542,,,-0.040749807968134315,,
BMP1,-0.0152251427480816,0.07973390593129241,0.06713916312624342,-0.03484125856865832,0.050120992670009516,0.04200211464220842,-0.05442130035859758,0.1147289969194872,0.06247380992804582,0.005052773720178981,-0.019571966896226756,-0.05865425573532584,-0.03883440905591824,0.07008193105614241,-0.026046502796035577,-0.04649440780756218,0.07032026843775,-0.06684889163127847,0.03363968861661705,0.1238245372766783,0.099444743127178,-0.0650670117640928
NDP,0.01634269691598015,0.008852216209491533,-0.032493752472918684,0.02158354965422457,-0.0034420249575273978,0.0883088862736214,-0.04436165134347366,0.1000507192238478,0.036001024219047176,0.05653226015498093,0.039976547509706375,0.06896440786913016,-0.03265886210295363,0.013956147413592683,-0.018707042532310404,0.049910157786524724,0.03344408135960038,0.0736817042705933,-0.04094852931175787,-0.018807148279158064,0.03174560852520472,0.14202255938719474
TNFSF18,0.08419558777738008,-0.005368344492091059,0.007180709923373206,0.05705590392629347,,,,0.09705451506346717,0.015573735311043328,,,,0.0017636245185428897,,,,0.04499877818879136,,0.03338184976145194,0.10751893277812916,0.019720524622170853,
IL36G,,,,,,,,,,,,-0.028609476703542806,,,,,,,,,,
RTN4,0.03182245214735593,0.11288425814005779,-0.06462369674200205,0.05193799844924181,0.06020434984124798,-0.005961822925554482,0.07248181510328476,-0.19356911887112,-0.016100952297031144,-0.055689283321174024,0.04269294010189704,0.06727423260804155,-0.03752976312440623,-0.018458504499249833,0.04468550853788523,-0.0810379789545519,-0.13096622322846163,0.0030201050195692264,-0.16634167666814803,-0.08583545506076778,0.03363141502741493,0.09472674476173287
HEBP1,-0.03352730713299299,-0.013829209280809085,-0.023453989948677017,0.017749470692676097,0.11523278165427651,0.0029410837971869455,-0.005508315044371972,0.12966533725608254,0.003912205283400568,0.0165930065971544,-0.0027908899677263495,0.011895950155112871,0.009685503787509828,0.03037499428887681,0.026615573284375253,-0.022375932754272305,0.021022994155348293,0.011699488187098005,0.036429677653949485,0.08578104586308755,0.03099116164471672,0.0034828614459485375
WNT7B,0.029191598658889994,0.22146280108928473,0.052771310490626104,-0.05818469580977025,-0.0067882533577941296,0.006012874832370595,2.7765812275729066e-05,-0.10328883285939135,0.05346427825888044,-0.024068467499397027,,0.0030674003915165315,,0.040767606754872704,0.023744540271282765,-0.023303115842886187,0.02351901613681625,-0.008413676658350607,-0.041949335233480135,-0.031427697694917205,-0.020581489430002722,-0.02904302514038457
PTMA,0.03132824636764389,0.07424254879827746,0.08257468547753448,0.004200381681674506,-0.023291454797236676,-0.02511295997695002,-0.017740201593668768,0.03145404930784878,-0.04088884848963664,0.07827354888155481,-0.0006956024506146118,0.017928285906563982,-0.03281212770005551,-0.023470105696745906,0.01923560394618006,-0.008359381962155622,-0.06629960798518886,0.012708667814590704,-0.07932157800830353,0.07124602419287626,-0.06379217767247934,0.03777130570423957
FASLG,-0.007036039708079383,,,,,,,,,,,,,,,,,,,0.05314365391315625,,
