,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
MIA,0.07855958376057834,-0.0557306812369825,0.014143980073005788,-0.015572722782147306,0.07070621955693694,0.022698244199250688,0.09609075521141285,0.0276595533316509,-0.019500139975446112,,0.04445866253475423,-0.04704291842784709,0.02583264585880314,0.13562245847554535,0.1328060738706595,0.09384965768260069,-0.08083749322055629,,0.05564445367690627,-0.06356994230847174
COL4A4,-0.031941744584040616,-0.0431715991344742,-0.03294611588463712,-0.03301212528445709,-0.05373837562305187,0.01194778175601956,-0.01896570964172442,-0.01941103364973631,-0.02339455227672173,,,,-0.047171170712850166,0.06209626746071505,0.0018397880166994968,0.021390382164678194,-0.02802045116635257,,-0.00730604568581949,0.05434187898225884
TAC1,-0.02758062739577251,0.03967068618484285,-0.019635551052785354,0.09191796421817618,0.012027823531919807,-0.013333618042603966,0.0220796742563395,0.026614450075517805,-0.04871724539966299,0.06256170929649756,,,,,,,0.040186519787676116,-0.061888553261194676,-0.00514143389249213,-0.0614877220765924
RARRES2,0.05104288165183385,0.03361660084174303,-0.057642512643147896,0.020110245399512536,-0.012474085254378021,-0.06695000523951594,0.02682419633143488,0.033932214821175144,-0.0055634883582824455,0.04873357415403585,0.03800974553153027,-0.09346334633002559,-0.09908780535083295,-0.038453370369284194,-0.03882499849113041,0.026973414391219575,-0.04606387550877499,0.021282272296815292,0.0077199141426487535,0.08682369491115949
FGF7,0.0206261136333367,-0.005171562724387138,,-0.03925721113655447,0.04474648605436439,-0.012338638880157293,-0.017787526912861795,-0.03705015874348596,-0.026928485134085023,0.10278067619525258,-0.03657440830618081,-0.023422778193292002,0.02786359594956209,0.04046656615496433,-0.0469215053137681,-0.02927414691218818,0.03195591129126033,-0.009193580661300113,0.0784535549005872,-0.0006824390829721647
EFNA2,,,,,,,,,,,,,,,-0.027080517835574285,,,,,
HBEGF,0.013776440613036912,-0.008152050913710997,0.040283603978426764,-0.05813831913093302,0.005015179117908768,-0.037038764434047196,0.034147770804258945,-0.021707798495804786,0.05597822617480614,-9.443598136650931e-05,-0.005994269309685874,-0.013975191607290995,0.08911485548606991,0.003609269422399111,-0.02443051056982954,-0.030627380597698824,-0.008601012816361176,0.014455815715215495,0.00481386201737146,0.024536278536477645
CSF3,,-0.02928033320823179,,0.022172719454789873,0.07213428853670519,-0.04089068606638962,0.07796403868333387,,,,0.051452341571405734,,,-0.08104269972864851,-0.008376439627645572,,-0.019932632728384827,-0.029785424015853934,-0.01880290727381422,0.03495669273279017
PI3,,-0.05114315647587734,0.02041087104132017,-0.01413987949377278,0.07447289584440224,-0.03283846952639693,0.012147993917488446,,,,,-0.06373402460033782,,-0.017421315452986065,-0.11032245298678249,-0.028061329378580357,-0.07044554763577338,,-0.04085247085244201,0.024991440502900256
PCSK1N,0.05123965318310971,0.030141587616160558,-0.031622283537438005,0.015386059474955235,-0.018342893558564128,0.06922054494782044,-0.02827579756408815,-0.00779400709815281,-0.016943841793367716,0.06980754743281035,-0.04072762147327861,-0.0755683846244781,-0.0010014913882401446,0.05810974548540839,-0.0009283201077012291,0.050251580140780794,-0.00045589376762514197,-0.15832617551349543,-0.011413582431081853,-0.07412233655742936
NTS,,,,,,0.11391762036479416,-0.024662735913600468,-0.022174849556714574,-0.0029822890104188515,-0.019432650552725285,,,,0.052155977002015526,0.01683249555705393,,0.03655254830276619,,-0.027844541685190724,
SFRP1,0.053677369919086955,-0.008448124571786753,0.043147897208933327,,-0.022784476990654758,0.014926013262995622,-0.036414308400021404,-0.04117404349887701,-0.023375422141031978,-0.030903805874750574,-0.0010871360503685937,0.11903187120443019,0.013138913980709599,0.05396847211424815,0.028969196314873505,-0.022060586416723444,-0.009574263426340884,0.01322179722552231,0.0050388994664818994,-0.061563974268582816
CXCL13,,,,-0.016778585142153253,,-0.020294518666340317,,,,,-0.022600586154263243,,,0.10248642396366411,0.030416591323381318,,0.05307123118643344,,,0.02287710828690707
MICA,0.008856117132858055,-0.050159477497725306,0.045288782873011205,-0.002045799173606594,0.028699692218721328,0.0325091097997493,0.019976443871446505,-0.03272663145287764,0.008605460755022838,-0.03483186815674144,0.013264421178645836,0.00211368688685008,0.07424506731915174,0.07027590674673743,0.061044268733785184,0.035065227523752976,-0.03727471908029874,-0.00926776303435665,0.05875562921998113,0.09909631622782956
TG,-0.031941737385845485,-0.01811787076431861,-0.04319940946949747,,-0.0009276846157030537,0.025848906993480584,0.07274492925117396,-0.018731132475509834,0.051277398823355566,,0.00655819063346975,-0.026578559182375963,0.06758808806789769,-0.014089538957150219,-0.0001310558608304304,,-0.016404863031872465,,-0.03666925569521259,-0.04410982034946926
ADA,0.09490532089853898,0.0420192259177455,-0.03109176245469878,0.04964854040309132,-0.007726795314662954,0.005858594723978671,0.06425408573941224,-0.018204293696406512,-0.02747406714895805,-0.043465746890135104,0.02757327611880418,0.05658643070454339,0.02392689013288122,0.016548494859638326,-0.001413881012221171,0.06636187936288858,0.04820150828442997,-0.04111242793819105,0.11429519395232245,0.06750387539909261
LAMC3,0.012722259549118748,-0.01608870847315925,0.024997582686099928,0.05580176392506715,-0.010220123005121519,0.004207989550944317,0.05611728401468274,-0.01640680427950005,0.004735224842085289,-0.04904513175129381,0.0894321073701856,0.07700544899447352,0.07385236620002805,-0.017465646748190917,0.0027579981026731606,0.06602208196975283,-0.03578664965876591,0.014535359183274938,0.06599377015767113,0.006713334911348971
CCL7,,,0.002611898703101838,,-0.017777128466769182,0.00021847857127729167,,,,,,,,0.05700408015338059,,,,,0.001847898160130414,-0.014183041082464392
NGF,,-0.024872365787225507,0.017665833245424804,,0.11553810932175686,-0.028720192315683082,,,,0.1746917811641496,-0.0001664628048845536,,-0.06687424744380555,0.12446564917176546,0.033315819364448614,,-0.023263891214652277,,0.07020947427448238,-0.01954848063214798
TNFSF15,,0.04543843445423468,,,0.038622931870760685,-0.019921692184480328,,,,,-0.016059749059706904,,0.06392114107254751,-0.005828163446644948,,,0.017416701704435347,,0.04617601160398936,0.11836165668259706
HMGB1,0.019134093099339583,0.0042142161228221064,-0.14393269054560523,0.05132052196604514,-0.010654720620546518,0.005427834288929649,0.009261420365441378,0.016511895174393398,0.03580396670967051,0.02611735731187374,0.005195702521558592,-0.03697451060557748,-0.08843517656618644,0.031362604160329266,-0.1065636426180956,0.007716298302200147,-0.02404332753223704,-0.05947164283839053,-0.021635007655460642,0.06540555182555978
ITGB3BP,-0.012298912526031148,0.014862994447081203,0.00039500931603536654,0.007851802759801772,0.03090988060882104,0.008128501722857657,0.02304557329692752,0.0019474459357209126,0.040217898904409154,0.004149014829976031,0.05911996487351513,-0.0721865753640462,0.015873209799518416,0.04241430776226882,0.014739150358517233,0.03873537198407906,-0.011918302154168427,0.05982542535689041,0.060620945083210497,0.05284401033705945
AANAT,,-0.030461108194562093,0.016336989113047175,,-0.01801206618089811,0.06222578000671067,-0.018099493899303962,-0.016845016900304908,-0.01950014106009369,-0.018269561434853476,,-0.009800890008283693,,-0.029364896445092145,-0.012043850640835895,0.03831929935838153,,,-0.020847256054810682,-0.030131030735345656
RELN,-0.026480547137072815,-0.015284454933715339,-0.027066653517907095,-0.005593193484734726,-0.012477476736308652,0.014879574353853496,-0.005850068660890693,0.025164478118299586,-0.05077966550852836,-0.013253469688793736,,,0.04880526554613292,,,0.020737822508802815,-0.014951068436217137,0.079037271677135,,0.0896180871687524
IL15,0.04104729889465357,-0.043739337494799656,0.011177736058092774,,0.05779645781834582,-0.01983896731038073,0.002366578088976756,0.027139470221951453,-0.02756420690705247,0.06784500832756052,0.11448435133531983,0.0241019687074161,0.004769288182330561,0.08791946071327371,-0.03958929000143607,0.020739299056868638,0.047552415065408,-0.031502612442512394,-0.03513786849100583,0.027280734932847495
UTS2,,,,,,,-0.024288653039947865,,,,,-0.03188059882038192,,0.00950174662364439,,,,,,
BSG,-0.013987669585900022,0.009087478535799965,-0.028074246916326775,0.06263231191037365,0.00816068310640809,-0.021867457092618076,0.05043707868680428,0.028476636389703647,-0.018729441672982926,0.018857893879069536,0.012796948223249534,-0.0054724479446381456,-0.0008933601165439348,0.06145223476428955,-0.012684627241401352,0.0757981671703588,-0.011952127395295635,0.014508553419160453,0.029823769434850333,-0.002203478789538155
ADAMTS3,0.017831823135834816,0.08404647369799431,0.04098211635759333,,0.07449567264045777,-0.02680488618213215,0.08038728749149612,0.03530520134978557,-0.045916690276754366,0.04584711053308651,0.017593553137832146,0.1028861496076894,,0.06659247045550035,0.014317270927919715,0.07734996801889328,0.014194448770625838,0.07105769337029656,0.07641458003645075,-0.0638255881188696
CD34,-0.04509663347073325,0.09192190078213368,-0.009957322533709711,-0.03831433476972565,0.024175374015794313,0.06738825060234543,-0.00025975712760924386,0.05901728873059027,-0.03648423445380144,-0.03983744957110764,0.019887155448832804,0.09767153780440344,0.059681467494343,0.030569371232564098,0.0590544057501298,0.13406047242667538,0.010912870010969612,0.04684930889946949,0.014892782693381032,0.0328703644778294
CCL23,,,,,,,-0.0022806133084535135,,,,,,,,,,,,,
PLAT,0.0744474824928565,0.02600539573447264,-0.059985423782858156,0.018290456422476176,-0.03529483669925633,0.00019422220662629997,0.05805635024347448,-0.036220695211784816,-0.018450601804171782,-0.07653594626304062,0.03073286057221572,0.052422078395202173,0.06190880718533609,0.06036114242850681,0.05342326454674456,0.0957074832471985,-0.029960034125433608,0.03392789942897707,0.036197854553759005,-0.04871289390720051
NTF3,,,,,,,,,-0.012901528433777246,,-0.03420821798806688,,,0.14570764498847966,0.07091079640721278,,0.016675557758801116,,,
LTA,,,,,0.01601700023241542,,,0.016991892758146113,,,,,,,,,,,0.031146812894625855,
CKLF,0.05237781844200877,0.018834610612556292,-0.025744099305231482,0.00364308328368143,-0.02910797010432238,0.06235227636367003,0.036974031844551836,0.013902725428668935,0.08309981711880897,0.01377452282358217,0.025803553308375544,0.005319017890686174,0.03778856183160821,0.09318644708749267,0.04062796930749711,-0.004004850147881752,-0.005331760120413101,0.024698549486904395,0.04324780640455444,0.08273693862398647
APELA,,,,,,,,,,,0.12985521727766608,,,,,,,,,
CD24,0.03884287300304387,-0.03048946386249971,-0.04765868132641477,-0.014756897490486557,0.03565112356391832,0.05904123101758104,0.009474086053167147,-0.04996679176804184,0.015414223430189838,0.014940404034013777,0.03187836495639441,0.052876787346419686,0.0028108522573761117,0.041093266953645964,0.018950012904382283,0.011261483929035754,-0.0037342836771536497,-0.058554189829588696,-0.012894278667139918,-0.02169577004454718
HSP90AA1,-0.04754221807044756,0.05778872886877825,0.012891152126014037,-0.00045615584225389393,-0.04974348643473753,-0.019633888849820803,-0.03949671294195733,-0.019720072910156074,0.021607166298330018,0.05465256197590703,-0.008304629922302784,-0.04774553413650648,-0.0200441345326595,-0.12803811793781578,-0.19611187859411244,0.028680929240087118,0.012304203924616267,0.03384930216981642,-0.02219269366856075,-0.06043218661756062
BMP4,0.010365328521835799,-0.05382988366503463,-0.04779922181068756,0.012448813622643001,0.02586764279536979,-0.02449855418973867,0.044668687740363505,0.033305861018828695,-0.04372136113478256,0.007010500281296309,0.02800751879407369,0.012426125363330036,-0.04913305439613837,0.01272920556493217,0.05013663208051843,-0.012212967372773484,-0.022854272653887838,,0.08138558700968444,-0.017353176766642726
SCGB3A1,,,-0.017449336047477934,-0.024699346804848525,,-0.021376991584382415,,,0.0008676196417313504,-0.03215954082556378,-0.009280048583818187,0.23364948629095758,-0.031106779851460806,0.029391261449970653,-0.012696700509820526,,0.0033813536620210818,,0.032615491674856216,-0.009112484290470782
IGFBP4,-0.07406829314995195,0.043472289102461995,0.021177174233561125,-0.024194615180169708,-8.521391169033447e-05,0.046270959197486056,0.06691403727200748,-0.009863775896894418,0.020668304238457884,0.021300293340200675,0.01400907885850095,0.0004445075645531374,0.07195196361567441,0.000566776970418081,-0.048512911816366334,0.04089468244718382,-0.08329987841636992,0.0018351836566366574,0.06047138525181312,-0.007175568412740223
RSPO4,,-0.03038414481792942,,,-0.02667756994764744,0.09382911446808734,,-0.018868926070709082,-0.01644855730303933,,,,0.040842261835187355,,,,-0.017311110446919683,,-0.0004893930615505762,-0.009814893794605843
LEFTY2,0.027134125158917447,0.13916200396147513,-0.01738062011484774,-0.0006225109414350511,-0.014781079366823659,-0.03829556993479698,0.02203001333279221,-0.015401084509203798,-0.0023672667600735248,0.1976453562967059,0.025633729130493502,-0.047952853777485094,,-0.028414428979104747,-0.0033027306732771465,0.04891663428741735,0.09171131805640388,-0.04877724390670068,0.03211507724082982,0.00235495374082519
PF4,,,-0.018100885121109335,,-0.015510194356941879,,,,,,,,,,0.09090048512211316,,,,-0.02805725840022609,0.006699509301623151
ANGPTL2,0.07669523793481611,-0.058094585017486586,-0.0010679280189870729,0.030967027876536418,0.025623953060769145,0.024199358179065406,0.029867956793885885,-0.050037727924702805,0.023186344357325656,-0.05387565352084044,-0.027492798750993946,0.06781252562402033,0.09594619748107637,0.12339386782718134,0.07744248835199215,0.02107326862975649,0.00986692289588738,0.05284276424973331,-0.008569841930813204,0.04753539491489557
LRIG2,-0.038469891284719,-0.0900265428452933,0.041347671983667844,0.09002418786149663,0.03759107057722999,-0.0021437673624891463,0.04527999973100403,0.0444865611879293,0.00046267392194217276,-0.045917284819298146,-0.035244887737113414,0.007906457406404808,0.07606601475955385,0.054076850557986465,0.08496354381987599,0.029406029476267765,-0.016849613958293493,-0.09026976820110885,-0.011154928738738643,-0.04476152700784675
ICOSLG,0.03065859739057917,0.0972385606782402,0.07242962201319661,0.05094349026929432,0.05005764420807621,0.011181339720245842,0.013439216991814232,-0.0498084466324573,0.07238648083452327,0.011388191764818128,-0.011028828340772066,0.052581923626812244,0.055644602252429065,0.05294334419770224,0.13735288950864777,-0.012251556027893558,0.025574749279930437,0.06814522035844191,0.05871906916708832,-0.01616234726755582
WIF1,,0.002872363754216968,0.06275667864887643,-0.04005281051774446,,0.026785991922548328,-0.04680588018053513,0.02305500261074069,-0.030952779248452873,0.020012167959759866,,,,,,,-0.01609235394756604,-0.0320566378113055,,0.044090921413222926
NPPC,0.06654214207667834,-0.017914234431800843,-0.0399072700108583,0.019674347019949325,0.03537385771447436,-0.008880238108187229,0.01802301305133457,0.021180987089370218,-0.022859469339910423,-0.036517867879936376,,0.13682181579637342,0.05407480709389948,-0.032700278391156364,0.031883419534786114,-0.0387572228204671,-0.01000445712590259,-0.03699276887146831,,0.031196726769000437
LYZ,-0.02757049114656696,0.049785683383762186,0.06074896125707497,-0.06475934297772075,-0.01004337778878939,-0.058527913462725824,0.024569426876591548,0.03915046084885254,0.025793135121568174,-0.011625939566964507,0.041266897883823934,-0.0839769169100215,0.05118761838809106,0.06078463666427441,0.018376470613427124,-0.014742335733297064,-0.01960789432269819,-0.0003241989690837523,0.033280539068756054,-0.01868252454561857
EREG,,,,0.08713309120406593,,-0.03472009421991294,,,,-0.019990531615205046,0.12503901253859323,,,0.001933267836359216,0.005991574124604661,,-0.021561279928180688,,0.0688700557182525,0.05651958428137564
SPTAN1,0.029162946368057507,0.005155502646081847,-0.0077885507029288184,0.02193687681045122,-0.05171470900731628,0.04518762489194605,0.010887719034687307,0.016340006394181563,-0.011078444278688695,0.046122269084448296,0.015319728259555122,0.005162819839546799,0.09233692281868117,0.05626655277186258,0.05251682529783766,0.007074271890743493,-0.0067173924628910215,0.04652663884443047,0.005475846842566407,-0.0814602641300836
PTH2,,,,,,,,,,,,,,,,,0.044412427289459065,,,
LIPC,-0.004299645519673648,-0.007448118191693757,-0.007009809465919511,,-0.027872974417640164,-0.02388706335041523,-0.04733897275913368,0.039534847503094946,,0.009443239709591154,-0.02654994311093553,-0.040401629208271284,-0.015054975620455423,,,-0.003492597080578551,,,0.012444557095516874,-0.011799720937475213
COL8A1,0.07020542167166761,0.018074524124076428,0.07429249260712113,-0.028849801896739535,0.02419114188930887,-0.009577957266759238,0.020134540548724777,-0.005383072334137011,-0.0031615190902628335,-0.05029071745163149,0.04651800220717832,-0.12993908602630505,-0.0734702514475055,0.10751529530326785,0.011966774765914031,0.04441135792809479,-0.06286234697938785,0.04502337279798261,-0.010278089310620676,0.047792600132280406
GSTM2,0.03969851596344629,0.029870728506165158,-0.045358414741094685,0.031681524446531995,-2.527522059133692e-05,0.007274258308123291,-0.03353454420097102,-0.026339463220025117,-0.01845486947005196,-0.03179518681907901,0.058045691160754136,-0.08323200064114694,0.025052426493489197,0.08364584048688845,0.0030606754194736495,-0.012784930511278726,0.003937633396857292,-0.01603357575667785,-0.006724597666407789,0.17345543315202977
IL4,,,,,,,,,,,,0.020197550221931107,,,,,,,,
SPX,-0.0302645880736178,0.07605824452260652,-0.015404966009199092,,0.004880905634558496,0.00940889219145397,0.0017798414734565597,0.03501451732591096,-0.016367138074563737,-0.03053660439359675,,,,0.020741842064288724,-0.030818654501203444,-0.01975585741293822,0.04826198405767159,-0.014206179325021731,0.0256488482497639,0.05898771496714712
MFGE8,-0.05765291552054849,0.019236021011509334,0.01657760023365165,0.02966021757985197,0.030987303468422964,-0.009535550232779012,0.019562761919714088,-0.021058724739171353,0.006535694300748712,0.03198465100941256,0.04382673257989751,0.03771912796718824,0.048270085889551034,-0.012334892491243697,0.07053896084324528,0.08547239784976773,-0.03522529907379614,0.014110750269055419,0.022200695685992925,0.059479495560384184
TGFA,0.008384344703095735,-0.03782788431132002,-0.006635414744151449,-0.03256531264752386,-0.008031446175763382,0.014508799565677095,-0.012331734365115369,0.04943902200157361,0.02621534964731764,-0.04812044130825367,0.09699752188703012,0.13391293740578894,0.14753894869950976,0.01959943200091376,0.06796349061774576,-0.050437126183198906,0.009691546250669732,0.06954745171044986,-0.02101181570371196,0.03164341428447813
SLIT2,0.05086530643341363,0.030022684899939603,-0.01140936621819761,-0.018358288042708247,0.0028552766326075904,-0.009653360265808649,-0.0533658771916941,-0.024058053456460265,0.03705156190988704,0.06168500141981668,0.01225265400931444,-0.06078822241035161,0.08163492408132193,0.04485500209050601,0.02926166149536676,0.10073341392861015,0.005335936556063239,0.01587596875775448,-0.02589288663058869,-0.0007899217635044393
PLTP,-0.01804685557831542,0.029894448630318097,-0.026939230854907893,-0.0073176426209571365,-0.007461296037349377,-0.023628848097862237,0.021256308998301353,0.029382074060604696,0.09402147652744551,-0.03864465410589785,0.005349415829347085,-0.097912486908789,0.01996648037680916,0.0032235097783441897,-0.033550685885556285,0.04556665087768757,-0.05259617872382176,0.02979055558573493,0.05949561420490219,0.017752692730045205
APOD,0.008310672738459307,0.009502312893833647,-0.07177317093670828,0.021901412900034077,-0.013495673665671459,0.08547441183171113,-0.0871262651222659,0.007756273660279708,0.006403977725673616,0.024550762015683177,0.033858610343116526,0.030336538244054106,0.07812023270361466,0.12619340216039304,0.16809492037175075,-0.017205202402397972,-0.04006526640643987,0.09684056500738596,-0.013653988959998085,-0.08304543747032761
B2M,0.055587069357132084,-0.01045201593058859,0.05011386543490853,0.04105814769299129,-0.06469982607005505,-0.07566987621218128,0.03836726308048905,-0.07242577190301248,0.08712577502569877,-0.04835167361496268,0.07381603597569399,-0.05920519882633312,0.1102184326798305,0.11878062386552847,0.01604520089769023,0.019452351293974768,-0.042584591309038834,0.05419570297614345,-0.009456320278266333,0.01001135939487474
OMG,0.024852060706262096,0.04630173330217802,-0.03617885944291794,-0.01294141627697603,-0.03983211459886437,0.029611186409809063,-0.04571138591508942,-0.0171980079871607,-0.07861095584072683,0.015090118461172523,-0.01344738287918929,0.005678659158699292,-0.009554756315363771,0.1301964937873763,0.16454523554761868,-0.04527365162385904,0.0495988799543366,-0.024447606714529755,0.02273806534716947,-0.05636915043336368
CXCL3,-0.02572278242450715,-0.08182960526633028,0.05391829074277907,0.04539827239442634,0.03233136521108459,-0.04937785583664223,0.042911386278661645,0.0009666600415904884,-0.017596479472688983,-0.028141566878545965,0.1094081819473107,-0.050400351934978334,,-0.06355516844823231,-0.033303138863240975,0.006067385926121364,0.0373311025107023,0.05364218699919585,0.010636461105372752,-0.049340618943101634
CXCL10,0.05724734435469105,0.0192995362576381,0.0037964115257883655,,-0.018885176832935002,-0.048915995288058976,0.06817775931183014,-0.013925339233103582,0.07222572945094695,-0.033889673419688744,0.20922178634812716,-0.0034167280019824476,0.0038238489611584396,0.002581912222945271,-0.033292383826317724,-0.03875721860625719,0.042072042699731166,,0.011095728230065065,-0.02648832765488694
RSPO3,,,-0.023702705906914423,-0.023107233544217756,-0.018012064850010348,0.037771357752634384,-0.016656461957565354,0.01915316139537388,-0.03562465582481756,0.0370718403309457,,,,-0.005895258496369989,-0.006059367608415286,,-0.012657678758671876,-0.03384968487386974,-0.019995325675791816,-0.015383821690576229
CORT,-0.03194174406988366,0.10670859772981073,-0.017567628767955708,-0.03066644708354903,-0.04039343848504234,0.02118515217456121,-0.035659688221771145,0.010357761270295711,0.029311244870467084,0.05463702388466657,,,,0.04425705732597539,0.05461355774694453,,-0.02879069838330859,-0.060898948107754085,,
NCAN,0.026853031664127724,0.08077007179464145,-0.07775918505054104,0.019315341326433675,-0.05483425927162551,0.07598511865552049,0.03091202860186529,-0.021832875846471072,-0.01040242507386058,0.07401542811914309,,-0.03848463573242985,0.04456381076104103,0.09043569078876489,0.12680864251924767,0.08833908403395078,0.03959487469974472,0.005404021685017334,0.007195835439842771,-0.05336507540685643
