,MGH258,UKF251,UKF269,UKF275,ZH8812bulk,ZH916T1
MIA,0.10793763221940358,-0.021678095441053636,0.004161122513120496,-0.024947311514332226,-0.040555194150007925,-0.02353748826442288
COL4A4,-0.01879603503315652,-0.036456099786250265,-0.013411325606709327,-0.013251381210672594,-0.04403956877385895,0.065208170741818
TAC1,-0.01622974716999,-0.05727113514938125,-0.06612773821604968,0.01643482473663281,,0.08970687442463307
RARRES2,-0.07998015969356509,-0.082507952477928,0.043619694577822984,0.032721137350520776,0.053097896073094966,0.027378597208502355
FGF7,0.13322945783738757,-0.015776012286830357,0.015691586402206772,0.05329669497595769,-0.05654309498949182,0.022328227732308123
HBEGF,-0.005093381233196713,0.024470258269207137,0.04474981774512097,-0.013940492119446328,0.0021085517032628297,0.02077015192168287
CSF3,,,-0.01418892435593514,,,-0.015565916442426582
PI3,,,-0.015976916098313868,,0.06310121916582798,-0.03381956516061596
PCSK1N,-0.06310589004835127,-0.01803034507159143,-0.047439763623631226,0.0577368569939912,0.016853536637703254,0.012656958697300377
NTS,,,-0.017439894838520053,-0.015138162658809814,,-0.023050999663916393
SFRP1,0.0346458408229827,-0.03426995829902539,0.038137885375410546,-0.028108392177036215,0.028036821828127723,0.051877794517631366
CXCL13,,0.002997574363163318,,,,
MICA,0.018745723221470625,0.021488102752812252,0.0364411380492318,0.010236566903134714,0.004375208038389397,0.002475103691419809
TG,0.029985526540509125,0.004744647363929854,-0.01712476224327891,-0.012787231294298543,,-0.030356506142673104
ADA,0.08500371224527081,-0.0247505802789297,0.07276264283322768,-0.041406111291282535,-0.0278154264726725,-0.00230048846711973
LAMC3,0.04753249799054499,0.022534892266320758,-0.017683698041084214,-0.0378051947722549,0.04704613291953703,0.03100235665880004
CCL7,,,,,,-0.01631157155437394
NGF,,,,,,0.029653487392217206
TNFSF15,,,,,,-0.02105487504554239
HMGB1,0.03985327275270615,0.028125755413882264,0.0465415831164446,0.01635706952432431,-0.05687405339362757,-0.0638072674570945
ITGB3BP,-0.0014731164179444718,0.009438547225594352,0.059112296893962434,-0.022732061270577825,0.06090632760609141,-0.06838632122497998
AANAT,,,-0.01279879374859732,-0.01149963183177497,0.025613697240760597,-0.017258322932591247
RELN,0.07224114067632978,-0.00866541185114054,-0.03755567660850236,-0.025318477200103055,-0.0324250883930008,
IL15,0.034676281201626045,-0.02948241959529,0.08921128933435345,-0.013648387006745777,-0.00887222685652125,0.037103161608896276
UTS2,,,0.02941310348399857,,,
BSG,-0.06903375983624367,-0.0014271363807643784,0.036989636667415185,-0.0008316374232512018,0.04527085823000454,0.013816274785758127
ADAMTS3,-0.03395060297550137,0.028387025382164303,0.029417691310603535,0.05400045853830639,0.041667366789680645,0.019158433226293483
CD34,0.01878545599109196,-0.017861499922465874,0.002170606007533889,0.005935084076449977,0.027602673441741964,-0.0031376352750791636
CCL23,,,0.06288583042422508,,,
PLAT,-0.01798687135763582,-0.05284593813126944,0.09302597230515079,-0.015702005616177423,0.054828807922946,-0.01799962406380744
LTA,,0.0017031675078749892,,-0.01107534390306407,,0.08476878191591715
CKLF,-0.022109561453981512,0.06333177179469267,0.04772948053716842,-0.012624632318315267,-0.057515824688812674,-0.06623972567781135
CD24,0.23169821113756586,-0.062905369585065,-0.040807409337438955,-0.03592162483520071,-0.017327222066291552,0.003226300015131016
HSP90AA1,0.051503604862330375,0.0007351755834177967,-0.0759980043546379,0.03193780182961128,0.08022211340066983,0.00921309445874365
BMP4,-0.019343844411533567,-0.018040736937155005,-0.03920314184529679,-0.031767302568313026,-0.02132102303727824,-0.018643403968478817
SCGB3A1,,,,,,-0.034201004527691266
IGFBP4,0.0608046612869281,-0.025163136447386058,0.0813117058910242,-0.07171797571029828,0.07809760444691655,0.03719591490433863
RSPO4,,0.020551979804067602,,-0.012881299209038322,,0.11098893432765307
LEFTY2,0.03199207261305731,0.0580070452352008,0.030199103429944526,-0.022181206144926403,0.11783949225945128,0.0545834111439372
PF4,,0.13479166025641537,,,,-0.005406481066838768
ANGPTL2,0.08328510261445507,-0.04007860670648286,0.06608014043267284,0.023258545564992517,0.004171293530105812,0.0430104591370454
LRIG2,0.001236858920714618,-0.05634058510073746,0.0009919980599460425,0.03610268792419956,0.0743924368832106,0.09599116406621448
ICOSLG,0.007296919016688434,0.008166929869372648,0.043959889080061744,-0.023339812253829563,0.02213551112992211,0.041347795402779206
WIF1,,,-0.03954795720364259,-0.00994019349725068,,
NPPC,-0.020738013390856538,,-0.00012164250275758704,-0.019390159148317647,0.025928848195727203,
LYZ,0.052173323391147684,0.0009822412603077495,-0.0013562947747609217,-0.027589887298261867,0.0011695436196548466,0.024965615423393824
EREG,,,,,,0.024089523354194738
SPTAN1,-0.040347807782996514,0.045497529409643,-0.006986672461117855,-0.014521563692926466,0.0010414006635754635,-0.042937378022603584
LIPC,0.053634445520837064,-0.02329935576465151,0.0033926922595628453,0.010489119993876162,0.05970923210489944,-0.015065914473066815
COL8A1,0.10419596815883779,-0.008788146725530632,0.07054156937607872,0.030810231357983917,0.1368318450790249,0.047532039366808755
GSTM2,0.011287090646270884,0.013479032022801823,0.031642136037048976,0.07564540405571428,0.004472320428412116,-0.034587696794241805
SPX,-0.02782685982811075,0.07852823872567896,-0.044886541205367676,-0.05368849126167476,-0.04213835280222164,-0.06007631595525182
MFGE8,-0.0008861467355120987,-0.006986802796676327,0.04851349752566808,0.0002029212821558981,0.07588981984362171,-0.02309456856725394
TGFA,0.02905526752352853,-0.0048629105595454835,0.06293291607026555,-0.006403472338461278,-0.02582411124848633,-0.022393756336626526
SLIT2,0.14659286971014537,0.0025441633347870266,-0.042528431030478264,-0.03314831516134032,0.013472837483090912,0.06078589306683651
PLTP,-0.07171079132616301,0.006772141745942027,0.056101251279736655,-0.03974243201295433,0.048114535379414056,0.0502940049256857
APOD,0.13057803752324695,0.013272648631689827,0.06260070364103174,0.006433953227973492,-0.017125742196603143,0.02984601189384183
B2M,0.12687579060152118,0.04112680383847095,0.05936305236542929,0.0462134992805297,0.07601255036324514,0.0467137732521375
OMG,0.039154810037761015,-0.028726698001862717,-0.013062836629323034,0.03443488532645693,-0.0840973619784588,-0.013166822378416732
CXCL3,0.045522505610995426,-0.01109850160005935,-0.01680420437651443,-0.01326333893884966,-0.024903414559207623,0.02139115535404099
CXCL10,-0.12547114553581323,-0.023863012290393185,0.06705159558588994,-0.024812050861889878,0.041956246501829796,0.00524348219674844
RSPO3,,,-0.021016297983248472,0.03842735997672809,,-0.01655305555550641
CORT,0.005964509396333979,-0.01498391133996902,-0.036373412238077364,-0.02885985626397189,,
NCAN,0.04100795818602579,-0.05962839368957683,0.022986648706362977,0.01791615435667572,0.11225311088005056,0.00013874709693883914
PRG4,,,0.1303038569659082,0.018341812930499964,,0.1748696189697116
ZG16B,,0.051890214284735274,-0.019656112568657992,-0.008800366133892925,,-0.02063987883984424
TGM2,-0.012590872746969574,0.07579104844818216,0.012007924896327807,-0.06207775160249575,0.05382129470436012,0.012449506260322587
VEGFC,0.0055724848325490114,-0.02391979648349868,-0.02400323575310021,-0.0236972147953369,0.12269859508287896,-0.0371143490086533
WNT6,,-0.017227637009763475,-0.017903043862037008,0.03673257485213672,,-0.02492689567463902
NRG4,,,-0.006077570067609703,0.032494880574917874,-0.007621482494191652,-0.016553057410709008
PMCH,,,,-0.012881298587376504,,-0.012857733253326778
COL9A1,-0.008391246506049582,-0.04278921345932373,0.007100341098721813,-0.023586130622454727,0.10073037235759143,0.018998790668878055
GDF11,-0.045456749958554483,0.03152347126251063,0.0304507837341819,-0.03398922304915135,0.0949140358277909,-0.0069863927440092285
RAET1E,,,,,,-0.01815858636690233
SORBS1,0.0356887584741982,-0.006664398201816507,0.04852030321086625,-0.012472964953434201,0.02762154330900863,0.031103019578318212
DLL1,0.09563136795530211,-0.02232117435747516,0.02630199329625437,0.014900017506519798,-0.018178973573808266,-0.016001509619674798
TLN1,0.0515485562957132,-0.04249335429334682,0.0637594495127363,0.004192509646422335,-0.01241079692710289,0.05253139213809872
COL2A1,0.05981152609070659,,0.0066607019974300125,,,0.04681754924348701
SHH,,,-0.013210150953108313,-0.03335130638824594,0.06892789969754459,0.012037476762142708
PON2,-0.04310898814118302,0.001157033274201648,0.022771535521128077,0.004549587783434029,0.0010600272198118062,-0.014977763640016298
ICAM5,,-0.022175837879072412,0.024740496801020737,-0.01812964153879876,,0.012381038770705921
HPX,0.07049116129731779,,0.10495343927575758,-0.001252912454540873,0.008596102914566632,-0.0034955623992159427
SFRP2,,,-0.013411321657561207,0.06278490167524539,0.0020325015828361022,0.009094393843162482
CFC1,,,,-0.011075344572404312,,
CD70,,,,0.007221551106997981,,-0.02525467998986666
HP,-0.03503002774828158,,0.033172598514673926,-0.009890553617617964,-0.003296862646929818,0.010303679434456899
CXCL2,0.04322816975233809,-0.03609752526161287,0.005653160069612769,-0.04304361187209067,-0.05558173435692992,0.030399498884821845
NPPB,,,,-0.009698022127329453,,-0.016791233225511962
CCK,-0.04038994511968845,-0.04932283289461963,-0.03312428787102931,-0.028585108205020224,-0.0149181625270495,-0.021782762377691424
SEMA6A,-0.009820041711139656,0.047579664529550106,0.04313437864095537,-0.030430357466104757,0.021056202541891,-0.017738322491022206
IRAK4,-0.02219196776375427,0.024234063273212755,0.03556432127640318,-0.01586255074336611,0.019164997765772164,-0.02519166107532328
GSTP1,0.013434948459283853,0.0021495357672060293,0.043125290154117105,0.016435228230700278,0.04017041488178925,0.027211094533847218
VCAM1,0.06452191593811736,-0.060769159898413666,0.0918839268358152,0.014003463377573659,0.10826342407497272,-0.046511729441972544
NXPH3,-0.03874588094149908,-0.015447061085291673,0.08048028181846076,0.0031506946165880123,0.023249293656600344,-0.02777218677184375
MTMR4,0.04188754578644931,-0.024192295042069895,-0.0004104476506493464,-0.017626094426594942,0.003536831133363732,-0.0167704322578468
LAMC2,,,,0.07950389422965494,-0.02550197979710123,-0.019030387179579104
IL10,-0.019523358102532057,0.0026571558736994357,-0.02205087561854533,0.020468475949954837,-0.024599108590815943,0.04702685497265628
SEMA4D,0.011817874617665395,-0.006549901415894738,0.004722728627794302,0.02868913382140427,-0.03256689380084124,-0.008654051859795718
TRH,0.19649791666099772,,-0.02391601666865912,0.03974027738578497,-0.05636692460542776,0.024750363018126862
SEMA6D,0.05544155297957136,0.07239027581872896,0.042030594978403904,-0.0033493438330518873,0.0546752198077069,0.024187592850047734
CEL,,,,,0.035571775641992896,-0.01130218466782458
PDCD1LG2,0.017550610781715124,0.02514196362013932,-0.0006983825517328894,0.04819941753657679,0.002551618135516565,0.0072567414529126255
SPINT1,0.05324254832015324,-0.007526545456767101,0.05851551209845218,-0.007407852114727213,0.009005160129738078,-0.049540087478785834
CTHRC1,-0.00747336707602705,-0.0014081432566323945,0.03834198628797639,0.01571546089691375,0.01863522487641345,0.08736382633732692
PODXL,0.07445647599961315,-0.048381467102273076,0.0715534977346581,0.005444485004659488,0.05430067144754226,0.06278241495831374
JAM3,0.08586741304745123,0.022579377845817483,0.03562377423720708,-0.024656328580331892,0.03828440489203045,0.0006366908647445584
TGFB2,0.058248713732313426,-0.012139386811792595,0.08018470975096242,-0.037701393574928105,0.09015418559256515,0.02053204182983764
COL18A1,0.03229520295449991,-0.020412593752070565,0.09252102259582223,0.01674820640457536,0.0721530149580458,0.05870331021252449
NODAL,-0.02730362456730317,-0.01659310283210561,0.08714616213256632,,0.029878199226552892,0.03992616973606147
INHBB,-0.030405603946577323,0.011142428143542797,-0.027515242130330075,-0.020297327791248876,0.05980482170782104,0.014147700611198851
LCN1,,,0.01122738338047507,,,0.06838039191531144
ARF4,-0.016675741496502406,-0.034833859116218086,0.035463054164582924,0.001662252919811823,-0.03824352454139537,-0.03055729675363988
CXCL14,0.06654092914841175,-0.03544376173362071,0.019278651040745456,0.0018561711473173014,0.01806158831911801,0.027257409765586594
LIF,0.09381946211696589,0.08932830714474871,-0.007013504948111133,-0.013848081051026069,0.010494314857559382,0.00795202997340616
IL17B,,,-0.024354343077123843,,,-0.018686603409277976
MMP1,,,,,,0.016615298613450846
MATN1,,,-0.015460879987277486,-0.00981982168052582,-0.025796484985259577,0.052752487349192065
ADAM28,-0.047093576868806976,0.013338902479241018,0.08399903093059669,-0.021676485266164666,-0.001912838209752333,0.010893234261366883
TCN2,0.034655475996081576,0.0029891187908504366,0.02727305644973162,0.014220235412864674,-0.00771777682201542,0.019210651739982505
THPO,,,0.0673001327474173,-0.020159668116350442,,-0.024761570945506874
CUBN,0.047146062256284996,0.02972854771172339,0.060293275950138656,0.0020885314889973697,-0.006188064828067448,-0.013486296960153767
TIMP3,0.015579128926918732,0.020368219957184883,0.060810669098623586,0.03552556433149013,0.09010238364373066,0.005711962318730659
PIGF,0.007864525844216094,0.023575120561694175,0.06013237982703386,-0.004639781967267776,-0.011101619773517866,0.031814067758195216
CRH,,-0.004592423010388879,-0.022676499218455198,-0.015458691532443437,-0.019818120449176243,-0.028202702414384967
BDNF,,-0.018628562731374695,-0.02928875816247198,0.02388439221797402,0.011764210459775975,0.09042948692938567
CCL5,0.02509409852857314,0.025983620239942357,0.08725400698492423,-0.024528012718194932,0.0012919389841896261,0.04498652042431205
GAD1,0.008619182030399518,-0.004721843190695035,-0.03721737434057882,-0.07772725028030601,0.04180874197594774,0.008448338619006969
COL14A1,0.050700051802261455,-2.9874813938056053e-05,0.11042043516235225,-0.021330777744060253,0.09350534477946856,0.058506992254516645
HLA-A,-0.0854365133257185,0.03342806263648104,0.06958668942109833,0.006347146510775264,0.09960193672117958,0.00944082455839409
CD5L,0.21507757337772132,0.01281891552323455,,,,
FGF18,,,,-0.01052232580142543,,-0.018807308766320485
ADM,-0.02720976325193695,-0.022353823485769263,0.01527224161755071,0.02544313993130694,0.0006973481447380632,-0.012675169886484167
CCL15,,,,,,-0.0163115774329573
GNAI2,-0.021180275995640742,0.01579752145391542,0.09599575786276975,-0.06348027957944345,0.00997002697760715,-0.005158650268595786
HDC,,,0.0048647931032531665,,,-0.016987093365073695
COL11A1,0.0842583900432247,-0.01901335308687155,-0.01150732002081772,-0.020096480505947267,0.0153653810717678,0.035524908900259305
NUCB2,0.034641018162209235,0.033131123440554716,0.015494383198549374,0.04588247745782212,0.06392548829087431,0.03939302528232761
CXCL1,,0.07794632515716958,0.06133767106381602,-0.02221967661664541,-0.02593392617317208,-0.030742588006619328
VCAN,-0.010013253282164434,-0.023777338861503475,0.08237604432129009,-0.03218682954144608,0.01031513506041136,0.004168855369230622
MMP7,,,-0.010763852285236662,-0.009698022074343072,,-0.00491979395496173
PTPN6,0.12455587484400467,-0.03223676078482887,0.07946822248534552,0.01598639554191723,0.053362693141011774,0.012898692504227684
PTGS2,-0.03740589566008926,-0.0036068341955530713,-0.0698378304544515,0.03620157288229306,0.034229285136102294,-0.03588864776864286
XCL1,-0.016853911461841373,,,-0.015928638391328638,,
CD58,0.05328028523197491,-0.055066950282343916,0.09366941825061148,-0.002626942662248134,-0.042013752177567205,0.06716122903629707
TNFSF14,0.10734502688091893,-0.008790290036318111,0.02942935719028682,-0.025685649751449314,0.0433473158087177,0.007005088211857496
CNTN4,,-0.01823866146438105,-0.038220216316760446,-0.02686601867287066,0.03429865924691704,0.004050695055387097
INSL3,,,,-0.011182839447781007,,0.0552830985340038
BTLA,,,,,,-0.02159610243372067
MFNG,0.024994879011253402,-0.07535639008665619,0.035916604711138424,-0.027225632608776487,0.00044622725780709175,-0.007606991314424397
ICAM1,0.032635222164013926,-0.014998634295784083,0.041455433304878525,0.0013811500231882467,0.007093479544468374,-0.0014909940274966166
PROS1,-0.08666066970960824,-0.03727130035345294,0.05868277726353744,0.02021994113771341,0.02954966418004006,0.03832654632274201
CLCF1,0.050393935617387836,-0.005472082774891977,-0.04695159591441568,0.048998366360312996,0.044276455227503606,-0.0017875654963611896
PSAP,0.024078792517146685,-0.02927718092631788,0.004002680045762336,-0.01715174307333719,0.06291962819698209,0.03247655626815744
EFEMP1,0.04081934004822022,-0.004141730849923626,0.024221021791033078,0.006483204567381856,0.045368284706134215,0.03493414007997521
C1QTNF1,-0.023775044193410304,0.05260959337239788,0.03530020074211443,0.03238260968035889,0.04320103202039894,-0.017878402438673877
ALB,0.01057209225288821,0.013949731122591362,0.024040828308402797,-0.012208727593859063,0.0021404757867974854,0.041766500999561695
EFNA3,0.03329092633295511,0.013464312593911437,-0.05049043122546843,0.0034617681018075143,0.03288942869431609,-0.004515598715046624
DRAXIN,-0.020857283656936752,-0.04629181589833364,-8.163324515117011e-05,0.05953795032293852,0.04766350949764912,0.022954973499443643
NPTX2,0.11467688360518273,-0.01976444246816427,-0.05654593779229724,0.034870875733671376,-0.001477438913344558,-0.022631771726855897
FGF11,-0.06674663797769871,0.004343235877440397,0.11154548496600601,0.010628712466273485,0.048557425556787215,0.02390633504448584
CD59,-0.011937713048100774,-0.056046487682129054,-0.016960418955137422,-0.005336425824221025,0.015933465381903218,0.08082697537067685
COL9A2,0.055116534134163876,-0.021795611175851548,0.06453725695101972,0.006661305412839877,0.009525392678367675,0.0398172547819367
DLL3,0.061159355303872155,0.014764334884349842,0.07717040575777749,0.04193264450663331,0.05007665348301225,-0.048740240175183754
FGF5,,,-0.014377101191588113,,,0.0030754558913523664
LIN7C,-0.041955882014667434,0.015281604871038607,0.029896898885360786,-0.006764871112535438,0.016705609433426426,-0.014221524914604121
GDF7,0.06121908458491011,-0.019571381593031758,0.05282276839534952,0.046386393523991064,-0.02920444354994531,-0.03185873845155082
PSPN,-0.01058860790717348,-0.025030020228982285,-0.03381665292684218,0.011788709318822541,-0.05566862913249298,-0.0024725645534726805
ANGPT1,0.02996271075151067,-0.017419141366050567,0.0882504242965991,0.023901512893990784,0.012170794623275985,0.0613579490712382
PNOC,-0.024653420709468975,-0.02452768307712978,-0.018805356838536465,-0.01630847330234628,,-0.004920029139042956
L1CAM,0.011658892320724094,-0.07358350657933763,-0.060627596379893525,-0.010998439191529317,-0.04118120128383778,0.029766155469372314
APOA1,0.04443114091222687,0.008318972462693626,0.04805426379049291,-0.014562002303821816,0.04943661368197864,0.02381231440276393
PSEN1,0.10735462791716359,-0.04403215084283464,0.024041213682223037,-0.017288041000478392,-0.019497829860199687,0.03311983772438542
CALM2,0.049442632916621924,-0.002924889931777913,-0.05386961639982545,-0.01714230584382188,-0.00521446233835315,-0.028969345468450196
CLEC2B,0.04678275334618764,-0.027612004578272308,0.05437572661869671,0.0529863130065776,0.0005354018238072751,0.03887830537661747
NTNG1,-0.027071233741410593,0.012197515184662427,0.01878932372480357,-0.008861129310959724,-0.03456733017499087,0.053688155075737334
LRIG1,0.0006297268413665113,-0.022236632847958022,0.010162352317116563,-0.01857197198677421,0.03744715367888372,-0.04659818104017093
CPAMD8,-0.015360978011064879,,-0.013006022848879112,-0.012404350906831148,-0.008669785444645731,0.04620917168269583
GHRL,-0.005133066857504795,-0.011205981062032253,-0.0003409060817419822,0.004409041972682228,-0.011849329849944416,-0.032125702135239374
NPY,-0.022535154252842176,-0.0334927516218387,0.016558543670735348,0.01047528663557011,-0.05308539449202295,-0.028202694530012222
MMP2,-0.0029068542897900946,0.022117221262668216,0.08465765182408636,-0.03565139176506325,0.08154679236115936,0.03995363272190682
PPY,,,,-0.00906556246514746,,-0.014969252407816129
ALKAL2,0.01981687748585392,-0.015709240308484265,-0.014746666698484496,0.01779895292670384,0.039387593427566855,-0.025960350580609352
CSF1,0.024603445940255698,0.013789029461988676,0.010555620136510437,0.02007772169133274,0.05139116490225267,-0.014267162736199499
SEMA4C,0.04647243592359478,-0.03445906037391634,0.07545888032920804,-0.008167810803603197,0.05817826024160601,-0.011153007397373583
BMP8A,,,,,,-0.02004619106316217
ICAM2,0.06594158559717558,0.02301648030648982,0.026867588713009257,-0.019131184642421556,-0.029799624709461018,-0.037662336694755015
SYTL3,-0.04197689826089841,-0.07029292122650249,0.07391591589811233,0.10163913988826916,-0.00851695156500268,0.02511410694544889
IL1A,-0.0178492095715726,-0.03134565733347889,0.02305583356206352,0.004603680059819704,0.013370988886269029,0.04538189140539778
PGF,-0.017634972292437975,-0.04980431591801998,0.10443940209868541,0.002556030953478692,0.055496024009385275,-0.039998353328756855
LGALS8,-0.012336255017340045,-0.019057903961070734,-0.024801692358090585,-0.03595482062334935,0.005778570621948076,0.018451358751874054
DKK3,-0.0485580059316984,-0.04253132106697497,-0.031054780912402987,0.021847050529864395,-0.010003648367860274,-0.02322785959836317
COL16A1,-0.019598106380227888,0.04361642214385497,0.0489197184966095,-0.0562608110735142,0.04902561324650222,-0.02044100361498461
TPH1,0.1209382776982392,,-0.01546087984133329,0.031841228927381705,0.1835072062416332,0.03673045804003995
TNC,0.03176883650001315,-0.0029113430623923147,0.06299454022354678,0.04621169973491453,0.03637694153275796,0.008257719023773364
TNFSF9,-0.015360970720494787,-0.026269431109085778,-0.03490146379934482,0.013684818510205025,-0.0320889288407405,-0.017561450125453126
C4A,,-0.015480752181212167,,-0.010746769585551546,-0.005672610219692522,0.06854160385410128
CNTN2,0.10405486526155953,-0.03593871282731038,0.031023974674804954,0.008971347188868904,-0.05553191333991064,-0.028951916164570348
F7,,,-0.013006015289343559,,,
LUM,0.03850820410128609,-0.02282401655464883,0.02876572808938799,0.005094622607647221,-0.015085422406846892,0.0524734366456287
IZUMO1,-0.014677894139041154,,,,,
BTC,,-0.024224627637476914,,,0.15597081950621905,0.02969760590263986
APOC1,0.09681072541517427,0.004491725650658202,0.08912281170409786,-0.031165882207121957,0.07132743110335524,0.004553013276557716
PKM,0.025071943676294266,0.05098362562557208,0.023163769162546043,0.007635178375175206,0.06361635860786703,-0.013297821668915532
TNF,,0.041863479296955664,-0.019087941273065224,0.011396132933243298,,0.04442587271946756
GNAS,-0.07233621771401362,-0.04540784500272729,-0.016616537377711123,-0.05774947786253788,0.09529079724921756,-0.027740162344579225
BMP8B,0.04211325070905354,-0.0428840820651139,0.0739592763434575,-0.018020936805023518,-0.004809946780661498,-0.010280116739709619
LIPH,,,,-0.008664834092722007,,-0.0026301736521831274
CCL28,,,,-0.013342419048595443,-0.024291307986562444,0.11775509951829176
PTPN11,-0.05877289113145939,0.053999433407148405,0.025584274702210502,-0.052554314873867115,0.009794069891738444,-0.010326640171730146
ADAM12,0.007678885859635686,-0.018434583981517462,0.04957284371484358,0.009512336535178271,0.07163049068141392,0.05916633621158417
EPO,,,,-0.009065562860861052,,0.008553164121738604
EDN3,0.06462873480291838,0.0452726970925016,-0.023044823816847297,-0.01405117532224949,-0.034307581291333905,0.058734560253937286
CCL22,,-0.019571381119102952,,-0.01825370714734955,-0.030152923262920357,-0.025578803678073327
CCL2,0.022823702626482666,0.013629120164844973,0.025852085149222243,0.009719953347056508,0.007714501665478116,0.00843932265116285
DSCAM,0.09835906604533544,-0.04553766775826597,0.02731304678820463,-0.00995464013316915,-0.022981923893885335,-0.038611345432403535
ANG,0.04094618657573391,0.02280319800396461,-0.012335794795920993,0.007543974984504318,0.006628864312479776,0.021736416223227775
FBLN2,-0.02022703336921455,0.02139607350220655,-0.004893768284531832,-0.03172214104783055,0.007602554322615793,0.08385650467453441
VTN,,,0.050033780376924346,0.0032997752783019223,,0.003946675317290022
VEGFA,-0.018939794826680782,0.03928020765126058,0.02840661222137053,0.01596120045343208,-0.04879736133324647,-0.009819531689544927
F10,,-0.02233949367441695,0.1085742914546736,-0.009940193738756419,0.014719133644175113,-0.029224326814669396
SERPINA1,0.05333281179613704,0.041783095239803565,0.10306567427843619,0.018072430090985105,0.022434493924147335,0.04262252633379484
VWF,-0.06312996411769307,0.07020525639432967,0.048240342450189856,0.004290247472741832,0.06520353487377042,0.028378769594126437
VASP,0.0003141110849227344,-0.03129665293361936,0.08845388087703096,-0.029944844080278366,-0.0194276497642035,-0.026053241203188644
ADAM15,0.020305469738781882,0.028745101255632552,0.011158221847142888,-0.0038735795444106284,0.02670875399873815,0.062546710516081
WNT2,,,-0.03338445432157759,,,0.004374535934479975
CALCB,,-0.028314701856223378,-0.014377101035347476,,,
OLFM2,0.12216753541429157,-0.01817491605203619,-0.015856437953620014,-0.056813616492751,-0.004095400384689581,-0.06146841041325813
MFAP2,-0.05042341762378744,-0.026798480113189374,0.020449563703217197,-0.011968363753997499,0.04565955855777269,0.030353120315780475
HLA-C,-0.07563504079552474,0.06887434380909298,0.0718578910079855,0.024224843108704777,0.001849117687042471,0.032615735286561226
THBS1,0.14203623046751693,0.009522043516424722,-0.009212660375678085,0.009270588226840813,0.04835579259108287,0.08550817773879171
HSPA4,0.0022302344390640366,-0.03422302605319606,0.018990227180831223,0.04750126497882381,0.014490187469466056,0.04848304781961339
LMAN1,-0.023610416184185235,0.08156757596838686,0.060947085571647144,0.0030422809637085215,0.03360192717214854,0.004973448424199727
LYPD3,,-0.018040740399918168,-0.022302960126018945,-0.012692517192432494,,-0.03432738861817361
APOE,-0.10186198046096381,0.016729404187500782,0.06944543390770477,0.0029361519508577134,0.07687052294585314,0.058507467697400846
SOSTDC1,-0.015360976735214365,,-0.004814089801111719,0.017687906141336314,,-0.027604607098944422
ANXA1,0.10708412476458122,0.005690308423380485,0.06409741880543186,-0.022249802749311622,0.05561728033314694,-0.009927016206238728
WNT2B,0.09947242455219028,0.024966344901164794,-0.029369496356459603,-0.007554518876088214,0.03656634865396234,0.11195328277173246
AMH,,-0.024224630185805663,-0.0028092741988875094,-0.013067549933102982,-0.024291304888904332,0.007564635997225275
GDF10,,0.010812570375696313,-0.023166472726971855,-0.012208727252937238,0.035957270674729556,0.03929394358358078
EFNB3,-0.01227256284883396,0.0016742721416843469,-0.07676296663428862,-0.04730178652097532,0.14829616268229218,-0.05882087262306248
