,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.024733096640923245,0.15909683948804768,0.06862451345540621,0.08285739152463778,-0.06052494548347491,0.1212145277607027,-0.013227362311517603,0.02369007370453722,-0.011087095735643959,-0.025111320807283337,0.01573181409955752,0.033111880199289345,0.00417402339690666,0.003530450746448099,0.04629657324730278,0.08409880101803062
RARRES2,0.1557762417596286,-0.05236726376764403,-0.04975052902048671,-0.09822557028119422,0.08806608053640548,0.15446530701033565,-0.047773376235466646,0.05698392820755046,-0.04305416945540992,0.03740784074798485,0.02669538696330906,-0.012059454996295207,0.0826227962084789,-0.04534367991076313,0.010597618089491603,0.011358972804369644
SEMA4A,0.00635431721387207,0.006094799836862886,0.04940225301548074,0.03816090819380708,-0.06346123494041563,-0.09965973388872149,0.007060097494207432,0.035998856008602975,-0.039612923948423286,0.13471899411236096,0.01389721492524844,0.009551966556018275,-0.014477404137118548,0.03389832274449471,0.02377291565295886,0.01341180145845179
GDF11,0.02833662729300249,0.054988830525819356,0.025733818482519096,0.04375805495573552,0.09058741149028592,0.07969670429352067,-0.01851143989338817,0.034117419002249655,0.05530010354863766,0.12149421525627896,0.021285502716000746,0.025453820223842554,0.027976558495599494,-0.03684598395444038,0.08811216181066107,-0.02385829372658142
GPC3,-0.02483290282005259,0.019895459424727466,0.03567468257016143,-0.02835167175069997,0.1558201280567477,0.04433288024365447,-0.024360575124521826,-0.02053435646702915,-0.0006547620659509118,,0.04009010821458723,0.10327943566751324,-0.028878517254101465,-0.01392295759748992,0.05800166446397432,0.12593922424569687
OSTN,,,0.026734443961795275,-0.01351137697532908,,-0.02485216571188673,0.055101645569904815,,,,,,-0.02084499309571834,,,-0.009830177294853594
GRN,-0.11655637752329516,0.13807830128355705,-0.011135370017639052,0.0970269672850728,0.0812988540672194,0.1632432219802153,-0.020601045710438262,-0.07001225804147303,0.059421373358419585,0.008325355129625645,0.10530455772213793,0.019264732447817446,0.042081666958186444,-0.0057863852040961825,0.04666232705148671,0.03447260342334328
CALM1,0.06792278378575041,0.018471360854018955,-0.0058216699750963975,0.10797118325586756,-0.14459925378576885,-0.15896615545067544,0.01256341081785277,0.07634129590973707,-0.056255817340194726,-0.003365117219405242,0.012125454884909563,0.05585419117385453,0.05504675107429122,-0.01017144009478304,0.05479640937789783,-0.03542776669461075
ANGPTL4,-0.012697585139091638,0.019156276151012303,0.008740653021666689,-0.05792844386699742,0.002605724763947028,-0.03017850194337654,-0.008395384849212205,-0.003549501433711287,0.016605986870331407,0.05485814592498257,-0.01356944814267979,-0.09876826260161609,-0.01739356607323523,-0.015448724461770437,0.024804665560547855,-0.02914697215700373
BMP8B,0.006164323561082101,-0.0027292654351663693,-0.011235293390741152,-0.025305669377031204,0.1071137254436115,0.04546146442240269,-0.024268194460927775,0.02057866912003074,0.07036890871658515,-0.022385497506579203,0.05492254336595617,0.04029989117220516,0.05070118824696961,-0.022375866851451404,0.13810115458323466,0.0661186251908098
TNFSF4,-0.003281194098669508,-0.005942525122726869,-0.041950695119046595,0.07989922098434761,-0.006728222155685545,0.017951348704519247,-0.01767064377354065,-0.014823568317498747,0.08475141011879041,-0.06048406054558903,0.04999332076976646,0.08962781647767097,-0.004167049526502339,-0.05873069740554097,0.04778940886033837,0.023771764382065377
RBP4,,-0.03763047147669727,-0.024247116413114056,0.04135369569318979,-0.07470906537324921,-0.07790780084874416,0.03466269062790316,0.11025998940166297,0.09901268112709737,0.06850918380654461,0.06458270068857674,0.09969642715631805,0.06359639627823067,0.04330663858589503,0.07409827770691428,0.03853957683834102
DKK3,0.03067891365060076,0.025669580287437665,0.003244862082958548,0.07965646408209426,-0.1437528458445042,-0.1187543262424117,0.02975695493864549,0.030128372737461464,0.0008534399202361976,-0.043718669028917,0.039604973095535116,0.03198315078979203,0.02538237955701009,0.0010870375739708842,0.061384544347853884,0.002336685039115649
COL11A1,-0.04627048523509577,0.05199093455849441,0.02043218329625895,-0.024863773432555504,0.1582995099568806,-0.05782523292192305,0.03913132675931141,-0.005356488873313119,0.037141242112112026,-0.0625535725945206,0.02761004989047044,0.06230242203463706,-0.01694182877777676,-0.08031636159342324,0.07226954353595137,0.09109129373102413
COL5A1,-0.01623156712680962,0.1313041004207028,0.006515676099447324,0.007274369580391721,0.10677489421700068,0.09163386033528433,0.06419236583359476,0.006893345812644196,-0.000819192936192176,0.02864499321198205,0.051959048341423154,-0.05093031350938911,0.0328210953842728,-0.024697184437490236,0.08879481615684147,0.03505002940457813
KISS1,,,-0.01172364337367832,,,,,,,-0.0549614145138438,0.019691123377478723,-0.022455882932056116,,0.004040612387022545,,
MEGF10,0.031088162578365736,0.015914141468506664,-0.02563352800283978,0.05217467102030112,0.04734379257209064,-0.03588415016845674,-0.011108847567638915,-0.047650512177029467,-0.06214196049982761,-0.05164881032627088,0.011759554576585063,0.04959288432266009,0.004501135569985268,0.005927360206160915,0.03101625864000785,0.07172729416666862
CEACAM1,0.0925273035166771,0.015728602222468302,-0.0195998402709907,-0.014122256126676684,,0.008588501743434488,-0.030269425628803952,,,-0.041854048297609976,0.049090931724781364,0.0722520906861202,-0.013076907301079084,-0.020604611111639554,-0.03922907249728143,
