,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.03477911606940661,,,,,,,,
BMP1,-0.033329434993833174,-0.019036429932053858,-0.04139499564136583,-0.08742634983542852,-0.02238059745630572,-0.26167880245225283,-0.06663600610750256,-0.008309230021440626,-0.07526864419062482,-0.2251514413409287,0.12007829174833351,0.07735250972016067,-0.08552079372021851,0.02343427781825397
NDP,-0.06248353361367213,0.037151676525648845,0.005715071330713245,0.1954383362205235,0.03211326958664929,-0.12063626843512477,0.09301979261490154,0.026221089930655576,-0.08956204407059266,-0.04991124640594167,0.08358823640946245,-0.0015256497459928708,0.004085559500232325,0.0006007422674798028
TNFSF18,-0.03439231890106999,0.040183259351464724,,,0.003990764927089527,-0.05164594326539297,-0.024839979069461463,,,,-0.05957859919245415,,-0.034147678777617256,
IL36G,,,,,,,,,,-0.028674576723425417,,,,
RTN4,0.19564572872660313,0.02038136110641488,-0.04397573009994192,0.23129628303563873,0.2341998518026008,0.3590977039526712,0.10931138123379025,0.2569375699311086,0.2191671884071104,0.31389000495956304,-0.03542070433398165,-0.009870762863836246,0.1602118525527617,0.11731085539473483
HEBP1,-0.03989367913335718,-0.006168717018356823,0.0196164766477167,-0.005249979471491371,-0.1528495711538734,-0.08473321210414118,0.0011524834486467423,-0.06333608676127547,-0.09601249631024796,-0.01477894017177296,0.0508394231820162,0.043403698891382,0.04721309012928801,-0.0008046787555301539
WNT7B,0.3003623654999868,0.020923697329777006,-0.028071514234455593,0.021325230042738962,0.149624550995118,0.3228491662277269,0.03867677407632097,0.14275155482759977,,0.17062532312996248,,-0.03139833280073872,-0.03222251469211674,0.10660354410822873
PTMA,0.0029624904898487825,-0.025427383385623625,0.003203852142767373,-0.18291973376580387,-0.22092751235784808,0.1227065259367592,0.05957866322761107,-0.118119030481188,-0.28711788679176453,-0.2854078478291546,-0.00673167780444647,-0.0454599892655099,-0.09494210770648383,-0.1166033145609302
CEACAM1,,0.026617877879455906,0.006664184734901791,-0.029317168295037027,,-0.06796311980427512,-0.03906736934775974,,,,-0.016187774205962607,0.021724142160821972,,
PDAP1,-0.039062516982338855,-0.010142316448624879,-0.015670416341794394,-0.09332081847778195,-0.08612682180853894,-0.171397783471463,-0.010834597803159655,-0.017285954408401458,0.019900728873491508,-0.13940630784170693,0.10199979667039663,0.0615536341563739,-0.07730193925579724,-0.049148816767712204
QDPR,0.10113532609364631,0.060236897168791236,0.06081611669014794,0.1693424139738836,-0.01754087466829187,0.02246625035013064,-0.014401688946325639,0.05706122300809269,-0.245856697971163,0.07553467129058125,0.01564854943517607,-0.04642386384232263,0.11589147181970194,-0.10517560832339312
POMC,0.11566852553431875,0.08825732242659803,-0.030185745027694763,0.1386093827522512,-0.017074527321019547,0.010886542762193412,0.06851133035838436,0.05667124110541119,-0.07630004191878399,0.02385518538135259,0.018391798275426422,0.036166012717797416,0.01954358657609328,0.15462639229935174
CCL18,-0.03244169974304853,0.020717282981440727,,,,,,,-0.06109956811360468,,,-0.01996485916218416,,
CCL17,,,-0.0187878746539871,,,,-0.030980290094994506,-0.03848844426610593,,-0.02505384581160873,,,,
VEGFD,-0.029409790076170603,-0.0018455362989926308,-0.007386001640518881,-0.0022033652638801813,,-0.05826434869728199,0.009980810997465952,0.015049305036888344,0.010331676677438053,-0.037296484349392964,0.11120084467988983,,,
TNFSF13,,0.01402930892957958,-0.012959455451269284,,0.06452300070089975,,,,,,,,-0.04185621626155035,
WNT5A,-0.04444538624525537,-0.06269798647231596,-0.06204420607374498,-0.15911101770713054,-0.16007290651715747,-0.21045018192864662,0.036205697034162834,-0.053502690913489345,0.07651845256969028,-0.06175219681873628,0.0007624060010659697,-0.031032073065667073,-0.01368259633991448,-0.03517872122495581
CXCL8,-0.1517127268536674,-0.02295275274035167,-0.0008322898991277595,-0.10082033014664767,-0.015692326342083826,-0.10306778160874183,-0.10345489790494813,0.02384403966407761,-0.09271351506667423,-0.08827479779147329,-0.06832027057286143,0.007287024957204878,-0.09020865775744304,-0.02879488527471392
GRN,-0.1473545690857853,-0.0649622475585536,0.014158111345098921,-0.09891740526261605,-0.12480707135349883,-0.25482030688923657,0.011116055159806479,-0.09606626993875651,-0.14795003774766058,0.018505360422970255,-0.049593975506308376,-0.07047049405085157,-0.012811827435657088,-0.0809498535250201
MIA,0.05800784655616507,-0.044101619518107836,-0.03132243680397096,-0.0533343541123693,-0.0418790541752496,-0.09934975493329207,-0.02017800373543191,-0.0336554700597486,,-0.02492452362643629,-0.0785254857492758,0.04760702210742219,0.07690531751503811,
COL4A4,-0.052313913515730885,-0.025606998435098907,-0.009826961826967132,-0.0994716878980541,-0.04920849660386324,0.03908090545617585,0.08159153867526164,0.006162988512950121,,-0.049548762181595186,0.08149454399442575,-0.02524182006656066,0.00030036780873574277,
TAC1,0.2720009340145725,0.10555349949533967,0.009580225530783965,0.2530553032101693,0.11869617448072313,0.35577858477449387,0.09946568626367183,0.09527308164496269,0.27060151135897226,0.2916635520587414,,,0.13519328086455473,0.07892584778379054
RARRES2,0.014780376087027815,-0.007382365419365092,0.017410378789455512,-0.20792159355800283,-0.08470861554545794,-0.28561252919938357,0.031125388441372547,-0.012503398111510052,-0.02658043174558862,-0.17142699730209054,0.06301007245087528,0.08429354382240874,-0.07497455642736243,-0.01742886536214792
FGF7,-0.052449553130724455,,-0.03330325101683485,0.13893313774414845,0.037623275685576815,-0.05258118532583968,-0.019502244674615123,0.02487869671873229,-0.04527704368634019,0.030975563313905864,0.013309199184824197,-0.0025754487556943965,0.04417586553911185,0.06071983549676003
HBEGF,-0.05592105114195325,-0.039873811113340575,-0.04244354326249878,-0.11041512805208067,-0.07526116361631367,-0.11673820274513336,-0.11762224367749888,-0.03442492516152536,-0.12662977687665478,-0.08748363260003968,-0.1220550492757618,0.015441488537278334,-0.09505771216661792,-0.04171246872286657
CSF3,-0.0046869233970172714,,-0.022393508415696126,0.030104854833525516,,-0.03625936751128234,,,,,,,-0.07038713762488115,
PI3,-0.06197358259689876,-0.06639648674200913,0.00772457472654703,-0.028283770730595962,,-0.040828526389554164,,,,,,,-0.060829911546947474,
PCSK1N,0.21239698858813927,0.05574227767508173,0.05164167220185343,0.11497764927328794,0.047717601819244865,0.21806530890162876,-0.013189524025890955,0.15836591832999974,0.2752812423520572,0.30228693033452153,-0.026193297590063277,0.059053001298489144,0.1473446115865589,0.006317837630793534
NTS,,,,-0.09396074898517179,0.09501711497549235,-0.04456712436017056,-0.036949695896844464,-0.05342115846340547,-0.03663194132750903,,,,,
SFRP1,0.11410525347230047,-0.003539623987821631,-0.016393146854416774,0.14375058463739981,0.007578643495017368,0.046375051799901305,-0.05477441816722727,0.02712018830524104,-0.035232871610590716,0.03366525767767933,0.0622446491658628,-0.018570036563013138,0.01997483522194951,0.010105123828564008
CXCL13,,,,0.0516255373123218,,,,,,,,,-0.0379259675103242,
MICA,-0.06637989944700255,-0.025704401340820363,-0.010497119095258158,0.006258963369643458,0.026726014992111267,-0.112467175057143,-0.03284185977712824,-0.02396070446367613,-0.041840174320603836,-0.11025906328592132,-0.07232634820353301,-0.053304709637685986,-0.039141843837969245,-0.040291999803303016
TG,-0.027978141853428562,0.05361853994783154,-0.01769080269173706,-0.03418440855589377,-0.026551349285700496,0.03341060597148569,-0.021720138429309734,-0.00420433780753543,,0.004473557914443679,-0.024235145205018512,-0.03250745845730811,-0.035999409719741714,
ADA,0.029403681800388645,-0.08485308445076348,-0.021855061256056067,0.026477342969458233,0.03641526940918282,-0.20415815053322323,0.019326671054332153,0.008324407558016382,-0.09677286577107944,-0.09854485548492299,-0.06155105129439892,0.025353103924785462,0.029696346158934878,0.16901190951099568
LAMC3,0.08645403910301115,0.003529557215386246,-0.051862458245332914,0.07565038058756825,-0.05476176640532748,-0.15309849931592462,-0.07341053527264178,-0.039411609944134444,0.02281187800030716,0.0067559714968307115,-0.07992441548761128,0.020623589306012133,-0.029011749017715072,0.04206033497438689
CCL7,,-0.02218122549440962,-0.012790422081011985,-0.042043562863698966,,,,,,,,,-0.021781799168378028,
NGF,-0.030139508816237098,-0.05566009592733944,0.01070034634719168,0.030551386405497833,0.08758148502569345,,,,0.17048163130059268,,0.033200404650657975,0.1371668827257319,-0.01030753722253807,
TNFSF15,-0.03728633391905031,,-0.014242760558737362,0.051081674183621355,0.03367059913433213,,,,,,-0.0029252848858252294,0.06909394887833577,-0.07790067457921085,
HMGB1,0.0484708118896208,0.008268338333075723,-0.008432451939724061,-0.01560983483925824,-0.05212469051512213,-0.2197654021999367,0.05555315902092945,0.03000410893503616,-0.044401314828073704,-0.007313656436590759,-0.08124739168114613,0.023000619602843143,0.013022705830242072,-0.0041696074459360005
ITGB3BP,-0.12851617198889195,0.02762701614293601,-0.0007082941295289032,0.01632641855527851,-0.12004209921689858,-0.1938305069496007,-0.0008530864495667206,0.03281148219054862,0.026360235263845053,-0.10287433600254374,0.05736889747385264,-0.02690508824832047,-0.03934309057368814,0.030574997191293328
AANAT,-0.05402030390496718,0.08069341318856055,0.1408307026676329,0.07872643607536198,,0.08546721856903917,-0.028068657252964445,-0.02747414010719914,0.03261093847981839,-0.024842192832161807,,-0.02079423770718286,0.05500594758166623,
RELN,0.10988201541501776,-0.057942301439559335,-0.022494714858430645,0.09380997875572908,0.0688475126516933,0.23341313650000667,-0.03246928973983196,0.049048908271226745,-0.00354353421799925,0.10038838494012495,-0.002524105587414758,,0.08720151073829814,-0.04928398977604598
IL15,-0.05300188005107083,0.029242834477638962,-0.0019743613866052903,-0.024402580496299918,0.043083768674949,-0.0631602701991222,-0.027161890956825623,0.03235375375050951,-0.01957399126150028,-0.02784023755212453,-0.05389126632883593,0.026121600991468798,0.003927418812461892,
UTS2,,,,,,-0.10788853017480118,,,,,,,,
BSG,-0.09183251496016881,0.07454244049170507,0.026860766350612488,-0.0510657014872082,-0.026262874000031966,0.16414553240587623,-0.059497524226893125,0.023587679471183766,0.1965139177496074,-0.2019159579078177,-0.02154868276448435,0.09341240342361526,-0.10538560429095367,0.05617176677354979
ADAMTS3,-0.04444986121536431,0.016850060113087394,-0.003586605220762726,-0.023356396084507746,0.009034416402405893,-0.25393818711102034,0.033600737946259396,0.03109268448238621,0.014311152318165385,-0.04180276969780643,,0.17794298667958766,0.032896651553991796,
CD34,0.028416428982305356,0.014240823520139658,0.00026674143706162894,0.05143495931613579,0.019905602880855463,-0.04758778998169897,0.028111163199284472,0.032184759180006066,-0.04077695329673628,0.03519724740459243,-0.05479251151529778,0.09784587915833269,-0.042683123346056805,0.028453184669758803
CCL23,,,,,,-0.037215295302345235,,,,,,,,
PLAT,-0.02437857391680771,0.006906976205192444,-0.02941449835586124,-0.042954423764489685,-0.2255196231735747,-0.24178915910030693,-0.08970983618641099,0.0005118421577445949,0.040027549905813975,-0.12368490011887918,0.05523028763699097,-0.0034861986060740115,-0.024663439778309017,0.017314184288663038
NTF3,,,,,,,,-0.043743137699942806,,,,,,
LTA,,,-0.0163931460875196,,,,-0.027033042146170343,,,-0.043294642077756525,,,,
CKLF,-0.04987877426846046,-0.023459018769831946,4.7877066490689015e-05,-0.10253165690310154,-0.07218102916002152,-0.27694605683258533,-0.03217839538322407,-0.044810187804590645,-0.08965831482472385,-0.18887030017771975,-0.04773091922253705,0.012465469219096371,-0.06725864734854994,-0.05166414930658992
CD24,-0.06221972001674162,-0.0168130875136302,-0.006388009060992425,-0.045850195492888816,-0.1259913550154889,-0.05129884730460778,0.009020993887562315,-0.29247228318116875,-0.015518827580704305,-0.014621847217216235,0.22630483820196823,-0.003736489102579332,-0.020193430726773723,0.28086509309354024
HSP90AA1,0.13282465408858984,-0.016523915984144502,-0.006971655268955005,0.223112123411589,0.1516115966791504,0.28723545119265753,-0.09101081891491536,-0.04856131196683344,0.26380120811474506,0.3005777204025981,0.019650214948384846,0.0028633734132972443,0.03279695392578632,0.029759275249171876
BMP4,0.186207022210432,0.013364681552585314,0.013449118144481846,-0.026785369679771916,-0.10596898928202528,0.009362474101305817,-0.026063334162333994,0.010806523812520591,0.05701239840154661,-0.026618520564392786,0.019291393382176822,-0.05895189681787165,-0.010703631606810073,
SCGB3A1,,-0.02021351449773802,,-0.022397536233649953,0.018763036228041152,,,-0.03515872430320434,0.019162394303817713,0.0035879224451357684,0.00890055265064843,,-0.010435497616390331,
IGFBP4,0.04188171122035601,-0.02890979242157781,-0.034815590143020214,-0.08647099859660823,-0.09593463430130332,-0.14797513275583538,-0.05032307519363791,0.015131853349739571,-0.05585366353680623,-0.10474346313488461,-0.032064416297462185,-0.0012564229356218475,0.020644785070152834,0.08000347983440129
RSPO4,-0.03681850003525383,,-0.0008099752300179772,-0.03855238698343093,,,0.023328363808208376,-0.019248787179168853,,-0.000717144914510061,-0.06912855359204421,,-0.0013985433728424435,
LEFTY2,-0.0221093159726774,0.02519290466620583,-0.03662905922755168,-0.05983926403434331,-0.055891429862285506,-0.19018184457566512,-0.026170120653350552,-0.03855196556001171,0.02569292828212943,-0.053446752146258956,,-0.026573273481608147,-0.06840618369595938,
PF4,,0.08170344986494037,-0.01115939127934259,,,,,,,,,,0.006095358321566329,
ANGPTL2,-0.026098083316257254,-0.08466880936383812,0.032532506409108215,-0.05794027445505382,-0.16200104237955468,-0.21046495013001193,0.045392730753191335,-0.05928575850449814,-0.1110256905317545,-0.24097705594551963,-0.1303755379327907,-0.0092295592379253,-0.01680229876005648,-0.14048792956554906
LRIG2,0.010086376322941976,0.02269280964634243,0.04917220102741691,-0.0031235236402073997,-0.05493604056273965,-0.08404631407882457,0.0016255920916862416,-0.08521861364869958,-0.08002852848181573,-0.07854563324180855,-0.024247861913578785,-0.04720574240283348,-0.015533770617986949,-0.03263671191397296
ICOSLG,0.018508989523275617,-0.06322170321381894,-0.012607693806337182,-0.02226629532990364,-0.07522797820808504,-0.1204787181276354,-0.01117032677656675,0.011765072105995387,-0.08502714939402309,-0.07953382435348576,0.01183175288900218,0.011884917220556401,-0.014230096465293274,0.059322653602453
WIF1,0.3473028229147403,0.05110270932957009,,0.12692441571134722,0.2505830591282791,0.4717083754902018,0.01149757260428238,0.06043400405595349,0.28012817525148126,0.36149041251287684,,,0.07148670276948772,0.07923856526013072
NPPC,0.02609346156269545,0.05201367177349622,-0.017310967851854396,0.17559241672147274,0.03335456010642907,-0.006891960456900425,0.028617216713359588,0.02572213238646443,0.07671366041096793,-0.1583194610046643,0.23535215225115724,0.12145081425732086,0.04371340329892049,-0.029230785538571752
LYZ,-0.001283727563710113,0.0074230376394743185,-0.053552339671752866,-0.11155645731366338,-0.00023355868144803545,-0.16380642049464392,-0.049346072120421254,-0.04310382442222063,-0.21222826344830423,-0.07621290632182269,-0.043708542556415146,0.003177749531064061,0.06211361837514764,-0.045451620334847995
EREG,,,,-0.05425235579102399,,,,,-0.03768358717957839,,,,-0.002625293675745838,
