,MGH258,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1
SFRP1,-0.01283789041998373,0.005601983943399039,-0.012498437952242753,0.12305758634263503,0.004049295547474282,-0.020026712119280834,-0.029432984340397057,0.05214095045161239
CXCL13,,-0.05004224139701351,,0.10524608512925106,,,,
MICA,0.03489358832362978,0.02964202733683077,0.01741353606016081,0.017317293136705388,0.0637162307049441,0.05154540254046716,-0.004537926460584867,-0.05650242221704144
TG,-0.023349000811332177,-0.02814100548650187,-0.013487794731032503,0.046398374946556964,-0.0182623065803507,-0.013378610444340208,0.019241640650010636,0.0033543626791267206
ADA,-0.032978099065206275,0.013795126778962705,-0.02796697376222347,-0.03713889298480819,0.08012285599953682,0.05859739244975503,0.015535957761017597,-0.005378789638765852
LAMC3,0.029419765642677342,-0.002530792372839415,-0.04058988902049028,0.09148595915558634,0.0776739379984835,-0.03955359545704927,-0.01923075471888387,0.12440386726209976
CCL7,,,-0.009751654040691586,-0.02379922454008275,,,,
NGF,,,0.00556545099837585,0.04938552222926955,,,,0.06289624550450772
TNFSF15,,,-0.010858943721599597,-0.017620865088651103,,,,0.19546375447746736
HMGB1,0.0033996045061824728,0.07288192488452717,0.025347249893916467,-0.0768091850501262,0.11900178704794478,-0.04602731309942319,0.003035647048986769,-0.04184323685945497
ITGB3BP,0.05823903450498823,0.017792160812305634,-0.027044082011675605,-0.02856996692681658,0.08422221261611956,0.037603603885026496,0.06627722168076543,0.029420598203285873
AANAT,,,-0.009880529258845005,-0.01587745327402236,-0.013648977543457359,-0.012031462557437948,-0.020998929094702173,
RELN,-0.019356940704860374,-0.032148490407765344,-0.017150386097818614,0.01248933838049017,-0.04005038261632846,-0.026489396782485373,-0.023247626999741,-0.013800686861152977
IL15,-0.03554267830366717,-0.017957767657219632,0.038462736888424984,-0.01793393040242867,-0.011491537101233696,0.02072452130078381,-0.019475536180621634,-0.055985723781058074
UTS2,,,,,0.028219115341277627,,,
BSG,-0.011288469082606709,0.02599328951442392,-0.006834705363845794,-0.010253435046399535,-0.01685633017811182,0.02453875305571172,0.010307001506151669,0.029493047029942966
ADAMTS3,-0.005399170436647351,-0.02769670650377183,0.10281468888937656,-0.030214444951690275,0.06864759403926811,-0.022143038903953877,-0.0016031458164576032,
CD34,-0.01767588750674802,0.010873406010290135,0.004607645219443081,0.06864961075298162,0.028099016556019745,0.05859775241065582,0.01958241339062256,0.03234787920664722
CCL23,,,,,0.0834199823866536,,,
PLAT,-0.027944231895668113,0.018583438091624566,-0.025229381754326454,0.0117528504057575,0.11670526221719534,0.04713842796307063,0.006300604102925412,0.05773338095837993
LTA,,-0.004685832744971779,-0.01249843736754618,,,0.03618203340422845,0.048411691048475695,
CKLF,0.09289589425374238,0.04252195818864748,0.061839362258779076,0.00948846506384543,0.12602370840242536,-0.0015552515161551162,0.03365090504894834,0.026892439828079637
CD24,0.029129824941188116,0.03755417356996691,-0.05762209732574201,0.07789038991989641,0.013360398596929415,0.010017285514110918,0.04361397328424102,0.049199474939328684
HSP90AA1,-0.027397522036452862,-0.024597815622927052,0.005144091691564913,-0.003687074442536618,-0.07636387272292779,0.08136505637663624,0.019134337116786818,-0.07748073513930002
BMP4,0.015262162454272274,-0.021937896062166166,-0.018070870828726805,0.03180566542428272,-0.04180728381048186,0.04395746211154694,0.023875970284409145,0.10005914321668452
SCGB3A1,,,,-0.018908086784067465,,,-0.013589773271171104,0.043932591560321345
IGFBP4,-0.08175717536620808,0.04528065200483227,-0.057219085559245104,0.09871847562419023,0.07212732844465422,0.01145652813134174,-0.0017794932893959623,0.08059201520375432
RSPO4,,-0.033455805039974015,-0.019131048122283417,-0.02182300575594258,,-0.013477028777257672,0.02213627672972152,0.09983236709333498
LEFTY2,-0.023118142740924996,-0.0054170863974648065,0.02724918614048139,0.014431284662468145,0.027532197449605635,0.029535184170377947,0.003893040434568873,
PF4,,-0.018824900589330458,-0.008508126031463186,,,,,
ANGPTL2,0.021054882654726513,0.023599961084661832,0.026678461116848524,0.002236254572574483,0.07843122469665814,0.03063792839377914,0.043728790820059406,0.10673214897995087
LRIG2,0.0023161543384217402,0.01574551673097082,0.039291254013681734,-0.01663154187222678,0.06580918514768873,0.004913955386274705,0.03047335545733338,-0.019716433304865028
ICOSLG,0.0063743208057401805,0.02402824060125391,0.016184025217724163,0.020973192194761767,0.049701293176758685,0.06845664387216004,-0.042215937666616465,0.03385139708369849
WIF1,,,,-0.0638994133058099,-0.07185542047051066,-0.0103999038947841,0.005094927279140537,
NPPC,0.00561030333292629,,-0.013198201633347636,0.0484724915215509,0.02694371416346945,0.008022279069781642,0.014292784885080317,-0.014332139805129
LYZ,0.02954924259127346,0.037643069938001456,-0.05714403529705363,0.007693312594109764,0.033463949024349265,-0.03397155851701178,0.004677165683768283,0.04002604780781885
EREG,,,,-0.03071014703213577,,,,
SPTAN1,0.021132884865123956,-0.017636368663600886,0.01141422146283987,0.010928944476484913,-0.029877364861849557,-0.020231801787443823,-0.0041324099311023064,-0.0011953221313730632
LIPC,-0.029893710539076003,0.02825851427441215,-0.015289736141242629,-0.021128261433013846,0.09149904270048582,0.09580672216182644,0.012599417635041122,0.003598619372829089
COL8A1,0.12375629618740269,-0.04268876235286462,-0.019668003809350642,0.030147072975042755,0.11239676129724578,-0.03818467660456649,-0.0041483766945097506,-0.03989481603117203
GSTM2,0.013470449322177813,-0.0021493032691380105,-0.004093673078746692,0.020536206403272236,0.02070783008637029,-0.0320422144087718,0.008705563743949228,-0.1092651579913884
SPX,0.0075037191775177365,0.017672664306631097,0.0002755957528489755,-0.005192881856646007,-0.04786821359494762,-0.0034383328465994556,-0.008675785955082158,
MFGE8,0.0012208791850860442,0.023714937107292684,-0.01887228694497243,0.06623345795578223,0.0687329790290634,0.0325186414869975,0.027770314651260314,0.050597985432491346
TGFA,0.017681106007954802,0.028296973957788914,0.017438159538323172,0.013673238183515402,0.023768932071484866,-0.017922550037399808,-0.027014641223802316,0.04205924556967465
SLIT2,-0.004776330926618231,-0.03403324799289515,-0.028957250329013046,-0.022986812690275908,-0.03702937331762654,0.03285679412843126,-0.043807970653746045,-0.04004372065759254
PLTP,-0.014448151376101203,0.015964631641801102,-0.029682504280439226,0.016886031451685088,0.11905517779572915,0.030859182218117953,-0.01893470509007824,0.006262483970468538
APOD,-0.02560737032503639,-0.013270942562813408,-0.017554787051437117,0.00959367113128852,0.042161962707633255,0.00028865739768763765,-0.046866859986673684,0.012594285950309642
B2M,0.05058064134493016,0.021928790169077433,0.04734172805537154,0.03479880693939297,0.09438715635612246,0.029352887368246032,0.008795953181330748,0.08565769076299173
OMG,0.04332305292086427,-0.000934132023601603,0.043482106259350256,-0.02490703467483198,0.011065184215684105,0.028402534074590497,0.01578874820067201,-0.012052983520613306
CXCL3,-0.018803024407986212,-0.004002352607099067,0.011568077866524413,0.032564575574096505,0.025728617286437046,0.034336128145305,0.08369825410521896,
CXCL10,0.017401649464460694,0.04447554511871372,-0.0008059017817326225,-0.015607920390794623,0.0812082316485248,0.037265779282661345,0.03729846522193491,-0.07884174822663695
RSPO3,,,0.01941835097708274,-0.021128248406404225,-0.022412344854873836,0.033669112914860716,-0.01465681036703296,
CORT,-0.023349005697278446,-0.00392534278554487,0.07607386530855531,0.017435195720299643,-0.03878958412552311,0.004334901033015914,0.042672949383693544,
NCAN,-0.002519752037291348,-0.024560826038284998,-0.02447335255855787,0.021826151744028445,0.07533034984046408,0.009077502663534088,-0.04317075654590522,0.04921245716563225
PRG4,,,-0.009751655560342111,-0.015127750004677469,-0.019415179784418625,0.014506461973934475,0.060020367459195825,
ZG16B,,-0.007468932927936756,-0.011317988902727089,,0.051747101113289645,-0.009207362216511491,,
TGM2,-0.016066212288817352,0.034144125054424185,-0.014594515837127429,0.013129620742066956,0.04655981809923522,-0.012621417509338978,-0.007044912117658048,-0.07022205363905291
VEGFC,-0.023349007200647146,0.062467915061286634,-0.017380061309246415,0.009602708017009206,-0.02559769554847955,-0.0028750044369916183,-0.017488210027818057,0.0367135804973385
WNT6,,-0.005021679783230298,0.07215257572695877,0.1763621412035913,-0.019092287010192315,-0.020490656208054524,0.007020018885276919,
NRG4,,,-0.011868210914934212,0.013179686959671585,-0.024182838086747,-0.017688833622601097,-0.004276682670805532,0.014358306760869308
PMCH,,,-0.016444562465577156,,,-0.01347702812684547,,
COL9A1,-0.022461687459457657,-0.005087398662508859,-0.012395480090652286,-0.03703847437496664,0.06249730776156645,-0.024676933280141707,-0.02324763591668381,0.025894886367087963
GDF11,0.0391196082515816,-0.03211264894914139,0.006739111924282672,-0.006728954993106848,0.05967270597924414,-0.007849092213316327,0.00912114564245758,0.028619399602025232
SORBS1,-0.08707196862558303,-0.038011850495957004,0.05803967889721531,0.04986102859549707,-0.024067652368249252,0.03371593688641127,-0.01274604659884363,-0.0002899037885099503
DLL1,-0.0452936865837747,0.02027537367831118,0.02649819179516061,0.03094318185920222,0.06158509228982568,0.059756238057466216,0.0557366853362703,0.013380965451790116
TLN1,-0.0221272282357448,0.013432658114449212,-0.030515493238653157,-0.0031071571791851985,0.07380731211351299,-0.02267203298646909,0.025442060753541308,0.0022469341567518766
COL2A1,0.021124523364864013,,,-0.013511375660996255,0.06893436981311479,,-0.014239182816538893,
SHH,,,-0.010133571213158351,0.011659879585897008,-0.014087659919077738,0.08844880327695169,-0.013589772083340319,
PON2,-0.039743263578954934,-0.054345562344206136,0.04963707411573757,-0.03985572943183091,0.06475662584498881,-0.01797938383407242,0.01653100134295027,0.08051162448930191
ICAM5,,-0.026966261310568007,0.07759995200412649,0.006190088446108346,-0.03501833233915327,-0.02991717315542706,-0.026540090800407215,
HPX,-0.024910675746453993,,0.02531984053431994,-0.038330754025868885,-0.011529230487086484,-0.018068877697203146,0.019197370858444356,-0.011255330862352019
SFRP2,,,-0.011541039438090544,,-0.014302193763548823,0.0029005512626817187,-0.026659655021119763,
CFC1,,,,,,0.03534723268586643,,
CD70,,,-0.019616483296828656,,,0.0052559767929452285,,0.1048645846744253
HP,0.03903453604412182,,0.07544115243256148,0.04230401522944508,0.01908989184141903,-0.024923559547266348,-0.004209795021094792,0.028383917641454443
CXCL2,-0.027778846171782088,-0.015013692255632457,0.03208625174931318,0.019788983548307618,-0.0026809140808464913,0.031069800322150155,0.010966002799883422,-0.03780862658669839
NPPB,,,-0.0014618116368126347,,,-0.010146532672790727,-0.017488211299785724,
CCK,0.03915579990614568,-0.02427976753444157,0.08117647861683316,0.0313977052728053,-0.08576084139311486,0.006350346825021977,-0.021531212470562614,
SEMA6A,-0.018001587785539907,0.014492248448711376,-0.03497833057229082,-0.013276803221919865,0.06779141815651486,0.01693839923278837,-0.014503950754379191,-0.0013150898233804092
IRAK4,0.005582081147614498,0.009082882468250108,0.017104673419465078,-0.04514887470496207,0.041006913371966276,0.021791198875208355,0.038202094988464656,0.05322557588758246
GSTP1,0.03506336320285348,0.017363871471394798,-0.06539692207232396,-0.029478002236240346,0.07701767970173137,-0.008791542816597584,0.0381438551266776,-0.10178993552130422
VCAM1,-0.023873064797850573,0.08015649357552482,-0.004645741154167461,0.02439243371270151,0.1047553767391165,0.01048369818752769,0.08334145884431243,0.016221088562200996
NXPH3,-0.061277005497075744,-0.018676938510179656,-0.004854602959683206,0.021179249625700298,0.06585094320089967,0.05385728121503021,-0.05113849102193632,0.01220591724659119
MTMR4,-0.034268764033581645,-0.012229462139647315,-0.009520019845968427,0.04843272514654196,0.009843842939388236,0.03973083699408829,-0.029083249434219218,0.019346063705546885
LAMC2,,,-0.008982513646096613,,,-0.012773352645392935,,-0.012890151853108727
IL10,0.014716906071628578,-0.01926633821920529,-0.02544686436869184,0.023790263420980076,-0.023515646243153304,-0.0004140561544049972,0.026675100600137204,-0.05185442789367964
SEMA4D,0.005588752376613693,0.06403053893352265,-0.0434975729294545,-0.025687912189267817,-0.051128258483130476,0.017669893424534056,0.008448661682213098,0.027595517032929662
TRH,-0.02143886915737755,,-0.0002807405386800198,0.042406432815625145,0.03905651106021559,0.04612034739623555,-0.01076413527494008,
SEMA6D,0.05117351426013997,-0.010213033699750379,0.011830172498441396,-0.004859335749661693,0.05743169597349566,-0.002800187258703288,0.04805816032731531,-0.015782663572980016
CEL,,,,-0.02623205315978921,,,,0.04374725865778489
PDCD1LG2,0.010887441862551302,0.023996311705685773,0.0276466071984123,-0.004403728262460325,0.0024334832194294097,-0.006470620913065918,0.02694738338011707,-0.06725932536672034
SPINT1,-0.010300263448544926,-0.025931172470858813,0.005824874453163334,-0.0354650047215128,0.07206779757401374,-0.022190908949468333,0.05396283438107554,0.018626351490739153
CTHRC1,0.03502274336607084,-0.03142608954866372,-0.039737942778656665,-0.03162380727714349,0.04700641123324628,0.030465033277581217,-0.06010082493048996,0.0823478770831266
PODXL,0.012673933792879821,0.010300757039586841,-0.05360773868648409,0.021537044667096557,0.09711854023578434,0.007924357078598433,-0.036875844531387245,0.054207938823302854
JAM3,-0.04837988710652461,0.04255911465733357,0.013165672879483682,0.009629560285906285,0.044978669840644143,0.004416927057885748,-0.009219317688836432,0.05852378588960039
TGFB2,0.029996025225230077,0.00099277376850002,0.06004741226367173,0.010638825646729166,0.12800561551352224,0.036101892913215326,-0.06664276896707726,-0.054443004755591246
COL18A1,-0.0527619573639691,0.017121823343888374,-0.06364779503554803,0.041513664028029744,0.09242587881739432,-0.0037894635237086197,-0.002001858301692217,0.017229069526896706
NODAL,0.04923797805245871,0.013079248132980628,0.03735587900406954,-0.006703735678723939,-0.012480625377588516,,0.004756413242737712,0.10792100151087083
INHBB,-0.031317826135931384,-0.01644951353648672,0.0453624685665335,-0.02720123121614653,0.077633419781132,-0.038764424115702294,0.05551468171735733,0.015027491592851917
LCN1,,,,,0.0320801804379546,,,
ARF4,0.05818316480238208,0.032162780165018744,-0.02628470963753003,0.022918997421431976,0.028819619316809382,-0.009197714237604513,0.023841237842222817,-0.041815587722064895
CXCL14,0.006147856717732389,-0.029932063685671962,0.0166075475237321,0.10370914041512237,-0.022325980076228054,0.026303115167627532,-0.04942672861856555,0.041986552857339814
LIF,0.03981765878632868,-0.025533524583335198,-0.0415346634684259,0.04949400287471307,0.04089533735934164,0.022092350521719296,-0.02896257530680771,-0.06929883660367737
IL17B,,,,,-0.01138229519631075,,,-0.03664638059032525
MMP1,,,,0.04116680185118588,,,,
MATN1,,,,,-0.016487897835807137,-0.010273965166737674,0.008867811843876002,-0.04004379958866264
ADAM28,0.033205322224171184,0.023623766371488764,-0.0171130097792586,-0.039009112241462904,0.06037466226560421,-0.00891782144496592,0.0010128862073794473,0.11138884939620072
TCN2,-0.0037749666484641663,0.020179543139587065,0.017568705532756523,0.0276434463145511,0.003938007997817472,0.06452243435878492,-0.026149866086248513,-0.011804744367412667
THPO,,,0.03523684588209489,,0.04004810333619537,0.03071445907796418,-0.01423918268023132,0.05798006694971283
CUBN,-0.0035198384477768173,0.09616963623951125,-0.009208402030135373,0.09098451690204395,0.050855134507996676,0.013820904205283051,0.05059333511448211,0.028604499837343166
TIMP3,-0.08790823985915897,0.009224670018792895,0.048480216882178316,0.033353165819350605,0.044966014531277694,0.0009743469712904586,-0.009153575788462745,-0.0011675484161111397
PIGF,0.01430998984067977,0.05490844941805943,0.006252231887519194,-0.042326092635845004,0.04409693869786406,0.014770930981848713,0.02104286281425134,0.030922963306526025
CRH,,-0.025322764649934756,-0.01143002697068462,-0.013511378140116435,-0.024182828059936826,-0.016173619388897303,-0.01947553438603529,
BDNF,,-0.02265270395616595,-0.02046996612157504,-0.004524131873646044,-0.06193152962046392,0.0676222994134458,-0.016036976847045206,
CCL5,0.039919331778687124,0.02629690562406358,-0.011241737646627151,0.054498420272827364,0.021747216233724265,0.022584867595139883,-0.019317163647030965,-0.030370168475791326
GAD1,0.05158119706380925,0.035835002038905765,0.040679317299130505,0.04576252365542448,-0.03708651608914948,0.025186773476859898,-0.045328884566592904,-0.04217558887465306
COL14A1,-0.04156104993085441,0.020190830971603273,-0.024175417886517572,0.06641202104682725,0.06850516739770071,-0.022317275674822983,0.005626397919243381,-0.03612392856395029
HLA-A,0.0037167653472189874,-0.007907970098986562,0.01730894116385107,0.00025977539236986377,0.11170282925714015,0.0226890445004231,0.04458092681106693,0.05076294855988325
CD5L,0.0085435248068301,0.014591381572675371,,,,,,
FGF18,,,-0.009081070951838282,-0.018435061613901498,,-0.01100895843875662,,
ADM,-0.07211864811799194,-0.011629302238661111,-0.021912669374568487,-0.018969244178009485,0.04053944731615945,-0.010524826572152266,0.05027578004801599,-0.028272155737835182
GNAI2,-0.09568659050306495,-0.0161097743553995,-0.03489277473620497,0.06077359581765794,0.0621953608126443,0.01765892322384541,0.024810378919458555,0.015999863724368856
HDC,,,,,0.0873263663668591,,,-0.045700846995374356
COL11A1,-0.027000704017972735,0.0008658512416926265,0.04235696832428547,0.011894402440652358,-0.01498510662271839,-0.021025895113919123,0.002342870942086946,
NUCB2,0.06324699350750067,0.01152844576995897,0.001322695365056806,-0.006025964668074616,0.002432384509753173,-0.05769326974759973,0.05301176828439983,0.024994797353516847
CXCL1,,0.03325802368755704,0.03998737646266767,0.06044566936199902,0.01268382964058654,0.09846492905406458,0.050085421878615526,0.04640217432630677
VCAN,0.03428224359600502,-0.00978322651371009,-0.0021039710812770793,0.012603172391265335,0.0814387205286939,-0.002009151347229475,-0.0035465508455367555,-0.018436897536074612
MMP7,,,-0.01805378677254835,,-0.0114788612902203,-0.010146532617353855,-0.022008107496901307,
PTPN6,0.026623290239909753,-0.012544823068604116,0.04326040780249329,0.007481140464843621,0.023197021451330523,-0.046500650195275044,-0.014870860457542334,-0.05847469602082137
PTGS2,-0.024456146081663233,-0.024243578999446947,0.016222098255927672,0.04709162341164055,-0.08450191825203264,0.0069450041267945855,0.021888373747039933,0.008943633506061446
XCL1,0.11577668959907016,,-0.009880530191698718,-0.0141381019231833,,-0.01666530017654128,,
CD58,0.013884228120013083,-0.01378849652777332,-0.025100969058878635,0.037301426476803984,0.09486914879403054,-0.03196226583744104,-0.030721153845466986,0.023512497345012706
TNFSF14,0.06400203543836022,0.007393365727974704,0.0036779415483017487,0.09046570930757723,0.041355852932150335,0.04912742397580442,,
CNTN4,,-0.022178576236239093,-0.0006848758077891298,0.05963583760279718,-0.04075906561668889,-0.028108508381714015,-0.02089698465672644,
NTF4,,,-0.01249843800096747,,,,,
INSL3,,,-0.009081069170639217,,,-0.01170001927627365,,
BTLA,,,0.025292328843442045,-0.014739441910921936,,,,
MFNG,0.05212365141023256,0.01480182361300084,0.021812076854115965,0.011515372277183756,-0.004212220996047827,0.07926935013640163,0.01516014921848846,0.014670664782803582
ICAM1,0.021632358086058436,0.022183961697696295,0.016762763085729295,0.004540767258514672,0.052886274750955545,0.08213728913596173,0.010856619110994455,0.09765692028998695
PROS1,0.001196882446287932,0.0155667611239767,-0.044964694603658144,-0.019525541744816487,0.1334793652859297,-0.03408207372219198,-0.0423289794906239,-0.027958495799467242
CLCF1,-0.017687943178338803,0.010063015683854249,-0.007810673714879589,0.04492100518075856,0.00795644403836711,0.04007039523231671,0.02369607918622056,-0.06792938489945294
PSAP,-0.012285897446254196,-0.023039549655525647,-0.0029581971627332536,-0.04947247356337646,-0.054335983861310104,0.019759992529150224,-0.01562560859904909,-0.008748676993848667
EFEMP1,0.06756637708035311,-0.008513305373118974,0.011669159486808429,-0.03299770522374566,0.05165169508553458,0.03885052843833694,0.02218444177412914,0.039341023549438865
C1QTNF1,-0.0075476456345224,0.06575937237512816,0.02034033746810229,0.0016716033222053176,0.07442242021227122,0.0278926016135116,0.011670635578998853,-0.06107005318143426
ALB,0.10924482005872174,0.018179642783964,-0.016122141828550807,-0.024443642760027872,-0.019254345597832085,0.029737412362935967,0.012280945940088387,0.005044650730983596
EFNA3,0.054341387439073935,0.016891102807684612,-0.0034667321772576384,0.05742689778098334,-0.09712590164873491,0.014086308426716643,0.015372158046942709,-0.10699928459556197
DRAXIN,-0.009072427578207453,0.005156219591759355,-0.01975179055798364,0.038689679820113516,0.08652329362010548,-0.01849850260118783,0.00457239110265716,0.04299418402579236
NPTX2,0.09196434166052198,-0.0059691651787978335,0.044149060944154786,0.06410850472374113,-0.07404354032179232,-0.014708856702775823,0.035394669092333325,
FGF11,0.06413782281259021,0.010034451383548524,0.04332396087908806,-0.04336492601488587,0.09934440135812644,-0.0003508359806947836,0.07119489882904456,-0.047871814777090134
CD59,-0.012072280793375316,-0.012147318710054342,-0.027114846561109806,0.005462801961891374,-0.03954262758903857,0.015279542595628809,-0.017093632046690833,0.06703699484273819
COL9A2,0.003547261536188857,0.034478588279650245,-0.01377113156573819,-0.006701113582420809,0.024417058186476066,0.03969475734293353,-0.003079965380967882,0.03483490398380871
DLL3,0.002434493233755633,-0.012342041027410895,-0.0016426341035632249,0.014558784573510642,0.04362111456936588,0.019640984480709302,-0.057012858207992685,0.07336608976884347
FGF5,,,,,-0.015332127008102324,,,
LIN7C,0.04490331905322957,0.007637257687078438,0.018007412900798204,0.0011233004982489972,0.04114698080296897,-0.010676710258543876,0.023700433411831517,-0.01901823717030569
GDF7,-0.021686062423799016,-0.02379919050294801,-0.01620327862568334,,-0.02742666969670192,-0.015256581913471536,,
PSPN,0.04791082360757975,0.05273519039346172,0.02125233119142695,-0.04587728803824054,-0.005269284143274108,-0.03527657872030161,-0.0340969813425936,-0.009284823449786235
ANGPT1,0.00824066150353953,-0.0427849563449995,-0.0397952335552038,-0.015363000076071335,0.09863003964797333,0.0056490972881085245,0.006725189174617096,0.09200782798402153
PNOC,0.08870656515339145,-0.01392842756804365,0.04876643691593059,0.07791143346315968,-0.05391273225157781,-0.0024781842001165393,0.02041994897601441,
L1CAM,0.06571821458439778,0.04686571041243274,0.031170665604149515,-0.02245515433372465,-0.03569654438911358,-0.03246721811344115,-0.035960039023374565,-0.05641908464141089
APOA1,-0.04567498233203421,0.10909768774439921,-0.014142264835763913,-0.04122224346258471,-0.008955551129615347,-0.015235460408015067,-0.005390529103680216,0.06198734524204833
PSEN1,0.003436397239217653,0.03470870326793258,-0.02787753084681584,-0.00904745546728605,0.0010456530331113087,-0.006741504857509359,0.08367826640387198,0.04736479365216957
CALM2,0.05486144015952862,0.006957260424620717,0.007814134289325494,0.0190763978244814,-0.07205961983876226,0.007243306528717403,-0.020668046989184306,0.07858040854247215
CLEC2B,0.020593127417982807,0.08813784429598882,-0.013849763696153941,0.0174517072764494,0.08878581719773405,0.06717814548919676,-0.027082209338431067,0.0035104865180335624
NTNG1,-0.007661290695988966,-0.020453002613757994,0.05614893530866006,0.11945592458361164,0.06733283223748432,0.030922200753116042,-0.02630976176678451,-0.035450414821018746
LRIG1,0.03561380791028517,-0.0019180502660956725,-0.003153003956490496,-0.043951618751935644,0.045254987319885046,0.00804286773486679,0.016368673257811054,0.0561921682555348
CPAMD8,-0.019081873822683202,,-0.010741284439716604,0.0224549483961189,0.013889722548165978,-0.012978022746126892,0.025877425400720497,-0.04570080259479823
GHRL,0.04586473057980605,0.04779476707019213,0.038731682914624664,-0.004276256774150585,0.14460998997111646,-0.0227550779071615,0.05559912391053725,-0.005616496258346985
NPY,-0.027993853628179705,-0.01474414244722645,-0.047038724992129265,0.010080097173414956,-0.029519343573134318,0.02091836968517542,0.06981738528678645,
MMP2,0.05462485164147486,-0.02338489444723063,0.022203220092447632,0.059723828942751245,0.09849140132645565,-0.038542079892596205,0.013410112640731348,0.0444753166689763
LHB,,,0.11204541600949848,,,,,
PPY,,,0.1077151098580067,,,0.04813365221919683,,
ALKAL2,-0.01139628278920232,-0.0016104576545494854,0.11557752553511656,,-0.015726241594488093,0.037551554670302745,-0.001513939045969011,
