,UKF248,UKF255,UKF259,UKF266,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.029456695767110103,0.08874299661695262,0.011834377347215486,0.05454505861069266,-0.02723423604596147,0.019207993750331318,-0.050484513734929744,-0.030714966460011744
NDP,0.004489752127490809,0.04623011054936088,-0.02133886970706562,0.06593703554739079,-0.03173769137322847,0.053498030920331646,0.0469957528297856,0.03612769051847668
TNFSF18,-0.0033998792689915094,,,-0.014769705945392182,-0.013868993636834715,,,
RTN4,0.017956620767877293,0.02197218987251291,0.016997913697744258,-0.12082749094669697,-0.014763132393314744,-0.009967190814901428,-0.06675769839812982,0.11064970991691463
HEBP1,0.010465380755948295,0.019142780119358264,0.0030727474952560807,0.0641562504607683,-0.02211765788610868,-0.006463074197254207,-0.0469454941798246,0.01632165136701875
WNT7B,0.06914395893840572,-0.032553776998981085,-0.027801498069326247,-0.026792422813431777,0.01448800412337875,-0.032762119442602294,-0.0026371214314098645,0.051326530423018664
PTMA,0.04880187089403308,-0.017639050450677277,0.011538707701531323,0.15749754289713797,-0.004726979867126057,-0.004624878349668568,-0.027787650066484298,0.012086883873689598
CEACAM1,-0.018350455403068955,,0.0677794332843163,,0.029467429127642837,-0.024272241413758004,-0.027048456572486532,0.015572823191816774
PDAP1,-0.018928865088054095,0.038153737711291213,0.024613771109378083,0.0819704167323294,-0.06888342785541969,-0.05426515862189418,-0.05603359524751604,0.0063127121032741235
QDPR,-0.028241796648334854,0.02954388595747111,-0.041544893744536654,-0.005490647884848291,0.02570064128245848,0.07115631892467858,0.06769409996509544,0.010689649023100399
POMC,0.05485623288074799,,0.010297774328389792,-0.02000807012703238,-0.01609248348200053,-0.034409120888211825,0.08225578296943051,0.032609136046839536
CCL18,-0.0228996345181032,,,,,-0.03481883127557572,-0.027082436562248673,-0.030783581945718837
CCL17,,,0.07389984539362593,,-0.017297335275254226,-0.017219980473553817,-0.03904614514917561,
VEGFD,-0.02289964178980972,,0.0073836409123150095,,0.07281559864372769,,0.06514830855105601,
TNFSF13,-0.017280804539784977,,-0.012834800171404787,0.08907344013524836,,-0.03304255604800109,0.06728970677243855,-0.02372627859382053
WNT5A,-0.009895393884011188,0.09795955532031785,0.06012426132802415,0.14956628719790815,0.006377733816626382,0.018827933081016417,0.028359929895014083,-0.002196800200106498
CXCL8,0.02114539006370859,-0.05107034546521533,0.02413429501229282,-0.0025161607855824874,-0.020854226642527972,-0.0029398436028104198,-0.10220653051817266,-0.08430262617360172
GRN,-0.03970707334863213,0.006912414727724823,-0.014251970373846526,0.10520636088788131,-0.03785139788368059,0.010382709540948698,-0.02396018638630019,-0.08607171665152386
MIA,-0.008275373260565173,-0.043383100475585676,-0.031355459446242136,0.016336601224515114,-0.017746099416911982,0.05927591226034701,0.11704229227944853,-0.1251383802629077
COL4A4,-0.02750227500206988,0.030794573002743943,-0.031521665954407606,-0.013628209431711636,-0.018058953183939273,0.06688615851160036,0.00921436881438138,0.03893698059412791
TAC1,0.0015047363906632604,0.04328955757946924,0.007644267297945539,-0.07042250394503997,0.029735864278048307,,,-0.02617076350334908
RARRES2,0.017909336551409565,0.012173956345413175,0.04818099201956522,0.08553986028617734,0.039164748622839855,-0.037384699002127104,-0.005422807653609995,0.035491042627820456
FGF7,,0.08240715465762649,0.021359290173575587,0.07142360655856912,-0.004022849563101533,0.05256925431861404,0.014760136857810956,-0.004573550470645254
EFNA2,,,,,,,-0.02570774780620172,
