,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
POMC,0.004541445962274194,-0.03334682050666601,-0.004410776509672801,0.024181322293918946,-0.015146270286888938,-0.0345390625477279,-0.024876110749772,-0.017199986026891458,0.08335303953816482,-0.00928756110679892,0.009538839074749455,0.008636059254393943,0.007534199638145549,-0.04493467598195786
CCL18,,0.011301468052462137,,,,,,,0.04730842706834346,0.0219564317608469,-0.014843962837979589,,,
CCL17,,,,-0.035460433562662104,,,-0.026738596840223117,0.007772535386750776,,-0.0144261603201664,-0.025822626450339732,-0.03236106835872313,0.07097047783142887,
VEGFD,,-0.009052177148956349,0.005558157891083051,-0.02444857222232432,-0.016943569910486143,0.10565582761413338,0.01254496355106685,0.06230089535396232,0.06995586235106156,,-0.017888121540835463,-0.0045722115846126435,,
TNFSF13,,0.0447486761308504,,-0.02445981344358661,,,,,,-0.027681634811875737,-0.028068312104008845,-0.03470306078071609,-0.035703251499030544,-0.02325911794348578
WNT5A,-0.09395738264551944,-0.017433510751483996,-0.011682004792553742,0.0452911943510702,-0.044873204994285945,0.13448472958489133,-0.01007361987318702,-0.030922304202038953,0.0029138021091729954,-0.03664516801008171,0.03419560313029901,0.020678482251691305,0.05446721398774071,0.011391890832072763
CXCL8,,-0.05513709907121983,0.02675282738204811,0.009617419973626916,-0.03972270900858067,0.19444360656267862,-0.03900147989538806,-0.014092137666689174,-0.02340931402373638,0.0005024443464000647,-0.04188378022930638,-0.03388808847768116,-0.0022502389023942655,-0.010776495143152612
GRN,-0.030225562375774034,0.06676555124271635,0.004593485303790551,0.02721045964975551,0.06553972415688353,0.14261114123502688,-0.006141731758118722,0.053687895155746,0.01090910416119366,0.08573947603638088,-0.00456250448726938,-0.09126726531106888,-0.01887196218000622,-0.00037334759233482214
MIA,-0.00023083332501504169,-0.033473852601117036,-0.020014052011965922,-0.018910511037810822,0.049843892987324334,0.09939895419678305,0.058351313434297815,-0.017210148729762842,0.08087706993726929,0.09323617873073123,0.05431137529536243,0.013360931090990288,0.04948685025503311,-0.05165651180516723
COL4A4,0.02345977381109923,-0.03521803808554578,-0.012894811207915897,0.027347456015151372,-0.003141877988096015,-0.021725550805433366,0.0032440876610997783,-0.02891168118827611,,0.0596171253469264,-0.014292932019189254,0.013045585795881382,0.035347219210369395,0.011831178543773439
TAC1,-0.02330541419165778,-0.02815134430246161,-0.04520356812031831,0.04673442906016115,-0.0417868512382327,-0.10597785349833988,0.08006879086836724,-0.007065274164654952,,,,,0.017070323728994533,-0.05218473809731752
RARRES2,-0.08866970580032024,-0.027962299525117848,0.012544930925292307,0.10476406972014563,-0.03591140823762564,0.11804015811101426,0.06869949352710633,0.00394717575246339,-0.03960116147032916,0.05721105736979121,-0.005791388927177204,0.04949433985630255,0.0380388986807913,0.07984212525737629
FGF7,0.08519342448256144,,-0.025400646268705192,-0.007865327845694289,-0.032442008714486624,0.0673793251317903,0.03579632655756866,0.0523265719066456,0.02485683103988829,0.0561061008852349,0.0029035097728846992,0.02346767703496936,0.0647251474393444,-0.036012532282459
EFNA2,,,,,,,,,,,-0.017001462396425675,,,
HBEGF,-0.023915760636621767,0.0360046066122443,-0.01296519012453558,0.05934672085366896,0.031638487500240474,0.0774505080797343,-0.05129186970200788,-0.007021881418084779,0.055904214049017936,-0.04837876489993575,0.007990812976140063,0.006274475141854683,0.002386190350480022,0.07966710231306626
CSF3,,,,-0.02835177492783617,-0.02287990143765001,-0.022985214587222042,,,0.0719559293797948,0.05094679849679324,-0.022335530595678908,,0.012642591314786407,-0.04350402376444505
PI3,,-0.04347943668653903,,-0.056535545202353446,-0.019321393394824773,-0.025881654997207407,,,,0.007526115084935383,-0.036934847067061974,-0.027496005541744896,-0.014721140294625085,0.028022935580772915
PCSK1N,-0.009126238005365116,0.023574517668502028,-0.03339786919690275,-0.034406450931884575,-0.018105103145263632,-0.023476568890846018,-0.029188725097275953,-0.004793193099965687,0.05367062538063259,0.008375422621297052,0.0822664515674655,0.007215774935862387,0.07476955475511494,-0.07956753992231937
NTS,,,,,0.11233940289833018,0.02556928664018952,0.08321655561972467,0.018799479097597938,,-0.03365473031900309,-0.020713055674330256,,-0.022343412373310254,
SFRP1,0.022219475030893648,-0.02947423877298631,-0.0006693112668264079,0.00818964553067926,-0.019329679034173864,0.005246004160115891,0.02123492607744539,0.03579910874890017,0.03852348851750655,0.025215628189518557,0.0004599805125670596,-0.031180887064507737,-0.008239517346466498,0.043056349450387305
CXCL13,,,0.01590638469973565,,0.019087986957981088,,,,-0.0015579906513783067,-0.032404113856382054,-0.005864670235428427,,,0.051439384633489085
MICA,0.055213339694178444,0.04707398987161285,0.026831683643809067,0.02186359578773262,0.08957246467591297,0.08572266129504731,0.0059445506089477055,0.008969941777369374,0.015227585175152719,0.042001547466860564,0.030754209421608714,-0.01700448840773739,-0.02273718982221855,0.08562109192964935
TG,0.02345976852434888,0.036445766198089515,-0.021365487676939146,-0.015729442354601535,0.012598861728953747,-0.02774109756616444,-0.01668095667292754,-0.014930086350265537,0.034340514791489286,-0.019168760318711873,-0.025510392340157385,,-0.025222472973264916,0.006186605326254621
ADA,0.011598844272634162,0.02097931309726668,-0.026769506223975705,0.02852677652635433,0.029967325973832504,0.11246437777672731,-0.016188666443321502,0.025174577787953435,0.10924262097606328,0.05348038088604309,0.04753644345291368,0.03166832320711099,0.05604922834292573,-0.01589588806424384
LAMC3,0.017277547090842768,0.06909317354533673,0.01792626857190935,-0.01941570865240082,-0.011609176763123038,0.10613306311355068,-0.028731129559831432,-0.029865501638060912,0.09020468721909221,0.026224198108554735,-0.011338165170547499,0.0028408033823584217,-0.05104610550952394,-0.02606603443050794
CCL7,,-0.0262884851802593,,0.04745719050387947,-0.02539726462526197,,,,,0.05989513969467594,,,-0.024174722751214482,0.017791032671714998
NGF,,-0.036943705874579916,,0.030613012133073304,-0.02710893660647334,,,,0.024470429270800453,-0.024971088957484684,-0.0167729341388042,,0.0027458047053989356,-0.0335603091562317
TNFSF15,,,,-0.026881937092061103,0.01973835035299631,,,,0.0029320673288182816,0.125741954523085,,,-0.03055488521646929,-0.025171537223710787
HMGB1,0.009435313255567944,0.027195563204911687,-0.06632381576213281,-0.011369591717777627,0.015744237817077227,0.12276773238133004,0.03283266735282759,0.000880199599016837,0.07045122155399415,-0.016334562807222477,-0.028815512713593533,-0.014712902204261084,0.001362095035229542,0.014499079021246891
ITGB3BP,-0.04456822222175458,-0.01478166413039038,-0.030226930402669383,0.01742332054048442,-0.011813662050635526,0.07329118498346043,-0.009839324819023753,-0.01243335593900041,0.0046265434960129,-0.023695185997086244,-0.018726172188541796,-0.06661573818493866,0.04146945825356063,0.018207278263182806
AANAT,,0.06318288436576094,,0.05108046206254801,-0.016943572329276235,-0.020733285581725613,-0.024225612730937016,-0.000614648203108402,,0.0034347405125721452,0.08532257048392258,0.01270132274196214,-0.025577864809380936,-0.032432069469831744
RELN,-0.02237585498674309,-0.04754633457197721,-0.022150640373063413,0.03497311472104014,-0.028843104941846255,-0.0347398733786073,0.11839308757656988,-0.013147789234672483,,,,0.03509236686697411,,0.06725628000762224
IL15,0.006046668657707707,-0.0294041483567796,-0.004007721715485184,0.02578958741296858,0.04564499303265697,-0.002472613521611174,0.0032135104111220988,0.011076493893035297,-0.04783586190491206,0.032210770689881936,0.051627686028644384,0.01772169298244191,-0.0017204605746156375,0.07210278613601567
UTS2,,,,,,0.06853528537776381,,,,-0.01615276519048415,,,,
BSG,-0.02658990097455869,0.028513622870730795,-0.036200555281120476,0.06258269381340147,-0.04902272119867143,-0.007048951490909288,-0.09069531461181035,-0.01925284454908879,-0.035317334113136076,0.053258371804016096,-0.007847786989781424,-0.018672279243870108,0.011498295244416677,0.08932917456788926
ADAMTS3,-0.06144111265997068,-0.005719622862064134,-0.037540710880542665,0.04147929876720583,-0.022334396072130166,0.11785948417402017,-0.017025122897336882,-0.022777300925113236,-0.03665231018266955,-0.0009451480654309218,-0.012816126450233306,-0.04317169745446566,0.05263762243726374,0.08441913338595138
CD34,-0.024334015056660094,0.056841196994773406,-0.00020622297584191,-0.015452875176449896,0.043412311265532876,0.1032502147468745,-0.017969418177207,0.006993697528877226,0.07356637550709773,0.04339678494487323,0.040156269201393306,-0.08796841410803517,0.0069539913683202064,0.07836463467563107
CCL23,,,,,,0.04363194816515665,,,,,,,,
PLAT,-0.0295029983117437,0.08023908411188069,0.011748864426082068,0.01819735207547322,-0.00037126708918910553,0.12484695408967036,-0.08371269134266092,-0.05256169441425101,0.01425768842923033,-0.00020196835675091395,0.043193829000713155,-0.010708145994171131,0.03950280032697669,0.05232931564688801
NTF3,,,,,,,,-0.02778128715391889,0.04265960977530407,-0.007366880616951357,0.033921698486480314,,,
LTA,,,-0.015712246794521496,0.007913076189045576,,,0.0012039247509621324,,,,,,0.08076219351658846,
CKLF,0.016155448232467222,0.057142438196717944,-0.028443957949413227,0.027500862208304673,0.024862542863517738,0.16770854892877826,0.06525265190039445,0.0034252903891620035,0.07313501075939913,0.033113132302340635,0.06990010209740229,0.03131145507657745,0.0717345933283317,0.11515442469641417
APELA,,,,,,,,,-0.013274708346702066,,,,,
CD24,0.028190026139451447,0.022640698552305837,-0.030229398923810043,0.03629340520266675,-0.01977875076512323,-0.042963073964579476,0.04665086255840232,0.005709097285914536,0.0282047708670633,0.03399253180159348,0.02338995272488584,-0.010190154363119758,0.004740070012309449,0.032803846198465804
HSP90AA1,0.040536398703668416,0.0070250965271965735,-0.022863734989498563,-0.0009940261164322933,-0.00890628027196291,-0.1425175638344072,0.022886979462825554,0.004441562554956297,-0.01862672613272939,-0.05692847887823152,-0.06035807414925184,-0.01575938613484947,-0.08728862063156793,-0.1347474093639842
BMP4,-0.02777716136597414,-0.058776386535647464,-0.016655902654189335,0.007904639451843236,0.024915134765894256,-0.04460317232612441,0.02395211773159525,-0.014686552502581555,-0.0264613681500623,0.05828362618993968,0.05356657043692029,0.05400108596798356,0.011583905434511097,-0.048393698767730094
SCGB3A1,,0.001326210891272201,,,-0.02017770296690139,,,-0.014516929588143993,0.012419051688775664,0.03402225508532062,-0.007766310032422592,,0.0024754622288550975,0.03309435282658574
IGFBP4,-0.030788697537878836,0.05933684263174167,-0.017956024406585933,-0.013488390469954313,0.0316267148513979,0.12841467021546785,-0.03890870205035885,-0.028691778017883727,0.05556834784427304,0.020761025306861417,-0.03970743463035798,-0.03409177963915073,-0.025834532751102028,-0.013622838580078534
RSPO4,,,-0.02540064144639411,-0.007077518049821125,0.07182439655271974,,0.01539351679192863,-0.014516927464714644,,,,,0.04835994090697577,0.046922030983918096
LEFTY2,0.04441044241736115,0.07488404856736545,-0.015905217090923015,-0.049542558953580076,0.09566151971553516,0.17841674724522996,-0.009318703852496214,-0.015917988510983482,-0.016494229064768516,0.028225957686328143,-0.019548627151516864,-0.03406258567837023,0.06651810807360918,0.0017859853195889806
PF4,,-3.379232950599566e-05,0.07454876079833597,-0.02106235326500334,,,,,,,-0.015583017352400022,,-0.010107320503667186,-0.03203580224511651
ANGPTL2,0.0067121296540663235,0.07207344757225753,0.0005078755155588681,-0.014037008175713291,0.017212635793334964,0.07364152593041107,0.06578758103012411,-0.02450488978254117,-0.06719161471852839,0.05862544480173468,0.01953651358481952,0.05968270583905798,0.002354342567562398,0.0004947825994793458
LRIG2,-0.025538459307952156,0.04301190561309424,0.03363656074154195,-0.04749794582533299,-0.05700951404730396,0.12092510236665763,-0.010530906124629608,0.006881640331526112,-0.0023818236056728564,0.021671436107259547,0.022185623310719837,0.037374214146051944,0.1394921780369722,-0.004227326424277515
ICOSLG,0.013018560793872131,0.07140912140442154,-0.015235058655864659,0.001241025494201111,0.015241097034237183,0.09373493225730098,-0.029504201112576175,-0.02755041740938214,0.09594295133968721,-0.019296183805972582,0.04027970782754657,0.06666447737992735,0.026760427590362113,0.0015387818511113634
WIF1,,-0.04906808397369144,,,0.0007126251849739327,-0.10562468858131166,-0.020940433716285747,0.05804780043435408,,,,,,-0.05878501265325352
NPPC,0.024550659962359517,-0.01070090274158321,,-0.02395019929914365,0.005622946080110561,0.00017229645724025963,0.04989228557471782,-0.02017497657548541,,-0.019109154064088408,-0.029484113516310965,0.08843868977130061,,0.016338245319251356
LYZ,0.03218080651983286,-0.011977983912157675,0.01974874543560534,0.005671497741175928,0.013590291154577336,0.018856193636907586,-0.04204955058063582,-0.002468334836082888,0.07076694212398142,-0.0003242050050728834,0.02731146686562971,0.02797890222758592,0.02523926590229571,-0.04503807722335243
EREG,,,,,0.061057208399750845,,,,-0.0020624142647524975,0.018342084278732334,-0.04951570622452198,,0.04815477456465163,-0.03688269843920813
SPTAN1,-0.07355106426834607,0.062344988719205005,-0.04757855529207445,-0.046275531346282095,-0.013387149776070473,-0.05993508710149347,0.007150994377216343,0.00624062562605367,0.01746020162801781,0.07647213647087421,0.023757859754972455,-0.01314490888921501,0.05803944568758572,0.005278381715706652
LIPC,0.04757593642558143,-0.013080851351696449,0.03777588746675585,-7.971707769131938e-05,-0.022546955081760137,0.022196207219610704,0.008880522545808992,,-0.006605457188006046,,,0.1380625108080195,0.03568228145617667,-0.03888611699400865
COL8A1,0.025523097657881563,0.027482365886660094,-0.03001239084010299,0.012467857277485367,-0.05197900567900113,0.03307309096650867,0.004507905104297567,-0.0026891498612200086,-0.0565251406508118,0.07686840208361526,0.057862912603707926,-0.037766789788206426,-0.018054844501721058,0.10361942872119531
GSTM2,-0.007826499579676374,-0.005300033537702347,0.019566484167024348,0.017498137081480517,-0.002909600071513932,0.021254805778374734,-0.036424972083775764,0.012350636218844243,-0.0008317880556544604,-0.04313771643083032,0.007969674809745423,-0.06710064921499456,0.007943960796007739,-0.02893907434595232
SPX,-0.03981724731311092,-0.02646720294171759,0.053558163428202535,-0.0208187828568406,-0.01762547894587247,-0.015182508706174736,0.008769237827269757,-0.02469456644016557,,0.055800679644769126,-0.01934830784226522,0.022309134520552817,0.07647872102978336,0.014620185674903925
MFGE8,0.04195424486639397,0.04071281949894395,-0.030308503884536372,0.01331181570848314,-0.03203682315148311,0.07285086395505974,0.05249919925235376,-0.022337297874965398,-0.018489888795455402,0.001828643836571821,0.05741665046045382,-0.04335022181126959,-0.03307713947394652,-0.0016020154287488104
TGFA,0.006559767196044671,-0.050547674324338425,-0.0382056310916988,-0.0034553769409813692,-0.029026751361689928,0.08230705367311492,-0.031033051762913072,0.03506048809132776,0.046550662382885764,-0.016403497436956602,0.04547167180334628,0.026431151722206468,-0.01279543196513442,0.07649135416617496
SLIT2,-0.02777715692121177,0.044264379206224114,-0.018227965481882963,-0.04412924267751885,0.03164884054981101,-0.012275905118798561,-0.03234551575088179,-0.04110257201228649,0.004449087587123357,0.07290910275754842,0.02357523411834481,-0.017052857101706936,-0.01660597061226696,0.036347214723699485
PLTP,-0.02735311691465242,0.02058531783163362,0.010507752898423404,0.030049381832415997,0.03681571538348271,0.13471230855992347,0.03881693389388492,0.0665120106849371,0.040141084001940996,0.06958385574656921,-0.013270638888937139,-0.049745680541777366,0.0049874551634861855,-0.0315858299463006
APOD,0.042235738520601356,-0.012421872376285382,-0.01844361117287976,0.026963606495193637,-0.030834246681992583,0.054435867762295975,-0.001640483704837854,-0.006326267408449817,0.016837118306607553,-0.021552272321076496,0.01449229253184603,0.10341457133938792,-0.06890454551626403,-0.04782718334545652
B2M,-0.005645088535290921,0.031660397990764935,-0.006227295146307414,0.0747637778537814,0.0883202542926143,0.1681296247945953,0.03900706867689214,0.07735543443158363,0.1025778825599614,0.0947881650074988,0.04545423050330913,-0.027079147520592522,-0.037341141408529926,-0.04627579308241621
OMG,0.07325995044937307,0.03824748962328019,-0.0641069576087343,0.005507748448901928,0.0006338836321832192,-0.013638363505619325,0.09807795003631337,-0.03681653188821537,-0.022207798888445363,-0.00014596953322471034,0.08204823753262282,0.06631715051974711,0.0751852180289144,-0.12518500633851928
CXCL3,0.0644951613465854,-0.04567162166062182,-0.01789940524236861,-0.05705758685440136,0.012700592622312983,0.02953118640761164,-0.016741636498811815,-0.015530043847199004,0.06498265442900593,0.010748563996107432,0.003048380230954849,-0.02818886595596798,0.00983472756856058,0.018479081822954654
CXCL10,-0.07387535544670647,-0.053741933392019846,-0.03368022955961393,0.08581612905082507,-0.011479428275441602,0.14391836290611784,0.06055336065507097,0.0017430042734276575,-0.030260400982818507,0.11698575824314227,0.07902806745780763,-0.03797641527253186,-0.009563894115800154,0.04169886191467113
RSPO3,,-0.004420302952874287,,0.04766730942083935,-0.022546941180456293,-0.03404515429472322,-0.04098526688272106,-0.0377116612253056,,0.02739428632622713,0.005326129577080877,,-0.024532616456108044,-0.06032463754507588
CORT,-0.009391164789570156,-0.01230082621498188,-0.02552536416155174,0.05643394233491969,-0.027364117376964266,-0.04352061723677811,0.02795911501343261,0.012470707893384442,,-0.02465421940387196,-0.01630683563522685,,,
NCAN,0.05074106698648743,0.03205672738713168,0.031163652284627794,-0.04250380609196714,-0.06321546657487845,0.08928291875302219,-0.05509995468126399,-0.01908614370254009,,-0.016802204407809926,0.04686887101772934,-0.055017051609532054,-0.0008755550734614276,-0.049744831165723584
PRG4,,-0.03953474219520953,,-0.02414078183268722,-0.01614352893753007,-0.0025444375861481475,0.030692083704772173,,,-0.023681513817910494,0.0259880874577471,,-0.022765842157834528,0.033948206506601755
ZG16B,,-0.027217063246882292,-0.017198609328613362,0.024695481390026135,,0.03974339445853751,-0.018539224991626264,,0.13824524360844687,,,,0.02644448728380457,-0.009079679790245036
TGM2,0.0226043107728566,-0.0016816115018850725,-0.024193074336734597,-0.051675497866781335,0.020834933880140488,0.05419078359587749,-0.022381986492973724,0.013232905909356545,0.07156507853896249,0.05918982799995826,-0.017946302718717486,0.032465899875389656,-0.0050354383135819665,-0.0173008832113772
VEGFC,0.007038281211050012,0.0822523635874618,-0.022083676688209743,8.162083434847897e-05,-0.02485024048324672,0.02072265513335191,0.01431985456372107,0.00695328388794122,0.059458030344377806,0.06456421183485413,-0.008023550445022747,-0.009538600897206696,0.018794705165280548,0.017462432440576135
WNT6,,-0.025142134830070873,-0.015905217508347537,0.011033818551754995,-0.005504679833781109,-0.0010250212294429955,-0.0337112907034836,,0.058453922108161895,0.05056101384239981,0.011798824446414505,,-0.025519966838375874,0.04453518367530434
NRG4,,-0.00976783911251414,,0.01075531946129631,-0.02299434584127625,0.04761617822023401,-0.019202165529902417,0.014183413997517503,,,,-0.02985627064265005,-0.024532619205629044,-0.01821180885327252
PMCH,,-0.00284769257889787,,-0.0028351384573334607,,,0.01473077322662211,,,0.14016550323241891,0.04816518959185704,,-0.020458192527307975,-0.015500089504671912
COL9A1,0.03314364008152686,0.023964411498472383,-0.005835789584739491,-0.012184171047527663,0.050266228701882486,0.07720274567106457,-0.002817830691505685,-0.021573815157844654,,0.03257612247454152,0.02679467019818327,-0.04594960395880422,0.07968482308349016,0.09025750539296878
GDF11,0.018922785698797236,0.03394614006059432,0.002710115492964381,0.009631699384969555,-0.012067176735566811,0.09034803473699674,0.02718629089357532,-0.026762930222295162,0.038781090654451386,0.05929924763347892,-0.01979578017792495,-0.013328417774040195,0.07682374586394158,-0.019225023688012752
RAET1E,,,,,,,,,,,,,0.0033125551555712434,
IL24,,,,,,,,,-0.024946303235285443,-0.016385339197857205,-0.015334554063413329,,,-0.04747836039750279
SORBS1,0.059557411641666495,0.04163128497063748,0.006535377823656297,0.018738779040197384,0.00323678019827259,-0.008131433613371849,0.03129186976645818,-0.027845900805058738,-0.002937479620707214,0.05639174806036678,0.05985511815253274,-0.016103048466318343,0.0011186480554396796,-0.0017955769017813557
DLL1,-0.022991521522530523,0.07567784162556458,-0.008560380484351484,0.018746319370563484,-0.06369632325625173,0.06973840775763576,0.025091862470164136,0.057851163270582984,0.0034356341220449184,0.020253345652295706,0.005885740583151146,-0.0025706427016733285,0.050074267386477356,0.005897091561868616
TLN1,0.023945472482277186,-0.012087061227046851,0.03763124850786093,-0.02812293220306932,0.05330176836662015,0.10215786310127424,-0.020651478002950967,0.004799305619794582,0.06545652334984241,0.05057530836460863,0.03504397605269229,-0.038031171952433974,-0.01515883005649418,-0.003668139067284981
COL2A1,-0.02535100427366301,0.02874918751164899,,,-0.014418620343520348,0.0025847355939749347,,,,0.08137437890439662,0.001511924896007107,,0.021907038427081825,-0.011116470541225125
SHH,,,,-0.0018431277708764369,-0.03655217810722623,-0.02139965981704458,-0.02342010879159469,-0.01666802415148457,,0.04944900998429397,-0.014313323751278029,0.01834411388131186,0.05541220953830382,0.10411404040889656
PON2,-0.020701643331185255,0.06087899428554517,-0.03337349533024265,0.02207285872042781,-0.04251068127928749,0.07217707334212452,-0.020342920502184676,0.025769175752649698,0.06710766611025881,0.028863743151490887,0.007206114069016175,-0.02986013919586807,0.06496774007189496,0.08701929336874842
ICAM5,,-0.006693131388167397,-0.004193041627352895,0.038354690783267927,-0.03823809916949932,-0.05319410063294244,0.02070926229420541,0.006329714372954208,-0.023614741132663264,-0.035117230993942546,0.04598737936560662,,0.009264273717583054,-0.0550344014376777
HPX,0.06790921231104771,0.0007953021236943741,,0.07229110331441778,-0.03192165802224339,-0.010481863375623903,-0.005923720564212205,-0.014516928108177984,-0.030585674366974205,0.0483057051063953,0.018132880828049956,-0.040029586956658765,0.004332220214957921,0.03930430613643353
SFRP2,,0.054926370279160086,,-0.028570504102957535,,0.013856941438071887,0.015594437505497246,-0.04689282618704039,0.10440639385428674,0.051419723206114605,0.016687245138871452,0.01876816950112781,0.05770777402065454,0.02530934085401417
CFC1,,,,,,,0.02638701584737313,,,,,,,-0.03757793263009693
CD70,,0.02179536888821928,,-0.023211509357960465,,,-0.043521959751153784,,0.0215138625998709,0.10618526445455932,-0.041063645417165076,,0.03970110537023798,-0.06156968344727094
HP,0.08558694478888658,-0.016125928668418776,,-0.06334196027240774,0.050477883961162616,0.06831533387595473,-0.011508394335805599,-0.009828853655540072,,0.0787983673929422,0.06076931600282362,0.06037548586955116,0.03522889339761385,0.04451480523609711
CXCL2,0.001989463121969885,-0.0347567699770678,0.011708120332236048,0.03181284429156751,-0.021444174789672477,0.03688577488464718,-0.007895650685140521,-0.006335663732926778,0.08336970360897653,0.06458949768206626,0.043078304289662535,-0.04940799334234774,0.06280931182852731,-0.00588600481469055
NPPB,,-0.0339146868119336,,-0.06442402195528615,,,-0.020430265224976176,,,0.049635358763408764,-0.006799785786766774,,0.04490640593604414,
CCK,-0.02499154595712257,-0.021910878802395513,-0.06934186126449446,0.007250650304479414,-0.0224932101462037,-0.10750046495721564,0.08440174990837587,-0.02603774312870399,,0.02072810923376896,0.05601190157858337,0.0052124496053272875,-0.03228335415020573,-0.12431512850174203
SEMA6A,0.010033606583776099,-0.009454984447975424,0.03333116775182349,0.01854944328206994,-0.0030040375410774586,0.11077721777912067,-0.005108548868762804,0.023052373593549072,-0.01568783229419871,-0.0016971895607429664,0.051533670570909254,-0.009522903660989186,0.06473227556574171,0.1288200018846321
IRAK4,-0.015903057366323803,-0.03770563402400766,-0.021147826383958155,0.04680149187842344,0.005498719548846025,0.08883861734492879,0.02229171426415569,0.02454474531859576,0.009037326049111451,0.002279387934363122,-0.019752088309277042,0.005233564500343521,0.08706078679703369,0.043496176149483395
GSTP1,-0.005207911042298198,0.05474256135172274,0.03164957694381085,-0.009638418614709219,-0.023953288045905918,0.13909718442893929,0.006132680224516199,0.048417548087550284,0.008082100205497498,0.052645091847486274,-0.0011038196819824087,0.09080685096305838,0.08243077822234712,0.05327273928174975
VCAM1,-0.007711208593327173,0.05829621747590588,0.06292150671974954,-0.010268090786084027,0.03180029908912819,0.12743914581594745,0.0032632131510348756,-0.013994449060430354,-0.008047973870054027,0.004920144284869053,-0.007047506810482876,0.02346363062534949,0.05815293486237446,0.06823293301403634
NXPH3,5.9453856059479524e-05,0.03870507870289745,-0.018379815886020324,-0.024422094540221588,-0.030874789548469103,0.00785165788348354,0.006199653958069849,-0.03569254468414978,0.005564779641118531,0.07205715374227077,0.015930397965720388,-0.06253014258393776,0.01236673137409573,0.09717574856683392
MTMR4,-0.00692897882005879,-0.010828399823390856,-0.0014881452396188159,0.06689917660252559,-0.03566728697315791,0.07612356400315136,-0.012090849445315443,-0.004618658506753076,-0.0156476993545915,-0.012222119117273068,-0.012121856392179803,0.021417727915185113,0.010895440115655212,0.012886566371474284
LAMC2,,0.02640602282928848,,-0.005841992415896072,,,-0.01480135429675074,,-0.03623564116348538,-0.020144279831769137,0.020962734156746165,-0.02886639855764274,-0.020060667580655382,-0.027053184862624247
IL10,-0.02803493746550137,-0.003660801252899851,0.03646370014376047,-0.019300993205818295,0.023120727868728225,0.04983133935414287,0.016428839729356035,,0.12415682623341376,0.06463107541548725,0.04871463597363841,0.009388382288914431,0.055980776742259715,0.0025535550824299777
