,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
MFGE8,-0.03994163826968394,-0.05642199509954081,0.09496713440136118,-0.022317364169420137,0.020470428413332846,0.03528090092553048,0.019513152639415547,-0.03143365211188463,0.09874393447966004,-0.016479097978214185,-0.09368658375064928
TGFA,0.004340003554667878,-0.024447964842020217,0.049875228785132786,-0.08407751622296446,-0.008766283094106804,0.12134353026222325,0.010358564629750896,0.02615241857173551,-0.0302692095588649,0.06895925611816153,-0.005492275061346495
SLIT2,-0.009172201544964252,-0.01609426678977707,-0.04715988225471886,0.007969117034564413,0.09083066947336359,-0.03835318262588667,0.01599505457157085,-0.015482567684997891,-0.021584487386643123,-0.1188131511163696,-0.09082057560732072
PLTP,-0.03834140050147664,0.1600323801773613,0.21121811463674864,0.08702327021689775,0.14967453731564417,0.10281666746694462,0.07955633462320157,-0.0002948401476623497,0.12601684769617275,0.0727085284767915,0.03234216714626726
APOD,0.02692320533640269,-0.10085344352766054,0.027672664069269885,0.12206170637966277,-0.019511132396939454,-0.024985335140020947,-0.15552177101840226,0.08183029838860127,-0.10019177171961441,-0.06671205813243176,0.15837530681825426
B2M,0.024149799487886325,0.1393318608253387,0.21584229106613828,0.15244055243396093,0.06281224341168347,-0.09152682898022987,-0.02955507552616706,0.061516542557666816,0.06837438107720321,-0.2622473271893857,-0.07325400842905855
OMG,0.018430398128493033,-0.12133740186169326,-0.07304194032156615,0.10222488808043596,-0.029137059899366193,-0.03947482347518094,-0.051938738136173945,0.052905233183615195,-0.1020563159790927,0.2498622763783276,0.08531324509569839
CXCL3,-0.04766938009653326,0.07848486899241014,0.053174813138519884,-0.037309031930994496,0.035352017617683,,,-0.036185438784639375,0.024583403250223682,-0.011935239420878832,-0.049626644605664495
CXCL10,0.017406323941665244,-0.014813721759351728,0.1910655212595321,0.13393274969894173,-0.0002439507877049338,0.014565760504084868,0.06064119551937373,-0.017195116768334757,-0.013291140154721002,0.11704643157872723,-0.03760946799966175
RSPO3,0.09259127869507121,-0.06309932944198066,-0.05383609536722353,0.07399705343848918,0.047245689362601644,,,0.027474339742778343,,-0.017070656535197362,0.007464334503016283
CORT,0.003889367360221839,-0.012839458826115922,-0.08422377665101913,-0.030061705593774864,0.022615673570572963,,,-0.013415306999909173,,,
NCAN,-0.02058914220244845,-0.11959074717473941,0.0742520479455524,-0.06308258124643776,-0.022522301530154068,-0.1424886333674095,0.09572647992126009,0.054827841785322746,0.08632109165368083,0.21734542416113456,0.17611850220142988
PRG4,0.00404425490772711,0.024573572674823737,0.024371438948646292,0.02733934845735419,,,,-0.01979510641527591,,0.012267898707117949,0.02221389193573917
ZG16B,-0.025191496840893595,,0.007126789526825585,0.033920935253937676,,,0.016626377293922655,,,-0.03818311469133648,0.07432434825951184
TGM2,-0.04819107790735571,0.0533197607782853,0.18025718070709765,-0.053927374129761806,0.02009282424074677,0.037049753006526485,0.1357509979266191,-0.020401536284163455,0.03594469206648827,-0.11416603049492706,-0.05201783688711295
VEGFC,0.002572410323470945,0.014210697304465381,-0.003453011203731561,-0.05594273255486673,0.07755356460513976,0.02489929609757278,-0.008344895115232297,0.0028518588964477234,-0.029231389609991394,-0.02509990337594778,0.04335135321313638
WNT6,0.01072254475100263,-0.028809309098444497,0.05856341839756723,-0.012536356686979725,,,-0.03738308756925975,0.0890580552730812,,-0.027402693818780154,0.07690887656924066
NRG4,0.002248368476451399,-0.0039791964887861365,0.022785663076360225,0.007573978326403755,-0.012274930121993197,0.08265640126142522,,,-0.02347238363884618,0.07173408786998257,-0.011238867729474892
PMCH,0.019554294988218222,,,-0.012768992051946041,,,,-0.018822393431936132,,-0.05911888946771223,0.005038517714095633
COL9A1,0.012587664192895103,-0.06623040186098728,0.07169025495921888,0.0016223485884861014,0.023481202028247574,0.1251146758549809,0.007090377100161592,0.058187748402968975,0.058383474728903914,0.07791363498432953,0.09413989958088773
GDF11,-0.024772004829644475,-0.0712763373805557,0.13975976270584434,-0.014183286689533824,0.007318599643190938,-0.04741949068980647,0.01634008974958372,0.010658980741084435,0.0744720380879661,0.07006369468499847,0.003522459657616882
RAET1E,,,,,,,,,,0.0165479591530556,
IL24,,,,,,,,-0.012615430428635253,,,-0.043029350411093716
SORBS1,0.03645503538683115,0.02349064302902948,-0.017161519043454643,0.07493787846134045,0.0957793134307761,-0.041215862162228944,0.03303229233494336,-0.033025206715470004,-0.04099891268949886,0.15319474811607375,0.053261354845196236
DLL1,-0.0076107502834892845,-0.07686086359721565,0.06728309840298374,0.07883045642891506,0.03413558766957224,0.06063626921974604,0.09584096267142865,0.12790644209857555,-0.03885165736165265,0.0448376298208361,0.004614908889998486
TLN1,0.03562570847714227,0.03244238966238429,0.13963088078831762,-0.017966495091107818,0.035595019980567334,-0.018827438584278853,0.05128553896301576,-0.06204802690794482,0.045567200890204725,-0.12485660481501443,-0.1189163911136361
COL2A1,,0.03655017429042756,0.07446448980957461,,,,,-0.03287967085169382,,0.009966983124656556,-0.00598551381193654
SHH,0.014154183524909865,-0.04442305052995245,-0.011723393774022477,-0.03361499387331212,0.06401191505627621,,,-0.006101001286205024,0.04335988651825909,0.0007416094215728925,-0.0154149930422086
PON2,0.05317010863089878,-0.024124125141935723,0.11109811876056157,-0.040106512725310385,0.09787145107706179,-0.1253261069743057,0.07392376116943528,0.05841346881646325,0.04876354883122164,0.2564450725496169,0.22084365623306387
ICAM5,-0.03775065101884189,-0.03224163217807865,-0.06490835370763569,0.039378102835977896,-0.010351287439079647,,,0.017480867480843366,,0.015181456932908195,-0.03785010417269755
HPX,-0.01382713081822311,0.009597949348837651,0.12185000542881701,0.05075346097002729,-0.018815926776277112,-0.06920791497856972,0.0877200894380042,0.04578034230732051,-0.015690410423423763,0.07531978674621378,-0.013167633520950512
SFRP2,0.004513524057653065,,0.03515070014999261,0.03934341616710682,-0.020319175902005274,,0.014163101070809196,0.022754565011659917,-0.0060331993357590815,0.054378901910869734,0.01323409271853788
CFC1,,,,0.04765822934350541,,,,,,,0.1786928890862896
CD70,-0.03304214282527143,,,0.004179667711424595,,0.08787250761358556,,-0.016320015039759685,,-0.007358932383008473,0.007210244990634781
HP,-0.04050068101491579,0.15289300328371583,0.11398754463970893,0.04351486894767119,-0.027721219267063345,0.06098090129800421,0.057535303849021564,0.030089450986693134,0.003460604920013757,-0.04580809911064471,-0.09477109140287578
CXCL2,-0.03410591251890375,0.0880363377661484,0.0988587743868093,0.0467233843071137,0.005258031340535678,-0.026669456004090694,,-0.015539711907020647,-0.012710515006014866,0.033024169430664885,-0.05602446566782491
NPPB,-0.019219331458945256,,,0.009953707264861708,,,,0.04153161007376487,,-0.03106324358944451,
CCK,0.06550888339121069,-0.0668367142159775,-0.1698697166072338,0.004260493951711081,-0.09031754668802054,,-0.03501294238251582,0.019947429604874067,0.007795850036998667,0.0018108452879915993,0.04609471928632765
SEMA6A,0.06588573803686285,0.03246998327961981,0.08664651147136382,0.029273941370357617,0.035299816368109846,-0.001009454075359872,0.07534965770953865,0.04458386459026575,0.011204819760962824,0.12220230350917842,0.04728184688602284
IRAK4,-0.006074623858118427,0.09593654945139764,0.0911079650229086,-0.009081838108677576,0.08074621682371551,-0.04004100751433019,0.028582052581088306,0.021458469165886028,0.03487944406080424,0.07788075608958733,0.03343359877371841
GSTP1,0.010214127446263103,0.03556475052866912,0.117249314608931,0.06022005614020402,0.05454151262773887,0.01620466092120656,-0.0775828622148674,0.07069867593663633,-0.05096942041547239,0.14022927349439412,-0.01658421850106245
VCAM1,0.004320723760620186,0.14351458716889803,0.19010331731435495,0.07718261652549357,0.07687830333973177,-0.00995456432549498,0.1127234574094596,0.015899399004122215,0.020913014343128974,0.15692760889674878,0.0471900789434664
NXPH3,0.024859387322675966,-0.03455829495950169,0.06345511555115176,0.06392482582423648,0.08353419996433115,0.0982269876962788,0.10707894374764262,0.028485455103259227,0.07262262991469999,0.22029860225206147,0.05951797456282332
MTMR4,-0.045766068553246844,-0.07556642059633405,-0.011694535301046124,0.05434534130671294,-0.0010697368702125905,0.0486621098174473,0.019439955610900325,0.06094467279648257,0.021105060992256418,0.048524152905032925,-0.007471061968072176
LAMC2,-0.0008328597766355117,,,-0.03418687920102641,,-0.01322766708239269,,-0.016567599974650113,-0.02269416664012012,-0.05224407593130653,0.0064720819227677044
IL10,0.0074051462255790975,0.15676254394218583,0.010702742221702357,0.07021762592975618,,-0.11843745308549164,-0.0018294440740948285,0.015259297807629963,0.06788338803127159,-0.013900503191152618,0.05744289709099494
SEMA4D,-0.026760443295534977,0.014978799359698513,-0.052573132681549714,0.03418006901862903,0.0006697673883081379,0.024260295953740164,-0.07305649085475302,0.07381665846082117,-0.038220394863929474,0.056993916004236464,0.05544720719166326
TRH,0.01527687834965757,-0.0397090391006374,0.007489909049660065,0.03948720863456458,,,,-0.01359176115658496,0.2114602241325901,-0.0347929159670824,-0.11888366117784281
SEMA6D,-0.0027379568212985424,-0.08429068168840939,0.05963479241387542,-0.019926465807718403,0.04707566363191353,-0.02135906519203964,0.028082541495092313,-0.02019392696596424,-0.031238500191353588,0.11559573422505241,-0.03811470882510737
CEL,,-0.04498243920922867,,,,-0.032920809781401064,-0.054342977303791264,0.1226447344393545,-0.02120159178847362,0.046588060585130965,-0.026070518103413178
PDCD1LG2,0.042538783222843345,0.026002833769420964,0.02049708989783096,0.020098008989382604,-0.050778927263060526,-0.05225729467883204,0.06897866210586046,-0.005628509554594451,0.0028472375491133185,-0.026740745384252265,-0.054948294611731244
SPINT1,-0.033053777549018185,-0.07502923275083617,0.08720950770791931,0.015007460016670375,-0.04055889507173058,0.12791058613403924,-0.004434599900791165,0.027670604762342177,-0.011139132088800586,0.0316403458490998,0.03049804649262257
CTHRC1,-0.04241380550825004,0.07866357991446987,0.17128993399432837,0.02322524804030093,0.0332611907658304,0.05309270735252223,-0.02345873570923374,0.09790783836076941,0.02781165971024005,-0.04752129418051036,-0.01101952121418895
PODXL,-0.0077834750698835865,0.064814615409541,0.2454256158021249,0.04640461390014949,0.02582254698544125,0.07564710095289333,0.07270107820068719,0.03948533662578466,0.06758437764129084,-0.07009092811996964,-0.094039400908473
JAM3,-0.0014404160034102464,0.03143370867433399,0.1076723449334985,-0.04921514216103032,0.032654268216667566,0.030723182896003908,-0.07647070374069734,0.01082961147997968,-0.010505182003578202,-0.12180754573745517,-0.042259183401210335
TGFB2,0.04383821837491299,0.0954643682870561,0.20281062160056063,0.012699730283413788,0.07428082389967973,-0.08129958428635171,0.033776638655700957,0.03407156525843986,0.13729593920932054,0.01789775748224634,-0.010311829758633873
COL18A1,-0.09960536889341724,-0.014987436936803948,0.1403176243854918,-0.04240301688223444,-0.002894312209638947,0.02480714545403547,0.07362333740137739,-0.05386315466988207,0.04251443124633558,-0.16231728567404294,0.013876255570609243
NODAL,-0.03503535390020816,-0.024875500250611797,0.07542743600457451,,,-0.04384401489573752,0.13749309963647766,-0.015583028303311935,-0.03413931153075393,-0.012017048865547698,-0.04326961177138302
INHBB,-0.02150084922673633,0.14064322014127273,0.08591152174693806,0.03523400546109886,-0.0030698997328020817,0.06724089523658276,-0.0029095066901851964,-0.027134623655250465,0.04246505186242119,0.16159962961080304,0.029714058970278862
LCN1,,,-0.037775591306799465,,,,,-0.014716199236324596,,-0.03518449036499051,-0.025996822819099315
ARF4,0.018659722120024223,0.05528933120642273,0.13386534882220585,-0.045263360367352526,0.022496198553289944,-0.06459034617518106,0.057809892636462655,0.040743971456854745,0.07404686857852692,-0.1269765198888843,-0.13418318102770366
CXCL14,-0.0064598376114724035,0.05599815009052314,-0.01803808623876365,-0.04696235279321805,0.017703896143495886,0.10909373594685387,0.0011043206696948386,-0.04378716201863943,0.13919291203660739,-0.042527113756312664,-0.021932879395299212
LIF,-0.05575865759818183,0.10356818527205403,0.07584218597919094,-0.0259643431989411,-0.03681694164459043,0.015653299019450125,0.09581515473744914,-0.03019840810716044,0.036860117974976986,-0.10107115740229144,-0.02310784414496242
IL17B,,,0.05343010404321095,,,-0.06573345681561106,,0.13547811285134861,,-0.010775820671956598,-0.02939298218872225
MMP1,,0.031213161136579664,,,,,,-0.02425598795781921,,-0.13749368526043923,-0.03214364604246497
MATN1,,,0.0007950816432740503,0.009497859631077129,,0.02355035776169593,,-0.01020445262949266,-0.022956246285293597,-0.042315620620883954,-0.026786119819636436
ADAM28,-0.018251453047629883,0.007272780618651795,0.12223527470797484,0.04503475418827007,0.04467262284747669,0.08666407256152711,-0.03142002593225126,0.028160185331550562,-0.019947598130048157,0.040100818917602546,0.08405348517510133
TCN2,-0.006566867332992452,0.05889742889437652,0.15120284329956618,-0.00724968562055939,-0.02048011087765052,0.07937895573357281,0.07481066559362791,-0.0025300837994929127,0.02009849972242961,-0.05883981092937146,0.03217712568432363
THPO,-0.04693799167588202,,0.04025688858725734,0.04283384451054403,-0.007019667082048715,0.030230370236335822,0.037414856663342974,,,0.041172406039906066,0.040645194415851724
CUBN,0.038762614985746326,0.03080564754059077,0.08944631811455989,0.011523298029503113,0.019780470660462346,-0.08794442263623937,0.0625255536091424,0.1413532665479252,0.03075917963080869,0.07961459331821207,0.022866174244188284
TIMP3,-0.0036605015412326898,0.027589304787625436,0.06453217517254778,-0.004198788527503079,-0.04155220908692432,0.06436399181692848,0.08617890449402053,-0.056556681928537154,0.10072186772889474,-0.0778001265409749,0.050706135299560126
PIGF,0.0015162856572210309,0.001287584525597321,0.10707057258392355,0.012684260987122385,0.03190991700750995,-0.0019924353006384476,0.034348936519183776,0.05744495312098354,0.0313795391752469,0.09383244996579339,0.021188709016503438
CRH,-0.04026441888009199,-0.0403516128776658,-0.026777081104996603,0.04413427696217911,0.014319444226137235,,,0.02297556684635848,-0.03869246529156021,0.08793668810438605,-0.01629139873325913
BDNF,0.04162815675863044,0.013659806091735532,-0.1355947447694873,-0.08851753481690453,-0.04707618281959085,,,-0.0046697771173723375,0.08971553299373926,-0.03578357007422904,-0.07215838801755839
CCL5,-0.035333958010809824,0.03982278783170136,0.1423560739507004,0.04601572031656523,0.009189593885968286,0.0005991292885883085,0.020543449288234452,-0.041048314587603885,-0.0019319136949025534,-0.0002140033764247145,0.057794191070169976
GAD1,0.07729885411353808,-0.07329614178263173,-0.13418221034665434,0.004110117773921824,-0.04625831425052253,0.037178954559784,0.0988896866637031,0.053203242484638084,0.05583058869731946,0.08432595809877413,-0.02385939562790239
