,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CCL15,,0.016409794140934856,,,,,,,-0.0023334917613066436,,,,,,,0.07505575642302592,
GNAI2,0.020266143068862118,-0.0334014913278674,0.022255457303860627,-0.011119357904866978,-0.11382910877601665,-0.16286637966691828,-0.157477046094308,-0.013953410728714982,-0.03948251446182125,-0.0516392332920502,-0.00862860221575377,0.016057654062071765,-0.025153695485473276,0.0011549406657010255,0.0016015546562902227,-0.052961939868131955,0.024977094667944576
HDC,,,,,,,-0.03686386574800526,,-0.021654721793227135,,,0.2077518522073157,,,,0.12883374183940127,-0.027660081013928504
COL11A1,,-0.001470560996473974,0.012671210610016803,-0.019296598837557816,-0.12486523604957837,-0.22276406560156342,0.08471261266061214,-0.012052704715651995,-0.02030809944533366,-0.05696930000612845,-0.04330622634542462,,0.05156706267408756,0.04147700340143801,-0.01616330315800116,-0.03233183557015596,0.039123492166131646
NUCB2,-0.0380066142666497,0.016272826782989833,-0.008212372051270005,-0.03309856120988519,-0.04172979961867841,0.10701825508607185,-0.008835920603963588,-0.073415124727312,0.01638904121984877,0.056325674181084265,0.01898909369102762,0.05759323387364958,0.01720777533133053,-0.11718167131758686,0.02677966125687299,-0.044285079471119294,-0.0021006109514172195
FGF16,,,,,,,,,,,,,,,,,-0.015573266671509935
CXCL1,0.031340353836097505,0.02843055017048025,-0.016715558409125465,-0.029977157264341126,0.04804646881152331,,-0.05088647623903963,-0.018147276735095082,0.054926326060688896,0.08798873743307171,-0.019498417030017343,-0.00013728457180025598,0.019212576594953606,-0.057582199943493693,-0.03808274968429087,0.046539884284715276,-0.0487362163095224
VCAN,0.0018899054562923506,-0.06247047677643564,0.05382229845472308,-0.005327824108642975,-0.16622492265380492,-0.25071087544707676,-0.09468998421681503,-0.030587856712676605,0.015543048167393877,0.03890364673486347,-0.07185304438350913,0.059195399434799824,0.015664850700714068,0.07968146772805361,-0.024984856250931223,-0.047785697639511994,-0.016914085231431012
MMP7,-0.04790192463905378,-0.013371433647403444,,-0.003198121130233769,,-0.0823851055254141,-0.025530791575580778,0.11064254616947036,-0.03127030988394034,0.021031243829559378,0.037414839697792676,,0.02023924271412777,-0.11542566373939665,-0.03180814463401331,-0.018209563974328342,0.010082528817247702
PTPN6,0.06260863582765812,-0.010407184853979642,-0.013381114079671186,-0.024792496999700937,0.012008850190355816,-0.028221667770289127,-0.04592376606469244,0.00497665764388335,-0.021033914779393054,0.03160262171312013,-0.012831061176554425,0.0558558239773604,0.03583884406331061,-0.005324114695588174,0.02098444283466193,0.04274956700031638,-0.10591472606785
PTGS2,-0.04658855647219727,0.054971257842602324,-0.014917759045844501,0.015544313738311477,-0.07493164149304518,0.016402955454057237,0.2504488322210825,0.026547211774630576,0.0009937239022451843,0.1157490445076154,-0.03317589841416515,0.0050717806838727324,0.012683965633382917,-0.06320828979581879,0.012880937238418553,0.1073567076014187,-0.012993906802460231
XCL1,,0.023411657059636805,,-0.020355194625122582,-0.019795253077780395,,,0.05346361321007608,,-0.02710262108893455,,,,,,,-0.020927664779621373
CD58,0.06754751955427447,0.03672785197332516,-0.03887249704313162,0.022567963385360535,0.0215508244815036,-0.08777866270680536,-0.11058962158890859,-0.027639772054666757,-0.0034301726571477967,0.043918985221567904,0.022371098691916357,-0.03772178239445279,0.06555802955077036,0.031085350273263607,-0.0033695053787907436,0.027945993717967715,-0.04025596806966917
TNFSF14,0.046056154917277964,-0.02992731669608113,-0.017433776345009047,0.027177622822929074,-0.0557170273336433,,-0.05319715628830053,0.05489771989767148,-0.015810708872631526,,,,-0.03762842593640611,-0.04688214030369381,0.00014662420704888274,0.015803892853545363,-0.04035737713191606
CNTN4,0.09321066849036438,-0.004203718654107934,-0.013647104508771386,0.09049288406421653,0.215729497529726,0.08403240605501759,0.11887930508279475,0.017419830053631728,-0.02465129570426983,,0.09124788618150705,,0.02908826795626432,0.07005162391739264,0.06818422735085275,0.015792869463905037,0.007107041014858462
NTF4,,,,0.020008378897312145,,,,,,,,,,,,,
INSL3,,-0.03169839187719752,,-0.018708199538508958,,,,-0.0199509959992001,,,,,0.0235329230179829,-0.031767644774609284,-0.033984617481644996,0.016711359954162695,
BTLA,,,,-0.009991937648751793,-0.020637210315587278,,,,0.035690793929777045,,,,,,,-0.014110476800031241,
MFNG,0.018673014997793336,0.0029775276083380386,0.001748421456397483,-0.020056185748242795,0.0051569663417844755,-0.14229717529118363,-0.05219891579682678,-0.00991873131578428,-0.019718403534005804,-0.017014453032652418,-0.015920642926037343,-0.07123334133427425,-0.027177590457118147,0.038341177306863254,-0.0032064339191582763,0.04802229236476072,-0.031032835554927272
ICAM1,-0.02919932589075131,-0.01997718495833332,0.07568165478157156,-0.021635352965129064,-0.10129715065988527,-0.051700221982869374,-0.10618512063036525,-0.0032796541872487112,-0.05120152177080101,-0.004820801494080181,-0.024225234540345503,0.0968575585783194,0.044720831744515195,-0.015681880218419476,-0.06906493849728697,0.05908816198375978,0.004176775038427268
PROS1,-0.020188278022362508,-0.013433493275544777,0.02998409947704661,0.016864153408618913,-0.09356277763914654,-0.11037757969649559,-0.07042549743988227,0.019926806507111993,-0.038909351998964385,0.012151142174863423,-0.02517350397712577,-0.08515434951042637,-0.0031614897610068565,-0.025122357793824338,-0.05819493133733206,-0.004155237062235863,0.009122989651153757
CLCF1,-0.059794516455191044,0.021007097892600246,6.243490355071425e-06,-0.028336479664464155,-0.05172034209843741,-0.012159789986574066,0.06724459773033635,-0.022558508529185388,-0.03618715038695195,0.03481332021550836,-0.01830215572208578,0.026894525445135237,0.0634196768611782,0.020565382371032892,-0.06202935979787705,0.053824808061519056,-0.015972558489352504
PSAP,0.029933668789053923,-0.06939372208865464,0.006339478334499605,-0.0038536699953306405,0.0037518675261344826,0.21663186778159552,0.0766629519506286,0.012609569957849624,-0.03633508452546302,-0.0773172886685181,0.045618623303872285,-0.01530736590520152,-0.004956762905072148,-0.12365340155225933,0.006775692108731838,0.08345449369781584,0.09053280059417743
EFEMP1,-0.06019272025325754,-0.03363168050304785,-0.009273373420181948,0.0356379113637614,-0.20799346388805956,-0.1295896124428825,-0.14766555239465207,0.020807188770890495,-0.04122095819320484,0.020669117205855955,-0.04901320728508218,-0.028408492803670284,0.040521885557730765,-0.010551075339796677,0.04292789198718166,-0.037090278689676764,0.023050609298616367
C1QTNF1,-0.07313680903917517,-0.051767573247215204,-0.005881317631654103,-0.013465682579313814,-0.03304823113372409,0.01638163077702959,-0.015384742755396317,0.019585652218714254,0.033490928953208016,0.003249566867803336,0.003229794587359018,-0.010122265804829373,0.021062403438993273,-0.11751066962717083,0.0008120335210323708,0.023022307981573675,0.026426134826189347
ALB,-0.04134017523111338,-0.03672763828195773,0.04885311255282648,-0.024270356421071032,0.00591696463416847,-0.013445191595595495,0.0962624498399124,0.0037194317610969416,-0.0023651900595875242,-0.013758520011607416,-0.03109549931387421,-0.013160471559143615,0.0026476503733306933,0.014693326964720144,-0.024039241129468977,-0.04340316412537643,0.04591002056331979
CCL13,,,,,,,,,,0.032360652355735924,,,0.02026921419451498,,-0.03812081037650932,,
EFNA3,0.006856707575153975,0.062274196728552014,0.050450029186018375,-0.04043154178654096,0.09437386993084801,0.22056421327099704,0.16573507086763292,-0.020183781771931347,0.06211981738681508,-0.023098079938973042,0.031128232227058454,0.057960489225666496,0.11471004873839677,0.07076702879691255,0.06972089926407621,0.028656231833155445,-0.034557392069093223
DRAXIN,0.05470912000648952,0.03732921308839263,0.05282068557266047,-0.010374867215610444,0.05266333713376277,-0.012514848667680325,-0.04359007877242044,-0.006674026938346989,-0.014419092417629498,0.016500463211800764,-0.023283055530290267,-0.08765948889849903,0.03659052023400029,-0.07974112839694204,0.01408949098810326,0.011697829733875044,0.05226702892208902
RAET1L,,-0.03629668297344414,,,,,,,-0.017270108205959277,,,,,-0.006113129060384965,-0.03215029944587838,,
NPTX2,0.07737131349413902,0.15711831996875544,-0.019389717369002833,0.03177771548966118,0.21222669011878648,0.31820599691989504,0.19516298314314068,0.02044540550327536,0.05417650953831626,-0.019059116143005577,0.03711348335499641,,0.01238865607479618,-0.014850157320071451,-0.03146554162528599,0.0378688002898612,0.034276685915592776
FGF11,-0.03882640962046751,0.04895432337496261,-0.04599384030528218,0.012864259136428973,-0.027483061282471796,-0.08818297036349308,-0.11559482635501583,0.01617888853502207,-0.03268226847082302,-0.05645517754663969,-0.012837312506828125,0.05112664626331988,0.07840667748321394,0.023056487778600344,0.010973492177835774,0.13251694612418927,-0.057130826329549744
CD59,-0.004658778330818184,-0.02141956967872167,-0.02562701812404893,0.010507221438593551,0.12217366695943475,0.17874509933103175,0.14640884137707377,0.032684983596561155,0.02802309465237493,0.02888824456140757,0.04194943126935102,0.026956388796827085,-0.05144136271283903,-0.021256169515453414,-0.04235440473753763,-0.08591441875894279,0.05156043340823647
COL9A2,0.018064589398195604,0.007603654913511874,-0.037771542533655465,0.013058026975854795,-0.04596808113749342,-0.11839342647066305,-0.1064978249899225,0.0028348598143656226,0.004352014396278667,0.06013541808979494,-0.003862590389106797,-0.018050987155025365,0.06235778579250769,0.06007917287721887,-0.026297947105556482,0.02901035594091052,-0.06866622376737296
DLL3,-0.013447469078873881,0.003116492538540553,0.020538350728165577,0.02228813825832484,0.08408622488073259,-0.05440464284768149,0.0068911048621426,0.06941631831116706,0.050435136668878354,-0.017630437705663103,-0.021204561856911688,-0.01206434363266306,0.10187886453076928,0.1420390875983468,0.004355692763163075,0.0155588314268201,0.060247509087528676
FGF5,,,,,,,0.028257611081912458,,,-0.03319361114676754,,,,,,-0.01014592884004228,0.0034557843811858055
LIN7C,0.06056963382756237,0.023894328960820846,0.013553434519252209,0.01045081278459771,0.05633575451017909,-0.07643667810683703,0.035286945521777156,0.010118849080585569,0.01466430916463919,0.008972146417174429,0.046946227102087866,-0.03955108030891444,0.040607816964881124,-0.020010898144215403,0.00721635252377756,0.03056516749049617,-0.027769663947154955
GDF7,0.02736723454885367,0.028950559228403366,-0.014644314249856773,0.038374955919731085,,-0.04949999491420299,-0.04119374291591511,0.04626945027633165,0.056927887134488535,,,,,0.017150686296628945,-0.027627510348054423,-0.0009672159342665862,-0.02870345320840283
PSPN,-0.040219251971625444,-0.0017958536472947207,0.02509473695825941,0.018729093258462323,0.035702956998127686,0.001214958429458266,-0.005035888756948031,0.0014833889534008398,-4.614841526369991e-05,-0.040199382797946555,0.04585226427734383,-0.015705790530837854,0.010017663513255958,0.07138409226091083,-0.02502529760723868,0.09955951844330015,-0.02882235464194634
ANGPT1,0.026638541739351318,-0.03689614319250601,-0.04546564598943018,0.012145389739885718,0.0163851986561198,0.021417886908459288,-0.07969679908652,0.020188750751093918,-0.08507958464528671,0.05184109960861595,0.07879170630846817,-0.009149953062726016,-0.03318066453655473,0.029978414043554752,0.08628244397704683,0.038822885189668234,0.057934160508945454
PNOC,0.04709238882797495,0.013445789397672494,0.05206163062881093,0.09368435630570555,0.2510403385669762,0.16476307259176004,0.1551794840785854,0.048459799523900886,-0.025184733090919866,-0.013758520011607416,0.09401661117480178,,,-0.029316302772049996,-0.03275354191384987,0.04639102508587102,0.038329549913121146
L1CAM,0.07516718240815588,0.041949826150604476,0.10455393904883924,0.058258473066838075,0.07905371776674662,0.03293807276785927,0.19297560025108246,0.028975834643205377,0.08076363671905851,-0.02442942110834616,0.12140444429609697,0.005301600913209641,0.06486732460072385,-0.07431339710803166,0.10576897857257052,0.018797323684718207,0.02202643497140755
APOA1,0.010720490614214463,0.015778117813907446,-0.020280409275353576,0.030763088445974685,0.048321569144735274,0.01542100368572428,-0.0026028483244522737,-0.025979667423512952,0.06229787130703158,0.055361044260347346,-0.02816731693190804,-0.01477394030155938,0.07375748042164872,0.048249710362469,0.08136034977161047,0.11471322719135871,0.04480523601277215
PSEN1,-0.01785201705032621,-0.033066043668031564,-0.030437863411047105,-0.0059097535579676445,0.04434711602417002,-0.11350861849098311,-0.00388312096471038,0.010834542791844336,-0.022152668866597332,0.0418257144753143,-0.06577207247939462,-0.015429079989397111,0.008595598090515374,-0.003221423255943096,-0.015530610889981592,0.024630734865759132,-0.0411949882759595
CALM2,0.058258410334082716,0.024168800618306476,0.027002993418221082,0.006255947664850406,0.1934950873274359,0.17787578359183548,0.10005805140101619,0.012581671848144611,0.06807479163477022,0.04238561079194589,0.08443031559164592,-0.022333405739270402,0.0721360374226249,0.1007620645745981,0.07450084833347381,-0.0027467178638827315,-0.008011062606978352
CLEC2B,-0.054717165309686865,0.001960260651794855,0.06423142368674355,0.008448994398642948,-0.02833433052809578,0.0024856763968028836,-0.07625089139776099,0.017407691655716026,0.03579120584925806,-0.01810289424794837,0.01835738253289664,-0.09045048332258436,0.04343262015949978,-0.042270439115935705,-0.018890813139270816,0.02713240271150967,-0.007227754904694268
NTNG1,0.045442413320786516,0.04009911041845534,-0.038346092288574905,0.024950576016400744,-0.006937131603800391,-0.008832557599051738,-0.027300014974794645,6.259880880147493e-05,0.0034666875291963157,-0.005803206390554556,0.035603451879114,-0.03583420225886317,0.043255083181224764,0.1068519082860928,-0.00557415703073219,-0.01742872400583438,-0.0019930726149550767
LRIG1,-0.013955788342229514,-0.027986634139786,-0.0038023249911661536,0.0071915899487016675,-0.1594237027005116,-0.008777228911078254,-0.1313893398728642,0.02358273594592295,-0.001951678339785998,-0.051079477905701026,-0.06601765812506998,0.016764342580762193,0.03561505319252868,0.07429568427623966,0.06875768630432315,-0.0012964014357435669,-0.05594556978589467
CPAMD8,,-0.009387151031892953,,-0.02212846183881173,0.031688022018459126,0.02523424760828021,0.03526758571803811,-0.022130260965516173,0.04239991337729785,,-0.01369524150016405,0.016947070652346727,,-0.01795772138526718,,0.012580831917226186,-0.041565587997178424
GHRL,,0.008095242487074368,-0.0014153860380132074,0.05379270962026783,0.05612188738194885,0.08923403037210674,0.008450595719572867,0.016045503075455294,-0.014419092417629498,,0.01937611757501714,0.05683707423647952,,,0.02217676772985374,0.0024138759200539226,-0.04628567675901382
NPY,0.02749906866555396,0.03705769360466275,0.032462817433371725,0.04994352426136528,0.069382448099017,0.089998190556318,0.19951361784503144,0.02914459342366268,-0.02806519607540039,,0.0857480369108363,,0.0023517870267056686,-0.038382217489682145,-0.03658622794652203,0.048218416204928866,0.027233629577709133
MMP2,0.03551192467116915,-0.01733442955413578,0.03803384571228387,0.0012837100573131872,0.11009347802989888,-0.15262447544111463,-0.15998901973491278,0.019662793385477825,-0.04094608635834223,-0.112378082987058,-0.1118528031065907,0.019902066836186512,0.06373944186147541,-0.042426026294560826,0.0414365882720855,-0.051430314594661526,-0.04739902280100352
LHB,,,,-0.019272219114363387,,,,,,,,,,,,,
PPY,,-0.0319258906960942,,-0.033547312674016186,,,,-0.016173620422364626,,-0.012726017486413164,,,0.06679549910222332,-0.016421970916388112,0.06868006185728967,0.10920024980622574,0.04621727928828141
ALKAL2,0.01390556819683706,-0.013885313983055233,-0.01175446151363522,0.044447989131346746,,0.12505716610165354,0.0021530692642441353,0.01886076152765657,-0.021899741898446488,-0.0324452545659532,-0.032178831733077624,,-0.03406535623098761,0.15061148088572787,0.03165781698767884,0.01379148827373552,-0.01514001043529997
CSF1,-0.02106757647001779,0.0411543054209889,0.037995643404504155,0.02251007406425532,-0.15504951414691762,-0.1594785196642133,-0.05477909374717504,-0.005685529344488159,0.015306304148833128,0.10944711187811347,-0.03525089623698451,0.025613828769831988,0.024720614911468566,-0.025762856212494075,-0.019675059063339866,0.039222008592898094,-0.013854731625713348
SEMA4C,0.06262908314384061,0.0014745414203618076,0.02347985758274129,0.03223613288319465,0.10039590759062485,-0.09193627481791465,-0.022377616920198188,-0.060710885685894014,-0.009852423440642298,0.009785588533661288,-0.003092544235403387,0.011148824704204696,0.044772113642900936,0.009374330199753984,0.03964122236960201,0.004553849192396138,-0.03833269364151984
BMP8A,,,,,,,,,,,,,,,,0.028151135903774917,
ICAM2,0.06874658491794021,0.03743091193949702,-0.034464835559632555,0.04722202431988638,0.17344233971489667,-0.025316500321318516,-0.05931536458035043,0.011115582662406216,0.004422989098128757,0.019062468198875145,-0.013473604919940587,-0.03861523012635967,0.019690685628320985,0.03720258528014517,0.049267541664300904,-0.012669462311203012,0.009750921006830265
SYTL3,0.11104011517627767,-0.010274079652577964,0.07081994512447462,-0.03758715470635983,-0.0626635164505279,0.02097976246665772,-0.06515352274539453,-0.0047672138876468755,0.05086249903899252,-0.033845254197313095,0.01712209490493027,-0.03198000477040528,0.04222403601205656,0.009518403708288978,0.0036944459151561724,0.015080499019020248,0.002591352050299201
IL1A,-0.049577377280994206,0.05458808875687272,-0.023454432901314878,-0.03428380889475493,-0.028496567871953836,-0.03255372326491936,-0.03155042210241164,-0.03126497046665279,-0.040645428165273924,,-0.027624461771311764,0.1201504582522523,-0.036011647372854096,0.02150868754517899,0.01913760113543718,-0.008986445512451173,0.026059273986544212
HLA-G,-0.016872901570545013,0.018226086558496623,,-0.020355192786877547,,0.08550424156547043,,,,,,-0.016787142550459926,0.05363338734318145,0.012388815453799358,0.0378087487262972,,
PGF,0.07626008955756264,-0.026425682252271366,-0.0065329194246865185,0.015233500066431515,-0.029200933991475945,-0.021537401141663064,-0.10773108166930326,-0.029669424026239975,-0.003409464440786052,0.04564925938840129,-0.010683489673362414,-0.06396632270279715,-0.05146115566481419,0.044540563157438574,-0.020955146137510157,-0.027847431211730844,0.050945487739833074
LGALS8,0.013252609743160063,0.028779253642644574,0.016500468555536267,-0.043434890918375164,0.03440139706903644,0.056951541182089914,0.021066715479190895,-0.03120472522708691,0.004469322176872114,0.007129739530699716,0.032923393705752334,0.14967184649308887,-0.014024348074735944,0.02000490331508514,-0.03442826467584656,0.018129446038492956,0.031104246375093653
DKK3,0.05096486589477128,0.034278724038138454,-0.013752734663748056,0.05408401505387897,0.2272728424456644,0.28005261830475037,0.13951185276388284,0.061195005112475,0.0810542081269932,0.07356694305692286,0.08089451261939339,-0.016219783618356333,0.037922797758834004,0.07250327860770825,0.022243630785782793,-0.004734677503122119,0.070769511516692
COL16A1,0.002088356990499734,-0.036086112926688174,-0.029504283070829012,0.03911537342593155,-0.07207787057906645,-0.16130988089887818,-0.08832123209882674,0.09089974241273856,-0.002285920418033443,0.0518468239341365,-0.10964772932795315,0.029939602471624745,-0.026757538811707667,0.06550927844973556,-0.045951113939344757,0.03928058984244766,-0.12596856187591207
TPH1,-0.03736645743725513,-0.04100949974801788,,0.0258506819213346,-0.024671593228234322,0.03295969516085909,-0.03667167574805676,-0.021243837335775943,,,0.0018763480291338341,-0.03879358513086222,0.08647127762940823,-0.012200267363152526,0.018190603442029753,0.04811687442572099,-0.023153656683384184
TNC,-0.06917293763829936,-0.04617304664891544,0.017126005663864845,0.034599054675778694,-0.12130231271628462,-0.2197204851638915,-0.168881373802917,-0.017097211448409845,-0.032507327427405835,-0.0892700153073992,-0.10600749002401721,0.11316811155250933,0.07551583045365841,-0.13150760235771033,-0.009200398799885594,0.0060077160719252025,-0.04890285042991746
TNFSF9,0.10428902889824347,0.02815083448613604,-0.01965613937359356,-0.03338089209561407,0.09437512905689106,0.1292133701745476,0.13836880151803238,-0.02326992356728698,-0.024084238885531573,-0.030117676667812933,0.09151450358616882,0.008489434485533572,0.014231184155188287,0.04953310059290456,-0.042696831883046425,0.002895114121228085,-0.04617703448454115
C4A,,,-0.011583494945831689,0.003100477563725584,,,,-0.004844887940975337,,-0.015091442164880656,-0.015204737416800194,,-0.031097969523500045,,0.07021065284306649,0.03902576097857505,
CNTN2,-0.0033264274896295074,0.10962109758234882,0.01786509948534894,0.015280147371871722,0.017172712829260896,-0.20064622305954435,-0.11520990756197849,-0.051954370340157305,-0.023812882136967993,0.08072062281232412,-0.0583578996637086,-0.037490716010893224,0.02897178292992654,0.12040846863228223,0.002643598236571424,-0.00596841289081704,-0.005902317510957394
F7,,0.01852122936579029,,,,0.017818134856118002,-0.030848980158941913,,,-0.013758521942271035,,,-0.02748826268677662,,-0.027627513019567167,,-0.0649019135629816
LUM,0.042320806631549926,0.0010327819303160369,-0.01707810300879398,0.045966839156868104,0.005075110878603463,0.04473461501400087,-0.08593929091511128,-0.03816302005688418,-0.02061613973293375,0.0004989208881703919,-0.04884904577125545,-0.044058644832556455,-0.009851411774174824,0.06430101583800557,0.03053770655286599,-0.046972708696093296,0.01009648659936959
BTC,,-0.01433019275843558,-0.018126112253377385,0.0076908742786324005,-0.02245097224510308,,,,-0.044314628727158786,,,0.011686771293600948,0.049935838592106895,0.013766715041351683,0.029146641763643143,0.016061234049964845,-0.04311602337132894
APOC1,-0.006542505259686745,-0.01361813155215481,0.06086452061634938,0.03191167275484315,0.2047128358642297,-0.1261474058090006,-0.11683762099859608,-0.011326112630152029,0.0007265377623058395,0.10966540367117525,-0.04709416415335704,0.01511993285628126,0.015420966242206176,0.015192863005017382,0.049623548770574566,0.06980962922050458,-0.03553918547943751
PKM,-0.02670622831472221,-0.04172206139827381,0.01801519833140778,-0.03506181748358679,-0.10441281262554321,0.07911976101330111,-0.013222078653554856,-0.06114287146711311,0.054699680948629245,0.015057609161851426,0.026941463961784,0.06165117871485685,-0.01516504202656703,-0.07381072034722876,-0.016821234127732617,0.09427839741085213,0.0861739442281848
TNF,0.025666395530002363,0.019887473834701595,0.026350870393930675,-0.025073534583110367,0.019868189034581523,-0.04189187135413903,-0.026180805047044776,-0.02973738361581205,-0.021080394444945024,0.020335676501041317,-0.026760912569817993,0.06607358091237502,-0.027513118196465146,-0.032159110519397766,,0.09716778761291212,-0.05051262115779645
GNAS,0.08029631061734917,0.0268884822775776,-0.028138383429492514,0.054962908054946934,0.2360020924806566,0.3180285200505062,0.19427311826823151,0.01304018195992263,0.04728545363531388,-0.12841713611654446,-0.025823905456703142,0.03158363626156134,-0.03432595627561438,-0.017581556809079073,0.0573922667218681,0.04251116579841682,0.09081863304054572
BMP8B,0.04940997226880892,-0.03538544088555383,0.04441447557840892,6.392581265942066e-05,-0.029104706304307365,-0.1402180858525903,-0.030507543504622144,0.014226336176907162,-0.013997165232246467,-0.03206624314278171,0.025497451678335652,-0.018033401864214173,-0.0016869481546687806,-0.04553248380115161,0.02483786920339245,-0.023070270921150004,0.05498358140667917
LIPH,-0.050784536546593845,-0.021255039755456957,,-0.007848806415206973,,,,-0.015458691965029702,,,,,-0.027932757077852415,0.011081722095795922,-0.017459038833941454,0.12411876926907345,0.007011550506478295
CCL28,-0.037118309483748835,-0.02470877805599946,,,,0.03862012856609211,,-0.012114234916727494,-0.016555690863351676,,0.13169582342965197,,,,,0.11910843752308435,0.004622509203636418
PTPN11,0.02986105005791942,-0.04600868320740109,0.011765219050966468,0.028074760573743054,0.09058993616765272,-0.06833873939218246,-0.05243618879486006,0.0797050735388724,0.004099999116135684,0.020958528301117905,0.006927175457670839,-0.04397814317816865,-0.03577707829026981,0.006046810970779303,0.01742132647157498,0.03183092006721058,-0.034084874467824225
ADAM12,-0.0031858808208728617,-0.04578996330820181,-0.013793703812245709,0.0382424651651193,0.04207675996373845,-0.08578701342045664,-0.01159980162431115,-0.04219109874588783,-0.01600004602763503,-0.03513320047557888,-0.03488168402355078,-0.01123220685498267,-0.018858155978657372,0.02216648379923305,-0.0757559325154005,-0.06025092393953169,-0.02526591840847612
EPO,0.05398794535944994,-0.027791399683706672,,0.01174127136609168,-0.026473871735931083,,,-0.01617362112834635,,-0.012509779056806343,-0.017297022266175605,-0.03714680582746355,-0.01639679358134739,0.008018230216164594,-0.011255294169080679,-0.013411328428159112,
EDN3,-0.026821647889177045,-0.0057698740157148135,-0.033794048662934555,0.03612533483650266,0.09620389704301315,0.014097306424922846,0.12047032543001134,-0.025068315068574577,-0.033423554790564816,,0.0017153810604820284,,0.07981200291024411,-0.001698687587686895,-0.017428718905187754,0.03332181104915895,-0.049463261906136834
CCL22,,,-0.014644313895238868,,,,,0.0045464974067422476,,,,,-0.03433346453713558,-0.034053378331400534,-0.006625688774472199,0.0033505628170249335,
CCL2,-0.08325011501744783,0.002981749884032157,0.04552036332976355,-0.010522376830780633,-0.20053210968853616,0.03825982828804378,-0.03418494309568423,0.02542163767288686,-0.06114361171032196,0.1220888470548504,-0.02168256493229752,0.06837006846859336,0.022265330448956254,-0.07109300674351857,-0.07594887196055418,-0.057708348979396897,0.01827803107343133
DSCAM,0.0133859738100717,0.05477369658615454,0.02230837744021502,0.024964220371845963,-0.025378828882395794,-0.1198088109545572,0.08748875950251507,0.027088942221005347,0.013422487287685693,0.044866188592196814,0.04280390762163698,0.05383315808650834,0.1032129437286663,0.05425117179699894,0.039481590632471385,0.11571148326538018,0.005879025046992087
GPHA2,,0.011129812841407375,,,,,,,,,,,,,,,
ANG,-0.06044860179585835,-0.008744148498803572,0.06436457522033873,-0.016179453080053665,-0.058203997548660596,-0.04104345090619099,-0.06052715347024229,-0.009605270547063876,-0.04308246673901087,0.023443441663845377,0.015726791282365874,0.03935387124689666,-0.001608989808833586,0.06140969108639269,0.02441997685564372,0.09557353756892807,0.055411812943466116
FBLN2,-0.012008193421038513,0.030941563330884072,-0.02663111753001543,-0.03754714438798776,0.09629180833195461,0.13640975746426848,0.026526499396582123,-0.013899452177880507,-0.008865168683655033,0.03158865910179606,-0.03010964089934796,,0.01212146799776499,0.059575570405620656,-0.05611734660352497,0.0388043128510315,-0.006807149501722554
VTN,-0.0358431686252368,0.032173558430923226,,0.033473788825434135,-0.026691295353263537,0.0014537451535451492,-0.05200131598232753,0.017696491418416567,0.06994890645528205,,-0.014372784110413647,-0.025605914802832277,-0.03467576684629171,0.05702611066645775,0.02108102220527988,-0.0017141952583873247,-0.013209422479622469
VEGFA,-0.017748798382890913,0.0030790082896025783,-0.008676033263668372,-0.05047844338854841,-0.17931616983865376,-0.08487780383174323,-0.00453725194173016,-0.0001159037102582847,0.01245753618651632,-0.10282881399848007,-0.042346848572655034,-0.004922395020810014,-0.00561961838885589,-0.07755982511627196,-0.0642729695733496,-0.005887932736506825,-0.01955583779952011
F10,,,-0.016715558071144426,,-0.010426978556922583,0.027669515733901657,0.0625066955699669,-0.017734025999323,-0.04237517781260082,0.003831325185915918,,-0.036443183591270314,,0.05393128285680966,-0.029028278396012203,0.04415220268982187,-0.037083167564694715
SERPINA1,0.08640046072135253,-0.018589815525303515,0.01699997989295719,0.0107885415440505,-0.07166991026900883,-0.07542040241548502,-0.11079757030338384,0.0006847857117188898,-0.006216850951435728,0.02601984714146368,0.018295638114807382,0.0677914490991795,0.013947777907780779,-0.11948338117955956,0.0025891096294072603,0.02447767439048523,0.0439913012854625
VWF,0.04980213376987279,-0.011431297307738147,-0.07236647907269032,-0.022088809833209603,0.13290553494597107,-0.0007021841990928933,-0.0899963961600611,0.012608118661984094,-0.045832594957751924,0.04730286897764188,-0.024536359239320342,-0.052258542491194174,-0.02116055743987107,0.004426444576269226,-0.049868861668815996,-0.051000295995673905,-0.01707973984404179
GDNF,,-0.01335175415330983,,0.024660435655949848,,-0.07173122491471151,,,,-0.04156795436103984,-0.01729702091913899,-0.05315925625975224,0.006604817780257396,0.018952351006974483,0.005339744366082604,,
VASP,-0.04163655278158295,0.0008704834500066544,-0.019129892705745603,-0.05548343233414536,-0.11285189235348136,-0.0013302786518049432,-0.02872963479267459,-0.03184924992643493,0.052390546241654554,0.06055260109517923,-0.045387985965910704,0.030434184376001837,-0.011086321617863007,0.017291541558011922,0.0013534658077061336,0.025669502135555668,-0.008938827173724625
