,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
DCN,-0.027123701594950558,0.06723520602989076,0.01388735783833419,0.026274727128873233,0.01218050785779619,0.0034691415645320945,0.006266203072566891,0.20109594257839303,-0.044895573751369953,-0.01123121565835606,-0.01562682949921698,0.036850850828012774,-0.006872838024601715,-0.005246491859434041,0.06198025772626996,-0.013495053467613809,0.0741106756220251,0.06658607010656409,-0.01668202957732565,0.017312608917623828,-0.06812184330799106
RARRES2,0.0027855843655660403,-0.008987178665433977,0.017872415950672023,0.001084949480882327,-0.02506474994915209,-0.005622121465747375,0.06986949888797137,0.14118402610745395,0.051139227376463425,0.06404452953498915,0.09163409255381408,0.04252657285314502,-0.04018304042788306,0.08028090206413802,-0.014354900820241006,0.034423372727746065,0.002691625136618208,-0.0033384251019978653,0.057003984230853476,-0.024042875559267905,0.0681193334224569
SEMA4A,-0.00283899624576489,0.10715327010908575,-0.01288712946417158,-0.02276880023063503,0.032010337410070144,0.06039040486218858,-0.051933692963276885,-0.02289054081375292,0.014526577973618816,-0.11762905613560352,0.012448397877540034,-0.04616140979152836,0.0028092666258563307,-0.017338311363296766,-0.03781165845261559,0.005841316530759527,0.11301425056529725,0.07170416269669663,0.012942545198432714,0.10385404955288775,-0.02472016477855713
GDF11,0.03192990513176163,0.036334173310243564,-0.028423532638030585,-0.002547116275960332,0.028336493033583616,0.004388834857409309,0.06252681168877745,0.11056645773910136,-0.0581922164142515,0.06738320305758337,0.027570196844822606,0.053249800184597004,-0.0043483318491935085,0.02658366579709549,0.05033666763574264,-0.020559876101553506,0.0005594678773071988,-0.02225183355950363,-0.01292024756574908,0.11157536137551373,-0.011874929686828881
GPC3,-0.023559700629038904,0.021676943819729774,-0.00979305828718622,-0.018678808512267803,-0.02589718366889487,-0.023053356141217583,0.15072259423255133,0.08377249882004122,-0.004865093707927795,-0.0346222800714291,-0.021159082856592897,,0.028718901203130257,,0.004352307346974946,-0.04456720460227059,-0.007437131699115422,0.06680545126402485,0.014079578762665912,0.06560253196488992,0.07139580195981478
OSTN,,,,,0.052822009784153204,-0.017786458439462742,,-0.03328102973639273,-0.02959250286274383,,,,,,,,,,-0.0225955334330821,,-0.05488812467156609
GRN,0.013629934709917784,0.04550883920078215,0.075308417503351,-0.004674001388368934,0.004190370377050833,0.04731466237149563,0.09794496629153726,0.11291335076225734,0.05475232747185375,0.1446498205232329,0.04276149868678782,0.05106184083675852,-0.015090358788383362,-0.032100858448676425,0.2107228996482596,0.016616520813328324,0.0764736000876564,0.037533073010249766,-0.0871459639080862,0.02291720267337519,-0.05690979278110777
CALM1,-0.008379041969034563,0.06500892107803802,-0.05515248940182634,-0.0034288196186087645,-0.039197374124389506,-0.006382040604869004,-0.12835958140895012,-0.18450711266790099,-0.06613086028722162,-0.13723264389547318,0.02830529219022875,-0.016114337836837734,-0.07574392146605603,0.0008574409394709495,0.06761590624981448,0.020984178703340815,-0.023604736374539376,0.05014677123629688,0.022673339660591287,0.061245265727514604,-0.0209873026686291
ANGPTL4,0.055076234907381755,-0.08756168140628652,0.0821827198113377,-0.02968346404026377,0.049199539028718764,0.08212319660187005,-0.019414452778288273,0.05207451742236505,0.01993442104925381,0.019484109294206506,-0.022039416412555583,0.034387181493431486,0.00657781565504824,-0.0036390196707879446,0.0664027084137604,0.13362796568771865,-0.011074590749436763,-0.00830581399910997,0.08769838794379789,0.033295230458182376,0.05031555191434682
BMP8B,-0.05304916718431181,0.07382137582467294,-0.00020376429445556277,-0.025960128393755035,-0.02557601506891975,-0.009133432121573623,0.07989843403220406,-0.004574916056746109,-0.019901740349962734,0.1419740970303924,0.026690075531616165,0.0464391404454945,0.021041178946706263,0.10059484142674423,-0.043227630324749904,0.11972138535340246,0.03121013698419771,-0.03914836418979707,0.0005363191120084756,0.10245284128710566,-0.06055325095322427
TNFSF4,0.03434297951040158,0.07641079150827017,-0.048764678599718135,-0.030675449988146083,0.02774561459982773,0.010010500529910765,-0.017328837069001016,0.04268515771085424,-0.001121924809965667,0.054299212198976175,0.06238983266651484,-0.01123128181882123,0.041079071533868965,0.001651662061507823,0.0014091079658808334,-0.01531597401198468,-0.009407978262255388,0.08698552781933598,-0.03740184425807212,0.0565404139639237,0.06333300784119739
RBP4,,-0.004570232024592718,-0.052383606697123504,0.007672127988535247,0.004143555245067705,0.006814848135855027,-0.019038513229628996,-0.08452311560121988,-0.019053026185650624,-0.05819179502129702,0.09547159862035723,-0.049896443124997095,0.00485429160584418,0.05995794529918857,,0.029386082543469232,0.045554429124474785,-0.03511277705812052,-0.030406580496994018,0.0990191656322481,-0.03970649920329275
DKK3,0.0413638304713051,0.1247910457128265,-0.03913374998577735,0.056278562712390894,-0.041991054690503474,-0.038868889186595076,-0.10394862560876893,-0.09070585973970968,-0.08151961075373385,-0.12567528657143393,-0.00389993876379641,-0.01824175310256718,0.04054444880678141,0.03453504099645198,0.008231358906727737,0.09658058270689174,0.09839222595504286,0.021338928414150478,-0.04752923145264592,0.0844499294750056,-0.06324790003821573
COL11A1,0.005518506093005022,,0.02468663580556174,-0.007203919427393802,0.029449533750306116,-0.05873941951139745,0.12210847033737544,-0.0013861123264918417,-0.02987579149368834,0.05091507081288859,-0.004596585956144257,0.018753034083270545,0.136049886058005,0.09812296184781072,,0.07489227875643276,0.027368216613928603,-0.03802573057832317,0.006295485650134774,-0.029005509874221715,0.0018283968455219217
COL5A1,0.007071611454901602,-0.055059035787174984,0.061704600633861115,0.01887318410666642,-0.0017437020394038374,0.029882008752445767,0.059850676039216504,0.12972049869643995,-0.06135384909961939,0.0034377548906168666,-0.13328944422346659,0.06019416671354665,0.009826638854713075,0.10211843517701795,0.1844763946189739,0.04863806208900427,0.011427046107690608,0.011744267521424743,0.0032489358979132157,0.03549751415659374,0.014170564544134243
KISS1,,,,-0.019152055506411435,-0.02605642125588432,,,,,,,-0.014925753912967597,,-0.04035750918521314,,,0.05377333455024475,-0.001596927121881231,,,
MEGF10,0.005700996675166813,0.09312547338231017,0.0070381777406084405,-0.003852595584974045,0.0012977155599028806,-0.04262951898815611,0.10440684442350928,0.022565148300616632,-0.038491443369021563,0.06741638327076027,-0.027430883484958927,0.0013056651000958631,0.08080654344969733,0.08610292379949236,-0.048056360694979844,-0.05424311057718716,0.07074881633190312,0.027621625477314837,-0.019613976551262728,0.011530765178982353,0.0799258133778844
CEACAM1,0.015163827410977881,,-0.03093301191491231,-0.020905522797867147,-0.022814681068948236,-0.018590623452164105,,0.023760483100659573,0.06849471166017748,,,,,0.15810528405157367,-0.006095814600815632,-0.053441516242238356,-0.019033954846348577,-0.00024223501126328847,-0.03296377521703123,0.011652772314076113,
EFEMP2,0.061658918215749633,0.04519286383412384,0.0021283269665799626,0.016325837076206696,0.031853480518624584,0.06777921883372966,0.06735344220431443,0.18054398872886376,-0.010396031451045928,0.06422718655432197,-0.011582489427686984,0.05660382360707748,0.048108101075054144,0.02449579049231631,0.08671308277781493,0.03817899983961969,0.04635883087719125,-0.026894789887389074,-0.03716680348161437,0.023671512420078065,0.06484939274842125
IGF1,-0.04648890854230287,0.060331704911800475,-0.04215154952775698,0.0073833863323712,0.018797923330531728,-0.02632141012060781,-0.017599631699728023,-0.01200336209234685,0.00011395901637492983,0.08850630266756707,0.06808403470650018,-0.02692834408180066,-0.015017476853349438,0.10083314628323523,0.08287902549104852,-0.051016883345561224,0.08375419236119053,0.011244945393834128,0.01081973054984404,0.01893123628722863,-0.06452667881979737
COL6A3,-0.023225775001183818,-0.060475604635666674,0.03221400725013764,-0.02938286175442963,0.009747159393537326,-0.047708556844507775,0.03490158218511729,0.10698471711601398,-0.02794213615679742,0.0558585247501636,-0.13091484881525445,0.0806935191255711,0.08042538344013278,0.1406998995833608,0.008336249157641168,0.043789140561865274,0.017661433028863315,0.05448670414745145,-0.04812441724433364,0.03713833079736303,0.013686164262143417
RLN2,,,,-0.020116625191482655,-0.02119078788475316,-0.024292985558446875,0.051588576481413975,-0.036938795504834795,-0.017095557978380308,-0.016543711237240622,,0.013392897709517904,,-0.050171554255013365,,,-0.01467531983796205,,-0.011520093098095327,0.024811455906590455,-0.0036544255521978176
