,UKF243,UKF260,UKF304,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,,,,-0.016190498247125644
BMP1,0.06375325419267631,0.0032130608027484443,0.12596096383282815,-0.028489385315540686,0.12232165541205259,0.07094188441646318,0.046952074709461014
NDP,-0.03760636962793469,-0.012508077431288449,0.0004278772298140902,-0.06730106303356831,0.09360563675394391,-0.019733152487690107,0.012401437180070429
TNFSF18,-0.021274482850458968,,,,,,-0.027310475978934688
RTN4,0.0036311979599079735,-0.01193321474912607,-0.04945431537047302,-0.08020504821065616,-0.11507197325119305,-0.1155676965697088,-0.026549713989256204
HEBP1,0.058918449019773236,-0.04903570376702416,0.03993692501629852,0.04823734481241992,-0.06037671440428164,-0.023246807674098,-0.023270780593694973
WNT7B,-0.03753037818944046,-0.006801987142551482,,-0.055488923175465145,0.0036821773076739597,0.04513856577022935,0.004027455967732666
PTMA,-0.0330634892313048,0.01687130491005271,0.09698802690151005,-0.06641311913702862,-0.0044613850182990645,-0.003667625481091609,-0.00478663682484563
FASLG,,,,,,,0.10095162266836392
CEACAM1,,0.07391322938779879,,-0.04178455063813854,0.09651848950197242,-0.02318717523244503,-0.019537399536718996
PDAP1,-0.012786176169917457,0.03572117111141838,-0.0619413139345551,-0.12108476094907376,-0.018547050507730707,-0.06249705840345883,-0.05144432888413876
QDPR,0.002133225995818181,-0.05746704406564896,0.12420415778536814,0.005204937264747107,0.012222581898324057,0.025658783118936185,0.02397411663154933
POMC,-0.04016977404961532,-0.03261426490034031,0.015092218409961163,0.09818580892573409,-0.0029363856013731667,-0.04640764993781341,0.020277285794836897
CCL18,0.033785930938094955,,-0.013997294981091056,0.05387886920079003,0.12027114009448561,0.245668386415132,
CCL17,,,,,-0.018400342162672455,0.030161840534018432,0.21073627989414653
VEGFD,-0.03214590716261695,-0.015506866379338798,-0.019515863670484686,0.11927507539320636,,0.08298132712306282,
TNFSF13,,,,,-0.03530749283637404,0.007976090800548438,-0.02073841219294096
WNT5A,-0.012287435129477213,-0.04618388925840096,-0.004502459829989127,0.07550608347256263,0.029023506467361113,0.053965005952757716,0.03165045814530443
CXCL8,0.04974579110670273,0.09510805169671077,0.03334572940426051,0.14380974299043287,0.16798988625085842,0.14661802235816282,-0.015525656390575494
GRN,0.10285298678875789,0.08814218128404776,0.07072426707364166,0.14490309849775837,0.021209809531399393,0.06947372039266278,-0.007839494101426186
MIA,-0.01872144076058916,0.0844805781785802,,-0.07140290510685839,0.06464665741833918,0.09155631115961947,0.011685884092353395
COL4A4,-0.03236046569387285,-0.027847333298419832,,,-0.03851677323284041,-0.037126293068651825,0.018714683648762432
TAC1,-0.040528960428437406,-0.011288329555075343,0.015362244902301831,,,,-0.01673160363813612
RARRES2,-0.008537310864947016,0.05348748404462804,0.013310885019581806,0.1010361538651032,0.10723623804292186,0.11643721643278447,-0.009384140554077325
FGF7,0.13748808642609506,-0.029691139285915383,0.014169313930477117,0.04024184482488275,-0.04760117304508427,0.03799319236585454,0.038782040303846584
EFNA2,,,,,,-0.022037858301321395,
HBEGF,0.06552884146354158,0.09035058895052721,0.04369451471350164,-0.10048510147476125,0.012493475929905691,-0.00760851483236821,0.04979097855460233
CSF3,-0.032360440073995494,0.08787580865892206,,,0.03710076675409006,0.04593046937088971,-0.013400102622031113
PI3,0.038121831399993596,0.08008726244305475,,0.03601724202388193,0.11021938360534297,0.07042075062731223,-0.029113971250000786
PCSK1N,-0.0707922483949933,-0.023027091037614033,-0.07806613228322237,0.01797693928587114,0.047989812498095856,-0.051656091705345755,0.040131129906351176
NTS,,0.056509070603639716,0.012145611007228553,,-0.042926082860486374,-0.026848948360715028,0.02083674749794343
SFRP1,-0.002903687280412525,-0.017690649108894937,0.04385952496820141,-0.03318002660618386,0.010765191097347292,-0.052776490554048545,-0.01938260683914324
CXCL13,,0.06491533140633628,,,0.021131489024942718,0.13453527292744782,
MICA,0.03370904316630505,0.07100203324266999,-0.02359430936750311,-0.029877638976165525,0.057213493114936856,0.06136170416120807,-0.007693160264885084
TG,-0.025796435846475774,-0.027719868462350854,,0.04446623553831832,-0.024449454384996624,0.12783958463103381,-0.009981128990638568
ADA,-0.004576093345534067,0.009965416091682236,0.017987580534482524,-0.09624604959859066,0.03131996328332822,0.013225372353927517,0.07426794650235809
LAMC3,-0.007159830834423499,0.07437304897029891,0.09848199980316955,-0.08875250069514128,-0.010463834436020746,0.012752495879248295,0.025172468852476437
CCL7,,0.009415273500414706,,,0.039220061641415144,,-0.01404200861309135
NGF,-0.0186437694206291,0.03458210672071018,-0.017570557896708472,,-0.0318502339357719,-0.021741632409578767,0.0006963370694521421
TNFSF15,-0.023064669579248503,-0.017209588635496795,,,-0.026885328093348766,,-0.037101417893033554
HMGB1,-0.035467649044903196,-0.07992501756798198,0.05500813194798942,-0.06421161051465499,-0.07371880175763004,-0.11164207162061722,-0.013812823935285339
ITGB3BP,-0.02181844360398451,-0.01241420991502285,0.03321927026558042,0.03279791113858303,-0.0008148556799381913,-0.01203759373167536,0.022166968211271645
AANAT,0.03737937543097093,-0.015506868593031364,-0.016518908458027014,0.0891100278890636,0.1190704783928786,0.02511841711313118,-0.014857030694996064
RELN,-0.0321458904775607,-0.028930039364254964,-0.025255987269016983,,,,
IL15,-0.0327860296780834,-0.031239943088730505,0.09578012056850374,0.026795174357875807,-0.04432362048928671,-0.029665413715676135,0.06630724822150358
UTS2,,,,0.07043445706761838,-0.020602599706502165,,
BSG,-0.06384793279941191,0.0123728853792328,-0.022143570037239588,0.100622491439894,0.1420078566856127,0.0768991282132937,0.035295169560408846
ADAMTS3,0.04782264648335961,0.02704977827126335,0.11605579308378307,-0.20556147154334659,-0.051802051643554295,-0.059724190377628036,0.02714049826142864
CD34,-0.02092113971222904,0.03398001653037889,0.09725262254923274,-0.004189124625839123,-0.012960552357331062,0.017359818216870403,0.04901862332394975
PLAT,-0.011761166684962444,0.046995155461882474,0.05642806491967688,-0.03221262785947807,-0.05073978831614828,-0.09562724569056046,0.052407817828541835
NTF3,,,,,-0.020803831604305375,-0.058886796281796445,
LTA,,,,,,,0.021289611587493353
CKLF,0.016910636773623873,0.022029429337730937,0.01716098917885338,0.09487520598076399,-0.14147644826566372,-0.08618233302155472,0.03821934757171614
CD24,0.02426160536486391,-0.038771593361846386,-0.02665091875778942,-0.044579659178224436,-0.0789600301710467,-0.01759393353952896,0.026103218449403352
HSP90AA1,-0.09952378629603612,-0.005042026966586412,-0.05120945676415435,0.05191276747681171,0.16676132369211857,0.04448545250372355,-0.017833824896209143
BMP4,-0.024635573126721426,0.03268014442140423,0.014969669909814657,-0.036876701016323725,-0.08244368174567761,-0.017241616157647514,0.07083108879434565
SCGB3A1,,-0.018466766177538695,-0.0290779016696156,-0.04036428391553907,-0.04197468644409861,0.026189958717875182,-9.24706463507068e-05
IGFBP4,0.05444985053887295,0.059744278867641935,0.07700952798700994,0.02101183817162628,-0.060025293833626654,-0.05511002749096344,0.061181423379060886
RSPO4,-0.022775275776919516,-0.021313650037065257,,,,,0.021208694067387963
LEFTY2,0.043240316211559736,-0.03308207952601426,-0.017570557896708472,-0.04659023166471704,0.054811786902947086,-0.025339577567225317,0.1132647233532992
PF4,,,,,,-0.020199222885169146,0.10721531572915552
ANGPTL2,0.02441218636007565,-0.029405837348333214,0.08965422952567331,0.013288826668667628,-0.11257783981642418,-0.07126820164559289,0.028226054707852975
LRIG2,0.0366122714829576,-0.06363450514622884,0.002034340397941242,-0.06110915646978694,0.07496264070833017,-0.00099435612537463,0.040214796582176096
ICOSLG,0.007164473624905711,-0.02925257951104159,0.08518149218670971,-0.07258297832636543,-0.06359530345210541,-0.068669467807114,0.005804383926676096
WIF1,-0.05300170676017193,-0.05160027049229037,-0.04024916443727176,,,,
NPPC,-0.04648102668373564,0.08353318771016384,0.02362502556759465,-0.05042633873261028,-0.04116878909791409,-0.038218283854754787,
LYZ,-0.020498288736135503,0.03193741724541251,0.092465174688046,0.12518589835041627,-0.0028868350790486625,0.10923974510239325,0.019527266911091357
EREG,,0.04834933904815561,-0.018074969284642573,,0.08648999773372226,0.07587999079907051,0.06445020944136726
SPTAN1,-0.028226079597269527,-0.015101787950049298,-0.09469290312233689,-0.01879471839067715,0.03467994552694295,-0.048460934612075214,-0.01628291246448504
LIPC,0.06727298730467919,-0.02063512126198538,0.0012975106664861458,-0.03635560130298429,,,0.03995783704113068
COL8A1,0.12007787333386775,0.05038751076784456,0.030894595626893544,-0.03955553178981163,0.028782507296095723,0.11620768280787132,0.043500457837698105
GSTM2,0.04430815227637241,0.0010371353016078706,0.04707165646737587,0.01934557487185463,-0.04350262609507889,-0.06244135307178583,-0.04405094177093745
IL4,,,,-0.03475248513601177,,,
SPX,-0.05587630844408427,-0.041385679280683624,-0.09256746930981825,,-0.027805280516978288,0.08652968215713625,-0.05171740462127541
MFGE8,0.09690119429677599,0.05831368512485181,0.021083835954720298,-0.07276099789256671,0.04320182762042374,0.07296251437450242,0.0064957170660925895
TGFA,-0.03720826793142041,-0.010011454347893054,-0.014363639283915382,-0.03534371080429226,-0.04069512871532056,-0.026751370380223433,-0.02232868926328123
SLIT2,-0.04615563484483626,0.047445826960739755,-0.052050806871424944,-0.01008983736976498,-0.056583172705986506,0.0784171102184078,0.0804917599426903
PLTP,0.019580456207062974,0.08327491838582693,0.1266675042680466,-0.02285927680149172,-0.06358293786958295,0.06999999035006163,0.012843578696816823
APOD,-0.1013696161074417,-0.056684889657117495,0.06109126493973698,0.03612384321896119,-0.10008033610153085,-0.03586264573957866,0.010629592391138865
B2M,0.07910096455696947,0.06023720267254781,0.11501102279380199,0.10756574747587959,-0.0834327928887148,-0.008149511301553853,0.012658652642729853
OMG,-0.11055069749688974,-0.05762734963571906,0.00617788444898361,-0.07300569999354704,-0.1185963209421444,-0.08122413078253764,0.03668818437235789
CXCL3,0.05353560259973141,0.08934486810114509,-0.003548961624994729,-0.07043190919424305,0.08474885917585649,0.05367219241185274,-0.0038678021815075733
CXCL10,-0.011053057259591735,-0.0422566591636831,0.04296660687999016,0.0014500713357960971,-0.028477690337678396,-0.027093013572797323,-0.01709937349933064
RSPO3,,-0.020635108539420865,-0.038819636241361206,,-0.048928267486542706,0.009657193441917877,0.15984308504795006
CORT,-0.02553509688624663,-0.025043819808629273,0.09453428753383544,,-0.0037128549965704427,-0.021137460101527488,
NCAN,-0.10599831522832971,-0.04994766467095104,-0.08879679724571256,-0.1530880367112062,-0.08983139925057686,-0.08483802527761643,0.019860289168591144
PRG4,-0.03484941185870827,-0.014774663630380444,,,-0.030205400987432157,-0.031189615866503706,0.07415306430568637
ZG16B,,,,,,,0.07429363774009469
TGM2,0.11213183963484877,0.08800767374250293,0.09931407446217184,0.18601785664260825,0.0643768129866654,0.05703727241239781,0.06663068899176638
VEGFC,0.23709987063750296,0.07652753605137888,-0.020424636590860697,0.06944006362006705,-0.03549113648304716,-0.03200287341962292,0.04270105811180289
WNT6,-0.03171319026655669,0.10802918502550134,,0.08056848121077113,-0.04116879465232213,0.027604143619503124,-0.021458611918178536
NRG4,-0.023633794367426898,-0.0033638392523190645,-0.022754253735957443,,,,-0.01424989455855609
PMCH,,,,,-0.028031008156553877,-0.02965698736417263,-0.030728186062963476
COL9A1,-0.0368185026876634,0.010377001390138117,-0.017824400102704543,0.006471656618763985,-0.0726303483265888,-0.05412058069975328,0.03157647363208331
GDF11,-0.05251599757504036,-0.04945484332938394,-0.0160368650280757,-0.05314534125271064,-0.0024817017193251674,-0.06373721343175316,0.013912158939300442
RAET1E,,,,,,,-0.01563203308250407
IL24,,,,,-0.02089924422027662,0.08613196473083813,
SORBS1,0.001138454141512924,-0.0011288759281381905,0.02235941348956733,-0.009615870635901644,0.014227002721855514,0.02781046422713473,-0.04006341614025815
DLL1,-0.05392189514498798,-0.006182223613673335,0.019756670670435003,-0.04123208537316374,-0.08429413543984164,-0.040373885872964095,0.04127607875889979
TLN1,0.009455538247663334,0.04160080400531707,0.11205413634921092,0.005544187831896774,0.06691217793973274,0.04711193695649647,0.03507887739709486
COL2A1,0.025818786183789997,-0.013196015964912492,,,0.043996954262512385,-0.051805950529774665,0.15938941055485362
SHH,,0.0345474763118728,,-0.09465098156138022,0.08308308143364661,0.04594080793240293,0.04154287341507201
PON2,-0.016424564914683255,-0.07350056386324427,0.037684898145809956,-0.1013879575494955,-0.036185547635329725,-0.040573558868720896,0.050945886113414364
ICAM5,-0.05636919035776736,0.012286819350248916,-0.05427486413649789,,-0.043330274735319,0.038783366129361306,0.040667486316725676
HPX,0.039756779347453995,0.005306160120971635,,0.058235345267736965,0.12498218102266376,0.08005050321299562,-0.020406735984159714
SFRP2,-0.03149495006677647,,-0.016819453845800338,0.12063015704673521,-0.01552662414908544,-0.022107589689263445,0.02164187224639117
CFC1,,,-0.01856668617950201,,,,
CD70,,,,,0.08045620493746498,0.05927220524978686,0.015540131881656549
HP,-0.0396840888510775,0.043707530935202736,0.03975908016960977,0.04017656302966207,-0.09407531146209235,-0.09117656616000155,-0.021316283687526666
CXCL2,0.04906556395501198,-0.015825502589928393,0.05718992127321668,0.02027913243058228,0.10319468327413472,0.05435727684649737,0.005030537983276188
NPPB,,,,,0.017187902536684396,0.0019032518263248468,-0.014454931015757316
CCK,-0.03371975992772198,-0.0430816112733637,-0.12496088402518393,,-0.10939702334178106,-0.07914358918342312,-0.018751947714225323
SEMA6A,0.0007482380877649351,-0.045634893567125544,0.09626225968262718,-0.0067470337492602514,-0.059476486480040655,-0.1348112831404378,0.01916329250338713
IRAK4,0.04574724491417623,0.0012920594514288844,0.035038127046819086,-0.05892537399030637,0.026124971365538513,-0.024337954321019394,0.03271751452592584
GSTP1,0.03732655785828835,0.05023935603063148,0.0664125512865085,0.06327417132327669,0.08410011182327823,0.06865636498973654,0.04067044635566511
VCAM1,0.10910732575294822,0.03721503817289523,0.10371380911942457,0.04776292653059586,0.0849739303667383,0.10140106669015525,0.012512093624854257
NXPH3,-0.04921448870164843,0.020516464858225104,-0.04481048285555982,-0.011339960654959852,0.043557625907188424,-0.029425059490503325,0.062037518293778876
MTMR4,-0.01266223381590723,-0.022127879614416576,0.025348843065809114,0.05714308373573231,-0.06398358854017731,-0.034943601340765046,0.05333510299152354
LAMC2,0.08806152209599682,,,,-0.025693714287025098,-0.026104283967903645,0.06639712162962233
IL10,-0.03424107742248466,0.0589275746556464,0.05472445030322018,0.042367850286161614,-0.029682073155287047,-0.04642819368368969,0.02602580973022615
SEMA4D,-0.07121066860797531,-0.01489089939752381,0.06264671504544264,0.04037480921600642,-0.07365239394909782,-0.05905476173791968,0.00831240122262144
TRH,0.1666304399652482,0.015309295940161786,-0.02891355799053633,-0.019611756194787878,-0.07779765575632348,-0.018450046203847815,-0.016190492106629716
SEMA6D,-0.025864603167818717,-0.06577871267849493,-0.037488166652852706,-0.0918492549835374,0.00558695024152978,-0.014798764738220749,0.0189810819622396
CEL,,-0.025619788907822266,,-0.04451410712281359,-0.031648710830455624,0.08525507655451076,0.02641420032930596
PDCD1LG2,0.01771356691791835,-0.016421425523987867,0.07685164040451767,0.05315488581062646,0.015330669927900819,-0.0615916583897549,0.02436138984296343
SPINT1,0.002802075423375913,-0.03463724051813332,0.049491919454124476,0.17329686027126767,-0.05551534389201788,0.007681574194206678,0.04153607105973157
CTHRC1,-0.006349794389605255,-0.012969394931196348,0.059327003610482404,0.035504570911770006,-0.0718334322798977,0.09177419637238934,0.03399666732363152
PODXL,0.020691249946461158,0.04674304989740421,-0.010367807689377832,-0.02565093163975758,-0.010053481339397015,-0.10519846091884126,0.08129899440564826
JAM3,-0.00951837885371299,-0.011147254167265239,0.054376176415440056,0.0027356189015019508,0.025173749774652424,0.019601992853590152,0.001923214245897589
TGFB2,0.016077921256780727,-0.009905727473630723,0.0743249879093859,-0.01527305818957594,-0.0756019519197791,-0.07333880964682371,0.050827708375307715
COL18A1,0.004363905366586072,0.059670954549413506,0.037879215925998085,-0.07543030340572386,0.10422672901782312,0.0842101433248327,0.0258080793010882
NODAL,,-0.031276425266271474,,0.035535551394396396,-0.031242285089528383,0.045631473917756626,0.05358852111855773
INHBB,0.10137518982956091,0.004398046807655412,0.10391681579269482,0.10457951534932076,0.07002050356953729,0.10538785953882486,0.05126457935542165
LCN1,,,,,0.009100916497118475,-0.02318717523244503,-0.016372706848403227
ARF4,-0.010536198892934117,0.051847910940110424,0.058374041885061775,-0.03959972143291415,-0.055662163007456016,-0.05269030905077545,0.0016546723566129163
CXCL14,0.051163634737783036,0.027384648374626737,-0.04621470212182709,-0.029971887864129482,-0.025485633989404687,-0.028610098977051353,0.043493315477839994
LIF,0.10429871338337117,0.09722356083724658,-0.0252610199140144,0.09092115398490148,0.08064427204739061,0.0320051625491826,0.02901798472731061
IL17B,-0.025796447786382504,,,0.05344577905341715,0.033466752069272895,-0.026044288926780818,0.03137726383318871
MMP1,,-0.01298587735138094,,-0.009152866786387544,0.0396808674482024,0.08623937861337803,0.01900805046535195
MATN1,-0.020325196643618954,,,,-0.02108583939882078,0.038869750723459065,0.0011081570361841687
ADAM28,-0.026566758346298507,-0.054067420932527595,-0.00884328247238873,0.004046357330912205,-0.12064369257540779,0.0061786353549274625,-0.0007769090504616283
TCN2,0.15512920487755716,0.012396029221924183,0.13976355788835426,0.07051579281948564,0.07041289838197105,0.013581767342173798,0.07640839858207586
THPO,,,-0.02507593649258595,-0.04406860302624342,,,0.055722918105606506
CUBN,-0.05248125587604047,0.11180210505714784,0.007793976519429148,-0.027509861744356264,-0.026513535672761223,0.05023048498564112,0.011991905051032516
TIMP3,-0.0510459623787531,-0.028129045670825092,0.023149843709710134,-0.006313562234047859,0.06594908707452819,0.12595452636088147,0.019737914370423684
PIGF,0.10297714436009785,-0.003525966741025874,0.004970518760504521,0.04871431302908271,-0.10190560380096915,-0.02045173943756841,0.02907791378658729
CRH,,-0.01319601838616924,-0.021511566269959592,,-0.030130364886545143,-0.013352678009255508,-0.0073711738679886505
BDNF,0.009970694690322598,0.048159224590720855,-0.024889664965675126,0.010905497221778766,-0.08430817597803775,0.038212169351637064,0.03873076880967485
CCL5,0.008706710938189225,0.12204079205864041,0.08486512914860658,0.020551807922625565,0.058103578472841026,0.05074745519397062,0.02031941329476118
GAD1,-0.06279780075102409,-0.04514537670590923,-0.07269582480073108,-0.07228151921345581,0.03743928983682823,0.02561620267418858,0.03996465808265405
COL14A1,0.09369707650925897,0.038646361152536814,0.03514401031118652,0.0254484513522171,0.11349774819237043,0.041063437946666795,0.04135437088846897
HLA-A,0.059669063227002314,0.10103126883743627,0.08260738639313779,0.09239250404935016,0.17988686210815547,0.12404585912971962,-0.039730985013805085
CD5L,,,0.016306935113435832,,,,
FGF18,,0.06307896884366605,,,0.00683576264939068,-0.03619526477268965,-0.016190493405580195
ADM,0.044581594155503924,0.06532417452010637,0.04794054104311128,0.05965808389702791,0.15705485226118254,0.16084613636985312,-1.152219072719768e-06
CCL15,,,,,,,-0.014042013673739119
GNAI2,-0.031572061334206605,0.06581801216461064,0.051016455925840865,0.014297027615475393,0.06645223157215387,-0.04784728798531526,-0.004022260807333857
HDC,,,,,,,0.11390678035922072
COL11A1,,-0.08103495858796936,-0.03176549884616481,-0.04702567842729602,0.08445331062039205,0.07448315865505825,0.029911080138770835
NUCB2,0.01217548973462873,0.0054196203516226485,-0.019772960904170963,0.09788648715208013,-0.05004908296132863,-0.01558240417601945,0.014089262207399705
CXCL1,0.11273997141594728,0.06619525217982941,-0.02049034509695512,0.13465614604406625,0.009440404670334336,0.07382377585839486,-0.022143210098839086
VCAN,0.007052210572934322,0.02097618365263581,0.01477102127774769,-0.0862036206838982,-0.15785677360251885,-0.0849970565637234,0.016110161104957835
MMP7,0.12360981747009865,,-0.01540039394605411,0.053602696924685264,0.00894596932396229,0.01152028321043298,0.022540756686637808
PTPN6,0.06215996833032851,-0.018507158687510676,0.03617971445576216,0.14544413689656224,-0.00899383720650832,0.015392354442088096,0.030114777226765612
PTGS2,0.06611771141309902,0.053986620800702365,-0.038170408117882956,-0.03201870467461545,0.11213923837810619,0.15066766407561327,0.016165943831780334
XCL1,,-0.01380811424187213,-0.02020093496019391,,,,
CD58,0.04088585410960363,0.03775647879761208,0.02715493328331793,0.08428347499497134,-0.01839801829522092,-0.03772556044982994,0.03454511134440067
TNFSF14,-0.018820707916047494,0.020862738779125884,0.1796391217192742,0.03288048272948876,0.03511337753556098,-0.039460350623991836,0.09941963813521881
CNTN4,-0.03362379307452292,-0.03252008237264756,-0.06668843329520771,,-0.04672448728110912,-0.05500317193429361,0.1334607030486622
INSL3,,,,,0.06018890702209361,-0.02290491410938657,0.04563795591843605
BTLA,,0.03625019791592705,,,,,-0.018591259301571815
MFNG,0.03405081335929072,-0.02162740388874051,-0.03214894645338823,0.012318605137694266,-0.06721886026691005,-0.07253047079206978,0.05417989319113962
ICAM1,0.0899107404825984,0.09775393628243421,0.06550312312650279,0.14849498192141278,0.048561959787512675,0.11096330158217764,0.008161711605365022
PROS1,0.05339360870740825,0.07851837990987348,0.08756076529845773,-0.0017589369173644281,0.0030267986937924027,0.08498046453792647,0.06580239747287656
