,UKF243,UKF260,UKF304,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
CLCF1,0.05018763391878805,0.09271521676698122,-0.035423091575298916,0.03952084657090903,-0.03879126593402287,0.07191042146147289,0.06569823799275842
PSAP,-0.08883334736480068,0.019217869493662457,0.09038265085172793,0.11819165655760665,0.19923613234641455,0.1137205254819126,0.05740982807297017
EFEMP1,0.12905459558258525,0.07854817116443043,0.1172352992992199,0.1932008601209337,-0.021426020718527006,-0.019607335665467036,0.04272129949287072
C1QTNF1,0.001753597496136755,0.006578652243138488,0.03667939184452828,0.06603478159574784,0.10063831584322622,-0.016141927502291223,-0.002930565994664506
ALB,0.1328504010441005,-0.023326000994046723,-0.01111368815656794,-0.049205110523792575,-0.04508571521837384,-0.034685889734929434,-0.002671012042416715
CCL13,,,,,0.00126307311674919,,
EFNA3,-0.02138611630027773,0.031930559259593434,-0.05984372082912789,-0.04469747478180118,-0.059002241919543064,0.04005330125667578,-0.001965794215905623
DRAXIN,-0.02448647315792174,0.06400829352128662,-0.02108284510098779,-0.024418415847869458,0.06639491326972889,-0.026653911625497274,0.03765226333145181
RAET1L,,,,,,0.012235531551691992,
NPTX2,-0.07844908785779446,-0.01768239058826772,0.023811643530737968,0.1646457029052179,-0.005972795560319895,0.024780900639781764,0.04212372546073756
FGF11,0.09132320093856001,0.006643486284832107,-0.027251714226257297,0.03396673003160011,0.018000305168121206,0.08284325733507,0.016322988898923
CD59,-0.03428960787660627,0.08812817902667563,0.07308137272343497,-0.04784072287619653,0.05542298547111782,0.0628451014419252,0.003990729584082793
COL9A2,-0.04292963434832106,-0.034156002024658176,0.060328226859506826,-0.05090520010681879,-0.14526722304205292,-0.12403936810589423,0.051553584222013074
DLL3,-0.01045871354091698,-0.035317426565912156,-0.027835568228859468,0.05361703546386121,-0.1508935531092895,-0.08031178322591526,0.007450473472470746
FGF5,,,-0.014811366439208657,,,,0.021519825140202453
LIN7C,-0.021184746506855662,-0.05946459903853147,-0.0956444478707533,0.010402919870383292,-0.03150735100851115,-0.06551062787451926,-0.05488982580382641
GDF7,-0.0203252104755875,,-0.027225595274562565,,,-0.0198771628434133,-0.027425970468120946
PSPN,0.11223629442448937,-0.044806497914726205,-0.04164516951034951,0.09388672238566069,0.029754744078401247,0.029506061588830904,0.05930386132513105
ANGPT1,0.021747091117225583,-0.015413219138652906,0.019212685771291572,0.022249980138006987,-0.004682736478925895,0.05714262859485094,-0.014633297300702139
PNOC,-0.038707880692882744,-0.04415479349374041,-0.04902571804309817,,,-0.021137462401218735,0.0008462149747012773
L1CAM,-0.056656521943180396,0.06293582818536703,0.008744635014631451,-0.03790067993266552,0.1128684659328606,0.052403052650217406,-0.024150780456310986
APOA1,0.012112043730974052,0.005304092661352115,0.08245097134323928,0.0332714535496449,0.04070029220743577,0.04443400134512126,-0.01547765267165271
PSEN1,0.05611135951150583,-0.006291483008830457,0.11428012388706597,0.11316488916024323,0.021208950294566126,0.026671419969654626,-0.039576923940125214
CALM2,-0.04551550021438654,-0.012590110841588946,-0.08169363988533265,-0.06395418734699672,-0.12389601520320259,-0.1280964991152559,0.006477260475809634
CLEC2B,0.043727299955502535,0.07664245823846991,0.09884675344484947,0.09980737434419731,-0.031087942918033077,0.06531818199609771,-0.02809565833736439
NTNG1,-0.013097869501272438,0.04386337818156223,0.022341715354853145,-0.05586481830818744,-0.07288976319872029,-0.06120781539355948,0.011123723728252353
LRIG1,0.02032132082880491,-0.048670138436484614,0.07677504305515015,-0.08210766772544882,-0.10307371074175549,-0.06640936717750455,0.029916522187358754
CPAMD8,,-0.01753165229485683,-0.017362082126370335,,,-0.004037183524451693,-0.020145889682121828
GHRL,,-0.016504115840649394,-0.016518908602198335,-0.050021632691635336,,,-0.012278309292297174
NPY,-0.05906717655650939,-0.03616449877700544,0.10812278125329364,-0.04837811447562403,0.09204445646156054,0.015782993778795863,-0.024278621969850766
MMP2,-0.029284253802386716,-0.014164525784881607,0.04233441015609749,-0.01452688553325428,0.02162633678229963,-0.013109457492531397,0.06299961862886307
PPY,,,,,0.10754693208371464,0.11942893326537515,-0.03846451967341865
ALKAL2,-0.026566723843936737,,0.03238719264569376,0.05580493119160254,-0.029163312944548242,-0.0726368211361939,0.003104125186344842
CSF1,0.1441384135960285,0.06503593471448371,-0.011692057892363359,0.009209710095753191,0.0730090689737859,-0.021914680950322004,0.04371638189015642
SEMA4C,-0.07376706595017435,0.019528923747071634,0.0828912037101271,0.05004706537218471,0.0367212426542984,-0.041198822753831035,0.0284945925802169
BMP8A,,,,,,,-0.017256999831700277
ICAM2,-0.017961011120721678,0.01330437492632406,0.11266683167613196,-0.08053172098809182,-0.06029046530167906,0.046448398600577555,-0.0011780845004616442
SYTL3,-0.001156874936235981,-0.0012733504376153282,-0.04214517591417796,0.02543939020884522,-0.02879978512455494,0.07909250058005461,0.01603910968067518
IL1A,-0.011439401480345033,-0.008386096745165246,-0.03653469410947666,0.1580963851690647,0.06943773704754463,-0.013548015294498025,0.018136577953613873
HLA-G,-0.03214589621721711,,,0.0690249222856731,0.05474073462206597,0.04123065863496758,
PGF,0.047200671711482754,0.07251533556735772,-0.023739369439580826,-0.02325858105625878,-0.04590862081578969,-0.008558201569520094,0.038033934000941225
LGALS8,-0.06652783111906257,-0.06678500718816938,-0.00737811026853892,0.06215271599446727,0.038504078375360504,0.09256188088612854,0.005145658497897386
DKK3,-0.07954533504466957,-0.03687787766776278,-0.06539014600672864,-0.16554469842865238,0.08634571680660819,0.02831070014962239,0.046336180241881846
COL16A1,-0.003204132761649093,-0.08970959863768009,0.04270180760913629,-0.033454674233458014,0.05605600118161519,0.06494844494260962,0.023506140468322233
TPH1,-0.027069460977460318,0.046784652212831276,,0.03755703519929908,0.0017266934946616231,-0.004853043827794799,0.024734493145613552
TNC,0.10876052324180244,0.09591041672524787,0.061332072205982066,0.07192618615262772,0.0048791634942753044,0.03557785916292764,0.036705569487319734
TNFSF9,0.05984676874813594,-0.032708229697341405,-0.010691837464264395,,0.008608523776305717,0.05733006003375819,0.0036749575105899765
C4A,,,-0.01782440480344424,-0.046262290798182164,-0.022602372521080296,,0.012704264575468168
CNTN2,-0.04589257941055046,-0.016858393853393133,0.07863307254478767,0.04745054262255409,-0.08720953376853922,0.0005478669840817764,-0.02617792176137112
F7,,,,,-0.028477684400075476,,
LUM,0.041534922805004974,0.05041934910200854,0.0036411996926714856,-0.06825370160364162,-0.05180075800370883,0.033575139335872486,0.05138281202541105
BTC,,0.020262206926151223,-0.021723075290982413,,-0.020602603493576944,0.0772843766642821,0.11673629915350511
