,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CUBN,0.008453642656975825,0.008687024954710035,0.2008441184004991,-0.020243089314552754,0.020170237613526487,0.02504319556913353,-0.04864890920367978,0.10681806980832223,0.23270328494895848,0.006829297135000263,0.009313325039094053,-0.02018194317903621,-0.056272925227560604,0.11315936419731752,0.010099789314210728,0.053902499409723005,0.09895334473225714,0.039837581322519904,0.05908623093378426,0.13019699469452783,-0.05819284710627598,0.053230939998248857,0.14145641596341268,0.06534382034044615
TIMP3,0.009015244565082745,0.06157382587347472,-0.05538767355249844,-0.012007298702720453,0.05393477464398872,0.030490170328792292,-0.003025334452487356,-0.004617222681353874,0.2290798460895138,-0.0038058333210607945,0.037914705018677074,-0.08434577192486077,0.018961627455732318,0.06784187843218929,0.2262721591113525,0.1699696552195081,-0.04586530143733534,0.06025231390936453,0.015564721181784948,0.29760462377350544,0.047894671546987344,0.029804261772475815,0.09176202672911393,0.11861432925273213
PIGF,-0.019226472675342478,-0.04708349089758301,0.12551821818002823,0.037810210915966695,0.11380837861161545,-0.0005867618958816333,0.007790524857541388,0.14709117692049684,0.3438665528496806,-0.012087248770356569,0.03379372951840988,0.04239884366459114,-0.02938069685630021,-0.014613063700417823,-0.04490892110122487,0.11456546622948593,0.005917309288168351,-0.0072087391780894005,0.0019322148375345788,0.0686843414626241,0.023577801245690897,0.024753850917949235,0.05118542611319908,-0.032551195746521086
CRH,,,0.08533987370724469,-0.016177673749151043,,-0.01890026479984501,-0.028824943506188076,0.03302420392906407,-0.12529657691170037,-0.02495460225929805,-0.011894593688194918,-0.022514876997110737,,0.027057708202821756,,,,0.07917852636902481,0.01173747619246945,0.09781014261068438,0.013191934082535646,0.0201576663298158,-0.029549446527802385,0.12256655366128139
BDNF,,-0.005294216471073433,0.1491230288338258,-0.014471881692424134,0.04076282636991058,-0.029233724301073606,0.007034314570756237,-0.023549715714081116,-0.3052182504784491,-0.004331936397028623,-0.02155505267497013,-0.026050531986787057,0.00124337413164926,-0.021415456057350013,0.031242083096117305,-0.02721021731610533,,-0.024947054217702658,0.08096911578211753,0.27319669438132865,-0.08277966944243952,-0.05020001221311902,0.0767739360909211,0.11413485916059395
CCL5,0.060848885814733494,-0.020588701725530484,0.10223609116773408,-0.017024503123682897,,0.05040655849235392,0.045238723938694936,0.13582509476611904,0.2814738111933576,-0.042873680108360415,0.03716180583026038,-0.0550460413228914,-0.001749057975886156,0.02673421907316346,0.1398903379700923,0.014423381999292332,0.06906081422192313,-0.02311977093263481,-0.01143681026253965,0.03160058603186112,0.036967993489397874,-0.06689685666557461,0.17097340377981596,-0.02682228920231111
GAD1,-0.01430623103313559,0.018252058958199546,0.07926416276010685,-0.020498246660318405,0.06853095956023929,0.031037924401572378,-0.02342112088189825,-0.13624147019369007,-0.251779390587973,-0.09022737948324612,-0.019070415044604983,-0.022756246630902557,0.06531459638621828,-0.010015049931250748,0.030441546462779485,0.12942937815430772,0.052651451620367516,0.06740690052282526,0.04621204314131287,0.05770923380664111,-0.10030352846846322,-0.004659364267642031,0.04892294792203185,0.08628540471443268
COL14A1,-0.01844989413601447,0.009163141907828288,-0.05278180125988167,-0.02018769534257068,0.19237263360903792,-0.0157721551187088,0.1342158533903849,-0.006788786039226628,0.19596426941843836,-0.007811835573236577,-0.0011005037055526491,0.07205144313650862,0.052382647996019854,-0.04682070330808397,0.16527126084750826,0.03731740182036413,0.06806188948293719,0.039942678755379026,-0.0031584364295086653,0.21105632023124832,-0.035757123902907945,,0.12616083033646888,0.12123120411512486
HLA-A,-0.019954803680446578,0.09889445935731181,0.11364515397105913,0.04628024357582775,0.10877071879268245,0.007356047703878955,0.04855994794415419,0.17414627224364418,0.5653853695339129,0.04764903723124658,0.06807599437669862,0.06607855463285069,0.025383082938527347,-0.03219136488767958,-0.005177947986882142,0.06797114526028693,0.06569736421386733,-0.05734770256241712,-0.003937409390124151,0.5053566504401439,-0.033807737204157626,0.10285539411292689,0.053500548151952355,0.15052647307015204
CD5L,0.07454191220413506,,0.06806491281001291,-0.040237724625280934,,,,,,,,0.011965145396414103,,,,,-0.029886046996726527,,,,,,,
FGF18,,,0.009734351427894371,,0.018236143797582018,-0.028821588039423706,0.0257645029325504,0.023615573568638207,,-0.0306190632477526,,,-0.018382135661726376,,,,,-0.011432078188930554,-0.028818017672731382,,-0.03955306871141106,,0.04536571720449789,-0.06287767712702645
ADM,0.10621326263790463,-0.11984006214420004,-0.1333810947983268,-0.031588884326793895,-0.23950293288612692,0.004732710414267169,-0.0008402505707954067,0.14719734423299594,0.31549651763096637,0.07023692729715698,-0.031139992755969705,0.0575052171934201,-0.10522922971610453,-0.08098067445354208,0.14583491136496057,-0.28667914867521777,0.05150722466522412,-0.03493275069377364,-0.052960960820330305,0.18500390623302376,-0.06405274004097661,0.007947534418155095,-0.034382866844356076,-0.08589370658189774
CCL15,,,0.2119940953313476,,,,,,,,0.034556200205154826,,,,0.03718479609847494,,,,,,,,-0.006693085464721632,
GNAI2,-0.0339913000224466,0.04790125005887649,0.2710746532831757,-0.06124262075038113,0.06739371346877616,0.03229016836480255,0.11065317649719324,0.17648608940506338,0.4163459285172283,0.11817036711101656,0.014480908329050609,0.02374900479488067,-0.038860675140360526,0.05393727460700481,0.2526553858537271,0.027288040484822276,-0.014319701563397621,-0.0066541555578789055,0.058797040518885096,-0.0009379131786214095,-0.0366402333222162,-0.01661138783475902,0.09685650724194961,0.19642990750008005
HDC,,,,,,,,,0.22695850698256115,,-0.016130577721446795,,,,,,,,,,,,0.07472345105202081,-0.054995465176110654
COL11A1,0.23621284306042178,,0.008105306865260606,-0.03388899625758149,-0.06600292705305699,-0.03196258728243639,0.013775579948458735,0.23290259249568684,-0.05716827695280451,0.026213267813725585,0.005606692589526967,0.030652279032225765,-0.01529841936163106,0.042004863763742975,0.2196604576391884,-0.0014075518247472479,-0.017557968795271703,0.0243390597296792,0.012670513216515652,0.06100314736485351,-0.04230859679185754,,0.07943668489004449,0.08043179059933384
NUCB2,0.006151242400329935,0.012408645271910617,-0.04387104168322895,-0.019431717415278698,-0.09414388574949709,0.03086681029628024,0.02181710692798985,0.01932340856243905,0.22872001307497547,0.024796886861127618,-0.05089415794752848,0.019949811837870198,-0.038384765984086855,-0.03155069669946635,0.12215610949270948,-0.008084569270802769,0.01940678689000741,-0.040213716572845316,0.023080651974539856,0.018544840540399305,-0.02625402282957745,-0.01727551525257488,0.06163304470131002,0.06876806880089771
FGF16,,,,,,,,,,,,,,,,,,,,,,,,0.08152393224921779
CXCL1,,0.04539612456664392,0.047840220073914745,0.020517865298087024,0.05006998643268589,0.04050177746922749,0.025831782969564603,,0.09452317156232258,0.02039130014083427,-0.012057883317622824,0.020537981240524746,0.020645019579226525,0.17140366313381872,0.005513109129955116,-0.07403058528446127,,-0.049465023588676535,0.02425183435050503,-0.007436340498376401,-0.031500922897666046,0.09149962906712567,0.1291681827944437,-0.07662365536131523
VCAN,-0.061350137283913794,0.029247343374094823,-0.03382567678882242,0.0008444504075618251,0.19517094534572363,0.044301976641439644,-0.04787883442540318,0.2280901564025353,0.28028196010751283,0.03827585867564844,-0.0539544036797591,0.026342674039253056,0.005357447325873315,0.015214672383882747,0.07022550036953198,0.10168620929080832,-0.03775704578732399,-0.003766652546341459,-0.04647552451582332,-0.15434327834508926,-0.07157978173488086,0.06955296081494915,0.04933822740183147,0.23442359596036694
MMP7,,-0.04541016989996142,0.25899065574122854,,,-0.028212244728288257,,0.12886670355736876,0.06548185823720028,-0.00453808900028952,-0.010301059855297732,0.11474109639440243,0.02158297719014558,0.12768758532798405,0.0744229605155769,-0.04095694824431204,,-0.03278034134496352,0.021592402070411902,,-0.09572393141578897,,0.17829609330363394,0.22348441035763772
PTPN6,-0.0254211229072312,0.030781652458526362,0.1466523380614188,0.07144907342709993,0.14558911921547987,0.041688594818980046,0.09781637805940925,0.13126116066613036,0.32544438321542557,0.03350167459775279,0.07232938389160533,-0.053868794723872473,0.04096127527695351,-0.0029175239126438277,0.06492557524783432,0.006071266862621737,0.10593578885258373,0.035433213109278716,-0.0166014706417991,0.11720295434263454,-0.007621940191261364,-0.029492694236533105,0.111928366495044,-0.021623856626531348
PTGS2,-0.0474271761559469,-0.08451472414507112,0.04787142130078862,0.0690101358002679,-0.18785457183881904,0.02408249321511179,0.007673927001465949,0.07327800770824078,-0.3095565763819122,-0.053064446098246607,0.019368202328008302,0.07428322038324241,-0.010760076999283465,-0.020469818442330045,-0.004608883570831285,-0.041239626940573454,0.03360965403388669,0.057962393396424484,-0.028252281421811746,0.06309588694647894,-0.0627380980000139,0.1290626619617984,-0.017016704825545893,-0.11052223185333596
XCL1,-0.021369182951294582,,0.023112070776629707,,,0.039224309165890994,-0.017669781133832732,,,0.015508753220140448,,0.028373320817528785,-0.02068483666588199,,,,,,,,,,,0.11751754245539067
CD58,-0.07330669404938676,0.05122553200700397,0.2207505210561725,-0.01093834862170753,0.19298637480042563,0.06767456169502535,-0.0321281956887833,0.15993854497500312,0.37608298841889304,0.03923329493585724,0.039145730492821454,0.09000718563919587,0.024517113718874252,0.02579397361669095,0.020541201335087307,0.15786148927482813,0.13117229599263197,-0.02098174841571773,0.03405579477946272,0.05358023677017812,0.004659054412760763,0.03764711397010143,0.0861376482217687,0.10043682646196508
TNFSF14,-0.034956542184022846,0.03652843104817664,0.1353953929809274,-0.01810045824766698,0.09997441721374539,-0.05072851657826785,-0.03331586868793638,,0.13741771841991446,-0.05422440366029201,0.012686745773816354,0.028561879622303894,,,0.13044729664716131,-0.05015489935896526,0.12598291788712013,-0.022482462043630927,-0.03141762019965661,0.03401293932179417,0.02361839624093011,-0.05621880712142842,0.02893146212669163,0.10041029989743654
CNTN4,,0.005874043977733015,0.07725004551749866,-0.014168980975443165,0.0024114112669062285,-0.019671306015561992,-0.05043084828957047,-0.02953067916025121,-0.176578601988429,-0.042526392027775806,-0.016762795700013017,-0.023677782656208044,,-0.02822447268100017,0.045694261578498555,,0.08904129490668797,-0.016362674760692253,0.030834007309548477,-0.01111555331578128,-0.015852427293647782,-0.04876301725568569,0.024959642653596854,0.06573175065349667
NTF4,,,,,,0.0944864162709697,,,,,,,,,,,,,,,,,,
INSL3,,,0.04982061148920598,,,0.01521317222111508,,,,0.013742371748658949,,,,,,,,0.04716099067372757,-0.018236479930234997,,-0.03304988319101341,,0.06835894433786792,
BTLA,,,,,,0.006897808722316092,0.07525952719160318,,,,-0.01504011595277216,,,,,,0.008044582271223264,,,,,,0.07897079533092988,
MFNG,-0.04629290162014881,-0.003827506490583324,0.2448972955131022,-0.0036429407794065782,0.12135816774918774,-0.007017797733702087,0.009237578915338987,0.17059723037318986,0.3789938487404803,-0.005151664489705849,-0.007691480943616693,0.07138374818943168,-0.0036843668660758583,0.041627162193560455,0.04452855382194538,0.024432994547100767,-0.04675666089255659,0.045397465831110304,0.011659734475090045,-0.003666484306610214,0.027371370062222188,0.11191446645602762,0.014987931387567188,0.13262386402980916
ICAM1,0.07465904777375951,-0.0263672205171804,0.06044127623612996,0.013191345391191786,0.012783502534449266,-0.013918784855035532,0.03231744578718502,0.1238751178702103,0.3893336156830687,0.017653877620421324,-0.017797608196992363,0.09337724502134036,0.006872311159358756,-0.001692184862468999,0.1065536805927393,-0.09747576562723681,0.12127018712089632,-0.01875548506090197,0.055741000721961774,-0.0027124280124868,-0.004820812158032535,0.0421622805672389,-0.021434603762126286,0.10251299684083882
PROS1,-0.03827374890040018,0.041886382116578476,0.2108614392290811,-0.019709972829086465,0.02154741699222207,-0.05606827846540788,0.0538147967864145,0.11882440259169653,0.43024263878448704,0.004090377286013177,-0.00468229229132296,0.08526721595370673,0.015272782108495322,0.0427185551249204,0.18031933871937025,-0.007927833013655345,0.04592551767035753,-0.04732420676668322,0.0459105264827359,0.3750838325284333,-0.07262776270042233,0.015707089419263694,0.0957084550505166,0.10777904708792006
CLCF1,-0.02628733651875813,0.04412183197819896,0.1976713392884788,0.0157340450997203,0.07437349276757278,-0.023340138211799717,-0.03486978100867121,0.08833166262046879,0.0779016161145808,0.10962074503622546,0.04109115568995015,0.06715342157905954,0.042803097557957435,0.021534303880185145,0.07721583514952944,-0.1684654933497664,0.23274790277917606,-0.014752902462217773,0.07641479272850871,0.10155677584645431,0.01203516834703217,-0.013602842412805313,0.04724302634978844,0.07706010593407636
PSAP,-0.011313817058308188,0.02948063419026067,0.30403771160721393,0.050677680509125175,0.17391364002146137,-0.02967658932111447,0.07201155364068165,-0.18100277131009943,-0.23496997735899847,-0.024625854563027683,-0.018206972724604906,0.10363151901835065,-0.09187930733761633,0.082482549676342,0.3484327178840873,-0.016903482746084855,0.018634367585301927,-0.02190959722318043,0.12715701640881877,0.1378073214432692,-0.018956068385908385,-0.009777065827861704,0.07377468897710907,0.15387933343003313
EFEMP1,-0.006306493286192863,-0.005601153643179066,0.3332895152996139,0.06851092233341081,0.14010297837648053,0.0390622030570083,0.13009886673647192,0.1662841646070864,0.3630742467453479,0.010808277884261133,-0.023546615786236742,0.04013139499739561,0.0006316032233546638,0.038063425386003165,0.35614562878075495,-0.11392242895344655,0.13143505044144296,-0.0073138229931277235,0.12733395226962158,0.08196522097710206,-0.045841457567214645,0.0184925498251691,0.05128103319166199,0.18937542865382506
C1QTNF1,-0.04046977634026583,0.013775280126905189,0.077803055700018,0.0022458249547378266,-0.017006759058479728,-0.026366486259915348,0.017115573398345903,0.14165024912839141,0.4006135481395987,0.06048502841364663,0.030428712604676677,-0.007087766851975476,0.06769474722445415,-0.06193426636374704,0.17483252531323154,0.010157688157053849,0.06589074872851715,-0.06651874009245075,0.001232518329053105,0.3187240479048588,-0.023188500565172417,0.008080911113868387,-0.12824805711110776,0.06943555465072919
ALB,0.04026801701251988,0.05348680223424822,0.08966220403213698,-0.023877102898987635,,0.006267651920723381,0.015349777720440341,0.0003172870876597686,-0.07996688372641046,0.04444040228009399,-0.013376615211866259,0.010215753431026889,0.07616732764176458,0.010839050752233056,-0.08721030202503385,-0.011467667746377494,-0.04810057179946244,0.058985696153061394,0.017011115905072646,-0.06044440593080812,-0.011847170023803913,-0.00469264389378369,0.017327733995305617,0.046506085227969826
CCL13,,,,,,,,,,,,,-0.03194014888125552,,,,,-0.016689428382577975,,,-0.02677873929122434,,,
EFNA3,-0.04781279661806392,0.002703675023764153,-0.07101632328734271,-0.013260038625868031,-0.053709377020695136,0.01735820589241464,0.0008225647191484797,-0.01821734940341105,-0.28574221152578083,-0.060886550851027135,-0.04825013256187424,-0.045059169104279276,-0.04101786233058035,-0.040853980497759367,-0.01964148799367677,0.00444203007540878,0.046781936944259035,0.04481709255946737,-0.06000583382389742,0.016877764095846966,-0.023589883075675416,0.061338562045987824,0.04729302193191599,0.13791398095162044
DRAXIN,-0.025782706500826015,0.044183822448291166,-0.06824858319914581,0.07902336401888693,-0.08507106247570638,0.005717650014646753,0.0622106028676603,0.17134456690807298,0.3160189087965349,0.05114528384003008,0.04208586828427026,-0.022066160048083306,0.0649552562350532,-0.052302574541388536,0.08426814464916836,-0.06502880905175468,0.0483224592126944,-0.07811126259476292,0.005460871915676411,0.1331775796117184,-0.06733478096721376,0.0020406263330376723,0.09491262844713624,0.1928499575790198
RAET1L,,,-0.018776891524797477,,,,,,,,0.00925011718600817,,,,,,,,-0.018461199052139006,,0.03535527060737385,,,
NPTX2,0.12303988886459823,0.0708814889051016,0.11810150643077226,0.014521315948316007,0.15757106225534354,-0.03497525320484083,-0.003032219484765267,-0.18227743328679138,-0.4294155867734511,-0.08942247502608223,0.006867703710435142,0.0752311258790871,-0.03859252892781172,-0.04628633330159546,-0.03183471532128777,-0.10666618072474943,0.03752973982610748,0.024049553321016066,0.0863055468305118,0.1116206100498635,-0.06774359548309054,0.026885315905515697,0.09186349717265126,0.10030763489805171
FGF11,-0.04237856552622488,0.005444791295125041,-0.05849097400879455,-0.018013592863340564,-0.08569586329691849,-0.0064430997021108745,0.025770449671704426,0.12861422065503358,0.4133856315696267,0.010636765315228261,-0.02434498474354384,-0.04306005174810874,-0.041102535751531215,-0.015057638896595033,-0.005127525055864229,-0.10092563932718931,-0.003830494279416139,0.013142922356347626,-0.041973511983917196,0.044539755724829426,-0.028203363904940618,-0.030838879655105414,0.014844368738847145,0.010719936305382033
CD59,0.013296100950570596,0.07519563067303454,0.34073979660415393,-0.0002586006085583396,0.17507628780919463,0.04872697500968458,0.03519370303687119,-0.051034578139900165,-0.2025132777668156,0.0040243572716426096,-0.026390369190650555,0.08154435110452019,0.03171574017201066,0.11624369169997244,0.3170122081608478,0.2656570835382299,0.0782537985672322,-0.010390610996304301,0.11919299912090334,0.08565583108469149,0.013154998299791621,0.07819814322252466,0.08120455261478664,0.23356522912152863
COL9A2,-0.010124777847231639,0.1592362457982109,0.08378254595800726,0.011256207638250897,0.2534443832389103,0.00966578372677428,0.06936016983444691,0.13709553693805282,0.07437370945723996,0.07874108252615479,-0.018412160306341543,-0.0400640923917388,0.03353347549607677,0.05337547559348414,-0.053724618389575915,0.20093143897022167,0.002471553924412509,0.011649794814280025,0.026122714221315044,0.0864404360326883,0.08839223812019693,-0.03003864546478975,0.07961846153285232,0.11191768865509528
DLL3,0.04938677436160499,0.0594707404726581,-0.042363852740566914,0.011449869419404195,0.21686837006742712,0.007211449579132006,-0.042492296704016996,0.22006529340940215,0.21482715433228874,0.01836493063600661,-0.028337832876058875,-0.04650164274034915,0.06988316418055654,0.11533128249628581,-0.36731031810025633,-0.028071626381246974,-0.03266270544683633,0.043119251415559834,0.004335846496838002,-0.10325886392073613,0.11148703398417488,-0.010465618486163513,0.08039700338024408,0.06305173504183
FGF5,,,,,,,,,-0.06515137815146203,,,-0.015502176334022158,-0.029911332346727205,,,,,,,,,,0.10786002594823903,-0.03318947440198867
LIN7C,0.012089424330308395,0.007808513908403793,0.04879594270841476,0.05804955408219173,0.07695902497844397,0.04170433605686208,-0.04028037691001626,-0.045074837875030214,0.17809914710876995,0.05106497503330333,0.03893097652980158,0.0022327607883660555,0.02596844775473274,0.022074870230417824,0.25660021195354304,-0.007858617087440815,0.002496926960536848,-0.0023113250354000834,-0.027155336002167144,0.11904197864352754,-0.0379204083521807,0.05177930567571997,0.05464918795020834,0.11139862591264829
GDF7,-0.0008210445425299494,-0.03404486873759691,-0.009728985683618416,-0.015204324834712658,,-0.05142611746061833,,0.08058460378107277,0.10345331397936022,0.015388410162793844,-0.011777378662524476,0.008669028271088364,,,,,-0.03803229742279542,,-0.015825838924031114,0.03973782556541091,0.07316918686378696,,0.056048288932197945,0.02824859549232717
PSPN,0.04825976746886433,0.006847478884541827,0.056054685436400194,-0.02739416995291248,0.0339377543072352,0.04222361868327823,-0.01226432127596247,0.039723935397069365,0.11362559951418846,0.04995185674954318,0.06545469161242058,0.008973414352083072,-0.0024109732704689093,0.000690101622435186,-0.02421233139080812,0.022537415457114365,0.11462018492588992,0.03400675969621194,0.037950180746233,0.1367226164709248,0.08223347605301085,0.13626414732016298,0.08473406175292322,0.02670436553386818
ANGPT1,0.02670339863878589,-0.004902218187281164,0.12708355202751623,0.038963329505660456,0.10587542947673913,-0.015121370713257445,0.13482603911032864,0.06097948448476797,0.32888907547281365,-0.007628036752744617,0.0036084553771368673,0.04170914021612385,0.12347972172695008,0.016152767369665214,0.08409262290597377,-0.019499576463392305,0.15562613527269267,-0.0471709588745044,0.00875623199882423,0.11680234317584472,0.036285114494789314,0.016724629483355912,0.15015525275365565,0.18243876594004302
PNOC,0.09361192903419711,-0.017906415612608344,0.031118300474569257,-0.03181791334124828,0.1330693959504838,0.009574306285312277,-0.06151737042791647,-0.12464430938837315,-0.3086842524436263,-0.08378376052836439,-0.02345051263635575,0.038796897103176,-0.016758578526983894,-0.019614703452606828,,,,,-0.01682926672481837,,0.004025744553131421,-0.050200039355840796,-0.016220574762877596,0.14255464592443165
L1CAM,0.024884770529348108,-0.041706184585578364,-0.08529300859401162,-0.056015120472245584,-0.006175762120805515,0.033163906847423735,-0.029613870812433784,-0.0939628383191352,-0.2205389615084171,-0.11064451229497609,0.034397109631333946,0.06021527430739254,-0.0029628599653791373,-0.0019424401241753889,0.14326925139414107,-0.09365326468286418,0.06247855648475121,0.01726187067805194,-0.018074401089263475,-0.0026349415111191384,-0.088803768798578,0.14430355444851936,-0.00663305417795481,0.12766253631200536
APOA1,-0.03637781241157746,-0.005638425877321398,0.009251081799153502,-0.021055948755429845,-0.013200139393998523,-0.009839731512607728,0.09102070394740555,0.09437881267151059,0.16032312854945358,-0.008346339689453775,-0.019060556616201874,-0.04131492580978424,-0.021666274443137415,0.025324821700876597,-0.09845198433291959,0.0015399634744549685,-0.003231030525692619,0.04736980943798732,-0.020882737917481537,0.21009196721231013,-0.020940060659061593,,0.086461566063581,0.07312828047985284
PSEN1,0.000316356615967912,-0.08117080895183353,0.12355870476328959,-0.006961110688950663,0.04676669023396431,-0.031453113606499085,-0.039506027835483445,0.07908922145649791,-0.02178801174822669,-0.04427842591414539,0.024337339292554154,0.04189484924065245,0.03854657773215466,0.048395672827418836,0.1719723389355424,0.058310301386518305,-0.07058286037499871,-0.021464799684077256,0.018701481480376973,-0.08585807418500349,-0.006483968122229148,-0.0026661044338746435,0.037451164343622265,0.1333973875421483
CALM2,0.03777643053543606,0.051889584363319134,0.12004285391891784,-0.0491166346068372,0.20518223709777708,0.04733105752652523,-0.05020408257250659,-0.19389030250532283,-0.5539405323812792,-0.0654259898324717,-0.011476244193721946,-0.034658025949575254,0.15474411818698483,0.05064454710363122,0.09013727316295084,0.2653641113050664,0.046149482440689144,-0.00424444153503899,0.019779652244121308,-0.21450282797131875,0.0002735662411001011,0.023863002941400223,-0.09584636379369561,0.004853599837257129
CLEC2B,0.036420473853556116,-0.09256250876181489,0.19248503577006368,-0.02045832415602181,-0.12355406931273721,0.04340711113210769,0.02647370732836586,0.12459612847122227,0.4421349758184161,-0.014458621689148209,-0.0048897917684123365,0.036370281092700074,-0.02349910741255522,-0.02881250808468287,0.2783847038382202,-0.11294845252532862,0.05453889619176309,-0.016437988827816327,0.006115494966879364,0.08625295204114933,-0.002672845324848782,0.009159313644471496,0.14820088199585443,0.044468325513500745
NTNG1,-0.0002704440425574024,-0.06042251869381071,0.087752167326754,-0.031279066088325425,,-0.021458708264523296,-0.00023126339472897173,-0.00030758584213852355,0.10103565818796863,0.02722614719211588,-0.009742953542367375,-0.009506520586184763,0.0015071342674004293,-0.03158391014638684,0.1543449088716293,-0.03750074956614651,-0.029179064959891633,0.041247739924648766,0.045924782407844374,0.08442852895368223,-0.04401771587114523,0.006999533098046295,0.12019744282988078,0.1447379107857169
LRIG1,-0.053025368677580134,0.11238920330267968,0.10389414456809655,-0.05605893395256178,0.1969850477603116,0.018225016429992035,0.08517272262724117,0.023652126142639555,0.24547371570853463,0.05941421671372268,0.05998317175648526,0.021343326490973022,-0.08109045136873635,0.023823930735796667,-0.042903748620868445,0.33685207129719086,-0.06339177393268591,0.06815315598251678,0.08423388871495205,0.2888334719679562,0.20194104008108052,-0.07386087620301421,0.0006639855554028327,0.17052383383408154
CPAMD8,-0.019476283008395216,,0.0034088473274522593,,,-0.03409078915665949,0.06302575364819801,0.010984783060547516,-0.014096374051940313,-0.0323112462496295,0.02990822368035633,0.09503278422147003,,0.005965386354017041,0.01251589956447454,,0.047428789504281484,,0.0053150262229139265,-0.03465428440336015,,-0.05557718298985311,-0.06504604256046267,-0.053295407473042636
GHRL,0.029553564834880818,,0.12448335385159445,-0.019285044034720387,,0.012510510947115663,-0.026760209814108316,0.027457474520496128,0.015313995005950348,0.02755172889859362,0.0932813710142699,-0.017289359158583883,,0.07349122520440307,0.13352546180466518,0.07765454911710368,-0.05089024232957197,,,0.06443992770456956,-0.02906255382722581,,0.016414563422478257,0.05605881365532235
NPY,-0.028572467296681527,-0.06158882764733066,0.12234564067599937,0.02104408191078264,0.0029501161508573666,-0.04237720852034992,-0.07028939626265393,-0.1523793327552327,-0.22671277891913677,-0.021534707198698745,-0.019392069247711384,-0.0023954878929080777,,0.01562165928614989,-0.061056683650688164,0.06813115563749866,-0.03385440585047982,-0.010804840276292553,0.08589798140089094,-0.06698185645182371,0.09375393970383736,-0.055807355684637586,0.10330925021031562,0.05744188906833982
MMP2,-0.043380575497068516,0.1006615202767625,0.23831454547509837,0.05174391590788886,0.22524372330298228,0.03081353969357872,-0.03160726623884574,0.16542227735172438,0.4323840033752595,0.006966696668560622,-0.006880889489601356,0.05658528623946824,-0.13183819606363179,0.0934556321942951,-0.009258619253121042,0.2823177917376249,0.08287248212864062,0.007964342888741208,0.05511774871930238,0.21910601802231616,0.06200972299479926,-0.011443655540836548,0.10249717050144312,0.15173917294433453
LHB,,,,,,0.011330772469390798,,,,,,,,,,,,,,,,,,
PPY,,,0.10611501935941682,,,0.155797159330301,,,,-0.033189214960206236,,,-0.015500937833567803,,,,,-0.011953135223780192,0.014897384392069259,,-0.052455945138733015,,0.00460709515295726,0.031130097904010393
ALKAL2,0.18164665395945714,-0.04449944698684203,0.06270246468275799,-0.012203961760256957,,-0.029259146113515964,,0.035277274220944996,0.021085288559665936,0.010846510095347537,-0.02855844606402781,0.09496043489982109,-0.03951997351552234,0.019867599635234264,-0.034425728681495835,-0.03565841087692813,0.04685601301524002,-0.022560513680019864,0.06138801105950962,0.04001092538673521,-0.07117374999548672,,0.004895816981799836,0.019826766438722984
CSF1,0.0005501293132660208,0.013835179181991683,0.15125238392387072,-0.02497150530252234,0.18092285555514326,-0.036293476988148894,-0.0006265937623075706,0.10766749763954894,0.2612531867829001,0.019475489551686515,-0.03728180439530225,0.07994802221937825,0.008256773428317104,-0.059973264907312425,0.14873328261121008,-0.22312187441285322,0.08464208378936343,-0.0143248691361572,0.037310318408665895,0.18621390904958832,-0.056388357108714954,0.02128244356492416,-0.05497716338592775,0.04351197166634349
SEMA4C,0.004439270903377811,0.08245064596669498,0.1495874722830544,0.037390335765900534,0.13209624575643245,0.01923879748446162,0.015693324074452536,0.12353157487040678,0.05552761856356816,-0.03743300954624545,-0.007713667864623471,0.030896025722520863,-0.05616136580683163,0.027372322699763394,0.03999842829625491,0.01097784608384964,0.08936129564306876,0.037647010662931635,0.0432049472283026,-0.017691706325285564,0.0011659160406292876,0.045823764715398466,0.1357163898735864,0.12157831740350107
BMP8A,,,,,,,,,,,,,,,,,,,,,,,0.07164515034299362,
ICAM2,0.01178417922413528,0.09331986544901383,0.17066578964477627,-0.02054375558191513,0.06772157757755655,0.06895689341830744,-0.013949872201127901,0.1183146645880718,0.30274596123245023,0.00915106332746824,0.139273266088582,0.0645792871039627,-0.004696990850410389,0.07573519628578562,0.06296407255146962,0.1993363317634416,0.1100684763000314,0.0990686454169371,0.06250113395744987,0.21623097061374771,0.07742776510108787,0.0656331874225375,0.12676548963419093,0.05388817848789023
SYTL3,-0.018643161966104067,-0.02251642701476115,0.031172844778894933,-0.011539886921002546,0.023990166661237763,0.0285526647096696,0.07513211744928815,0.04122785858311516,0.24426166744411346,-0.003646979838076553,-0.024197038443985904,-0.03176477046244948,-0.004326014683644169,-0.0064352093048742854,0.015752239273318674,-0.07424386428919302,-0.04355499371339866,0.032930984573540406,0.0012792559144319865,0.03258027063061644,-0.03331225018494431,-0.038171123910753994,0.15776197229980105,0.02093230403895589
