,UKF248,UKF255,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.10246755755607885,0.07829152903419835,0.058744882332951956,-0.013110902015987037,0.011160378600215707,-0.029552014728209248
NDP,0.03301174021773305,0.0379423320228021,0.04755904821609214,-0.0349344835333517,-0.02852128773867508,0.06707183287253536
TNFSF18,0.11529938394868633,,,,,
RTN4,0.0285630989427412,-0.010088795575251327,0.030478776485475534,-0.016485175705847923,-0.010907080668175452,0.0900818812401938
HEBP1,0.06423860307236885,0.03494918967905882,0.04236087557702046,0.007277812744370957,-0.02734655273632355,0.0030622786937640413
WNT7B,0.043502180256902334,-0.03742404671671174,-0.01091775218851371,-0.03250134404225656,-0.010820529395787383,0.03262743556512541
PTMA,0.09724466109257628,0.030862132399607837,-0.055818192733318554,-0.0260089825053947,0.025516059799547346,-0.0523361776501239
CEACAM1,-0.017122072881071346,,,0.02997045819135482,0.030968717502097814,-0.01979522547263117
PDAP1,-0.003860006960770443,0.03565640397462364,0.009562316812155457,0.00042621593042325507,0.04472792988225517,0.029375884414154375
QDPR,0.00972169223344934,0.10264081025916118,0.00010703305534982775,-0.030901766694373202,0.02587575316273273,0.051334153045161646
POMC,-0.040581225293923794,,-0.00831302246684358,0.002099542414439016,0.08691229750768037,0.01456412942906438
CCL18,-0.02136672919317777,,,0.059528136860998455,-0.019353115495813856,-0.0628634449594372
CCL17,,,0.007208657435715191,-0.01292060778286659,-0.024386205839546978,
VEGFD,-0.005023159600398808,,-0.009912034488662009,,-0.01689306913905765,
TNFSF13,-0.016124024623621225,,,0.04654740865903506,-0.026506972009735376,-0.02222871147956775
WNT5A,-0.0017895181658713316,-0.002583332614569518,0.01192784105632366,-0.023611236043943173,0.03524661087251065,-0.03821351203528604
CXCL8,-0.03417615570637325,0.013015929407318225,-0.009230517505429997,-0.06797383304365269,-0.06489876638458368,-0.07406526949557803
GRN,0.06965719582389936,0.08979023986737532,-0.05152589523331263,0.0029490440484789605,-0.014641207052042202,-0.1129593017668148
MIA,-0.0266092484881012,-0.003909419233212415,-0.011272851775826584,0.07756390639399076,-0.04054888249189567,-0.12057057649865321
COL4A4,-0.025661268161331508,0.020904520890819046,0.0406827775166853,-0.034139900235347416,0.03171955990994487,-0.0398942211905264
TAC1,0.004580448727383474,0.028052874099030168,0.03972753280251042,,,-0.034152403253458516
RARRES2,-0.024194106459848,0.014367807998381351,0.011407152633113196,0.008330035181257881,-0.02165418849236449,0.055127319901353916
FGF7,,0.02951884913349411,0.007208166633886098,0.11187214240722883,-0.03820475606669211,0.02647216788279974
EFNA2,,,,,-0.01605573168050454,
HBEGF,0.04474654215421902,-0.010022292761750436,-0.02545505495859411,0.04527490024783731,0.0056430624331955444,0.031129910041421384
CSF3,,-0.0265642479067306,,-0.03720493323574913,-0.07587401075488469,-0.02837915971640727
PI3,-0.02247869997000736,0.017648569261470168,,-0.10489720689419377,-0.047945585999413315,-0.1029587665004839
PCSK1N,0.00260744700684429,0.0524734775143028,0.04645765557137771,0.018227904592704843,0.04583762747992821,0.05626752495894154
NTS,,,0.02637953517131752,-0.03014243297172589,-0.019560862262079027,0.020515339432559603
SFRP1,0.02926544019446282,,-0.013513116794291112,-0.009207423170656828,-0.014274005260449717,0.08112442575868989
CXCL13,,-0.01928878713627255,,-0.029022334176086267,-0.04125175169549013,-0.012700763079912445
MICA,0.04248965471831522,0.06587636282698524,-0.014976113057272665,0.0048112270496499365,0.0014352123822734585,0.06266118782373728
TG,-0.022495175330620214,,-0.009779383843195546,-0.017168257406347472,0.04502476107176221,-0.02335648453725454
ADA,0.002330476009401534,0.047379590506998207,-0.01588250581992169,0.00746487042597861,0.06898676972596025,0.03355082167728339
LAMC3,0.03552777810603062,-0.0060672525085279875,-0.05114574478520186,0.04286943153408532,0.08037279004064289,-0.021534777503312244
CCL7,0.11004747550091964,,,-0.01936501285838824,,
NGF,-0.023335148969070796,,,0.036460640990506034,-0.015839915634788673,-0.025341264624793025
