,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PDAP1,7.165388906474984e-06,0.029837626460330776,-0.04698921518839199,0.0383480849267783,-0.002980061106042604,0.008117632191655287,0.03586899977168746,0.22452971509514527,-0.004511253606076294,0.0006667348290109399,0.026223079689647592,-0.016889623675190733,0.029258715386148184,0.027729650370760802,0.06358983085861841,-0.04692624630770755,-0.05028601625390045,0.018438648966556018,0.021822826428926034,-0.06950138338843176,-0.04608033318648082,0.0028918786273695344
QDPR,-0.008320725997534148,0.02935709652932895,-0.057102803085720855,-0.0018723416938450127,0.03105179387925414,-0.013541620073686157,-0.06848650315003389,-0.21203074449300865,0.038424054553981096,0.0030617352352148193,0.1544905889827521,-0.015928977698704324,-0.002686408752228647,-0.05998707630479166,-0.0011427217902881467,0.042659835912386104,0.07201761823474652,-0.06185394376864984,-0.050801419450892296,0.03527130569043247,0.03630202205164961,0.05880430302215931
POMC,0.019120607034841704,0.06792083249887874,0.012740336738562558,-0.04112742557183683,0.04408360548680714,-0.025764431034951383,-0.04328637284983334,0.036244856507176834,0.009351687998961647,0.02033600164565129,-0.0952374244683915,0.03198843017694394,0.1295341389132505,-0.07478254092171512,-0.067156037515502,0.0700054740315069,-0.031049054178746507,0.022109677390611537,0.012687435571027715,,-0.03779191430474282,0.00400776057103474
CCL18,,0.04523997333578321,-0.03334947807568495,,,,,,,,0.006068088012847158,,,0.02796779741429475,,-0.03907734409777718,-0.01846640205653233,,0.0029087663790120025,,,
CCL17,,,,,0.07370267480524162,,,,-0.0193226830455403,0.0017217637331381373,,-0.020790863976221815,,,,0.009697949684239976,-0.008695827068453815,-0.02599006003008841,,,-0.017723738329713447,
VEGFD,,-0.021617212796442013,0.007101910510045907,0.040588716083486166,0.0228336168633641,-0.03040071012800198,,0.025699143638283108,-0.03784078113236353,-0.013516653208361932,-0.019670540237581274,-0.022282212885748397,,-0.07440179917645515,0.05542040918758578,,0.0030927792224140823,0.009585767201099455,,,,
TNFSF13,,,-0.025166594325955735,,-0.014228802027636031,,0.0750581401656677,,,,,,,,,-0.030999887551629843,0.02279803837827701,0.04866840249018595,-0.022687219916051955,,-0.028879352267938287,0.055072447695308
WNT5A,-0.04589482094948198,-0.022724638450274805,-0.009858087893577967,-0.05896485926356461,0.10257668043528075,0.07425099769257702,0.06709014766924135,0.15707073790251058,-0.020708706034855928,0.007650186573515005,0.028113388770650265,0.004586591813975434,0.039361922295476616,0.027366189510813276,-0.002349497053431604,0.018344385622769438,0.03711424356798353,0.06347943224276616,0.08856508375337746,0.041477488249712466,0.02231592355941074,-0.041889844270440346
CXCL8,,-0.0821625686140452,0.04513223864225984,-0.03640617771013677,-0.011172886788798344,-0.020334972602634897,-0.00636979491317663,0.09586039976053351,0.001495983711641337,0.08135221781056304,0.08240716884032447,0.04369623323460632,,-0.01804650979617526,0.032423907462460155,-0.04170384304807229,-0.09734672043600086,0.16669868649975791,0.023070096266955883,0.05543381977220266,0.08278622391465124,-0.04063163259282144
GRN,-0.04390056671901349,0.04152578816419493,-0.015614581813303337,-0.025953700791603734,-0.007763771397486585,0.060245127977914446,0.023546128162041702,0.17032649355743792,0.024198790059907587,0.0578142443952619,0.0373574811643902,0.02086316537860146,0.029389750645612868,-0.04937533408362521,0.11961364971948726,0.060397957837153855,0.0005848932157044399,-0.006741157904893593,0.007979523586908443,-0.08063934473492561,0.09515731192439397,-0.04051461402159201
MIA,-0.02666311296512604,0.008565195062705368,-0.031371052236106,-0.025062729965130034,-0.007211793493320094,-0.008982419123632937,0.14163224090028492,0.14981446151418734,-0.006029834457792622,0.0035206197650999873,,-0.030516511686485993,0.022065263204948723,-0.020691467713497846,0.02872840013398522,0.1003963571756247,0.09863404059550797,0.004708758030568332,0.030465748361812754,,-0.013273402808075353,0.008894527468297875
COL4A4,0.03476093074283752,0.07929319179370714,-0.040052452212191864,-0.01037716009670619,0.004825530939324824,0.023714562472864527,0.08153467437687066,-0.03661743342544297,-0.03708126008616947,0.031666964559756795,,-0.007010911225466767,,,0.025051083851867502,0.09496894415180428,-0.014906041611773618,0.05207755609144624,0.01828082863849979,,0.1250238888847563,0.11441226184861716
TAC1,0.12166115749693593,-0.02970295754222746,0.032643053997809555,0.025850336385016614,0.015141902175317551,-0.06789949984591119,-0.07139797120842355,-0.1461238763744111,-0.014092823083148388,0.030746184784202768,-0.06727887298139504,-0.05246120229491444,,,,,,,0.007251808824329547,0.0221961928639529,0.08447373695647656,-0.14322286218360278
RARRES2,-0.034968516718696656,-0.03581037076168287,-0.008000800148379788,0.04700795661052317,0.04381777878817013,0.04987612522409688,-0.0034396802357811876,0.2383724213227396,-0.02703276012817617,0.0008863144467372788,-0.06669244006419993,0.0010550578886986727,0.03448393840514194,0.018341879338157906,-0.050368140266677255,-0.048455743011547876,-0.014553439717868936,-0.019611265090558435,0.029917132049071805,-0.00658939562553159,0.06806210788686025,-0.05966114272309434
FGF7,0.0024634152178068867,0.08517290514436408,,-0.020589484861644698,0.0403808718176667,-0.015881320837380884,0.026579604899705827,0.05280500518154231,-0.038050416730483885,-0.009896447224841287,-0.0334837059443046,0.0680929061387975,0.059099388034149755,0.04917192058764984,0.07085730633418097,0.053715858920626226,0.00814175337747646,-0.056732218244023476,0.024977521647802793,-0.029198164618055196,0.049563662744621206,0.06408446205156992
EFNA2,,,,,,,,,,,,,,,,,-0.026213858031092642,,,,,
HBEGF,0.07415684188604448,0.05226235690825522,-0.05630687781520743,0.07431611182134193,0.020158499222763825,-0.005273846583386718,0.1009230735735635,0.07750883370129716,0.0023281098869331893,0.03257497770642605,0.025806271743261805,0.046581246010767983,0.00577361817697586,0.013834805553594407,-0.010839981730822637,0.025760449882799116,0.021545059876876764,-0.017839563756030186,0.026403788354249978,0.09595585004481207,-0.017030060129044747,-0.01093536432362513
CSF3,,-0.03477581686917581,,,0.02513284015257538,-0.020587886448823874,,0.0004561935727069323,,,,,,,,-0.009276410982373789,-0.06049806453826655,,-0.02896453256459354,-0.027977436045703272,0.1352435930447741,-0.04760830946524683
PI3,,-0.03397889718303789,0.03672294028841122,,-0.02820497589917679,-0.057583055500874995,,0.03930749763988039,,,,,,-0.044321397290280236,,-0.07111238691213696,-0.08209996539316364,0.06686546503646577,0.01218032424639295,,-0.04054276787562326,-0.05785271547113872
PCSK1N,-0.013345983237275072,-0.012886958552747612,0.006303047049755623,-0.03998921780254288,0.023629979729753944,0.05944773977287017,-0.03899352386489796,-0.05227785303089586,0.016765169005329907,-0.02653105513192055,-0.08124370017657619,-0.07361327342609136,-0.06589342076444969,-0.05389319397671087,0.10983538354547685,0.03802246518770303,0.020125828999991165,0.0030475044210012915,-0.02259325224474318,0.0002720007695051022,0.021745042331526895,-0.013493861717984676
NTS,,,,,,0.019871530860964264,-0.01848183093065983,0.09845744614476683,0.026936152867723676,0.06762386216218474,0.037818599731357865,,,,,-0.03487499292887146,0.05874801246508175,,-0.014340272939017455,,-0.02763345194525295,
SFRP1,-0.014174767043815553,-0.007372155665565622,0.011849220585647432,0.00285033125281203,-0.02396305851282321,-0.01387005476462356,0.11693626297190694,0.04569791233988023,-0.010734330050573879,-0.025530263644077705,0.02314534895199417,0.020950026858263818,-0.023852103807308213,0.04019039594436878,-0.05522902598107557,-0.02254988334964049,0.07771908033112095,0.0019403579119442673,0.0546186137946993,0.03381348503952432,0.08336263632710399,0.04271998353046559
CXCL13,,,,-0.023630129544348944,,-0.022775187087192166,,,,,,,,,,0.12598903742904602,-0.009520491859394119,,-0.013618250955319749,,,-0.0349392640430553
MICA,0.0064134520790078905,0.025094580580782146,-0.038596650692182224,-0.011515794057390416,-0.019731060629150313,0.00960626863046209,0.10581411214080365,0.15585157023341792,0.023771821654523958,0.007362813244175389,0.04197749403562643,0.07961153543668538,0.018133067357808418,0.007897510849886047,-0.001951028122083686,0.028044827000233395,0.06528391572302375,0.05425704462266496,0.019931214677892113,-0.046540936770896726,0.0030422147189268865,0.12327660335864006
TG,0.07665677197793605,0.02887694282645838,-0.03970453065271278,0.010049183293626156,-0.03591958492003317,0.031897631044908156,-0.02133290494995877,0.04987469867799057,0.027761822583111113,-0.01321477403767721,,0.0019197659831633384,0.11504281666501856,-0.060393088351045364,-0.03882889405020506,0.005470510792609202,0.02641011304498373,,0.08489202350976922,,0.0008954394591756326,-0.04022371023747157
ADA,-0.005041278697153348,0.008592428047283987,0.022167228816932432,0.1194394404231447,-0.0053756617779789646,-0.015911674665402553,0.1458205985056271,0.19555081667279986,0.027627250586271475,-0.04023642230342884,0.051204252290325575,0.022122006649411045,0.08779601149710788,0.026039897437648393,0.03944336703806714,0.014763182935550033,0.10659725597191715,0.0009534634066638369,-0.0077257995146745315,0.04236402421053549,0.04459723742982429,0.007712580649699221
LAMC3,0.022341129329628152,-0.05297499871086604,0.0016739066168076568,0.027291505654575186,-0.05902339115092196,0.018157689235420233,0.11398949389333549,0.13304907971335303,0.019961120206678614,0.04893969491340423,0.016679133087938017,0.0513030509276018,-0.05089429999162388,0.04867053618996132,-0.014430235242996123,0.015594414596670604,0.08052910335011444,-0.0603025091825712,0.08004288784389821,0.058995637352770344,0.028942797407300085,-0.0767988495414519
CCL7,,,-0.005221089983053827,,-0.025969802507410503,-0.04556860708786696,,,,,,,,,,-0.0008124332294621842,,,,,-0.019554250803488365,-0.08459180373496746
NGF,,-0.006648070548590336,-0.027119007718880313,,0.03388825617712591,0.012250684319323451,-0.0026016193267593577,,,,-0.03194805724980022,,,,-0.00854263263637427,0.09832216244840238,0.03856582431709828,,-0.018885782289789002,,0.07316132549142476,0.003525176820809049
TNFSF15,,0.00039785887726176867,,,0.03167933632805637,0.0014352613139845993,0.020761160947949928,,,,,,-0.016096472794925258,,-0.011827704577626245,-0.037149986545232064,,,0.06622670734051397,,-0.007701085218528539,-0.02033065456360627
HMGB1,0.044918122307040995,0.02140970884061824,0.012023945540223145,-0.023100745116475755,0.022792926275103566,0.00494698499088493,0.08381091551291875,0.1941256735079723,0.02195475567292214,-0.060568626437443616,0.014600915248818555,0.05098254490739005,0.05332767084844257,-0.06413740148364686,-0.031074868724698897,-0.05275702951044695,-0.002542273457521394,0.0015930035952834475,-0.0003569993289005372,0.010315405704311513,-0.07991090183019327,-0.011016522198044396
ITGB3BP,-0.008692148500462604,0.01579635611385075,-0.005808601880992167,0.0007322136231728578,0.02737805907186282,-0.008123702398325798,0.1319492716494873,0.12733906590754937,0.03466472748895671,0.02547244832461653,0.03350878280016487,0.009623138562116216,0.039461653102188896,-0.054264880613071186,0.03424457340785608,0.03997811099068986,0.008612611254196397,0.044716202500083006,0.014173727454252615,-0.005509610996487009,-0.05115769944423052,0.026194615319379288
AANAT,,0.0009799180047665456,-0.008370269323921885,,-0.0018278465303645406,-0.017255228464311802,,0.07123372232709621,-0.03217935036883582,-0.018779991547471245,-0.030035872294078957,-0.002517362732844638,,0.06492860132322523,,-0.020682728134404374,0.03729964380039299,-0.016879975686829564,,,-0.02068921280494219,-0.034443398549247675
RELN,-0.0195579080592138,0.0024998692042550673,-0.028540610490915053,0.00023508658279003684,0.06538326970111866,-0.022516509631696602,0.008675258718991462,-0.08879765035305112,0.013911187720614752,0.02605565916265258,0.07371734062462527,-0.008963783277689569,,,-0.005786199693703777,,,0.07300364389057987,-0.021725715538800715,-0.05072368183620005,,-0.056479207994997775
IL15,-0.0007151186982792608,0.0736923788430462,-0.021756845636419754,0.005570885029699303,-0.008582251987571232,-0.0120340013950883,-0.017588498085613954,0.045215251727674086,0.021896083184951468,-0.0028270537183050213,0.005325623065603452,-0.0119977844809196,0.1099707502472998,0.062467899727561504,-0.04863979931246022,-0.05404666742734221,0.05974087606030045,0.010415533950366635,-0.007380159448919179,-0.029590390400816263,0.029979064011756366,-0.011878707013019895
UTS2,,,,,,,,0.11861007205387425,,,,,0.16313098078413676,0.03019003563230552,,0.06446395195074694,,,,,,
BSG,-0.016990269422181122,0.05978285750196492,-0.029619061993892616,0.03890476662065413,-0.002849277229066659,-0.02842458296567898,0.07832971112073317,0.03898434226994966,0.04472619839060486,0.028138933034841662,-0.012599138800167222,-0.038720015413302875,-0.00468834259905069,0.025404299233127876,0.027699619709774314,0.06779700829515396,0.03035256676020509,-0.008406412208707616,0.008858066663402995,-0.04080537064298748,-0.01908086459361671,0.026404134946391086
ADAMTS3,0.005665817763991382,0.015607161599428017,-0.019072750439378377,0.007327274766728923,0.0325426141426887,-0.04529094083274039,-0.015222813878705933,0.23034748956774884,0.033067014872713935,-0.014677561493103806,-0.0007547390497182126,0.01246672027891821,0.13593992806959043,0.12958703196311327,,0.0007820172492116331,0.09538859719164947,0.0585850508595592,0.020165792676816535,-0.03402029331486715,0.031163002508873824,0.0313828330469978
CD34,0.029890134958303793,0.029931823053609963,-0.04511780286351161,0.028263525385905642,0.006288480810213428,-0.028486132204902634,0.07455939620753592,0.10800562699073928,-0.030778064910875317,-0.03071123809036674,-0.014755880747507612,0.04447421418170528,0.04247173111309316,-0.013151799235406336,0.02678966240674714,-0.04099347542678573,0.021027486515516725,-0.011458539569381237,0.053329750846244924,-0.06497767513036037,0.07217857278286152,-0.02854628692305989
CCL23,,,,,,,,-0.039761880212527405,,,,,0.05336664398618096,,,,,,,,,
PLAT,0.018176186584575954,0.024292232676992948,0.019675405524234506,0.031217974824158067,-0.04135542559751952,-0.01420560474384109,0.07971293495916991,0.202747672424798,0.0651185432413986,-0.040197704247991344,-0.0064623269932470515,0.04871523410667528,-0.056447519570434534,0.12201653244706766,-0.07621903821313812,0.023466785554471594,0.10107015143578453,-0.0310385427390997,0.040198194454122385,0.07457063524659965,0.06336729120916894,-0.012279528333079215
NTF3,,,,,,,,,,-0.002896327285437368,,,,,,-0.0003319801492537484,0.13696494218605504,,0.048488168277934056,,,
LTA,,,,-0.027146098075671952,0.04585762234937363,,,,0.004644862852260992,,,0.0009813581371223487,,,,,,,,,0.06272862493901256,
CKLF,-0.010737316048233279,0.11223090706794599,0.03199216952135916,0.010709077342914337,0.02703536962843221,0.031802144239018386,0.1010075486474352,0.21129448030216544,-0.030440945581093712,0.02580134954695883,0.051162743353781445,0.04750785126149437,0.074814360245084,0.019726815809899278,-0.04699182308010637,-0.009845624800375504,0.05979949759597146,0.006727409843195941,0.03663409300146385,-0.062357693070785716,0.02198932869211154,0.13821638212090886
CD24,0.0006558211327827401,-0.06780993270806793,0.008695989670757848,0.07584059286849017,0.045312608237936536,0.004221476889522783,0.09932683417624344,0.03693757463603155,0.013186122465935953,0.061616758974062866,-0.009820700633929673,0.08062748582814175,0.12288814316651869,0.031206436921088206,-0.01238928888023283,0.005863115357468755,-0.031506778259198745,0.06503220157389408,-0.05511296596614413,0.0767864686094513,0.006638754312266688,-0.1044496715189862
HSP90AA1,0.009715417351372742,-0.027548506438523454,-0.03512642954564137,0.03256102878014735,-0.013186843424872564,-0.08927302719301163,-0.0848292260976926,-0.196186242611747,-0.0006862830730477954,-0.005997745612098826,-0.03877730511296096,-0.04843638589122773,-0.03203287835933125,-0.1664113864980159,-0.05679987608256667,-0.1219379525344532,-0.08656218338484883,-0.06398141233656794,-0.02143147877732519,0.15305096316678224,-0.04816419388464865,-0.11456108273318766
BMP4,-0.02427899038778774,-0.017357811282159765,-0.036314453573173845,0.029761356512664417,0.02290808638401416,0.009276342858123376,0.15779467644766096,0.05449584503579065,0.008002208966726569,-0.021123417498112942,-0.024560206796979407,-0.02204026520416282,0.062128998178046235,0.12981086837232367,0.023733700420927577,0.0540769922469706,0.04954409110035442,0.04978208976406836,0.05777097690292304,,0.02938725599541074,0.01270951843724265
SCGB3A1,,,0.04598714184865214,,,0.0043932832343383105,0.04204791699291531,,,-0.024089305421972188,0.1338640435927745,-0.018048757551166007,0.14156908725045872,-0.03511396937632032,-0.07027618275695185,-0.04218109055719007,0.09855303690433828,,0.02390356389124832,,0.0024872837932024016,-0.023118979876476195
IGFBP4,-0.006563410786141263,-0.05656706689467099,-0.039379330379230505,0.01942425268362664,-0.06072134471514837,0.009224658516074341,0.08880229238801468,0.15494009611922063,0.021657864592385664,0.0074945977892564315,-0.007777719448701569,0.03948492382313399,0.021903911436769504,0.008880786664983754,0.04351047437457853,-0.041049428221073186,-0.006788399936139369,-0.026174861296330832,0.0731886406007305,-0.04390040980893375,0.0759303350170233,-0.08446041975660859
RSPO4,,0.0361996845968297,,-0.036036191747775025,-0.0038817328836569043,-0.0232053329146749,,,-0.004605560912646133,-0.024089301898366333,,-0.017204500164494024,,,0.029102456581236776,,,,0.09511204812986881,,-0.0018416423306364595,0.026848136316830175
LEFTY2,-0.023358159593538586,0.05138174004138827,0.027114001226516003,-0.014851322086930577,0.03645705493845313,-0.0013849111691583184,0.05651842591600983,0.16079091933612483,-0.0009569972853980873,-0.0036761856508897616,-0.015035127944062003,-0.031930942826093885,-0.006026013504850288,0.10256106958435776,,-0.017510549921256564,-0.03014122696647323,0.01712400796292143,0.055601016591877564,-0.04581644435073398,0.03531077177544964,-0.08893276745399384
PF4,,,-0.022005168647199147,-0.024693065740443606,0.002439792130746877,,,,,,,,,,,,-0.024026815755434482,,,,0.01833339800710502,-0.03402255614924088
ANGPTL2,0.009582786991066775,0.029058895247375677,0.007167043328257896,0.02150439054827224,0.020780808281235845,0.024861307797480317,0.12205845803566352,0.19521613480655783,-0.04263830292403068,0.044043982218737385,0.01406521572652804,0.06287323613862646,0.014769977222170974,0.014057377616013193,0.08922363804775665,0.05044880853348016,0.07947451233400514,0.026224609066015602,-0.013613272372111353,-0.05014686193246904,0.019496044495341286,-0.024743726796464003
LRIG2,0.08548334546595873,-0.013983482516995615,0.052076369496684365,0.05248053641582776,0.029649342618759934,0.027276707841267636,0.10679280499019386,0.12622274096729086,-0.04298452655874384,0.008040128177050848,-0.03216153290703722,0.07003960563974156,-0.00406890671803704,0.023265352139053917,-0.0025824871257789143,0.00804070831483814,0.016675134965498366,-0.013745158781819224,0.014538428966651152,-0.08169367646312532,0.0394189636471989,0.009998092069878341
ICOSLG,0.02279335370133286,0.04146881295243465,0.005772321170965262,-2.8435579365713135e-05,0.010462182406172011,-0.018024988128680607,0.06183823297941983,0.14515513215909673,-0.03957527721074893,0.00843340692037249,0.0676491117067273,0.08564106969303624,-0.0020239025771435905,0.010962224787237244,0.08583578057735672,0.027461156217158986,0.11674719850715481,0.08362993593892168,0.011820930029223726,-0.006065501235166903,0.004484914864973148,-0.021578380057424556
WIF1,,-0.054970161340663334,0.050892067381182245,,,-0.031780203968923275,-0.09582539020747467,-0.14219154810792994,-0.027815583486613345,0.010226229912158453,-0.07318393742861563,-0.020541550049045506,,,,,,,-0.02338414178933258,0.0704531057195255,,0.020741102748012188
NPPC,0.0243516785146638,0.10142406911634172,-0.00392798869729566,,0.056407695081055205,-0.07289022752741958,0.01040283415196605,0.06073230518656939,-0.009252761614773767,0.003961739040827129,-0.049736776419289204,0.04105239119593438,-0.03050613959576979,0.014523357250973855,0.02577545203030475,0.05004232503104129,-0.04546034616714415,0.005085838414236004,0.02027008324297735,-0.008452184271259551,,-0.05293826062447211
LYZ,0.07416415154798588,0.02461746220030991,0.019358650008224,0.06232859840077501,0.0032372441382047764,-0.0051547064941714835,-0.011360189742633373,0.16051241101051875,-0.0072028965025449304,0.06896519002557835,0.007774462569554386,-0.00811249640748125,-0.01642966824690289,-0.023475563765094534,-0.024248387260075673,0.03611812598889366,0.06302095539691159,0.04595087092906897,0.009483725128254268,-0.021134709045417796,0.037923029223788485,-0.03366077661664206
EREG,,,,,,-0.040088010176501924,,,,,-0.03286521446210415,,,,,0.05180573924662492,-0.0057324875726243165,,-0.019411693518119933,,-0.03096205485448401,-0.03917004072450734
SPTAN1,0.017816987174585807,0.054709453609832696,0.039926707593756904,-0.0674101720888423,-0.02084640766670712,-0.010626944440560261,-0.04932555030140497,-0.014541885069699492,-0.034616540453301196,0.05253421988072607,-0.06793818547372549,-0.024058365029922427,0.011674307007590099,0.01564759483366498,-0.009020414447955493,0.03984764399849127,0.06415108067355121,0.003712035189249114,0.01998625164296914,0.032158477712795064,0.030800265730826143,-0.03715042243720032
PTH2,,,,,,,,,,,,,,,,,,,-0.03003782392441173,,,
LIPC,0.12785262923424132,0.050539137619312974,-0.0021351642941131463,-0.028500396458476056,0.0029625432166606913,-0.030654593353297076,-0.027275250604577257,0.05809252405023257,0.013050391383359616,,-0.011845803355255325,0.0212889129725535,-0.03234863830715269,0.0002512473799311589,0.0016020674318384365,,,-0.037437091417876205,,,0.0008850712439062378,0.08816543180513053
COL8A1,0.09290483369202782,-0.0056659400600908945,-0.00882311047174722,-0.04816539634097422,0.023636244285675508,0.08536945149070209,0.08485420316393426,0.046931067332191004,0.008540773421664994,0.015254784096824011,0.012565984745165668,0.08916410164951165,-0.018483640937548125,-0.004135086848915881,0.05506123539590941,0.053911153719933415,0.012265103694149439,-0.009709969508562007,0.024205532913571227,-0.06381889692569322,0.019733040555222146,-0.013016191336428486
GSTM2,-0.05213447706922796,0.11265475700637989,-0.012074263364752967,0.01064750613341292,0.02098280671507589,0.002656617059804312,-0.01487344346858288,0.07865580269624733,-0.0013660314992932346,0.0348164858750378,-0.0412255573649487,0.015339962731172026,-0.051732248078050116,-0.020928552267688378,0.06949921431357023,-0.011125348195306473,0.012861139225360611,-7.502207571097842e-05,-0.04530104561844032,-0.03329310615268194,0.015689879416188622,0.00921126400911495
IL4,,,,,,,,,,,,,,0.04409126504614306,,,,,,,,
SPX,-0.02672317749683425,0.13634673575809658,-0.03562535061903446,-0.014789231783717664,0.06551456971513418,-0.027654110249339746,-0.030897562378979355,-0.058208823680646685,-0.001949264354729297,0.038822446278576776,0.00862303476362193,-0.030758479396823035,-0.040441739945647946,,,0.018713995837990247,-0.02983236283401406,-0.04831766096833314,-0.027795045136267765,0.02928987578348897,-0.024463732930086975,0.12438723420068712
MFGE8,0.002553293467640478,0.02492886268360164,-0.05982252927700456,-0.010803777383865221,-0.032643284682257176,-0.0007818169690166997,0.05905917408439184,0.08168597892182534,0.055132778463033126,0.007655897075757672,-0.07517979046447357,0.013849552130562456,-0.011092822741308331,0.09702678445966342,-0.06512364953191824,0.018626494286362826,0.04292205963307068,-0.04125541002317655,0.06462601561531084,0.051472806674432256,-0.013218212199024724,-0.013178036167620926
TGFA,0.04599720450982581,0.010455372308329026,-0.04568367172500136,0.030426247578860286,0.04271621789515901,0.09379227192279793,0.10190104523700817,0.021115202840716857,0.022978951213197908,0.017661583288142733,0.0626206366306476,0.04806822347004483,-0.039862560558608436,-0.08228281870373412,0.0606042227800019,0.06208680386362207,0.08520831913362516,0.05456839791689822,0.028625972288795373,0.05123045094559952,0.08583454188771573,0.02551078920791348
SLIT2,-0.0055363912144901165,0.0016258199404464615,-0.005350367224432804,-0.008310563645326135,-0.04403127114469564,-0.06388170164955843,0.010880907404820573,-0.060301045610388966,-0.04275055290250582,-0.02237259843798386,-0.0695470906199042,-0.04633209634849724,0.05042728091117523,-0.08169649904629063,0.03991983753809351,0.02205028575781233,0.05853550968978988,-0.03415713798425131,-0.06519031848966368,-0.060934933761945705,0.028704316329492035,-0.009924062198635564
PLTP,-0.0261849285043893,0.04314795500985144,0.0008782945836429284,0.04606239019887195,0.05151256166547501,0.039637827276209896,0.040854351471461096,0.2206873002783582,0.002284096669729086,0.058892467684543856,0.05346022254745594,-0.011489457009726613,-0.05258297776953872,0.07505637372986507,-0.036529677276158044,-0.05810935031238806,-0.0237052296156931,-0.034665864839621766,0.038844944769862125,-0.01396588925243293,0.021289719780522687,-0.07787049854455401
APOD,-0.05453097443939645,0.013810857663131169,-0.049099314888890674,-0.05435657474036185,0.04067101312513881,0.08867639432782887,-0.027538553330259622,0.09515396919623029,-0.010883029039200577,-0.03135127849345354,0.13349687219802006,-0.033293163561615303,-0.053500021801837314,-0.07429809274372946,0.04246256351516712,0.13102405947026194,0.09292624508509392,0.003410248302260837,0.07059867226062348,-0.06852366882558705,0.05982914060422267,0.054654894461096566
