,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.019515427672134086,,,,,,,,,,0.011334706188008258,
BMP1,0.10259504182976317,0.009610335946659016,0.011333597606633876,0.05876309343551297,0.013609008613412663,0.004898102591351187,0.08366661631991704,0.06926412297554115,0.06501124933373338,-0.009937881128508973,0.01829748742159198,0.00462379361999805,0.082501243498102,0.015139768184003036,-0.017831478405289824,0.052390572163935605,-0.042878226932102116,0.036800785451674804,0.05807840191893611
NDP,0.03203857348743042,0.07082865339808302,-0.03975350073871861,0.08465331024763853,0.08357305089079647,-0.006143690431368469,-0.01918906575134246,0.017376075920552393,-0.021043594519085964,0.05293641476999736,0.045615165843491644,-0.04862112857736384,0.05844444001069487,-0.06756379183788516,0.024813733152755913,0.057194515834494704,-0.0013899141009382555,0.05757601909528169,-0.03947350424750186
TNFSF18,-0.021153800663678328,0.03774695650267581,0.020314872206627067,,,,-0.014769700135620012,0.023368642751666658,-0.012490943433128092,,,,,-0.00620897545765167,,,,-0.05099711181724116,0.07900471688171594
IL36G,,,,,,,,,,,,0.06703257555807833,,,,,,,
RTN4,-0.0840890031765235,0.06190464126309145,-0.03127948527708401,-0.06872216645598431,0.00014110506864793406,0.01090630837485613,-0.02537584477505039,-0.0695001521572793,-0.017236346517917885,0.03152944965208083,0.040575789797419215,0.01138374957062423,0.09585310066809395,-0.031516817420422095,0.018182324868425054,-0.047991151735177984,0.071712228828182,-0.021493801999797817,-0.04513600319625462
HEBP1,-0.03509762730742951,0.02400933311468935,-0.00964167063364695,0.04733534310521476,-0.03945538622954088,0.026944281919687427,-0.029987766916914835,0.09912714034527323,-0.01231109122850212,-0.003922758083800399,-0.016640380438997425,0.0071257162874061725,-0.054914754736254144,-0.02745853548026121,0.037258680137659414,0.016528526203802178,-0.03638212656801291,0.03383590464530582,-0.03637923054133913
WNT7B,-0.018635835829239524,-0.02562251538101911,-0.01722763696686439,0.021654519146957436,0.017301937845829563,0.04655664305346133,-0.008888476446397882,-0.04610816143354463,-0.0047682622472456975,0.004793720499610262,0.07930032616385846,0.04324560895386549,-0.030749929676109355,,0.07674183737495197,0.006777870274690641,0.0005936568731690693,0.024738258464260775,-0.009639871709736342
PTMA,0.0030241643798125458,0.06456589138182434,0.011117190269186722,0.002191922489239386,-0.008971408590853365,-0.030066101006662065,0.054586168015946124,-0.01152573536385365,0.0014035144485866511,-0.02203772745295146,0.016778171937817127,0.00857891762997837,-0.03688803674737516,0.017801756391088386,-0.0884827873212646,0.01741452229390665,0.03904186815755066,-0.0504104942177995,-0.028581203165349466
FASLG,-0.01863584109754257,,,,,,,,,,,,,,,,,0.054711842669015485,
CEACAM1,0.009832452401995867,0.03704185751112228,-0.013221175199477332,,-0.011181547737359904,-0.018762225391423196,,0.07550866258528814,0.008159183641161772,,,,-0.04037140582959218,-0.004952729216394138,-0.03459406414338495,0.03385854471641905,-0.026076867451288947,-0.013922994286379541,
PDAP1,0.010088072331547899,0.006960597992188098,-0.022639689734138067,0.05354820670387687,0.048995340809233304,0.03450157482764595,0.0037374687890108266,0.03725028347017622,0.0182507005938172,0.0012151057248277405,-0.020245130248226394,0.013092757430031111,0.05756832333816146,0.1064264845257369,0.007305014031856734,-0.021507570068815214,0.06541143816950545,0.019370692693319442,0.07835914547766387
QDPR,-0.0570747727689283,0.012832979381850464,0.017751439698479612,0.06397124883009538,-0.08218051407677361,-0.04268704460544111,-0.05280854296899671,-0.06324781334193917,-0.03126940729633854,-0.036832859184270685,0.008840022407034723,-0.005306783618591838,0.06657097615835114,0.1345790012406711,0.0932276731288694,0.04360481625938501,0.024456042419546797,0.0222793417691877,-0.04948409094201856
POMC,0.025872759131186234,0.03300624593153629,-0.023491918988836902,,-0.012285328766610515,-0.00718054716007894,-0.01691466611185676,-0.04120898347997633,-0.014493502999262525,-0.032549361571705536,0.016330567297582883,-0.04191179836111911,-0.05682346244881241,0.24115399830286352,0.03638515782117609,-0.007508890518706536,-0.006386726027491538,0.03178244567507124,0.03894158916005644
CCL18,,-0.03814950923985373,,,,,,,,,-0.02812209432132227,,-0.0033007139296128275,,-0.015325383632418208,0.030661032357917353,0.028314348512741595,,
CCL17,,,,,-0.01742046431955602,,,,-0.01557863837309846,-0.018444036578162522,,0.07672360350375257,,,-0.02454281410996089,-0.040005110116907376,,0.08280552614389133,
VEGFD,,0.05356079844775772,0.04918073397736846,,0.06358298277564145,0.12405669916079803,,0.0026788875102194366,0.05101403431914394,0.049184378325938784,-0.021727877030370202,-0.01915230827736699,0.07147295380618222,0.09000668807507234,,-0.027712760876666392,,,
TNFSF13,,0.04270814947692689,,,-0.019430471090054763,,-0.01432352799829636,,,,,,,,-0.00849477026517388,-0.03414193187751436,0.07162845579613601,0.02583760896582644,0.06367566654218239
WNT5A,-0.0197470455082628,0.06976093572674993,0.013060673686402374,-0.0031851982919376383,0.0567662029655016,0.06373745893651171,-0.012848874952778927,0.05310779417685182,0.0018504076536180285,0.032605568907485845,-0.004830315730098012,-0.0219411500121813,-0.038221532111576584,0.03439245124940706,0.0027070431754582912,0.019715880311002684,0.004853329018889194,0.059987542408503396,0.03597183765149509
CXCL8,,-0.0023588124286584213,-0.01773118559804074,0.017252719983186365,-0.0742046516395654,-0.07182099934511234,-0.02037428956564548,-0.012873295121110897,-0.0067246810760158565,-0.012598722175773855,0.015029143662240669,-0.03330495081855155,-0.058303009964246304,0.04866217724097982,-0.03545109769940992,-0.0669211042616013,-0.02098552631378479,0.011976992488837556,-0.038223906145006356
GRN,-0.12585476692297567,-0.0014549025826032464,0.02207371272915995,-0.029089893219510006,0.024252064795869305,-0.022631393436995852,0.02813464594646277,0.03814555690339845,-0.03053628356486644,0.013358627781482921,-0.036830868033165376,0.017183172310999775,-0.16761106563586672,-0.024459747674610132,-0.032788879516181396,0.017478358155818524,-0.0639664651574902,-0.011450902310179494,0.06200618636597722
MIA,-0.024392708615258635,-0.0020055105377155768,0.1931238300645521,-0.02889582617646721,-0.01006871598627392,0.0021764557425263107,0.0035211850028392896,-0.01176008022694843,-0.03062001979513197,0.05824620769546692,0.022190270062768712,0.06525473881437711,-0.05092226753637921,-0.04903038195771021,-0.010099850849581588,0.107487534127166,-0.006892810916661243,0.03317038800730153,0.10482461642230764
COL4A4,-0.021582574756096526,-0.02999536456200105,-0.02832147821449923,0.016531762206706137,0.05210309365015467,0.09350707313399752,0.09259083509397094,-0.019231005435007543,0.08535857152487356,0.019508766883135187,,0.04038051147833022,,-0.03490649281554315,-0.014539797680145112,0.049913822360030925,0.0005677681383044453,0.058005806507764705,-0.036990973125111036
TAC1,0.056133164403998514,0.11028644903835838,-0.034323112657729,-0.002949067618651271,-0.006362399615662871,-0.01403764663042784,-0.011736054718981568,-0.030433436959954863,-0.0017503193458583307,0.03510279565950628,,0.020223928968949662,,,,,-0.028487415387202855,0.009398852848831024,-0.077655056141836
RARRES2,0.12290676143944206,0.019032360401549365,0.06895078824457768,0.01552495841079795,-0.017987599961831285,-0.04891084379000627,-0.024061141454172034,0.06163525564829202,-0.003879674773748018,0.021260910689610526,-0.00461564399543468,-0.040875779336310245,-0.07167658508535785,-0.02660829737351172,0.0027591302658216106,0.03415951503908534,0.004938463239727945,0.08039246978140294,-0.06045774380519411
FGF7,0.010573872935647521,,-0.02137354595762841,0.029897615433181028,0.03342961468459783,-0.03437024542433068,0.038568451718871695,0.011201390227705008,0.07136225317255211,-0.015648246857522977,0.060471568584705024,-0.01706458622827558,-0.015225960190040806,0.049539775126668364,-0.015352138418681965,0.0209119198768196,-0.0004244220392459276,0.09766526182254276,-0.011836063915980749
EFNA2,,,,,,,,,,,,,,,,-0.010225301993706722,,,
HBEGF,0.006427539431995858,-0.006215741785239786,0.012597422711163835,0.06159134852993956,-0.0042737944988833895,-0.05112966058610829,-0.04831902799911544,0.07476538746147944,0.03154285949686801,-0.01769902918382255,-0.01807831615948884,-0.039200498233515284,0.07208568934222138,-0.017437178645725686,-0.06038838050327036,0.01860418741752688,0.015320288190893826,-0.024869044181216785,0.0773608954299766
CSF3,,,,0.025479100605641986,-0.03357520842694553,-0.0598067855005909,,0.016516504114243106,,,0.026274166585941495,,,,-0.0013447701673634557,-0.021838145119447087,-0.026761576934152508,-0.008031626024214337,-0.009797746112257793
PI3,,-0.031693182012146486,,-0.011806060262915764,-0.026114965969690575,-0.05506531508014772,,-0.022909902371442203,,,,,-0.03358358526520307,,-0.017413813674559867,-0.08483563258359703,-0.026487781075857288,-0.014180600096752136,-0.03513106730071344
PCSK1N,0.0460521263416252,0.05901826336010663,-0.0005353199674386091,0.056984771054171095,0.04139876478989651,0.02924744994086912,-0.025315912858759046,0.019126219252376137,0.035632183373087226,-0.003686055261599652,-0.03627666540004449,-0.006239734444245004,0.011640657489082497,0.05316313889252215,-0.028392993099871207,-0.03901318285050371,0.01883116878317469,0.03184578146555216,-0.03626022598164285
NTS,,,,,,-0.05385031268340348,-0.01663694073122357,-0.02500772274574812,-0.01858039252078869,-0.02731850030592154,,,,,-0.014767297686110499,-0.03208922511049658,0.050638798821893136,0.045253211077706884,
SFRP1,-0.02711560478180723,-0.030710836255944843,0.010368816209923543,,-0.0009473843674907975,-0.020478565868870802,0.04353697964432249,-0.027027772096253056,-0.02629158899028431,0.0429606287545398,-0.0706341845115763,-0.0025315265377371813,-0.05657982966760668,-0.0007864891731109531,0.09768363205131567,-0.006417065596165348,0.009591503872931699,-0.03619332629163383,0.016635187210307694
CXCL13,,,-0.02173877498536352,0.013385700936737643,,0.16351732057893567,,,,,0.07172205945119992,,,,0.010229394162379845,-0.01948473629065004,0.010679130868046026,,0.009548089685632987
MICA,-0.018020919714216106,0.04257712651542738,0.0692129396043444,-0.02684537433048338,-0.02509394658955307,-0.019060758048094616,-0.013244703117913063,-0.01655323505362075,-0.0021633751236790153,0.022820789561550214,0.0452967543347483,-0.04250509492478621,-0.04123395218610859,-0.008449039382180437,-0.00476288811258495,0.04261099840169657,-0.00561578992260651,0.05881314799787184,-0.003756704769685415
TG,-0.021582569892380207,0.002364391081822135,-0.017978134411990317,,0.06046650387063582,0.020480712114313845,0.020116538436873794,-0.008816646878040704,-0.015694888610799193,-0.013347869176153278,0.019598167775801922,0.06107284295957122,-0.05469680688791474,-0.010273128073821348,-0.004435736894008257,0.07395084908633597,-0.030768225006992563,-0.03999457859813895,0.011802601778200498
ADA,0.05212127392510072,0.03593376517997584,0.07111295418403986,0.1301797876350589,0.014378687915925033,0.024584844932608128,0.011547340401560491,0.030867763739430207,-0.018943481972192117,0.005681887003934292,-0.015148386746939477,0.007080753338302925,-0.006729666342112706,-0.020650465981213218,-0.013354430818315919,0.014153137001995032,-0.04654927779037342,0.010289046884773556,0.00037584305541223177
LAMC3,0.05829398231116573,0.0017139057982962186,-0.02133033874985098,0.03790930809855145,-0.0018124127599578991,-0.025497804158928317,0.08170824535255986,0.05762639386952239,-0.04640162574713615,0.019262012043903255,0.08315411768915655,0.03646281914147026,-0.02377518660812579,0.021722372126256245,0.009103807190925588,0.05770581533524668,-0.09629634901476808,0.031112475741529408,0.10527018135323589
CCL7,,-0.024266310661831953,,,-0.019177034668563978,-0.012468312164309433,,,,,,,,,0.022318908740242616,,,-0.010744169742972138,-0.00022211134595121387
NGF,,-0.03343929245008526,,,-0.008481506145521268,-0.0025303663434924697,-0.018325208900341613,,,,0.04008235260984363,,,-0.0647595484758157,0.0214321168935772,0.07177452155175915,-0.019181440936627367,0.022198147856196705,0.08855404741418203
TNFSF15,,,,,0.07324706867559014,-0.019921693787425213,-0.02225082109659289,,,,-0.020787296318276118,,,-0.05016279445657813,-0.0358602901971543,,-0.006244949662394047,0.014946378745466117,-0.0059497476234281095
