,MGH258,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,-0.0031963462377834783,0.0349732928124491,0.012251390041281143,0.030443547553987153,-0.035030108474082694,0.0278663303085046,-0.03673221282980948,0.08666961624168791,0.02155866287449577,0.01534305443155667,-0.031037817570223735,-0.1273822280462515,0.02281116374339958,-0.012972414338915843,0.04823345654403963
POMC,0.024664904576765994,-0.008059291445806001,0.0742966595467683,0.007468752682639473,-0.029735457757826208,-0.01879203619231923,0.03049090295337434,0.010175545026638864,-0.058812622681962114,-0.0012236008164337136,0.005987939785822647,0.044788869638654936,-0.042658325527329385,0.06676556249988994,0.11862241567991987
CCL18,,-0.006407338266898849,,,,,,0.07232795822386509,-0.03582814937783531,0.09449203450449101,0.07622913700925545,,0.07661334415104742,,
CCL17,,,,-0.007227890548043247,,-0.020199004764356536,-0.016672879572180676,,,,-0.013117681923054394,-0.003105350285045815,,-0.03852821305462658,
VEGFD,,-0.04256594582273625,-0.025088237402078543,0.022889639915569557,-0.014138100968643106,-0.021520331121093427,0.011006383299900621,-0.02450920533118885,-0.04036441519361224,,,-0.0454470570968983,,,
TNFSF13,,,,0.08253328814482443,,,,,,,-0.025170861304288288,-0.04026668691081506,-0.02928257165133389,0.022439225942296036,0.10185488448811258
WNT5A,0.07347842309719614,0.026090434980846716,0.04757752295202612,-0.046834981010872856,0.0206110440472107,-0.013714470668599503,-0.031593121993190296,0.002844622270533096,0.10999079737688049,-0.03495636767651155,0.012687763101024416,0.029598750140798123,0.11828033178139238,0.03687318661166835,-0.05252554317369824
CXCL8,,-0.05436161202401936,-0.009491455614779834,0.07110622534189671,-0.005277237530640843,-0.052199984066867204,-0.011388883160682086,-0.015359027299634816,-0.060940229866255524,0.022282326755590217,0.018960501338913936,0.027978253301004244,0.012597280836206936,0.0025027896492426567,-0.040625262709606584
GRN,0.06128911163018096,-0.07718455766680218,-0.03909848742758698,-0.00010609756100512694,0.060490064058703635,-0.008165888111671115,0.011181665563021508,0.10057113665761915,-0.14502440586311255,0.08142925249615107,0.019033221663153084,0.09327037304280292,-0.013345355367931782,0.1043903964472099,0.07850961827149887
MIA,-0.0332925804096689,0.053363270704980204,-0.022311723854131053,-0.0055319714404885685,0.0472934254949291,0.047061355624980615,0.006773137295404102,,-0.010602913324793538,0.05204697089350518,0.06021097087048406,0.053834871436727626,0.05413187353419978,0.20211706676548905,0.04108613230845669
COL4A4,-0.02945714708638621,0.01447418485827672,-0.028872003817963933,-0.042175915263223514,0.052426985044657363,-0.0210883859043612,-0.023365635989385455,,,0.0434720452761492,0.03148140089294591,-0.06631620804964641,0.03082603895014081,0.03844758919596627,0.04897990257223807
TAC1,-0.02543526061309798,-0.05366635090189334,-0.02832387279279633,-0.029384609209865614,-0.02312130695711406,-0.001240342115112898,-0.02514975763780084,-0.051366775803847464,,,,,0.018214364656907466,0.08118047645672913,-0.08553452286403565
RARRES2,-0.011042397627031486,0.0677242848827772,0.03984375204808802,0.01357328105951581,-0.02576618129288326,-0.0032126773580014472,0.06869903041161866,-0.07684521303796807,-0.10714557349199166,-0.015313933835086604,0.02996335456693088,0.03951436916898061,-0.013390005826730169,-0.02169443305589427,-0.01065027276319981
FGF7,-0.0839503149961724,0.0486653257696171,-0.02831671492234451,0.030646147869115598,-0.027070351599703193,0.06992280596593915,0.027589333119166285,-0.012519470908169525,-0.0052980136562232084,-0.03854467996544015,-0.017767741756953306,-0.025659223622975416,0.04591446835090569,0.03588415716337439,-0.039780468477373494
HBEGF,0.03141156732387973,-0.04049985566154458,0.062329161728026085,0.06792909133901234,0.003306917286505229,-0.012384684234262696,-0.011791162466800032,0.08952089662194199,0.0464738733821607,0.025220149249248567,0.039401255937034516,-0.025450468922383073,0.022929951999786088,-0.05534049594005044,0.03724449104002255
CSF3,,-0.014929898202043013,,0.16263161885926805,-0.0015492487587808574,,,,,,0.05913408533655879,,0.016925046282108128,-0.01768260242350219,0.020721340461218797
PI3,,-0.02576525585388204,,0.01990272861864215,-0.003263189998523792,,,,0.028823626260180223,,0.022229068992216862,0.17369840747081106,0.05587448106177265,-0.05970074639785712,0.00821789639215668
PCSK1N,0.05923251612020323,-0.07903029826900804,-0.04043089169970169,-0.04859398025080738,0.04705007270374754,-0.0090715181071619,0.010715333319181859,-0.09347169558406122,0.022803961103122102,-0.05747254284762812,-0.02768383805319147,-0.00016384021845799535,0.0943677703115869,0.03487682816217076,0.030784261520011857
NTS,,,,,0.018544773816493734,-0.02409102952791504,0.0200739198937144,0.0018283387907129579,,,-0.030602186426122103,,-0.06915479766985669,-0.0600701445809883,
SFRP1,0.043471711498089545,-0.02713043091358456,0.02081919169375376,0.021307926045292577,-0.016129124813743147,-0.018424619618539466,-0.016672879740090265,0.0830615140672447,0.04292906961027404,0.10160322991506004,-0.046860641216366745,-0.07713690260148111,-0.01743167712192425,-0.02152803623009407,-0.016206072404696785
CXCL13,,,-0.01915258548384675,,-0.01598416866875256,,,,,,0.12374151576812364,,-0.02049519777522226,,0.022067865915534373
MICA,0.01938299074734424,0.06583969069617626,-0.004856603132613393,-0.01214090489259831,0.10271731171449183,-0.01434315162900939,-0.040410105981281245,-0.0020974755494040445,-0.02538623818470578,0.029274696585008152,0.05643919388082943,0.0018657805103145886,-0.03154225835807361,0.05045975204802053,-0.06866409358588536
TG,0.0830940626134942,-0.016746212681713703,-0.02381830829517672,-0.01617967673791321,0.0016420181880435934,-0.020349732899186953,-0.012066090542388047,,0.022810170120794945,-0.003086710794016447,-0.01743011966729819,,-0.030768222108334624,0.08269165941380434,-0.045405634644105644
ADA,0.02355547261304704,-0.050514552293481445,-0.04920545370414421,0.06069406995388428,-0.02251740007084069,0.04023452478311319,-0.019596301396485466,-0.012844485562945575,0.0393756232431462,0.041355504358574414,-0.0012697044283699684,0.041065713854745126,-0.01617148569263676,0.11958663744919144,0.0626349056049847
LAMC3,0.02948266632363713,-0.07428170502615372,-0.0009172747806110677,0.00556275326276284,0.04666194415108031,0.03402286467499389,0.07425764834139485,-0.06112371516203981,0.038320180655203706,0.1130165531577448,0.029061731388790337,0.11582862811937523,-0.08361652947038746,0.1709091432814585,0.013910268619936047
CCL7,,,,-0.019513196400808636,0.012634230274506983,,,,,,-0.019660381568817897,,,-0.003396218255962458,0.010393063929833133
NGF,,-0.024687114134796132,,0.02358327468038408,-0.02262031466330277,,,-0.022066172348050347,,0.04581324110640367,0.017092725073265515,,-0.026746247658917623,0.0443720043089978,-0.06289178090487674
TNFSF15,,-0.030541041220679,,0.030253612172896408,-0.015690526751533228,,,,,0.00364110434185414,0.02750313038469081,,0.009959965266005386,-0.012849358557705227,-0.037067324830264876
HMGB1,-0.03664843451849849,-0.04111888498939861,0.03373179575158336,-0.04694188264672144,0.030258665504965785,-0.0584907692513467,-0.006171874666474794,0.11761317629366394,-0.052090088021977225,-0.01642307886365434,-0.024515595505639406,-0.06329882105822504,0.06434199292884608,-0.040394609034390294,0.015983608178835363
ITGB3BP,0.044608130002533816,0.009641633440767756,0.03124862369381206,-0.008126059225342454,0.03990489577480753,0.0033256219396884984,-0.009559711726705614,0.10511627487552218,-0.013949949495245011,-0.034640660253870977,0.0408543812489445,0.06426686249849534,-0.009620930205112517,0.025160935026675532,-0.0788453686821132
AANAT,,-0.04424774856914201,,0.009258048243759502,0.09122781600342583,0.058822412761053586,-0.013908775843625678,-0.02074544719520687,0.09399006794634444,-0.02498126551818557,-0.01724770210598804,0.0896794958897336,,-0.044974620142352824,0.07391892196836554
RELN,-0.024420750403673232,-0.04256592372924868,0.02001933884396033,-0.0005301206100796497,-0.04256234511311669,-0.04029208798827119,0.03814408566872661,-0.05657300541703922,,,,-0.00047863357819242315,-0.01357776018725989,,-0.049976086309305126
IL15,-0.016623580652690716,-0.04341356291362816,-0.030344160369180525,0.02361972177236074,-0.019202039078932722,-0.01712629349535228,0.011252470556474858,0.024363017127405295,0.05078068578020065,0.02355803939894085,0.010529982445885894,-0.00473222797967659,-0.0007473276273535109,0.1201022446884933,-0.015957414396281015
UTS2,,,,,,,,,0.01654383590070505,,-0.014687680660969682,,,,
BSG,0.032781904599808204,0.1468125252781569,-0.03479766819291248,-0.01685791316536003,0.04688128131564588,0.044283855503566,0.028134705459062367,-0.05564375279843645,-0.0782600782227861,0.002279171210551268,0.09237325265906653,0.11371642888884252,0.007214543177699215,0.050491217985763705,-0.04322115118084321
ADAMTS3,0.049731807589990795,0.08850426724358568,0.07344329141227623,0.016494258972387807,0.0300560268923377,0.04644476024656135,-0.010844586969475217,-0.017200374253150998,-0.009981335741700764,0.06387775813090234,0.00932974298730618,0.04209070076377372,-0.013212665296455746,0.049938283474357366,0.007792788441420459
CD34,0.005278790924528345,-0.04392760813625331,0.033440847787723875,-0.028562776564791878,0.06282100216789441,-0.0046616867454918574,-0.014265712924625472,0.004670527877701373,0.05514804264777132,0.10521682896121556,-0.00012550818586055354,0.023013606402201903,-0.023651536478854884,0.12910766105582563,0.04609434911382432
PLAT,0.021478527292290234,0.07981079431673578,0.0025970159624555383,0.019726862668504725,0.04676076429949502,0.027000951504182656,0.058933096978592746,-0.023255844357141783,-0.04191131062277723,0.02908800206836196,-0.018207916147111872,0.07287183446955138,0.02396760122252429,0.12487557082994737,0.009804450625213085
NTF3,,,,,,,0.01593624202731972,,,,-0.029880365938577652,,0.0034515043012106426,,
LTA,,,-0.01751605878698245,-0.02500954833287318,,-0.017625417497099866,,,,,,,,-0.02381433701379479,
CKLF,0.03475037099063888,-0.005921812713316453,0.014283488045416997,-0.042062688965939565,0.06583516198107418,0.03023540101169937,-0.018563057310750163,0.0333436842663696,-0.006823651921132313,0.03400503165503637,0.04263061564650242,0.030970533720738203,-0.008869001095927306,0.11338465458610066,-0.0008342401682604946
CD24,-0.016802045106640382,0.06640572383067783,0.03352620888503969,-0.03446186658582436,0.017002215040583753,-0.012524658547901872,-0.0023121634804211377,0.06696693454174527,-0.010539423791078351,0.010565117959981992,-0.06329751087417622,0.08921754012225558,-0.031774575027704095,0.02464172202456542,-0.022905196177894598
HSP90AA1,0.015987061198115413,0.049700829495519204,-0.016973329019670247,0.013568544269677971,-0.039030670647158296,-0.020487963982812354,0.017144745199881496,-0.07178287919390633,-0.042070848808189266,-0.042086573687107116,-0.060256096530783,-0.04759782151380326,0.06168108237872191,-0.14362458218546986,0.07431478130457354
BMP4,0.002008704411518989,0.06625191992576634,0.05317879324680148,-0.016218075155630986,0.00037154002468789296,-0.016168894265165115,-0.017488612561520896,-0.001020041487975386,-0.036876785104019476,0.0006383571339555901,-0.007699451210536383,0.022444970330311818,-0.06982451884222972,0.09434355304669803,0.0060069394536319005
SCGB3A1,,,,,-0.01683673531424974,,-0.01173218846151564,-0.036517792635463106,-0.04036437595575774,,-0.029923931888104542,,-0.03975706411439216,0.15615025339446525,0.0992628175658443
IGFBP4,-0.03588294505879396,-0.033635187735813456,0.03578226885935144,-0.0012812078626590357,-0.005071478237221279,-0.04075520268796095,0.08315257750477346,0.0008964142477049426,0.033662276294352055,0.06194284504084478,0.02179091532150777,0.1276557042076757,0.030130571767848884,0.14111562848222808,-0.004215964436141829
RSPO4,,0.06536182232580404,-0.02831670954641798,-0.02244017617651193,0.019054037566737608,0.006363590219967911,-0.011732186745417676,,,,,,-0.02056576140715611,-0.023510273421701196,-0.04760936383684031
LEFTY2,0.003719430512944942,-0.013706006324135335,-0.01773118263910327,0.000316023222016621,-0.017927788341313953,0.025192618589565376,-0.012864486254147043,0.07491354579467079,-0.021422922600121148,-0.03192394017416216,-0.01668943758952918,0.13059948098601531,0.015790398274138223,0.04739641484344345,0.025959121230126784
PF4,,,-0.01593323614814672,-0.017024879426813577,,,,,,,,,,-0.045564957345184266,0.12544560986658937
ANGPTL2,0.022504594886988732,-0.013122228319412121,0.02057761470717984,-0.01553531653252141,0.00889510319782063,-0.028244120173264307,-0.020540573152390093,0.08970909198796721,0.05480651860884829,-0.0013370772512467512,-0.006548280148580979,-0.02308754424862055,-0.007648236966054684,0.1364609786904317,0.027704953050903022
LRIG2,-0.011323613259598945,0.011933571856698143,0.024797734384848672,-0.053605582702386044,0.028078196590584904,0.0313711957034521,-0.040245603734713205,-0.005693282123677779,-0.007228861023860556,-0.06643941266991399,-0.005868894392134899,-0.015083763480592005,0.0005344023722157307,0.06447910733822393,-0.025644119849713966
ICOSLG,0.03314267375370391,-0.06113808858338794,-0.024627276284544957,0.07053106740345118,0.0458269886028483,0.039786891686663536,-0.02226549955193505,0.02583374108078231,0.039865681225648375,0.056303414606337164,0.08169066557624387,0.03274778874511501,0.01791905728147891,0.04424017518245091,0.05506973461240851
WIF1,,-0.07018211578392329,,,0.029969139392298786,0.018468559744432466,0.02857321838793579,-0.014312055299473684,,,,,0.034765416893143226,,-0.06843572754573263
NPPC,-0.04760860416047195,-0.03149746328618831,,-0.0264097864356477,0.0004398169141920612,-0.030857700972134933,-0.01630486846086027,-0.012294344679161875,0.16087559304487176,-0.029912464810986937,0.04536756239925764,0.010253773755775917,-0.03740219590506148,,-0.004496345009433683
LYZ,0.02722180398036841,-0.037385387665195544,-0.004252674570604988,0.023475986333572913,0.0032218599381927202,0.02613411428976038,0.018465196088226946,0.04466904678147113,-0.08667191099005495,0.10003510728387,0.040785563353189926,0.06536570647175716,-0.024727701778166338,0.0604033007953143,0.03711104203945547
EREG,,,,,-0.02734589823638062,,,-0.022699642764067034,,,0.050289953042300356,,-0.04043936535656154,0.006604977363879905,0.09660582935201864
SPTAN1,0.012275956660242959,-0.0037078873015418865,-0.03616110742989812,-0.05093947522040853,0.049664002766387015,-0.02308477242742729,-0.05309971062482909,-0.027126696239909792,-0.039763941287536894,0.005442838115789236,0.02020603316070667,0.006167155338833149,-0.05924888359867509,0.0779072406029518,0.01647838145850682
PTH2,,,,,,,,,,,,,-0.013490220896316484,,
LIPC,0.016338614444142474,-0.06325104859457546,-0.023980371947970095,0.04678443391709458,-0.01881369328692075,0.08765596273954535,,0.1125000583793453,-0.0363556842024481,0.011408262332501423,,-0.009687509103505892,,0.06552046203468137,-0.04810835818654809
COL8A1,-0.05025020922612101,0.024477363294197124,-0.02531669643486066,-0.012845263028029349,0.022382591614325636,0.022557833252120574,-0.007465560057735984,-0.03570251616809487,-0.08163426239964802,0.06357690506661001,0.05825808537905308,0.09155174350985477,-0.01346019331150886,0.07121056583931971,-0.07797976554231795
GSTM2,-0.03076810281328504,-0.03744024187124186,0.023780463933469102,0.0011234646022708502,-0.016746304462520893,-0.024035468301413284,-6.258692338470996e-05,-0.036104061477829956,-0.044305896886722644,-0.024351812777727404,0.06189714181924627,0.025647710332284964,-0.06893072332418826,0.09763720845375898,-0.018778619468883824
IL4,,,,,,,,,-0.03475256437998741,,,,,,
SPX,0.03946941392165523,-0.002876729744252936,-0.025040420201129295,-0.02736005907645288,0.014151492300019839,-0.02531080797521308,-0.024455635444580882,0.015349532104913913,,0.04091518444574519,-0.019822502341448195,-0.02073942396727277,-0.0007335995649927133,0.05090132018682996,0.003302302791343172
MFGE8,-0.05476387571309752,0.05827183906755071,0.01985467638925057,0.0639302967722217,0.05945743530168339,-0.005138223518910445,-0.007082076359722573,0.010022918591964667,0.06367073392785355,0.04351339428353233,0.03519746473126188,0.11934338641872856,-0.09471929045070729,0.17067823390295142,0.005396725160547531
TGFA,-0.007325318400845972,0.15628602172444445,-0.016462684853325506,-0.03778807718832248,0.05816082685098431,0.038361394504606156,-0.03915052824039986,-0.0278296090044276,-0.038253649302496334,0.04518537022406206,-0.014318299894676933,0.057604307968655954,-0.003948798234904092,0.0961296374821759,0.031120593087223022
SLIT2,-0.030315669121848937,-0.06111690182767759,0.0010112312966914147,-0.030061638069729783,-0.02351388575645052,0.0019906836935814163,-0.003002152105504845,-0.01915290538608572,0.004625254298710466,0.007015158633102481,-0.016284961092979233,-0.029427512989489726,-0.020199420111100597,0.03526928734124998,-0.020996836958361076
PLTP,0.03416450125441575,-0.08066739533297858,-0.01779359330883198,0.002350756425556646,0.03992727170399069,0.034731908355576865,0.0315449381781398,0.07605714611756476,-0.06885890932765296,-0.01470718327386025,0.014909020354388857,0.1478105791668806,-0.01990375122400139,0.09758059766752687,-0.016457856115443
APOD,-0.013107241070661373,-0.07084550018574243,0.0072162481385070806,0.012074743134287197,0.05029415343459774,0.0037554047898008106,0.06439054917409054,0.04639907760481704,-0.010220156364233525,0.020312514934976343,0.024440879265433594,-0.12402987822779421,-0.04006315042764502,-0.05922258874730753,-0.032018593927626536
B2M,0.01794700078068637,-0.1311619115989289,-0.08968653629637627,0.025450457273917527,-0.03332028944917603,-0.08010617074525127,0.061495843704128805,0.05962712505201824,-0.10873955286437959,0.09027801156036959,0.08899786690722504,0.10969603401129016,0.017602827264040003,0.07106984446480698,0.0859029069309547
OMG,0.06300883965899326,-0.04764278339615055,-0.049574950140562665,-0.012016439780088851,0.008302608236920861,-0.04226239336334789,-0.019462375779862675,0.07674708883295968,-0.04296955385763657,0.06560077448998737,-0.028460725399839914,-0.10414672742570369,-0.02841245414199591,0.07110986387852147,0.05988051894517734
CXCL3,-0.023721928630297942,-0.03848967917487731,0.00747307080066863,0.022295408323809274,0.06594965198623032,-0.009454485732128023,-0.012550959906821094,-0.03195530400393217,-0.0704320697958367,,0.04197597199129536,-0.022193009759224728,-0.02327795358999182,-0.020126539307591527,0.0682483878825122
CXCL10,0.04290747058460783,0.02445450620988573,-0.0010949162528363912,0.0014502853762608926,-0.03852673385060557,-0.0527897970991406,-0.019065826724562716,0.06158732939020945,-0.059717286277395594,0.04697595169654913,-0.020301866152832936,-0.054459882745998174,-0.04436445077266509,0.008674972983747161,0.09337150745531435
RSPO3,,,,0.00990594059049323,-0.018813681687355935,0.04112723269611165,-0.021143660571453123,-0.048752053795114075,,,-0.013746598370071396,,0.00035404394898384687,-0.013058480591755666,0.012050554684483279
CORT,0.017678841813706908,-0.03381225314749555,-0.02845575079490033,-0.017134274146305455,0.06142501251606786,-0.012141706977952013,0.0021240628110210046,-0.05554551766043727,,,-0.022418037857869708,,-0.017649316478566147,,
NCAN,-0.053507599607707054,-0.05083627282735993,-0.00014015894995705785,0.002503144325916839,-0.01807315598830617,0.040363500676006324,-0.002280391807868407,-0.013145092461608086,0.06107325566686413,0.012670401329223046,-0.025522434485568377,0.04962154503024783,-0.014845898582702669,0.06950208704482995,-0.003405243923445435
PRG4,,0.005646054747457324,,-0.019513199441650635,-0.013470528543560232,-0.015210508471042838,,,,,-0.021533558398454295,,-0.07742369251764321,0.04513157255228709,0.07662137823600638
ZG16B,,,-0.019173060097259678,-0.022647454411274796,,-0.014004994210093031,,,,-0.027770803744900423,,,,0.0629711560514051,-0.014530858308224823
TGM2,0.0892429925727444,0.04027913465765341,-0.036691559885356,-0.03800415637619157,-0.009001606478281415,-0.024571544740244616,-0.005354487304208765,0.019851296650646142,0.03872516452186647,0.04317282798123543,0.06949444441025356,0.05190032403832688,-0.05127652196550264,0.043272981710138915,0.027605559161605873
VEGFC,-0.02945714850887569,0.060527631650299125,0.027879213497461187,-0.0013158834041832154,0.014041311103465006,0.014406848656101322,-0.02433565429020273,0.08133181771441941,-0.011522534307798945,0.00312688238326924,-0.007677433844089545,-0.02563181223036834,-0.05541357414927699,0.0514745226411251,0.0010331347940410705
WNT6,,0.029651080797652964,-0.01773118310444935,0.004870513385197369,0.12326395879605706,-0.013028833626186974,,,-0.01646347368442548,0.08254820090019913,0.13407052301459416,,-0.043090253703698324,0.07036068201597391,0.028599757102872853
NRG4,,0.043889575616213865,,-0.023748456368834422,-0.019187006335109145,-0.026905861488056963,-7.329569788402488e-05,0.04833639003042234,,,,0.006771816530374423,0.05747040314654242,-0.023292966562708465,-0.027833758218925253
PMCH,,,,0.00305443609479169,,0.007032354910294926,,,,,-0.019983424532514907,,-0.024685514173857295,0.08654275313303258,0.006153457549304641
COL9A1,0.014905316935233233,0.050582729751017186,0.009146225595361377,0.02467328285074693,0.04317227784295289,0.023821990635476988,-0.00034595738769212567,-0.022384962787127295,0.07154338904944094,-0.013545632498868181,-0.0072156496249228775,0.09906486835888852,0.010477568621349471,0.07673113111266605,0.011598932852477659
GDF11,-0.013808132330186183,0.05188272853761525,0.04499579865006575,0.05935894829383612,0.03782903869992592,0.023275764135457077,0.0030708814633407778,0.0709535951944459,-0.014414434146755322,0.040584801573204016,0.014884275563231566,0.08524161044430999,0.008047095028839681,0.07994959955740996,0.07034678214091822
RAET1E,,,,,,,,,,,,,,0.06623006500588818,
IL24,,,,,,,,,,,-0.014899159792254882,,,,-0.044657578253810344
SORBS1,0.0045059912539667955,-0.05887104622554913,0.005374203606059604,-0.01861714322500461,0.016546794382626538,0.04679666523788853,-0.02546431617428448,-0.01107551754525315,0.014622026267771893,0.021704106532102096,0.013752863535543416,0.046604369396878974,-0.00324208691710375,-0.013261724879036027,0.01575962177541128
DLL1,-0.027352518132087757,-0.0399508775429597,-0.02890098910206342,0.01221921868614411,0.040226697775287576,-0.023137886572336567,-0.011692913539978327,0.08499486579977555,0.05850078305588716,0.034268666791341065,0.011326378875809963,-0.014754905384121275,-0.014582852345279593,0.16481061757586124,-0.0029406412311882503
TLN1,-0.021931562027173314,0.01976852515879134,0.03343370250863862,0.020771466460980707,0.029366323813803212,0.007108221101291036,-0.002059485505681538,0.027563152464066,0.04892379162132902,0.09365455681651667,0.04182880314175873,0.02228066194885886,0.01490576424528056,0.08948778619936129,-0.03521706993851473
COL2A1,0.09443138409874476,0.046004730385061005,,,-0.012031225492749379,,,,,,-0.03257151647310366,,0.015983482996813868,0.022166548571856508,-0.032643657770771335
SHH,,,,-0.020277418015325323,-0.005238213996647996,0.07536816417232818,0.02905013097134777,,0.015486013403530499,,0.014924555265825083,0.11115800330753114,-0.053894038955161386,0.0052208020403805054,0.059005257109337586
PON2,-0.028978889272233112,-0.026540158127664047,-0.027780303211286664,-0.049537714024629156,0.04971850557007743,0.01968293102699203,0.03719544911907474,0.041447575218021206,0.08702780104607158,-0.03959766623002431,0.0053346463211552675,0.057121877457366126,0.052296684515982066,0.046153265016024306,-0.06535359833941996
ICAM5,,-0.04862429339159175,0.020645789809865023,-0.03160379519055247,-0.03190674159952507,0.10475351986402327,-0.014349315364314932,-0.051267083170524384,,,-0.030896267942510054,,0.011669548416584189,0.0452806782267877,0.018338230559798212
HPX,-0.016622922843996392,-0.026805360046395083,,-0.012745324970450118,0.012598634881954123,0.05623858910715651,-0.011732187265447282,,-0.02237538244793698,-0.04551213820824379,-0.025995428816447952,-0.026624478849719555,0.0068989162377279065,0.03559768017465855,-0.019071550201879835
SFRP2,,-0.04170398214150299,,-0.02309378165849776,,0.0014220028963991577,-0.00913114984894031,-0.02912339355474756,-0.03475258483480049,-0.02140363413138601,0.04674039496858398,-0.051228118259236004,0.038176035654791315,0.06713357364015902,0.04402850100148913
CFC1,,,,,,-0.01762541856229489,,-0.023317170665696677,,,,,,,-0.04374708863931625
CD70,,,,-0.008498341902103803,,-0.024411793093093607,,,,,0.049486198931065935,,0.04098349288376835,0.002259722842617382,-0.02768785999529494
HP,-0.015833140895330382,-0.030259054980695095,,-0.004922036636121467,0.038899042366626245,-0.02396377693863711,-0.0030125114513825735,-0.052615080755978316,-0.03348037941210832,0.05998945725361136,-0.03238602260626746,0.026416318592004565,0.024173358948942753,-0.030585227685581938,-0.0033072628415244244
CXCL2,-0.00941938027687062,0.017150199541031756,0.008669618149801222,0.029159166346479474,0.07602054308906202,-0.029268132210240105,0.0013136325946553813,-0.023791606248310254,0.12464644839599,,0.05220988725760226,-0.03977494438849607,0.06476756612979592,0.030510885090368246,0.07722020079403684
NPPB,,,,0.02784405921280835,,-0.015433533295792716,,,,,-0.013433059430534793,,0.044783916487058976,-0.0437573997768315,
CCK,0.002597552436591909,-0.098806393752213,-0.0035421879118555026,0.010849026726510416,-0.04850846293613049,-0.018664491872493055,0.0161544035238047,-0.03874244781397006,,0.13109454474941393,-0.027883895764825948,0.1063951180921958,-0.013400626502623017,0.06419392465530982,0.0670186938578493
SEMA6A,-0.01787569422441673,0.0030254042215538683,-0.015524691822402467,-0.033688076635703446,0.05938899286090154,-0.01942348959720528,0.026234672831438145,0.018125134781714045,-0.11980563266984638,-0.020333259956004192,-0.03471468812225727,0.06451995749170036,0.07966906244249296,0.062072129092521376,0.04654714932397538
IRAK4,0.12180586589560621,0.05656492561482143,0.0827333416050593,-0.01713315892422568,0.023281521536907525,0.04256668088847135,-0.031190364702141572,-0.04843962246220958,-0.005184539007258227,0.029977749208735388,0.04257760998886491,0.019744872122325962,0.029482604326018114,0.11479154810438484,0.004287758139600631
GSTP1,0.04566828358215549,0.008535206539509798,-0.019090078408365102,-0.03663289149815936,0.11256718089061458,0.012743006710334176,0.0613551869051106,0.05092346709563719,-0.031052424560448936,0.04308090638077608,0.06984615439003489,-0.09750332790725634,0.05345664114437967,0.05861540841093584,0.045923475824045844
