,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.019648798426854026,,,,,,,,,,,0.032552444080663656,,0.04588905628161354,
BMP1,-0.030893005064904427,-0.09162995641464401,0.019739316232362455,0.02657989290811702,-0.016728159570970482,-0.03355163698669792,-0.009624299014562975,0.08918417568388787,-0.029791103837601255,-0.056137111984785666,-0.06780304751149761,0.004313833076450749,0.02350331844573866,0.022321901879563004,-0.04178384467826842,0.017776243305454895,-0.004321622615451186,0.045324865523118735,0.010460671813345812,-0.025023828597718182,0.16025544037675746,0.027293206594551044
NDP,-0.017780189925557025,0.00569494219698519,0.013445934082377039,-0.00878586129521567,-0.0009573325957832896,-0.05871865893320741,0.009859489483758735,0.04417453550193988,0.03719711849410559,0.03006023486118341,0.01019128841816728,0.004923868607451149,-0.0015416014649206034,-0.08174348304033655,0.05516847219926071,0.147125752524464,0.02877865632757142,-0.04635691574843523,0.0011726681781628644,-0.017008384156536476,0.08881053536984015,0.01702971933785742
TNFSF18,-0.023122749381375235,0.00975420391610653,-0.028010931225504913,-0.023153228965219954,,,,0.04996084306555467,-0.0191573224303953,,,,,-0.023736419833632824,,0.03836111987613691,,,0.02680365564762508,,0.021124205876539202,-0.009248291699722012
IL36G,,,,,,,,,,,,,-0.01745643597677569,,,,,,,,,
RTN4,-0.051340762829000866,-0.08345195137031503,0.01871379325772034,0.03530389771469474,0.009078074545483216,-0.037304956244980515,-0.016687616610260022,-0.11602969758293338,0.0046278645204669115,-0.03121247317939845,-0.05304535372065107,0.007278235732169666,-0.021837782503679445,-0.042693187655564444,-0.11644445215029475,0.05378758475333712,0.030544496305987816,-0.049766859224569776,-0.08372789609679908,0.04868527035853909,-0.0173090387772358,-0.09339641660835504
HEBP1,0.005739157003542254,0.036991912880254975,0.05947942411275906,-0.03196183931123037,0.01465910198459988,-0.04222803266504156,0.01852413708715298,0.028149450665023473,-0.006815958058908722,-0.01863632262171224,0.033479191691634894,0.04942275628320888,-0.04763633057268061,0.06257107710455469,0.017224305346255665,-0.043361303492245304,0.04882584203561805,0.011680641400013314,-0.0747556092397346,0.006440316790185192,0.08126943074556683,0.039871038011606026
WNT7B,-0.020370417980341768,-0.04570262928722102,0.019043301789724455,0.022376639598999284,-0.0028662647623380146,0.0058370839566420675,-0.03985193400756409,-0.057245009867514976,-0.009825621399039383,-0.017755496691534957,,0.0047222679150939325,-0.019186634842588472,-0.02613148143384318,-0.059955704022891916,,-0.029019824606615657,0.0972078684370596,-0.044238498440840456,-0.01976903652048556,0.022567879591149136,0.11631362908654119
PTMA,-0.013332692112938754,0.057270741484210866,-0.031521911895698106,0.03490647744997921,-0.04849467884475094,0.03714795657901242,0.005818218315429312,-0.02061524912041242,-0.011031194699749695,0.05881257085727685,0.052605093546169546,0.03256373440379942,0.04872724208776473,0.012014485919538314,-0.07113595277473984,-0.05879806713146685,0.033518514105683975,-0.10135660941955699,-0.1036381785556969,-0.0032257096858843174,0.020071140599182382,-0.042843958021593
FASLG,-0.020370423739006747,,,,,,,,,,,,,,,,,,,,0.013278682158113717,
CEACAM1,-0.028284511637187724,,0.03651384098238238,-0.009685800225358636,,0.027714470961748994,-0.006225118247647906,-0.03839642269312904,0.026422422647693147,,,,,,0.007236080124402993,-0.04364428459814039,-0.026025443527849225,0.06056723910866068,0.09639100932650276,0.10032829788496654,0.03794800608485395,
PDAP1,-0.05451613280701557,-0.004639675713280209,0.012811576849556366,0.051333214419219564,-0.023154556595896967,0.004442512897854461,0.03913637407627573,0.08129552097705821,-0.006830777845472954,0.014958326158586362,-0.020502546759778733,0.10512619390440797,0.014406978565625601,-0.025036070785946083,-0.040333626712286255,-0.053879555601714126,-0.06142065584345062,-0.04368707325968623,0.0450016569609046,-0.003522088368049709,-0.0033707417781663382,-0.02581137603692994
QDPR,-0.020279541181383372,-0.10659698141021774,-0.11720092615561929,-0.017294349551848144,-0.03300388378958781,-0.04334591216813534,-0.06803042323591868,-0.0862267230837869,0.04325437344261925,0.017358307690299002,0.04913931042760153,0.005415574314732028,-0.10661246065287483,-0.0950373323423146,-0.07931322718595307,0.1013624649365664,0.09929486815548287,0.017337686051442605,-0.0931043475965788,-0.04366548747190744,-0.04450298990056354,-0.019191323577177698
POMC,-0.05866344985295204,-0.03697248511666082,-0.0007006990024276694,0.023104901839627427,,0.06567159056608234,-0.03222543388931678,-0.017815912276684318,-0.02222864202285802,-0.047755241075331384,0.07483117248273176,-0.026630961750055613,0.051000087797789966,-0.025353325117235127,0.007460970312368512,0.06468096668007953,-0.04937696944146986,-0.01208539679904818,0.08723544773819324,-0.021464227531611542,0.03141966072209866,0.04616592188465849
CCL18,,-0.026259936515701125,-0.02965318024002879,,,,,,,,-0.021092481181239,-0.003030858411465586,,,0.04478467548017172,,-0.01845246736058345,-0.031026226732050945,,-0.01924503989894573,,
CCL17,,,,,,0.03233604702649483,,,-0.023892910886814965,-0.021976327541989322,,,-0.015946949852833944,,,,,0.09941097371373404,-0.019094455633390503,,0.03465950384553267,
VEGFD,,-0.029587273074113726,0.03143977417870771,0.023679319591498653,,0.033336863231272565,-0.029879331912504886,0.014697798419548271,-0.00381203028784685,-0.016119902021130006,-0.024001511308348548,-0.01799295427376829,-0.01709084008753023,,0.05451253951530119,-0.009141185028941425,,-0.020089995657935695,-0.03325938631276918,,,
TNFSF13,,,-0.006805749803941252,,,-0.013129284028057363,,,,,,,,,,,,0.007154269791314153,0.00029858391170627384,-0.014734000288695748,-0.029732927759526292,-0.006180725168531625
WNT5A,-0.023412601709332646,-0.024624638072791215,0.11836716770078877,0.0009414420242097206,0.0067454421899479375,-0.040578942193330934,0.023670554572289147,0.11086599727857926,0.03210245520138606,0.04599228325584777,-0.07844849256134695,-0.03411519311954059,0.031523607579902226,0.10216034814371777,0.0027392923055872837,0.06010247456789605,0.00881141799645294,0.029634445428021346,-0.004446723624802404,0.07117043772193418,0.0987783927077609,0.05545382366724559
CXCL8,,-0.0368628429920499,0.04676471017926467,-0.011101966829192992,0.034628894822040096,-0.006283902840783313,0.015775404793324743,0.029464393393427483,-0.008349268132598954,-0.015011553678718304,0.004973263295423207,-0.028648723897275068,0.05166167494493131,,0.06868519111978108,0.03763859010545006,0.009446007364150768,-0.028523356749810744,0.04820580268625523,-0.07359103238751902,-0.05677701803961058,0.0005955754331295
GRN,0.02085523914530981,-0.09502498953868564,0.11007741414733212,-0.027283804609753232,-0.05743275144321078,0.011486572520290415,-0.01185650015787822,0.10691110115240711,0.05243563278385732,0.007483208996826169,0.07725948698811222,0.047697990467154436,-0.06737747697467074,-0.04024889381649428,0.009951597130990414,-0.01288693794264985,0.028526703780566216,-0.012556850266395818,0.05088423410923467,0.0015906922977780226,0.057939680257673536,-0.03147049762009732
MIA,0.009596030284978385,0.20004357275061468,0.055618782081485005,-0.01898967376843708,0.010064947427599431,0.0199322418510344,-0.0024368680627522774,0.02483769834039087,-0.02121177179645071,-0.01833299372927982,,-0.008616294428732987,-0.02340668873137651,0.058780996951199385,-0.029145563275018882,-0.05377796498671348,-0.03161526299454142,0.04794414711944886,0.09730872042297627,-0.05262650930840031,0.015363513445396854,0.09951027290868082
COL4A4,-0.023591432812681078,-0.029784753948507332,0.014876075174349562,0.04954978231088858,0.0337735247893197,-0.023339424073218908,0.04585135613216139,-0.019362432414317482,0.020240422702286414,0.01708746699995179,,,0.037084284837337674,,,-0.001635212003950291,-0.023329684277571188,-0.032167224298231746,0.04668463692504064,0.029381468067991145,0.024465119116571593,-0.05337147444221482
TAC1,0.09442580252171437,-0.037303082272340714,-0.030087822303903704,0.003861670474221375,0.007770788125002033,-0.02894297330862772,-0.049937521347926686,-0.057243212469074066,0.041039749105718115,0.02533560050131487,-0.07492332909982827,,-0.040238643433634085,,,,,,,0.044043695635533425,-0.005942498461897683,-0.008155696360462412
