,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1
LYZ,-0.03752968390307162,0.02629334969113334,0.036983008992168276,-0.01756082592400167,-0.011829426649001495,-0.026715922107319028,0.048492171051362144,-0.008448710951942107,0.002624681456735372,-0.06233349080886048,-0.043131455029447784,-0.02477043097126623,0.036665566147143,-0.02992915979732901
EREG,,,,,-0.030353751421367266,,,,,,,,,0.0780108923413896
SPTAN1,0.04695421430258202,0.03785362672087262,0.004978771703323067,-0.03244281839710257,-0.002894495471016454,-0.02414322101237211,-0.03957787819926037,-0.007603490865290024,0.014263754581971863,-0.028589976909936456,0.0653295765850224,-0.017417482924244294,0.005874912223846397,-0.08591762261090866
LIPC,-0.00041295965545332493,-0.017472432494445415,-0.02036843868781129,0.026902459105665386,-0.020883064963260183,-0.020302738163748578,-0.028542299508036845,-0.03405160989172797,,-0.0329887261504593,-0.03755002401277693,-0.04960726010917696,0.03440461570014267,-0.007902517328293618
COL8A1,-0.04146209848117017,0.014461916258758324,0.03444601568238075,-0.042768441885937925,0.020623334233749388,0.03073888666178734,-0.01867981606463865,0.06782911454854602,-0.025162641979852667,0.05960317267930957,0.034215521252701844,-0.004523349401311425,0.06238268659449985,0.045462478516169934
GSTM2,0.05977952411958369,-0.013771707601873545,-0.029655099687441892,0.0008490723153327911,0.08946280795936702,-0.011071268701204113,-0.01919374969715878,-0.011767042799756116,0.010069248609516803,0.03594753160870764,-0.05435886521827853,-0.02141660299973901,-0.033443015009929536,-0.003234236186843776
IL4,,,,,,,,,,,-0.004976239881024366,,,
SPX,-0.022551332703688896,-0.0156747864154755,-0.011519529708292283,0.009525638232278229,-0.01349761297878733,0.035992777685538484,-0.0030579064372644868,-0.02699979123462694,0.027024372590556473,0.09260858305124355,,,-0.00042356135620185483,-0.0509629451492744
MFGE8,-0.08240255390383515,0.06434679586102399,0.06840427958220896,-0.05344482780972847,-0.04027006041763359,-0.01023527065510255,0.008414502520771645,-0.009443173723120852,0.0558975867010714,-0.04688507673912927,0.11962516365487948,-0.008525851322149008,0.01708755249613303,-0.016681834227502253
TGFA,-0.033418745492819195,0.009744939418415642,-0.030183458518891666,0.07088940029752264,-0.01738853991543744,-0.017572802794459576,0.014728189238043598,-0.04926521716443261,0.030291056589114195,0.017511454975688266,0.026046808431423166,0.06768473003799451,0.013454115740237908,-0.026365617806971425
SLIT2,-0.02501385124580304,0.1195955094534174,0.003768694391919846,-0.0036585895021177595,-0.01823108115503796,0.021099980905020063,0.040683783915603074,-0.03025123877352775,-0.001606895204332924,-0.05014472556793122,0.0073822150488685205,0.020713641362764084,-0.03819266023589626,-0.02493253568710133
PLTP,0.02025332063422717,-0.0005173619779897385,0.02762945300543541,-0.052419868482861336,0.021388609307319957,-0.06788823441508006,0.017996474544726995,0.03506433797905164,0.03740418977539414,0.05646743607126563,-0.04975601109131778,0.03513825609064825,0.052073543666564366,0.024834408277391556
APOD,0.02044973046734028,0.008137526397741084,-0.017089746146206328,-0.02519991680597126,-0.04129240519214426,-0.03120258644071183,0.04430305988404814,0.06446945468712065,0.031179012693150196,-0.007900961086837065,-0.0011261658872961447,-0.0018091864034293424,-0.06935545775526362,0.06824766928741173
B2M,0.04344649168056293,0.07026483626199274,-0.011704731767243114,0.02271322515990518,-0.015627397585104043,-0.036356740932569076,0.030324306646260856,0.11012596121985141,0.035283459293025454,0.015343472124867107,0.06664068615353547,0.07985144680573904,0.10666131192823823,-0.01438840261868649
OMG,0.05940704357130394,-0.01626066211637495,0.01405598128535594,-0.022629332163486445,0.017173186750893885,-0.06534874367621692,-0.011699363611747653,0.02256178182726508,-0.01636710020580815,0.01955827227496525,0.043811772870520814,0.03041327760456135,-0.01714689671533669,-0.03311605792898081
CXCL3,0.0791535742212337,-0.02503317156467804,0.020241984221687086,0.08275395548058298,0.006449920578675558,,-0.01432799677402403,-0.023249361594576377,-0.011067754333996154,0.013842527874892367,0.06302786684756742,,0.00780958166636097,0.01669839336970413
CXCL10,0.04751363964688193,0.04037330318008318,-0.013476696098378718,0.06545678774472229,-0.03316520403552735,-0.017895636166433807,0.005137635125962487,0.0884880837121933,0.017523326065139695,0.04485455324930525,-0.06073169410982049,-0.03490195036259518,0.01417663613913569,0.03125336151288473
RSPO3,,-0.018688602114401074,,-0.015037796124875826,-0.020883052087826214,-0.003360585433481238,-0.017919411294875672,-0.033070517631671896,0.007971979076783672,,,,,-0.014042013877091255
CORT,-0.005488613545212789,-0.02430165842139796,-0.024169734174228564,-0.016938763076535687,0.003175227931950217,-0.030121304699401153,-0.0067853977187421225,-0.023334443236246765,-0.004132363493908471,,,,,
NCAN,0.07158278561557377,0.027634299865638864,-0.008316252054416669,-0.11251963050012519,-0.02529217230355183,-0.040229228755184705,0.048828790992136904,-0.04180288379454433,-0.03979043674975721,-0.00821504221650681,0.11834044180770452,0.04758265957179359,0.0782638236687872,-0.002821158682085174
PRG4,,-0.020690509703278247,,0.004472876217925928,-0.014952190320875613,,0.0810809519088667,-0.01788915469144634,,,,,,0.025015740312665062
ZG16B,,-0.01907830301265522,-0.016285206080042157,-0.01722555723279036,,,-0.016759657950077958,-0.01495907709269024,,,,,,0.14849906786646763
TGM2,-0.02699587155448492,0.027000926153496686,-0.0006329538092094153,0.038623534968296076,-0.029458089642991774,-0.007868776806382217,-0.042982105405075355,-0.0028164087497645307,0.006406994504958157,-0.09003519038006645,-0.005690433887579984,0.028985584294961,-0.00620242517023987,0.023446540747274997
VEGFC,-0.00514204509398159,-0.012488651784414133,-0.020910831742319377,0.016588590949368043,-0.023016375580758346,-0.026839290838693047,0.054258133246127195,-0.0022068970204656194,-0.010518700151364703,-0.037963397143117,-0.04068863467526407,0.05318300610713627,0.016767303137217502,-0.03674114529442283
WNT6,,-0.02219835841197744,-0.01506050517935788,-0.0060184864532142526,-0.02060267874681419,-0.013428624705034488,-0.015264915193425174,-0.01677014184770919,,,0.005358540843598821,,,-0.021145571209035846
NRG4,,-0.01267167496731286,,0.04650160261546715,-0.0212974397762253,-0.016439119075514375,-0.01933497921613357,0.019188088354756983,-0.007907676221582624,,,-0.043144635141941445,-0.020195853348573375,0.04354814924215116
PMCH,,0.009072631145136463,,-0.025028011102815436,,,,0.029323011296948913,,,,,,-0.030279919735556257
COL9A1,-0.007646099810592136,0.01844552476227295,0.02266477786650727,-0.018865458657411887,-0.05214297668790832,0.013363399876257833,-0.039789287834841626,-0.040092280358736174,0.005138760371536741,-0.06328931639989757,-0.062389389102143096,-0.029261816363122556,0.08365027810987602,0.02036120553695898
GDF11,0.011825966602266272,0.008197007386803968,0.00041748013238674335,-0.015676020463182967,-0.01757002884472328,0.014451111364602365,0.07089585404753797,-0.028825569437978614,-0.011571612659646895,-0.032255425518435125,0.025008089745191073,-0.024355021824702117,0.04482829332595808,-0.011690151055831969
RAET1E,,,,,,,,,,,,,,0.03844535056348888
SORBS1,0.019573157472121877,-0.008731242887355349,-0.03744773611765484,-0.012664115776524782,0.018821547389299215,0.01225174532850809,-0.008635251472749994,0.06866975818103589,-0.0029981679899111833,0.07345270882722733,0.011617389244586482,0.00824330875067466,-0.08149615061273041,0.018508029087180557
DLL1,-0.008866673807002812,0.041817695391428066,0.03372577717929001,-0.02138113999057238,-0.03560586727852886,0.04190215061627652,0.06711793288545177,0.002711081967923274,0.0034465453054971155,0.07910307548643557,0.11309338457997113,-0.041066099008467034,-0.07284968257200829,-0.014579676388178071
TLN1,0.0063864479286374265,-0.0026766070220977617,-0.01716406838709648,-0.05609496019860484,-0.023030521741165776,-0.0018384858943142678,0.031211483733078263,-0.023705517920707613,0.028652764432568943,0.03471490742241052,0.07809027613689143,0.01970090641433694,-0.005874835118938553,0.04384182819634834
COL2A1,-0.022829055242470798,0.005286955727623377,,,-0.013354574230642161,-0.01454824363870477,-0.014328001650000128,,,,,,,-0.02043587626080954
SHH,,,,-0.015422917658344438,0.04455976332423229,-0.01587946655566916,-0.011263550240143312,-0.0034139826987578006,0.03623219123429732,0.12210233761344673,0.01679614363115881,,-0.03969815600825395,-0.03169798967937108
PON2,-0.020880026615170515,0.034761244112079016,0.02342476352247246,-0.06246909581343897,0.08209132687862461,-0.01272935571523588,0.03329786737623786,-0.03053978208206508,-0.020487760707107745,0.0022991650787218725,0.11900794980439365,-0.02173703395042969,-0.03938086943015759,0.030912218748753474
ICAM5,,-0.0005400426657491777,-0.01938625251072411,-0.02403771183030734,-0.035416254928108994,0.02804163226996757,-0.027998315397573133,0.015776260790904516,0.015364279651216908,,,,,0.04010405558632067
HPX,-0.02593111542665674,-0.03437919090040954,,0.08919121884141283,0.013550754676618976,-0.013428625610889998,-0.02086455547824506,-0.029356261662665712,-0.010345739881125696,0.05968118436138261,0.023911820073821147,0.13781519993085375,-0.027077449741019947,-0.03240532093772016
SFRP2,,-0.01829140259234844,,0.0159896784142663,,-0.031745229384844496,-0.011435077147329564,0.03468448875182975,0.07815456652125936,0.030701482627423133,-0.004520608866824692,,-0.012758458389992237,0.03512980203677288
CFC1,,,,,,-0.006420719846490451,,-0.018826140954366834,,,,,,
CD70,,0.04063740310796713,,0.05955282919502837,,,,-0.002331876626922239,,,,-0.04682445555667119,,0.09594267313169928
HP,0.043209464178706816,0.1031294456758221,,-0.04265619537892122,-0.04252512463175715,,0.02083876395049195,0.05710560113893394,0.009180434558648214,0.017040782483914094,-0.008415710752727443,-0.03731472817273054,-0.025865688225616214,0.01803388948337397
CXCL2,0.02792559668573243,-0.002713683077154084,-0.028855983091737637,0.042073361246052564,-0.06364121409114941,-0.0028101966993901886,0.030004487878860238,-0.003813328890462791,-0.014378044849910435,0.05478687857038825,-0.027626192681112167,0.00042880899335132717,0.03172925391026476,0.04674019675173121
NPPB,,-0.01774925338076398,,0.08679493029573665,,,,-0.016484934654095174,,,,,,-0.014244060812547758
CCK,-0.006297462324391104,0.011771004169277843,-0.038439996313061005,0.04946611998356679,-0.06047567326281303,-0.008640552887115117,-0.0034731315962352933,-0.028001870617134175,-0.052305026671206824,-0.010918142635320748,,,0.07102413644715967,-0.018478392135110957
SEMA6A,0.009658074624752124,-0.0026835428709036757,-0.0026003385108773055,-0.018235287885409627,0.004423479153785711,-0.014998935480713118,0.019209560749710135,0.01895381374715812,-0.009830208219261376,-0.001749998857616329,0.0370695520206559,-0.04839852560570857,-0.010833107373154974,-0.039861322998977315
IRAK4,0.01928761090287641,0.010591761624570548,0.012148579156377229,0.017691334410627462,0.03533166053419838,-0.015279894258995678,-0.022298939982454385,0.009992183957161838,0.01630364855766314,-0.06577661182434819,0.08471612479939097,-0.013799959118687647,0.033255913055711135,0.01697908652638586
GSTP1,0.008151813027749871,0.016412706511259614,0.017774861098548,-0.03427999574408076,-0.00011633794898562554,-0.02157133060804003,0.03230768892593628,0.04814427218578797,-0.05731058007676338,-0.0018924800142462253,-0.07606718990319356,0.030273371305007554,0.02243390260820785,0.08957123121246434
VCAM1,0.055941976755112754,0.0435365200448473,-0.011493914155827486,-0.017771561122453948,-0.034398929170798384,0.01055903341781774,0.010843980144824652,0.00929689766391407,0.03368560394065806,-0.050142049977995914,0.07822634683735709,0.015674278434842016,0.06734571672186995,-0.04685060183807791
NXPH3,-0.001384720599841781,-0.008357095143530295,-0.009868348093278127,0.04576676839730538,-0.007393276379330232,0.025796139045126364,0.02088018692770057,-0.02882732233012785,0.046833133345214314,0.0849583052988351,-0.008614392848260873,-0.05546208718392793,0.07485823950555574,-0.03249490145690866
MTMR4,-0.016930053569051653,-0.0085259979383463,-0.0009515641092325648,0.032555982946093506,-0.050577590149192456,0.004745422337680017,-0.040087247621554044,0.023550596771948082,0.0477041541281098,0.04744449974321627,0.026767951262352804,-0.012470343335727415,-0.05695635914123291,0.06911363164694441
LAMC2,,-0.013931307985800173,,0.06809863373858736,,0.14233394471979235,,-0.007029236194924811,,,,-0.04314466100735697,-0.01952626833234913,-0.027139303964585453
IL10,0.0504244648046099,-0.029435322482908557,-0.021571488186523956,0.0700614740867038,-0.030978720314260418,,-0.018801537261025427,0.06984493651657508,,0.07229427747075394,-0.07540420471176507,-0.06286464243336162,-0.01883496100704562,-0.025781517681861883
SEMA4D,0.03233366908803158,0.01865271854962542,0.014797368608364805,0.018442180360107047,0.027378974867261912,0.026376739482872124,-0.04432075923422059,0.017251579744087753,-0.04501947935581759,0.06464840142352278,-0.034892522261971724,0.1169879074393038,0.009371899009495244,0.015565200597464784
TRH,-0.02231708992543428,-0.01673471479798531,,-0.005132320643051528,-0.013141913539011918,-0.009201852862560646,-0.029683547566699726,0.02928197399111288,,0.055231956429070334,-0.02214418433567405,,-0.005789174176577529,-0.015954303337768344
SEMA6D,0.0383001578755747,0.04900702723307656,-0.006743418771994845,-0.037574608357336246,-0.06323728755611471,-0.018142399003578717,0.017980752824592338,-0.041316142971391634,0.009241193020124452,-0.04294195040062037,0.11180948536882122,0.0053948989561026835,0.09102024040863582,0.027479770660464663
CEL,,,,,-0.025927626463368252,,,,,,-0.04597656843683582,-0.047257237289766996,0.03250396611593791,-0.035910399925316853
