,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
GRN,0.007543760063422456,0.06816125825832987,0.04600582499324283,0.0395257323812222,-0.012074082001757925,-0.02262923730543758,-0.021619083594116472,-0.03471204179323414,-0.03248357940348278,0.11089243714919317,-0.022236668321837134,-0.03957999684820499,0.04925841458496299,-0.0018637292610245485,0.020986954258464557,0.014759414491803489,0.0006222348516970635,0.0493664246516471,0.005724178478356905
MIA,0.01541327902847635,0.05505818561178734,-0.026895024315707235,0.008705522127089993,0.062202674428407566,-0.016470255938865034,0.038942535749097965,-0.021906065681411242,-0.011272852331967412,,-0.010260901407066854,-0.013963162558504846,0.054002724416994496,0.08375517788523185,0.04611463687640592,-0.034713638895262564,,0.0105839331829196,-0.004013943010616615
COL4A4,0.015392469082695691,0.043593066300059234,0.05503050218887492,-0.028998411057466138,0.02170244859797913,-0.013461926507615761,0.00521710449676971,-0.01643534644503552,0.01110501506236257,,,0.05546706754098905,-0.006263493617487188,0.0216498296681784,0.05014058799270268,0.11613987403379991,,0.0113165871372731,0.06717809631207469
TAC1,0.016055182716747225,0.022970610832939303,0.010883092916652841,-0.03247207388205411,0.06203890255446127,0.015208956483087753,0.0612374317499537,-0.006525728565755096,0.0069551911960619725,0.041688945161197206,,-0.04697319432325639,,,,-0.02114085006409691,-0.06369383344292148,0.06230343202923287,-0.05505041660882175
RARRES2,0.006973872391553726,-0.008856930048253261,0.0002604112037853844,-0.066093628216888,-0.031286440608002015,-0.011478136764642217,0.034144137742853166,8.147651405915641e-05,0.01588463448622968,0.012205309341358935,0.0034988318144401273,0.042262191265997166,-0.024581038489451958,0.024349012264818753,-0.009520656315433609,0.008518383987332326,0.06756228748618265,0.06542344438053252,0.01757618899913132
FGF7,-0.04215557657409217,0.005706132794501041,-0.0341335676864967,0.05106271382582359,0.0036309885565103833,0.03382699323086701,0.07898128130457702,0.08873346212617032,-0.008113907081405292,-0.06153622194675182,-0.06909105852190296,0.01631306819977973,0.04992834058400218,0.12618726997176438,0.055015573264716865,-0.01783634336531581,0.008395732712912711,0.0353158431140913,0.03791291327890726
EFNA2,,,,,,,,,,,,,,-0.013245970967755448,,,,,
HBEGF,0.04187901329491468,0.07460329479930083,-0.015080751619411591,0.003978299303494483,-0.025608890338292462,-0.03686300347893882,0.04465743081912899,0.06664477947848275,0.029665187211757166,0.05077563784658848,0.0925073710531572,0.04109537269665346,-0.08322783281017333,0.027841924050538057,0.0467993367837399,0.031942037598542736,-0.04598925538207454,0.024147710334725826,0.09017303780027652
CSF3,,0.016268986215933253,,-0.029383939605237504,-0.028025009872937757,0.02533410275339296,,,,,-0.0012203388595179406,,-0.06410057883624896,-0.001087819619131787,,-0.037621840596564225,-0.03065426054291275,-0.017700793813148916,0.11616283238689941
PI3,,0.030278321878606622,,-0.03022456325646288,-0.013475460336571413,-0.010860704388736483,,,,,,,-0.07580045838443097,-0.03787137349288048,0.03504224001812501,0.01070477480404748,,-0.015564456503693102,-0.03981606684412304
PCSK1N,0.002903211661530389,0.0030121334926339065,-0.01670369143565385,0.051995159944217995,-0.03368990905833982,-0.02402535049433359,0.021578668322119417,0.04396353257201963,-0.04848048202733874,-0.0378387024303948,-0.01667934912622715,-0.04703734357982194,0.019945508752609916,-0.039076898615255616,0.01035882980768527,0.0008494142658222496,0.03363539475334788,0.01899108516825662,-0.03505590195838028
NTS,,,,,,0.012018925237199933,-0.020318623519100416,0.08205456170390821,-0.029462075557142257,-0.049631594261024106,,,0.01353976997911852,-0.022246564729918733,,0.019880282497749556,,-0.04690043729785793,
SFRP1,0.1019471070098636,0.09141484423946108,0.006104352111991753,,-0.014704898950037423,0.01502737911512493,0.022586352762251134,-0.00218144378304371,0.028744928590508936,-0.0073675526587402085,0.026363565237896094,0.0014618932468056858,0.01265011697969938,0.03383729727221288,0.02249972759533914,0.059990772726720626,0.11250441882782619,-0.007652772472963298,-0.03168772633831301
CXCL13,,,0.019705243343363738,-0.021336216943183592,,-0.022499074375917222,,,,,0.028900487882167092,,-0.04548868931684164,-0.07266047748216244,,0.026343908198754856,,,0.047426479483336524
MICA,0.03403672575983371,0.052772377612698124,-0.003501235535199662,0.03804315678190579,0.009580353654882356,0.05005737762781511,-0.007149031021761804,0.03593617948944542,0.04265898876629422,0.025569716659436095,0.015999704106276953,0.07855661606122649,0.06300433392178778,0.034894337398114185,0.06957528711932617,-0.012829482820207024,-0.05099387947329088,0.06528379249925202,0.016721027612814913
TG,0.1722576805527058,-0.03489467136524878,-0.006718610179489788,,0.0330848118670742,0.014935676894249175,-0.02345304779992871,-0.015859673271291348,-0.009779384325656839,,0.030991107127392156,0.031811389845960006,-0.0035752543606811776,-0.011289029831460422,,-0.01732996892620858,,0.025055250997965652,0.026564880556739872
ADA,0.06877190558496629,-0.017816008065842468,-0.01485924602642897,-0.005279028248058247,-0.012411347011096228,0.06722979117088157,0.08365885193011217,0.049466802966060576,-0.015882506603477627,-0.01633004148908823,0.03771525972887923,0.08766636684494021,0.034499329730567664,0.02507033151277761,0.02985226640660161,0.034447857181262025,0.021655648011883206,0.055238143273629275,-0.00485125693445232
LAMC3,-0.04915917972418068,0.023336399299730307,-0.03633027116422831,-0.015298882119651046,-0.03644703354667837,-0.01329182780354192,0.039174383473278465,-0.04688880831559126,-0.029537783661480476,0.06449851030670176,0.04446903449644397,0.04607294856953738,0.038358772149198334,0.03604767613086389,0.07794092430476712,0.007123070351880259,-0.04179836268528658,-0.0068840716160586644,0.004650874497219379
CCL7,,,,,-0.020492896935064033,-0.0345685433442425,,,,,,,-0.05073095833310267,,,,,-0.03318814151531076,0.047266206342282374
NGF,,-0.017740872292315767,,,0.05351151892627386,0.06324106509161775,-0.022380498107810783,,,-0.02594684663309131,0.06797091936873745,,0.06681807730947079,-0.01358346874549165,,0.060381396224308666,,0.005862887189269566,-0.02466923802760266
TNFSF15,,0.0260756735627193,,,0.06585578065208934,-0.040572564997165626,0.09739633158982965,,,,-0.008015741906538892,,0.019393251463865162,,,-0.014734245118575733,,0.1033275278352276,0.03002013251868365
HMGB1,0.03872082342984749,0.021795893003528462,0.004895918141570303,0.03868689732335396,-0.050485899936433834,-0.05629821117977644,0.02551797808979161,-0.010445166927464075,0.0053136831645279855,0.040811574678596405,0.08698426619723772,-0.03252131614464393,0.06069879251633027,0.004873769534829476,-0.044517227940068425,0.02481568164271795,0.02107570845102192,-0.01781862050952885,-0.05370147875684029
ITGB3BP,0.06703509600977033,0.07507197561510913,0.022537933041172156,-0.03775246338380163,0.051190158046218716,0.04391184992677568,0.011484964749108194,-0.0018754889514954489,0.016695780723750855,0.015553254221097384,0.017319032666157638,0.0888986710741425,0.013004377016946938,-0.0026892465020149853,0.05239930801050856,-0.010935305946473439,-0.03646855149607506,0.03852702642143854,0.03287488491510637
AANAT,,0.002702906880763355,,,-0.020763725509589073,0.00720167393230149,,0.023653845651387846,-0.01127285295899224,0.0439430370748929,,0.003588124471462696,0.07244284304557796,0.09571475098437127,-0.007918736555486394,,,0.01534669381113203,-0.04635409262135117
RELN,-0.034289399419606584,-0.05198849077109482,-0.029681857411394827,0.08164446820981425,-0.010904008308788259,0.04227062300703915,0.08771492849304231,-0.021796654538114548,0.026821698935839283,-0.0708365708073651,,0.017396765260983927,,,-0.012478920461156041,-0.034546933577854946,-0.055576821126948325,,-0.033255492130164335
IL15,-0.045251067386939355,-0.07421905072198359,-0.027700860182115924,,-0.0055605126811483895,-0.003591254260015322,0.055544108694741946,-0.025710186514085524,-0.02422905534367493,0.07195453090406417,0.027532366396369683,-0.03778206751782631,-0.011059673502750238,-0.04947879632640234,0.03952981443901237,-0.035825767289323,-0.03242153910856434,0.004408009564386572,0.0837389331687496
UTS2,,,,,,,,,,,,,-0.037899575499763395,,,,,,
BSG,-0.040640052849981664,-0.0173441650035472,0.03173110038816175,0.012677666825748024,0.04371709168075496,-0.028489673451641873,0.005994260867431129,0.021670236039412403,0.010414545346699123,0.005279307573871884,-0.029077704044705856,0.09007756771911937,0.030293704856684825,0.01726099892918353,0.13011222331476313,-0.04778543676592896,0.10326798641383796,-0.07665857116811627,-0.020227572226071366
ADAMTS3,0.007687380159428989,0.10323266242997092,-0.0368819786681292,,0.014348544634647556,-0.0365487930010989,-0.031145520511964897,-0.03211259929027388,-0.020206077497339416,-0.035065287546057,0.0327039622391293,0.00025164536278179017,0.03796133037775019,0.03036015646566624,-0.0003760458715718996,-0.017843966865762124,-0.03727528617406713,0.028665559214727854,0.055320965446284565
CD34,-0.03416902654014602,0.0035717892258515863,-0.022761155739514618,-0.048721805310439806,-0.010974012213836825,0.028426613400869508,0.09670920760976941,-0.01532559086880538,0.034458307493612554,0.04792792322835292,0.03780239176670653,-0.06315666544309997,0.030302341922572605,0.0237340851777707,0.05474701115322991,0.046950045953661375,0.06887255158594338,0.01890508119941357,-0.007117771935286355
PLAT,0.06977570570532128,-0.011837164103328506,-0.027919338758296827,0.01305969992569027,-0.02372749888006386,-0.024654062315939123,0.03604037211603841,0.03132981463181638,0.012081501296574955,0.1120158556548892,0.008159358622374158,0.05988260200805913,0.07320751188830334,-0.0023150219508045796,0.08251339436151917,-0.015188962242555453,-0.04648590094178446,-0.020968839746068238,-0.07085601091736962
NTF3,,,,,,,,,-0.018197073865870446,,0.02545568483027256,,-0.05387491170176134,0.10211989030923624,,-0.004767203585861058,,,
LTA,,,-0.021114228110349544,,-0.026265204626179726,,,0.006102881201276957,,,,0.007234999318085986,,,,,,0.019722409088071612,
CKLF,0.03972714747770288,0.04870582565005454,-0.0016055465610313906,0.026325515025112163,0.015299970082853089,0.009201608443146376,0.07080864052950278,0.04180763113394343,0.045007143544683124,-0.005868597404151118,0.008937301575054244,0.032377789264926585,0.13320314413804635,0.0937618326290163,-0.020870137356608785,-0.04010143290879106,0.08615146811961914,0.06106926969115145,0.08355498033440549
APELA,,,,,,,,,,,0.00026700877876749884,,,,,,,,
CD24,0.13070893551055943,0.0042141414510137865,-0.008166366694357198,-0.009467629475225746,0.06057283666324076,0.05143204706665568,0.0053168251829513735,0.0016654470248833896,-0.01820301583387882,-0.03607897009090757,0.07450284670687521,0.04451727096700011,-0.02278480570568481,0.009899945979013409,0.052517241329891814,0.022829831987637456,0.018860574735105447,0.011421065269154549,-0.01596244227598455
HSP90AA1,0.0032524359394717098,-0.06611841297357339,0.012513540153827309,-0.10798531820887758,-0.04407087295319928,0.0019947788643412587,-0.00662629611728601,0.00031127371459119594,0.005627567246088314,-0.05571432544350474,0.014093254027485838,-0.03734457074748814,-0.10755101681599614,-0.09498492729373902,-0.007329107335055171,0.002391287314289919,-0.03287277553706597,-0.07182736578112438,-0.0750489486758373
BMP4,-0.042566515620746224,-0.03218366605173497,-0.022382319513142554,0.03926919870759105,0.02052829477330954,-0.026068730564265712,0.056506264981669614,0.007435555092725473,0.008909386002565384,-0.02262345342872638,-0.000697046789793417,-0.021901446676475936,-0.013867051528550702,0.06477817583437856,0.018456676493487277,0.07097503732470907,,0.038423100128246304,0.09988169643416614
SCGB3A1,,,,-0.03140852564851879,,-0.04353643116606778,-0.02468339439985431,,-0.009508761727184145,0.12757611333614996,-0.030517200657190637,-0.026363830321355978,-0.01807816370252347,0.03154059675777038,,-0.02592712558580489,,0.024867655281876462,0.036474879554173
IGFBP4,0.007689977110917529,-0.015883579019995382,-0.013445024909963708,0.0038799048500492055,-0.017682324825609625,-0.04009053679853042,0.0809830738823495,0.004822229288360927,-0.027718016010791484,0.08430507899381845,0.04058249270200605,-0.01177984127868987,0.025850663538726896,-0.039817846058634095,0.01831699642883155,-0.007961669277883061,-0.04882594624980381,0.028370595342636556,0.004487648515085342
RSPO4,,0.03183375810283446,0.11124075169319182,,0.043333284095926315,0.00012190730932178488,,0.01865925107339757,-0.009508760336312639,,,0.05774503351976843,,,,-0.012289239331996226,,-0.011212382372437402,-0.02321818403150013
LEFTY2,0.07592133033452081,-0.04933767259429342,-0.02137354295628005,-0.042870048450945726,0.041664857573287174,0.012930708418081843,0.02912172898761179,-0.03934415253900809,-0.01042647200346091,0.022244833540373966,-0.014646263397667466,0.017276452274906408,0.017995831611942625,-0.01971573136739657,0.048381453348380815,0.012978802380980427,-0.050200069083634224,0.07875345467820426,-0.046584845800229556
PF4,,,0.06498460788444735,,-0.0178796488417,,,,,,,,,-0.02592096879706884,,,,-0.028678590813228294,0.003507076595798599
ANGPTL2,0.03196748027894898,0.029659942961109766,0.0002649580353616399,0.04401529986908666,-0.023799578504762945,0.02737211177427822,0.04746919908826714,0.045314132943210725,0.020381071845205993,0.029550477140651267,-0.028336554446025626,0.03105059236071512,0.09160727888372758,0.00815779511819977,-0.031902564739940666,0.015877392421931105,0.03861095531547361,0.02555958976055216,-0.0313600177127726
LRIG2,0.0007243126021018136,0.026428409553006082,0.029474724487232554,0.010263361605811153,-0.0004177766783141104,-0.030216059299901944,-0.0010561024852619647,-0.008604334322730889,-0.024178731739117828,0.005795482865043971,0.007414764787449636,0.054868457526415844,0.051027326763695674,0.02482950304657594,0.04166583568471593,-1.7765658056832804e-05,0.051259729546100606,0.026194863770999405,-0.021084571356963445
ICOSLG,0.03695129991114843,0.0423119844167441,0.024162983680574502,0.029902794280083588,-0.036731254075674465,-0.03536439708432096,0.00558919273687426,0.024109961360404757,-0.01804585143433033,0.01903871735367257,0.011395983531519062,0.019196779111598207,0.013677894242504042,0.018085295473648465,0.01955382996125969,-0.006190768392828213,-0.05662709335010759,0.07239245359303789,-0.0247027189370729
WIF1,,-0.03248838350366514,,-0.05093250993159432,,-0.03707058421922917,0.02931552306639466,-0.012328565698979846,0.01397717885663254,-0.04632025840335717,,0.06580202013909413,,,,-0.015910842941632402,0.0917484740673591,,0.04100558497083344
NPPC,-0.0444338773421195,0.004626973303721989,,-0.03940459530918947,-0.02773574458976656,-0.006186760282893861,-0.012966785782459803,0.048202245383375676,-0.01321484987186875,-0.009613433591553481,,0.11714335183165485,-0.013313605668068258,-0.040407781360257175,0.08239220083291884,-0.007975840048630065,0.05451102704717906,,-0.03322301097291466
LYZ,0.014667271095597144,-0.007694425159322332,-0.06583177858292981,0.002138613123363331,-0.018021251365409822,-0.03636171435586678,0.013578837911016824,0.02715905643539183,-0.04904032508609415,0.07743493955275625,0.037635032984035074,0.01675540128017796,0.02546155628708209,0.04375469025949873,0.04151837289733332,-0.06026001705581225,-0.05034165509261107,0.07138981028690036,0.013084189657161564
EREG,,,,-0.039607386722323064,,0.0066243687463510845,,,,0.029334295089265487,0.046829317636206486,,0.002344348238340102,0.009623154810746574,,0.06537387292601081,,0.060894630435354084,0.08725559284706973
SPTAN1,0.02562730098824295,0.07893597369577288,-0.004877779148661768,0.07542144019048197,-0.01935655844286193,-0.05247868100085976,0.012732963207110507,0.046774020031341554,0.04202097876510995,0.008870936426523361,0.0866556246312455,-0.004403513461047469,0.05689277013818751,0.06800513754174727,0.014201401921057006,0.04821106374908392,0.03375923936400554,-0.014741173406315946,-0.006217478495075846
PTH2,,,,,,,,,,,,,,,,0.0171075799802317,,,
LIPC,-0.01545014212254467,0.0024166451467985406,0.040152993288901324,,-0.032131060597447886,-0.03398050879519945,0.03187531898525205,-0.02986940075700711,,0.006048546317469607,-0.0039008006766025395,0.06642392415052925,,,0.07795067239360375,,,0.0012362737152010457,0.002751368005951767
COL8A1,0.0266583548452366,0.059835141741217374,-0.015264684612507831,-0.036686384866281355,0.008581137527388007,-0.026158289038555913,-0.004338397676170876,0.012191847223080187,-0.005985185910810654,0.08938116293294832,-0.04779991055250536,-0.0007573023820530678,0.035941056723926564,0.03293704318466564,0.0932455948832012,-0.009021784881024075,0.02740015959226623,0.029895736697909927,0.00243119916839069
GSTM2,8.42122364677705e-05,0.030230661781197907,-0.034036250191515266,0.04659541436234611,-0.012459116146851764,0.01250364769314034,-0.01635162118972859,0.054103291756981864,0.03165409932578727,0.009481314565513977,-0.03384435912519382,0.02739348770504636,-0.02731834989306901,0.09779906729687289,0.020329175326258036,-0.004582324183806106,0.035127251316643654,0.04388900948633657,0.016450344922388924
SPX,-0.019187109867649463,0.06344573897090516,-0.04309030916402906,,-0.0362005493282609,0.008441612740722993,0.02123401957938264,-0.0017758668946190037,0.06510574663400469,-0.005054039745808351,,-0.00834517054540594,0.012511438618411712,0.018161108390728754,-0.04776081693226588,-0.0026833327798662793,0.01992289374475636,0.04738989602978031,0.005523758519586951
MFGE8,-0.01864857611758142,-0.018788647081971904,0.04055581356909312,-0.09029253302779867,0.04750920449168379,-0.059095369242891375,0.037767981896852064,0.06899779937150864,-0.03841979967897592,0.024775702155522626,0.02357178006289645,0.03896646555052826,-0.03663996015004511,0.03792512074959165,0.0674556733941654,-0.01659950935712883,0.08131842466222179,0.018879606080873707,-0.06045435749554652
TGFA,0.03726647508665335,-0.017817849541691987,0.0119627548236758,0.06686726062972283,-0.024587569337370847,-0.0005768018134604094,0.0409083720369229,0.010695987194295795,0.014879276853135868,-0.009327631720438805,-0.025305068030979747,0.06910847956131436,0.06807027660337031,0.052104343483377634,-0.04739334131496889,-0.027340993429102223,0.03740623612369847,0.026857387060259603,0.018876641557683937
SLIT2,0.09756959327925156,-0.0794319316031271,0.04191949758299419,-0.001137957086981332,0.009678805442267447,0.03840248805853907,0.04690933733922699,-0.03416351041686541,0.04403724874356128,-0.02999202305344644,0.02316248675186406,-0.052673966915876703,0.07947777530477809,0.03730283137171007,0.06050343697272272,-0.02716725909186188,-0.06862388749648705,-0.028518427044435777,0.0006861729825595366
PLTP,-0.04467809408208006,0.07518393571447025,-0.034326348177824456,0.06123775596771025,-0.055230996728800365,-0.016530364837285608,0.04838965188164243,0.027308110129082876,0.06543024100428695,0.1008883430146885,0.061779085715816945,0.03931683249841636,0.0631500764526932,-0.02788668075923944,0.04522529267053328,0.035357022020278205,0.049806531233164225,-0.004664659305349855,-0.021083252082093724
APOD,0.015762584217745804,-0.04987166774972533,-0.007883387991540914,0.05874864798858019,-0.042569843705035595,0.004784314349377807,-0.01039394211170537,-0.004825843340500135,-0.06788110635458451,-0.045546332216995784,0.07807791724550062,-0.03464108900488217,0.04074728929222168,0.03893732041863152,-0.051751338510177276,0.000505055832451224,0.07665787374646675,-0.0505936797345341,0.00275041176309668
B2M,0.06585761180724257,0.03706440611248174,-0.038053542120784635,0.040662141946875445,-0.08427488796145889,0.006645434532899605,0.015699571122911933,0.011315894997059045,-0.01419941786034501,0.07454322246433524,0.06184084043281463,0.0072698543072346545,0.0634551758941889,0.02636842478397169,0.059905285515081196,0.020782311843486476,0.04174688493478755,0.04447058272183569,0.03966177933422686
OMG,0.05758266493732537,0.005049211720818861,-0.04207211057574851,0.045979666546802106,-0.04331751568938768,-0.006290187374913321,-0.05333095157489041,0.028727424486424815,0.003421605205831443,-0.10554152529118813,0.0512467562274487,-0.03061369005438555,0.06607622941515809,0.06654230976033486,-0.010790420282545572,-0.0006143216373845014,-0.001103794876355427,0.05681977662666592,-0.003604025098068812
CXCL3,-0.03330817736400673,0.07474569158770474,0.003932764169509946,-0.012852476525245411,0.050771296043066426,-0.0032384043379240428,,-0.03587793816337553,0.017871271043847666,-0.0012957934522935366,0.030265199790508977,-0.027209933789826633,-0.022197467845848144,0.005635825069428898,-0.03244915660825033,-0.07809615901773007,-0.023463746400113394,0.037135613879376285,-0.03649686548878865
CXCL10,-0.05256406840970001,0.05786716531088639,0.039315915605675066,,0.021031863494192598,0.0568273224358062,-0.012555316943884943,-0.036225195042978824,-0.015452564885939964,-0.04373274369440558,0.005190056914475579,-0.026654610424944887,-0.019278561600605256,-0.034767533554702953,-0.02071759235052802,0.042280619962460665,,0.05723707128147118,0.05043721716901212
RSPO3,,,,-0.029383940521755345,-0.020763723975384847,-0.014845193610487492,-0.022255047300307352,-0.012165335222027425,-0.012112980567021552,0.029339300076893705,,0.060778298975644726,0.01758282254759055,0.1469583865089066,,0.0195940116511869,-0.05668034410650465,0.1881436434736999,-0.028320434374033598
CORT,0.027383232120704117,0.021066429780585493,-0.004054120582682146,-0.025547506604665576,-0.03957763645536174,0.020942338533635058,0.016988884327065162,-0.00753454377743671,-0.006558593795692292,0.05240711463594826,,0.036516620052427604,0.04303032219188608,-0.011061346043298089,,-0.022855743164439456,-0.06267536164973733,,
NCAN,0.02546910617708466,0.08633976263581238,-0.030102192393868545,-0.024797493290344044,-0.044666396113090576,0.043105662802700624,-0.0012933120287908335,-0.05650829033079337,-0.018366291616626215,-0.056407569464341785,,0.005213228467106779,0.07060509045162786,0.053886276482421336,0.033678779291441016,-0.020818445575975435,0.0772083534835645,-0.026775015640958803,-0.03501632174712119
PRG4,,0.09956005293113326,,0.1475617393557382,-0.006328737328180053,0.010241438370042176,,0.07802537893949121,,,,-0.03324387841007107,0.028148746242574865,-0.0400245625420473,,0.03748853757978802,,-0.002405033689173061,0.07153930579919561
ZG16B,,,-0.00876848741299524,,-0.02378451687559413,,,-0.010914867209253486,,,-0.0014567809400212663,,,,,,,0.010642225561580787,-0.039061621891302245
TGM2,-0.0237893654295137,0.00855278731451992,-0.0019334760088406185,-0.031828148449752895,0.0059818545167803555,-0.016939558766506057,0.06250223568532505,0.011803125638767344,-0.019515487933016697,0.060076324824443306,0.0415801599638004,-0.02234527157275141,-0.0032003854077545368,0.014253901711672125,0.013443156571511537,0.03675666437550831,0.13897548155008627,0.04001877991446377,0.0409974100269298
VEGFC,0.056136594229379264,0.005777516007917138,-0.029676200559212843,-0.01847418278135109,-0.03652383520265056,-0.009851303382675718,-0.002578002852687328,-0.029391044507126908,0.01490496068696165,-0.05769355473085735,0.011186382810569833,0.01738147267280536,0.07720061153497709,0.027901076499228097,-0.04423342324622429,0.021496575219275175,,0.008025795859006361,0.04270946021242992
WNT6,,0.01932399789450374,-0.02137354351721807,-0.03171753297477027,-0.028344319602337586,-0.006351960093149602,-0.019833299163976862,-0.02429064766674498,,,-0.035469817906821514,-0.006752412959440307,0.024369880987564888,-0.009181396927871007,,0.046868992441258826,,0.024075761533997975,-0.04036237474593462
