,UKF248,UKF260,UKF266,UKF269,UKF275,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,-0.012443413084201408,,,,,
BMP1,-0.05499486109252925,0.04225046998231645,0.11159525711347083,0.006619401030782653,-0.019461608116320462,-0.020447051961354604,-0.04238123603842402,-0.03451563175429766,-0.022561456503060455
NDP,-0.01484656987935876,0.027466258542869416,0.028992143394485224,0.007493707610560535,-0.003194179796241547,0.006643297060073085,0.0189084840635103,0.11483021150476055,0.019767218022204745
TNFSF18,-0.0037180392873534924,,-0.004341719175805196,-0.018478094868541583,-0.011952721275850668,,,,
RTN4,0.009490093656598829,-0.016199640304411726,-0.11569235404832288,-0.031993984934231896,0.05087914281226777,0.08738038507447887,-0.07630885892966294,-0.050286488211056274,0.08114036219239833
HEBP1,-0.009468980316039424,-0.051697402268985934,0.013376190366157342,0.008509737779311008,0.028337017139317498,-0.028674500364352897,0.013078090423331386,0.0774241844825788,0.03164583186819259
WNT7B,-0.042667445094932956,-0.08649359080740082,0.03289090566639409,0.01677713937982967,-0.0342613628863253,,0.023342257482532016,0.05842590997545113,0.12648964056141468
PTMA,0.03045653588129223,-0.010660998444367962,0.16017149064684735,-0.0437576872220272,-0.03415816014652669,-0.1292714050864951,-0.039443718044948804,-0.06819936718589596,0.007611160864986511
CEACAM1,-0.018350454272530067,0.014317740249498187,,0.07199731553644956,-0.018798783021865405,,0.03836004072039751,0.004395775505738764,-0.0344523657454196
PDAP1,0.01163849769322004,-0.02720472185957897,0.07927400928448729,-0.011331396160402178,-0.011515710273709647,-0.0703105964528228,-0.043386580544386155,-0.029371831199642748,0.01402108641967416
QDPR,0.007038380862842543,-0.02217249671267552,-0.0677548956279205,-0.05804584413923143,-0.020540930104392376,-0.05390491937894943,0.07376338326625394,0.1275181746106106,0.015086986335248437
POMC,-0.01754739090352762,-0.04650043965716708,-0.016763278532408513,-0.019161021762104397,0.026241118959772748,-0.000565208985038444,0.07359077958625071,0.10952155105785467,-0.05635954450272265
CCL18,0.053447673617236485,,,,,-0.051040491376471736,0.032250517880926255,-0.017322755921436367,-0.03393264612897106
CCL17,,,,,0.0036918788275905386,,-0.032602039543106344,-0.05719331756919995,
VEGFD,-0.007673507961500967,-0.01745900808133091,,-0.02084605478400825,-0.015882542442898207,0.1433474730137568,,0.03971105209021565,
TNFSF13,-0.017280803475145375,,0.1038967494348191,,,,-0.012610830078603842,0.0793831268862928,0.024725029010261725
WNT5A,-0.03744668863996927,0.07619596278146079,0.09995173617728204,-0.00041055891561934125,-0.0019738831422552268,0.024561265280808074,-0.030718769924193864,0.0326015284004747,0.028708253596222217
CXCL8,-0.009250802209101778,-0.02856824745683255,-0.029532772419548357,0.042922178846529394,-0.00940281614551007,-0.05045454378996595,-0.11619276871352124,-0.23740308689694617,-0.07076358762322155
GRN,-0.14292418712611785,0.0786468027982948,0.007194178793319189,-0.016911993573981716,0.044912503402805906,-0.037322138857335596,-0.025596782834883414,-0.012131756130141513,0.0033938285239626443
MIA,0.0062678191707624025,0.0025062175158652397,0.013652980514813154,-0.02388236121623997,-0.019922623395671732,,0.17848924593010695,0.14816741171864675,-0.03711559336751921
COL4A4,-0.02750227330770368,0.06538048111964849,0.053858252136492646,-0.01226205998006463,0.05648408989393684,,0.031070472442895722,0.05631388290701751,-0.0212099096383804
TAC1,0.002293892810611973,-0.02107591093486498,-0.04233582468658787,0.001849830195579122,0.05119140664517308,0.07868142610711286,,,-0.00011183687403785607
RARRES2,0.02249495939592729,-0.019059440811860257,0.0792882611394625,0.017040289090518943,0.05257943202739624,-0.008517759797970202,-0.0831024186860063,-0.07229874517580515,-0.04001517147810628
FGF7,,-0.017214239324582006,0.10293520151239412,-0.0005664012051051724,-0.03547957186358059,-0.0004958392375533039,0.11094959152236802,0.04691986758469266,0.0027172079711891553
EFNA2,,,,,,,,-0.04605102475811043,
HBEGF,-0.08129489354505455,-0.02505371030521332,0.009874990725749032,0.011538180684721563,-0.008525293481741051,-0.062031982419748215,-0.023543948835371333,-0.007818170922024895,-0.02365094181417589
CSF3,,0.02089117570714912,,-0.012973023443561488,,,-0.07165190546681922,-0.11662281941584024,0.023747962265208006
PI3,0.005000798371492352,0.03801643868998921,,-0.014607795622826157,,,-0.15588510518419357,-0.2432387799951627,-0.02653128813431913
PCSK1N,0.02992353633555923,0.00034685087368962515,-0.0678225604681905,-0.019549521456466882,-0.026942537231538253,0.13156163049058933,0.07516746552101317,0.011015760229833018,-0.004509878397911032
NTS,,0.032467060692010746,-0.024115441315863823,-0.015945406354832624,0.04283115889528662,-0.019935042765783548,0.07353473199472381,0.04249072227089844,0.011520308889883936
SFRP1,-0.0030971273063129454,0.007218839032276686,0.12510708203613732,-0.02931997947322845,0.021288517953329325,0.006111917849456321,0.024247215979467825,0.07354639292460659,0.10361312185564053
CXCL13,,0.04487149605928195,,,,,-0.010888451097869034,-0.04829403085723044,0.03561225893343894
