,ZH8812bulk,ZH881T1
IGFL3,-0.01660307221009506,
BMP1,0.05405824301152487,0.04148553001974394
NDP,0.04832587253340344,0.02604363013653861
TNFSF18,-0.017122455308836482,
RTN4,0.022020939499471245,-0.00790311615354385
HEBP1,0.011612298768835379,0.02928960328166498
WNT7B,0.019411732571512887,-0.020069968903881612
PTMA,0.012468905405293636,-0.043775952533388916
CEACAM1,-0.004415872510566961,-0.013320730253121946
PDAP1,0.021509986978635934,-0.004889283907155149
QDPR,0.004204034300083804,-0.004764996581784821
POMC,-0.008790576019377836,0.047928063819688484
CCL18,,0.018271040391214213
CCL17,0.0006878858796958346,
VEGFD,-0.023087395779263734,
TNFSF13,0.01951467466181549,-0.014958287285142978
WNT5A,-0.025325152373507263,-0.04932869376990825
CXCL8,-0.03107930039271371,-0.02135656673709679
GRN,0.0382693506157423,0.09050149465934708
MIA,-0.015902952313574307,-0.032560673922717505
COL4A4,0.012584267742973231,-0.012222163108841054
TAC1,,-0.02298205452947011
RARRES2,-0.021569284473694873,-0.026428603703164445
FGF7,-0.055200621642346626,-0.05694595457364522
HBEGF,-0.04056110541578715,0.0646516022522011
CSF3,,-0.019097086411831523
PI3,-0.018599288001174025,-0.033740156382234425
PCSK1N,0.014791722475930191,-0.06861281882860894
NTS,,0.01757778411076365
SFRP1,0.0998127654233397,0.009202253973682375
CXCL13,,-0.031151321962496866
MICA,-0.039120404242197766,-0.003333539887840953
TG,,0.07899692202859783
ADA,0.024903408174741053,0.0585199970767105
LAMC3,-0.014741422862966366,0.10855082048330178
NGF,,-0.032785524104452055
TNFSF15,,-0.011858962805226431
HMGB1,0.05878019795194769,0.012088121624234758
ITGB3BP,0.01581358735952502,0.02157539496445435
AANAT,-0.027077464766228663,
RELN,-0.033862039305342324,0.08832689138548701
IL15,0.09353030049943625,0.036601733165218676
BSG,0.008068833856502746,0.02150603583493745
ADAMTS3,-0.028947250792908715,-0.0001312352032552541
CD34,-0.05695972732433474,0.052181346346842156
PLAT,0.06012681012466884,0.014929512695037866
NTF3,,-0.026370478186469728
CKLF,-0.0037418296004098294,0.023061708455597633
CD24,0.03851715557662428,-0.02648197852799333
HSP90AA1,0.07578929658884527,-0.011197706609856035
BMP4,0.002378961474210059,0.0333891317495314
SCGB3A1,,0.006020796265814932
IGFBP4,0.053806285861237244,0.05434842697961606
RSPO4,,-0.016585454445202787
LEFTY2,0.03870671018984783,-0.02255512231335278
ANGPTL2,-0.08376534975153878,0.08159522731744616
LRIG2,-0.01893630071703308,-0.03361918568722803
ICOSLG,-0.03996950922722618,0.03135336929282667
WIF1,,-0.015417786405546698
NPPC,-0.025688617229723355,-0.0421612459363057
LYZ,-0.03136103114199105,0.055163058603767606
EREG,,-0.020657463143430956
SPTAN1,-0.06109512762964795,0.019918608561515935
PTH2,,-0.011931871350982884
LIPC,0.03697285304635336,
COL8A1,0.006686204680658259,0.005470593461475888
GSTM2,-0.04538929474394614,-0.035211578222466185
SPX,0.060398758823405806,-0.021204648166635615
MFGE8,-0.00681376218240279,0.06543170552686955
TGFA,-0.0018568246575803324,0.005167976637336024
SLIT2,-0.024999439906840032,0.04879447642272205
PLTP,-0.01618269528009152,0.018280658519754314
APOD,-0.013342057832890608,0.08717329288393928
B2M,0.052917827873537826,0.056185134348524506
OMG,-0.003828668424005891,-0.02249537628341275
CXCL3,-0.0190679637282422,-0.04652547836622453
CXCL10,-0.02568861443650916,-0.022662497263107644
RSPO3,,-0.020651155050959203
CORT,,-0.027583835129820048
NCAN,0.104899724181322,0.031090665994778166
PRG4,,0.10178623473318488
TGM2,0.04497414758903285,0.000650855359283912
VEGFC,-0.005324834330384628,-0.028306672360987786
WNT6,,0.06231373100986618
NRG4,0.08051419738567953,-0.021901522915928548
PMCH,,0.04666735514603603
COL9A1,0.03817986678414881,-0.02433389855055824
GDF11,-0.0555501005800297,-0.05551372308435537
