,UKF313,ZH8811Bbulk,ZH881T1
BMP1,-0.10374678423988135,-0.06358127327628839,0.026103318549472964
NDP,-0.012699279323474423,0.031210441596227347,-0.02162450715246101
RTN4,-0.04487984613876719,-0.010255866973292524,-0.02670630024628955
HEBP1,-0.0462064447388295,0.03742148800552646,-0.025609847004217055
WNT7B,-0.03977716166230247,0.007705706386861643,0.01686075005012692
PTMA,-0.04581010791124378,-0.030392038240896625,0.06489726486149533
CEACAM1,,-0.01991504362719783,-0.013517656594014087
PDAP1,0.07703091814688319,-0.03163044124901502,0.042705035744226835
QDPR,-0.01810137064215213,0.044213078679978424,0.0403876874685694
POMC,0.005062394823533572,0.09712270813569664,-0.022113110432311782
CCL18,0.06907534393090486,0.02631781997015672,0.06935325070254894
CCL17,,-0.02874861573102493,
VEGFD,0.14283803954760466,0.06158047397812917,
TNFSF13,,-0.03124876241572282,-0.015179422367462229
WNT5A,0.013322240093983742,-0.009345083756778845,-0.022139609186656074
CXCL8,0.07049815587806971,-0.03739278307806851,0.038821341540556206
GRN,-0.040889566289225056,-0.015586386591619301,0.02032766003273617
MIA,-0.023045661612792052,0.05587830981455151,-0.006414826673722601
COL4A4,,0.02314138537719893,-0.027242750171488476
TAC1,,,-0.02332180856837586
RARRES2,0.1636060876340737,-0.043635972197354676,0.03579657246612119
FGF7,-0.025206730015134567,0.04220151365255041,0.02656802723069082
EFNA2,,-0.018927916191649883,
HBEGF,0.00857609533213034,-0.019204161119123587,0.039060575097654635
CSF3,0.09441886578551287,-0.038025786159534364,0.05740930363482445
PI3,,-0.05650939913699425,0.1260059828966148
PCSK1N,-0.013786411073870223,0.007204776581993389,0.00763481260644943
NTS,,0.047268180280733485,0.008478768581775821
SFRP1,-0.015949516469962184,-0.07040171479324242,0.02696218213560057
CXCL13,-0.04805238813267765,-0.020200518685469356,-0.03161184595265797
MICA,0.07602864787245756,0.016720504212505198,-0.06698196872839454
TG,-0.036270587700387553,-0.014035582000106015,-0.015949549938419617
ADA,0.012810012017800566,-0.03741039333232524,-0.018298420307724175
LAMC3,-0.011360419094581886,-0.05772419747694623,-0.07696773683451906
NGF,0.04195561536750102,-0.018673493153982697,-0.00973582697334227
TNFSF15,0.031263399379060156,,-0.012034279181103192
HMGB1,0.014387337117020178,-0.011520838019095642,0.017592922438988617
ITGB3BP,0.021415661286087635,-0.03048846393929048,0.02894831649368684
AANAT,,0.06992032203443697,
RELN,,,-0.014536105067922418
IL15,0.012557571671098314,-0.027774048253277995,-0.029355310723704214
BSG,0.09438422461500874,-0.007376435812255123,0.012127036647114996
ADAMTS3,0.04715946563003639,-0.016928972978201524,-0.040709467206282206
CD34,0.08462467111202904,0.022420686852474527,-0.05689201428213512
PLAT,-0.010360212940198114,-0.011155388705581058,0.006270733359809752
NTF3,-0.03462935198055673,0.0820676350554297,-0.031998395696749886
CKLF,0.008036705160819753,-0.023006743581445298,0.018165679998137403
