,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
GRN,0.07341571644513074,-0.005591072093675368,-0.03147413135563399,0.0035846567028144853,-0.028190182715825254,0.050563337791298554,0.11941592588385978,0.04781726628055054,-0.011711410916616039,0.051837458117878904,-0.019515491255784626,-0.06138180542537557,0.03224468093095664,-0.014293553897276432,-0.0483989817420153,0.01347976937373859,-0.09595302000731494,0.01217723061329938,0.010996454078777957
MIA,0.057113381975452904,-0.009220717608928905,-0.003902317113744706,-0.025609761034601927,0.010091626301155392,0.061571373664646004,0.08862765281754252,-0.01845235018948461,0.020426225362533294,,-0.03953966111470074,0.00568860789260376,0.07337307089526446,0.13630167518150088,0.06378578829417486,,0.06946631259695622,0.049283771470245215,
COL4A4,-0.060580853279333644,0.002538847874194781,0.011281520839856377,0.007195175244974475,0.0196161009816681,0.04743557988240628,-0.02000804725719614,-0.02424166370640063,0.08782023557331763,,,,0.09947080829364122,0.005911748105959667,0.04605542100809622,,-0.035786712912839844,0.07693147124651754,
TAC1,-0.03530681729347043,0.07616521277747387,0.0007430284526455701,0.030358607865616522,0.040117544006079205,-0.03261685565835643,-0.10578521756269757,0.036375960205244334,-0.03767885787145785,-0.08728335710169495,,,,,,-0.07372728949132729,0.020651263340539554,-0.013409617264251696,-0.007391126809606471
RARRES2,-0.08120665341108907,-0.04888092721926684,0.04149252923901357,-0.02217212838385202,0.0426923657487938,0.02207072249724075,0.12206044802284305,0.01776529000106409,0.042951499231284954,0.030361969369779456,0.10145082366356807,-0.04899943730340353,-0.044133776990685436,-0.022055859040702185,-0.039079348003331134,0.0061718799323402405,0.06268089121246381,0.03437926588561594,0.050040834398554286
FGF7,-0.05649329647914348,,0.05870179876604068,-0.03505084687539314,-0.024265035519617048,0.09613218749288018,0.06582323928447106,0.039271051373507455,0.03912649867463134,0.08682092027836034,0.022610131960905246,0.12122709008229057,0.0028207939769450846,0.07072044703177488,0.11632695042630477,-0.07542760030114487,0.11132542618824932,0.07359973741131011,0.01206700501414786
EFNA2,,,,,,,,,,,,,,0.008029015029958422,,,,,
HBEGF,0.058389180797317995,0.052926253776107414,0.007455161853173884,-0.028250939392083733,-0.01853526653696745,0.07686130318788256,0.022409749444231762,-0.03525704060659479,-0.03267157824396315,0.06791514160376039,-0.05002694384073137,0.040403060411904654,0.012958514464200613,0.022576101543822075,0.009194445977471372,0.06792013263697118,-0.022915811151232725,0.09388670879882013,-0.019419530076171244
CSF3,0.06002633599810089,,,-0.020631319850828563,0.015929632503453625,,0.15779981409032529,,,,,,-0.055694175180493556,-0.06505950368817963,,0.023451910829417822,-0.030545426306266818,0.06256982981918101,
PI3,-0.0023235245982913674,-0.020020276041635338,,-0.04887848218139477,0.04949533595081128,,0.043816674932889,,,,,0.04384301313471826,-0.08425592922816547,-0.0823741976200157,-0.0425220551055331,,-0.015881200771903862,-0.008381278054532846,
PCSK1N,0.04888502480429209,0.013662271308331149,-0.03281424394128518,0.05632540589889239,-0.002284146235172276,0.022381483257572322,-0.019904844107158388,0.0296048807186369,-0.022096266075002636,-0.04562603592719934,-0.04078568500865444,0.043352890654281696,0.03197819060918147,-0.03544033296752883,0.048474809333314876,-0.06611665665937076,0.18562306139493406,-0.06955667455386866,0.13754958646178927
NTS,,,,,,0.0040029822596974775,0.07898045197581993,-0.017342324675883876,0.02553315399267394,-0.011240207492473349,,,0.024330643519210483,0.023060654781375155,,,0.10224191303981346,,
SFRP1,0.025610301733261252,-0.011107027066105956,0.01057233894994171,,0.08577896143787747,-0.01671082766097159,-0.015104799331984031,-0.0223717095240799,0.06503241890146025,-0.009811278363651504,-0.007619392236341575,0.01617427609506309,-0.004427964696021713,0.005982688048552404,-0.004209220186811421,0.028911339018570154,0.0037159831390032164,0.04926117744901169,-0.07156632814728732
CXCL13,,,-0.0059816560444954136,-0.014980779367073928,,,,,,,,,-0.005448451149455388,0.04067545962854607,,,,-0.007334119274890322,
MICA,-0.05366372849613918,0.00501732278599861,0.014526944846162406,0.03667166204008738,0.04465230071741204,-0.00496048711351133,0.08903872563627892,0.00766039960526561,0.016591416144188884,-0.0720414236742746,0.022275425064659175,0.028004788169830146,0.057473300489801205,0.05617890053080378,0.06019355702390787,-0.05902675833732523,0.08334987524000778,0.1313995967057852,-0.06040786522570951
TG,0.00510466064252236,-0.014155686929629232,-0.029271464257708043,,-0.020105241001299717,-0.01736304700825236,-0.010509989470336387,0.001233517144127628,0.00628743848409268,,-0.04240831321148881,0.05924230990296463,-0.023082335999340554,0.12812479116229009,,,0.08770661670898464,0.06756988923572042,
ADA,0.004710434442244031,0.07826888440881222,-0.0439291414508164,-0.011870823914307353,-0.004548345070801098,0.08235370018595808,0.018998580569027503,0.034432793284147424,-0.030458363950213597,0.011964160841840743,-0.03472960394223576,-0.060000678897003765,0.044791960084302855,-0.012496356474219376,0.008934190366082052,-0.07378563846545126,0.037361992320201605,0.0333855527598527,-0.056959830066199583
LAMC3,0.07666323007772245,0.06546120818163258,-0.03368524503492731,0.03998382075560093,-0.004316768051747094,0.07784832283389029,0.07823979069475125,-0.04160513870546656,-0.01270637511308803,-0.04447597865030115,-0.01717090440226408,0.10442638569527901,0.005629213422884436,0.00711993392096037,0.04041779580276285,0.02073741187633855,-0.03291746248503321,0.017186557124607205,-0.03059657619785074
CCL7,,-0.018737496875853934,,,0.030126632916931708,,,,,,,,-0.026035824303496633,,,,-0.03200864585752945,-0.07624741858288121,
NGF,0.04030621745318545,0.04498034990604187,,,-0.04419434906457857,-0.02858208743328492,,,,-0.029389761052853836,,,-0.001620566338460917,0.07570914357947542,,,-0.058663735087448786,0.016512078831743344,
TNFSF15,0.018642984850882834,,,,-0.024545444660218223,-0.011703299641315877,,,,,0.02214447424356844,,0.04203721383537767,,,,0.03980621283569144,0.010198986990733544,
HMGB1,0.06557386848907842,0.06131625173050507,-0.008691459462877521,0.056077944810663714,0.011671544402565421,0.07449172890785105,0.07567486545314879,0.11260408897503774,0.0029882072812176166,0.025454966885779633,-0.008900055890345888,0.03850795482270546,-0.013933354208438968,-0.07277462300920066,-0.007465476461950187,-0.052632186204957715,0.010351509663845394,0.000969206860988993,0.0021279893167474922
ITGB3BP,0.04544536072002653,-0.013406164242344308,-0.01694981039998298,-0.002886521581648704,0.04412242125769796,0.11663791625369889,0.0783797264435389,0.028299494528693514,-0.004782903804695605,0.0009594381784601036,0.051653852894933114,0.022898219789666736,-0.014634617622530153,0.010863161665709794,-0.0034616016794317777,0.05056734057872952,0.0855079157896308,-0.017910215816273896,0.01287372214093171
AANAT,-0.02413062529877396,0.024982798471728355,,,-0.022333846675551414,,-0.019094225109927414,-0.021037067999280602,0.02157065862332698,-0.027630697630058033,,-0.06921679004040406,0.015678382985868475,0.03778285905933327,-0.03361089215031233,,0.046089980496700184,-0.007857479079303304,
RELN,0.046238434707060815,0.07004983991991458,0.022450947938963788,-0.0009084665322681193,0.06803584582766578,0.0024470582969141064,-0.05602844747747962,-0.021236850413569184,0.002953309753562235,0.08331647160632737,,,,,-0.015338992566044755,-0.014553949672084109,,0.05233650515671017,0.09304565265370303
IL15,0.013940574483935588,0.09315360631229992,-0.009859141421885431,,0.03835005745366703,-0.02469461396461819,0.035047407608852416,0.02902615074941905,0.026662169653957228,0.032809049893264726,0.0908274338925743,-0.04487774475639911,-0.0015528191108740113,0.030682414891971856,-0.03464777098200784,0.07655876959678132,0.0601642930854461,0.06291293813572933,
UTS2,,,,,,,-0.008588940324880424,,,,-0.014628357861666419,-0.09328372222003416,-0.019450582470961906,,,,,,
BSG,-0.04504460366407415,0.01924451302253026,-0.004667527290285091,0.05999284742414044,-0.030983638279332853,0.010927682271338533,0.0035938765898255657,-0.01647347640943915,0.021809699254403236,-0.020791970234055046,0.0402237845861111,-0.05727368317185523,0.022388106678804646,-0.013272692793089813,-0.042157836868392626,0.13059923358620085,-0.0010070489943088377,0.10621310066875352,0.02379665470909391
ADAMTS3,-0.010009652183859668,0.0756334691710296,-0.004023762126910127,,0.02683281129895077,0.09396747054220185,0.08127289785262634,0.033184452023567484,0.03213930416480135,-0.04436840789301873,0.06334949896207251,0.1099719905360895,-0.029618704122853216,-0.0037180373674463624,-0.014621383707570221,-0.018489447865202062,0.06502775032819837,0.019461538164492545,
CD34,0.10471548192237803,0.028791960964474752,-0.017409592648239134,-0.002173113144654145,0.01713992918099801,0.047999439167176514,0.0625630758676536,-0.005359912331615672,-0.005185876134289683,0.03312780410010338,-0.055609934692520784,0.07835659276593628,0.058849992798978804,0.024563443375102065,-0.0007330443741812915,0.07011897724232438,-0.029250145100350684,0.017848355692639085,-0.01876541573537945
CCL23,,,,,,,-0.004314043304394297,,,,0.03774626729615184,,,,,,,,
PLAT,0.04859533815419926,0.040067685843195644,-0.048340934393254084,0.0577483752221508,0.017079480418528862,0.09567095603668367,0.10550871208571228,-0.04999842019719703,0.02834881349456704,0.027340703448481093,0.043040065096988225,0.06309805523420182,0.06688311054407721,0.04862504548388519,0.005273488858589286,0.04029524249664774,-0.033964969722728555,0.10262102631477969,-0.061399059615730445
NTF3,,,,,,,,,-0.0074591939845722165,,,,0.04093219110143028,0.06245217040945564,,,,,
LTA,,,0.00834263729102672,,0.033989451151020984,,,-0.02026088888866751,,,,,,,,,-0.007956793852053737,,
CKLF,0.02917107645017506,0.019822390600705373,-0.04995719623197201,0.00847045019158611,0.019235311402227933,0.04260561793515069,0.14258681237369247,0.04361730781670726,-0.008833487976798142,-0.06715769514385392,0.06822691149992306,0.18718389607876057,0.060406620876952005,0.041711480017443146,0.023248948059912917,0.006088587607363203,0.09580755834431702,0.1032541723437388,-0.0036876256197538766
CD24,-0.05760002223568122,-0.016939033071724327,-0.04418014875581565,0.040935767855777246,-0.0005679301919405004,0.07858723926913394,-0.03438946616850757,0.012294308629184653,0.04875806183736449,-0.010146831152115917,0.1264648797538015,0.057090170060412344,0.009791522737817365,0.021620827568626863,0.014729200476333394,-0.006478486544261981,0.035390830769537376,-0.03514653262276736,0.0026391661319181774
HSP90AA1,0.010728287035799368,-0.01416800031851615,0.01727858066214454,-0.02689204637100142,0.02109753324108781,-0.03660044794948038,-0.1203971709665926,-0.03827634253631399,-0.015742943398220438,-0.007011573565840655,-0.04680183538719785,-0.032946561406754206,-0.09999845603981236,-0.09850737561233498,-0.07061498943147751,-0.06377846745672185,-0.0673363907195252,-0.12119841615083017,0.05092332646615146
BMP4,0.009651814075430963,-0.0017262243980519071,0.020172717703963106,0.055892783851747806,-0.05040568834130549,0.08766399608047794,-0.004189795251310892,-0.04296453949803044,0.022965415840015886,0.008356787284207131,-0.01341502349373432,-0.03370853818554676,0.034284902131280735,0.009704748061087629,0.005621187473999365,,0.011602398254900592,0.06082355919156308,
SCGB3A1,,-0.000986973819159418,,0.051648650053024416,,-0.03152311148252197,,,-0.005797395927230689,0.00015075500332482563,0.04900345173223805,-0.06166039350455714,0.029079526148367098,0.039642177262321235,,,-0.04239808944698944,-0.021731725563021387,
IGFBP4,0.04419017986452128,0.05489644150247456,0.06617737750399649,0.0838854090902901,-0.03476320230978227,0.045670074731305355,0.09695454352813575,-0.06297364464394799,0.014099497116049122,0.05031489187691806,-0.0915091009091196,0.12732061230560493,0.010467196549117085,-0.07899131449723844,-0.027395520042996314,0.01948342619145816,-0.04353926853027443,-0.0043952649913691615,0.04065653439401132
RSPO4,0.011305843826342518,,-0.03479976584028527,,-0.020288073533083862,,,0.056848525084925536,0.09273584750978986,,,,,,,,0.10243822904298881,0.03232988143025954,
LEFTY2,0.07171993003661037,0.08626761177253518,-0.021790702867529314,-0.009564813473698324,-0.013945092736926946,0.1003473761753921,0.07768824486270405,-0.03215756965073325,-0.021684836139141125,-0.010530124567705594,0.011764654116228825,-0.00730832726509187,0.016350435321297662,-0.02896755068100221,-0.06051284804286323,-0.019973384824872577,0.03661816683662829,0.008577690753961085,
PF4,,0.051615729086945304,-0.0030268600497131972,,-0.01923168054108662,,,,,,,,,-0.005604525882526693,,,0.02740811203368457,0.08863790379170666,
ANGPTL2,0.03918256083990833,0.02520158918442851,0.021555742261651925,0.09192542518165701,0.049217116794317235,0.0817415952685114,0.10424307113889218,-0.020199697053318352,0.015095333469585382,-0.04618271399687699,0.02972345029435364,0.059361394639808364,0.05576578587929055,0.04725390419853983,0.00021428055030703138,0.09738500922894398,-0.007924569216629611,0.06497207209523181,0.04536489125088083
LRIG2,-0.0011570542692871829,0.004773986976488573,0.03732017019107845,0.010922377642306087,0.04854115671447893,0.08040299326903377,0.08489390683400107,0.026996485136288665,-0.021107941500153597,0.06319408265022675,0.03759973998572504,0.008653557275662103,-0.016165555035845984,0.02989301749577894,-0.016617494263841175,0.0704981512344508,0.109023573689684,0.005793078084676897,0.06821354459063063
ICOSLG,0.01241875894129916,0.07813235416863026,0.026832387797651805,-0.011443126724660265,0.06293198170942417,0.020708805652725322,-0.009395567289028302,0.014953575230779344,0.010346850506029378,0.018629174976571034,0.0404690040079248,0.024599173935073916,0.028385642700284867,0.0048476805911706776,0.007830396709145907,0.016491129685579316,0.09292751898083407,0.019894122720011245,0.03601221083261796
WIF1,0.032752219711311,0.01589354908112822,,-0.035761198713358554,,-0.05802674658191102,-0.09253498303134827,-0.01818428012189612,-0.024807791605349024,0.00910232944490937,,,,,,-0.038188790842436406,,0.004303821813618716,-0.0007621268192896883
NPPC,-0.022233396686233885,0.036712452558458696,,-0.008828499414202013,-0.009440267251781775,0.014980301815775452,0.024699275605260196,0.022708212801972466,-0.047711457011025304,-0.058081727664694605,0.002926196324245035,-0.05285612132554905,0.15388224899356934,-0.005893715691264849,0.07029407019053244,0.03161318617393653,,-0.029092383700054836,0.04692343815059796
LYZ,0.05388705223296961,0.005013626574567473,0.007304835021120998,-0.027864151275787986,-0.021810443639930118,0.0032954519915892864,0.12261767346846579,0.03304634212613703,0.001298193811179649,0.07454256581870587,-0.04238637557397105,0.029901275064936273,0.04772284836052815,0.021007442411603156,0.04971380020057672,0.0314169270535229,-0.028514552779603256,-0.09307560748461431,0.06485578925122815
EREG,,,,-0.027809499845897288,,,,,,-0.03023347530773807,,,-0.018389687475372916,0.0004768885039839235,,,-0.06225756868041151,0.04107865685224518,
SPTAN1,-0.014141411526350072,-0.004482177331517882,0.017680798982203927,0.025364298391504617,0.030022867765947366,0.011804646211541375,-0.039326608486239464,0.016747776241951538,0.023558271534494853,-0.07644966424346639,-0.033634657246658185,-0.041368264823011404,0.033832110120717886,0.0481276999572975,0.07606467679246177,-0.036287173712108885,0.1138242908059782,0.017910004978523755,0.03681615636910437
LIPC,0.024197844965939096,-0.02379617229819874,0.056940369153629815,,-0.009361737032886825,0.015582660156134277,0.01670030057292707,-0.037603030435887856,,0.07674744805259125,-0.036444299464857326,-0.06425539401582708,,,-0.006243672750110548,,0.03679436891452364,0.02970071177640063,
COL8A1,0.0506011704796958,0.04875988841555031,0.06657770791826825,0.016225770582764944,0.014828325080800724,0.04554202656318761,0.003736125461044928,0.027805485799339322,-0.0014259545128850295,-0.014168330656286511,0.08847317020757418,0.020708066124802794,0.06819148961424307,0.026601272677086802,0.035308017640312155,0.08767566207197194,-0.06783025848797031,0.05407143424455002,
GSTM2,0.022998643107636697,0.0037217966480813276,0.052833700506977416,-0.03433017164605885,-0.017280668101346687,0.015100060108481788,0.022466899784323306,-0.034965740172660034,-0.016005403806536207,-0.0021141593326347886,0.007963787160400864,-0.0200021530619365,0.015103764041064024,-0.02945267436825532,0.00085960309583716,0.09446218992539732,0.03557474489369751,0.00707243179627967,
IL4,,,,,,,,,,,,0.08760191488372637,,,,,,,
SPX,0.048586664187130986,0.006440781032339155,-0.04763903394028933,,-0.00947038524302001,-0.059941887307292045,-0.06696519523765698,0.012580365890766531,0.015081407841134412,0.023063345831017403,-0.014770957726127661,,0.12163539809069183,-0.02867071348122575,-0.05619120220789501,0.044092052335326176,0.24859182183472903,0.12223357096102357,0.09871186820588788
MFGE8,0.03250204527699484,0.036302840634957395,0.004353394075630802,-0.03167945513828738,-0.006132131460886164,0.04158179024416028,0.06934533716316167,-0.005895568857512478,0.07497803891103377,0.01830491364701038,-0.0332481024569374,0.11740063459886162,0.01977307181828962,-0.02607996322765749,-0.017695210824651905,0.08094180753979376,-0.023472644414216755,0.014831378104869288,-0.009968573625289518
TGFA,-0.09804443781688793,-0.005822155298241997,-0.002953464351895716,0.04572946967249395,0.004108365429733228,0.0017622502292382323,0.03986610669576376,-0.0017135185252379192,0.01532054072830427,-0.021117295006418353,-0.0033557014566211077,-0.11680982232963483,0.026009094583039415,0.03023659413201094,-0.049585593258528904,-0.00023386004390624722,0.1097338302365132,0.0790047067998386,-0.001951497224138386
SLIT2,0.046674520843480616,0.01500742550252642,-0.01350618396032898,-0.016391218949329673,0.04082973435704978,0.05667156942558666,-0.06344718507218466,0.0358644976099246,0.062108066105389145,0.007041869801785482,0.06515229248298969,-0.00040920532331261257,0.06149636473035032,0.052199388573111,0.002060424305537387,-0.027259518521495742,-0.043928937287149965,0.004278801134960128,0.08231625513195667
PLTP,-0.0462909016725725,-0.03905479882959939,-0.040493100235431054,0.044744038088553054,-0.006242593938739079,0.06528683807427069,0.09056800586024431,-0.045954493613559494,0.015326971156954963,0.07779228288428351,0.04340387836487444,0.12602170337063415,0.07316465393976154,-0.024189636330699878,-0.012626082022089478,0.024343951640520414,0.004425012938646062,0.10561359661953944,-0.05376744956440999
APOD,0.04142547153897719,-0.01802447873369099,-0.004161429648220946,0.07830318772761478,-0.005928022745172105,-0.03628107302858529,0.03785734291652171,0.020009546957485202,-0.008163586681122832,0.053888484203631605,-0.007621989636361783,-0.032624551531959554,0.0546568404249221,0.059832318206549245,0.018995997908574033,0.09277926610551551,-0.008191865986858015,-0.0062718080605391816,-0.016633313316636804
B2M,0.10259522130812015,0.008388259390171954,0.025589870307791005,0.03873297842245364,-0.02763455981115866,0.07912901780798857,0.1266102544178628,-0.015604818076524404,0.014444480476079527,0.045131024217936126,0.07390878024015887,0.1651915083060456,0.10637948623628284,0.006386530248072029,-0.02118921165287853,0.12816094215652635,-0.17856686529281646,-0.0026584782445943215,-0.007050708885417313
OMG,-0.028877837127356868,-0.0019075942002699047,0.010452343943289429,0.10971652340389612,0.035526111433827806,-0.0355500262500104,-0.01608041234514093,0.004353514959009902,-0.03429200821416687,-0.0056662262830354,0.01977773564956855,-0.030321691390623514,0.10898827520921257,0.10750355099279581,0.03938372158064733,0.02408276632180578,0.17655514147579662,-0.021745439914337496,0.007923553871209339
CXCL3,-0.028980995751007817,0.007899261610767283,0.007844354753873007,-0.038845934864701254,0.019275784677569168,,-0.025069804816063926,0.006089593311924474,-0.02801396146398508,-0.01635114845091917,-0.03659824131752841,-0.06450900061149112,-0.016730151341901693,-0.040726036905999914,0.05193804739859594,-0.05233992171971139,0.03527707850584277,0.003665156632129393,
CXCL10,0.1203665256298001,-0.028113755277172935,0.029829611037884965,,0.03938986141794956,0.18251323882700557,0.10239785058520309,-0.009927638676823216,0.001048351156221663,0.14030607551657706,-0.03756146819979423,0.12357078557758198,-0.009868449649171003,-0.030972033440138554,-0.041369324891504515,,0.03382605131527768,0.028749739786531437,
RSPO3,,0.0019827004246860984,,0.11009576336748073,-0.022333845025333005,0.00030273813406944374,-0.03135373008987188,-0.0022791458766674546,0.046394163617798766,0.0012174839296501916,,,0.041810888314021195,0.025060777843892202,,0.05183714685908762,-0.03248251656010046,-0.05150437907961861,-0.031059401608559002
CORT,-0.02272919089225321,0.0442879759922952,0.0022324653292881335,-0.027380573143590967,0.0009379819839065808,-0.029892063779236384,-0.054264654539507205,-0.039337757424437646,0.01648208939548698,0.07146018285411827,,,0.027600570251211848,0.06043917484384064,,0.22607359449858208,,,-0.03316641026004582
NCAN,0.029215615482386374,0.0321760471526327,0.041522109340667634,0.04561447819138641,0.0011241070894977138,-0.013191774119153529,0.04312976353366522,0.06110569785715847,-0.0007611230371832392,-0.030797093433816296,-0.023606929038885883,0.03823478451934579,0.06631109639783037,0.05965481052003265,-0.017940988733040248,0.13838783406317334,0.11852338440399948,0.029543475923695425,-0.07438032787460132
PRG4,0.009952538171229597,0.020608338209099082,,0.07191034738003864,-0.022042541893441868,,0.08606162155845662,0.06402773760250563,,,,,0.062401240900966645,-0.02431430559419701,,,-0.005035482568312057,0.017080410840443597,
ZG16B,,0.02716363663947068,-0.02356269540190117,,-0.025583065664505463,,-0.029324500850962002,-0.016099115474786135,,,,,,,,,-0.04050220238587226,0.05735248282865355,
TGM2,0.12114685091840632,0.016620799755158473,-0.03053488912207313,0.001879200148491979,0.006932538355718493,-0.003808569565609693,0.12684931831862395,-0.05516753414114239,0.03590063844668996,0.06475567487481777,-0.058881899695510095,-0.04307294624061753,0.033404262431579984,-0.03905894110791466,0.05334869463556427,0.09103601442222267,-0.046838377277718765,-0.011369219443810622,-0.03470427307717274
VEGFC,0.0089886077445489,0.09385809893678579,0.08014161820882934,-0.030677022851781453,0.00016570995006341511,0.016948343770616305,-0.012858641859950849,0.05444266878173904,0.008395344325058849,0.04618596362565375,-0.048713841912171235,-0.056773784951434585,0.05956845505696646,-0.048415445524502984,-0.014000221400087255,,0.022606879849892753,0.03526295158951458,
WNT6,-0.010613629261944434,-0.030232536979411063,-0.021790703439415488,-0.021310402519093517,-0.030487673699456555,-0.010528934138606918,-0.026709138092963117,-0.03582800727183724,,,,0.005088730424165238,-0.006037767572133348,0.005111485504596812,,,-0.04891473352628325,0.06877448320426027,
NRG4,-0.04424396862984947,-0.017257892449995683,,-0.015464283756100936,0.01692209796895044,0.019814455874309005,0.03477278803462011,-0.021659582851667834,0.036997026238821874,-0.03806037828548818,,,,,-0.02106931560324259,,0.03717621189969107,-0.04060888184000596,
PMCH,,-0.0198906497980992,,,-0.0034001542339668176,,,-0.02356464609179146,,,,,0.03891367311377877,-0.03390310206389061,,,-0.015172951305118471,0.06901889192725896,
