,MGH258,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH881T1,ZH916bulk,ZH916inf
DCN,-0.009060675243816102,-0.0032657451487193598,0.024523834777124765,-0.03782698962718275,0.0191348831570581,0.020031923493103836,-0.021096856187801664,-0.04055743821006854,0.0470247946834802,-0.020004221938212746,0.12924869271629924,-0.012924749814397594,-0.044964475244348164,0.03691047889635639,0.008307709570860045
RARRES2,0.06732684849007486,0.04349816548743148,-0.0016446317803454134,0.07546878212852845,0.0758263480105021,0.02418905375907838,-0.014214309828723147,0.0049975976829823455,0.02212138795704009,0.06903465590203413,0.01783509219567623,-0.028446455440423256,0.024486425509228898,-0.09379473748276947,-0.03569009242957176
SEMA4A,0.1083764356743648,-0.0015059851110664373,0.125912632467311,-0.028921214306538635,-0.07593384462046614,-0.04973230134463964,0.031027400720023964,-0.01065575886370697,-0.03201614132426696,-0.013440273036857834,-0.06008197975532935,0.03801309567143117,0.06602249487969149,0.029586386816846916,-0.0010578074789909582
GDF11,0.043316599248777676,0.1251949713640819,-0.0010346497943614715,0.021826924020362386,0.051147100896451525,0.01209624940316481,0.0483305105680819,0.027215540012336868,0.0014668874114598402,0.0901497334252301,-0.05019414806099964,-0.004613758649652197,0.03916535364346164,-0.03615010949999148,0.03790532105675457
GPC3,-0.047206323700567855,0.05915414241224779,-0.001126670793135112,0.0013264327546482202,0.04815623278772522,-0.009725962044997767,0.03342663162107467,0.05972347416325455,-0.01581757473089792,,,0.0022323394202862098,0.03597399022702301,0.002241225590226844,
OSTN,,,-0.03053027509456133,0.05340514412028373,0.0462990514275549,,0.07246927862004633,0.09765547987487445,,,,,,0.02406474162099081,
GRN,-0.13408816069204177,-0.0070547881453021455,-0.017929018685456564,0.013403177167009343,0.038198173497323414,-0.016962696317590033,-0.016482597880712626,-0.018050569851400473,0.06552644287781692,-0.008278051005353268,-0.031658946712679166,0.02867604183117539,-0.01791476330959852,0.0814037796153038,0.0019782425369684496
CALM1,-0.007267405794003084,-0.008826424762446447,0.005745507013384054,0.07469082549464873,-0.04634022004587653,-0.01279807352541789,-0.003995343805794004,0.0013754958244816364,-0.017729828525322774,-0.04594939042640739,-0.09130304424098619,0.06007584525629662,0.062091373258696646,0.021380925134800687,0.07450187912668108
ANGPTL4,-0.06840778978595692,-0.013646503299853636,-0.13425193979401823,-0.0901557621258722,-0.05616291711116421,0.06882316270705144,-0.046031125208125794,0.0019152012936762908,-0.08912778332115505,-0.012686797875826003,0.04747883263969341,-0.0890093041401824,-0.08285772234193291,0.035919635331637306,-0.021773605901196348
BMP8B,-0.017324465831209356,0.03301708553119593,-0.011658280140018703,0.03325346489543695,0.03099958591241755,0.07671036210673088,-0.01624847499553721,-0.01230556226193186,-0.030757196729287166,0.03849054958546341,0.04234697452783291,0.007703952529268481,-0.028298217082566145,0.03109757450717999,-0.011466069626708968
TNFSF4,-0.032875314597075676,0.009867548032188388,0.11898625023579987,-0.03272018958415558,0.04619647629733319,0.030222793509454362,0.00518904837170049,-0.011739591312096391,0.005302063432631523,-0.011039516454397647,0.06366673112064639,-0.06917326825238762,-0.009616806213684022,-0.060125969620438695,-0.03278729756808954
RBP4,,-0.03901564319117571,-0.016815726866444846,0.04851677088802766,-0.023136032977432264,0.026135990117647452,0.05908886139299446,-0.02613368840607807,0.0011592193767212481,-0.057893740134229536,-0.0592400780709591,,0.016715658320205728,0.08337205894823733,0.05948946606808653
DKK3,-0.03167934656607992,-0.0519577111075771,-0.007367057474553249,0.029152240588738092,0.0683131549294947,-0.01048519381819149,0.015914664299259047,-0.04211247686973114,-0.02128379656242644,-0.07454164516800202,0.09993517508736112,-0.03815600957521858,-0.026481263382356287,0.03926064661448685,-0.0023110708228173166
COL11A1,0.12003853860964224,0.1249050631687049,0.08439864631861466,-0.021953507179173975,0.06249171704371191,0.031908456644490865,-0.004056936441992162,0.10155106614224872,0.020670198755493946,0.003047899184410041,0.06091559941507346,,-0.010059564429740807,0.04096497135837542,-0.0418934684277068
COL5A1,0.05642027246627216,0.03005502586178264,0.015409224007276024,-0.06778910337120828,0.04991376618428673,0.043887717806909254,-0.07961359283331859,-0.007419684990629288,0.05601823051476084,0.023718522540797017,0.004607070070868343,-0.00925277806383801,-0.004655526023524492,0.018926095560976148,0.1108961687667119
KISS1,,0.04734393302049022,,-0.031035913450738417,,,,,,-0.019216229194679673,0.024370374492009877,,-0.0009586700904271829,,
MEGF10,-0.021149512400273827,0.037422293486447156,0.008444099732249305,0.042849944732720274,0.11543592806722208,0.028757171148924187,-0.030328121340611837,0.0051288080265466125,0.0528399526505967,0.030025646262789897,-0.05469663039421726,0.0715774947313364,-0.03826808257763871,0.033591281887097736,-0.07159806584057642
CEACAM1,-0.043115777881147156,-0.02515040203671518,,0.02375540088026011,0.05218959422177052,,-0.013560772083052425,,,,-0.04037130604954789,0.04989706495483398,-0.01569862650404825,,
EFEMP2,0.053655206702876164,-0.027698625783859517,-0.012894304927022019,-0.0276871156365257,0.06295785652399635,0.012686249809136628,0.00435632757539302,0.05133420275021298,-0.005813364917122899,0.010671100933873549,-0.050016015316583534,0.03498636642373836,-0.056068852165535726,-0.009053703698235984,0.005470934235662549
