,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.022874904945776143,,,,,,,,,,-0.01777121303694697,,0.03482222333142825,
BMP1,-0.022496279474877503,0.06874431125423554,-0.024914286564275443,-0.017780624011854044,0.04423725142572373,-0.0009563371076806209,0.0708152552707936,0.036500709842461565,0.02753142345910423,0.1074156076336859,0.008983518462946722,0.04060252584546706,-0.08557719121168267,0.05745219096965171,0.031529654036479074,-0.02879063589435251,-0.010897395332961806,-0.0028030781371312925,0.15051413642409195,0.0908493360340979
NDP,0.08089320954854103,0.0031397816402966004,0.03793097565667085,0.0008386776546564185,-0.009321064096702485,0.003791894179500265,0.000271077827742653,-0.011404451743857884,-0.014580658483289582,0.09039904525983963,-0.02228077110389681,-0.06270216855906029,-0.06534472261065838,0.12989415692288905,0.041200968884056346,-0.024256774538138272,-0.01859338009326553,0.010579199509267482,0.03580651851242336,0.015344916117402007
TNFSF18,-0.021000985711922365,-0.01836366059507661,-0.02601052879409704,,,,0.00015387526079478934,0.08080456630488617,,,,,0.08368423638289303,,,,-0.018327138324672417,,0.002495371941794111,0.05969087061395784
IL36G,,,,,,,,,,,0.11693121503965963,,,,,,,,,
RTN4,0.01586229511191373,0.07628867126436631,-0.04111869734621762,-0.007454358129090496,0.026602163637295353,0.01467231011304045,-0.08975537984930837,-0.03784717010730874,-0.05200448399657846,-0.10394754460599238,-0.041502480471367204,0.016334512779102056,0.03542269066893627,-0.06943639787949162,0.06606986863676985,-0.0260376051004527,0.01724794673411057,0.0009552944556474556,-0.07925705681155987,0.04299608449896095
HEBP1,-0.08108721848696178,-0.003240270595533141,-0.04176663288482171,-0.048216890546737924,-0.0008361000226552539,0.029663971081646583,-0.00520032010477819,0.040344110316912034,0.0246222657944678,0.03774384856774343,0.010037136307920183,0.0880889678242133,-0.012362334838647094,0.034029340929794615,0.04755047044596293,-0.024210948047052854,-3.99562689244083e-05,0.041899464065065235,0.060574331277955695,0.03156833780090867
WNT7B,0.004091709138470561,0.034176721302811464,-0.016156934192844707,-0.036582973241791786,0.04222937854375203,0.03678797896515862,-0.011675526641129442,-0.045192422612991674,-0.01721959313391389,-0.008237025872193002,0.05954183014536794,-0.004897889770039907,,0.026354693942757898,0.020540793342835217,0.15329623972483303,-0.03832352886380204,0.06364205177055236,0.02309805721859729,0.10113397404842005
PTMA,-0.007362564019476807,0.0267307281275931,0.028703568182657353,-0.016128060414694157,0.053488898629494866,-0.019328475216937004,-0.017763674830923552,-0.01926588867261094,0.08698845801243216,0.15258264288979645,0.07397400312683293,-0.0829188119731459,0.044786499869042595,-0.15462979313875194,-0.014912874257918846,-0.07377212839755241,0.07440110069738662,-0.006060317836872934,-0.030814098024792493,0.024508532730948704
FASLG,,,,,,,,,,,,,,,,,,,0.04626575104505106,
CEACAM1,,0.019516582044454937,-0.012399475218852703,,-0.042711530560019424,-0.005437171259749925,-0.035802256049570234,-0.030821920881295713,,,,-0.004187399648632026,-0.05691040629655296,0.022822239517812766,0.025403141119558104,0.0028669823462418994,-0.02633418439341568,-0.016688749299339268,-0.008933770028458713,
PDAP1,-0.004327964178386146,0.004973930785949195,-0.01204623163802748,0.018052711443067204,0.0018323300510110678,0.04443224489023178,0.07289791587439716,-0.004316924580690121,-0.027675256441029434,0.1328268393759201,-0.0048280577887168065,-0.10646009358941698,0.03371299794165632,0.04357067071530486,0.00030467956558697057,-0.03434498569833474,-0.09038624358409794,-0.04748755740644316,0.005394426864407234,-0.04435797605224087
QDPR,-0.05103514273304512,-0.019156132875244127,-0.04577093438950351,-0.001799132497823784,0.014628331472069605,0.03722944659512907,-0.030143871639599123,0.027253226656096002,-0.06557122529900171,0.09759850532800339,0.09865495822745168,0.06277748337056469,0.03876443539995337,-0.1778501341069489,0.04553226134358155,-0.01977474582932431,0.07896041215902815,-0.007874250979956142,0.03689854401752074,-0.021715057059951783
POMC,-0.024161902840008465,0.06572371098096151,-0.02203188921941627,,0.03435147020163298,0.011713670009287643,0.041328996263232096,-0.022739184296406888,0.0183078776275393,0.0945467987046725,-0.032253898099367094,0.0624992784804035,0.07352540810541744,-0.07783423125639374,0.005495922469330651,0.03453929680625923,-0.03376291568485218,-0.027300601525627907,0.13081940793781108,-0.0006011249426130762
CCL18,-0.028164048629495203,-0.006354077270210442,,,,,,,,0.13697691311649612,,0.04140353391159364,,-0.04347551835268963,0.02616958389720662,0.06173960168973297,,0.08911844490646534,,
CCL17,,,,,-0.015732784692044633,,,-0.0018629804299479691,-0.007452298674334448,,0.09398324194219386,,,,-0.013879558296108858,0.08216620748055294,-0.023430317834754077,,0.04190694771833242,
VEGFD,-0.013484909476669507,-0.041181833976050304,-0.017759760552153163,,-0.014585754523691086,-0.02112826311595871,0.025089973354361462,0.02756772780479933,-0.015633364641088974,0.023692715553661925,-0.02191288418249198,-0.05703133412758124,-0.015180777280009107,,,-0.018648620147130594,-0.024711753564026512,,,
TNFSF13,,0.003715824435962806,,,-0.03094682560847297,,,,,,,,,,0.09087098668523583,0.029376050766568965,-0.02512598579619482,-0.01874034694086978,-0.005972532807511855,-0.007805855808306728
WNT5A,0.02080487646215984,0.02749932998977951,-0.022403007796235982,-0.06805601004599056,0.0022101902536559173,0.11299233586725335,0.1073810064734904,0.027250653038084216,0.011801459465468263,0.03657862974362332,0.03605622509832213,0.0893890861328118,-0.03921765209050268,0.17611250354283214,-0.02450637182833187,-0.004164211508697427,-0.00601656168458691,0.0001736138951307532,0.10213921516238092,0.031090871424245405
CXCL8,0.020394375276041456,-0.00412624222871938,-0.01662918712645723,0.010857617904329944,0.02819167371824107,-0.06022180358491157,-0.011738912829263887,-0.0005850311525192884,0.025136338297905222,-0.041578215064017404,-0.008324358573970394,0.003983242379483869,0.060391647198800504,0.030196603919916236,-0.019631780546182864,-0.047286083812123535,-0.03326594387648108,0.005501924414058725,-0.022740042819323774,0.005228604991455022
GRN,-0.03917541297514497,0.0722901097261296,-0.023324448379983917,-0.0059391119570403215,0.022725624408852892,0.046987938727513834,0.11871048434315952,0.0019127651254464936,0.07626290472993558,0.04478642446689578,0.046053251273773965,0.20348229697696968,0.056018633618124904,0.030707827864144183,0.034081084342563545,-0.0021132355331461013,-0.06859910504008035,0.04058433863271286,0.14592196293086548,-0.0618015682175098
MIA,0.07219511091622814,0.012315504690875721,-0.015794289044885328,0.03629229174527465,0.05684439244415269,0.06925597515107938,0.005698521949090883,0.006892809096845686,-0.017779659923301317,-0.02086567864806678,-0.03001069910194293,0.06191857359427354,-0.050158103258498,0.031032292452685142,0.023959842898075654,0.05495621407055708,-0.03498057869948519,0.02359112644244843,0.07512879316134975,0.019228441318399982
COL4A4,0.004596441687847364,-0.0337680050917779,0.1121412209030969,0.019949303953906476,0.00925121232493857,0.06609282806250702,0.04760107864411025,-0.025517867711909552,0.09728741925032557,,0.005975918232675883,,-0.01280041420864589,0.03143586533261895,0.01507986515164092,0.040539201018023996,-0.036092510634089546,0.0017440905000945845,0.04170924588524795,-0.04504443731153382
TAC1,-0.04000793461629637,0.08535505275641869,-0.02674545802389999,-0.02962856785185297,0.04490118075159401,0.020666683837136303,-0.060709192866614345,-0.007319433569789159,-0.006868333466863122,,-0.028759430230616986,,,,,,,-0.02879284687385524,0.0025929599022065696,0.0006762847484133816
RARRES2,-0.03302791318099515,-0.04787537176668736,0.019646659973943378,0.012295615473265832,0.0013524672136982071,-0.10325844168215512,0.07342108184695387,0.004483253708788397,0.005529147319225809,-0.05830555257096024,0.002671996223098571,0.11539741117383193,-0.08869896140611588,0.0545416096182429,0.023032966466196046,-0.024362797829613276,0.027192485967776885,0.03716731289210857,0.017151480019876184,0.0188833072043869
FGF7,0.06953489687754695,,0.012090837045861084,-0.04411611710519835,-0.01534749939149317,0.004870345043816623,0.047405436331662484,-0.04308658307149652,0.0805580111063431,-0.0017289680459633436,0.0017710958562530826,0.043832063109741116,-0.043333560381753,0.07563424017922053,0.0005675248533924258,0.010914542412848819,-0.039279061209122765,0.03432319622272664,0.036069895938464484,0.03238029969772646
EFNA2,,,,,,,,,,,,,,,,-0.017724265426802274,,,,
HBEGF,-0.035150719983340566,0.0503990501109414,-0.02442933986063899,-0.04762290972259151,-0.00032127683096060605,0.006641293987333994,-0.04561144007558489,0.04260923813325275,0.032279932463624324,0.04894688913904363,0.01614116229361594,0.01718426737442409,0.012798316462042984,0.020665366913979154,0.0352205983860026,-0.0327389224111132,0.003513385459943177,0.05394675721847541,0.03363141706631128,0.05653393702180273
CSF3,-0.03194442583645872,,,0.05222809235339382,0.047137339572674956,-0.04174620869057139,-0.023848495273982917,,,0.08377722679453985,,,,,-0.05012515507772947,-0.031700604141599725,,-0.02392560178149245,0.022934812346912487,0.0358440885478477
PI3,0.010684563133346703,0.031325393349846284,,0.005735203000728989,-0.04141265798333427,-0.04588749300201613,-0.026853720444571922,,,,,0.01756079700964662,,,-0.0071468537384865695,-0.07388773027470665,-0.019907876399129554,0.019304638556251977,-0.05098556046123144,-0.027653308564356063
PCSK1N,-0.024681389836373732,0.02510394511365381,0.008847835545567437,0.008902722659890025,0.010930442975752247,-0.03888110411509923,-0.010376629192716522,0.056872117908225335,-0.03551731841857618,0.056290394411537666,-0.043646915100457,0.048179501436995065,0.04617234284273286,0.0353033557672357,0.04648989879062513,-0.001218128152205301,0.0108434175603212,-0.0009059748521211082,0.06317680335438096,-0.027186656456260973
NTS,,,,,,0.015719473855716794,-0.0024802043968142518,0.11681381637799622,-0.0006955096178810611,,,,,,0.02174441501824275,0.053107898334250815,,-0.011368971219025635,-0.02796690067658593,
SFRP1,-0.0374766817774059,0.009629589184394993,-0.030604055881939457,,-0.00563054362719096,-0.0241036892897229,0.02854221708893325,0.0594982991681131,-0.021313029381044145,0.04552176568355193,0.016696617008487603,0.08096149176417179,0.08759129070336402,0.015202945547121122,0.06558690880452349,0.008635718719739975,-0.0013054765858538197,0.042346811426700895,0.08716303129401985,0.020553255396083513
CXCL13,,,-0.018357387738237186,-0.01885528812568983,,0.007842632131319348,,,,0.03621466914413682,,,,,-0.001767520637551254,-0.010392334539631981,,0.0772682481666886,,0.04155809351519607
MICA,0.0203146639467199,0.11213752550908,-0.02965791082899223,-0.0522515854711061,0.02280609169778053,-0.00826592833642404,0.020717071511594437,0.05180015075179777,0.06957962058313817,0.010552813373631752,0.025255966880009847,-0.007185401889628954,0.07463438186757661,0.05121120925882016,-0.03166168927223767,0.07893644255446791,-0.01244026584893497,-0.032958114869311224,0.1501112330598111,0.05180513921922565
TG,-0.003433921236760351,0.031139801351868092,-0.01686078799799049,,0.02127050304093652,0.05393479350068438,-0.028783000119109593,-0.02462406532435257,-0.015424146653316116,0.019882203933876685,-0.009013750254049466,0.03970640725971342,0.07204161701539011,0.037488739985785696,0.029120916843859406,0.03373833525438081,,-0.0196911379208617,0.08317463041424408,0.11816242546903032
ADA,0.04429358739079682,0.0660060167348192,0.01710499044997947,0.025776212059243447,0.011618648923849333,0.019492583620399465,0.11701472518927891,-0.02388325062337101,-0.025050054575684835,0.13838660074136436,-0.005559953585922867,-0.011574780139023619,0.03747542103337496,0.03530745666141563,0.03567554437703255,-0.00864493306778389,0.0013449632077635906,0.015114636603505082,0.09712791580223366,-0.005852487332088782
LAMC3,-0.03986261651748295,0.08506318899378078,-0.02998299498281155,0.019473205873975125,-0.009298322003127576,0.035629534244236226,0.04816359367298107,0.020344755475906046,0.05836391620375498,0.09039332895178057,0.06906492553345783,-0.005179096464967742,0.11361871203257515,0.08365978658351549,0.024750733099759625,-0.0018976830098132228,0.004451782601480887,0.05208689058560854,0.12201962824865566,0.11118396155972797
CCL7,,0.041873951385463584,,,0.007461544585994531,0.013595757818049477,,,,,,,,,-0.020802258639048762,,,,-0.046207726755220585,-0.028948937726683072
