,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
IGFL3,,,,,,,,-0.01725703267258264,,,,,-0.017312741420181948,
BMP1,0.026947259782857325,-0.015325163400731147,-0.003082899638673618,0.05017549507236087,0.01355036283037813,-0.057773163588104734,0.08108665220207086,0.11207735019275951,0.008097448899497848,-0.019656223563915328,-0.03393172411197456,-0.014694913916280758,0.11944446950734648,0.03292391689619446
NDP,0.03893984418476018,0.05120162823852872,-0.01495973925380777,0.028697877418086062,0.013882026573756685,-0.009730479979692367,-0.014918009738918847,0.0006114552105893627,0.07162466409344431,0.046765572181449715,0.058116670578042914,0.12112933076400192,0.04163581508462062,0.10478038820199914
TNFSF18,0.016026875034004708,0.0824875909466537,0.05318942995809801,,,,0.05371819373131213,0.08185968307705409,0.027946995104873373,,,,0.09462602947489587,
RTN4,-0.03763325168281663,-0.019431408503355466,0.0005492929341057021,0.04252327650798159,0.021911154397422593,-0.012888950865928634,-0.12398841677377383,-0.09944956958203828,-0.05799025175218974,-0.0327541806891723,-0.09228578748554701,-0.08108696651940507,-0.1490959337180198,-0.04774074627227005
HEBP1,0.03125431530521206,-0.004184677971779114,-0.02551678964076416,-0.006210914440167964,-0.016744153234978083,0.05234817739158381,0.02586748063286455,0.059939514447889884,0.04953568869356484,-0.05133529420325021,0.05892876242692704,0.05910720961321942,-0.030702701397990258,0.07175748423368179
WNT7B,-0.0526008596967458,-0.0047255300079772425,-0.024526046305288995,-0.0036340108910681975,-0.028867303561951038,-0.01943778841547208,0.011554082019604952,-0.048076388190619046,-0.0023884629811323278,-0.054458392253732425,-0.005606609646819991,0.08153324617808635,-0.0373348371970149,0.02992863836505644
PTMA,-0.032646636372129445,-0.0005818011323456963,0.04997947988494353,0.02983367243937407,-0.00573547887052339,0.010367183969464708,0.13837493377858412,-0.15157595004488908,-0.02470212257157041,0.07415088175383554,0.0077913129136242395,-0.035190924846223916,-0.1182630660591456,-0.015705281224817565
CEACAM1,,-0.0208419524422963,-0.018822265396955296,,-0.024250124576400495,-0.02859572306570599,,0.02592344585440124,0.0225170853434915,,0.02086531607692232,-0.01193623249471296,0.01424634453828976,0.020907191208652982
PDAP1,0.08253803986334071,0.03774436249040548,-0.031201212571965106,-0.04559330731317977,-0.05300614723409157,0.07011670985263395,0.006837757471298987,0.0691549574821417,-0.016570912158703117,0.08520821761444455,-0.06176183522831468,-0.04527538882270279,0.05292567874089341,-0.00043902635398131195
QDPR,-0.052101662996883014,0.01931032012890645,-0.02044259436486558,0.03270863599765289,-0.016255734554681097,-0.019062283501223957,-0.08399342741175919,-0.10743612418872685,-0.029323890410741207,0.012604504104974117,0.08944819280116768,0.12797911798686087,-0.13769225944588298,0.07478703062410773
POMC,-0.0507396025067698,0.09226620460759442,0.01610380920663758,,0.008805865870003352,-0.011195971047497519,-0.009648702348816837,-0.005304655323021551,0.026034930930545295,-0.00814447821905868,-0.021962273919260616,0.18488594098357272,-0.00019858206824506015,0.0043380026065477735
CCL18,0.060581020484379945,0.004149620320533138,,,,,,,,0.02892117104381066,-0.02082635779027881,0.05246974385713803,,0.019759202466217256
CCL17,,,,,-0.004120803835763528,,,,0.032067033147943194,,0.011592501852981291,-0.0159828877220305,-0.02282584949167109,
VEGFD,-0.025559307568295116,-0.00577482327524124,0.046399617652521916,,-0.02152515429131637,-0.03727436167744357,,0.02682308788437696,-0.032858432326865104,0.12169162736594111,,0.004287847823180589,-0.002470699292045733,
TNFSF13,,-0.007711178571860456,,,0.16080238826118415,,-0.019420691320794672,,,,-0.020078080043133904,0.021930497181835568,0.08084103924421782,-0.012361694444483647
WNT5A,0.04762681082512658,-0.058225066745863766,0.023147858568746116,0.07182915526979375,0.003337749351621689,0.07854970318718359,0.11198457448576775,0.07358604965300689,-0.04384623748855921,0.039593834801854494,-0.018432583973076237,0.048303647024122064,0.023849607293937335,-0.021717531792739598
CXCL8,0.010069142641479659,-0.024902903758950126,0.0014476617961513474,-0.15800808327596658,-0.04128038774213917,-0.037675041691190646,-0.027624673794190303,0.08252908669318229,0.010326147223467934,0.0990833523111379,-0.0998031995995044,-0.2375720918874761,0.07558319888772734,-0.07482996662356577
GRN,0.05395885843984025,-0.023693370342701237,-0.070898588079087,0.14106754285368506,-0.014632181756111876,0.02860523941781467,0.06717892711237164,0.02150766043479944,-0.03574004795546327,0.06530865508313442,-0.06598816493132632,-0.10016152872975337,0.09681554115613483,0.01146808616623511
MIA,0.031087015842085088,-0.05511896198040938,-0.02397555500631601,0.030153138639387136,0.008405210723709719,-0.02842279504685423,0.0483854829269328,-0.0062152418742266406,-0.01418383057098511,0.04546140238027654,0.2068380017534475,0.21110437334651025,0.10376382672717642,0.049113800166441214
COL4A4,0.11405029251182257,0.0437306218116518,0.020694595709731155,-0.0009458088346979843,-0.005789950775039564,0.07556915386212497,-0.018477929777517367,-0.017005524792695882,0.029573692871349363,,0.1259277585872441,0.04844481928041441,-0.01899301194292634,-0.04351633839203657
TAC1,-0.0511933012023305,0.0540847877695341,0.03954653423234516,0.03660776784052098,0.055608561972809174,-0.05368509001355067,-0.0671198429195737,-0.08870776705249532,-0.05759966444636832,,,,,-0.03799269797903068
RARRES2,-0.004369458210498422,0.06652007871770445,0.04659536888838976,-0.07153959339556595,0.023599706799044568,0.03144506203371004,0.09593079213984027,0.09684859891363327,-0.027703502520157495,0.08948549327041003,-0.09555215480961189,-0.0883179733376899,0.03885027584523515,-0.057436459018736626
FGF7,0.014517929370933776,,-0.030428350613219836,-0.05409235150951576,-0.03424735298115174,-0.02149531639224065,-0.02318126701808363,0.020843728881425397,-0.05497269499566859,0.086589871141745,0.024803805614848868,0.1040682511722137,-0.012246104604891976,0.01725211883867145
EFNA2,,,,,,,,,,,,-0.04571531318495599,,
HBEGF,0.04305208986732004,-0.03747808715063769,-0.025082449527805514,-0.0314578689703481,0.0030849841208562324,0.07628296792022014,0.04855987285649619,0.09668855276865744,0.04422841834343214,0.06850174663868543,0.06856903150401353,0.036809684717094227,-0.007901911041093532,0.006494548519760857
CSF3,0.005153963275827614,,,-0.06560175321486161,-0.023028333984903122,-0.057766275091531503,,0.026069495544961557,,0.08268677987742207,-0.060544992612788465,-0.11538306929247298,,0.01460646091816388
PI3,0.012386838250811806,0.030825956947088413,,-0.1420346515274446,-0.039739951987558725,-0.05176099745268109,,0.13550325842208144,,,-0.1513043888812583,-0.24632822093810208,-0.01939428195512106,0.028182837440666207
PCSK1N,0.0014936194159082686,0.0799413071495655,-0.01314758713274927,0.16623755280893793,0.011486243223850447,0.06374287217914353,-0.05918594868074929,-0.05640869802404991,0.03233457875399684,0.043858305937124004,-0.03895863214376062,-0.03665315006477548,0.07057954847092181,0.02977976075424042
NTS,,,,,,0.02081410749210729,-0.0056286908175619136,-0.02211373974173689,0.016646937915076772,,0.013452180045473236,0.01959850012018193,,0.06188907275337481
SFRP1,0.05063785625218902,-0.024267412056621473,0.032560082863112697,,0.05314057821401022,-0.03364658375666958,0.10618468740566968,-0.058170988574615314,0.012570084605414564,-0.05389052748034188,0.04162070038612782,0.035326762749338124,-0.025548763987704896,0.0394660102008504
CXCL13,,,0.025314585741010195,-0.030934407314169365,,0.06209216073128126,,,,0.02758360133449078,-0.01634089088447842,-0.08907870446906578,,0.05863294113443821
MICA,-0.0016305722578492843,-0.034239282961384294,-0.020553522201973727,-0.07207282692571415,0.004104606092947111,-0.04580377118405977,0.03157097676012557,0.04873505478783429,-0.0021952690320832294,0.043127230682776206,0.06620510581919833,0.0703728355889773,-0.029651268291880292,0.020045349450929652
TG,-0.03258422363354327,0.05186677126282186,0.0001666950616874608,,0.04743817017996803,0.007967775495886837,0.032010515245096446,0.0484276635552467,-0.03759697445978298,0.022929468092686523,0.038459561837635714,-0.03128284054060021,,-0.03602899884911879
ADA,-0.04818674359634608,-0.06575845107853587,-0.01178512308728749,-0.011002292221828653,0.014876457232249734,0.0001480144497102551,0.06686346563318997,0.12283297842841849,0.05303438189264649,0.010565694089359378,0.015707439008055348,0.06693376031145241,0.007779594616877244,-0.04394768395608679
LAMC3,-0.014359057142460255,0.01981362232717262,0.04139152677147884,0.10671334825594014,0.04865594474474145,-0.036590434469466096,0.077810651426838,0.09101146449167315,0.0066193648099128945,0.00037485055343470494,0.03624548970712442,0.06980614948534655,0.1474503487928834,-0.035904380385775196
CCL7,,-0.030911278185734754,,,-0.01315301318675783,-0.048437805825881114,,,,,-0.04081093071286179,,,
NGF,0.20281401778277244,-0.053073129619077536,,,0.011323770363987089,-0.020894990930247066,-0.009455173353520042,,,-0.007930055937313697,0.028978023406876895,0.03520463573006686,,-0.02766785753824177
TNFSF15,0.2288710761488282,,,,-0.01464652348908917,-0.022273837661308804,-0.006151374969479834,,,-0.015859719641818357,0.05788408056247962,,,0.058799218113537534
HMGB1,0.0272843313501688,-0.008186824071102583,0.009824842869039549,0.10604079519735148,-0.0378241573448552,0.01425852390704405,0.13233244448758613,0.011409428475107062,-0.04792031250663055,0.025638890133015374,-0.07161240072954587,-0.061199838028626594,-0.07671668451733389,-0.022911125436761222
ITGB3BP,-0.0019456347923399566,0.012045696991107526,0.008234665925272729,-0.06275218220298812,0.035634231588429474,0.05366115233356639,0.1217773132596502,0.10852097258288428,-0.02732488058894891,0.025238661944000724,0.030188494184469245,-0.05322362528240405,0.0072038969608420565,-0.015018132011672533
AANAT,-0.027844413804734073,0.05013255815279005,,,-0.013326839845983528,0.02756717219963846,,-0.016228836044327212,0.024887127272471932,,0.0217369496083518,0.04165672653716515,0.2051734688744651,
RELN,-0.0406044032770258,0.008815013254687809,0.06949583717784771,-0.037047922345602086,-0.023132409492923146,0.0409523329108924,-0.053431800595303815,-0.04762049691440303,0.0015059738383724989,,,,-0.035309412802347416,-0.03283611856039245
IL15,0.016207177962464233,0.012409729747316122,-0.03260698683831463,,-0.01768943829996394,-0.022550242778379415,0.048937878530616805,0.0168990591377164,0.005599537660657809,0.13642272639834221,0.06302841082369456,0.059697760528908066,-0.005835821457088801,-0.0060490826048246
UTS2,,,,,,,,0.07619933167698344,,,0.11431370672786341,,,
BSG,-0.022408093324791517,0.06704593386373733,0.0019061495932009066,0.001958168559084815,-0.03362842704429179,-0.014902674569826673,0.0811728976620758,0.0029280487227546586,0.021860976943542294,0.05230031468687403,-0.03210992716058463,-0.042352795515723705,0.13145277592653754,-0.013866294909396261
ADAMTS3,0.09815558093522275,-0.06105316342940028,0.010881828903598565,,-0.009163230880125165,0.05298720366950851,0.0082500038434454,0.10055045625631458,0.004480203016850087,-0.006894190841452959,0.0365503377096767,0.11988660783123309,0.0380543168690266,0.01609071045670171
CD34,-0.05924777568643416,0.005496278686393204,0.042962104902906965,-0.03670346704582794,0.062063248727845986,0.01221309012218655,0.058074178399682534,0.05295618135374489,0.001501702252915118,0.059147632192248535,0.027050722407599332,0.11651504064867513,0.10502276931942797,0.009836329245342635
CCL23,,,,,,,,-0.01846583926028286,,,,,,
PLAT,0.010443435945875261,0.024558703719332064,0.057664923763909866,0.13927775308485532,0.011416676143994114,-0.001403087203144353,0.13141507550414688,0.0856324717315302,0.08388960052394298,0.12452431768191448,0.08093349336085702,0.14820856801479984,0.07170344372676633,0.006064950200463297
NTF3,,,,,,,,,,-0.033782143464379244,-0.002035020504003185,0.14409367561286396,,0.04650733656239956
LTA,,,-0.018822267328456866,,-0.016857869528925887,,,,-0.032563688907580275,,,,,
CKLF,0.03341601475462891,0.032522857827685256,0.011691103500481194,0.013721905797149204,0.04322048365796766,-0.003615010905173228,0.10770696354449759,0.056443827861735046,-0.008617655255153407,0.013865662029562131,0.05314040342644674,0.16459877373298937,-0.02015868315426592,-0.025621413005344092
APELA,,,,,,,,,,0.022646382368517428,,,,
CD24,0.0716612660992837,0.03758645708145499,0.09178199109100221,0.008630120790691332,0.01885920100694233,0.08782654461396709,0.04687741001609476,0.003360387717729716,-0.04534116514894535,-0.023768033650142368,0.01116965343619628,0.07993243360712311,-0.03386008794555717,0.05323232255664701
HSP90AA1,-0.0748446823872134,-0.005444195318096291,0.031579221108096085,-0.13426931315615995,-0.03296814398612355,-0.054158298649798334,-0.11510157752049202,-0.11753524795987713,-0.01914732988850977,-0.06170536959965336,-0.24000441088255384,-0.32250835729459537,-0.052461720273761954,-0.015658931117490178
BMP4,-0.0509668437954713,-0.02951899902619133,-0.019952706729582232,0.05992371181314704,-0.03933143331460646,0.05382643273836967,0.10024907019194786,-0.04970947840295897,0.04096196190181066,-0.04158994470043994,0.06837990862187228,0.12980181286247439,0.060831901197607195,0.03092844896616413
SCGB3A1,,-0.030911275094648232,,-0.007556414756853918,,-0.03505782975881943,-0.027403040513075363,,,-0.03320365451735884,0.024906934459519404,0.04068346385643585,,-0.03642071713115308
IGFBP4,0.0020093119970324073,0.008519557613284764,0.03404034694843077,0.0004478949818851141,-0.014720188631918367,-0.019963867087541637,0.11947060147872815,0.12623206386848687,0.03917073742699648,0.0005136617752734339,-0.10462486466838605,-0.1137868151147888,0.16061590009773868,-0.005927221736528142
RSPO4,0.09226124884818644,,0.034451899901906134,,0.0691019405660168,0.03745382891166558,,,0.045782618550136274,,,,,0.021614878546720385
LEFTY2,0.037564135442999136,-0.0019523753028235142,-0.01905343340882848,-0.008350280577538569,0.04596469531048098,-0.004833512895957137,0.055807274592344684,0.14654276654755097,0.10169920039488169,0.02612018850000774,0.14060132502682962,0.06675715607971697,0.16925486680566953,0.01805004291272377
PF4,,0.011481028841575027,0.0417160186065819,,-0.011475744875635106,,,,,,,-0.02064091929364572,,
ANGPTL2,0.0016185680155626936,0.018018375437194034,0.01724225367612344,0.14302951948616982,-0.0015108325497673746,0.055779792199894256,0.12916093341480245,0.07755065333251882,0.03959277699997256,-0.10725417994928935,0.17039807378016444,0.16284280657089406,0.05728047950346968,0.0018885249722847385
LRIG2,0.08003229288694588,0.045203176939705096,0.0031256340685008152,0.07222530662947738,0.008989575243354276,0.02714829294111785,0.06142579681390987,0.03305183012418716,0.048899805860875216,-0.03801718541326438,-0.000551807575561134,0.07696880231475625,0.021539436872407097,0.08816137954010894
ICOSLG,0.00811947494370928,-0.02603223078078521,0.014092037026229414,-0.00293152775858689,-0.03327043484938727,0.040309007311788436,0.10128847502285343,0.03150193233572688,0.01784059208090269,-0.0014822945326043344,0.057692535038682595,0.11262245177130503,0.022137101811281534,0.004187067425749754
WIF1,-0.06694798755576398,0.054161276746338076,,-0.0365824894685883,,0.019934366456668663,-0.1079295826119573,-0.06444416308078567,-0.019544148315299218,,,,,-0.024514863693759097
NPPC,-0.05871152810385031,0.0293674095910384,,-0.02739119550786873,-0.01780171029453366,-0.05603928446706628,-0.037765444184923024,-0.026231627083191524,-0.025629442288661732,,-0.015943331857282823,0.04621493851567113,-0.008319674323241178,-0.012247941291419746
LYZ,0.02368097926968991,0.03801236525797125,-0.029884289872771436,0.017529948630947007,0.004821889184336617,0.017035011418314545,0.12640632270331267,0.06400220678823716,-0.016464962676606725,0.09093401210003008,-0.056367407887492824,6.990204632522115e-06,0.04527908218148247,0.011225232333803181
EREG,,,,-0.010738629357070723,,-0.04415435182402896,,,,-0.020969171201915524,0.004448791068913223,-0.05320645972282834,,-0.038617521989468
SPTAN1,0.013582083004371227,0.041386204449222724,0.03073345466828626,0.0970109110625003,0.004640786926486384,0.03368014804636743,-0.05351085096749549,-0.05949086714935765,0.0473175744906498,0.04042636056154273,-0.008820869520602426,0.08635433357951908,0.038454095487156656,0.07646501056128137
PTH2,,,,,,,,,,,,,,0.0073363173301216
LIPC,0.09160682358948483,0.025944704867355076,0.02346515005848587,,-0.020622768224614913,0.006419005998581103,-0.03328985550706403,-0.014644964579446251,-0.05431239770993319,-0.02621925490119389,,,0.03055900529604946,
COL8A1,0.015558292369767423,-0.0620124002815075,-0.026242662964413264,-0.019805333339619317,-0.002429325137502559,0.06906719713736012,0.06754191786505181,0.003810818001189123,0.05191948004718941,-0.023650908037177978,0.08913741125104066,0.09155124788754718,0.11671095623260877,0.058062916970330995
GSTM2,0.002951096698656092,0.018983872226764207,-0.028789939560880117,-0.004355273205369232,-0.04402618098857318,0.01749603979362068,-0.018153262499392663,0.016613123618726397,0.07267786941461231,0.09394514151310071,0.052290105070584,0.05867444312104643,-0.04732938056298822,-0.013697199102713149
SPX,-0.0408829241917749,0.04136596639012244,-0.011619528840822253,,-0.01606564978344633,-0.025984155761204213,-0.056492344426655364,-0.029240809150003714,-0.026797190024112932,,0.004306804965838481,0.06769028853693553,-0.07849056797761196,-0.019116380635283273
MFGE8,0.04908877980391199,-0.027025271667081054,-0.0379393654288955,0.034095008811838905,-0.019649948277289008,-0.06935183108349524,0.03075597200452522,0.047684464954869846,0.06730993969964014,0.029086260158546737,0.02543631104542538,0.0372964248023418,0.1563268411696259,0.003062125110390975
TGFA,0.008623589968760108,0.012116315260175155,0.027242477787279253,0.009171821112034153,0.02096153492440321,0.021546631052894814,0.10695891534426596,0.06622687461537674,0.001787608285469232,0.05402256334647895,0.072693518587134,0.10245729379693237,-0.051639307291666235,0.07148589725779624
SLIT2,-0.016562737004741104,0.004476995295560103,-0.04464354421954029,0.0083188050652567,0.00010984345151216899,-0.06322092550375037,-0.015438076775688033,-0.02540284508934678,-0.05467444902796492,0.10094455559057945,0.014332496439995545,0.08468300338880097,0.10787142464230953,0.056008734590339525
