,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
PLTP,0.043585800616161546,-0.027939397689828217,-0.03077659160117841,0.09410443387670675,0.021227113825547754,-0.027467166977271563,0.07215018110407821,0.10408531400360692,-0.019649706959711834,0.04237951772426529,-0.0678492300201663,-0.05853597072528554,0.1366479466868289,0.026109631070162617
APOD,-0.0077192180610172224,0.07126933320792994,0.010399774819710852,0.20072341638124772,0.017208151507362626,0.06745177471507854,-0.05142951659839951,-0.03296849940980372,-0.01644304728430694,0.09815143590131663,0.24852928116395867,0.2477821614943064,-0.06006305099925714,-0.10139129274160145
B2M,0.023260142192799618,0.021341526013100992,-0.042538105954890354,0.13683943840885335,-0.024957879205866167,-0.059903692200158315,0.09525603737768469,0.12315844051775775,0.03559654799786205,0.14732919834773728,-0.004715938826887739,0.10708611428870095,0.12937911771660604,0.014565511726878332
OMG,-0.001489646704593916,0.05945165938163223,0.0033753510085870317,0.11475705157411377,0.05987263548429917,0.10854704623486659,-0.0559209605170741,-0.06655051369475978,0.035383265270891376,-0.013279891334990917,0.17252391904093842,0.2476916012561389,-0.08155755699883815,0.0010195371593052153
CXCL3,0.054043238477379296,-0.003470798550013526,0.05939649956514551,-0.03928551674537396,-0.027814599825467065,-0.008068933098008227,,0.07033396509338231,0.0007033720189225087,0.16815409431455966,-0.06188279192324281,-0.05952224879314409,-0.019882990404375026,-0.03406791934982807
CXCL10,0.07694923984188311,0.03201134392005825,0.025360942573845347,,0.02380546843732755,0.014467526050727323,0.02022847539604342,0.09178263475161189,-0.002882253666942381,0.06856652836776336,-0.05263742063728072,-0.011477843064225533,-0.026786629218634818,0.032637458661634096
RSPO3,,-0.03337555400598673,,0.1078487075918521,-0.01332683886128095,-0.0496012850137472,-0.01876337994050316,-0.026648609308689234,-0.020904658624809325,,-0.048544413844085754,0.025197632657042585,,-0.017153225010276062
CORT,0.003972226946612511,0.03701220247334705,-0.030577754676846054,0.005543031954442271,0.01995860118698874,-0.017267425945117352,0.04570755018589161,-0.04612138887300814,-0.04157058997227046,,0.03575188999680595,0.007462475846327379,,0.00016760679536585225
NCAN,0.10751711226962686,0.04113041849096738,0.02544241172422506,0.09866966446099709,0.0034033505128268997,0.03243262273171383,0.026562870877054025,0.016824484461772458,0.05403200972994544,,0.21567231401631295,0.24105613448814467,0.04131228906985053,0.007628206349023955
PRG4,-0.014993238387739877,0.07862878910980922,,0.1322189618810339,-0.013153015236459686,0.004608714009047648,,-0.005989267642275422,-0.023548470391914107,,-0.028724299272232617,0.02500008907072017,,-0.01799969497547866
ZG16B,,-0.026679636104951367,-0.02060283463557392,,-0.015265682792269223,,,-0.02492389786190204,-0.02587480691932392,0.061142266445119685,,,,
TGM2,0.11246992184455262,-0.051404024964474146,-0.00520220966374108,-0.04460192277825835,0.034085215734523715,-0.036985496530693586,0.055778467364002216,0.09435517201227367,-0.004502438652863235,0.07399999313860867,-0.011096000356105777,-0.0521007305190617,0.07521885467162437,-0.08752903157089294
VEGFC,-0.03158472609740395,0.005012065132394932,-0.013860647165997539,0.04593711399604729,-0.02344219499925629,0.02311959547260733,-0.02721407205828218,-0.017592182421819584,-0.008086213464626152,0.01445204830983791,0.019513454698895722,-0.025632991783187526,0.01317665621470475,0.049178667563924104
WNT6,-0.0400578471354896,0.0016737532041104556,-0.019053433908876375,-0.030513404416231262,-0.018192313691937266,-0.02559434173308638,-0.022018555944704657,0.011940370234753642,0.0178637196547415,-0.0264523825361027,-0.06233841805527014,0.08542998365428853,,-0.0031871559631990185
NRG4,-0.008955861684490298,-0.028470372427853767,,0.02970036102931871,-0.01600782123893744,0.03618900896639756,0.0008656571865995941,0.10937959086604666,0.029651840964314793,,,,0.07421854222222725,-0.02470444537591112
PMCH,,-0.021442163365792886,,,0.004409013815989565,,,,-0.022237087621275367,,-0.006239215799304437,0.036378833912164274,,-0.0289062643472951
COL9A1,-0.02031972802061382,-0.040354037341711474,-0.0003633538572979968,0.11079279010916095,0.018827607785772464,-0.018688622081261534,0.18265306727724087,0.019152163055009396,0.029740882812030973,,0.1088298084430812,0.21761104584355873,0.14744804017583832,0.06853486608554833
GDF11,0.06632850098265183,-0.003694835244045163,0.06058809394499254,0.1997987092934563,0.007693645120249805,-0.008219592985766739,0.15167947115577413,0.02539841685767603,-0.005461791144835542,0.01830689915977876,0.03295311129183109,0.005606308712044843,0.0476575167689433,0.058084285565075236
IL24,,,,,,,,,,-0.014917471012703064,-0.021683994006227874,-0.04123315543185041,,
SORBS1,-0.03188954361055075,0.027248958380408746,-0.0007956588607370998,0.07207338808437351,0.041253511500991706,0.022352478962260457,-0.0071291023091298355,0.0017629088684368638,-0.031312934918264375,0.0006747813009974458,0.01677505893120446,0.03502065028349069,-0.08092454526953229,0.03652676151729584
DLL1,0.057284599035830414,0.024360993040566395,0.09722322284608936,0.08013664690780888,0.011244058544220597,0.058530008717464325,0.16104009448596668,0.0015917348117150713,-0.01604211041648044,0.06022958273913572,0.18034242080812304,0.2666578860191878,-0.07036396807859059,0.0480300144447876
TLN1,0.011472699775789345,-0.05963843112902298,-0.03252122553340179,-0.04390780564325505,-0.07963057598717367,0.028075141195301922,0.1182562085077911,0.09027666338526447,0.018033847058492487,0.06954031599927392,-0.08799928751682744,-0.03755453849521269,0.029239766016980126,-0.02517617567505536
COL2A1,-0.03055602894919642,0.036231709573725644,,,,0.01475500307009671,0.0074955963194758965,-0.002634860224316636,,,-0.05679575680362389,-0.015077163720165696,,0.005009951513725093
SHH,,,,,-0.013668142372508596,0.0029733471739611986,-0.012141953092484522,0.076302370717553,-0.006542559662197015,,-0.017282966410514227,0.048750984579095547,0.016413143661205835,-0.05327838630846649
PON2,0.07893825145703569,0.05538173417136726,-0.04438462270316086,0.15237563271984747,-0.002178989549027654,0.08500711628762964,0.026149842597015086,0.07726169392359654,-0.023404441966507768,0.024555935554935317,0.14996058918497748,0.16907050801742435,0.046577130043869375,-0.02098479361940381
ICAM5,-0.03120065383243224,0.010305278667200178,-0.024526048532564505,-0.04346337336177405,0.006684960324424299,-0.032269565654986385,-0.01628547829999735,-0.041637314756246914,-0.00781768986569136,-0.014121219204163182,0.004164323948603843,-0.01224654242119517,,-0.051708632407851424
HPX,-0.04865849929955965,0.03119805829234018,,0.13844326111125566,-0.03325644984072562,0.008545401171343243,0.029389149848456246,0.03167597358670895,0.031900306039454665,0.06788584331582838,-0.020391066711897294,0.035967981487717786,0.061860986421918986,-0.0491125888375242
SFRP2,-0.03978218163201504,-0.006273082972830753,,,-0.015566532947607674,,-0.023681549418975587,0.04977111652164739,-0.008086511317899796,-0.014722226221212005,-0.017358569292659432,-0.007791431906060718,-0.018207297246623674,0.009862337151858058
CFC1,,,,,,,-0.026440526026901303,,-0.03256369087557221,,,,,
CD70,,-0.02074079682624407,,,-0.02645867689771976,,,,0.001978339123236618,0.027041968861447652,-0.06776700340209578,-0.004535224924061554,,0.0008249953002070735
HP,0.0035073552986993866,0.05278592046380848,,0.10529989763764934,-0.035495205267779835,0.03598206076893078,,0.12844163974902784,0.058073843468849536,,-0.0913193052841921,-0.03641743461889172,0.051013419707156595,0.0027169672778812135
CXCL2,0.03722508262086114,0.024021882052364153,0.048364863186941,-0.008099967766818744,-0.007916308379954447,-0.01955950468657079,0.0632262880238429,0.10941425689201587,0.0028766396964129103,0.16755278016200648,0.010254785743362015,-0.021140460452260243,-0.007461586993983259,0.03084659063196289
NPPB,,-0.020933351067067004,,-0.11020466831412529,-0.016056373712604852,,,,-0.007207836940295245,,-0.03528298237547103,-0.019720591184280375,,-0.04320339966406005
CCK,-0.07794399797238932,0.08375211207290179,-0.024096726528387548,0.039197789474119865,0.04406642132022917,-0.05998678961651002,-0.1276792301634321,-0.10321786647890295,-0.03768782060022246,,0.07046967462120993,0.14131708139524746,0.014133333422241684,0.021449257924006877
SEMA6A,0.09822289903833123,0.09915988835957062,-0.04348826202608182,0.10390375521733847,0.028646047772324563,-0.005533797717104934,0.07367628647751999,0.07204291411512244,0.00513939011995866,-0.009309235976807667,0.06643927276695867,0.0410340568954709,-0.0047138820261247265,0.03169243661491652
IRAK4,0.016877532057772083,0.0012208375693443774,-0.02055226339456113,0.06486364783957167,0.00045670286948911354,-0.010146559315895646,0.08309989094984507,0.07490232455835612,0.036812114136400696,0.05518262478592507,0.0635743209865639,0.049250433770338616,0.026248686903722444,0.009420365207647339
GSTP1,0.025920300491754374,0.07032693441400253,0.06170060469035326,0.1050591681824449,-0.020151652063682003,0.017504957774237002,0.10250588169737884,0.052142122853569915,0.03282010495428713,0.1421180774488797,0.06857187730749476,0.2404370031048255,-0.06138076392675238,-0.020286144146418585
VCAM1,0.012568542054385089,0.02569057328622591,-0.0356243728059632,0.042152327785382485,-0.01157466252394072,0.06454220440469313,0.10674107370118889,0.11286569244988902,-0.028690833945143494,-0.04830278956027194,0.07566385261434959,-0.027473672050977328,-0.030902872223821896,0.007347118278694946
NXPH3,0.009555318792641024,-0.04363311394491782,-0.02644078950193178,-0.03660086695288525,0.0470551041497085,-0.0002838199235500907,0.081347087458832,0.03993038436190324,-0.0019630931405351247,-0.02814978340820883,0.08084436657782765,0.07683197953768209,-0.0005948604136399196,0.07774527339137771
MTMR4,0.051891275972879146,-0.012438604952629993,0.005610491437429482,0.07469523971022556,-0.005595793260110234,0.009195316637535589,0.02559429994094327,-0.03376586180256331,0.032410499164866075,0.018390344679586123,-0.03023539059523916,0.09342924642906787,0.043775044258650274,0.03934541599819283
LAMC2,-0.027261231520040233,0.004042814409553597,,,0.01142617144439883,,0.0822405677656428,,0.010108213749258162,-0.021668305784018023,-0.02064414337352001,-0.02788637499738429,0.12897548898949684,-0.028058038284988925
IL10,-0.04325089445796968,0.005775950373657945,-0.027290646600711538,0.03426002040819992,-0.03432268425503994,-0.002927156814264305,,-0.0006353915618439905,0.06792036504940828,0.019397454422418213,0.01698869257575541,0.09332601747134568,-0.019640031245696573,0.06758535279621075
SEMA4D,-0.02502739337185348,0.027252750156437782,-0.0014132406438376948,0.06935291545560844,0.042521297159892606,0.04333347242709937,0.0072333483612288816,-0.031549999988634496,0.04388298363665811,-0.012950948720968403,0.11794304006669493,0.2119394177193593,-0.049036292788336905,0.06186614657352932
