,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.09595076228033834,0.04646152736038572,0.011257862686396015,-0.005035517107824567,0.03169098311984363,-0.0235198859626192,0.05985288567971413,0.08050421843619752,0.006279800247422885,0.04419180409232941,-0.015926318855294296,0.09889849297164716,0.033323690791415034,-0.017984694167856568,0.05561172810804032,-0.07055030168111404,-0.022042110085859677,0.0863610729537048
QDPR,-0.10740192845497767,0.02631100548670374,-0.030307924020133846,-0.0358376435109431,-0.011852275583859696,0.09799532379242619,-0.07114037014513065,-0.12504601610117377,0.03821720815002197,-0.0019275718589651996,0.010734300558825485,0.05549149400465634,0.044794393472244794,-0.032373115135430675,-0.0658410294602217,0.05531669112490376,0.007469193292722907,0.026763185836193394
POMC,0.06797954003012356,0.013687018099104354,-0.03635905766436601,-0.012563841834179901,0.03852554864852984,0.09781006168809413,0.007380215978245811,0.030138253386598583,-0.02947777098053641,-0.007732858376425831,0.031149173601720665,0.028486367561813566,0.10284962242196251,-0.03413383531639256,0.08198195363173952,-0.02825891554646292,0.07744160083659091,0.027807001901299512
CCL18,,-0.007330148928433058,-0.019143683642050206,,,,,,,,0.04678069114189635,0.1401914203609692,0.11377126159769867,0.11104434443565658,,,,
CCL17,,,,,-0.016114990814167965,,,,0.04855443354296737,-0.025401483935372126,,,,-0.012920608272248437,0.11317061292179408,0.11313904804613913,,
VEGFD,,-0.03750465251877609,-0.0191436897210664,-0.03068550578268298,-0.006384536261935674,-0.014341204691135015,,-0.026297037715435914,0.008363272632377272,-0.0036359132081740454,-0.018468156401505183,0.016278655871980272,,,0.021889546657334544,,,
TNFSF13,,,-0.014446442580916376,,-0.023526290558106597,,0.07144878203698535,,,,,,,0.04547331517471178,0.008962716477081835,-0.0013469729959689333,0.014492739695728797,
WNT5A,0.01167122421964333,0.06816202648836557,0.036088827457805644,0.01199970558336303,-0.003990376672229995,-0.057930751062113844,0.058505098629872465,0.03644338618831797,-0.007652314593541758,-0.012934045868502834,0.016499287130820217,0.050524614863975394,-0.026748477212144375,0.004797508299825973,0.017298779521655573,0.03870094058839032,0.06088896650383195,0.12193504945521505
CXCL8,,-0.13913771009630224,0.07561586469304285,-0.028732088826972146,-0.02392158903986437,-0.0464389911272781,0.0663652843448643,0.007537135315405815,-0.012974757615561187,-0.01735120387545982,-0.0024889101837904356,0.036065461961615995,-0.03715615905664008,0.001663479286835321,-0.03633631456534315,-0.0035895366867084747,-0.01024918217080804,-0.09773254129296645
GRN,-0.1257758166918926,-0.005694758854912696,0.01395401010588035,0.0037181671789601224,0.026578545889391045,-0.05634865599768709,0.0021830741243244792,0.07828479943397233,-0.002638433592888204,-0.007923959763179167,0.03511201619760825,0.04053829772064926,0.08999052347745413,-0.03553195271096606,0.07982809127711088,0.030957210767999236,0.12913746846721433,0.07340447383719757
MIA,0.181923851532785,-0.03252631414009817,-0.016685204447542377,0.0574989161020326,-0.014006467632377846,-0.04351617034193633,0.056985189463970104,0.07129870639017294,-0.0026144856903268067,0.033626351974906224,,-0.0155537695451097,-0.019786720057836216,0.09032053807371218,0.0019070778328239028,0.04374636118410017,-0.027453022943296705,
COL4A4,-0.03530562919372085,0.05766784705989584,0.023949395573087697,-0.030494488702533323,0.013205816742312302,-0.03408816479101644,-0.01615667712617789,-0.01546843549562502,0.14236115929728596,0.029675683473893585,,,-0.02668150740599414,0.03115402894343483,0.006638946123595164,0.07766078484695176,0.07125382864810016,
TAC1,-0.030485229170977984,-0.004418317614563228,0.012784157420394465,-0.04787406926992658,0.014569405926461023,0.15024136347330425,0.023017852419756443,-0.016061320874623503,0.01619631575738458,-0.0015435756446247055,-0.01807449333394313,,,,,0.06188067396570532,0.04835173219558502,0.10711130912715178
RARRES2,0.08799158833919665,0.025098513614266516,-0.011471800239879032,0.04996852757595347,-0.021715692105601588,-0.08177152577038965,0.00021760919811204124,0.05429882313366493,0.05491845757915916,-0.03198629011444296,0.011242000131121652,0.017250550682216714,0.1151458407148786,0.0467558616256589,0.032899808054682095,0.08218240372228541,-0.049366965165153445,0.052487223656818086
FGF7,-0.007125467040469606,0.004766003100536736,,-0.0053817824213850006,-0.03918472118681337,0.027487856684640967,-0.014353414705718897,0.09277095299824581,-0.0022693883504944614,0.004567036440358827,0.040539789433820354,0.03972561501681442,0.03337595210625283,0.05745692829287957,0.06522027437397529,0.10999762269132804,0.02792681941718674,-0.0735484673705623
HBEGF,0.006068784388911791,0.05825154022144831,-0.012640802404463069,0.022852665094256406,0.011575793861427357,-0.07132526462839381,0.01732160363072802,0.02257529829513854,0.004813098345486677,0.024966871453096635,0.022222989288641134,0.12852538955458861,-0.053417818905695844,-0.01787811126230609,-0.01165652191309398,-0.03872207328402352,0.057016462963398025,0.09154914938184097
CSF3,,-0.05909734622650976,,,-0.010122672340302603,-0.04778111493700627,,0.030445447653595623,,,,0.007864829966319539,,0.0211876641271817,,0.030981399359485472,-0.06144493216618133,
PI3,,-0.05310604635107825,-0.02013996232272106,,-0.07015419768025312,-0.03594528538736774,,0.1278287094665336,,,,,,-0.02847934653362233,0.05852725882082128,-0.07333117815581115,-0.039866772651949794,
PCSK1N,0.10313702726321944,0.05099925693599962,-0.04680465027285179,0.04332823579212345,-0.015581191676383728,0.10747750777178473,-0.039385269844887695,-0.010949431175564059,-0.0012936689330581585,0.03594103516957025,-0.0017184029099588998,0.08683997350725191,0.0008095377417230076,-0.01048972998633308,-0.014561102182688855,0.07874540589836292,0.0389897527857173,-0.036556408966387205
NTS,,,,,,-0.04804128526154899,0.09251857702984512,0.054857583347124185,0.04401158655408843,0.0007630041998765158,0.005644932108410209,,,-0.0301424341134028,,0.0927894881439016,,
SFRP1,0.0006070484027139996,0.0018048689841115672,0.03803197504145784,-0.009663278040106289,-0.029759733154601554,0.027197925060110675,-0.017005363844917628,-0.003815430655801096,0.03150338368124383,0.01926009956368104,0.021826868992412776,0.07176380236942324,-0.06116406619509014,0.0033309904902897713,-0.02914801337976468,-0.03917204493515606,0.03844328823460214,0.03958465461333516
CXCL13,,,,-0.03815169356014585,,0.005755327197050645,,,,,,0.11659586014323522,,0.00021034926951813096,,,0.07426167288854718,
MICA,0.06607514878855228,0.004484170013315373,-0.028534211338459674,-0.0023104443107156295,0.017740690958144685,-0.0018715637026237965,-0.04186405553093488,0.1092905163555804,0.017296875035340935,-0.06526605464890435,0.030957289382294022,0.013701961936014629,0.005413855701069021,0.04122972073000235,0.14141933261473502,0.0322729133045438,0.019910966488980487,0.042860462950549044
TG,0.018147588802550234,0.05757827590188514,-0.030146657476940727,-0.029132251310122672,0.03671348229667314,0.018598722578242827,0.09158411195772413,-0.0004898896237443466,-0.022623839584862433,0.029296175412821156,,-0.022451110125333195,-0.03436154727716093,-0.017168258056613594,,-0.025807584949676356,-0.0008005328378433711,
ADA,0.06267672956737094,-0.001049412272896325,0.028338103386245754,0.09377982911756351,-0.012807931168403558,0.042543888926949935,0.010401032014710787,0.026556075345695714,-0.02522405545779263,-0.010259775663112543,0.010806890217587595,0.12562652161159085,0.0011194412676372443,0.02037674410180478,0.09638146057219733,0.04323084386032406,0.11512924346236841,-0.03645793154594041
LAMC3,0.055881436031360046,0.13891426249207403,0.001024436382374138,0.03846614245286731,-0.02017819631097427,0.03908531094322641,0.03691580563119006,0.046523617891223695,0.015831658516538588,-0.017961736587013145,0.12473041850395383,0.011309595199551565,0.0022386696396279166,0.03314710835230518,0.06592331859418557,-0.029810903480758853,0.1976107165399706,0.0293006482453684
CCL7,,,-0.01217700001195617,,-0.023219431354211603,-0.02149649527874223,,,,,,,,-0.019365013591858826,,-0.023736750741965375,-0.08259075684473813,
NGF,,0.0916790541567165,-0.020907304321835078,,-0.035711562611372705,0.025690873915061297,0.04773050685295677,,,,0.07333121139408547,0.06615600539624418,-0.03136123862730537,0.0553375067491888,,0.09924960363959903,-0.029520312966637634,
TNFSF15,,0.08569229157704786,,,-0.013731863316265186,-0.01591593215768808,0.014959351918424743,,,,,-0.010006840115783941,-0.03167219946823415,-0.018878713748580796,,0.02359755848143182,0.01657774254339725,
HMGB1,0.0646004076089311,0.07014112575627124,0.03421246519933981,-0.010312237585514826,0.02458402702814776,0.04374324211684215,0.04578203474726638,0.010209718838150727,-0.009162698301917533,-0.009685656918241175,-0.018525330961729695,0.11702196592566624,-0.035918090210601814,-0.042388850610341255,-0.02641117690934668,0.019222062816405164,0.027343915346261898,-0.02932843813286317
ITGB3BP,0.05957901152052064,0.005354716441766888,-0.0023079863500438023,-0.05990580567989191,-0.005274294334491748,0.058260966189324186,-0.021313631067827826,0.0057225999586392505,-0.00122936637343671,0.0322452776203894,-0.015972882611382192,0.08848823619475751,-0.0361076577492935,-0.03584744695785879,0.047417085115294584,0.038591550419217586,0.0004249096881655045,0.03206220839414787
AANAT,,0.02621658030459085,-0.01766697441614117,,-0.02352629306902281,-0.014341206738422804,,0.03755925768311109,-0.008540576375202958,-0.02119031356419378,0.028179468736768947,,-0.0219802536395229,-0.016988581047711213,-0.007352373083554098,0.007135902048950758,-0.011113535729704468,
RELN,0.10536613140700497,0.030201223802351098,0.10025265934709082,-0.0363532926983919,-0.033363936660481715,-0.023057337920420317,0.05201227729903983,-0.04331619245919656,-0.03909412678127831,0.005012324879614024,0.01094393198988892,,,,0.042286560630851996,,0.06065556481933549,0.0800497468264252
IL15,0.09113350602763201,-0.0074391462929040315,0.0033463496076504623,-0.02741379242325387,0.060968444582691024,-0.04732383075865084,0.18041374354557443,0.06208439237009397,-0.01661687171404238,-0.039301318470583255,0.01800063138958283,0.048052213993118834,-0.03715625616755952,-0.031123776530180634,0.04559193945729396,0.026140146846955665,-0.015610553946424167,
UTS2,,,,,,,,0.023232129558317386,,,,,,-0.014467020115401626,,,,
BSG,0.09327151197480944,-0.03708274682303611,-0.016974720028565003,0.019360761364398,-0.024089136968370166,-0.0297562390378954,-0.04775959174292571,0.03942915269018295,-0.04592916803313286,0.09369246773029752,0.017516701989746482,0.022493331724645994,-0.10868592206243842,0.07758206968306168,0.10767343622105302,0.010748059298095419,0.08548087320304458,-0.017839857007334363
ADAMTS3,0.030401181030470004,0.023793088049421988,0.00556543347930857,-0.021312369702207862,-0.012012718884904896,-0.04509859003433944,0.021441456988720936,0.09801898936353297,-0.026073241190518022,-0.0019110666169380463,-0.010973791228815054,0.06801185260808426,-0.00017574131937984243,0.022697430990139385,-0.027317930719370005,0.07543632727021808,0.027591992529446246,
CD34,0.030472525229348575,-0.07332813119209243,0.0473812680411364,-0.00959432952189556,-0.0210744648726814,-0.0012204964908119796,0.030081024420280426,0.04014823764485247,-0.0015568003124826967,-0.03964650131725254,0.00584765950132704,0.07039625831804429,0.0018415860352005596,0.025670010223651674,-0.02137893403279223,-0.025525110670877402,0.04966728703070591,-0.027766530565846832
CCL23,,,,,,,,0.07319284732878029,,,,,,,,,,
PLAT,0.05962012346703383,0.08987767262921323,0.036257751660569514,-0.07195312406591126,0.08052626251695548,-0.05428831116489939,-0.004153762877792022,0.07147950091149369,0.009974181841189794,0.006020282205372411,0.07261410499081351,0.048021086500061705,0.09100205536371798,-0.019802456257090803,0.03606001103885833,-0.025170378314777676,0.18122812878914032,0.049372024433052934
NTF3,,,,,,,,,,0.05332658395322457,,-0.025521878165593072,,-0.017211156739427778,,,,
LTA,,,,-0.021423949183183126,-0.02975973176239446,,,,-0.02764777670171821,,,,,,,0.07151195579328185,,
CKLF,-0.020291080492955242,0.06106187905470881,-0.018811665967803128,-0.03830656715142621,0.048983522864994605,0.0054322730732773985,0.010839259495782525,0.024065613488540322,0.031458046850234414,-0.04491261245013557,0.05443491535744089,0.08457917875935492,-0.034462305599960226,0.00121873302260879,-0.014143295784879353,0.035185182044672164,-0.00920818687374427,0.051898928752207765
APELA,,,,,,,,,,,,0.004414811647424642,,,,,,
CD24,-0.010322139289894441,-0.06636281479473273,-0.025757885839654306,-0.024135303331206226,0.02170786784122616,-0.009460301635379377,-0.03687712963852899,0.02780980357958813,0.0616868386630141,-0.008044748915481402,0.006812870465600076,0.05427692499599396,-0.10988851008043424,0.029542390129913054,0.032955362211540565,0.09759276377552542,-0.03733333509680856,0.06886831204537859
HSP90AA1,-0.07386275407268929,-0.0009657569563811672,0.02507043300654445,0.01466543207164247,-0.03456561320655884,0.12980956327054385,-0.0146158527890729,-0.04663715463947206,0.06079087878242002,-0.005041662601224747,-0.06913183611356204,-0.023165591851133423,0.03131270160962878,-0.019209113578427296,-0.009435238851924009,-0.029478547252368533,0.02072735606242069,0.1358081049450182
BMP4,0.004133642939907442,-0.04755220751563331,0.06427387313501554,-0.0227106420061972,-0.04752283127050968,-0.027831428332121523,0.01206026604468752,0.04544133138347606,-0.0010669639866830863,-0.015969814711551417,0.01484763541787853,0.09392904067392008,-0.03747853177801858,0.09186584748638231,0.04309090462817109,0.09599375156879975,0.036649988229839496,
SCGB3A1,,,-0.012176998794272439,,,0.06819521828507306,0.021597958431333133,,,-0.017874236747274116,0.001935416810051165,-0.009463623489536537,,-0.014047400059671993,,-0.008328629824415566,0.015496816928594356,
IGFBP4,0.1589065315119153,0.0549215571070563,-0.020529037533223087,0.005156795435520367,-0.03133078708050865,-0.05686240059660394,0.0007933500664173606,0.085571070546023,0.05648140663411512,-0.005228614620240061,0.1495259751804252,0.07495121449788025,-0.010811050211054062,0.04794449813179552,0.10324099397536851,0.012918691572305492,0.1419431950452973,0.1077176628858534
RSPO4,,-0.012421566578777028,,0.0018216592312286367,-0.04555248337931963,-0.019711488473521204,,,0.004942295699664153,0.013521060406669535,,,,,,0.10571216062772205,0.003874922603932454,
LEFTY2,0.058575799444566014,-0.007763576757616725,0.02066392473178151,-0.021687067875120387,0.021692203138767626,-0.004485205082878049,0.043838998558320706,0.08828445883451398,0.08057489990909245,-0.01959931633326084,-0.030605320116071377,-0.028971012378134306,-0.028088901328486605,-0.016438703624872954,0.065535581882919,0.07908413312980898,0.049732364244138176,
PF4,,,0.04003699924001289,-0.019487993601348137,-0.020258496406475233,,,,,,,,,,,-0.0135715196858667,0.07539608596801,
ANGPTL2,-0.0013859717727889016,0.007894992104661889,0.049140243805298495,-0.04826623709534257,-0.01820171217887454,-0.0424522067818499,-0.03579250880577292,0.07641795163649116,0.02791276378190122,-0.018177454291172353,0.021131044858292165,-0.023449419077655256,0.0028691399288067244,0.0027649219020929442,0.022210584210720564,-0.02320770428677252,0.11355242109300488,0.06068688932228684
LRIG2,0.056445459440822694,0.015029031409069778,-0.02713588298859788,-0.04132172616900497,0.025511195892336126,0.008790580912114657,-0.013351420796072908,0.032704401331753424,0.0063978638850640795,-0.06577511997751397,-0.012093514863368992,0.03906223669265951,-0.010321421536754695,0.0364619200249698,-0.037800045728464876,0.05117522870201903,-0.043306694260644096,0.0023347618705888296
ICOSLG,-0.035708707162354955,0.04742462214592663,-0.00925505535831012,-0.030542177052394627,-0.043672553908049666,-0.02957138425972422,0.0362411196631726,0.04504890954857484,0.006844628464392928,-0.008771521254618409,-0.01009325245644644,0.012217796739705267,-0.042331611768873185,0.040112624409963264,0.06945569737941754,0.05876135585433738,-0.03074127494806327,-0.024861475724522856
WIF1,,0.016680088481989173,0.03843417346716598,,,0.06583046335565747,0.01486558433068236,-0.021428575833644086,-0.024814060185329882,0.020397230580440042,0.042669422862400795,,,,,,-0.042319791752091156,-0.03976208240196622
NPPC,0.003685500807403807,-0.06881319117986467,-0.01782549324100853,,-0.03142592380182769,0.06615375464802162,-0.045968304968035174,8.832484867891475e-05,-0.0052655180040439365,-0.002163283617567735,0.012240944833033243,,0.026003618445898526,0.09716869750276806,0.04197429702076924,,0.11102566743135123,0.08354238623212079
LYZ,-0.06174773049236295,-0.030495061958596036,-0.014951067078167003,-0.033203524348693864,-0.01360542393795971,-0.04806539794090355,0.0064394935491455235,0.02342324643332453,-0.03951826196646895,-0.02717456541799562,0.01633522159036434,0.02702055225034203,0.059789832142291686,-0.026861332945371855,0.05545580423595782,-0.013858873524549724,0.05725471827596163,-0.015824380729438092
EREG,,,,,,-0.027738741217132573,,,,,0.03607039615867088,0.19413415488604055,,0.09115127572871769,,-0.030131673961774613,0.11768885904819118,
SPTAN1,0.11604535949662864,0.008820392532778977,0.008543690323398457,0.04810819302239842,0.062790053365384,0.018017969961035944,-0.029617602025698752,0.04347385484932273,-0.027493607165621572,-0.0055187576516109674,0.024679178538760133,0.05702207447249145,-0.054145595418788654,0.00379140765973901,0.015486039864838054,0.06400889659379208,0.09097906609681171,0.05641830638297971
LIPC,0.03238131215827685,0.045638161084183344,-0.015464498394824767,-0.02933047189753395,0.0063922387102139005,-0.019083965167767374,0.05242937902952099,0.025170588272696186,-0.01940045797181635,,0.044449467097552466,0.003495859924305292,-0.054077114009214576,,0.05487771946227503,0.08470074599453867,0.08813925449927745,
COL8A1,0.007801804246905345,0.07483483814690817,-0.008439138880810526,0.07625714683209252,0.009265748881095236,-0.04672675625827426,-0.026659468497256523,0.04025583341533644,-0.030743567953402513,0.10280694992650857,0.050363621998548096,-0.04893807607203384,-0.006844448297127327,0.019450987734353498,0.09603326885410461,-0.05821214426261335,-0.03603929252713131,
GSTM2,0.005056504791273044,0.04243226165891599,-0.002796222747704429,-0.026367220664234678,-0.0154528959367577,-0.029414869120997156,-0.015872795519891115,0.02331485183443345,3.988861588111562e-05,0.030874760917012616,0.08019383884685867,0.034361184610158794,0.0073409129146049246,0.04438790976079345,0.015134171783432196,-0.012196414900306218,-0.02101196124031684,
SPX,-0.04767992723000848,0.033413425895343636,0.0031159984365667125,-0.008121704230072257,-0.011657632842417153,0.08927402668104578,-0.04009294039070747,-0.04321809729860789,-0.05696087384274811,-0.011022855077470363,0.007918293217262508,,-0.0036691313246378647,-0.01952469874112814,0.026310348670240336,0.17371332220181634,0.04433574503326277,-0.0743071536199141
MFGE8,0.031172650945276697,-0.019160563211324495,-0.013073173601933758,0.07338123279959116,-0.00881449269106401,0.04610090876576324,0.01174172720078792,0.01095698821411013,0.007490308235932072,0.04400033395903181,0.04439935606977024,-0.05694920435234263,0.034695981106087966,0.0875047515431954,0.07172743997650753,-0.07807938440242179,0.04889866399230422,-0.0935392323531469
TGFA,-0.02506212290231771,-0.043050200243247884,0.03530698993977833,0.007095243881763613,0.0018553995548527633,-0.06601213456821615,-0.032376388385672285,0.025878032940238115,-0.03611510712395642,-0.026245043704397876,-0.017273079625580116,0.08091170411246558,-0.04594079473516854,0.055906658324829016,0.005499422397431832,0.06932607625053869,0.10716006715627314,-0.05117662574489435
SLIT2,0.033982392806348634,0.048364777812312236,-0.04683721696090036,-0.0008734401243896544,-0.013825181816091332,0.01149229834663683,-0.017971052433435476,-0.049051697901957333,-0.06250457637545057,-0.019857326669588535,0.02285998270527331,0.006376190530718733,-0.02976453549640801,0.0008817681713020197,0.01631468775658373,-0.0007551010372007657,0.004216980722564019,0.11235672239439987
PLTP,0.04756713829546281,0.05505975756697814,0.05961353650762876,0.025928484547100394,-0.008706432444744396,-0.07685624868063567,0.00016724432002198836,0.0959768405329137,0.02238257481534654,-0.015415980919364266,0.07959073216015379,0.0614088480851233,-0.06533196481395277,-0.017765045894337944,0.11201543649653245,0.10223061114775103,0.06569918651005667,-0.00765465200120918
APOD,-0.0947186422302201,0.0480451394389302,0.01205842273621415,-0.0231069606519819,0.035557606443201425,0.021716975559314792,-0.028955626894370028,-0.05258682537660953,0.0556240289207688,0.010518119890497578,0.10649451311043732,0.0799238017653881,0.10451075411804525,-0.008943658596732332,-0.08414346136243173,0.05641400938116233,0.09278624494658701,0.03569265001492046
B2M,0.020651403264911064,0.05642896392090805,0.013401099851596349,0.05686895542133638,0.020350109145765547,-0.09873355008888429,0.004981012362505897,0.08633906482535635,0.08695748440656291,-0.00927194318788433,0.025178421339538477,0.08146272097850629,-0.03626953304964683,0.052040787335793696,0.02455137372720124,-0.018033146188084485,0.08392702152025953,-0.06205531224629634
OMG,-0.008410833160163974,0.03267899949349768,0.014303077834195554,0.03628196154820925,0.06933706488700346,0.06434042901328087,0.019312998782093443,-0.04868837872787062,0.03865471419370558,0.004387381381452376,-0.055534855450057055,-0.0035135389941739785,0.06749156484468491,0.003776592927273328,-0.07451951975161847,0.21226225492683232,0.04718319812426869,0.023254824421840646
CXCL3,0.005397208680685333,-0.05258519717022049,-0.03119355730092402,-0.024312611315077528,-0.05402004794543131,-0.03107823498295028,,-0.01938173444416074,-0.0065748296031122345,-0.019121652325646683,0.020103751306152714,0.19530402399390656,,0.011657170690197068,0.055602946434204964,0.09960139018019427,0.00018594737467285467,
CXCL10,0.0036167702103943873,-0.013835348073141157,0.013262627883510706,0.0047574112527743705,-0.0792599676374663,0.0779162182309516,-0.011497839668771522,0.0610679160843231,0.03800775081747444,0.01146323928718531,0.02057513044540089,0.09384789520680784,0.0049934656088609876,0.001854583090870278,-0.022119254136122635,0.0808407485979277,0.12787333828121208,
RSPO3,,,0.004017164783187106,,-0.023526291330696114,0.1557812298021457,-0.011663917744007992,-0.024239904334891385,-0.012914142327251705,0.007581988514374039,0.03662498702801043,,,0.00791646235604546,,0.17310792754141732,0.02398930901603865,-0.03155911070346289
CORT,0.047567104384821875,0.06415532927651195,0.0056853260054517095,0.0413653171869056,0.02853903006325461,0.11696880982332657,-0.01622676368217764,-0.005115142887168888,0.06508474610148376,-0.0392554506590068,0.06219123317908626,,,-0.02208124019876563,,,,-0.03370001863605817
NCAN,-0.06459066026215984,0.13991958944085556,0.06970196993072501,0.002751472543885112,-0.020426267360907108,0.14034630591931813,-0.027503446212442766,0.006539337974470705,-0.058866943012432095,-0.0025391114945404027,-0.027213809220618532,,-0.02013761250542059,-0.01996551992409749,0.06925215314253899,0.05314747717538248,0.06376975582092201,0.056605274490508166
PRG4,,-0.00787428609114227,-4.0210783235158015e-05,,-0.0232194349726153,0.11969624716641802,,0.015482649082433991,-0.014559225177325563,,,,,0.06002274168733468,,0.10610507840067565,0.021523112460924646,
ZG16B,,,0.024334020022785882,-0.023450632942330456,-0.005036150291124961,,,0.010585997388822635,0.05806303526753958,,,-0.007913248615351583,-0.02443468324861145,,,0.0031065426489752636,0.08347657699234953,
TGM2,0.035776642687187964,0.0751823199495247,-0.04792994217214146,0.031211893998655815,-0.02180165522992726,0.0035376875484800876,0.1093671580719673,0.04544266929826729,-0.014954917386148363,0.01276904250434849,0.07470328259340998,-0.021012749952810786,0.08288700978145505,0.07217487212873387,0.027339578174456546,0.03343994779479899,0.11191157985416467,0.09929824276275416
VEGFC,-0.035305630898634296,-0.0038304298194117496,-0.023251684099144517,0.05714003808209291,0.015543682649557265,-0.021033488649497112,0.14214906467271168,0.04167994624534296,-0.010020706264391289,-0.01593738875428667,0.12635242958846007,0.0564757665847535,-0.03167220229265466,0.06588298169586139,0.026220926140357016,0.003487141498675674,-0.01434161257015556,
WNT6,,0.0054910167506227806,0.015334460487220928,0.008045935349341822,0.005744049707726472,0.0011450671188617946,0.019214795235539744,-0.020649120547541044,-0.0488904879821607,,,-0.04273556624705039,0.10160074797452982,0.03453155917668533,,0.006471517960481008,0.05682278736942733,
NRG4,,-0.043160554219419674,-0.011215444515470184,,0.02457178388131518,0.11228457436403949,-0.007025328083916374,0.003984506604779945,0.0047034609898722254,-0.022414002754406456,0.08039202134714893,,,,0.019975331775374708,-0.024513197317407396,-0.06017997506454615,
PMCH,,,-0.012926403373621997,,0.06674757296098864,,,,-0.023353550245070704,,,,,0.07016064215056826,,-0.0037519164506529994,0.060966539237989795,
COL9A1,0.025637082807246928,0.006807568713193677,-0.001089273134380927,0.0038982369564643645,0.009312629258045421,-0.038481530115251385,0.01604054550708368,-0.03207008686665701,0.003450176728057891,0.03277017168084267,0.002951582622867192,,-0.026342602124032156,-0.03829406948554385,0.04073693375725271,0.10301902556105207,0.02138391918432011,0.06792392436251732
GDF11,0.0302032114804332,0.0034848216988657707,-0.03568983840945379,0.006808069963910938,0.0036934956537502004,-0.02512355400659133,0.013703211465691412,0.028387133655443673,-0.009774884045163084,-0.05132504411948395,0.06609710874094783,0.10141463934589592,0.04027586470640281,-0.053439712710099126,0.029634323942377697,0.06590415267085141,0.0717216892636293,0.0039212705075375555
RAET1E,,,,,,,,,,,,,,,,-0.039373378268023417,,
IL24,,,,,,,,,,,,-0.02410015694547532,,-0.014675322087435971,,,-0.059366527399736836,
SORBS1,-0.013751973261885847,0.06861101272219627,0.0031604911991724586,0.009808959167137003,0.02926960751207736,0.03952713311654709,-0.022706875888599633,-0.04192446578062763,-0.02095232866863079,0.034418902205415824,0.006129573086904199,0.08637737609386063,0.07200065490448922,-0.012846184096073012,-0.03735492935837813,0.08002454408473271,0.01065349388275409,0.04925847682973409
