,UKF260,UKF296,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
CKLF,-0.008942398397864117,-0.026856900023540665,0.03888111678703295,-0.06165416591264753,0.09742923261876409,0.0665704976059658
CD24,0.021297420072408455,-0.04139605224703165,-0.006404570567280938,0.005947242652014016,0.025132153745658886,-0.05667805456536403
HSP90AA1,0.0379451588903655,0.04249662009566457,-0.11373754539009545,0.03825419216679804,0.012901224766257862,-0.10073657651398299
BMP4,-0.013715665738625852,0.02735075893200098,0.03922767845259874,0.08735198673664774,0.022011728409425214,0.0009386880343411617
SCGB3A1,-0.01659150250036396,-0.011491951139831041,-0.04330773159363031,,-0.03630350253138635,0.0028023448716813153
IGFBP4,0.015890621316955122,-0.016787777135473247,0.02011646598155293,0.09179434575795416,-0.05139265897883617,-0.034259173904718984
RSPO4,-0.01914929091981295,-0.01149194945887322,0.05455447359182567,,-0.017670901789712055,0.08924423004712176
LEFTY2,0.14413089692269104,-0.012601063131284479,,0.10872146958349756,0.0227475079443977,0.02981604261364818
PF4,,,,,-0.022668446649976602,0.05033932046855587
ANGPTL2,-0.011947349180547703,-0.004734490150100095,-0.018778753862625733,0.008518184669077451,0.0051910602908467555,-0.07961654057215513
LRIG2,0.004615597343067524,-0.035907997843626166,0.006991812404259512,0.028337705200766165,0.04015883693676893,-0.005644853710529367
ICOSLG,-0.03140712040194597,0.0835484317313782,0.023874041788563092,-0.005061442971431058,0.00025253095728088845,0.01230381107379479
WIF1,0.016615496362728365,0.05815434790579343,,,,0.01097861940223208
NPPC,-0.03340446254956289,-0.015970997423729764,-0.01550217903388456,0.09570225544192183,,0.08308981927851958
LYZ,0.014623035427501417,-0.0012356366605407285,0.07571549692071011,-0.046395163249139705,-0.05375500950096445,-0.038581192052085926
EREG,-0.013607892791977888,,,,-0.053764690894872395,0.047997926412063685
SPTAN1,0.0684607746130822,0.03664778370850626,-0.02051556442664936,0.008428078548741114,0.15551956926343538,0.013785484759620655
LIPC,0.058470660275702455,,-0.06281547116789539,-0.01412922734079767,0.02681864124977609,0.059591041649751465
COL8A1,-0.07164495998149098,-0.01867305554413587,0.031181192559656682,0.08467269954819107,-0.06323163022419326,0.09687632944938189
GSTM2,0.020511511084793668,0.03254527878884664,0.09260511408971214,-0.04472517560042985,0.0888061848459477,-0.033181423206746545
SPX,-0.01648553871598928,0.010665620335243766,,-0.05553360166576708,0.21417851615150155,0.06884150836966961
MFGE8,0.057276881507261984,0.014376611097079153,-0.035171539604399955,0.03651959965824852,-0.07249162342021277,-0.03462457066319294
TGFA,-0.050669133735415546,0.002529638230966036,0.08766402242333848,-0.06739980950440635,0.0689042932388137,-0.03736143631695987
SLIT2,-0.008319486087389206,0.03180647214480601,0.0558135399742767,-0.010749561609197272,-0.07211390937951564,-0.04659961187844037
PLTP,0.04537043637305285,-0.008081784658728589,-0.113827787083985,0.13360995035729634,0.1077080375374375,-0.013294141174269322
APOD,-0.046735162566189405,-0.03903050929351385,-0.04067919009989705,-0.14300177755858196,0.002184036546856107,0.010480277016242946
B2M,0.043011950598422694,-0.03899072231739634,-0.03198019905334018,0.09245871358667919,-0.14545759087404578,0.003506761814006307
OMG,0.024838785368467047,0.026074497734272634,-0.04337433337179711,-0.0918543746456712,0.19744700904655763,0.00955334261632375
CXCL3,-0.024237487261301274,0.14781293243749194,,0.007647093430322897,-0.013821781407891236,-0.06277000131642659
CXCL10,-0.03796557878249589,0.01179283777145142,0.015019988021414476,-0.02531274826114916,0.0219260940749546,0.016232643391498835
RSPO3,-0.018539653972740926,-0.029853459409007223,,,0.005296188124088108,-0.016092006334815313
CORT,0.04124056955648078,0.003741039050934044,,,,
NCAN,-0.006259114013493712,0.007821605414352817,-0.024760546437146133,0.08407501007483749,0.1879700205620889,0.06580230618606309
PRG4,-0.013274325683705913,,,,-0.030059691993016655,0.12060924800476855
ZG16B,,,,,-0.022787996928136486,0.07940088289067714
TGM2,-0.054048889546605694,0.011728261348144867,-0.03813082880458534,-0.006922216817380188,-0.06663588301336337,0.037354253494723454
VEGFC,-0.020433585913557997,-0.033854331951093296,-0.05103180334209401,0.05577998815436546,-0.025979992828938377,-0.02526583373984867
WNT6,0.061017214752740176,,,,0.03588436838408047,-0.04127308067194678
NRG4,-0.01890754101919242,0.02012769646205698,0.08992533936885214,-0.019900358087266982,0.00834435476524131,-0.043357593071079635
PMCH,,,,,0.013446955819954918,-0.0017255897352134496
COL9A1,0.009313025648204238,-0.024343551197816664,-0.05391452098966657,0.01604694977559662,0.13206265415638743,0.045538987711803064
GDF11,-0.027184056797312395,-0.009452580835570176,-0.12410090243842416,0.0076616195873469885,0.06407856639354848,0.014133190045156957
RAET1E,,,,,0.09638254659242632,
IL24,,,,,,-0.025113347506063647
SORBS1,0.06264384189677338,-0.004724137482695206,-0.01302295506162814,0.0076763171392149835,0.08380019337193109,0.05283490556402828
DLL1,-0.02194192025474855,0.03266096060482143,0.034054389523616085,0.0387227778158914,0.07783706332363641,-0.011320148906465727
TLN1,-0.05639082869064747,0.037476799849323915,0.038098633158771295,0.02153638564350941,-0.0692387228325803,-0.04689094463985136
COL2A1,-0.011855986574573587,,,,0.006820708080890414,0.024070675422264348
SHH,-0.030055728120024154,-0.013194809410856564,,0.046685838547557305,0.10563485755074664,-0.009710765625781572
PON2,-0.04425133709337768,-0.04784301734469441,-0.06167569999225462,0.017328301978473275,0.14443953854538386,0.09656151836859696
ICAM5,0.041625585324376935,0.08227688190653809,,,0.0568914876577326,0.005632155830507519
HPX,0.009130671389892615,-0.0114919499682543,0.12419821865101989,0.011480154293179936,0.03651411929262289,-0.010949092110305066
SFRP2,,-0.04322131299887567,,-0.010513523577997617,0.04272364827174239,0.07775555424771889
CFC1,,,,,,-0.05492075287853152
CD70,,,-0.03429991086994449,,0.016150433330156824,0.0028323949283536073
HP,0.005494115636936995,-0.05327979181013053,0.02852330498527562,0.013737648366701867,-0.05794081099746351,-0.007235684812553841
CXCL2,-0.03496548510723419,-0.015970996173790195,-0.031135374599316153,-0.02103103111638298,0.023435803680602284,-0.02758131643638933
NPPB,,,,,-0.0392906398808838,
CCK,0.058594230639610084,0.016349962239001363,,0.014687757520999512,-0.015401834712690477,0.013020655624183902
SEMA6A,-0.030298608432154213,-0.004929042314321384,0.0006292518973928985,0.013743608276121925,0.15235729563891295,0.0289248479891931
IRAK4,0.037534543738763186,-0.04792811813330324,0.06712282673414555,0.05483463027414755,0.0986858419726226,0.05792541904853431
GSTP1,0.014259378512729516,-0.05664541295690397,0.0013766743864823366,-0.011601552775014089,0.08592357743458225,0.04405111132706458
VCAM1,-0.003703557376106184,0.03129004439302041,0.020931711900427964,0.10806167716726167,0.09705868751158231,-0.055605123129938004
NXPH3,0.039044561665855765,-0.013920217651347667,-0.06209370998813842,0.03968710939539338,0.16882881216829215,0.06997487519130076
MTMR4,-0.032889442181798186,0.02889990650438085,-0.04454543200091777,0.023673392659941797,0.0717998727524151,-0.0039543299450611104
LAMC2,,,-0.03160438299758243,-0.01924057009204111,-0.011448797823969075,-0.013324979790300706
IL10,-0.006305785888050809,,0.11689808869533183,-0.01855937761730657,0.005113372658863494,0.04231749380320313
SEMA4D,-0.00962197088284138,-0.0013451607198232969,-0.026998667273628818,-0.10133258278115975,0.040626052033628846,0.06739391103555539
TRH,-0.011667189667883552,,,-0.029655802847547732,0.025323886865369266,-0.06200689911655881
SEMA6D,0.01121583839651241,-0.019376517389419916,-0.04743225231309814,0.0036202901944347127,0.11129411659699323,0.01902501149791192
CEL,-0.02301814988267668,,0.011327702862535134,0.018549466964165196,0.05033807797930774,0.007858781677213596
PDCD1LG2,-0.011656154923472706,0.06896765814738613,-0.011146439022917433,0.062111704625405655,0.05446654059011198,-0.03564961591956961
SPINT1,-0.031119897070084227,-0.003614437498868085,0.06696955021894462,-0.038015767443076644,0.06175189260605955,0.08195807119470234
CTHRC1,0.053669348307207806,-0.029853455986177606,-0.003615132676193408,-0.030778965584520413,-0.0790970835192632,0.010228673866755841
PODXL,0.005701690172419354,-0.040745403856614223,-0.04431730954203773,0.0538426802178771,0.006258744724865929,-0.012517215830853383
JAM3,0.05897034148991862,-0.03069193609692613,-0.040093036626045554,-0.060335752631250454,-0.040616838361731585,-0.04258629141001595
TGFB2,0.05760339488327769,0.0006620186318673123,-0.011045019456929026,0.03731929065208092,0.03966915686877025,-0.017028794668556235
COL18A1,-0.015352059386486632,0.03034487385621846,-0.05195877380800892,0.0006255559412248424,-0.14022185722960548,0.010691309793486002
NODAL,0.011078756189859975,,-0.031011863264550788,0.008572852380927193,-0.015478257000189254,0.017129152740060737
INHBB,0.0064352243579314395,-0.012856840191878645,-0.03312418575429879,0.056939436927276287,0.13828274285452768,-0.004393747044614778
LCN1,,,,,-0.01443691824713359,0.1767824203650548
ARF4,-0.026830230455980247,-0.002237892133515935,0.09805864167748962,-0.025938813526429315,-0.08420976616004487,-0.020767238279773788
CXCL14,0.05341471329783442,-0.014322719053654911,-0.03747460394276392,0.10888861088992738,0.03375195674099237,0.052421797520832855
LIF,-0.028941060422084126,-0.013623969043296423,-0.016857807527089434,0.02244092155741661,-0.08093963809103229,-0.052725408232045065
IL17B,,,-0.030178265924906807,,-0.005651941175776365,0.00285460051891038
MMP1,-0.011667187122719778,,,,-0.04649912630419886,-0.041305427054270316
MATN1,,,-0.03297603782866813,-0.01946276647680472,-0.05352331627455082,-0.030859497874888037
ADAM28,-0.01336605721558647,-0.03198877980444963,-0.029489933648346834,-0.013214492976059174,-0.008935197842328798,0.016113975955423483
TCN2,0.024033418347062335,-0.03162583259474009,-0.011205978116284192,0.028946098126650024,0.06644474687741825,0.03277559401529627
THPO,,0.08587194359524945,-0.03160439891306164,,0.11355301429329966,0.012822984463636297
CUBN,-0.01688190291132198,0.07056894670694275,0.09069336315651351,0.054561667132985645,0.05450966659619114,0.019745032946971455
TIMP3,0.04621644880021805,-0.002848390192860309,0.03980353595758104,-0.008843478708484486,-0.0578383690948549,-0.03761689892156773
PIGF,0.004924673221128089,-0.01670790685921879,-0.11790235896632222,0.011454189437899118,0.08210819150359329,0.02698339014952258
CRH,-0.011855988749956489,-0.02565038936453644,,0.14119453638908008,-0.027249689843894608,0.008724370344963133
BDNF,-0.02584792983134246,-0.010816983336865989,,0.020470492585207927,-0.04450756000795643,0.0735484398023971
CCL5,-0.016121632135826583,0.09968551342385115,0.0017697453088640915,0.06880366047555923,-0.0026055751525479154,0.0317631348527655
GAD1,0.05114243729598615,0.004583760121058317,-0.005417998813484797,-0.014204584397846083,0.12093277713838636,-0.10120566341512245
COL14A1,0.07744014645427351,-0.01856992996969953,0.035272379068239185,0.014646356153302939,-0.008124377558376191,0.06590405516336009
HLA-A,-0.0668879734548647,-0.031887957858464946,-0.07883266612844746,0.1427938665436202,-0.08526289358763937,-0.09318051393709026
FGF18,-0.016176431510730213,,,,0.033700327520182705,-0.03259254818411288
ADM,-0.06521911205708013,-0.033317855409181245,-0.02446422284714564,-0.0546576563263252,0.05582337295682894,-0.0031570432975537273
CCL15,,-0.007169935676174109,,,-0.026545961130439312,
GNAI2,0.012697963194766152,-0.04271366401597002,-0.04657520427080807,-0.017120747073215266,-0.029698890939674986,-0.02187200374031782
HDC,,-0.01725871487515665,-0.03763461196994693,,0.16642977322747385,0.061969461461301154
COL11A1,-0.0035376564095031177,0.01145503300683649,,-0.030881075150538676,0.03738588374146099,0.056590100684857425
NUCB2,0.025104698619520718,0.04224997861365594,0.12104309494309556,-0.03458477442329375,-0.007703755172821834,-0.033367846055232374
FGF16,,,,,,0.053000540486787165
CXCL1,0.007463230403170567,0.03134359829653916,0.006831076488911291,-0.029255380113412166,0.011389711595781213,-0.02479471962941952
VCAN,-0.08132035358426343,-0.07689999407124015,-0.05013454620254896,-0.002696710475885471,-0.09634204885836438,-0.0594874173580605
MMP7,,-0.0017557093920424005,,,-0.147116968200462,-0.10882483477655168
PTPN6,0.044493870598268405,-0.03474239044057727,-0.011216393787472835,0.005444480400214899,0.035556800638125594,-0.040210379437626786
PTGS2,-0.048165754251303594,-0.027514294229225602,-0.0446668656249904,-0.024060936297251628,0.005933088218053459,0.023055772955058746
XCL1,-0.012405927478953298,,,,,-0.020617649441103354
CD58,0.03901660712270442,0.039261352268042386,-0.006240972786228095,0.023294559505600852,0.03506047356294323,0.05721359159265817
TNFSF14,-0.0349185432349897,-0.012601063131284479,,-0.040496807805271505,-0.030438405713903136,0.011740397389167458
CNTN4,0.07756081451405486,0.007493983381303465,,-0.024424266478069168,0.0663545949252475,-0.05197367943830059
INSL3,,,,,-0.05226101847545017,
BTLA,0.014945995041237644,0.05435153696878034,,,-0.026477875110942364,
MFNG,0.013643803260870488,-0.0162382780947095,-0.12718675950007324,-0.01174284857145345,0.0710603668241114,0.038708757438470846
ICAM1,-0.029223965569878507,-0.019697927306797685,0.062335500395225604,0.05516205821293442,-0.04359056374556732,-0.08907364315166257
PROS1,0.014186923022329299,0.008845516941747348,0.100818038992939,0.13845246177484508,-0.04964790148620283,-0.03691164716101699
CLCF1,0.0195038655147591,-0.02484790422031064,0.0012824853913306873,0.01034288244069349,-0.04129564363224144,-0.010899459191754049
PSAP,0.03736887536268877,-0.0015700114279631223,0.020517955653939567,0.051304644668312645,-0.06743177579003924,-0.0790916466934984
EFEMP1,0.02758912293195038,-0.05503225716385456,-0.018270381544124154,-0.004580915268276719,-0.17247853332741822,-0.05257044945983971
C1QTNF1,-0.00019180533213266504,-0.007002072396078652,-0.0668726862513134,0.0860518750171483,-0.04844029180983447,0.0014109297087281
ALB,-0.018639384393766906,-0.014312146280373653,0.0040284736742552734,-0.041033167886979485,-0.03664061025174983,-0.018864268159862613
EFNA3,0.02102477598600396,0.004267727766153953,-0.07357554114417207,0.005516642551195424,0.07491384477985254,-0.00635531678631251
DRAXIN,0.0320888087455204,-0.011491951139831041,-0.08103678427160442,0.0594786239478293,0.04380522648263289,0.010613410399121533
RAET1L,,-0.0137641977687738,,,,
NPTX2,0.03658948194102456,0.008733048860666894,,-0.027125478223478404,-0.04268852384882115,-0.061219336046457754
FGF11,-0.024508338222372736,-0.01529296733663372,-0.004408369761066782,-0.009942486033819264,0.024629100421078007,-0.05779941348788749
CD59,0.04097773891898988,-0.0456956566604539,-0.03134088054428617,-0.08609811026128442,-0.05469727798802863,-0.06674142601819057
COL9A2,-0.021500145257089407,0.014747210619196262,0.014463917062955097,0.020937296391526482,0.13189307324024518,0.03699629254211926
DLL3,0.07522614163338684,0.014827784926674267,0.04248799189632892,0.056826442890674525,0.17112865520472964,0.00901793765494429
FGF5,,,,,-0.051769070435632725,0.032564362574852866
LIN7C,-0.03136497803680248,-0.025665414194356573,0.06112402451158911,0.009119443357491317,0.07046723731288412,0.06059242176494278
GDF7,,-0.012601062641607144,,0.03388157400539708,0.029025240135640614,-0.03990418368059857
PSPN,-0.02081848036192381,-0.04530973630027238,-0.028968470054884485,0.06000963263873156,0.09131656504251319,-0.003543531153920944
ANGPT1,0.11327348398836984,-0.011070825067159788,0.03829433404817074,0.013015139589642961,0.07267847988218669,0.016998077799914347
PNOC,0.032182469336005624,-0.003374980749935065,,,-0.03630961408324171,-0.0559090240013298
L1CAM,-0.016735095115329418,0.05744072157957008,-0.021881752495756034,-0.03107012851865719,0.052706384462407274,-0.08247306184428717
APOA1,-0.024157378348980425,0.008468297363953756,-0.045851441623734994,-0.026848156628025966,0.05078888379125829,-0.015392278366526546
PSEN1,-0.000438065703449379,-0.031628467510479805,-0.012806901977460207,0.03619375572967237,0.04573914759215779,0.037982926719257765
CALM2,0.031033664688939575,0.0259340479627326,0.06251499088077521,0.023558446908454683,0.13912676408117133,0.06851964970520977
CLEC2B,-0.01327424561736521,0.09020411085860978,-0.05487268301554013,-0.0803816942976205,0.00941067898547323,0.01945210409655302
NTNG1,-0.031522169735398085,0.021388813125062404,-0.02919338904370271,0.06556140893577884,0.08510770641767436,-0.055238822841525564
LRIG1,-0.05105636267029491,0.035165368146402844,0.008676538370333718,0.054510223547097676,0.14351032294262017,0.048838463676359294
CPAMD8,-0.015751347587831834,0.02649050358073987,-0.037634575406107006,-0.03902125770817039,-0.023161643105716483,-0.04682088227679607
GHRL,0.0033901704164453453,-0.011491951139831041,-0.06001060153246425,0.020179143977800507,0.038481878368805206,0.009776565476996294
NPY,0.04622622764202014,-0.026609317509286343,,0.03070156666660412,-0.0012207037239157076,0.028230797745651823
MMP2,0.05647604490023254,0.028749290730433235,0.006488351713912146,0.11239510519798114,-0.0011152299089973452,-0.0049253932034942684
PPY,,,,,0.02042311443749004,0.08367763595099
ALKAL2,,-0.0213261054981823,,-0.019580754260910202,0.05386147901025548,0.07228644038471561
CSF1,-0.037979999446662555,0.010539098387094275,0.05262969727219447,0.029982942769755213,0.08130891932158303,0.023373175034879425
SEMA4C,0.009847718257693282,0.01956781570484828,0.03128689937203851,0.002984763838568626,0.034007327256097925,0.03509179696860626
BMP8A,,,,,-0.04690707725084804,
ICAM2,-0.02632874684413623,0.020196050702270475,-0.07923911350103598,-0.008671326094465644,0.021539357235847774,-0.0380244430197864
SYTL3,-0.015696378061670478,0.019467461121667348,-0.05612340481912278,-0.0019524518334735092,-0.008598912697590378,-0.013407189558703831
IL1A,-0.019317673256573988,-0.03239422156430224,0.05261635998533766,-0.011078092018276576,0.06375301871542485,0.042591337273196125
HLA-G,,,0.08525889136657193,,,
PGF,-0.03489952248793307,-0.020779466108302766,0.004133235411685496,-0.008887291002161362,-0.022096039405949845,-0.009262424519967928
LGALS8,-0.03556387283323248,0.008295038147046218,-0.08572519284232036,-0.009706337856213935,-0.012091761101521237,0.04309255893431984
DKK3,0.03691968743617929,-0.0014301936380094339,0.015564113202711118,0.05683256147755262,0.10707486150028131,-0.011024817975475469
COL16A1,-0.0036666227646324338,0.025723252547030687,-0.06821266314456881,0.09326949093548237,0.04766257007264075,0.08052123855767981
TPH1,-0.015461989557651558,,-0.03160433752491719,0.08989468181304615,0.015782895210452536,0.07140838183368202
TNC,-0.005284005233320882,0.06578671207876782,-0.012225493260092713,0.10513050196177827,-0.12925690815302598,-0.03543324100644222
TNFSF9,0.020133916337425704,0.011599045974683225,0.11993114227422479,-0.0017574279438801455,-0.021652126311192118,-0.0009838379306406735
C4A,,,,0.10546774617827208,0.017717077153970136,
CNTN2,0.0011202229137330043,-0.0548148048857303,-0.09024205851787286,-0.08920065156771478,-0.00362562949436848,0.026039471938145563
F7,,,,,,0.001144043353583534
LUM,-0.035161526556880866,-0.03134667918658478,0.01224808001684331,0.05818095796847459,-0.10002994241599338,-0.036546421883371163
BTC,-0.007764580759355279,0.01653683688952607,-0.0658177087076421,-0.022749583070036525,-0.002051897493467623,0.05415903164873495
APOC1,0.06821747381815303,-0.03169890210804677,0.047576052453123116,0.02175624210338004,0.10789143635342387,0.1016458063356801
PKM,-0.021613220880521977,0.08119655901841719,0.03349961476387715,0.10926976031851132,-0.08936003098297968,-0.09568545795042088
TNF,-0.008430500951621468,-0.01680097858818639,0.11965261757716304,,0.07297314333672766,0.023718747936381457
GNAS,0.02075824599795242,-0.007868412908669131,0.05348863094122352,0.14107195050261456,0.16742833850339267,-0.0572185392921488
BMP8B,0.019937787455308862,-0.01115567709022027,0.03963474011986289,-0.0017246012383771755,-0.0795443679887288,-0.032190497328564875
LIPH,,,,,0.047763821546183825,0.0382433651817499
CCL28,,-0.013194810392862646,,-0.018327150192313266,-0.009623027919725,-0.010848430512521453
PTPN11,0.01988786799163476,-0.045078189647274454,0.05790953284653142,0.0057152947823142,-0.006792249164641797,-0.0578647736300771
ADAM12,0.06595874957014368,-0.012751963983518046,-0.01498386806974259,0.08907288688740278,-0.0524294447495587,0.05275649262474068
EPO,-0.01659149956570796,,0.019802532874612287,,0.030202628070797117,
EDN3,0.131288891321284,-0.0018732799118231932,,0.0336244305929314,0.0775626459190551,-0.02861624948317765
CCL22,,,,-0.022749584076844964,0.009943881407694982,
CCL2,-0.004658028533742803,-0.029143834473945876,0.11101216694602417,0.00675424411091747,-0.10492565182192297,-0.05618405989961891
DSCAM,-0.018132849735248643,-0.021070683397242045,0.06106228668435802,0.034578550531101815,0.1301581788514338,-0.001545459012803788
ANG,0.03918166585190288,0.05176412321335645,-0.13979344230520585,0.03538125895469791,0.07219899092222694,0.0041732500109521
FBLN2,0.059671084424606925,0.06667039820414236,,-0.04495256226701855,0.015287398661349101,0.006463667418405499
VTN,-0.016727761608847272,-0.017594849608697175,-0.047788156408173056,,0.07384123151397393,0.005606245217759901
VEGFA,-0.06557596475763439,0.038800212208661033,-0.015076782166883886,0.041993064258840924,-0.07003530826263153,-0.03711597937700973
F10,0.008146527911937994,0.0472501959191673,0.18556493619390677,-0.019682674540052278,0.027727987894293295,0.011897021032835303
SERPINA1,0.01912333945195783,0.04468587718611783,0.027815285737554173,0.032395255546136995,-0.059781623848833926,-0.03967589794969193
VWF,0.044983087233345515,0.018558732000430227,-0.07328219930507245,0.03760059292073554,-0.04196165076237848,0.01908507809619516
GDNF,,,-0.04330775492235192,,,
VASP,-0.009816723124535241,0.005038618106188079,0.013111348443781376,0.04199515785248556,-0.11842551878668352,-0.028930654201362614
ADAM15,0.018467524258361713,-0.02478882650785222,-0.0777744594692905,0.003936951972881963,0.0013047906713494755,-0.008665235660168863
WNT2,-0.013441630198282461,-0.014970501976606232,,,-0.01972783711025481,0.02220493608652674
CALCB,-0.02020541086382224,,,,,0.08248301504824376
OLFM2,0.03342055060964512,0.015121240035784925,-0.04387396243994201,-0.004612100862112671,0.15892709052493303,0.007981734111782594
MFAP2,0.0542295769382231,0.01878255463724652,-0.019320232144367712,0.018238593035447802,-0.011864805049846477,0.029402641457525424
HLA-C,0.0009331455970707441,0.02373753366171906,-0.10505465018647026,0.03728619013827712,0.02379855445287903,-0.006222421271768396
THBS1,-0.006271912839187839,-0.018306228583218953,-0.044220211155906054,-0.047256402756177054,-0.20465958686276917,-0.07228007968582335
HSPA4,0.0207991886562269,-0.01930364759616843,-0.03728927414869591,0.06657084503354056,0.04066455767355385,-0.04361295083800608
LMAN1,-0.009636832463208043,0.003005472450110722,0.007261787628178988,-0.0029903629072476714,-0.051674902774540794,-0.06543112401069714
LYPD3,0.07233927404049754,-0.0009839203456771541,0.048645809235246064,,0.016667563426498763,-0.03485916789176437
APOE,-0.0072239717591909185,0.03196495507987749,-0.024108219033305203,0.08657060465831604,0.05547623447828552,0.03651072642847709
SOSTDC1,0.08255711064467658,0.0392559788659552,,,0.11725317642534341,0.051140747261104125
