,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,,,,-0.017845845856942495,,,,,
BMP1,-0.025141065441363485,-0.03469633735834818,0.09858745946406751,0.019982911713565667,0.02967331000045798,0.07916625582952289,-0.006560897014517168,0.012929818154190762,0.023123318565545434,-0.020050839399148014,-0.04714666050743178
NDP,0.030805568033926353,0.021106224531866623,0.07280637254930557,-0.05047308150699601,0.045483410672344696,-0.010386318500374369,-0.023055128942564257,0.0478450995460683,0.02110569293073522,0.0706694845656341,0.03756634885474361
TNFSF18,-0.024830504610871256,0.08274036408374746,,,,0.0634431709782014,-0.02554448248324051,,,,
IL36G,,,,,,,,-0.01375291054121208,,,
RTN4,0.05933404631716329,0.016591656205518737,-0.02594737683319007,0.014234705946382207,0.03739676787967761,-0.13648399848274786,0.01584215634269701,-0.07147621056374812,-0.042695970239694875,-0.09632366968205727,0.10503637565860996
HEBP1,0.009024412106389648,-0.004279682949683045,0.02057224503509998,0.002205541194838119,-0.023874936837060164,0.06167842861191474,0.032941382216084544,-0.004625386587147216,0.009386165127773257,-0.009076631300920268,-0.002511495061416068
WNT7B,0.028295375613511514,-0.01722763696686439,-0.03824826460345179,0.005946339840405304,0.034178302214353105,-0.05171146333283472,-0.034465603565706666,-0.01511603358944984,0.012804189290372385,0.07716178064448663,0.047334636790473054
PTMA,-0.010639593271972796,0.02683577578203103,0.14257612401550093,0.005155751504604489,0.023279771135065987,-0.08721574106307844,-0.01951427425778412,-0.012185459636347144,-0.034935885900216686,-0.059708161317958745,0.0015634932661380816
CEACAM1,0.0059389154510706005,-0.013221175199477332,,-0.020656239981320757,0.024411885980631702,0.024632893584774947,-0.02631561923968156,,-0.019823714605265712,-0.020435815709598116,-0.017163926684384188
PDAP1,0.005227079492694121,0.05767229434904249,0.05731751414914892,-0.024619548163057937,-0.05242193475001373,0.1134482439125245,-0.02217579532369983,0.015037519406269106,0.05769000667656375,-0.033966048908096035,0.005513182979032515
QDPR,0.045114138957947456,-0.050071201043593305,0.04593428190317018,0.0239854127943215,0.05101169580552645,-0.06234144420887565,0.010023600679943274,-0.005405652561456533,0.011182759422023746,0.012572670359016632,-0.015589615477092762
POMC,-0.03745709290698404,0.032149260183477295,,0.0636360156399682,-0.011502879109621765,-0.035880658703270424,-0.029639797463460245,-0.006273825053419046,0.00924971414207047,0.06009325686664906,-0.0004706309169508705
CCL18,0.04932012308795676,,,,,,,,0.024989069183764423,0.09433265017830712,-0.05910819888264129
