,UKF251,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.04371097592163933,-0.016591595208378416,0.019813511339678444,0.004927234911539915,0.006380308133238747
NDP,0.018955108368433168,0.027120441235148486,0.030380488069354818,-0.004736369255875743,0.022706335267994683
TNFSF18,-0.012415725364808108,-0.015563757124510394,,,
RTN4,0.007435204560977767,0.05191958650978108,0.014081240164580976,0.027119077992174834,0.06228524918474391
HEBP1,0.005542951755067088,0.0315663793325587,0.0029651279114603505,-0.021330846316967637,0.006734303964910758
WNT7B,-0.015709238582761135,0.008243221481404852,0.008994752156519297,-0.03652214629888801,-0.01645174869668739
PTMA,0.00593372118468532,-0.02118416909168641,-0.06950535712020414,-0.03434514106823904,-0.0726356203999537
CEACAM1,-0.012055895765191327,-0.02447808214015766,0.05623419240991146,-0.01769327954774615,-0.024522568677978897
PDAP1,0.04392688499816586,0.010959712044361948,0.02931532342667911,0.02668304943476003,-0.05626585492291564
QDPR,-0.0008256975606151976,0.001606008974533267,-0.03476971878546553,0.00855994419429188,0.026415450455637986
POMC,-0.006233555358966697,-0.018058953014359686,-0.006438165996612958,0.019047824770646798,0.05722301688287432
CCL18,,,-0.04032242430045515,0.054437058293197706,-0.02116037003531071
CCL17,,0.008484793615861796,-0.015632240511107672,-0.02554135980124528,
VEGFD,0.0022208182858097884,0.0318270494768474,,-0.01769327954774615,
TNFSF13,,,-0.029995921542268076,-0.027762584872643967,-0.02753720106064662
WNT5A,-0.004142669988824438,0.02296321279773274,0.02215519748808712,-0.05749118992012995,0.05648567638175217
CXCL8,0.043709869819691376,-0.019758803781816804,0.026130623001886972,0.029146772131930933,-0.03302966090859141
GRN,-0.01333510222238449,0.018464021562672767,-0.037557048869378495,0.03271974896502384,0.0034405039393276085
MIA,-0.01535664203924748,0.022936764936577442,-0.06049385094566874,-0.027102129041861055,-0.010648589251878346
COL4A4,-0.025825297987401127,-0.020265721409753374,0.04978335155214477,-0.02832970705789331,0.08370946079011646
TAC1,-0.003563105812612536,-0.0023953042509707425,,,0.030973702998842344
RARRES2,0.019508154981258713,0.00865932484394508,0.05605170861831688,-0.013828188533349274,-0.0870923214080894
FGF7,-0.0027746222575622016,0.01779485224384737,-0.006681555449732927,0.06290863206312848,-0.02580223180382221
EFNA2,,,,-0.01681627812142002,
HBEGF,0.005503905991152518,-0.010741990599715253,-0.03129276969707484,0.03265728091721299,0.023392262305046114
CSF3,,,0.06309211973688043,0.003275734180713675,-0.03515645195004828
PI3,,,0.0395222225705232,-0.018784135141748527,-0.02861291842548155
PCSK1N,-0.055962827981346504,0.008991383327611293,-0.001579491645420416,0.10857730796165377,0.07440225089367834
NTS,,-0.02315123097144677,0.04219610878871133,-0.02048744377643793,0.021796459781477557
SFRP1,0.0015470636375826102,0.008702888399490634,0.11911907253514303,0.011125722761244251,0.013010053950809999
CXCL13,-0.029152190274292097,,-0.03511321724632255,-0.04320581231121588,0.03601409370643317
MICA,-0.0053164794220552525,0.022579527499768444,-0.03659000904581422,-0.01753185840648996,0.04343428622377787
TG,-0.016393589166878518,0.035551648916513766,0.0632426478599239,-0.009474030810726139,-0.015519846110346874
ADA,0.03503968668171466,-0.0005605197109379675,-0.002296790839290024,-0.03574927976606122,-0.014656922104988257
