,UKF243,UKF248,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PODXL,-0.0293576262729472,0.047321059448536755,-0.009501062567125481,0.013140217530091255,-0.008716557350142373,0.07066065696301903,-0.026253611492056735,0.14585366048983178,0.06599688575018246,0.047152573534731554,-0.05675582035789079,0.13011556273972238,-0.006503892907381083
JAM3,-0.06521553025767547,0.0122253521065848,-0.013130309191604652,0.020395247231683695,-0.03215336373364612,0.1410367454411782,-0.0406397190791516,-0.01503387273895811,0.026535940386790434,-0.03111195926496863,-0.04785388231924238,0.026756228429987313,0.017350864946232995
TGFB2,0.026763160230418158,0.08881529972406921,0.011867286018878183,0.009383276372534981,-0.038101615360417465,-0.010343948831607643,-0.040500195128212534,-0.007914834956295332,0.04625538324533915,0.004597639616574778,-0.023656853272889765,-0.03059060879844832,0.05945668201853081
COL18A1,0.03168337256723998,0.04665454152557129,-0.00750914613213663,0.014159565209187175,0.00675500001324989,0.07509255864887474,0.0036123913666115566,0.04532685736688594,0.053234693960168396,0.09074394750839503,0.030572940714142974,0.09777514615106687,-0.004590193161193489
NODAL,,0.08042227989001455,0.020520863086940618,0.038819532626166886,,,-0.027445706850505024,0.08294039126620657,0.018339819600950092,0.0012117206942814846,-0.021651159620829582,-0.04210592331260937,-0.05603219053490403
INHBB,0.03661774843203235,2.211426073295417e-05,0.0017650413943351125,0.045675383628115754,-0.028367288725881134,0.03728603148458395,0.06236536570206948,0.12813579813139886,0.00709560595460943,0.031149337805932917,-0.002656670857661552,0.018896259587692046,0.007198516411733769
LCN1,,0.01360699781237161,,-0.011596272186678023,,,,,-0.01956087671045425,,,0.09284634447518705,-0.018866419898959617
ARF4,-0.009362054653395614,0.03901531519815874,0.05105206491358163,0.04704609892227817,-0.031327067229998284,0.06521423366124895,-0.011024705466256217,-0.06906551840096366,0.05799529079756418,0.10903372175039291,0.020172615265685954,-0.00552315984479502,0.08283164103256924
CXCL14,0.07026879886950144,-0.017573749470334257,-0.006953878759054888,-0.0017498463128669144,0.056464080699278815,0.04683921199088896,0.03721216206519714,0.1704685726720557,-0.013443888516637536,0.1335147085065392,0.011120969336508394,0.00404454342401416,0.07977080832869622
LIF,-0.031312969348812926,0.040673102804296965,0.06439699295093107,0.01691862579451486,0.01841553023849076,-0.049387263572249415,-0.033062447726351855,-0.0680532749294845,-0.018219313865066093,0.06542638623124804,-0.06231007275011046,0.0009196033474445257,-0.015885980996540525
IL17B,-0.023384865920929056,,,-0.01915141579127189,,,,-0.035022091874282825,-0.004802587408703293,,-0.012610571291184444,0.02014034862172032,-0.02133108141382823
MMP1,,0.0015681848656796836,,,,,,,-0.032241231741550136,,0.05665743301541649,0.0734394379913005,-0.047737324802733336
MATN1,-0.018425094891493164,0.023394393162937954,,-0.012157903015394067,-0.011128764518348154,,-0.016254845225746536,-0.01282225561410896,0.059014831385196496,-0.0016407464873550851,0.118956197834693,-0.0374179009756953,-0.019439228689508526
ADAM28,0.005623464110220499,0.03629175428431313,-0.007877133293303248,0.044307154170218764,-0.033098451378665995,0.06681978831207416,0.03334464857280599,0.013211885776850802,-0.004050683880917905,-0.028355704105216074,0.018506051939093892,0.027669691435637793,0.023336513767473078
TCN2,0.026136047508861192,0.022558821168290374,0.021523625303370778,-0.006609354559535257,-0.018578386037721623,0.037133355104464645,0.017225774110818565,0.07393306163644371,0.0322211363302998,0.04507915940562139,-0.026099504373583597,0.03467419604512184,0.05476604783573758
THPO,,-0.02173247093902915,-0.02185687915942864,0.047537587943009774,0.06730477426353462,-0.026345394050064946,-0.016254847092981552,-0.03667712933271023,,,-0.024080944317959187,0.012913962506960953,-0.029131451613689668
CUBN,-0.049457194600593855,-0.010783542794767892,0.0065588757755861374,0.009886586948612504,0.018171712390125164,0.060273096936600434,0.021582603850494424,0.03640272116497664,0.020731877616402068,-0.018653396493487417,-0.01821979187851581,0.06730885238428798,0.030921463695496032
TIMP3,-0.005838528741385472,0.00278898192139276,0.04931774325705732,0.002149090400198625,-0.00239380026107171,-0.08987614921563022,-0.004674879874039399,-0.06195201747657703,0.036294264827773454,0.08264644132096018,0.0068492572013457865,0.03964925230543795,0.05621699139175204
PIGF,0.044377339188317,-0.019412269244684664,0.010148045533868055,-0.010516689813099923,0.0029241655083839637,0.04753621535906495,0.03002775448452633,0.07863994587355813,0.08064193957968298,0.018530816922319247,-0.03410495228764332,0.05274416672227709,0.018591494112356142
CRH,,-0.014882717650244102,-0.012151940906474956,-0.017832017223696563,-0.017519273101213133,-0.042056789347488056,-0.022232444137303898,,0.007111642418031199,0.11759063175697598,0.049519337793378554,-0.046135330891223354,-0.042574979075278324
BDNF,-0.03337649965273226,0.03886666871656471,-0.0325907967010051,-0.025423207703407807,0.019565743195819534,0.09647147762934945,0.0005404466264543487,,0.0017493569249894068,0.08550322655509335,0.020020520773135587,0.0005545012899178512,-0.02930145444827781
CCL5,-0.039822769195617065,-0.028354117663638705,0.028838370516409837,0.03222204360844022,0.006312615031251947,-0.01793338698042137,0.023263092683979702,-0.03886164251556514,-0.009768989197046548,-0.008383311990148868,0.01203120687338817,0.08942347831288758,-0.08988837794893977
GAD1,0.021749215352750775,-0.030301083129384936,-0.02141267606969023,0.0019204348500177816,-0.0035019428823736204,-0.027640533892877697,0.05235670647891181,-0.04030622737160659,0.059300943727143174,0.04873050388402885,0.07474501008407396,0.00486819181731958,0.041203235325469774
COL14A1,-0.011058528189649069,0.018053324939952087,-0.002594891587165106,-0.02057111642982403,0.011385282234273174,0.0434720326136619,0.03900752255693814,0.1268874548123797,0.028391434708771972,0.03621987107410224,0.03341040173795587,0.05366657853798112,-0.001145404657659638
HLA-A,-0.04252439372084338,0.06711590047372183,0.025224639347706194,0.007048092881817267,0.05493713615267424,0.18508217337027902,-0.03576307574449076,0.09426450388449882,-0.021795302194538374,0.07120062141585862,-0.0711012151077118,0.019230619522527248,-0.01104192124122454
CD5L,,-0.01488271592842703,,,,0.004472686301845232,,,,,,,
FGF18,,-0.013466167953267763,-0.009654626175185248,,-0.011924909620470039,,,,0.13589366095291042,,0.011164342454413124,-0.030765896131465575,-0.02668655181885733
ADM,-0.00849737186756749,0.07530755337036658,0.028922606261147364,-0.019756898430132733,0.015942075750723914,0.07292439364941662,-0.05899514528311055,-0.060223624891222766,-0.021828194733209856,0.09235479658683729,-0.029851894107026062,0.026059332282596357,0.009649125876546078
CCL15,,0.07392456963733147,,,,,,,,,,-0.026683259326363663,
GNAI2,0.01600319818954881,0.06380343406217061,-0.010760346533837188,0.01799401002548557,0.018898619265045196,0.11216958385746233,-0.008681095409628747,-0.005970182632446594,-0.011023127863109631,0.01843828636435151,-0.016678852517919965,0.07011175910388037,0.044534039009004676
HDC,,,,0.04506592081306207,,,,-0.04367523440028591,,,,0.004571570036716048,-0.019439219885665833
COL11A1,,-0.054595473128068,0.005308741535914848,-0.021082998947649912,0.05081895983395929,-0.028695318024439764,-0.048977007480659224,,0.007646618281886386,0.05589097797548346,-0.009429948783539328,0.017260041588388,0.023054711688377364
NUCB2,-0.06183233511794449,0.005951540700166981,0.061044422486293916,-0.020884270742693275,-0.014203679298331249,-0.05783588488953884,-0.05009799903854637,0.04549599227339848,-0.027097909284149572,0.029336521164685186,0.01746945947972886,0.0032941867441736617,-0.0556800377906497
FGF16,,,,,,,,,,,,,-0.01915482411453336
CXCL1,0.02038869685777836,-0.04592209387697903,-0.022545132704696897,0.008699315549349638,-0.0031213383970377343,0.07526158075149877,0.134358322649793,-0.004460500905050974,0.01966671825602761,0.0008749599529025321,-0.021490731511689322,-0.01279333684471942,-0.04360261173225269
VCAN,-0.05954313008290948,-0.02185041173581539,-0.013391946236542569,-0.016000562413571645,-0.01644319698534225,0.01390283211914773,-0.03226355519463528,-0.13530451959292014,0.007824314601693614,-0.002199552464098617,-0.08627550871803687,-0.029484034010530586,9.026659454810617e-05
MMP7,-0.026994914054212633,0.02415635545780954,-0.019194053571420934,-0.0084643223583407,-0.010990729513260081,-0.030108970956801675,-0.011605760000648769,,-0.010823606017891998,,-0.017216909249956114,0.023373274506985887,0.007529598805090272
PTPN6,-0.005332949648993181,0.01998315045540637,0.0010777508286700312,0.04990956337136808,0.0031569954841758853,0.020393455103557005,0.032218319909842405,0.04904432576620226,0.06841585668977336,0.023501692775110047,-0.054248083417876576,0.10088688046505219,0.06324012685190487
PTGS2,0.006451676325768559,-0.005129234028296671,0.03356590730332912,0.011411939376624231,-0.00914193518997803,0.004882217041591491,0.0019343243802455758,0.06469205390009561,-0.059195539429742365,0.016615144799982513,-0.010219369294452888,0.023697803600754127,-0.046061969609165684
XCL1,,0.004770124987066067,0.09705775568700184,,-0.018051861991197005,-0.039494402944968726,,,,,,,-0.0024300107352573735
CD58,0.04140028936719314,0.05031217526590442,-0.010294255262726856,0.0284477298758829,-0.024290346262123876,0.04928939961184996,0.02223147632095201,0.009664381205071048,0.012391861457942773,0.03716788531341401,0.004501268878813795,0.015934683436871627,0.03191515752562117
TNFSF14,0.04679657900829716,-0.016432791975988976,-0.0052474437409196495,-0.01763665956216886,0.0005054058001297921,0.15302457027125738,,,-0.007047109549574419,0.04118207809068909,0.011742210481076588,0.07049014080999116,0.03990364087760735
CNTN4,-0.030480471548328805,-0.017343101834628297,-0.018878617986633543,-0.01525900121777265,-0.030447151188993098,-0.06490002412103021,-0.0238109754259676,,0.02928181023549831,-0.006416467853697815,0.007862545015508555,-0.03566927247083871,0.010236834653782804
NTF4,,,-0.013287832163522929,,,,,,,,,,
INSL3,,0.07688915975266065,-0.009654624281486673,,-0.012673467086235861,,,,0.08609519244170732,,-0.028164529962784284,0.034127497316658574,
BTLA,,,0.11927683354444293,,,,,,,,,0.04996594382133184,
MFNG,0.04639621841134181,0.03909939552100025,0.03719628056372593,0.03429629597800241,0.017922823872835107,0.05091027620137722,0.0011506660638053747,0.1305694131317714,0.08313094119633846,0.014952599467300397,-0.0018084994846862418,0.06426157410139426,-0.0381834384909718
ICAM1,-0.02269203679300003,0.05484870978846759,0.03923098701363639,0.017503796130897545,0.01100643816854188,0.07059253618923625,0.009917400989974472,0.06262981100799812,0.02333793217349208,0.08864099234410802,0.030572047169294955,0.027897590334079705,-0.0024505950833936655
PROS1,-0.07707613446695545,0.05193667603698425,0.004513948935806631,0.039676246577329835,0.0012313525153820294,0.009613617661329935,0.013763609600349154,-0.0057191007831066416,-0.006530020947769585,0.06285419057562792,0.017323377848831888,0.0008947234291635866,0.023721038973339246
CLCF1,-0.07980011773880226,0.07376787519440736,0.011042086375871956,0.04343548572064262,0.0011418896472624991,0.07433275433539797,0.10739735870939841,0.08558886667729058,0.013331535080082932,0.025931514215966785,-0.03085172957970462,-0.0400134659256934,0.04194160328475378
PSAP,0.04434556338159199,0.05082491478909456,0.04012707347646175,0.015417290749059473,0.0259156411659418,0.13505214006731028,0.03460720576682907,-0.05429556574560935,0.029118807580466633,0.031608800031610984,-0.0007248963075356249,0.06098568544784006,-0.05766667487722298
EFEMP1,-0.0590710235309793,0.061325847582855746,0.0076741453719181615,0.03556014387059842,-0.051165903953962845,0.08124029884445028,0.0059713090076226605,0.06300590658233653,0.039511421274618416,-0.02047555623419978,0.006784210378458894,-0.038145160452085033,0.047270003398784094
C1QTNF1,-0.11889678307502163,0.10281163054572229,-0.04421097498395891,0.02354225485231378,-0.01666222426196333,-0.0240198467600724,-0.018137023564189326,0.05878387264620953,-0.022135801455417506,0.0644435321355809,-0.0950871635239482,-0.02886009131905183,0.02164318538536808
ALB,-0.026078726633339235,0.08293677561638148,-0.01714040704268109,-0.014197835814759738,-0.013836102006838222,0.10074558541992244,-0.035167333453688346,-0.029207497577263083,0.0024557318204755387,0.0047523687038738315,0.03666220911233108,0.02179726020776205,-0.00920881978310387
CCL13,,,,,,,,,,,-0.03159237283264091,,
EFNA3,-0.033172150684940685,0.017265058470353253,0.029664534385283957,0.007948821331473458,0.006746668537130581,-0.05228433743653996,-0.005899668916284236,-0.08099971659004307,0.02893979350156813,-0.027046955200048718,0.10940168932870728,0.02215428868926786,0.07928566523639498
DRAXIN,-0.024607666981885254,0.01991304879027049,0.07050333699646982,0.03704941461115333,-0.013158719656515064,-0.04121860603410304,0.04477600480995263,-0.08543567784586648,-0.029904506444794806,0.10681589358373872,0.052343936137527254,0.01056092776259075,-0.053423220468114124
RAET1L,,-0.011381074930748636,,,,,,,0.12502425632586986,,-0.03421727784196264,,
NPTX2,0.03242340756398527,0.06365276561725201,-0.0095822881700295,-0.03635324568121782,-0.053328902499940004,0.1722652755654856,-0.033892936423815676,,0.011315265589205559,0.006732192920013933,-0.05342036157204778,0.04445665615314517,0.019907223528118887
FGF11,-0.042815356243533234,-0.03541092157058999,-0.03322975572889477,-0.013129762509859253,0.031955528612647874,0.04101559907996523,0.006215126502699958,-0.05923719620368606,-0.05759324923403397,0.011918064176739976,-0.01914252301137732,-0.015568146211866762,-0.009042976391503981
CD59,0.0013763118409094624,0.0416740160733917,-0.0456143924784524,-0.014546329897738188,0.006616646618851694,0.08841384051390758,0.06423592454617119,0.03899256644046562,-0.009427386950582914,0.06021249192792906,-0.023636952498803505,0.060141335616865556,-0.008019617475516324
COL9A2,-0.04694662363490683,-0.03218644580108275,-0.0191601119171726,0.036046488125422854,-0.023398032042844925,0.12239664848567212,0.005231274098192123,-0.014465160100084348,0.04881461796773993,0.008453640836887714,0.0012077920724883028,0.04061618611665504,-0.016260996970956704
DLL3,0.08615233220959637,-0.08527145176627654,-0.01734864501408776,0.0619179775589936,-0.03113546023877845,-0.078441543870947,0.052696127527342575,0.04562523737814357,0.06772183319841124,0.00023062694408779736,0.028557167645936018,0.037667740743320556,-0.052233729942258736
FGF5,,,,-0.011305656733230652,,-0.028957376253543377,,,,,,0.0014023290645028858,0.014778930774642391
LIN7C,0.017835798286165227,-0.010256407158167719,-0.019896613137238107,0.019125654620871246,-0.025755164952263324,-0.014453187213149976,-0.04768512745453198,0.00100183777549015,-0.017882098905005698,0.07143526691433207,0.12493454397874036,0.059839866154878296,0.015943830841967033
GDF7,0.10490347101897711,-0.026839394215369537,0.016852579553257044,0.07284225574126434,-0.02101778815098024,-0.033541006502458864,,,0.03173913883224892,-0.017326317669745732,-0.02289611891071512,-0.02638575255128884,-0.029715438994188357
PSPN,-0.023551826600802094,0.042828109236810685,0.008458221783916827,-0.03440711118986319,-0.016555707509258933,-0.04137491592609628,-0.01991966991235933,0.056635864796866366,0.050045587057811126,-0.009117876698174142,-0.01999656545945803,0.05718396458544267,0.019555935438174462
ANGPT1,0.09801198325205658,0.09609854614702913,-0.04067308871195609,-0.027146386135073385,-0.041750728902142584,0.024326959274652588,-0.0001025178658376854,-0.06352750485298049,0.07673203049983925,-0.02018484936990064,0.014487111952694602,0.02655945408504486,0.07270913915075365
PNOC,0.122121097443666,-0.03458438512855044,-0.02254232217897405,-0.03451542217956501,-0.009472868137785239,-0.07797826714888241,-0.020981426143478366,,-0.017831723435787514,,3.630889882378928e-05,0.02220898729535984,0.021309904089501137
L1CAM,0.0988181034400649,0.06068075658973147,0.03454847988965466,-0.023814265159983323,0.011833510460084077,-0.012749246420289444,0.031029084783220546,-0.0014374562891790483,-0.0048143198358439575,-0.040506177615926724,0.015485793472034631,0.027650503320518112,-0.008814511408227964
APOA1,-0.01015867939838132,-0.0024974203679000457,-0.015035482156664432,0.02322278744239203,-0.016503058795483,-0.06123522195294081,0.06366462963314712,-0.008973156478910426,0.05668133803831003,0.027848214689374016,0.01099003321998633,-0.021628765359099845,-0.06341598105079344
PSEN1,0.07471754583075006,0.039012772760558076,0.007709858096848657,-0.005031802890783812,0.007482045651339602,0.07159462014147462,0.012007622310191812,-0.001883009347814056,0.027453472875800702,0.005875407052950465,-0.011164754568442892,-0.03793418117631335,-0.07336701878615556
CALM2,-0.0037053641207575386,-0.06825673241852753,-0.04670506307944097,-0.01514854304480644,0.013670568464621375,-0.11166688524753793,0.06766460724124973,0.09556359808015252,0.07550743644677937,-0.11631696457636598,0.11324045274638075,0.0028276085063534354,-0.0010607631631004
CLEC2B,-0.05140525193375506,0.06614572392971682,-0.008931186258076958,-0.032728196474861804,-0.024712142217089537,0.09786168612143491,0.020959990635576475,0.03387160979917247,0.03504665629015201,0.03588486338131847,-0.007496679014312514,0.06733300678384906,-0.05402806095306509
NTNG1,-0.0019144389160249394,-0.014490193515203484,0.0648322314662844,-0.016368242523543824,0.02496632578975254,0.02093271149805309,0.015020517933645875,-0.033879135260930185,0.07846334435573697,0.015701766133854936,0.002173651361233732,0.03809512603868218,-0.014014796483213536
LRIG1,-0.052518188545207456,-0.0370988644400195,-0.03463095319482186,0.02344303985582554,-0.0099840829368481,0.008245150379294937,0.04580233309418567,-0.009545816880261451,0.04988693976007109,0.0375820982023395,0.05968905584415323,-0.031026567991690734,0.08094923584805742
CPAMD8,,0.09852618344310886,-0.011419697793001529,0.06456132905374135,0.02479841504045087,0.0146295316368708,0.03580741797294337,0.04287570530767534,-0.018838083804717402,-0.0543555043615754,,0.07997307105059145,-0.021070473408274566
GHRL,,-0.03032292219058695,-0.0010176146349845005,-0.021750195644253477,-0.024648312459275908,-0.03229575432186178,-0.02074558544431122,0.013786087109870546,,0.00612012112051057,-0.024766597912954193,0.0662488727503412,0.03409907895138631
NPY,0.0467156844694915,0.005412129606053246,-0.01580693102938166,-0.018285370426723006,-0.0666016975563863,-0.020365479328016935,0.022423039070282487,,0.06969190822891257,0.002436341224488326,-0.013451541462778716,0.0189964254217425,0.0200276183340269
MMP2,0.042548271332537094,-0.0011413386911175026,-0.022957208842210242,0.007134326079745375,0.03644429890430191,-0.008932843171179148,0.023708281471561503,0.13873940143541807,0.017284119513110544,0.13793660407035685,-0.01164136563113533,0.05242507903973555,-0.00445178397012466
LHB,,,-0.009945694359131995,,,,,,,,,,
PPY,,0.05045362827173576,0.05188575626453306,,-0.01027396557526894,,,,0.036471194265299565,,-0.026620651593930057,0.141355275581549,-0.008344867735287101
ALKAL2,-0.02408313269305092,-0.005658495949561561,-0.009801198932713957,-0.011596270307256098,0.023697014574574404,0.06210191359383031,-0.05338639045317738,,0.01188920499508522,0.022330864886756542,0.08444567867040834,-0.06269677986372972,-0.030451258987728762
CSF1,-0.03868171284419645,0.05747154211942832,-0.015121757384125255,-0.024512055038275936,-0.0017384170170070675,-0.003969051698004441,0.01797797404149855,-0.0011266461652070026,-0.014283944241240118,0.024189243890630336,-0.05386603883725225,-0.005792538960558603,0.013453738577730806
SEMA4C,-0.07017904009397265,-0.01587368130425181,0.019003570298980078,-0.024195279877089197,-0.032370500985579975,0.036019785890747745,0.048765369756776124,-0.053095084923720094,0.03368626982809806,-0.007555358344421949,-0.03329616023801954,0.06260751739293682,0.09117982277697437
BMP8A,,,,,,,,,,,,0.093063955453455,
ICAM2,-0.042046923318745204,0.0482370921865669,0.028271446147464678,-0.033333508688573696,-0.005682812562069513,0.015421906876276325,0.011672820121379275,0.12633870080697424,0.02807169321290662,0.0860688919636101,0.04183922055860172,0.13048565331037865,0.0077047165953393745
SYTL3,0.023873246127757836,0.06547605166183602,0.022219603160197443,0.034106901807869204,0.05863822862604287,-0.016823089354192015,0.10196282457144744,-0.06699107247967812,0.04352185676529022,0.07198341228063837,0.11765727242593663,0.09253783197512483,-0.025957410082076575
IL1A,0.039556321685125406,0.01945570591803054,-0.017218127831911505,-0.028130191746778308,-0.02607439388321998,0.07587853112594992,0.04622369831924951,0.09787322848215683,0.015502753305021802,-0.0025002525225114865,-0.03652048268050049,0.015124691968680654,0.030999884365335777
HLA-G,-0.029140735932818882,-0.01751275672290324,-0.010504577852615373,,,,,-0.03826889467336459,0.01242318633717356,,0.12734502075897447,,
PGF,0.00988042593662325,0.01907625353232403,0.0691680220071989,-0.0010805285427035267,0.02388471526689005,0.01792367073820668,-0.01468069730064531,0.07037134740209483,0.07229884709401728,0.03552210950917593,0.03610009888448736,0.1189111557287313,0.04922396551727667
LGALS8,-0.017030083467580528,0.05853238920751148,0.05824429318522756,-0.0206108161305861,0.06326353669846806,-0.0849118321833757,0.04981161632449523,0.026489166358081233,0.028483949286207632,-0.040949995161990625,-0.029555913898665992,0.08445796991271069,0.004162023884859971
DKK3,0.03114227331495349,0.010094556913155526,-0.03717108914551904,-0.04676058618578173,0.007380362647173324,-0.12678561687623624,0.07329231266978918,0.07794405390024002,0.07730181646463814,0.06599434347275772,0.012992746893197203,0.05340822625288262,-0.01264608510259127
COL16A1,0.037835375803151404,-0.004353214396857248,-0.008303538714447292,-0.01761777479329197,0.06438943998882317,-0.0032549762305023543,-0.01592375325063966,0.06576562080515883,0.01757804862357842,0.009355822234774613,-0.020662940376503482,0.1269638871893488,0.03967494997461593
TPH1,-0.024538871427247,-0.01285881108877595,-0.019115618906451207,-0.012157902900628582,-0.023761526496789767,,-0.019561996876815126,-0.03667705809133274,-0.033954383491425266,0.003966781140982453,0.06479460265627329,0.0990958317724565,-0.008400406964490096
TNC,-0.060275176971774036,0.0712853660575933,0.007086548795614145,0.0018972799990584995,0.017782860387275876,0.08229394872778152,0.025880079160000194,0.05566048033227535,-0.04902143279853373,0.051365345400470205,-0.03096882463958739,-0.03526235524777969,0.07643353343959952
TNFSF9,0.016948850436870822,-0.02286575397096228,-0.00048195580459344157,-0.011427330247508907,-0.0038932514140085565,0.08263697495829701,0.07181613621481375,-0.03721424688403514,-0.00046066759868491837,0.07373632005417284,-0.025145097556145864,-0.009919777384878647,0.02585235192068118
C4A,,,-0.011791197788668445,,-0.01217927086066445,0.01163488610302029,-0.01719573837406776,,,0.06810452091339501,-0.02313759617595747,-0.034427825359254524,
CNTN2,0.005170848227867936,-0.011739585974356358,-0.04702546183866912,0.0027927193515000868,-0.018393565376943512,0.12665146656719617,0.02937229605533964,-0.009315681717688082,-0.008946607529081881,-0.06725858396341164,0.0060605686452057115,0.027987478068552986,0.012409203860496982
F7,,0.014220773485625558,,-0.010227482047250266,,,,,,,0.04188709835944764,,0.12619056386805153
LUM,-0.04387703459401631,0.06316147803520077,0.046241242603943224,0.013106006055459689,-0.024242287383630975,-0.014905894753522737,-0.013962394219485925,0.04899705115673156,0.06434770524074278,0.12968712676871877,-0.02132463174255396,0.04930015496393699,-0.018198847640322872
BTC,,-0.011381070190165148,-0.026994695059868463,,,-0.02881096577908567,,0.011673153766440963,-0.028575245181813726,-0.026318782927136932,-0.02215701832831446,0.01487626604069231,-0.003454894315270581
APOC1,0.03349919201081611,-0.066092611232149,0.05550064749317633,0.029772219293516578,-0.037311958063257766,0.12744036233324124,-0.01673259884814554,-0.04073521236690386,0.02166853950807309,0.06008182521025978,-0.035275930173941226,0.06035299531904863,-0.08807743735507235
PKM,-0.046715631045851184,0.05926362161161379,0.004112195316679284,-0.04634838820521273,0.04716272811091521,-0.035766872500417,-0.07152623941976907,-0.05848906610809064,-0.046621298143893326,0.064706503389752,-0.03591303138064423,-0.06890691579048824,0.02689276544742876
TNF,-0.003714466910981977,-0.006480377557582377,0.10763583736489997,-0.015010098969297397,0.03177025185364745,-0.005998053595164038,0.027518005192255425,0.048219986114242434,-0.01956086922630477,,,0.05130654203448462,0.12978130123803855
GNAS,0.023899866079481743,-0.04637496061298879,-0.01398552827664403,-0.019022194246296708,0.06915201509044905,-0.15344019773746428,-0.04230225490365256,-0.06368960544507775,-0.06521099272532682,0.09198329194814829,0.002691770548341229,-0.008591872916566792,-0.02340364585233778
BMP8B,0.005325582310993274,-0.03313983113482774,-0.015228932041650165,-0.020683143217772062,-0.03163281013211533,0.11423329164447257,0.0003907569666427281,0.00925872671086943,0.026706140229589174,0.00922677308757165,0.01690181182862798,0.10119628223421893,-0.003157900294428883
LIPH,-0.025208845266163096,-0.012858807923037195,-0.01493790020064023,,-0.009819821718320106,,,,-0.021808686340879124,,0.026300390162339347,0.06593561367347017,0.029471501811441595
CCL28,-0.018425091257038107,-0.018087512887733755,,,-0.015120909984690336,-0.017490200831935865,0.06970947456027844,,,0.017010855092207677,,-0.025463461994891436,0.14913189679221137
PTPN11,-0.041271075980079515,0.006818316322165886,-0.07426093116124875,0.03839269058846993,-0.02464946163812378,0.03754344236932744,0.014942063284551155,0.06356374855595152,-0.03599393144788992,0.024434007205386344,0.07269900140744447,-0.047072152253603124,0.01958341531329435
ADAM12,-0.023240156332612356,0.04499769951749064,-0.005129446703447929,0.020524522671976134,-0.015936858954962593,-0.018662047516017216,-0.02171136053253288,0.12264194991176047,0.0386806409309979,0.06920965640910452,0.03427954292188471,0.07909428976005305,-0.00553863929978606
EPO,0.0518416285943127,-0.017278056988723756,-0.015228932468076299,,0.04277653050136639,,-0.01956199974956062,-0.05230538267364987,0.013060368672947851,,-0.02190545340482398,0.036591446534303185,
EDN3,-0.0254287417334945,0.03725412707316964,-0.01895790416407997,0.0646393426462628,-0.015924140626448327,-0.05185939453161534,0.01437614215809719,,0.06331794208254128,0.11907362754923312,0.11961394730999611,-0.0047041438868365365,-0.03232205364200016
CCL22,,,,,-0.020686853085387612,,,,0.059157018986087224,0.13034852065316,-0.019221081759481305,0.010861566728722667,
CCL2,-0.07444392295808896,0.08308395394444033,-0.011229564089900659,-0.02145539151634555,-0.04401023952807504,0.1320968938898225,-0.015473387972417105,0.12826324429854288,0.011950340232137638,-0.03595452526502961,-0.025991490999249207,-0.06165367885082687,0.06478689522437392
DSCAM,0.04212800663489033,-0.007798379923192648,0.021509138874984044,-0.008092193083568077,-0.012296387305165985,-0.0008881933850210202,-0.009865510344701187,0.1301412597169673,0.08574208114480954,-0.006775335114749311,-0.03102520526383789,-0.04104482896588868,0.02614431761153278
GPHA2,,0.034307418315984654,,,,,,,,,,,
ANG,-0.012469214924570742,0.06224095477298296,0.04811785537857959,0.017067706687256004,0.008204120361038675,-0.031754325965151826,-0.01859447662722016,-0.06786482415325949,-0.001960853744863659,0.03188848639944582,0.027156956041668755,0.008184501589500978,-0.008164892107398729
FBLN2,0.012831306880267915,0.03851908587873622,0.0023643867807673475,0.0133226756443087,-0.035950575196211566,0.020284224001605212,0.05289946938063958,,0.12869089583579854,0.07083839234911987,0.03549246654800752,0.024694835428607384,-0.03987944222033851
VTN,0.0009666309908612712,-0.024307628233210397,-0.0047090489271010725,-0.01724019798717666,-0.0168789723892329,,-0.016254844032791173,0.13545312691232284,-0.015927011661450836,,0.024849812795257168,-0.025665693159079107,0.02665658614173065
VEGFA,-0.005384523200571201,0.0273454514311211,0.046190526995272894,-0.02365994395851101,0.022723628846984482,0.06596977814914648,-0.05839898322200665,-0.1363116885819539,-0.06773352092940867,0.07625649304200346,-0.08824563436641751,-0.14778835429760326,-0.01455662897693127
F10,,,,-0.016630103916047436,-0.011265181689068659,0.025668280681013532,,-0.03445489137189258,0.04772218506058824,0.04008587398319822,0.0964176275077564,-0.03049041737408326,-0.02668656142501644
SERPINA1,0.03787769293255943,0.02627994806309618,-0.056665807811919225,0.012843452859895734,-0.015174420163160375,0.15699279072878689,-0.05002642988474618,0.05832005348942894,-0.040803439180700576,0.032362456788644696,-0.0009727564851758909,0.09113592382638229,-0.016721007061542142
VWF,-0.028729973700758745,-0.0016558805730599103,0.035699499501375166,-0.03350222841453427,0.0014223174176617617,0.020789642158802777,0.016952001913500638,0.10588851732141984,0.07658539094303154,0.11564523559690405,-0.00394074719638803,0.11655391126079408,-0.044816200117354855
GDNF,,-0.02013782465728832,0.08086064190424368,,,,-0.01956199822613482,-0.050258957076382026,-0.023985428379529654,,0.0205184180840612,,
VASP,0.07621059299170345,0.021113174383072537,0.07450310216489947,0.01922201153591675,-0.021769757368951665,0.10527427711678237,0.025029855951943437,0.04328687458772849,0.02574356708839147,0.08308391282416146,-0.020342257213849017,0.060278757434238724,0.030733071205017004
