,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.0027511936028851063,,,,,,,,,,0.057831033399416615,,0.04144094011702435,
BMP1,-0.040964763520807836,0.12248937506796408,0.11035490772228611,-0.04523434251245795,-0.00428165226808309,-0.005403174692082784,0.01336756945154474,0.1389473211491764,0.0583293064096472,-0.0020327182483125257,0.11579033682004973,0.13866357964580686,0.019792369353778583,0.10306314318900929,0.06975992102076896,0.04672885563382945,0.02782197956647467,0.017173960635878054,0.033961418495691946,0.15953023457731913,0.009075927879931172
NDP,0.013654365795070829,-0.02420795324785114,-0.009577913269589032,-0.04241142452904736,0.008766174035597825,-0.027887993296676534,-0.0073042132747247,-0.0003240458438650327,-0.0039102403007880366,0.07464272264980656,0.12458103433464279,0.043989478718317994,-0.02974279866678814,-0.024686713704764583,-0.007747453330552344,0.04503510591569388,0.11113967605951235,0.053716814572905544,0.00796977043183603,0.05932547783817532,-0.05949137940527279
TNFSF18,-0.00522485308391966,-0.02127449229290548,0.07795698275495669,0.0938848658850756,,,,0.12225611027357622,0.000311249760476492,,,,0.23994294368257202,0.0015414238748867723,,,,-0.014225657795867824,,0.015527376346014924,0.04941584285460588
IL36G,,,,,,,,,,,,-0.011243070680768467,,,,,,,,,
RTN4,-0.020221453732468045,0.03670477498719151,-0.005343471191199947,-0.053023990551131814,0.015459687609632792,0.04609404415234152,-0.0023984408727115033,-0.2313793978968876,0.018321803064262933,-0.08225114152527305,-0.09480513117390094,-0.032729582358982504,-0.1400120945691274,-0.0344542706557221,-0.03009752749563781,-0.031189081878433767,-0.01597896752561326,-0.019756574827062334,-0.030172763227115686,-0.016141451856083632,-0.010898043759232376
HEBP1,0.0383210859588519,-0.027746766428295024,0.03548708813436314,0.0152889625667258,0.04345764463724396,-0.016053554634924194,0.05496340275359953,0.11434642691879032,0.010052944445649803,0.045997194133762125,0.008290785715358311,-0.006751782225645855,-0.023309410758057827,0.14643042100467962,-0.016357050993645084,0.015451827527063514,0.058362642883836476,-0.007522942650765882,0.012556284247100475,0.044638205133828025,-0.029905227794168772
WNT7B,0.09129642868313048,-0.04965490150246877,-0.06114880180762394,-0.021845159962659056,-0.014788097148696196,-0.01354753719601671,0.02962096260472782,-0.0174753346747705,-0.03065848021282084,,0.06145341812738827,-0.036034782918825364,-0.0036522707788103994,,0.09516231845667088,-0.05189649607029818,0.017124473307175446,-0.006700541027365414,-0.02493516352042689,0.03183625515940953,-0.02748596986675182
PTMA,-0.025511983766082075,-0.08706524210207242,0.05084896564030099,0.01136454300890715,-0.030037996893619884,0.004490709711355236,-0.008663290590902737,-0.08834844652302254,-0.0750956410800894,0.10736997419590869,0.13172501738065656,0.10829568307626826,0.029322836109105056,0.010640813847309461,-0.060014981990948055,0.01762972743139476,-0.06753307558223505,-0.04103068131449701,-0.032049252793330055,0.03420203603887496,0.06327276344880622
FASLG,0.06613903096539486,,,,,,,,,,,,,,,,,,,0.020448324464011174,
CEACAM1,-0.016799523984317766,,-0.026298933270885373,0.11509882126720557,,0.005760207268500141,-0.016207973365720572,0.08161770865768454,-0.015648271233486374,,,,,-0.06425450818001632,0.04552252933078576,0.033936458683863385,-0.02950633496845046,-0.02142142333577076,-0.023713505022533048,0.10732317985292412,
PDAP1,-0.013250962468218228,0.011996974489180268,0.03870916823491067,-0.028858244713435295,0.018337161952343195,0.00045431312215140273,0.07982741583207152,0.14761037938155203,0.011784458639855002,0.013315079812844327,0.10333723641188208,-0.010596736202835794,0.08410398912056836,0.006712229510813703,0.032947451124346806,-0.00042204414803865734,-0.05242704349878487,0.01772759917015198,0.007748834949557388,-0.03326436402914526,-0.09888896877103996
QDPR,0.0633015425501525,0.014758904098492513,-0.03659233350663446,-0.0320872525478406,-0.047150877885444115,-0.025314815241200172,-0.044100940445688526,-0.18814969162411985,-0.00851121256430907,0.07278371262312561,0.011024740091525714,-0.026386031267138437,-0.01536984275796333,0.05212568393448524,-0.06747898898281529,-0.005730553941030984,0.04246312285538574,-0.06321146932893405,-0.019048791706016362,0.009803365926320987,0.010236769631265838
