,MGH258,UKF243,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.01379494695270722,,,,,,,,,,,0.01231498364937228,,,-0.09840688159990342,,
BMP1,-0.21091292052604288,-3.517008185669749e-05,0.05030747154895999,0.0006902450481896363,-0.030056614116768483,0.0034019784474727567,0.002821376067867332,0.004617772103409861,-0.043806760356978836,-0.026475014479057864,-0.19444870001156572,-0.2163800157450748,0.006038095034124435,-0.2456000811940535,-0.14744154046670344,0.005708600947860547,-0.19967903151719862,0.0039659286533476204,-0.2127644870501326,-0.2237257155330345,-0.3011895128358574,-0.1722737752816225
NDP,-0.05278756350023291,-0.030789541810127056,0.003987397332050017,0.04214119980460744,0.0239185860737071,-0.07157457843815891,0.009438009036094862,0.031805688629966584,0.08453269221673376,0.00914301368468617,-0.16591907979211565,-0.07984427728650163,0.06171995538100266,-0.13226918299007676,-0.11038180627126723,-0.1255303524506522,-0.1942067440855685,-0.017571831482008263,-0.17070159559277817,-0.15591924198667256,-0.025336801047602876,-0.16954148691485157
TNFSF18,-0.013255261931928785,-0.04116128817526287,-0.02773421578145515,,0.11169097644475086,0.07558609771666037,-0.010647509681371023,,,,-0.15089360910991453,,-0.019480475726497158,,,,-0.0327371486922647,,-0.09898804549239434,-0.10552944826038857,-0.11773897781039316,
IL36G,,,,,,,,,,-0.018686341484223126,,,,,,,,,,,,
RTN4,0.3530346359913362,-0.02678085238817932,0.03530978271133845,0.07377031992605919,0.07669829320851378,0.017530236294106695,0.0025821388050198705,0.03824724064860999,0.13078897651869603,0.09438282727828065,0.06863980323431218,0.0063556565276957884,0.0794434564719609,0.17492964728060745,0.1436557421308997,0.19713144312079353,0.3431558655448363,-0.2541156134208313,0.2162462061133028,0.0713842781059334,0.5209087212306139,-0.16756054976551543
HEBP1,-0.04385797519219137,0.006731088733140197,-0.006218312584790061,-0.009212596378389755,-0.003190958073525344,-0.026521330682299678,0.05979090649544979,0.03747401387505482,-0.03142827711054236,0.020359599768114685,-0.1147860084583351,-0.12873150000106837,-0.026657888554403177,-0.024506464370534626,-0.13896243454444315,-0.11001467988251336,-0.020031367660753443,-0.17354551267992657,-0.17566975398299092,-0.15344962853928026,-0.14019973460138108,-0.21327875028085777
WNT7B,0.011643082783642074,0.10361522477765175,0.13662788226717967,-0.0031814799965428683,0.08894026310050578,0.06892873951390996,0.010855650681323041,0.011436652689269116,,0.012831392153393876,-0.03344620349947408,-0.0022979630129196784,,0.02569578063145883,-0.0163340163449032,-0.03129360791567277,-0.06730509498878069,-0.06306374400628538,0.07687876606614016,-0.017779816852505764,-0.06800410582721703,-0.004876107203643886
PTMA,0.12033185988390217,0.0044090365885082255,0.03732486424980368,-0.08722618886675637,-0.1285506331560578,0.0121406644825797,0.0293026398384999,-0.06427419285542468,-0.10953670146105017,-0.08261201720674191,0.08378360444790045,0.3455140683831874,-0.005916520057648513,0.37376407239203857,0.19709029288476895,0.08851957600685761,0.3137238589505462,-0.00965028076127264,-0.0941962279333146,0.1351697677427349,-0.15205207033628718,-0.16151550502653841
FASLG,0.00736968469826413,,,,,,,,,,,,,,,,,,,-0.05589108626150406,,
