,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
POMC,0.014665509610106781,-0.0038927093418648214,0.01390832539759866,-0.05305086325366016,0.009889132500899232,-0.04860423042083443,-0.04759648652634535,-0.015058299923499044,0.011599089617508307,-0.00924781963124074,-0.04256103657926369,0.07162377344176196,,-0.03137777133997419,0.015004034644371732,-0.09358189062001523
CCL18,-0.003502852965144783,,,,,,-0.11423042192368991,,-0.06017775186675165,-0.06108180838489068,,-0.06300018766472959,,,,
CCL17,,,,,-0.013279516613040892,-0.040200203547388,,-0.021795862448048563,-0.028340354769358037,-0.04045297918553037,0.057932170030558616,,,-0.013961987883975839,,
VEGFD,0.015946405219033594,0.00520249707017686,,-0.04739000267237829,-0.014148201754226626,-0.029487335460177514,-0.007930858720185584,-0.023359300876161233,,-0.03398501829355191,0.06645095923232387,,,,,
TNFSF13,0.04146423982659435,,0.0030521686111400423,,,,,,-0.04538153708209823,-0.02878236609832087,0.03801242325239335,0.022172075095971352,,-0.022749893897160887,-0.010099950691376692,
WNT5A,0.048603230022990204,-0.01929762241418402,-0.034200837335462926,-0.08840269827330835,-0.022257809833988156,-0.04402027828688071,0.051800391379844386,0.0182379831803451,-0.030370034132244858,-0.015551131026325242,0.0686969123359527,0.022366994024324138,0.01374533012862183,0.0008524014776185908,-0.09992679129879915,0.039237493934744155
CXCL8,-0.00226080183429604,-0.03843532510656071,0.03841877187120127,-0.047055992877197174,0.016843647093936723,0.02548289687791743,-0.1158055128420394,-0.04063993609440622,-0.05550382532995725,-0.04010852189089498,-0.023763541991645067,-0.050774821342523674,-0.0473345056645015,0.04302685163773714,-0.19721817027825506,0.03840008989892278
GRN,0.03915154078249922,0.05236783317423908,-0.03414502436215843,-0.14794028068848575,-0.01383142366142659,-0.06006699340094356,-0.24094287893821248,0.04827601625635342,-0.0065525229932063824,-0.027348291222088483,0.06651803243297492,0.0540464300156166,0.06754455308770678,-0.006009713077181317,0.026028912378302804,-0.01863648062812276
MIA,0.01842314252019121,-0.04374122049142714,0.027804427191666023,-0.04999196256899994,0.05862393139173157,0.030412929127516867,,-0.03199163304967115,-0.14585349865760133,0.03408244940191761,0.04287135802887187,0.05796852088486488,,0.06085462430986407,-0.07288399473500284,
COL4A4,0.04782199897313775,-0.029214793817127476,0.054993768844959545,-0.02787573290222318,-0.01386422619461683,0.035801415135509586,,-0.03103307091892374,-0.002710732450085137,-0.02307028865168125,0.030233671440861278,0.05125636629204874,,-0.021057865216309424,-0.035637839761162624,
TAC1,-0.0047585923162106305,0.09301962735509521,0.11896664874324976,0.19066826585338445,0.029024518276224254,0.0450477650999938,0.15372433858203888,0.2798995873391609,,,,0.03383081620984699,0.09394087429056579,-0.018354452788170193,0.25296407579647523,0.1616353243314268
RARRES2,-0.002396652673873212,-0.1005705884039187,-0.10975255824152395,-0.1603562964073063,0.053801911290072536,-0.0009353711184427179,-0.01910861710790163,-0.11847834876928404,0.008762144907946252,-0.002033442103697765,-0.006801614727032629,-0.012529670413907472,0.02113866776385374,0.01673437817337157,-0.1665582853260508,0.09185294493673404
FGF7,,0.09652043338375466,-0.011791814270130853,-0.010989154516121319,-0.03160527621344244,-0.023189684156993066,0.0019460848652045925,-0.020036684250558035,-0.0021548710559640156,0.04540819167652494,-0.014038800020446844,0.025730063958778845,-0.013279685520924796,0.03801461337674615,0.07211047919479055,-0.017993025035697593
EFNA2,,,,,,,,,,-0.0049175610228276686,,,,,,
HBEGF,0.01686820789826302,-0.004381262075384342,0.01446765794250456,-0.011429399559807771,-0.05223103330288796,-0.03206375614463746,-0.1469806018067877,-0.002362246013339581,0.031021198889396806,0.028014131894289116,0.03102446329801055,0.008411053466841826,-0.06816227330140621,-0.023414098933963526,-0.15603764127666525,-0.002833381708187458
CSF3,,0.0036989891362350703,,-0.015647778289951293,,,,,-0.020783336580351735,-0.04548594530959995,,-0.03026556122686852,0.01360796071379301,-0.01469981935097432,-0.10394057915263721,
PI3,0.023060884960995138,-0.02194910133281583,,-0.03320836871897446,,,,,0.023123504898781636,-0.003255370247942821,0.0003498032801342,0.0107741602179453,,-0.004866929713008589,-0.07642658736496656,
PCSK1N,-0.004889828575119284,0.0005254517567027316,0.0018402887647900835,0.07173580526428053,-0.013333245595174554,0.10480097798406897,0.37362790856732714,0.2290419252403696,0.03276785710300557,-0.0142426238369521,0.06460865395276794,0.024609626577536226,-0.003329587731798753,0.003220456458918505,0.24942440808932795,0.09005709167735558
NTS,,0.054771068166356046,0.10151533633892831,-0.03624920195198586,-0.015838266814300537,-0.017283521824757654,-0.05584522503885685,,-0.001131817685447036,-0.03935201213836317,,-0.03518663777880576,,-0.0024832875759016647,,
SFRP1,-0.010412122931277665,0.17365077015557626,0.00871559438779957,-0.020901460905551172,0.022181281951791167,0.031358302117840575,0.002895777796415268,0.0639149330077774,0.00814771901052834,0.019512347285408686,0.02488968757371797,-0.03261751592002499,-0.06172657650654518,-0.021262584856471662,0.019399004125782555,0.0030247467846963314
CXCL13,,-0.018960043139285867,,,,,,,-0.03438870524256824,-0.012025734932863033,,0.05292560953575507,,,-0.039343712404422866,
MICA,-0.016985007789224668,0.06606739000610229,-0.006530912906494565,-0.023082873747608854,0.0371316681595393,0.006279895240119097,-0.07147760288580132,-0.10723886376304881,-0.05264833852405516,-0.04868571083931379,-0.011674855808335877,0.044266098820047804,0.10630546491989726,-0.030992157956682243,-0.03273634570311916,0.09880293756469634
TG,-0.024349921000890656,-0.0131788376485931,0.041924039011826376,-0.014237297998111865,-0.013378610444340208,-0.009081598448480176,,-0.03274046085721384,-0.012636089239097559,0.04005024903391281,,-0.03389651435665751,,-0.014237735852684294,-0.0008402161748306607,
ADA,0.03299277007517406,0.027483648543317685,0.009106324804749358,-0.11790471563855608,0.002694541320673472,-0.0036656811690145546,-0.16326857021597646,-0.037207127944737975,-0.04311589900017409,-0.02946219117195174,0.002871076633904035,0.04071116592658759,0.01108358960624848,0.03521456691538298,-0.026527895355360986,0.1861579126749392
LAMC3,-0.02605086260204604,0.08163639759783949,0.019603786932297564,-0.051429606292100194,-0.03955359545704927,0.01053142867163228,-0.03860074151249085,-0.01060368626749595,-0.036889722228990326,0.061819413336911634,0.01455776149500237,0.04839907151490473,0.02152674199129244,0.010793504050022436,0.06685422954939461,-0.06521136719906571
CCL7,0.08975321868632942,-0.010297487777274463,,,,,,,-0.042475659329869596,,,,,-0.015403985757385271,-0.13628400927858408,
NGF,0.007729423221852042,0.06836914383400014,-0.04088313983365478,,,,0.06047004169367846,,0.007193591892939623,-0.01848222041161464,,0.010572065789761541,,-0.04611906908884946,-0.04303185410074089,
TNFSF15,,0.0790073570865793,0.033703997958878226,,,,,,-0.0300380646328385,,,-0.009053932416291854,,0.12951321810891697,-0.07846073457485364,
HMGB1,-0.053662191853595824,0.013081005865568044,-0.009509777392902277,-0.11148236410709292,-0.023240691099088346,-0.03379515246384513,-0.2340107627492633,0.0471569704718886,0.12649860665284218,0.038491008307859786,-0.027313596188578,0.052196161133517396,0.07987606326322405,0.010719900140137672,0.08850185378450108,0.021702419734299087
ITGB3BP,0.022493241131351982,0.014957384577457353,0.031416911154851776,-0.09600609343562218,-0.015403957444504585,-0.0011977212576515408,0.00680526353194517,-0.07715494815264648,0.032926205111452396,0.0023181910944481674,0.04012721182152561,-0.03522657508705935,0.04520807435117791,-0.02365256968254113,-0.05545275374846122,0.042261671260454874
AANAT,0.04391703838701017,-0.016770283653476114,,-0.02660257206998668,-0.012031462557437948,-0.02516074176327658,0.007086242027745228,-0.017591608680485257,-0.037263138373619636,0.05575492914425235,0.030591801754142122,,,0.06127538450204633,0.08731470433457994,
RELN,0.04150493809931957,0.07250478932695048,0.07159038824636196,0.08851794992564997,0.029538067230387897,0.03636225494043856,-0.025507938934375887,0.06414837944870233,,,0.03174129319695275,-0.009183613118590771,0.14923082284389108,,0.1295038588109058,0.018386057892373714
IL15,0.005018487698990457,-0.03090214014118271,0.06209793312650734,-0.035762060829620135,0.023511919388959957,0.0005032766822344895,-0.08511867824332839,-0.014380668532950888,-0.0307071614200748,-0.028440215554867643,-0.00402345008343598,0.023822630071176402,-0.0413818579817063,0.010762014246865854,-0.07482783985665956,
UTS2,,,,-0.04717655742289406,,,,,0.009555423667637558,,,,,,,
BSG,-0.002925884552617084,-0.02511319752486202,0.00985892005311508,0.03327939830252802,0.053971825922731635,-0.004844793279630316,0.2122754787769146,-0.16483122868940264,-0.05503159839769182,-0.016831569941872883,-0.0032941790906745247,-0.02253414179412264,-0.021191049816163775,0.02968756352317052,-0.06463691953383151,0.10628844150521517
ADAMTS3,-0.040360158488970475,-0.013937161007342805,0.07249311090022409,-0.1293902919499483,-0.010799648244274651,0.011774450728333717,0.10507579385844507,-0.04505808400978908,0.019603958066933866,0.01715729612603222,-0.06467437968114127,0.0319128855102156,0.12338928313804438,0.09043369664542926,0.06875570213537292,
CD34,-0.012376180556333523,0.014408197649926582,0.053659585351712724,-0.07254762405973401,0.03263279566485266,0.026399850309024277,-0.013262797023734903,-0.06279637209233338,-0.0533146471493371,0.044029848184374006,-0.018866399662593788,0.026708506114822415,0.09245746568122598,-0.011759729515747351,0.04974309144184216,0.035848332878168694
CCL23,,,,0.01989557723808558,,,,,,,,,,,,
PLAT,0.0005136261515771836,0.016931795208464925,-0.05917763536306906,-0.09971118609962822,-0.012031875239667127,-0.025296657478743507,0.02102799024157165,-0.1525940836286936,-0.042603052443946465,-0.0050755661203735905,0.03152312231647968,-0.0003349755080029995,-0.0520964659935172,0.025651482215385452,0.035013995649322414,-0.014248125849484764
NTF3,,,,,,-0.0007572439392967816,,,-0.0281248917055813,0.020112250231330384,,-0.0090240271170789,,,,
LTA,,,,,-0.011587552317307227,,,-0.027116029520259204,,,,,,-0.021934731656217107,,
CKLF,-0.03175837486364335,-0.028925593795887168,-0.06004919476758807,-0.14705735048580207,0.03405926431042672,0.016300315528577098,-0.1327267922507193,-0.104919116453157,0.021298613255967925,0.02435172565587021,-0.01962153605712061,0.02938011975490742,-0.01808046419604862,0.05694966040785489,-0.01579539863894353,-0.0072955115907872336
CD24,0.011206565052703631,0.05272072291612064,0.03307326529724715,0.0038546841562302064,-0.017485581634157893,-0.14558850996631326,-0.031075475679611792,-0.026852819692290194,-0.019114660910874482,-0.014994407922288497,0.008283254513722475,-0.08702365364995898,0.11437614712547393,-0.004269063871943724,0.004612246104294665,0.06802777442452532
HSP90AA1,0.06013563280289839,0.0694779157826943,0.04827305614542084,0.21055178555633935,-0.008715333666563995,0.03474594076408779,0.3385504591966736,0.23154245542971005,0.060516884359113864,-0.016561415294786087,0.0417506314196481,0.010960891919342965,0.02013930877245734,-0.009614993032959965,0.12318754215415621,0.04627270954456937
BMP4,-0.017440507902392138,-0.020614415695175355,-0.016377630704839358,-0.025553332466360306,0.011066269986897003,-0.043604799855429255,0.023414076352785623,-0.02310565781479088,-0.0428118877782462,-0.0077378675993310065,-0.02541831449175067,-0.030128067042437846,,-0.03202103250907173,0.007478906610751704,
SCGB3A1,0.06046466293881029,-0.01997133754644156,0.011581802681308755,,,-0.02828763694762053,-0.003384788275146346,0.05298143417260393,-0.05804860901001888,0.032637613853626665,,-0.039982634587953494,,-0.004678874004608258,0.02237629086070615,
IGFBP4,0.01601560709801839,-0.010347345007985039,-0.02244888269866849,-0.054213716356540154,0.0037076508232101427,-0.015602375229243995,-0.09883983436342426,0.018324704153041348,0.04493770627495929,0.022730712280455048,-0.03011763553811899,0.02491640692732404,-0.023313982290741445,0.0019469986471967998,0.0823857459248648,0.01947289738717352
RSPO4,,0.023669561251871894,,,0.06740714719857775,-0.028287632809913713,,-0.037614201870722425,,,,0.05582365165384329,,-0.014726591489029295,-0.06187384338134729,
LEFTY2,-0.01056313219344247,-0.0243263240713002,0.012378085172239248,-0.08097235388400009,-0.03318921399439582,-0.031017735341421087,-0.03701940081562963,0.00857543034881572,-0.03605702478248414,-0.013847040949579555,0.07988521073626977,0.0071783001810769975,0.09118698631131467,-0.004599024118157175,0.032924828847324186,
PF4,0.05386738708134828,,,,,,,,,0.02821653666888813,,,,-0.00265015908346699,0.029673402464324632,
ANGPTL2,0.026601402421625828,-0.05922359342657364,-0.09112025050010948,-0.10962609430429716,-0.0062175514355096795,-0.04450934645924594,-0.17578453337358418,-0.1618091710793092,-0.0536596677462612,0.06419306341235995,-0.017778217664185123,-0.04102748650078423,0.0029553382415638324,0.0002486498623050539,0.03450788267598845,-0.0825703031838169
LRIG2,-0.026088235306558908,0.005187838589033689,-0.0062674839914125665,-0.06012933297414014,0.0028358507793558607,0.012976136544616032,0.006301111222247404,-0.07305835525626762,-0.0428834754635161,0.036378351123430346,-0.00887108894015386,0.02657704777948912,0.16568790221385676,-0.0013414087374915879,0.028951291852424958,1.0169217176972661e-05
ICOSLG,-0.029400117700422487,-0.05292621224905848,0.04742911416113167,-0.0745765373347055,-0.014911815214158079,0.010141006433595789,-0.13122323045759915,-0.036677781962677125,-0.013031212862487939,0.041027093919276336,0.014007041517099313,-0.008205737589009807,-0.07087583699068686,0.06273890182467891,-0.023984217555781995,0.042736365597739724
WIF1,0.03922849692179178,0.03149120077757831,0.07251386656866826,0.12045890384095674,0.016002931293735912,0.04362969430323065,0.11354692211706188,0.20595762148266047,,,,-0.04302132536147965,0.08306826364333637,,-0.05893729929675468,0.037633798764643275
NPPC,0.019969780483434826,0.006152796470618845,0.04092964966937857,0.025329421721442365,-0.020286908067015743,-0.00931646264911017,0.07209887543053282,-0.12506355182869502,-0.056255068426941494,0.01799227158970153,-0.044354651636633866,0.03613484063214931,0.08162429604205207,,0.07234167686260097,0.10018520203221205
LYZ,-0.008464871680929823,-0.022917941813932554,-0.04255740527244759,-0.10154378488244938,0.029963896810826767,-0.02492574145524307,-0.24633933572831002,-0.061899579706142425,-0.02893507025322554,-0.017158762355834075,0.009635325243595774,0.0595947613826242,0.11078089247447728,0.01340990155339491,0.01464039513213217,0.015461773112310376
EREG,,-0.03243705825363774,,,,,-0.05744845427382754,,-0.0034412012963628575,-0.06931776466664351,,-0.05027693333635839,,0.017244407243893776,-0.04749389360184892,
SPTAN1,-0.004570259332344452,0.0382139781927092,0.10464074112282142,0.0924669627665936,-0.018220759748480808,-0.03966008491364652,0.29229440983190513,0.13270653719820336,-0.052693739595215484,-0.02548284382211594,-0.03622687096734707,0.01058051206072833,-0.015660001541245496,-0.0020975129665975903,0.25975976942659434,0.12189377652967545
PTH2,,,,,,,,,,,,0.036058529929890976,,,,
LIPC,0.05904677596462459,-0.02231635837443579,-0.011354009641568859,-0.033975615290532925,-0.025196677768718055,,0.03161309958200487,-0.04259674663089954,,,0.0019438702728539164,,,-0.027733796641640013,0.02461451325635507,
COL8A1,0.005595892103386388,-0.04916229191239391,-0.08804485814209072,-0.031092948806515412,-0.0046338452191552046,-0.023465756265582945,-0.12739948845049884,-0.09886099936926677,-0.0451963400835445,-0.07255390605032076,0.08041369499057374,-0.014466014829710735,0.046061146907512326,-0.034597800542418115,-0.15259991431559472,
GSTM2,0.014302336237315923,-0.037214806982563714,-0.004114035493791548,-0.08434057983021875,-0.004893077895922509,0.019315137095559116,-0.033189177840595566,-0.02509567759926101,-0.01398025375567319,-0.04513667433258864,0.017330171494384605,0.08212471005002624,0.05017710108069476,0.02275297037504359,0.019636926091869095,
SPX,-0.024675384060760867,0.12131141172591409,-0.02671073999011199,0.012944161723173893,0.06693385052400519,-0.011818123368912433,0.14079548099121442,0.19232477659051783,0.05434665298671369,0.06788265904880457,0.04119345956333681,-0.01305832595903142,-0.014998205032084292,0.06023653035776214,0.11784022956880898,-0.03388324045440306
MFGE8,-0.017910089117916087,0.06270349145431214,0.01898992901765594,-0.007122755682265796,0.019625310854255583,0.009332797804219726,0.08126965071517644,-0.042736586888771154,-0.03397359693040248,-0.04621000969939172,0.02409577356175815,0.014161789328436753,-0.04194479895459722,0.02357164195078778,-0.04760560404537599,0.11370628928655217
TGFA,-0.034627141201915825,-0.0815380453221086,0.014558441034631,-0.11364700075808709,-0.01074756821633671,0.01989617875969103,-0.10537118826761843,-0.03952596205103152,0.003692049438120215,0.07826055958793048,-0.07577542452960544,0.025909411702735672,-0.013281975634415546,-0.011573866388681232,-0.04517522493216605,-0.06154767905709624
SLIT2,0.011593318985792527,0.07052679311566512,0.07184119252503149,0.08831237497379646,-0.034681346197868695,-0.04495022210531367,0.1747519799152156,0.28042048933922425,0.0435993545409576,-0.027460404628344665,0.04549096051206317,0.044755031632074095,0.0989816948462004,-0.005816326814999345,-0.02671010165871572,0.23009455807031245
PLTP,-0.026811985268831648,-0.03658898339746823,-0.060990022355373964,-0.17766266913471027,-0.001295801490225876,-0.11805751302787315,-0.3084280582585181,-0.04961251256663314,0.05433477288137109,0.025724406079450698,0.080944628707383,0.02742402396425401,0.01892322214537337,-0.03131592642525162,-0.023866434570505822,0.0017287999321899535
APOD,-0.03707923931345132,0.023795406131840762,-0.04808891851334137,-0.177264504148532,0.011806962449009077,-0.03177336680757661,-0.28523732365763055,0.11382130342651682,-0.0932941995584541,0.0567431846600457,-0.03169678763711029,0.021221299291116703,0.04528592173408684,-0.04978317593167717,0.10594922506534535,-0.15556448013000665
B2M,0.011187223800553009,-0.04464399680374267,-0.0844323317205893,-0.18514362672609713,-0.015391677991617333,-0.13256251286921308,-0.3516198720833478,-0.2187017211549199,-0.012069659906472846,0.04807877529153079,0.08375691604270577,0.02470374640823399,0.12261868004569568,0.03001962096449672,0.07096288773640426,-0.22295372305425296
OMG,-0.06254373541015631,0.035676539972844576,0.010270154727437746,-0.020477215049006025,-0.006855994261011241,0.04740728720311447,-0.053102125070201844,0.14359939070923342,-0.029821290568919464,0.056678509797305036,-0.01944397102322751,0.050574873672707056,0.014496442648756132,0.05823984123446219,0.22459960853888913,0.0136888025028383
CXCL3,0.09484281861671277,-0.061613163066565294,,-0.034927905456246876,0.03410277554328137,-0.00902461570546374,-0.012328764947556643,0.04985398540474362,-0.0293992153018004,0.018758975673697696,0.061972039658357035,0.0021349179802629416,-0.057713650751282444,0.023742660344617486,-0.19857975524057786,
CXCL10,-0.029501625590709825,0.02311857906105576,0.013973908642855946,-0.12919799120989178,0.04078743706515657,0.013588067207013952,0.014249727555865026,-0.031033072879449675,-0.011119875233840702,-0.018574319200200234,-0.032752358175933693,-0.008120851587426845,,-0.019679365214840882,0.037969548180911965,
RSPO3,-0.03363353222214251,0.07741380121730942,0.049097382765401,0.07947221444041104,0.07226343382117253,-0.002009592681294803,0.14882582165179223,-0.020406855546357894,-0.0036958859793582424,-0.02935497530628234,,0.026047546108363937,0.07365179885960838,0.08766246204774993,0.14372157964350557,0.09493537846031158
CORT,-0.018596132181147248,0.11077697323834798,0.10389287235462648,0.0844723345468123,0.030726472498268455,-0.03027402639644491,0.034324199118657986,-0.018961323685897084,0.009401885029195579,0.021966753924994635,,0.03437254692267267,-0.06659578181086029,,,0.11423560108206154
NCAN,-0.05281750367402848,0.09135876030915242,-0.05603411086359904,-0.09179918558015455,-0.04662694709825929,0.02334611725112461,0.11481923426202868,-0.15870756142778572,0.0015405619055740252,0.10091480885108428,0.02752426905656892,-0.039267073940428256,-0.007790254302343113,0.0682608355966193,0.24555835054571665,0.0601648603921197
PRG4,0.06483474133297257,-0.015978422624766744,,0.004744895297808087,-0.01722310775964659,,,-0.023858987511354984,-0.03729262572809991,0.0785508416641473,,-0.010354994763991064,,0.01168094615994152,-0.09302055884658049,
ZG16B,-0.013662761435296222,,,0.01720282507782408,-0.009207362216511491,,,,,,,,,0.02239953959246918,0.0147751436967312,
TGM2,0.03808730855050301,-0.015567218682953913,0.04815930608317707,-0.034308552760412836,0.031147784493506997,0.019622261235199855,-0.0351464349600222,0.07874462887099849,-0.01792902555478604,0.005915603605303949,-0.005751409701182022,0.03487218663718386,0.06469465478163607,0.022130237987632622,0.04152721667798787,0.05676773699799511
VEGFC,6.758801911526084e-05,-0.009542379612079191,0.0010162155804235937,0.0010126533850300893,0.021502636636093,0.005913323330842927,-0.018253343503161903,0.0037194336122965753,-0.001589873594500022,-0.0620742086407079,0.07178723712624609,-0.024777073320640393,,-0.042567736350296634,-0.09398559330144314,
WNT6,-0.039949975838620304,-0.02201672806152582,0.07788886703454642,-0.02601781450796854,0.04936239839510984,,,-0.02125061934273416,-0.055789767170325126,-0.019543365446950314,,0.014870329070695984,,-0.023539947985269732,-0.0467507301797696,
NRG4,-0.0070353110083070545,-0.02275917349011629,-0.04435233221784519,-0.03814873346692478,0.12306104206874546,-0.04757644949056147,0.16821378653455268,-0.0157191586232253,,,-0.034870704094329685,-0.01681194508504804,,-0.01563203519328392,0.12643485564608406,
PMCH,0.056150327834487576,,,,-0.01347702812684547,,,,-0.04317358387557975,0.013994243220672813,,0.03944696608989057,,-0.033708606333062836,0.0614891074960152,
COL9A1,0.002636265155272229,-0.015104579506597278,-0.02709893648644893,-0.05016272197680492,0.024631165363421498,-0.005060927138363265,0.041331881005226695,0.04494798767959349,-0.03076905003446975,0.04288530342713375,-0.03187400014449987,0.04791328649842603,,0.11560888690266397,-0.08050954539990315,-0.05935467842571561
GDF11,-0.0020958542196821478,0.06520987659150138,-0.014267568452026586,-0.0035204145849126885,0.08290468020052402,0.06653846177795,-0.05632852380124735,-0.0981112777238335,-0.002483503159036268,-0.02052944434958389,0.052952180008235976,0.009783173147919854,0.062155831968620574,0.008326737576855685,0.026881957996556398,0.06768596727072795
RAET1E,,,,,,,,,,,,,,-0.017148231538426383,,
IL24,,,,,,,,,0.02682776884413219,-0.02913358449510079,,,,,-0.09243413906844122,
SORBS1,-0.02118268128640032,0.020420047162682507,-0.024068989871887842,-0.03627653315755534,0.009448394824274682,-0.017891709347625483,-0.04732816246495511,0.018198999462372394,-0.04953495170314908,0.003672621516317196,0.05100993389330039,0.10129560083626982,0.06598154005155901,0.009335888011002377,0.06003809987495784,-0.055871393158786496
DLL1,-0.005676319780922394,0.031625857397250545,0.003988569981870267,-0.07521322565432581,-0.07520749717907885,-0.0018300678439298983,-0.005224188204581487,-0.0796609582375169,0.010520518327685023,0.010981877040479452,0.04597031389929377,0.05182299388522326,0.10133124224152776,0.031083480408958204,0.01924711539375764,-0.027888755899802654
TLN1,-0.016059385249559476,-0.0365824122515141,-0.07158630973795986,-0.15265840606207953,-0.02531572336344798,-0.01660451288928751,-0.2264762300813114,-0.13297525453645045,-0.005397678470636636,-0.014944690452183195,-0.05786947056749437,-0.02260309581899376,0.032423768118698904,-0.044763278091370054,-0.13249939910424047,-0.09620262524994286
COL2A1,0.020678341376734095,-0.014271155359298803,0.03943167113635495,0.008916849409082828,,,,0.014233880831924048,0.0030933999445749015,0.0447712649015358,,0.05726179487634677,,0.013522595085539013,0.029217238794757554,
SHH,,-0.02580656346840869,-0.0026666265588137436,0.02858808800075404,-0.037209769672232766,-0.023522127416251024,,0.12972799053220105,0.061943565394689225,0.05625623683574635,0.027349616606870464,0.01886389764709683,,0.03321870029287229,-0.011936644611364946,
PON2,-0.05122820404147212,-0.010610798409138703,-0.007140907253477098,-0.1671301260762525,-0.012941864801023904,-0.07815187423810807,-0.10867982545864205,-0.11690436748092022,-0.022476920314436426,0.007868358356682148,0.00015018375311071503,0.0364542090631578,0.007615114121937584,-0.017847386130567872,0.047293446610890924,-0.055475073148755
ICAM5,0.0039704907335714095,0.03385038180092609,0.040197308914109255,0.048990475055139746,0.084190927803467,0.02375118095267316,0.1165186030317471,0.1711430024633201,-0.030350694897631456,0.012649351633176131,,0.04121267220477786,-0.036701469177022085,-0.02011271508333857,0.058488310394286466,0.05296298768660054
HPX,0.08579454032124892,-0.022549745258913605,-0.025815748827829388,-0.050862324484324255,0.014028101489037045,-0.02828763406376407,,-0.048093927168419454,-0.0318697302137337,-0.004401291736468063,0.04373590030566088,0.04884001969982883,,0.06016465686967599,-0.06936323283291383,
SFRP2,-0.03291869957485304,,0.017939974386775758,-0.027875724693832652,-0.015059227987518287,0.04933595803545472,-0.12923141485377704,-0.009155339966774968,-0.039925576851513274,-0.004091215414835542,-0.001628580002605439,-0.020285670150997224,0.16600446874813718,-0.05074053860803053,0.015428199407712426,0.02480411856829698
CFC1,,,0.04144751110122629,,0.012196898153851792,,0.13252169752284834,,,,,,,,0.021318680003320597,
