,MGH258,ZH1019T1
BMP1,0.014455537965398967,-0.049527487254484644
NDP,0.08056959921151936,0.03366024104340261
TNFSF18,0.30119912068794036,0.031094727254525292
RTN4,0.0254277043166473,-0.0875558903928203
HEBP1,0.04840114150264558,0.0012407971488913206
WNT7B,0.06622524360839536,
PTMA,0.11005192796549354,-0.02845008886312474
FASLG,0.03914889809159057,
CEACAM1,0.15803320382567654,0.02065228743184129
PDAP1,0.05244720315097011,-0.026598257455904377
QDPR,0.021346685345119992,0.004472823541894083
POMC,0.014330876127462314,0.05103678448329139
VEGFD,,-0.0457219565373649
WNT5A,-0.028304648489944035,-0.039528061768058446
CXCL8,,-0.018896420884405962
GRN,-0.020976784720976544,-0.09590516322536141
MIA,0.2118950116161702,0.0816759015949087
COL4A4,0.05279862045817692,0.09764146441350607
TAC1,-0.01648513345293544,
RARRES2,-0.01351291364537653,0.09165846191806915
FGF7,0.04998296474752515,0.05849255723447243
HBEGF,0.027548466997409767,0.07382310011266512
PCSK1N,-0.04221651828169569,0.02606245683881511
SFRP1,0.11077313831804184,-0.012272043955250129
MICA,0.03574145845033315,0.029802781346900127
TG,0.1734214625386536,-0.04664941890192283
ADA,0.07428829348901309,0.05936749540771152
LAMC3,-0.009002088545676057,0.016673603993811084
NGF,,0.009696603647571552
TNFSF15,,0.04221289936306064
HMGB1,0.07588616092566126,-0.11305254638107357
ITGB3BP,-0.00872011814082538,0.0728961449501836
RELN,0.07031975943837536,0.003899339897886812
IL15,0.009897103424357215,-0.013080562272880576
BSG,-0.006298730915092472,0.011351901909902103
ADAMTS3,-0.012263423093351437,
CD34,0.006909225918649791,-0.009121081040512204
PLAT,0.0886510832935075,0.007676420851413213
CKLF,-0.01690989952407733,0.03770967319026228
CD24,0.15832141362155305,0.04182863575176795
HSP90AA1,-0.002602235264820444,-0.10829861355444266
BMP4,-0.01964823316573864,0.014439753553665849
SCGB3A1,,0.028712375230926318
IGFBP4,0.07303953704472038,0.06150338027832443
RSPO4,,-0.02356840155730363
LEFTY2,-0.018903033391669766,
ANGPTL2,0.11489052986809797,-0.056024269970578924
LRIG2,0.0010387551024209848,0.022138885750449432
ICOSLG,0.024704772444493185,0.03135129922614944
NPPC,0.00976991901365441,0.1373503426460659
LYZ,-0.009981430200412157,-0.08738954632580419
SPTAN1,0.04425483736133831,-0.05942085833972511
LIPC,0.053718446268800395,0.01571220170810557
COL8A1,0.06728091674071622,0.04351315717279206
GSTM2,-0.008005181294566286,0.14579972964981322
SPX,-0.0025771457791353178,
MFGE8,0.022635668683493152,-0.003033315280828012
TGFA,0.0685307998571537,-0.03580831115175601
SLIT2,0.16749670007767237,-0.03735489961331079
PLTP,-0.012610442242911626,-0.04736157289763052
APOD,0.07789268396941182,-0.07802809767486796
B2M,0.07001254259808783,0.016407576040699336
OMG,0.04203714491280573,0.010432649919654705
CXCL3,-0.015374686549509709,
CXCL10,-0.013900623757859209,-0.03220230663870048
CORT,-0.01909180332106048,
NCAN,0.07096995013406583,-0.06919412578088602
TGM2,0.017961218125545134,0.004468300733816456
VEGFC,0.10137356641769822,-0.0405106640587534
NRG4,,0.017565520561404247
COL9A1,0.04502023486658489,0.01756394958809654
GDF11,0.08890461477605323,-0.022697563156130647
SORBS1,-0.014111388338658371,0.06498679982777215
DLL1,0.0939464486410868,0.09786352048322268
TLN1,0.047306626897333344,-0.006497459900996886
COL2A1,0.05805522788304657,
PON2,0.052432540265937064,-0.08818325050814323
HPX,0.09196477726108,0.0157367663827849
CD70,,0.01324119356182118
HP,0.04446106914628131,0.06911855255962056
CXCL2,0.05438711196328729,-0.006199554575900335
CCK,0.007733471417317188,
SEMA6A,0.07756901268702411,-0.02009981368476649
IRAK4,0.05848726985505484,0.012132553994015381
GSTP1,0.006535427898096679,-0.07439377860114992
VCAM1,0.03444047189601406,-0.05451084469401217
NXPH3,0.04604699801393414,-0.08062819653560904
MTMR4,0.023458441484645622,0.008971053305489293
LAMC2,,-0.0358011743986314
IL10,-0.019830571628669906,0.030548722931869783
SEMA4D,0.1053585153705476,-0.018108659283426268
TRH,0.08667355397971524,
SEMA6D,0.009813938004786485,-0.04979422334970539
CEL,,0.08883530656063861
PDCD1LG2,0.038573516247429766,0.03418197553394185
SPINT1,0.06614570021340457,-0.01234423650570161
CTHRC1,0.019915327033323233,0.04601099684760161
PODXL,0.051189083144118006,-0.07048042344188185
JAM3,0.030280877471213174,-0.050533825288194126
TGFB2,0.006100142885082293,0.09095607620322088
COL18A1,0.027746979845236712,0.011056483266357458
NODAL,0.05608969999535662,-0.024052574702159414
INHBB,0.09033341129128258,-0.028611150363916652
ARF4,0.0736437978998761,0.1293038508028682
CXCL14,0.04551476353633474,-0.035342232582241166
LIF,0.13549034849216926,0.08675691259401899
IL17B,,-0.034185681192020416
MATN1,,-0.03735497324438581
ADAM28,-0.002926529749918029,0.028971477629028797
TCN2,0.04945305820977996,-0.028869933650595345
THPO,,0.046046706931871066
CUBN,0.07572983630103519,-0.07215773154411842
TIMP3,0.04698512004771002,-0.006908836618706262
PIGF,0.014770069559563613,-0.017707871131789298
CCL5,0.07221514086957266,-0.032840108196664004
GAD1,0.03960924320429337,0.05658012854780159
COL14A1,0.03456120835369385,-0.014752099528567732
HLA-A,0.006183717443848766,0.04839449518058734
CD5L,0.16296089384496154,
ADM,0.05416576693314156,-0.0037981377261129944
GNAI2,0.03999787204554302,-0.0445197686366351
HDC,,-0.04263216613543624
COL11A1,0.04020837832198032,
NUCB2,0.01637936042842013,0.012147866769204062
CXCL1,,0.022234175713066125
VCAN,-0.03342149494800866,-0.14131608868597786
PTPN6,0.066653337100286,0.10125380894006736
PTGS2,-0.03799450326763963,0.0396753031292972
XCL1,-0.01711911940108088,
CD58,0.03203144934899775,0.055755413333369176
TNFSF14,0.036996226320115615,
MFNG,0.00031553688575238154,-0.01066803589012343
ICAM1,0.12510513602679615,0.0051959165567683424
PROS1,-0.00496065706767006,0.018052506389565987
CLCF1,0.08470844566495464,0.06228809062969149
PSAP,-0.01396905169560103,0.0036141944484808907
EFEMP1,0.005916741003307597,-0.034790306590841084
C1QTNF1,-0.03172752543742556,-0.039293566775837604
ALB,-0.007997204160061274,-0.04782911239923811
EFNA3,0.011009002508016256,0.11502623182980022
DRAXIN,-0.0037825576609772783,0.08103328717975351
NPTX2,0.1320136098910821,
FGF11,0.0008985675593626907,0.07529935568567594
CD59,-0.011652793440165083,-0.05467810986724772
COL9A2,0.06017194989423576,-0.003423384011527616
DLL3,0.05840265058003712,0.04145393017134093
LIN7C,-0.03887499721940266,0.06277431450330567
GDF7,-0.017732062939693816,
PSPN,-0.03818644030209433,-0.10641557343180094
ANGPT1,0.019561141326351984,0.0016247776729447884
PNOC,-0.025041359314484552,
L1CAM,0.14935760228063905,-0.05184782698746556
APOA1,0.05153724427841767,0.07139660865660995
PSEN1,0.03070763059011932,-0.051586856353818517
CALM2,0.0763053698490318,-0.02058601282685528
CLEC2B,0.004784255500784954,-0.02887656387923629
NTNG1,0.04043012139854179,-0.033070021095512124
LRIG1,0.011966260266054938,0.02169544919773036
CPAMD8,0.043350505461496665,-0.04263212471623151
GHRL,-0.024892975967394742,0.008407382870620145
NPY,-0.02288976047190129,
MMP2,0.029178747335688385,-0.06992425464678396
ALKAL2,0.11886436515021052,
CSF1,0.10727480570838598,0.059290499155672485
SEMA4C,0.12076079038532504,0.016112093627922097
ICAM2,0.05658938911639017,0.006526996073918614
SYTL3,0.03896204459664563,-0.05622381173047275
IL1A,-0.01813007921410326,0.10880773349220171
HLA-G,,0.015687284520815362
PGF,-0.02671397411028048,0.07942042040506923
LGALS8,0.014125326208648717,-0.057190410958300165
DKK3,0.015658497497944828,-0.04191906599220498
COL16A1,0.09558961063039934,-0.04891805704365231
TPH1,0.05069026886813373,-0.03580112288758564
TNC,0.0055431580293871605,0.00929678973007791
TNFSF9,0.1604820608681102,-0.03632548233684903
CNTN2,0.06399858562342554,-0.02365011412255617
LUM,0.09493085867012507,0.008277200160216044
IZUMO1,-0.014908860942551663,
BTC,,-0.007802960093057793
APOC1,0.00954553872335639,-0.020555897200175657
PKM,0.06158600434049657,0.008965956801125196
TNF,,0.01371653214529533
GNAS,-0.06302692112976928,0.03619559127032081
BMP8B,0.13335150931932852,-0.01261169833434726
PTPN11,-0.0093469447874183,0.004187821213756788
ADAM12,0.04913338849065988,0.05893712874440108
EPO,,0.12376844106497875
EDN3,0.12711851122456036,
CCL2,0.10553737946245446,0.032650016241301046
DSCAM,-0.014051711788346473,0.016609315502690764
ANG,0.0672949028442693,0.0025941846843998643
FBLN2,0.07238642236042327,
VTN,,-0.018762170450013698
VEGFA,0.11658993113825021,0.040133972203476406
F10,,-0.03363202678393222
SERPINA1,0.0669057231330992,-0.03502264634952491
VWF,0.015190287111827684,-0.03141164363673229
GDNF,,-0.029905814364511698
VASP,0.08711654561906643,0.009806142796513286
ADAM15,0.07694871559288845,-0.0704300090858936
OLFM2,0.10384467384160465,-0.07742051243160047
MFAP2,0.04080472060063294,0.013286852562863006
HLA-C,-0.02169724117976903,-0.006023009605887098
THBS1,0.07607146346276009,0.04686629488088614
HSPA4,0.003240575592612253,-0.03439577930443666
LMAN1,0.008770077167160531,0.040166681682414884
LYPD3,,-0.0015758887649022955
APOE,-0.06674242753650844,-0.04575381762882687
SOSTDC1,-0.015602692315237181,
ANXA1,0.07050455391547591,-0.016508285143875766
WNT2B,0.05740924655313998,0.052026331299183375
AMH,,-0.017256037767814692
GDF10,,-0.03249939423109807
EFNB3,0.12231243451140214,-0.09144296804229271
LTB,0.022459203720044927,0.09918854864891706
ANGPT2,0.07353066521772067,0.0170868399612797
ADAM17,-0.03208213864202964,0.0468366185065465
LRPAP1,-0.007023972123183792,-0.03623677627575634
NID1,-0.009573673368414321,-0.053629180488857627
MST1,0.07360265880088582,0.0014432352290410751
DCN,0.024716024010749148,-0.008983695681723075
COL7A1,0.21743678990055854,0.059675819577945884
CALR,0.0516202398430172,0.03831902229229453
PIGA,0.0865594045226874,0.08626720400738017
CD200,0.09549578313279322,-0.09322464567357631
CDH1,0.10527323641874775,0.09582625100410473
LPL,-0.04218351403493307,-0.009145740038436352
SEMA5A,-0.001768356469766759,0.04653347507117356
SEMA7A,0.027575083203264357,0.04443313911754468
SEMA4G,0.0410650429430192,0.06412149598155635
SEMA3B,0.05305180157064649,-0.056140403437933147
RPH3A,-0.007909701342286819,
JAG2,0.07560510736119204,0.014483661707531853
CGN,-0.01163760292592745,0.0038497628454083224
GDF15,0.005066580891861342,0.02791306348463852
SEMA4F,0.08283799047334058,0.033068081561061544
NXPH1,0.003890883438150617,-0.0805369142354824
ARF1,-0.009694601300405715,0.05345868268032597
EBI3,0.010728769096220756,0.007001490726201775
TIMP1,0.08886683072051105,0.08071639745946518
SEMA3C,0.09066436703123379,-0.004864785710209455
GAS6,0.002980004916103876,0.03989172728417205
SERPINE1,0.1046221301968877,-0.04463360379410585
RSPO2,-0.016485139168401396,
SHBG,0.15419986951129083,0.07076210005066325
LGALS3BP,-0.02016396510794929,-0.021078838728610876
LAMB1,0.0823798359049281,0.04814921299342735
SPTBN2,0.13604602185354028,-0.06755592793351772
COL1A2,-0.028383822360890248,-0.013565939092662559
LGALS1,0.03987281935222121,-0.042079312115255244
BCAN,0.0028143930215439885,-0.05611071998428435
ANOS1,0.023923390622252773,-0.021679752133978887
EDA,0.05604115165434021,0.0520569516016332
SHANK1,-0.01964823159373247,
TGFB1,0.01931096559276641,0.019319298658107133
MSTN,0.017962951990497668,-0.02883015587954002
TNFSF4,0.008157273579909773,0.05244838828645865
NTN1,0.0662907038757912,-0.03325452687036156
CXCL12,-0.04460143026522299,0.05544634148395865
GNRH1,0.10251610810167508,-0.029008659324875195
RIMS1,0.02372048583595604,0.020366872926616066
FGF14,-0.013241642796197715,-0.062295369311386684
IGF1,-0.004878132552706212,0.010687512368515301
TNFSF10,0.05007819134048695,-0.09172144427176156
GDF5,0.09432552383066745,
RGMA,0.0340197127022466,-0.06601761791976339
WNT16,0.09139319794178098,
CX3CL1,0.09972999592759689,-0.08167888830744034
FGF1,-0.02166189541405383,-0.024277081410209313
ALOX5AP,-0.04285722706259712,-0.003243775043407211
IL1RN,-0.014670724187365555,-0.023168748145712938
NPW,,0.018160020248049934
CXCL9,0.03832738456559103,-0.013543665860910678
ANGPTL4,0.009643036421181712,0.09540903613274734
NRG3,-0.026627425925695506,-0.03249941481118566
IL23A,,0.05911747914109059
COLQ,-0.026767710235383883,0.10316504774170275
TNFSF12,0.04514274943804789,-0.010742309068124907
FYN,0.002686118653846089,-0.0039100438419011245
ACE,0.04868293532379081,0.10526009279131847
IL18,0.018867239986377456,-0.0458733581588662
CCL27,-0.016698948838081092,0.0711435234402329
SERPING1,-0.015574224777221297,0.0039033151310110866
AZGP1,0.07272921942772934,
INHA,0.17674348780044877,0.002614659078505179
SEMA3G,0.06522739941019784,0.10606519353046522
COL6A1,0.08460317222368967,0.09610081370646162
TNFSF8,-0.01813007913356667,
FGF20,-0.005299954903392901,-0.015238323704760597
ICAM3,0.040263694072988326,0.04739761992031758
LAMA4,0.03797933523862541,0.0031425425484634464
DLL4,0.0461348991733326,-0.017118562809390978
SEMA3A,0.03801636353853995,
C5,0.1408136494639821,0.04101830417138904
C1QA,-0.04059458646242558,-0.04114280370137658
UTS2B,0.10658165975950545,0.08645053105959996
COL9A3,0.05527122263739969,0.052646142367810914
HGF,0.006963000083427069,-0.051056223922618924
P4HB,0.017408435788606024,0.05983711642527524
ADCYAP1,0.09111351499404517,0.06710413478842589
GREM1,0.07717678122412187,-0.051838604198352074
EGF,0.059746225166515794,0.05811438664176129
VEGFB,-0.040186027233370884,0.031080133071817083
FARP2,0.006996749073871843,-0.15581246554082068
LAMA2,0.03534958093813788,-0.08946540475704891
NRG1,,0.03473934214090023
EFEMP2,-0.015620691403169362,0.025889601803563773
SELPLG,0.058825530321938345,-0.027394038199673336
HLA-E,-0.038550521735049866,-0.010622874950624934
PTN,0.04602417193771347,0.0594476085717272
CD274,-0.043790824877671525,-0.009468166531627954
CD14,-0.022437804750024267,-0.017165195622213393
SFTPD,,-0.02945222139119735
SLIT1,0.05372270072850134,0.032195210742880724
CNTF,-0.019830571628669906,
