,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
LAMC3,0.06647400986586444,-0.05583277285812324,0.03446809540047593,0.01380803812482573,0.021975425582907847,-0.06639758227291132,-0.03717776797487393,0.12228382400389726,0.06944507552369134,0.03412055638181217,-0.04027517824433298,-0.028358383052177978,0.003927098335418841,-0.018400095981936496,0.04437479694133718,-0.03833067733292211,0.0020265986435578777,0.03437365996030299,0.07587703070738738
CCL7,,,-0.00045855469270438096,,,-0.005263207349618548,-0.0027986066035576894,,,,,,,,0.06633699792849174,,,,0.1125852463164478
NGF,,0.0005459093717381909,0.02248046082355329,,,0.0025668386751026263,-0.030500531090535056,,,,0.07107104579677714,,-0.01880180340716359,0.025385695304454794,-0.037382876775779374,-0.02025965957071262,,-0.0026698800405909216,-0.016113377520035253
TNFSF15,,0.012789655078459649,,,,-0.022097703693321043,0.014543074952693292,,,,-0.01758308226419417,,-0.002285990157887865,-0.03673442796972199,-0.017483845535428318,,,0.058555312717573985,0.05159610467464568
HMGB1,0.04619172999663257,-0.05675079311929221,-0.02634997609130503,-0.004810717563743026,-0.021040894222102684,-0.039101615884636697,0.016651656181279742,0.0718056988542486,0.016140476283755565,-0.01083820204532264,0.03420913852899626,-0.008957721564252464,-0.057598577194752455,0.04516863397342614,-0.13606108689151303,0.014776280149665503,-0.02291288954914597,-0.024561687582329825,-0.06159762699138647
ITGB3BP,0.026155694423753487,0.0027094038908782266,-0.043549206347685374,-0.04521501904293999,-0.0027748962092858853,0.006014924430026916,0.04816908482606049,0.06972865518610447,0.07232012852990267,-0.030257205920965802,0.041751371383442815,0.02731117487552262,0.08398878284961414,0.06746281696643111,0.03249679283585026,0.015199972594173609,-0.01032019755265834,0.018354376716996017,0.07180431196031072
AANAT,,-0.014367688046253723,0.023012567557250417,,,-0.0051835317437811095,0.05605065296417255,-0.024903500673183032,-0.013032486763177658,-0.01194315905253363,,-0.024664182100132326,,-0.025493399815415197,-0.02839619424787459,0.04568617226655744,-0.029349826226591116,,0.08756193014576605
RELN,0.034058648056516504,0.08917140510123812,0.03627722039890584,-0.019792674324655757,-0.03487129832793216,-0.018320985942092586,-0.05738974677106254,-0.0063547318200314114,-0.008789767043492552,0.03431257400737774,,-0.0018659846060070666,-0.029883316684825918,,,,-0.036703767426902185,-0.023812797057625342,
IL15,0.12769468827730257,-0.026340345266014625,0.0039932418492582165,-0.02022492435452882,,0.03628572154065777,0.05551526201266482,0.06661594439956944,0.03003739301705771,-0.025669762811136546,0.13223832484871065,-0.031808136605653375,-0.04752404885478225,0.02136905951242548,0.04275492985384761,0.002338756452147558,-0.036549880092784655,0.05224256819651477,0.059301690063621446
UTS2,,,,,,,,0.07952915085374974,,,,,,,-0.02418143765103913,,,,
BSG,0.08672151756319238,-0.025046894919307474,-0.048724666396085296,-0.002875510679104564,0.003328268884487916,0.025315589265706297,0.07263257671782199,-0.017171973932046586,0.052456125253127636,-0.03078361613417154,-0.0015273668552851435,0.05188803081181827,0.0207637019176476,-0.014936273537539393,0.14171429617500791,0.06867153314257674,0.0189908473681007,-0.0024461874849840645,0.0855216063662289
ADAMTS3,0.05800803291209999,-0.06111109617966671,0.014051222839398596,-0.026221249349347803,,0.03685326583184288,0.018715137956670326,0.15301659228879472,0.07518381742408807,0.04271871108923476,0.08796711862521968,0.057124151704670105,,0.06352630566473255,0.026792927905890822,0.008724866492984606,-0.045475624193021036,-0.07307907975530577,0.03566325965636503
CD34,-0.0070107919527871475,0.00483762211631317,0.0158105889623572,-0.043330850787490736,0.0018569640144199388,-0.01614620781475929,-0.007172661832088456,0.10890300689266089,0.07600543314209475,-0.022345326305531068,0.01787429332062078,-0.025471868526538648,-0.02714628074636763,0.09058572464406515,0.035631875886740313,-0.01536093363214273,0.04325834915292006,0.038705431191662774,0.08248975644420972
CCL23,,,,,,,,0.04045915612884064,,,,,,,,,,,
PLAT,0.04547844441550568,-0.021298131869817865,0.030664001889216246,-0.035358445523672684,0.06101135036195277,0.02029238781645875,0.013309909268395466,0.10940321246475061,0.03505027677628033,-0.01702334068821023,0.032792711503529866,0.05225836313620452,0.05115563350966694,-0.014586936644326913,0.06788868323645278,0.004288171880704234,0.010200137153907355,0.104077824812259,0.05938715301045312
NTF3,,,,,,,,,,-0.019279107805396448,-0.03745300806130055,,,,0.03523096050828756,-0.029695790579032724,,-0.026559387464102455,
LTA,,,,-0.017638420689454242,,0.021051369353319388,,,-0.0125516429504721,,,-0.0005169398992568222,,,,,,,0.10814832935114896
CKLF,-0.004591969408716871,0.046234602102898835,-0.015088813385425911,0.042992373633968524,0.03951180691547216,-0.04916668060238749,0.035216929399982354,0.08580400365520871,-0.048117833514801284,-0.04329050797468265,0.06041254550037419,0.08737645696672008,0.05474231423269421,0.04760855271537141,0.10062779209935353,0.030527655344930755,0.01485971702244726,0.058436892268935524,-0.02780332868899779
APELA,,,,,,,,,,,0.01961501726663774,,,,,,,,
CD24,-0.00315015451931729,0.0615882098114883,0.02145265252461238,0.062060283066566066,-0.026781741080049493,0.009125884496906428,-0.035040253457305215,0.007205271876044643,-0.015781767775320345,0.049227134227642334,0.02155796035635667,0.029065604712718972,-0.009200385816500836,0.06399413539109346,0.023995250339526993,0.014460995438444438,0.04028225253312804,0.039244714787698406,-0.019925871529525598
HSP90AA1,-0.08687902226124519,-0.06696295991905694,-0.020413156264499396,0.06185336366309802,-0.025784259615097137,-0.05839611773868983,-0.006898709053386985,-0.1320171325152495,0.01512050999725622,-0.029188127843159196,0.00420298774945562,-0.045021573790876124,-0.07632457901962292,-0.0564137181262633,-0.06652992796351657,0.01150639599858097,-0.007421167736768893,-0.08783222478649186,-0.0654085484893177
BMP4,-0.022744635414430732,-0.006441173709101956,0.0028158613031452964,-0.01869775989514273,-0.01754292643863942,0.018019614350872248,0.11399102767552943,-0.02288806213178599,-0.03600175695011769,-0.0006171860986079129,-0.0328162333319555,-0.02710382101883917,0.039022626000864154,-0.03359794883772122,0.012044068505474912,0.0002829927973057126,-0.018732231075433946,0.045938062993900644,0.10427410197577926
SCGB3A1,,,-0.01873749924499651,,0.09162547167186218,,0.041931045619949814,,,-0.010074171473142055,0.04683884423407558,-0.022195299818208652,-0.04464145895038017,,-0.02097423365567213,-0.02917818233060561,,0.08309564172752423,0.04036623367467597
IGFBP4,0.04498648639552052,0.057901760222083376,0.026399506089962624,0.05578425512804757,0.009946171508561445,0.017629124484287387,0.056470292890432254,0.10999675667008164,-0.002773030036846693,-0.011618690523782853,0.051634929942518726,0.035036087551986506,0.03456265216102538,0.04331492527632551,0.004157169993843394,-0.027610212516300744,0.05057304518968621,0.038636736761271495,0.08435668763063263
RSPO4,,-0.028768109771544995,,-0.028514521536773703,,0.052025337018974015,-0.02620195065368159,,0.004206756364946795,-0.010074169999566583,,0.004200998140621967,0.1044743712851189,,,,,-0.027571672330525175,-0.029711655194353134
LEFTY2,-0.0002740116625998348,-0.022455001109463562,0.05095343332074067,-0.017855047331907785,-0.08420657239859035,-0.0008179887926042,-0.0010277073841493168,0.11978973771186206,0.06882495765010387,-0.011046450614330978,-0.01988101283166421,-0.030548883010608825,,0.05746273490428272,0.006131487549986494,-0.023612358332002422,0.049398501807113374,-0.03749565282358329,0.06538323448727815
PF4,,,0.016556458191702733,-0.016044540929166778,,-0.0008141501018481923,,,,,,,,,,-0.018822385161207083,,,0.06425334027133074
ANGPTL2,-0.07708430552189549,0.0793026747995218,0.024868944544891827,0.03082413391627259,0.01453530111991017,-0.029246555680646318,-0.007680304484332352,0.09035916309388407,-0.03282966197837811,0.00013261288183521897,-0.02540094818881947,0.042042873219788474,0.08125172434306345,-0.030019583775222958,0.02681080395411231,-0.03560927069412585,-0.04347960895196405,-0.00030079726850309595,0.06775290446781948
LRIG2,-0.03544838659996503,0.0058199758082023425,0.05453852211738484,0.07108971643676587,0.012897917607177869,0.03717078846663474,0.0005398420902583538,0.06969317246725486,-0.019281554755379363,0.016679170393550557,0.0338369492239377,-0.009975727980617867,0.039714355407498084,0.09208994900351186,-0.0012078588304523627,0.033690791830387035,-0.03920893359161553,0.04547802576770846,0.03152110844743236
ICOSLG,0.006988342007607272,0.07699323127531715,0.06014439521981844,-0.009545606511479298,-0.05929871787457597,0.043272770559488166,-0.048120728603214404,0.08083053073771587,0.04350696408499424,-0.019118893389510373,-0.043626406776941774,0.006114355656751347,0.0019021403631867976,0.046209437528899826,0.05020698012821303,0.047773655180959204,-0.032767749632134434,0.04562929455320501,0.013937597628291594
WIF1,,-0.05743449919054383,-0.03497399230294863,,-0.008977825847372483,,-0.04736767294426309,-0.08179122974907356,-0.011265181535498667,-0.003958244595550728,,-0.04518103569269841,,,,,,0.034712101465845815,
NPPC,0.05443899237752609,-0.047965374186448986,0.011502389829114563,,0.08780175015823584,-0.005747815593757226,0.01149234253668664,-0.03181999208669643,0.028323277686094363,-0.014000630936038698,,0.049292392137252256,-0.07113321567312114,-0.007092469846638585,-0.03017961137822948,0.05840196309362317,-0.00999017689255068,-0.05762663720153443,
LYZ,-0.020152281230062623,-0.009051692052103263,0.07791732393932932,0.039538279881366885,0.05840412969983637,0.02191874405048514,0.07063168836285347,0.08338462581507343,0.07343923666971876,-0.03774723453017064,0.040686739896750895,0.018103597775406047,0.05783583283204589,0.07882420157622524,0.014731012975736141,0.055517468454345464,-0.06209390831334833,0.025527468874375934,0.03616481504100351
EREG,,,,,0.09043450317065922,,0.053926073606973504,,,,-0.023247741484853843,,,,0.008442903768734,-0.00493780699149614,,-0.03434098274800785,0.025026597744448317
SPTAN1,0.04002421414696722,-0.04597850592273576,-0.03234416152636055,-0.015121356020205479,-0.029902945477767368,-0.022162315582863027,-0.04051494778761218,-0.01840925264560407,-0.009351961219261209,-0.005404453006108012,0.07383396840617909,0.01571391706783341,-0.029249436512825657,-0.01964184541809035,0.06456959193658168,0.014115134163396936,-0.0009476987530490413,-0.02997931321162543,-0.0475591557567476
PTH2,,,,,,,,,,,,,,,,,,-0.04384814428598797,
LIPC,-0.028295271271083566,0.02081169951494674,-0.023796177686539053,0.0673864279335131,,-0.011320303296785562,-0.02536780082712311,0.0842754848382666,0.02377768915381424,,-0.029068314336274853,0.14042662147178386,0.14684049931013193,0.04192844087544371,,,-0.034177627780828494,,0.058707749878182315
COL8A1,-0.03770071842611896,0.06896325604744101,-0.007990120436430074,-0.03829599431977278,-0.025175945123853127,0.027929151634760535,0.07615339530538215,0.04370979680286126,0.012645491941723083,-0.01698128101956613,-0.026508253620864113,0.045397288668747565,-0.003976364930620095,0.11103509135548205,0.10769846218415396,-0.005696230110102015,0.04833548739517068,0.000539177735905996,0.054793162273504364
GSTM2,0.06622690652696636,0.11537380390955097,0.015218397128805737,-0.01672561406897065,0.094134193893227,0.0006948179367931927,0.07344161593097435,0.017714823076593614,0.015379063839078043,-0.02977597891650034,-0.012953300652495878,0.06613450711589448,0.032308142816094204,-0.07679951325952843,0.010982303320874404,-0.022615243914633213,-0.003267125398667608,0.00764557972252045,0.017267095241287483
SPX,-0.05665482530529239,-0.039041361235086766,-0.0016848706080744757,0.011306717531419229,,0.04090922001046564,-0.04280397214487473,-0.02334455087097604,-0.06084495242442538,-0.013846044010006784,,0.005899803754169591,,0.00912002207767927,-0.032635282283272414,-0.023370397028315577,-0.022522641304320683,-0.056570124116022844,0.006333652146853474
MFGE8,-0.010500442192207105,0.12496151685963744,0.004940230301489926,0.022140299437134216,0.02655436649712927,0.04301502268023588,0.024447682829860744,0.00642243702706841,-0.007934437529740658,-0.03510398580590327,-0.014585060512475734,0.029347797757238975,0.018082126599786846,0.0020699879942863036,0.058352159205367536,-0.06456685390392161,0.031385148482670974,-0.04299748139914311,0.09544661656604725
TGFA,0.03893268045867061,0.06972901885127344,-0.022453793362014536,-0.011361704433919846,0.0331966700223381,-0.04986056109829624,-0.015118944005168633,0.02034360965670116,0.04454659566853406,-0.03361769511729496,0.02951787119164965,0.017280319722869714,0.0054362939859921985,0.07032087782871217,0.029343270515937006,-0.035142993448950575,0.02613561232676263,-0.012280834008500862,0.07585640699456277
SLIT2,-0.02274463177494798,-0.058300517754309736,0.03238275266170034,0.04516340752658025,-0.02460112902173214,-0.012525761986983103,0.026703354392408205,0.011881934853212707,0.012093671081710352,-0.00027506910099633897,0.05010702522033729,-0.04109825537138981,0.02222343815351631,0.00700454672396235,0.019721975694421027,0.026640378103901616,0.032992603924107786,-0.000374575337944788,0.040698650408537165
PLTP,0.051463964267812475,-0.027223041284876466,0.002406890846458486,0.04479499925221605,0.03408965408538061,-0.046937361791436386,0.041374705619989696,0.1314511574507695,-0.01672212866431936,0.0024646699492818255,0.0348367401325604,0.017497598285340463,-0.04619378842269638,0.09370698913320895,0.03376554050941569,-0.017581309468860853,0.013592947582559814,-0.000343164332631356,-0.002965332284272525
APOD,-0.08766208680166392,-0.05146815513083601,0.036584150534436144,-0.023229532467582446,-0.059097873474925025,-0.0027613786141609136,-0.0024397136585894916,-0.02856243367106209,-0.03602673585639963,0.022210902657481987,-0.006826454465383417,-0.018370713075460964,0.0066487347092070905,-0.04739190419712029,0.08988595954680807,-0.04196861842295022,-0.023154538406528306,0.038460259039498824,-0.07515755102493521
B2M,0.02580784286485722,0.033126319047811804,0.0284812582102235,0.00899257556005693,0.0019375223880465815,-0.044230352082715446,0.028491061329540775,0.1309903017602602,-0.021327137931299273,-0.01002627540234371,0.029415827116639055,0.022247906507361633,0.03191351773274585,0.06289132223042761,0.09518855047404894,0.039919716384617714,0.012008455583070352,0.027416108907836096,0.038380887411133824
OMG,0.03435982643948271,-0.048565848942158825,0.014921633444821078,0.008739419880684168,-0.013391553531383982,0.010662840501862192,-0.05007817308391095,-0.0507847025623482,-0.04102989737313963,0.046473458610358,0.1669284441455608,-0.0064671037474786745,-0.008984135452767933,-0.027157714379214087,0.015423359934225125,-0.0197966542858731,-0.10806813934149453,-0.03667486180607673,-0.0005034695108342556
CXCL3,-0.017797612499302014,0.01897421616990318,0.014085102356014775,-0.03298604922007809,-0.0009005992002583316,0.013713783453973956,-0.0002733469406285191,-0.007976986176179724,0.055853585563071774,-0.010777232454848608,0.046549641873326796,-0.022907621204404198,,,0.028998018323076597,0.00616392597976284,0.14921978643932016,-0.0065668360559818905,-0.032581235958530366
CXCL10,0.027433705932748097,-0.09014926693928388,0.011495352121174968,-0.00991844218473291,,0.026185299723215094,0.02347661676344069,0.10604752718697702,-0.010231994266727043,-0.016371404902887653,0.017994347851043306,0.010909860103463516,-0.08097235246456738,0.02668669759477569,0.07231990764901254,0.08956731843906808,-0.027844422519710452,0.0017187135579606226,0.013074027623380556
RSPO3,,,0.0294982921523358,,-0.03096498063621933,0.03701752387702085,-0.025367785186629487,-0.020317143386514944,0.02971487492183562,-0.02617039225919008,,0.019887305832304008,,,0.04332012895130907,0.03542558908173049,,0.014790688742357859,-0.022019811942411746
CORT,-0.0221005167374913,-0.032254119662297145,0.04853197734938571,-0.028654534085472225,0.024000887616033736,0.0012830166285426384,0.016219933778885153,-0.05210909744640957,-0.03554929994263169,-0.0258309857775313,,0.022094036403240386,,,-0.024352155353533377,-0.01969666940269847,,-0.010840024823314273,
NCAN,-0.013288088216355055,-0.09854530337485205,0.012447495472499308,0.05511071617790624,-0.01802968707788584,-0.04716120353714728,-0.03420088955341735,0.06594144558244561,0.09419508835624986,-0.02003503011132083,,0.07349703943001157,0.05949644514810715,-0.01808216811707276,0.06701259991897537,-0.00035076505700277024,0.012305543045717952,-0.052417143355126344,-0.01776522235012487
PRG4,,0.10934600916215997,-0.028178963946822636,,-0.03462284852768956,-0.01984439744937029,-0.01816324311859992,0.020845927967120582,-0.01865607966004213,,,0.007689673258026764,,,-0.03545232306152652,-0.029063641022569586,,0.013547232986732325,0.002451548162971205
ZG16B,,,-0.02598325611451657,0.04800482978600882,,-0.023031850204664042,,-0.017611119031094868,0.1001532238380467,,-0.026226666634817777,,,0.04622655935976943,,,,,0.04697670704830009
TGM2,-0.05157660871270324,0.051791662527855324,0.021240011364832695,0.02688157153949073,-0.0011038336334652265,0.02359685855993236,0.029279927795547375,0.08571002590522031,-0.04126353494184725,-0.002647171260247303,0.026237798382909183,-0.07572349548986129,-0.014859675169921658,-0.02909270756485731,0.02231689448046042,-0.0031731444478953186,0.07833658245781318,0.018748111637185844,0.030473235350279546
VEGFC,-0.02210051816047374,-0.03158472690244601,0.04628781938299053,-0.02479092805061808,0.02961075339459949,0.039641813405687176,-0.02795924987649828,0.024074894562165605,0.04489428757693516,0.04279399666033632,0.047044925509945525,-0.016169462026680806,0.0836895898847366,0.039516561073438726,-0.019164616995213792,-0.039464946868216035,0.00888330670618485,0.01951719008713289,0.057393138203394395
