,UKF248,UKF260,UKF266,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.024363932875763147,,
BMP1,0.007455675046884953,-0.021170517659332744,0.0047805354514032315,0.03673188076443637,-0.010013436189678163,-0.048456657021047296,-0.01941442104830728,0.05781833457606962,0.08583718701369167,0.10307690832366627,0.10426243513015976
NDP,-7.087811923249675e-05,-0.04887236192901794,0.0857670700309133,-0.02643953343820789,-0.015320221897869912,0.1379400643370461,-0.023606036568051412,0.030873241300349012,0.017597559057640967,0.04889758315683398,0.039967844081832675
TNFSF18,-0.024830504610871256,,0.08964620477469616,,,,,-0.006483849019072865,0.05824750112713828,-0.03090682356360672,
RTN4,-0.030749305477184796,0.00945497913334079,-0.05216772099715391,-0.02477787406053094,0.041270096907881915,0.0006862254919761004,0.04770892439466819,0.03415411901343394,0.053554677147001954,-0.02611908053233054,0.0012803598658892026
HEBP1,-0.033399361948955444,0.0584377749329574,0.03963769823715197,-0.00044037680547508846,0.011596849670657312,0.07056837903081056,-0.03555760262196845,-0.00031790382601757435,0.03022426707503904,0.05817052661805647,0.03580926964884867
WNT7B,0.03712312730264215,-0.026245747814975517,0.08321763526490789,-0.012894478592507816,0.023027783696635905,0.08373712360177182,-0.006356430762267491,-0.054112994572888234,0.1070632887088969,0.03220311139261626,0.055057032320975176
PTMA,0.05857879106460182,-0.008882473143134987,0.07708905462295294,0.07368198966616804,0.044297070486469026,0.005909597413912854,-0.01486764477312809,-0.05776702073338009,0.044163224839310754,0.04884155940742368,-0.10317366583043223
FASLG,,,,,,,,,0.009252901178878373,,
CEACAM1,0.005941706433090474,-0.007791758152689619,,,-0.005084687888685575,0.02981006610169358,0.03360625310195038,,0.029374308929747805,,
PDAP1,-0.01788147098529656,0.03204218819869703,0.008054928774839345,0.05886896732035665,-0.007412001947498186,-0.029237576168934278,-0.012470241715381646,-0.03217396270659021,0.033334786915362284,0.0066849057030926775,0.11566821391150352
QDPR,-0.00013076075617614557,-0.03795381395976159,-0.014461033772849111,0.05332346173049269,0.03949805786638017,-0.01781108009211788,-0.041607599960736555,0.038347347796467646,0.0563001068555604,-0.036961353323008,-0.03194661913436437
POMC,-0.03745709290698404,-0.01655139875768874,-0.02852540998214726,-0.03224788044626376,0.010941336480246514,-0.008636972825971291,-0.03926575942320494,,0.10722589948688306,-0.024376902960789294,0.01288397607013318
CCL18,-0.019721818518551773,,,0.12495523236956294,-0.022402807018671998,-0.04282854690077935,-0.03885507195990508,,,,
CCL17,,,,,0.16563665467628497,-0.03391211080514802,,,-0.035270277239811576,,
VEGFD,-0.019721824781152864,0.011740552957870388,,-0.03288894349523376,,-0.023491954273334056,,,,,
TNFSF13,-0.01488272184950288,,-0.014016870270332816,,-0.03245413146165958,0.01103370089566762,-0.017540142630361893,,0.018224460794538665,-0.033622215497589765,
WNT5A,0.048770865838168156,0.09313836251972307,0.07060576452152799,0.03867086991472154,0.012972218395921073,0.03281831710599075,0.011469968350543328,0.034440559875875146,0.04188871470968011,0.10658088744786824,0.09982455346609835
CXCL8,-0.009814865103074678,-0.007660272106923161,-0.019938088837178628,0.009887725106218636,-0.014914117030136073,-0.06164721562430703,0.05038363808530447,-0.003360445464068855,-0.01479979015347962,0.03586955354117813,0.0053839869719814575
GRN,0.016947035313009864,0.07283330866498988,0.04115690302584593,-0.024574266178823096,0.03464711735726787,-0.0480171929017052,-0.04628637910161919,0.03814322640237851,0.035246559664542355,0.0075603654961805804,-0.0064089133315700895
MIA,-0.0014831977839934616,0.03740775935671554,0.019577121031501336,-0.034884162483620536,-0.021083579426583798,0.11871533679952866,-0.10303159214824104,,0.03412266655627215,-0.006971278630595517,
COL4A4,-0.023685743805620017,0.058694520998407246,-0.01333643279106413,,-0.004285984437184722,0.0305245349956773,-0.006077679616864028,,-0.05992242913910906,0.0546308522234865,
TAC1,0.023929363073110433,-0.004458519692515159,-0.039242548466626774,,,,0.03787997622954696,-0.011343675734472217,0.017225952779168104,-0.00769537786365382,0.14272615610000725
RARRES2,0.018471300190736447,-0.02818821717108712,0.047896278930293724,-0.03887503864296887,0.04150559100229541,0.015467561851002802,0.006450581092373885,-0.02780426101537076,0.06826003933318282,0.015876399222932845,0.06276034276649924
FGF7,,-0.03467748445411925,-0.03822445916953616,0.004841937636259124,0.02788758812747393,0.08864288680057081,0.004864496035532622,0.07558860940983182,0.01325360719684631,-0.0374691587040989,0.035999368773462714
EFNA2,,,,,,0.05155248357146885,,,,,
HBEGF,-0.0016712024590210303,-0.028181658088756004,0.009857898375436712,0.03893645914134193,0.04132479166436662,0.01228316793111718,-0.01127100732509101,-0.0510470668574654,0.12455639834818985,0.03221373537243945,-0.02049638170002066
CSF3,,-0.0245668739508362,,-0.041478777256756846,0.002118655045446798,-0.03271139802852392,-0.04579030060133691,0.04912449380721444,-0.018492441000315777,-0.02710550290308665,
PI3,-0.020748184587981264,0.012489087412989885,,,0.0010540770388672792,-0.08249066644217798,-0.046551366242528015,,-0.00710194492009665,0.043212180749749515,
PCSK1N,0.0140811225050919,0.030739713385511874,-0.07049092453485911,0.03791808546920295,0.059012410088050866,-0.0011027036132636987,-0.008130833826490233,-0.0004939334146387343,-0.07298942858602406,-0.04548001135091482,0.0328049027765851
NTS,,0.030832955691637232,0.02819103978207483,,0.007994279578925364,-0.012299044985741168,-0.08187112935179301,,-0.040405629909785724,,
SFRP1,-0.006713395851633096,-0.025667089103369876,0.1532265023243767,0.010162365637390907,0.0971894657702274,-0.015973938330052798,0.0062395774368349515,-0.010952986795750701,0.042591499346297156,0.012980131367033782,0.08506749454152147
CXCL13,,-0.010535594532467015,,-0.00564703296664808,0.023061459026677077,0.014056889591773253,0.03500912499402899,,,0.07636154435691556,
MICA,0.010382662449059672,-0.004646416995062127,0.0392013905076333,-0.025260082888660853,-0.015690296776925933,0.034935336889330294,-0.015180845814336786,0.0008264809086287169,0.0958039004312469,-0.022953845628944248,0.035221071459126785
TG,0.0383458649216357,-0.01733871146677107,-0.01879228227511296,0.049832469138943375,-0.022473581187250853,0.014760110966339866,0.03137222808610836,,-0.014989666880275983,0.11793178858738439,
ADA,-0.010948276719763866,-0.032663155980189644,-0.00565707974507035,0.07917599656550307,-0.0050420131862140985,0.03167998437135125,-0.045993905417992795,-0.04865993012466649,0.111766869613115,-0.0006093547611923626,0.10850922879375671
LAMC3,-0.009662959585849437,0.08329911212521718,0.020278893655339175,0.06404464560552844,-0.0037645457409184358,0.02005293439337467,-0.04535059845858439,-0.02563531402253753,0.0164239418020385,0.013370915688812634,-0.029527298860859943
CCL7,-0.012544742632953531,-0.033723987499532905,,,0.009798368463127923,,,,-0.03377738640764631,-0.033281492078799685,
NGF,-0.006068585244818502,-0.03599684661839471,-0.017932877700479088,0.012271486125092332,0.031338558726565886,0.035032122296649176,-0.026071933150740204,,0.03137409378545462,0.03724895652724409,
TNFSF15,,0.004242414195155103,0.10126938014282968,-0.01925484390139457,0.08148361431658607,,0.03718459779276667,,0.08324802516959043,0.03962221783355864,
HMGB1,0.03030503298130865,-0.03486694819995515,0.0347269580361384,-0.0012560804386304903,-0.023116909964727313,-0.03565953166480432,0.07500867540734317,-0.09708117367358102,-0.023686456367616092,0.01059614183428655,-0.03995475627531805
ITGB3BP,-0.0013865524231741018,0.05704957432650724,0.045545034668334435,0.0007150995557776512,0.08233232797903088,0.01242709968257003,0.017123371356744438,0.007965422515411881,0.04344136171767802,0.023537837535840746,-0.014489130860161011
AANAT,0.00039610403964739045,-0.022498675737763603,,,-0.0024905026436312996,0.054536887237938536,,,-0.03451829289903212,0.10279980373352182,
RELN,0.046048133753637956,0.01641900247038803,-0.055413071185586936,,,,0.028979724388247554,0.05464967625271166,,-0.02016708932163117,-0.03482888255638292
IL15,-0.01938432595644842,0.05064045144358998,-0.015493812098983737,-0.04636054950526927,-0.02971001485493769,-0.02251257374830965,-0.025866981876985485,0.029444191849106956,0.12255559504937565,-0.022073610974821314,
UTS2,,,,,-0.018937608581426464,,,,,,
BSG,0.04981775446626174,0.002725731013479509,0.08361763222627705,-0.06607036059921473,0.018829736679624304,0.0008066255595626067,0.011243576522954329,-0.04209690457487569,0.05413986816064878,0.055247164102447184,0.09233660845639603
ADAMTS3,0.02786231159802681,0.03994150312179739,-0.02495604912671283,0.021165606990162688,0.009855673639909678,0.08539786491995568,-0.04771676392011118,0.032494016606477105,0.11207297879072538,0.07562539342791845,
CD34,-0.04211681696340077,0.013374680208314595,0.0032917263370560905,0.00823911487049873,0.001334548646439491,0.03827995365893146,-0.01597962360583982,-0.06331188774364832,0.05288825118973777,0.012983227690142481,0.04001413021308391
PLAT,0.05666403974448963,0.05478750113233605,0.03995522986372994,0.04531075392086931,0.06901644128681393,0.06905528552833409,0.04732692644084862,-0.0006681731069450546,0.10984748186201922,0.07618972656398282,-0.030151718850647175
NTF3,,,,0.003212450731002951,-0.008658606130613821,0.07304064816963864,0.015322075477078315,,,,
LTA,,,,,,,,,-0.009242420820665072,,
CKLF,0.040347333213902936,0.07226531600634768,0.07179791447687872,0.008367205589131857,-0.03380820564049126,0.06290065044859054,0.014283621155121851,0.03843294244899363,0.03396747117054491,0.025553789155304377,0.00903159469137113
APELA,,,,-0.0066014724427151655,,,,,,,
CD24,-0.011889602319955577,0.027053249105836674,0.049013657928350676,0.10501267710552563,-0.009942438236229204,0.002919164797979096,-0.04198016330281659,0.014063888856944314,0.009193143641662464,0.013167286849468529,0.03540692768734818
HSP90AA1,-0.024065286621487193,-0.04473523512845304,-0.05218580098858433,0.014855857402925714,0.034430029567890555,-0.08249364823188014,0.04260479632132986,-0.11700296520441467,-0.07596729529598963,-0.010596390924211566,0.07070818727105574
BMP4,-0.008462619756409601,0.027384271407372072,0.0839461729606211,-0.0058216183935069195,0.000723162673744459,0.04776609857411089,-0.05873826440168388,,0.06818837741588829,0.035839158588593316,
SCGB3A1,0.04206180574703312,0.029351176962194876,0.018242637578130105,-0.040288282647784016,0.005945011108924408,0.034598464148226406,-0.0035801798414601444,,0.09714841733680417,0.021469264343345076,
IGFBP4,-0.02371635569490068,-0.011681562301773288,0.015969735608336925,0.025156313604713553,0.021003703395836834,-0.06857047018004567,-0.0400989061243107,0.08024120358954002,0.033719432879123934,0.020201944301401847,0.0032880156686962854
RSPO4,,-0.007456123792278023,,,,,-0.02077197836562916,,-0.021349506347399082,0.03551690634792499,
LEFTY2,0.008903454300808931,0.02810871761287683,0.04432155001853781,0.01129358680143906,-0.001705365660618272,-0.02567264841652245,0.00856343024582207,0.04611917298994835,0.028242080249558384,0.07852787682827211,
PF4,-0.013013155454645703,,,,,-0.02046472740290062,,,0.00941176068878067,-0.023840648818698806,
ANGPTL2,0.018616522311853505,0.0247816283117331,0.12090991027861701,-0.0016469499893329036,-0.01842595903409111,0.0032953420787967497,0.02844377289200364,0.005353335758340249,0.13654433559732404,0.07042663647945668,0.08220412660964141
LRIG2,0.018104061294881277,0.04304896415334048,0.07913202454232075,0.0005868241869507779,0.03787748815650526,-0.006965487454241959,-0.02214582564774439,0.05411021058913023,0.042200593450570395,0.05034231854903842,-0.0016008683710845267
ICOSLG,-0.005978164477623096,0.026264113513342187,0.09881408659358071,0.06173309145202979,-0.054360491788679514,0.05632338646073965,-0.01092066846403576,0.028747253627624092,0.07431932148859763,0.07578503298113291,-0.008220468052203906
WIF1,-0.00855056100702337,-0.02971544544415564,-0.054851745396486906,,,,0.0724194682275782,-0.011008563323038782,,-0.009119818650103993,0.06215722037002518
