,UKF243,UKF248,UKF259,UKF269,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,0.08986186906276,,,,,,-0.02619475099735068,0.03736247785242015,
BMP1,-0.029237665342614447,-0.031747719966827265,0.02368166138820282,0.0644191285616004,0.07946076066006719,0.035502615643508706,-0.04445023753258122,0.10910154558422594,-0.01922794169307589,0.03595158014369684,-0.015177472335643075,0.1044321532075934
NDP,0.03677055899782696,-0.013584674612034088,-0.05065863992890588,0.027545303891696585,0.05157979866418596,-0.010196446230400103,0.06955839413428806,-0.016936434444054578,0.009691726373453526,0.04234481993550406,0.059390004099364735,-0.001105476688776374
TNFSF18,0.10921510368796886,-0.028831494563194192,,-0.022067906212994027,,,0.030766141271622617,,,-0.027014184339060276,-0.025881488253605894,-0.0030880804785747575
IL36G,,,,,-0.013092035105305976,,,,,,,
RTN4,-0.05513885995196899,0.01413523779066204,0.04368370749710442,-0.11524517327680141,-0.06287666118892787,-0.019457635879155607,-0.09782866043769264,-0.10398434745182548,-0.002481398368469569,-0.06308364214511415,0.008563672242211107,-0.10342577157869132
HEBP1,0.04554444180510642,0.009521789069306261,0.025050376328822344,0.04092234636842046,-0.018412421860013822,0.053660007628574265,-0.03231835633727018,0.03104161668382487,-0.026876278826692447,0.0010488951475123077,0.055080235641617493,-0.022280925007418108
WNT7B,-0.05769783102959716,-0.033688895707416705,-0.030648734824504732,-0.03574637561032297,-0.028873523804582912,-0.0038476828467846045,,0.047440281676573964,-0.023080248716376213,-0.03681400423173975,0.07380392261543581,0.06991725610150872
PTMA,-0.026267935519163278,-0.07084967761401638,-0.02020209084244342,-0.03401418913787398,-0.004782547479938471,0.05398653375830985,0.05273991356909781,-0.11427699021508879,0.02986727210239058,-0.08726590210826568,-0.10495754926924299,-0.016847801945104237
FASLG,,,,,,,,,,,-0.026797862942491018,
CEACAM1,,-0.01835045614226757,0.00010081921906450105,0.06624889299927277,,-0.04007927253869041,-0.04817764345087486,0.058454492508210325,-0.016893067347217235,0.02937419115802966,0.0077745893824126685,
PDAP1,-0.05193363125708321,-0.022905264499687234,-0.008525313452450832,0.10424107442539775,-0.0092288706209533,0.02211313597645391,-0.006513098368404929,0.0009369943901863555,0.018717959550834797,0.07997306025090681,0.06236558380755362,0.021157131213934078
QDPR,-0.06287298038795136,0.0145275143144914,0.029351412721273007,-0.07576558061758477,-0.04180645413747698,0.08571845537792602,-0.025290722792553105,-0.16567739294939124,-0.006454202786468722,-0.06014299742631483,0.06991112425882345,-0.11039939953230651
POMC,-0.07021143551514071,-0.010001564197594032,-0.015498628995008026,0.06419125392044528,-0.01288447552052555,0.05134231463843393,0.06826872016836605,-0.03135155679773324,0.03785509630903622,0.004073046271020134,0.02528218481041545,-0.04797186810681245
CCL18,-0.025394435055950453,0.0537078346810798,,,,0.09152699841631383,,-0.02192261936212313,-0.041251751809280666,,,
CCL17,,,-0.020512772605594053,,0.04926788190075192,,,,-0.02438620325291285,-0.019064345507444198,0.06414553688658763,
VEGFD,-0.009597989192985443,-0.022899642712260044,-0.02285349390237671,-0.024895898909341296,-0.012135988641970526,-0.016688357940025367,0.010757267149439984,,-0.016893067347217235,-0.036425101087459284,,
TNFSF13,,-0.017280805235895595,0.026898944910384352,,,,,,0.0054856038210865194,-0.009716138822746252,0.049040117000150804,-0.02043951056911518
WNT5A,-0.000970158352959574,0.020366177996403254,-0.009900255975246292,0.09066729380871814,0.014791943601722988,-0.07561864887580111,0.01074545934328987,0.05971963733416263,-0.04914317577229137,-0.0012522007195298077,-0.018037386833417858,0.05897368513568778
CXCL8,-0.01062844562710692,0.07051301356603853,-0.0020840020453455795,0.06046287696456504,0.04802233667222944,0.010649481437704288,0.08712509806152371,0.039811937042548005,-0.04910138258525153,0.05717710117586759,0.014350354187245559,0.04744041809373336
GRN,-0.0012445682330073544,-0.09183857344306721,0.03286300492585582,0.04235309977982887,0.041592960584273905,-0.06371927289407209,-0.04013658946497231,-0.016724615924214332,-0.0004886539572298078,0.027037478975792208,-0.08258407162244615,-0.08413225502891317
MIA,0.021505776698490228,-0.01977059494907163,0.01296158991498813,0.0826718107325013,0.014392367785053777,-0.10088610310662685,-0.0986473496761445,-0.014096318834891094,0.03634365286916466,0.018855232293573228,0.027396414937446864,0.009206366519573942
COL4A4,0.060487483606059045,-0.02750227610992487,0.04616708999145264,-0.014644258054917704,0.005899456194415746,,0.1145125154586096,-0.02771704066786276,0.03235398843653445,-0.021986771840558222,-0.016944720952294986,0.046431195977153256
TAC1,-0.03772774050519396,0.040968359910357195,0.0518254595673574,-0.04238812436342063,-0.06055420549653901,,,,,,0.049295600691919156,-0.03616537529915117
RARRES2,-0.020086050905250185,0.01768008522017485,0.059878575566772015,0.13174865311225845,0.06862030826639379,0.030716224856021216,0.1208005033672507,0.07589416608284667,-0.04631384832574104,0.08784149677635783,0.03600319136673294,0.0997904480160398
FGF7,-0.08202738472482526,,-0.018827091355600876,0.009230326857034656,0.0709936478935076,-0.018678211664082872,0.04671858188187869,0.0743073438346649,0.01789425146440767,-0.024858812434112046,0.04824552732901911,0.01447659736422057
EFNA2,,,,,,,,,-0.01605572997748014,,,
HBEGF,-0.017331901407854317,0.015675455743183197,-0.006959112077153833,0.006509107102948247,0.013365368693344357,0.12211504253908545,-0.00024957183266962094,0.03936107219743349,0.0004032193364431771,-0.03827762946540269,-0.00810245222304737,0.14223612881261585
CSF3,0.04077204926101055,,0.022620144517757478,-0.015493343155136827,,,,,-0.06452860518951403,,0.04195244179284607,0.12661843797935016
PI3,0.16307747869114114,-0.024091381972262765,-0.04219234566856505,-0.017445708882679597,,0.15584171876858763,,,-0.04296593628794799,0.07421208432088051,0.013610273510461316,0.07488816042538461
PCSK1N,-0.06309825443540419,-0.011960132594612477,0.03384904621403331,-0.011939280587733442,-0.01673984828170546,0.06059854733212207,-0.014378962781720472,0.12194624874964131,0.017625154474054577,0.06573653347849139,0.0807939949806375,-0.07507531540046296
NTS,,,,-0.019043182453056542,,,,,-0.01956086018726697,,0.043824306123257474,
SFRP1,0.09513867430275351,0.04791702540936232,-0.0178981869906929,-0.00016230656386410227,0.01582736494793576,0.02057513905573172,-0.027053919142322035,-0.0029191866844137317,-0.00628797897107609,0.011713744079288262,-0.036989883082854516,0.0533704744532933
CXCL13,,,,,,,,,-0.04125174731993497,,,0.09784530515436278
MICA,0.04901413504288482,-0.006933218940116508,0.03136226871628126,0.00029717405144411723,0.025820898897936505,0.020756368506431706,0.004208116516797744,-0.033544113611837074,0.005718090954587801,0.03188081848255141,0.05753894382988941,0.06830812160515673
TG,-0.03064352410363804,0.0064580187797030125,-0.019314979448674503,0.06274819988277038,-0.01671060977316602,0.08702758120060672,-0.05120301225754392,-0.035695149782946536,-0.02409133764394615,,-0.014426440428069873,0.029737922959280592
ADA,-0.06667889131074824,-0.03502405319674881,-0.05520764453129631,0.05594096325086506,0.0391212885053069,0.03623001508670768,-0.04356398972769097,0.05598497455460909,0.051589441007062954,0.01813523932000515,0.013180499372778195,0.00842209448383909
LAMC3,-0.04367199461309037,-0.06206132194174887,0.024223360980513302,0.09008237845762467,0.04907505945341832,0.038909533950411364,0.04782457672526623,0.029590111911687565,0.026271725829009496,0.06127917835011316,-0.05143752052069817,0.028126336239889204
CCL7,,-0.014566102650218323,-0.013964699281282958,,,,,,,,0.006211314083108548,0.07176292536763507
NGF,-0.032586835385701854,-0.025009274911077253,0.05392523864097717,,,,-0.01480605082086799,-0.010282089790580207,-0.015839913954655786,,-0.05946134864823475,0.0843578293694946
TNFSF15,0.05699236371200448,,-0.015550375654401247,,,,-0.044317206149384364,-0.03290142597057658,,,0.026300719747771355,0.0806581990258238
HMGB1,0.0024156579274475514,-0.08012583482704146,-0.0319329942768753,0.09209533478359991,-0.0065146993483927804,-0.006603112761291636,0.002564768756066817,-0.034974002348275836,0.05957476715420273,-0.008080206721471531,-0.0015616965669903806,-0.02919655245628104
ITGB3BP,0.056146558366160976,0.020022025087485077,0.010529062606931632,0.07024197969494507,0.04580276106947837,-0.032841666730046,0.02763957794571768,0.08767295181029351,-0.048259729306202086,0.07741984956106765,0.07365694499188097,0.00450102857212493
AANAT,-0.05840674981034848,0.044071805948446445,-0.014149252964054355,-0.013975414805555171,-0.0321912853664037,0.020421112626236478,,0.007014118309376381,-0.021606663925318983,-0.029688081601867804,0.032059360399226064,0.009752861676458478
RELN,-0.0458185188696587,-0.04562397681262067,-0.024559934490554138,-0.04100825196629388,-0.03563853144440497,,0.01687389332923946,,,0.013775143194921863,,-0.025236902018066495
IL15,-0.05730562999176957,-0.013583653867827592,-0.017871339950475233,-0.025310687135582433,0.015673670762424076,-0.06490188941421751,-0.003934449082829846,0.0005797836174047317,0.00877476709918242,-0.013070123533682155,-0.01596848215365127,0.08003254582517524
UTS2,,,,0.05907789141472138,,0.062204426014671514,,,,,,
BSG,0.0009940251845750418,0.022875394712681758,-0.044355342706981785,-0.011416780134811453,-0.030522489075126558,0.025441794014096568,0.011825135189110617,0.06833711918189866,-0.032931789980010506,0.06785627356929552,0.027570167820118143,0.10368866164970764
ADAMTS3,0.018753031422337578,-0.04797143076043009,-0.02730169696586473,0.11091722550805173,0.00014749085471080207,-0.047539475091347184,,-0.027340584578703784,0.008296770884687435,0.022705225794266596,0.059839624793672254,0.046196674882416536
CD34,0.019003218764383205,-0.07616330232780176,-0.026041947000724743,0.0394129266610546,0.02526657175874664,0.006855862698756922,0.02066010396924665,0.04252330824616276,0.04088575809262497,0.009866992172919349,-0.01872851518985579,0.004091142830335973
CCL23,,,,-0.015901803597637956,,,,,,,,
PLAT,0.070227364306961,-0.10592637429069726,0.03916452426604196,0.07392698523342507,0.02163560273331191,-0.01248222154908274,-0.0809189926974957,0.019684758500262266,0.007692700476838886,0.006502651818637165,-0.025983385606838792,0.0019664801911092183
NTF3,,,,,,,,,0.011673293057747605,,,
LTA,,,-0.01789818615338758,,-0.018686571178902208,,,,,,0.008123483573775028,
CKLF,-0.05545020515110862,-0.07706743139600737,-0.03835298772204471,0.08816922735233837,0.04579866640634504,-0.09493674948849547,0.05514455325506544,-0.014330760571551148,0.07265077641301901,-0.024883760573615233,0.07636635511103158,0.03945415976011526
CD24,0.0026765653416869826,-0.04699615928642745,-0.030951327502804656,0.05033825288469691,0.002017928480092361,0.007673263222956487,-0.0027724495761110007,0.02925182685029012,0.008268409506789915,-0.024714728374409294,0.05916837141036157,0.030263184449354493
HSP90AA1,-0.07651332285502481,-0.00205932093896872,0.03687424415006547,-0.10759103826809659,-0.006279332213297514,0.04773046749721537,0.008247165532169181,-0.039985379580934906,0.007062329125847793,0.04465729662047047,-0.08740765265728727,-0.11275350523518621
BMP4,-0.0199757328422966,-0.05068719077157646,-0.041758616884326416,-0.04280717227973807,0.0009517502211265099,0.030586542341415054,0.024488614764239656,0.015481449847384518,0.08131894524507657,0.02582325571094426,0.04690305494066581,-0.03343071359965667
SCGB3A1,,-0.014566101193627518,,,0.042606635447372386,0.01838969345533889,-0.027479644094046515,,-0.030734793153619884,,0.01156682500183867,0.048225067201977556
IGFBP4,-0.019200008782313215,-0.07933094095457664,-0.004255185065142551,0.04272320391622695,0.03287339246736685,0.04303469295824229,0.02134505022599772,0.053721211054455646,0.011458141290790562,0.11116009634024761,-0.04178459211541046,-0.040474775702961464
RSPO4,-0.011024101360239265,,0.03824092503591316,,0.010003030568697247,,-0.06425732304390976,,,,-0.01600109514180639,0.1023525759215242
LEFTY2,-0.007937587951798514,-0.07304994464067303,-0.0016306361539764258,0.03960654442080909,-0.02692927365147762,-0.014441540622056548,,-0.0291790568122978,-0.018461204786782218,0.0895824214471083,0.005177838411590412,0.02402700360916736
PF4,,-0.015109991787132421,-0.012183925001938701,,,,,,-0.014716188114330838,,-0.03815918794157579,-0.040645625737219374
ANGPTL2,0.003630710810640057,-0.04894841476921892,-0.045854652390793914,0.08108485324050158,0.03491324126537457,-0.03797297968018075,-0.06689564873033099,0.05554248693192146,0.002583936893063282,-0.016188158858372045,0.00761522875506477,-0.02101897361744868
LRIG2,0.04138220691386518,0.040703439914937696,0.0685179415296003,0.04359889390816877,-0.0280556359700723,0.07028985399575174,0.08000633387340375,0.1273405902686643,-0.01939106225891181,0.0766588225870853,0.03743066456305945,0.03488034490007183
ICOSLG,-0.017710797180380506,0.03335770628771186,-0.009761357321118169,0.022274393756402857,0.014296864571123283,0.002957376804409122,-0.014171869843483391,0.10297142233129158,-0.041370882365765575,0.06906919026434943,0.05552241107789522,0.012580658259775073
WIF1,-0.07877553269064115,0.010886127609661775,,-0.0735739584819183,-0.06103100064228967,,,,,,,-0.011845847250458477
NPPC,0.031183842508629482,0.018893625292436024,-0.01890027231220009,-0.037628251335121335,-0.008181818031071908,-0.07124803677181428,0.05197617014724557,-0.027340532069473903,-0.02784401448564713,-0.0279448884290071,,-0.016316535614663612
