,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,,0.016799761966409192,-0.021114226066991322,,0.015276157432176113,0.08821149995142409,,0.03837026647540932,0.029867159412914412,,,,,,-0.011246051430167166,-0.005912450266357704,0.07707733908718109,0.09817099007712604,0.025317055517256725,-0.05057164632122743,0.030436357403348695,
PDAP1,0.010403027279724156,-0.07036835126955004,0.11038651986898547,-0.049752680536636916,0.04096474471202699,0.006780736527885092,0.045961761726004594,0.07385031664750903,-0.08253747282729279,-0.010281993689136265,-0.01695987440715179,0.01051747053094209,0.04611027323763325,-0.028720801606687437,0.012405008206457954,0.013287255794559551,-0.0130571109173711,0.01999814739070484,0.025873407042401514,0.08703453307084046,-0.016890486401849678,-0.012405901302260689
QDPR,0.017557342539840183,-0.05157155589300541,-0.06097831632089793,-0.05880254348806872,-0.017843248749824795,-0.05930036734998668,0.020381144986620383,-0.1276843524886182,0.03622102204458377,0.03864318907924551,-0.1556482580687634,-0.008201194532648943,0.020705167471214713,0.014733181309289271,0.0008328237444884533,-0.12385392736690379,0.035078646491441344,0.07836685615719774,-0.054161769642933615,-0.04992335473516224,0.014195802174205217,0.0459233311311136
POMC,0.004321533029623728,0.0218025129516473,0.034710668857678,,-0.03168711905232414,-0.013006807464265057,0.037964066407597946,-0.013793853366302447,-0.02807019440974389,-0.005684789950282084,-0.0013895052334505261,-0.0008368787891280476,-0.053096652528207604,-0.05500918205577663,-0.014201698953863941,0.026520539389737953,0.007003104163138033,0.03452279075980081,-0.06167144853376069,-0.0001856952223773051,0.035930656157535,-0.031563684216390386
CCL18,-0.02925182444700385,-0.04403202337137356,,,,,,,,,-0.04236759189903229,-0.01448013445601961,,,0.004301047084151737,-0.02110357386757476,0.02416847012060919,-0.009819429910171752,,-0.08472958339855217,,
CCL17,,,,,0.011881277876443856,,,,0.008245762862335353,0.007166464089599891,,,-0.030034412643863962,,,,0.0032951254430813232,0.05213488329720402,-0.03191091245952335,,0.11247469831694012,
VEGFD,0.16103340357207604,-0.018565445664242227,0.02391913209225642,,0.015563495012866965,-0.016770286006143567,,-0.05466984811037662,-0.03214552548478257,-0.015132603951256558,-0.029792696576279493,0.10635980919710329,0.04491843256595531,,-0.05340077628984448,,,0.019406407913114068,0.04222595004924864,,,
TNFSF13,,-0.04291722358395572,,,-0.016976412859889756,,-0.026602270623874803,,,,,,,,,,0.03346845469801401,-0.023650227999181768,0.05647885607682409,-0.020390201883964076,-0.004652928324748581,0.07660236579251764
WNT5A,0.061789867607423186,0.04434487643639284,0.040018723991670065,-0.02381264688089598,-0.023901800317924448,0.02609377273427502,0.017628885477401837,0.1437952497972127,-0.022614385241010077,-0.02540125854536585,-0.0008623582646131799,-0.06561103634583099,0.03605691069200921,-0.029812877884158602,0.029313337935974775,0.04017210135076255,0.034042429177912364,0.03161176348961307,-0.02396287292189779,0.05807959776158567,0.11517427405546282,0.029187369742929764
CXCL8,-0.08128369157718773,0.021839403561913332,-0.028316715836850356,-0.04539939085050172,0.03388069203104302,0.013556851651521854,-0.027787467394721703,0.0555390003377761,0.007523489898693039,-0.014092138786904882,-0.02774745520607919,0.03761068595529119,0.03147860846026712,,-0.07445619290326963,-0.03715616440876765,-0.08185055507285881,-0.16520561620536994,-0.03412733458323672,0.010035756925596094,-0.0039243707335115206,-0.07409234395380775
GRN,-0.013383589735002992,0.0031287453471212706,-0.03341263552560515,-0.026731171843127156,-0.030514467229431227,-0.029718900418633454,0.025254559951516035,0.16700849509742524,-0.016341054937933714,0.0018475243720862346,-0.09834278313703106,-0.019734372652745556,-0.025054798705853084,0.02251022606611066,0.06104456070916043,0.09342877802494036,0.008328567299813848,0.05938258197370097,-0.012289846383319558,-0.08117694230236935,0.08254481700208943,0.04139868086179875
MIA,0.01779476050113035,0.015132650581766778,-0.026895024472815544,-0.05384613239985104,0.009351657932531047,0.04460676079115792,0.05140536118309815,0.07310974045443128,-0.002792171741611659,-0.000550178963788535,,0.05208507135687341,0.04797451335924983,-0.02128466402548288,-0.019697433951273217,0.044779486311087524,0.08293286947923209,0.05235446897544455,-0.0006071820394483749,-0.05546408267073018,0.07897298667055946,0.13490654339348293
COL4A4,-0.03317823686199719,-0.03414747374839933,-0.045229420573440884,-0.04395398910302704,-0.01364274029882128,0.0348564199060995,-0.025310885199237992,-0.007804945791776712,-0.022336816662706444,0.08785976703156027,,,0.006056834938782026,,,-0.026681511249309352,0.028460017272956703,0.0795176363489442,-0.008112429151318703,0.06550303384496778,0.026047894485875394,-0.032454237500113
TAC1,-0.04155315506228358,0.07694254747586089,-0.030235243009291275,-0.09259955638655303,-0.025537416781622264,-0.03032920599088966,0.0670455174229927,-0.09382646105004591,0.007349893822217407,0.10368841766181601,0.1462825418841499,,0.053065844387073104,,,,,,,0.010477121983780122,0.09227890221276368,0.04183186060096788
RARRES2,0.02101248457421807,-0.042292179997882394,0.04867494551445163,0.07117144012036276,0.01735236367308763,0.027450228259869522,0.007609353948203207,0.12014698160939083,0.004404394569412644,0.008446621119676687,-0.024502104322373153,0.01210709116419344,0.06055997029275265,0.10486598399273245,0.10669981544455034,0.005718040461966593,0.0002949535437631478,-0.0005878416465959863,-0.02988812659395018,-0.022886400803532374,0.021794558935487193,-0.13929384246042464
FGF7,-0.016864929710305215,,0.005203996584526627,0.03978788257684605,-0.015416552060259617,-0.007929790933964967,-0.03383413455005556,-0.00913751668766211,0.056865610878661724,0.04973178635294753,0.03419943776616572,0.07993342591756157,-0.0022858363263871403,-0.06309846897576493,0.023295154113832522,0.08854366725555629,0.0675140965444605,-0.013208680203700434,-0.0284513158944805,0.04298898852542076,0.053635544857749955,0.006958426527851453
EFNA2,,,,,,,,,,,,,,,,,,0.13684004743404077,,,,
HBEGF,-0.020321551506183883,-0.0018478814525677869,0.018140411496154186,0.0030011892452350554,0.003997052486536737,-0.0007582098705836926,0.016003391720333597,0.11061811014595521,-0.007636188880537774,-0.03886197790034839,-0.0296791844217749,0.02506901307290402,0.0002431826664573242,0.04975961944920233,-0.11910907194521414,0.08013873920576561,0.06843760331793758,0.06627482123661246,0.14308120713612513,0.01941738529598895,0.008623815900962149,0.033149886065809424
CSF3,-0.03317821059468796,,,-0.05304442425096529,-0.029334677346264514,0.028535568741201268,,0.011199569812804027,,,,-0.03771600259032757,,,,,-0.009733585656090536,-0.04293957926038356,,-0.06235129761282999,0.02638234927586268,-0.003057433503879561
PI3,-0.03930453801679659,-0.020531471226281687,,-0.05911091700213083,0.06369939399992183,-0.04272268726385142,,-0.016951126567512884,,,,,,,-0.012945992869328167,,-0.026736506210314592,-0.1286761925613824,0.04637089394879879,-0.048631610610135316,-0.06698258819642183,-0.02291666073535754
PCSK1N,0.023794064207803868,-0.025458156468917276,-0.0161826846162131,-0.05490858585106932,-0.03096060862729732,0.05450735641188399,0.03332461645347436,-0.06866690877842116,0.014964368457144262,0.0058752835664257,0.14223350517711963,0.012073252292267472,0.04045987736513351,-0.037909313876205275,-0.03697075022017233,0.045625405538870664,0.07226490153791242,0.058000701419035655,0.10278983114369744,0.09157565066358352,0.009530539208869709,0.030040961768153424
NTS,,,,,,-0.049680145067733064,0.06218549155290262,0.06928746525899351,0.017239442533521793,-0.00421222009630707,0.05337079744426465,,,,,,0.03259953682793642,-0.03921050701160227,,0.06376547034421809,0.06011800707820634,
SFRP1,-0.051227607157478504,0.029574290929999046,0.029843471718599482,,0.006328269914113856,-0.019131992108075868,-0.023616755310629026,0.009772131237693344,-0.050610346773738595,-0.006747436707004351,-0.01544340585237933,-0.019174215835832103,-0.0034414245077506677,-0.04031815100504944,-0.006437537310920763,0.028208681210989725,0.1043572752256126,0.08325158696202642,0.07208043700914092,0.07402687279589243,-0.03447891628278332,0.006542687852361563
CXCL13,,,-0.02246176489498853,-0.010183442659707727,,0.08039552856738201,,,,,,-0.013186434306849898,,,,,0.020697086882417264,0.03167553630163223,,-0.04416186542142033,,-0.042574437892741145
MICA,0.06981532071648325,0.04445321407186089,0.02345444750321332,-0.014730937572637097,-0.02585314800050175,0.030475304406401706,0.030875652844201715,0.046194228490116444,0.02311419332940108,-0.015269780147489182,-0.07171784164513725,0.03294823722739426,-0.06543341922410836,-0.030437235382669257,-0.10411674597709997,-0.005875828652064071,0.039710879715411915,0.11044399544706675,0.010311789655232112,0.03188819661816795,0.02330666347309992,0.07174989585615892
TG,-0.02644832947727761,0.018659147450871973,0.06588086384297187,,-0.010798248212000924,-0.021358637239338066,0.008554087966189883,0.06724616256336632,0.024241936852023378,-0.01493008753709167,,0.017744113905376585,-0.03698968020340824,-0.03236893168421653,0.026218441050345802,0.13424362209675147,-0.014168911389002671,0.019053955256950653,,0.06682167216349083,-0.023481308158604698,-0.028582869639068722
ADA,0.020097537958463356,0.02988397997752607,-0.021956536072807547,0.03896126868108466,0.038166646311167486,0.022636254799681798,0.008711456871631579,0.11876656522765873,7.161569064664966e-05,0.024328180209919118,-0.09436912496881626,0.04097947988960694,-0.02188746992428288,0.03892368117850847,0.025579708024883317,0.024024789144180686,0.0438287765361994,0.03329440162791879,0.0023675426594015696,-0.0021711979692536376,0.11624623180791067,0.02595546881125592
LAMC3,-0.032943133352105095,0.04692388285185549,-0.03756521933356226,-0.04955444608421756,0.000520254119206085,-0.02704249136198609,-0.03991938386423878,0.10492402862009567,0.03571798985225014,-0.03428763409764429,0.03762146232521093,-0.0030200911645106177,0.003332488669415326,0.0586070326369334,-0.00374324012384958,0.10007847901927214,-0.01574054874283341,0.10972347085524797,-0.03964852560394676,0.02792244728162952,0.11711913159396561,0.09208109928098078
CCL7,,-0.016184340086511272,,,0.018072718628149385,0.03272390454900841,,,,,,,,,,,0.039785181004314794,,,,-0.03230648516839767,-0.04722286569116988
NGF,-0.019114910263952484,-0.00893435064365993,,,0.00901495175491727,-0.012462883653129956,-0.03403436405220202,,,,0.11240645942074953,-0.006002648451859837,,,,-0.03136124314470851,0.04731108819451587,0.11999057733511877,,-0.026532955249281877,0.013212009016012782,0.03167825665659025
TNFSF15,-0.023647529602421627,,,,-0.018657495634664026,-0.018611737304314438,0.0323681828548332,,,,,-0.015991632387075405,,-0.02983596105326203,,-0.031672204030429384,0.06024931924002976,,,0.04046759298555876,0.08494481992830695,0.015089138723321864
HMGB1,-0.01836466296039649,-0.05384975542216694,0.023528920474817746,0.007816316788219271,-0.04557651924675159,0.02368019314736944,-0.005597495985574517,0.13882582883590297,0.008340053554330306,-0.07843428655360771,-0.06825033538294038,-0.02384107183635332,0.02123134277542901,-0.06622756135205327,0.016091837535163443,-0.012565764380950431,-0.08571132598915022,0.03684217847380544,0.03463838398532172,0.09419795746264176,-0.026557401873289435,0.09605723341016804
ITGB3BP,0.02618007913917961,-0.016671180696985827,0.02987056605723816,0.008204907292316242,0.002355470852830554,0.04083078526363189,-0.003743311923939337,0.14457013793064222,0.030187572465409634,0.03393815425315924,-0.036304859289775435,0.04196535866812788,0.0014718448615512092,0.014192995980449739,0.026123154630410338,0.09132700272862132,0.04997980964421737,-0.0024043023170402917,0.014319868895562705,-0.0026091009315992665,0.006292252818037437,-0.021825615017941113
AANAT,0.039237251091194136,0.0752476416118405,,,-0.0002151640876610844,-0.0167702884001964,,-0.018096635613660327,0.02321303818180199,0.05129106092496752,-0.025217578671941666,,0.011429866662198205,,-0.06455153300173685,-0.021980256805649984,-0.019925745455452885,0.0031174203234240446,-0.014467685950909125,,0.005026435856056646,0.09371382340562151
RELN,-0.01580395052640407,0.017234894960567335,-0.05753386909247538,-0.022320850339594495,0.020213317523214102,0.08872523880176307,0.028393870840013217,-0.05423875077307289,0.05077024756777791,0.015454676681492181,-0.06157347813241439,,0.021667280148975968,,,,,,-0.027624748856976026,0.0012745506976301723,,-0.02419033963930874
IL15,-0.03361455514003564,0.043354383669145964,0.08789132606180888,,-0.033195249438798674,-0.0014576098902627087,-0.0294053219087719,0.06353637472829476,-0.0018211552428861202,-0.021630642473606052,-0.05167645144167792,0.035252817862868255,-0.0009764334118025538,-0.021332465048015278,-0.0015402722649422178,0.03894127110730069,0.009897514311749964,0.1103076388620531,0.10617875319729157,-0.011986518487339922,0.07224299008936899,0.08741898700937067
UTS2,,,,,,,,0.019323437737105317,,,,,,0.08714868998220844,-0.01795685381763601,,0.00936507953453919,,,,,
BSG,0.12767309966038587,0.010657492748269647,-0.02611456887843674,-0.0008681684026356911,-0.028044812591535507,0.040413361059585436,-0.01994135502139837,0.009470306908932531,0.01620434048315877,0.030189022319078232,0.07470759739980873,0.02766460125920648,-0.004216737680225361,0.0918522120569654,-0.05001429708256925,0.09925506813959814,0.05482416383938809,0.03202170619925495,0.0337694292813556,-0.05794621326576958,-0.000869672230070073,0.18953992135406858
ADAMTS3,0.029428412589070002,-0.005041599054835338,0.07876845882569035,,-0.017997863370003246,-0.02458838313466651,-0.013765253347155509,0.14560540120237964,-0.017330689662642337,-0.0031260208429555554,0.12430423031992059,0.02714151221915938,0.05950291991291551,0.08696596802049512,-0.023871834227856947,0.16265670575943494,0.10046366824481835,0.03513801443616067,-0.026908523574054957,0.058341472286640404,0.10976731234932978,0.06980791583045845
CD34,-0.05741622622076435,0.006852013553713537,0.044305610822681474,-0.020483127136799353,0.02068908408132679,0.03010141534944756,0.018249263895994898,0.10829421654880897,0.005113224970999982,0.08107263977513492,-0.0010934689192364645,-0.012971048479294695,-0.038593093255026203,-0.07869945163778007,0.052581849367572174,0.05523782784251849,0.03445084026925731,0.041570269840365784,0.008569516259956535,-0.03288317376844125,0.06629534160897901,-0.02042724608750886
CCL23,,,,,,,,0.020542469571851463,,,,,,-0.028153496704089783,,,,,,,,
PLAT,0.04943991627185991,0.03391811853719693,0.026669437708928156,-0.0022513733292072336,0.005020546182623857,-0.023421166230700022,0.016919202597732524,0.12748361176597087,-0.02025772280337983,-0.005245151482674525,0.05178460711714413,0.010997203074018405,-0.01900547188555366,-0.04337552362084821,0.055467067497254725,0.07913598090329359,0.0774848627687593,0.10348105705747213,0.07418698965448764,0.08469685375321148,0.07295378312975569,0.1800569758919265
NTF3,,,,,,,,,,-0.027781289362315872,,0.08495628651220308,,,,,0.04631425418297896,0.10992775056119586,,0.05432135107279652,,
LTA,,,-0.021114228233689112,,0.03270928783650329,,,,-0.01585503897503489,,,,0.010396364425303221,,,,,,,,0.047051797833434605,
CKLF,-0.017466343695683874,-0.05394528020987808,0.03963588330312659,0.07863905260449681,-0.03761047070176984,-0.001686114008684806,0.0034946284700441746,0.1607321726275551,-0.029616175637755256,-0.0362170192366229,-0.020939335678069253,0.08558741949863449,-0.0011442062515372026,0.03222516331458608,0.09227192444333215,0.07448575450163382,0.0037844724975386935,0.06330122157449761,-0.0481290628313092,0.007925303514013148,0.037999609331247734,0.011560876301894604
APELA,,,,,,,,,,,,0.009081683062109871,,,,,,,,,,
CD24,0.05921256195459853,0.018184118099959738,0.07208332537820128,0.06877561829279685,-0.013034927004406484,0.00891746189534671,0.03851631895763489,0.0594006758876503,0.004914371711703413,-0.0803574621151291,0.02190009861830112,-0.011995141362304054,0.04459357319322981,0.09797149014332109,0.06402578049095549,0.04386382147975718,0.04567038698855204,0.11215371086288348,-0.008552934798252235,0.09708698864772011,0.06292751669297082,0.05973053968137981
HSP90AA1,0.00888683015827466,-0.021250283734271853,0.04250082152471867,-0.08114780712947768,-0.06436242128395882,0.0680497895519401,0.062078569385239535,-0.14425710690449392,0.022826268055754516,-0.060117039015654725,0.1337803647422772,0.0023346781840196196,0.02954472120736774,0.033755432416678555,-0.07759959924232944,-0.02089643320593851,-0.12200008726193132,-0.1449046499100974,-0.005418373413519563,-0.0644197828340288,-0.05321139004271794,-0.02611606459923598
BMP4,-0.041369341564790385,-0.03737080919852971,0.09761284376153966,-0.02784029314409646,-0.014091814475659927,-0.021587240062627088,0.021030171020455044,-0.038017914029207595,-0.008749645798207086,-0.028121369030543755,0.0312779977688401,-0.0034551271777013967,-0.03183929348386402,-0.0326005635809071,-0.048786757895108855,0.04310402800842275,0.01220747120211878,0.022917870281426896,0.010869880803252486,0.052854026576582926,0.0847312037508688,-0.048627110854252
SCGB3A1,,0.048920984912807865,,-0.003754686586414972,,0.071407573256963,0.06634961207824619,,,-0.014516930742127366,-0.020921130590763434,-0.02095303438304194,0.024825797947276296,0.09535366611585203,0.02803505316907999,,0.023478585697714726,-0.009597221901080363,,0.01595494205352663,0.03627553302673839,-0.047463758973840066
IGFBP4,-0.016805307034028067,0.05393780474324251,0.06751556334615702,-0.0366499830388403,0.005875855410721699,0.015009157755685537,-0.04385553566049438,0.09668026346406966,-0.0386925066026159,-0.015992062724137605,-0.022181595330474643,0.04048229094659689,-0.052458783530705905,-0.038652723130923786,0.023903590897163124,0.036400323515938166,-0.009489777968664211,-0.017259640503233444,-0.03094869349853451,-0.05302232298382734,0.14423576686923928,0.05524525193019274
RSPO4,-0.023350822620176834,,-0.02427868588463082,,-0.013997352872950673,-0.0073080463867327364,,,0.007318231699215449,-0.01451692861869785,,,-0.05183187694213145,,,,,,,0.07513511000613877,0.033005803248195464,0.10460974590049933
LEFTY2,-0.039112778937628274,-0.025597128739482194,-0.021373543081134417,0.07691570732484368,0.002470424032141329,0.016704635806866805,0.02860944412120282,0.12650059617071005,-0.010556959669529114,-0.01591798977634018,0.012986328496730409,-0.00862108887899937,-0.022459705059273923,-0.02720176858328436,0.02257804217384381,0.15282791082590147,-0.04039708199174709,0.01713540647359265,0.02212546434205932,-0.02359175134441745,0.13033739788982754,0.06464327429864337
PF4,,-0.03752596519825824,-0.0192062603023035,,-0.014618394602731415,,,,,,,,,,,,,-0.04523713234807363,,,-0.007003640557292475,-0.045134171236036115
ANGPTL2,0.02639663004914346,0.11098360897390835,0.06220027057197812,0.046835974384767144,0.040123399988937374,-0.008977358662236416,0.0037971906345416247,0.15069197411183627,0.008069523432258445,-0.03554202239380078,0.0023515604070615675,-0.018515021662492453,-0.01845222247839019,0.04281325282572152,0.03175224379738846,0.022997716775053755,0.08299632601818327,0.07369919378160743,-0.000902527923656131,0.05579678239771703,0.11946476284985139,0.16015182888665733
LRIG2,-0.021613035791030133,-0.06743459475209276,0.005899684227660055,-0.020401724842079454,0.01686797344413677,0.014531966949573384,0.00654915138739298,0.03518031234381607,-0.014221380907190086,-0.05623578386786669,-0.00828537869308149,-0.013027066104147651,0.019477100955216767,0.021738766671921296,-0.01029415881201179,0.024300377866156915,-0.003469401899033414,0.11294199778011334,0.015426936196362677,0.015660476561344807,0.07391348416455075,0.06687231818391037
ICOSLG,-0.03444439279826697,0.0007601968335843302,-0.029280284856281136,-0.009181012221033201,0.029102022956778377,-0.011952266485834643,-0.03456738960952984,0.01838006462049055,0.040894053424181405,0.014594825287717241,-0.05445906444774602,0.004047332776478311,-0.009333058409453894,-0.020722477714939055,-0.066635238463662,0.1312805923609568,0.08442623696283603,0.10983408603332374,-0.011382664590496755,-0.01467346325416374,0.1190297523380601,0.0364033714336204
WIF1,0.009192371605616742,-0.02730315316690615,,-0.015146796145887716,,-0.05831349941547606,0.03543709073443617,-0.09255662152060735,0.0009847552295478444,0.026263253004908282,0.06009186102488093,,-0.0004990699515796131,,,,,,,-0.023027901167069945,,-0.014284739861444627
NPPC,0.015428425850909155,-0.010336128642758357,,-0.003911085841305489,-0.022676735018875804,-0.030271168375564168,-0.01951106297524707,0.02709722810730489,0.001219582906517246,-0.00634736981849577,0.05796446216375383,,0.0005602868599051648,0.09568785039475655,-0.04806866397123351,0.0012012704500089302,0.10189488181760648,0.050491193700790436,0.045710140339254295,-0.021908212121096334,,0.016969810986523275
LYZ,0.004311719360263078,0.07658359728925834,-0.0030646946056534564,0.06219035927890619,0.01403419858283886,0.005186769605193067,-0.024319597548867124,0.19306571534668127,-0.007622208935424776,0.024412638918045446,-0.10091558120118015,0.022767796426670393,0.10268008890888002,0.02280434010878103,0.11689569665059268,0.09295459982875508,0.06410609950793376,0.06386011464705137,0.0071600318519778215,-0.014419380500629493,0.016418247470007495,0.031352177811222216
EREG,,,,-0.007039444070959072,,-0.03243706743473722,,,,,-0.02759304351655956,-0.017855472663194448,,,,,0.000955249514455719,-0.011690609557877237,,-0.052479298114729636,0.008746588093155478,-0.03002723268987125
SPTAN1,-0.022915515300795282,-0.022550364857130984,-0.029637696350681052,-0.041934003537832054,0.008344263719815859,-8.20294376222834e-05,0.04046879078356429,-0.09400942932848104,0.01865904176460219,0.01769851859553864,0.11964653262852346,0.01893232979622783,0.06061219322842785,-0.026934731507435694,0.024521511248164367,0.05345218019100575,0.0769740733260828,0.04848146915840767,-0.07159602891760651,0.08267723936244305,0.03989806819551691,-0.006989246711313821
PTH2,,,,,,,,,,,,,,,,,,,,0.011904785957266132,,
LIPC,0.02627515502235937,-0.01392681926160256,-0.028906448225355787,,0.039461371817024686,-0.005763264302779496,0.007653555837147677,0.023844111716435606,-0.025909424874511745,,-0.016802372962101058,0.008125763054634017,-0.010963014653576015,-0.026376946441346815,0.0008596228259326324,-0.026058848082055056,,,0.13473382858746885,,0.07149177535554856,-0.006363966483318868
COL8A1,0.000487832110058764,0.03626988281293562,-0.007381581185255198,-0.024389252548810313,0.023960993814772617,0.031867605904381716,-0.03851879469621994,0.0662540796730737,-0.044555014672791576,-0.011401714074953903,-0.0784305743786044,0.003797775877039927,0.023330291408104106,0.013508710188497846,-0.019997744046839263,0.029911332805955673,0.06165414646736982,0.02206700315131367,-0.012873908794280395,-0.0301705343913217,0.036206354656759046,-0.02660791266156645
GSTM2,-0.04546821542466247,-0.04873580637257988,0.028221987541336837,-0.0006215115100775526,0.06825243900680968,0.015141926621368462,0.020827817111264867,0.04425085230128826,-0.021532294282550407,0.04741423215410107,-0.04388707566179396,0.016429018162103855,0.05093248673266825,0.012886373662034333,0.013011118697635656,-0.05475935325214287,0.0564166946844221,0.046005132411731896,0.06372004531345209,0.024065896861656978,-0.02272610079322259,-0.03337747380922658
IL4,,,,,,,,,,,,,,,0.047914234074606245,,,,,,,
SPX,0.04183777277979484,0.033818837930047856,0.030254378047738357,,-0.01256817898254489,0.0022867180726404285,0.03993900423133751,-0.061192092627969596,-0.002612622271201931,0.008332896378145018,0.0016092536195185803,,0.039756348209532694,-0.032976028184325906,,-0.03950911333712822,0.04735013815647701,0.027337870710823293,0.019728380577386517,0.0006908862795250881,0.019725480106521157,-0.10009244253846643
MFGE8,0.050768693101001336,0.028658618308072446,-0.07173405090676542,-7.005105081069654e-05,0.030339536068350614,-0.010063740644308289,-0.007788302304842408,0.0674208767121789,-0.057029807864509674,-0.036606309477426914,0.03726262917148568,0.061100602670816614,-0.003308477564212356,0.05322787020530491,0.013774000180139379,0.07617280798063526,-0.022077030080905037,-0.019371167861918604,0.048692836308602515,0.005575044633668526,0.10591802953443545,0.005485222268140162
TGFA,0.11409346639169955,-0.00016292260766305485,0.021277152957909048,-0.007564644449485317,0.01630602451183672,0.036164557505195,-0.030655182227498547,0.08475031949105921,0.0322228611371191,-0.029821770126898118,-0.05650022004028552,0.029531061475095866,0.0321927736707682,0.10816202369126153,-0.043506076562004746,0.0235786420792071,0.08426638004974517,0.11574138803744968,0.03504002290910217,0.0403082676788559,0.045509275248876865,0.0683559737034321
SLIT2,0.002566630319125886,0.0669307038076543,-0.029334809043516413,0.013406023676586864,-0.037670300116749524,-0.04448707536873339,0.002917702818876868,-0.08668938580325415,0.012546878634225182,0.031956940753741205,0.10089645451689391,-0.02738176265559492,-0.007995523137471377,-0.03326186800311737,-0.03620431398365918,0.0685193055319951,0.0864004100015509,0.03758481977976951,0.0033018690196980984,0.0029406155509568398,0.08371151945904204,0.05015584149194935
PLTP,-0.0457977850419541,-0.024304866230925676,0.01256532385662788,0.06133714588152922,-0.036535775737317276,0.0035656808529730953,-0.007450480259280939,0.13522378613080088,0.007423126895410354,-0.04039415138163933,-0.09295346683322446,-0.046315507453986896,0.030715358520722668,-0.0040919893899311255,0.06578721249634924,0.05164924069128718,0.041275250288617726,0.04062602396731629,-0.0038285855980707125,-0.1160299344135072,0.03794473366384599,0.05402189150659553
