,UKF243,UKF251,UKF259,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916T1,ZH916bulk
TG,-0.030090835644340126,-0.017539320874872637,-0.015533350270643429,0.03991677419572453,-0.03538323063765887,-0.006755969965010751,0.034337507304342124,0.07817070270586755,0.042901533718873695,-0.018560660058703497
ADA,-0.017608121020202462,-0.03623390169508562,-0.04860118884098182,-0.01815516590829189,0.044785303486306376,-0.027342205822879866,0.010398999426884567,-0.014570783568478591,0.07557224061225135,0.04187756770707851
LAMC3,-0.03771936401495167,-0.020945501571868263,0.0036956379705006715,-0.037383518263343664,-0.05881306630483982,0.009410847834818301,-0.08636260751114169,0.0451549721844006,-0.08833684720178088,0.01948340644541162
CCL7,,,-0.011230587427586255,,,,,,-0.02203126146656782,-0.0760553163818374
NGF,-0.021747446227296068,,0.07740792325598134,,0.05089901957850573,,,-0.016219119900434238,-0.0780775836425702,0.0028908472342139683
TNFSF15,-0.005886079625808337,,-0.012505808381612178,,-0.015859721592786345,-0.029396061863559045,,,-0.013533089654034127,-0.004349552692489752
HMGB1,-0.035022110422547,0.019530865678034574,0.052529559920041005,0.01718238783153082,0.040314295326933036,0.1112296176377455,0.03604503467050697,0.046560380292626935,0.06011568377269073,0.056116367966749604
ITGB3BP,0.046574073400936146,0.02521341823123686,0.011532743546917992,0.06673156276854544,0.05266814274264772,-0.11314851713274339,0.13744899928682872,0.025030514874854637,0.028512750314465332,0.05866550432235617
AANAT,0.08288609328755046,,-0.011379007828749146,-0.012885907800313515,,,-0.0051057802329052444,0.014379614270292208,0.03884369510923595,0.059432068437379214
RELN,-0.03749730050918589,-0.04115903098029108,-0.004796867655274474,0.028894584829902297,,,,,,0.024979269502524465
IL15,-0.03824400534806617,-0.02234482645862075,-0.007365871345171333,0.015347922498718719,0.004266413603051236,-0.017134379865233286,0.005354233815576627,0.012706973564853416,0.07549153470560113,-0.0386691584567729
UTS2,,,,,,0.006404895688918297,-0.04835327119346124,,,
BSG,0.11139564115014293,-0.04050535763975267,-0.007136851553944755,-0.035055663421104985,-0.03239613785344473,0.02276369863707107,-0.0792433442251177,-0.0191277887377723,0.021640434387624936,0.021096759707523827
ADAMTS3,0.14830930125001615,-0.030817858406075437,0.034349568949579266,-0.0232884236124821,-0.018704201522143773,-0.052913922037790495,-0.041059602009633774,0.013807297488092524,0.13217698222135937,-0.0019438711505760668
CD34,-0.020533118769212,0.06608092966560239,-0.011501413224996648,0.08192958154518647,-0.0003321835494438829,-0.019673823675768833,-0.027981589707630327,0.05195179008820151,-0.09693322780631052,-0.018173050777589003
CCL23,,,,,,-0.027738403643560373,,,,
PLAT,0.04307065400303596,-0.02813575898788348,0.020130627371454983,-0.030542924066925225,-0.023121182274011543,0.01910010822501312,-0.039163033348100076,0.03168306031408757,0.035652172479763974,0.03801074238291171
NTF3,,,,0.09037678516991761,0.014817459290439736,,,0.005833075832659229,,
LTA,,-0.012898471701713193,-0.014393947219489717,,,,,,0.014120769619424751,
CKLF,-0.0652058753578558,0.05809485814539164,0.009757419834972213,-0.01014429954307713,0.06110831159317878,-0.06397860954303859,0.02674674757721663,0.04890475850288358,0.06228294348912241,0.06129650244734349
APELA,,,,,0.03689323240807835,,,,,
CD24,0.07393421991398365,-0.012120567680602117,0.057063617528245285,0.06226355467167472,0.04438437511128399,0.06149306769029104,-0.0002620474765293226,0.058615534930233124,0.05474697252837747,0.021004060422815107
HSP90AA1,0.03403558246110436,0.05853111638212848,0.0018608885058732049,-0.03910883136090352,0.029937713552998766,0.12074946601890367,-0.03162638913033494,-0.06331552101963642,0.02894691960322788,0.011740225275667595
BMP4,-0.04706679334171733,-0.01367313611230057,0.0014338396628936244,0.018550851113289007,-0.0036159577810916735,-0.04645016130221642,-0.03687670237257232,0.004730775262358997,0.008997406039598949,0.02761207140051249
SCGB3A1,,,,-0.010869389262627134,-0.010099869035905226,-0.03423141849444593,-0.040364285400053726,0.007170338993780515,-0.02122422206492157,0.059194097543112875
IGFBP4,-0.014561591220563025,0.04426629224799025,-0.014011852089452177,-0.03060073168179415,0.0086528488893281,0.036286282992953486,-0.04543643838724064,0.03670432689121449,-0.10299564950023432,0.0444455871959943
RSPO4,-0.026566735196925782,0.010295382109997385,-0.022032458044771486,-0.010869387672733074,,,,,0.04845740810638195,0.016548028344573428
LEFTY2,0.011976304308460611,-0.013056884558891205,-0.0225028612663097,-0.011918416518683866,-0.01793242639459708,0.12396633423969274,0.039455090401069405,-0.018903164171247423,-0.03455123709564371,-0.013439363951811905
PF4,,-0.011732913098368793,-0.009798466274803705,,,,,-0.015068492176595536,-0.030216571149547823,0.004490804399337631
ANGPTL2,-0.025952845036218378,0.03608931402373494,0.00368961461819526,-0.020336834110977316,-0.032500920725219706,0.016270143069233273,0.12410790282768765,0.036411311597198195,0.002139945859610436,0.017870350199395577
LRIG2,0.07811341619235507,0.019106553643523556,-0.00433746430754072,0.029092977193823942,0.04990245821427502,0.09862476700668249,-0.05736219875686095,-0.02033361595414093,0.05359838330896876,0.04390263740988066
ICOSLG,-0.05609295077329662,0.024195315083787902,0.023461278020259227,-0.02062806803271956,0.055320874186979736,-0.009490792404515912,0.02543329373053793,0.07451633013418238,0.07070005085080762,0.06249551677445616
WIF1,-0.043693076958313544,,,-0.02045393714485801,,,,,,0.1017963795403377
NPPC,-0.042344169637766944,,-0.015199837556963854,-0.015105788895086287,,0.03890079995362964,-0.05042634058718645,0.030562755070157523,,0.04701844114260268
LYZ,0.04193291132773275,0.04215313699758536,-0.0014216181405218278,0.06211107376368001,0.057279163532412775,-0.04625647474004752,0.036736237807311146,0.03505527118514604,-0.053604295519285465,-0.0531096843622542
EREG,,,,,0.09086893888451171,,,0.020117224798278887,0.016605256348282714,-0.004201614006921468
SPTAN1,-0.04161870836676971,-0.009535016848986735,-0.029420919004097913,0.006717980987853275,0.0013710304843811262,-0.015439842955420325,-0.05055646921840115,0.00959272156001771,0.02276556692706247,0.05750018365009245
LIPC,-0.000463739687465157,0.000847979976593841,-0.017608573659650947,,-0.026219258126530035,-0.02598804670569982,-0.036355602640067916,,-0.03141820048380386,0.08408534412665648
COL8A1,-0.004318101738484655,0.033907857780725456,0.01650006745130855,0.038803103139522,-0.025406477533027574,0.1158194012158749,-0.030550344133877957,0.0690582877777291,-0.0800764773361067,-0.01268520632658262
GSTM2,0.04011679101061845,-0.025709842980167836,0.0853763000103667,-0.023091710154352386,0.03661817613340259,0.012627471451509732,0.11884535080846584,0.029175657191065574,0.08709920770826994,0.054350241882284225
IL4,,,,,,,-0.034752486414136106,,,
SPX,0.02608730352789453,-0.04630276488920466,0.012617424350070858,-0.0014314092315556172,,0.013616606934408892,,0.1537538258343758,0.13865347111503942,0.15713300795522958
MFGE8,0.04464234725201822,-0.00872381042733855,-0.03323119624146429,-0.008928914564212933,-0.012289073994809536,-0.0002823399467213971,-0.07863072008195793,-0.02005110258483465,-0.022907821114532014,0.03952325539598189
TGFA,0.012295906076503996,0.015501210575997291,0.02393407937204566,-0.0362713514770294,-0.014088376780347316,-0.061447372362186774,-0.038163104155017266,0.018631793290918304,0.1178500713677304,0.05752901435243457
SLIT2,-0.03188766672291983,-0.030593205469424782,-0.02365380493072185,0.027615382929743082,0.011229309085737452,0.05289189100989199,-0.002316529721628121,0.07534685037983539,-0.041133935096006644,-0.08918374081348558
PLTP,0.024151896671597034,0.006161629202504562,-0.032507066292813545,0.08781813724613059,-0.016872982015754247,-0.013678973467602157,0.024706857747864904,0.0627944162826873,0.013251461163516177,0.01267024662276656
APOD,-0.020319720884031174,-0.012476045635512367,0.0007598013480007307,0.011497629878656067,0.04739893613270107,0.047858503039063485,-0.031641942310741744,-0.001311005184837161,-0.13672845758838734,0.019405954415722983
B2M,-0.06601041711411523,0.05062735987277347,0.03043110088795433,0.004113797503108128,0.03231144351529504,0.052178201986797956,-0.016094738443260082,0.061453449348163984,-0.0983213692030231,-0.1009154129398061
OMG,0.04094641535072557,0.021305702390492252,-0.039004784002910645,0.0050320467946854555,-0.013279892968603836,0.036188560019241305,0.0233214696576317,0.06758763185013224,0.09456144496080764,0.07508993957129258
CXCL3,-0.07075574670735992,-0.02412175272987326,-0.0033613168470128492,-0.011627947274658856,0.04005178927581533,-0.02525777819085223,0.05001707747834497,0.01147032426148179,0.05724023312661237,-0.037081293940503496
CXCL10,0.03319119850909525,-0.0008017180156311291,0.047599439791852445,-0.0013769829773125563,-0.01809521458013328,-0.0637783600823185,-0.059973188928763514,-0.020211216311784092,-0.03881500733232391,-0.0676753200792285
RSPO3,,,0.03877660991488139,-0.028236186110108096,,,,0.047028740026252895,0.01375962752148747,0.0023640345552001954
CORT,-0.029785990907395872,-0.0056136031120204,0.04401082547506337,-0.03820374843710837,,,,-0.015768411190057525,,
NCAN,0.057069637517214326,-0.02664332641321427,-0.0463695009905271,-0.004884483694037161,,0.07300383057781845,-0.019102398753314567,0.024173199609586173,0.14347384206755237,0.09921905733582907
PRG4,0.08071534458149177,,0.06547497469158091,,,,,-0.023267255643805208,0.04164352916769053,0.008441799006323254
ZG16B,,0.03182428148260956,-0.01303447223887704,,-0.0075078344000167625,,,,0.03518388136814624,-0.02492558139993929
TGM2,-0.09260780297317557,0.03484911831698489,0.013995865171443377,-0.01935436496004984,0.004536817115075164,0.01319659032498136,0.11920809088278024,-0.0072458456614616,-0.07390855660254747,0.04888606498021315
VEGFC,-0.029167820984695756,0.054928807195914205,0.03641691973280599,0.034322610330491006,0.021819408254257603,0.1326850220449477,-0.03939437784959739,-0.005266911828801935,-0.03546449478174457,-0.05357166748891183
WNT6,-0.03699256756816714,-0.013056884901562654,-0.015533350915596374,,-0.011956146970523714,,-0.044068515719128294,-0.0003879246966047391,0.12687806334363733,-0.02575560380017562
NRG4,-0.006377185129926451,,-0.013668140782376381,0.02876806729681472,,,,,0.048553960838740085,0.10173153963944001
PMCH,,,-0.018938540652429663,,,,,0.015143268607962952,-0.004190506377607019,0.011698510633571744
COL9A1,0.012943280996473221,0.06980373325071258,-0.014275375468006517,0.05548156482191495,,0.10988581454766426,0.04070360981920843,0.09196997621364902,0.13997118807870423,0.05785413877616689
GDF11,-0.058180138272068464,-0.05548626600163191,0.003574724286137303,0.05339112300037134,-0.006168988938157437,0.03942602144156596,0.07174455270535403,0.025101164081014173,0.06414218573233682,0.0082195133626481
RAET1E,,,,,,,,,-0.037909074422801434,
IL24,,,,,-0.014917472847761255,,,-0.014828232729942825,,-0.04330162162083018
SORBS1,-0.007646467691013002,-0.0030990263704067248,-0.007762062432925764,0.022614145802318752,0.02024482225974863,0.04420398343843807,-0.08681986303872931,0.04279011448475402,0.05292057311888226,0.053448945083297
DLL1,-0.049624489804537875,-0.03671755793640316,-0.017205309023422113,0.0021439705163925553,0.011530726548666227,-0.05107813256242059,0.04646303663828223,0.020543194424075224,0.030668071416025667,0.015761565659960966
TLN1,-0.0018232612577218314,0.006649720977632655,0.030831967761392645,-0.0040282710194823644,0.04403238912706389,0.05578361669806336,-0.013294770079933306,0.004910758991436865,-0.07795154305422695,-0.058515523947716336
COL2A1,-0.02821784110600842,,,,,,,-0.017069410308561777,0.012200422588519617,-0.020644317966465344
SHH,,,-0.011670426061892473,-0.012479997346637205,,-0.028889976821885207,-0.0038761366737662386,-0.01710422304029967,0.17989893514847718,-0.011508560822882676
PON2,0.08523859178341205,-0.05963066793972366,-0.006598256043247203,0.018112368369432256,0.0029467665235471748,0.14325120485583243,-0.0640991879797051,0.08427822727084996,0.07147796245426659,0.15141235385685123
ICAM5,-0.06575311614964159,-0.016807143232624746,-0.018189187339718516,-0.030028565783959453,0.04082109079908683,,,0.019543729084843586,0.01683221211004658,-0.012706122559853374
HPX,0.007727970217206095,,0.01348367429128025,-0.010869388154519077,0.013340461492012762,-0.025257764976525512,-0.0575224098665306,-0.0009033202571149844,0.07065131108540296,0.008914216765603075
SFRP2,-0.036737996354467034,,-0.013291350562053435,0.03634081573049203,0.037163453478265225,0.016471590600668922,-0.0347525068689033,0.02078990979733379,0.03424511737985539,0.0019211073293040391
CFC1,,,,,,,,,,0.012215381476330415
CD70,,,-0.022591514195185257,,-0.015883990482568913,,,-0.005288436082256991,-0.044285952158604903,-0.060603101833736316
HP,-0.0470803418549375,,-0.0034664685486833287,0.0017446910981069577,,-0.049741030359741645,0.024902451846087564,0.05278808065026493,0.036922021102745305,-0.04401915831346753
CXCL2,-0.04992525538565821,-0.023369774100462683,0.04085686922709498,-0.015105787712860606,0.045108484169066494,-0.04533241060241709,-0.04920503606156942,-0.04933311579354413,0.0076261297073361035,-0.08826696420163221
NPPB,,,0.06967154069145423,,,,,-0.032771273982146056,0.037644631555326484,
CCK,0.02755791936757701,-0.0283733268879828,-0.04739919638936684,-0.01850038966749902,,-0.025988067681611198,,0.0006222555768267315,-0.02549193478257519,0.02625930933896392
SEMA6A,0.0689703947493475,0.011121515870278454,-0.011775548376330103,-0.01948077969644505,0.02516140396938577,-0.051509434045412104,-0.079732544637929,0.019720973629623183,0.0851593924947078,0.12034885516871396
IRAK4,-0.02692079670902814,0.058388719551268904,0.02162704945570014,0.007079558106070321,-0.04070392104809239,0.021617794112834782,0.03597508271265365,0.006163428141314419,0.08081685143916677,0.0544747108903422
GSTP1,-0.053044348363065555,0.00017020213307068606,-0.01382794373119028,0.07740429954265737,-0.04949676236901432,-0.12576875610065896,-0.027356493566964533,0.027103988341331292,0.11332187115769446,0.04947113709572936
VCAM1,-0.07332193046308029,0.011891457313794911,-0.01736247620659378,0.018855181002738742,-0.016313135854995053,0.03068127242891194,0.004115908452372125,-0.038435597751236825,0.07748044965718423,0.008139534895214224
NXPH3,-0.002225786428288207,-0.01731263628339398,0.03205739038876219,0.022945254326071376,-0.028149786871027063,-0.03783532994764641,-0.0043945892111727876,0.03669640803645371,0.08584969686116525,0.06121360077582122
MTMR4,-0.041540193401841216,-0.03160239781988596,-0.0041795420335849305,-0.026492877740129817,0.014474646889209415,0.011430173998087911,0.04448437460820612,0.03827560381314887,0.08366860815657043,0.08579062908517252
LAMC2,-0.025175165944029968,,0.006797772303757227,,-0.003945373989181026,,,0.06435724875810046,-0.027127618373005948,0.03387753772744236
IL10,-0.011211245608464178,0.01677227846638611,-0.008979022358164977,,-0.035197610325523994,0.05580370314035296,0.058733662106004184,-0.004860626167509627,-0.022282132327114304,-0.06488264735577985
SEMA4D,0.009535945063561884,-0.03681793205995069,-0.02693462650413468,-0.01338406972064877,-0.031959304906167246,0.0474102312490162,-0.06177675005557492,0.008589050802351174,0.021962373059199267,0.06641954040096877
TRH,0.0159731155048928,,0.04741600525233581,,,0.07171195143479994,0.07759273733374832,0.029013763300066896,0.09024280697188782,0.0004754758760824337
SEMA6D,0.10729222022807978,-0.010461964048688084,-0.0349809592879749,0.044832994064217195,0.03683981628212094,-0.0016160856811036572,0.03883236252476687,0.03475561345948603,0.08873110898216818,0.04121826034330319
CEL,,,,,,,0.03359088646710345,0.04526760583526182,-0.012579734840378614,0.015281640119794668
PDCD1LG2,-0.05678563758798067,-0.012103061288327149,0.01893485340290034,0.03525733576119432,0.006908861250943405,-0.019063898003896934,-0.03032609547480265,0.1070882374320554,0.07872004216319917,0.029452144568828616
SPINT1,-0.0389788352897285,0.03182130088105397,-0.03252122318140626,-0.01776297156685121,0.06335675522863492,-0.007629248107237264,-0.0022367058951754874,0.016296198582414975,0.05793462304161027,-0.025846084235432828
CTHRC1,0.0030282383288043023,-0.019586800787941977,0.027237951542961877,-0.01783785450114702,-0.021822744535238157,0.057722692310690396,-0.024070716821514827,0.037297435229587374,-0.04810546480251072,0.025894039803267776
PODXL,-0.0003345047330133957,0.010206808382700825,-0.03164178233064402,0.018753873087086922,0.04302481943773911,0.07875834893834137,-0.15714618396425736,0.05073143918158534,-0.009583907552243594,-0.04360014299982297
JAM3,0.008348733081609752,0.023891475073512483,-0.0199540412025395,0.0031236825773012433,0.014076981564526806,0.049679031388583005,-0.07539479506321885,0.03301528011866571,-0.053088265873206,-0.028023551383963098
TGFB2,0.021642372975659886,0.020329107366495888,-0.04673920482681643,0.02384765533410648,-0.02766659232961072,0.06408294536479714,-0.0068404685499091535,0.08273419357341191,-0.013013288795791465,0.018385198878045843
COL18A1,-0.08724136416616675,0.011635981866838632,0.006484071118284747,0.05350549105943849,-0.0016861837028969348,0.027769220997101725,-0.0815370517669443,0.0018075370955329072,-0.1489729059113879,-0.017504125339286802
NODAL,,0.037876097827938236,0.026651887839878062,,,0.10163176900115863,-0.0640926205407916,0.004117704140673456,-0.04495837012604625,-0.018584330448890057
INHBB,0.054198511011108244,-0.04433055288622254,-0.00976888075541802,0.037476792283348145,0.014138753745409072,0.06610586159749171,0.029781787549295995,-0.03821179512069725,0.12170234833968635,0.04169505191004503
LCN1,,,,,,0.0818791599065941,,-0.017297485679213142,-0.039705274364696,0.050253361214010334
ARF4,0.06633926735016316,0.02803717872928288,0.0030838520460392273,0.06196885850479438,0.014373966229318781,-0.02889929847088042,-0.027823098712766968,0.008490046101008075,-0.002101021415363761,-0.11437731615780103
CXCL14,-0.07531251406119678,-0.0060157235943519415,0.007321350970219555,-0.02792795556688108,-0.013365120132109512,0.11064453927756918,0.04827313516536028,0.02999676266261741,0.08216016879664155,0.03888852689560805
LIF,-0.01838531942436011,-0.015914167706209938,0.05620434874099689,-0.012885907800313515,0.016980850961913808,-0.006693143927691506,-0.05766244033565836,-0.04367610308274895,-0.016574641795911678,-0.00022151434712882587
IL17B,0.06877991558850022,,,,0.012725131961349773,0.03714463039454939,-0.02254200359795327,-0.02769598082386118,0.007295715195742146,0.061443884888523106
MMP1,,,,,-0.05363027513798241,-0.05781984338422635,-0.016582091816746584,-0.028510595541538224,-0.03214674225397905,0.0033964396690750625
MATN1,-0.023708785015182112,,,,-0.01491747499794069,,,0.023628547117983345,0.0058296893326819765,0.010086316351735266
ADAM28,-0.03295965627017568,0.056170843576799856,0.016245700087787324,0.031033440400702033,-0.022237782022589504,-0.10240664665441543,0.042431666828938855,0.02500714277933931,-0.0023782510020945013,0.04678863483288216
TCN2,-0.0005619294886027696,0.017222565336316373,0.006018397769513466,-0.0011478192946009708,-0.006920433841884948,0.08979935986701373,-0.0016842407187220088,0.02052334277332189,-0.009513822547114545,0.026285127094322458
THPO,,,0.06879462691374455,0.007760634126719789,,,-0.019685947058089306,,0.040016426086625194,-0.028160044311991508
CUBN,0.06910427260013251,0.04823857256884617,0.0009138014456854837,0.04995537613373864,0.011184895956863231,0.004814682920860545,0.0754802516327107,0.07596716680704556,0.05477031866703317,0.03136334705600527
TIMP3,0.05833426940068984,-0.028022745048452327,0.018314772964988638,-0.0026158420020665697,0.03390576056782041,0.06903426683084178,-0.04786741977130073,-0.012576732775950436,-0.08099228090819674,0.06074585783473203
PIGF,-0.04043840950183351,0.008585906474215092,-0.028031857782361273,-0.013712190499875812,0.0440442008118312,0.05331150586735345,0.00800179117763453,0.0526014833309265,0.1278749077552548,0.015836088266227136
CRH,,-0.01578280828832239,-0.01316350197190125,0.02411304409609083,,,,-0.048522987658491334,0.014732390554039073,0.041722571378568996
BDNF,0.015792943384960175,-0.014118651288464687,-0.01873802956300694,0.03147639833260856,0.010315333281276005,-0.030665676700189205,-0.04299760545086481,0.05422154102252661,0.01329857520790008,-0.046879742237310604
CCL5,-0.062320576066701695,-0.024292604965275057,0.03296551631399863,-0.014786976961455357,0.004719794531789512,-0.025039221119078605,0.04943912126932601,0.07440756489374921,0.019823602614091912,-0.046299175593312016
GAD1,-0.0677549198270396,-0.05337196136902933,0.017115460483039108,-0.03989806203252022,-0.02234806594715101,-0.051445927313382794,-0.015265228093370413,0.12143551755494399,0.05951887295138372,0.07701998491954312
COL14A1,-0.03522032123161104,-0.019694953076400866,0.008668618351237134,0.05003651881473386,-0.03208232232707594,0.12873903545063684,0.08755155070132867,-0.04088867412428892,-0.0009023846200634114,-0.0035785179187047115
HLA-A,0.04047274679500298,-0.0067586165269255555,0.032513848010855634,-0.0009151656081893693,-0.009846652999903192,0.03147746054007527,0.052459211257654285,-0.061478904299202594,-0.06922799256695138,-0.022882896803457058
CD5L,,0.05665739148821868,,,,,,,,
FGF18,,,0.09800860112253358,,-0.015489278161207697,,,0.03189510877013056,0.0054176959371618726,-0.037005187676927585
ADM,0.020226036679517775,-0.019930111463408284,-0.00903423733779749,0.009920338574837251,-0.010789475413980136,-0.019811163393338913,0.03974544676395466,-0.07713386954265147,0.007467798602927414,-0.01399629156841354
CCL15,,,,0.03686830717602729,,-0.02525777819085223,,,-0.03405313554508549,
GNAI2,-0.0569678557923359,-0.03172609787679285,-0.07516264885559237,0.008192119516497445,-0.09360569592979807,0.13420275296870982,-0.03431886096221583,0.01426679731428652,0.015605841733785394,-0.005886212573623475
HDC,,,,-0.016323745886856332,,,,,0.051458240767968684,-0.026955598649272338
COL11A1,,0.009094653821610546,0.012488414170146005,0.013050817671025955,0.013075941297577824,-0.00014032865278177194,-0.016795778842304775,-0.012054456638990046,0.03413960822207133,0.011491376887648645
NUCB2,-0.01629164739851969,-0.028346646750308655,0.06628015331579662,-0.016263949912368562,-0.004473022498888891,0.14718426916655442,0.033501318500363246,-0.015683106074378915,0.01930356681255347,-0.08257881753440396
FGF16,,,,,,,,,,-0.026561238262935535
CXCL1,-0.05343658146590551,-0.01693117886094679,-0.03462216345704223,0.034633792572951044,0.11982940326559159,-0.027050366742901694,-0.033082333696072795,-0.0016904447043038767,0.03079015742646791,-0.0315022634467174
VCAN,0.02343892457882758,-0.04580433518801347,-0.09077207460877579,-0.01210764090368871,0.0708743968197106,0.09226294273339497,0.048971635890866436,0.018284842199095257,-0.12447807620351994,-0.08648395792059682
MMP7,-0.023536976487165084,,-0.02079181951103396,-0.0235721611767991,0.07072359847364891,-0.0645158025443342,0.013905214121720445,-0.004133425998523151,-0.10712060243104064,-0.0870859595251284
PTPN6,-0.06541389660214038,-0.020537477980123137,-0.012441418071599186,-0.030765323396424328,0.0002836516537329113,-0.08622423504412569,0.08577889563331582,-0.012219491424245124,0.04634213570155152,0.038787423591554474
PTGS2,-0.0168820266576204,-0.015110188988470328,-0.0021052387548928728,-0.026023742237065012,0.050006460571720694,0.05522850204011458,-0.052414912752941974,-0.06989555007402198,0.015056423624863266,-0.005633320866144889
