,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
ANGPTL2,0.08537404473996028,-0.028417752710153014,0.02913165727112633,0.017893482624763344,0.10731479961977715,-0.023629689228739433,0.05849035802705026,-0.006116719013304479,-0.03006122800221544,0.07245098208478648,-0.026005333706945303,0.08655069830834763,0.026854928999960382,-1.026481540386094e-05,0.02361885671383653,0.05143674403860561,-0.0008215537486028714,0.02508595846869097,-0.034213085992398924,-0.02616051745616656,0.0545124793171035,0.082192497617299,0.006172325611835819
LRIG2,0.006689966007224542,0.053615233388974344,-0.040841519398115124,0.021545260564757664,-0.0025772952304995694,-0.019658744304172044,0.047082358778601965,0.04398458238924603,-0.00602055057749694,0.032538843619048026,0.0033607582798442976,0.03854352859178727,-0.03955779811735081,0.039306753238630414,0.08953532189797657,0.061229483704465106,-0.07104735873647003,-0.005357503510050396,0.04444233249677429,0.053151852163458975,0.012919890926102977,0.0447596215820563,-0.09350319829972684
ICOSLG,-0.025543732356024713,-0.02639100846158885,-0.0146991843585454,0.01428180411190087,-0.011711020098905667,0.06057277595494058,0.05776743205600217,-0.0253404806757189,-0.019118894071281454,0.041388276730525975,-0.009625665756815158,2.495033664887997e-05,0.03614648530081344,0.08425049101346563,0.01994888512628073,-0.01917012928699965,0.029217951882079617,0.02653229904923119,-0.014984567629837476,-0.017631775790105955,0.06583245322957872,0.08000310296801386,0.026793067199489512
WIF1,,0.013619859524171224,-0.018046857670673554,,0.03747451348841036,0.043651382897345,-0.06538076970881275,-0.00994019458110314,0.08911496723871153,-0.04212639971237721,,-0.04388453726598062,,,,,,,,-0.021097917527129362,-0.029095105271129403,,0.23756155869118203
NPPC,0.060373733800308416,0.10142656051656929,0.02127184096498447,,-0.05544969697735919,0.01916086706512953,-0.036230744394067656,-0.019390161262569417,-0.014000631435294855,-0.045657290592315936,,0.023505509978386425,-0.02863013608020953,0.029580115975296382,-0.004564835381577857,-0.0457332942148239,0.0599167499704766,0.031040679806875707,-0.012458889358982508,-0.017788710726843054,-0.04966293240010136,,0.04498514231140194
LYZ,-0.007189038108275831,-0.032114509242915514,0.03407477966584345,0.044302488264654445,-0.064246339184927,-0.006677060534133944,0.01171214024615106,0.01433865627593072,-0.034702578376988216,0.10023681821379583,0.017718047519772333,-0.04187412237198511,0.04550223848793375,-0.027552230568415062,0.02343491180845219,-0.04461039487215885,-0.012906283472637491,-0.017315848546365198,-0.02822478610731957,-0.04989057758792598,-0.00407938973667391,0.028605921720503035,-0.04957459792429632
EREG,,,,,-0.005270120929461742,0.003705121204438959,,,,-0.018917992249515795,-0.025557725416131362,,,,,,-0.03201112992497124,-0.04676133524921815,,-0.028267965468961674,,-0.016099032439292924,
SPTAN1,0.05430178846967398,0.008625690622902263,-0.00025517393024144917,0.03831320210372594,0.027014453626633923,0.0116407628556134,-0.01090254399955211,-0.05978436711300198,0.017252662202119972,-0.09302546476647358,-0.0035888538220225415,-0.02606056390871805,-0.09823403678324001,0.02406386705249214,-0.026541972336932156,0.012516463105485664,0.04232168174885941,0.009504960185078211,0.009426786874320628,0.052551447903206004,-0.050064779946742,0.03829052698956767,0.14105464139444548
PTH2,,,,,,,,,,,,,,,,,,,,-0.014051357107600141,,,
LIPC,0.06336610727137595,7.374181371814787e-05,0.0640752406863887,-0.017206098828827027,,-0.011709665237893007,0.0281988303056061,-9.649462487493734e-05,,-0.033881779316450526,-0.03195665250322608,0.030338860460614587,-0.030359328614351682,-0.05705678405915013,-0.016945331783479612,0.13201453814721015,,,0.02138320732630643,,,-0.04192979965093133,
COL8A1,0.04895821496303574,-0.01846397033437714,0.09529190350374823,-0.03440372927401592,-0.011431074653646628,0.02685747981960599,0.018879051268033794,-0.02267616455859227,0.02165010660708523,0.04447763515155173,-0.05210412546547745,0.04967447801361919,-0.041906829291414885,0.005130579108619979,-0.07711079577585812,0.05655907886187628,0.014623159749316782,-0.022424986553115787,0.04094508552275842,-0.04152752968604025,0.05904781864439335,-0.03465068623895768,
GSTM2,0.003455821507643231,-0.04365840767037482,0.01578147824383674,0.0535270436198044,-0.004304730168772382,-0.052193589490908444,-0.012510428602933499,0.047982683155505336,-0.019008155861801074,-0.030089299744171603,0.02895933793760771,-0.006139053521511161,-0.00875672399202537,0.010821421749749368,0.07880779751926324,0.09602313282734333,-0.007733955874521624,0.008861209535957799,-0.012222133480927317,0.022931775902618804,0.03569437049840724,0.07447610661750409,
IL4,,,,,,,,,,,,,,0.03619375327987121,,,,,,,,,
SPX,0.019968185658927575,0.029620857421609862,-0.011532658261716462,0.007827518694644302,,0.056682404291845186,0.012063946561124275,-0.019743765599791244,0.05565697201032963,0.006329276703254532,,-0.03510263229448005,-0.018761787288888124,,,-0.014147051843908411,0.08244782406019889,-0.0182720348451614,-0.12055828524738198,0.004933829231443662,0.03332284855957397,0.006189060404294194,-0.017980284746739544
MFGE8,0.02903562411178386,-0.0459933898270208,0.02205090552132957,0.01797530199810449,-0.012759855004734108,0.04580837615686372,-0.011420609885157404,0.008575962678625025,-0.004705811809522087,0.04549684561718284,-0.05348654391716797,-0.010492001401311693,0.0895786601877953,0.06592345253218398,-0.029257434232287747,-0.017077185974561163,-0.03284625061814033,0.03804255285803681,0.0808967498061362,-0.0007801964671200234,-0.006869096476342274,0.05995388858269921,0.09563671169641211
TGFA,0.10153889389537117,0.04357678308131343,-0.02320249318713143,0.03446675800977504,0.02154625640147946,-0.044928249007828484,0.03403554363113935,-0.013410004235345507,0.00239254027002732,0.0002046226459314532,0.03303029659889445,0.04524392434046523,0.11905099407754118,0.06805831688005638,-0.02811010181149856,0.0030252473931893556,-0.01705675757765667,0.05855357522067888,0.010791421137685575,0.059834869019940076,0.012882248031911014,0.0003650764291217238,-0.09741393927762203
SLIT2,-0.027333995205603097,0.025278079257843644,0.09494894432650296,0.01299835144983976,0.07644884119067541,0.01860120315389575,-0.025789373781192584,-0.0331483187757451,-0.0321597636472595,-0.02726650536431779,-0.002383130093586252,-0.04126176246338313,-0.0401573160138799,-0.061140627456514496,-0.05351071137792734,0.05853663233875157,0.08614908366403598,-0.01630306741945358,-0.006553034649082831,0.0046118814777479965,0.05074539054795752,0.032626218705017175,0.12868434424089623
