,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
IGFL3,,,,,,,,,,,,,,,,,,,-0.024882337673005846,,,0.06849817742116555,
BMP1,0.007163290886147148,0.04975677972612448,0.07453537774967757,0.018994225408603703,0.0750111360876807,0.08339518756400854,-0.03517013646567724,0.008421696613256752,-0.012552428059794913,-0.006388323466219807,0.055493150891863366,0.07752608242943124,0.10624402760141408,0.08767030096441394,0.030031055641790528,0.024928831412091058,0.009701231408101538,-0.06559635132898438,0.053533829007528316,-0.03723525811258225,0.0273266570228356,0.10744506981674633,0.09439940480874762
NDP,0.07427604269104066,0.04630165797635965,0.04743916939369876,0.0010345882404089505,0.028221102360111376,0.07732166625182303,-0.030996731119157954,-0.009166502140251392,-0.01438204840164912,-0.021967719405478082,0.053186318952928927,0.010893529281831267,-0.03113988463662501,-0.10199439342121416,0.06340596882728944,0.03331268561825858,0.015810621422807664,0.05916163881735274,-0.017463731146151285,0.055521201366823925,-0.09458837968161096,-0.0046062285077616795,-0.020620786815531877
TNFSF18,0.06264865187642937,-0.0248161004858679,0.024484248697911718,0.04861982915172606,,,0.013464099371495836,-0.010176854652504733,,,,,0.07334360542391875,,0.1350324522063087,,,,0.01638549560105991,,-0.030078511038801933,0.07386832510376923,
IL36G,,,,,,,,,,,,-0.01614024145987865,,,,,,,,,,,
RTN4,-0.05191033326643803,-0.004673363514042916,-0.010142917898027985,0.002282113404171265,0.03393550329741319,0.11327386047080484,-0.04732903431695413,-0.03623441842597622,0.01751241205197825,-0.04230475282089566,0.019755273993371684,-0.01662990538748061,-0.08243375556948968,0.01492459788536552,0.009261768679661277,-0.037962602409003815,-0.012510698308677246,-0.03135111719649625,-0.024165583222094236,0.020545493269259415,0.06261047562768414,-0.01674909051234567,-0.06380827732805158
HEBP1,0.06124418499442615,0.0021931488365614068,-0.015159813207348896,0.05966236055835803,-0.06114298481223765,0.028498244426125505,0.06778059525533396,0.01326785198103226,-0.0029234928315943574,0.050555290467430576,0.027268891431666997,0.035614051348893914,0.1212342876530969,0.05942523798176006,-0.045140558089372305,-0.0009862378442824177,0.04222522459883797,-0.0174938904711337,-0.004376222278741571,0.013707623383420266,0.04979277493156923,0.05281496648453769,-0.04928804130082937
WNT7B,0.16032504358276758,-0.03606133642220104,0.0487904192799935,0.022563585264784698,-0.003442986994741919,0.015772686603976845,0.05004875432465582,-0.01994816543820219,-0.011566944272269576,,0.06636160922762033,-0.0177399853884205,-0.03200445184819738,-0.03622277450901166,,-0.033277474735063345,0.038198945863879806,0.011475236309676009,-0.04399341093595885,-0.0005223103573639482,-0.030078479849645477,0.04227730516621252,-0.04966463613215158
PTMA,0.030532438309943007,0.021596758387691987,-0.025928967311297346,-0.004794127070881961,0.05686587825128105,-0.025175267629811614,0.11162561182504398,-0.046380926381278886,-0.013337016660868046,0.07927430957057763,0.10895460551657303,0.03700294548211966,0.09126781749155657,0.038474108897997954,-0.06587475001705996,-0.11562615268555954,-0.025076283117552892,-0.0247663937878536,-0.04083773434377605,0.029018358570402192,0.04545879057107418,0.008572909282601498,-0.13429235744286602
FASLG,-0.02293360793432928,,,,,,,,,,,,,,,,,,,,,0.0517103573140991,
CEACAM1,0.10005619476132666,,-0.020060546250927562,-0.012567903796779134,,-0.02024632230896327,,0.01828785352600916,,,,,,0.03908675724544239,-0.009184994521820367,-0.05172037441984577,0.00401653381380913,0.03139126083094961,-0.036871769364188546,-0.01822827615385806,,0.07391537517497629,
PDAP1,0.01995466860765095,-0.10607918490962073,0.002396363220006605,0.004329394396954285,-0.05926904313431525,-0.050845831391139226,0.018116327577958752,-0.03359481017468536,0.01857745016882738,0.05189588407184821,0.011934975036309942,-0.03254624807507631,-0.020370428769674428,-0.0837996851261315,0.07141733701645117,-0.04498714323302824,-0.017861678627030787,0.02940462500342395,0.03926909405660901,0.017721269072487247,-0.06158458140142647,-0.03339008838010404,0.0022539673755140955
QDPR,-0.02018918456786476,-0.04349349067764686,-0.012088069704716702,-0.0319104804147062,0.031684482402747675,0.01836253426247824,-0.047509408325083984,-0.04831038436089917,-0.002540118959510999,0.039311956838036975,0.027671784232025595,0.03806867302834399,0.007554929844237065,0.00010165328193228822,0.02778529881874109,-0.007309582764971999,-0.038884399395519686,0.03982151349825218,-0.023548493682959117,0.056768058157214696,0.11234811810587719,0.007046881539311913,-0.06127967198485192
POMC,0.06259883842749249,0.019942250563032844,-0.009777440285279548,0.03612830100347579,,0.024972298310784877,-0.02465290673539589,-0.011808417372057406,0.12334586484638364,0.05585489118717122,-0.029904744943195394,-0.034580640321051404,0.04514898954607836,0.03519150230747388,-0.047034269056559525,0.0826102284579941,-0.014379414964780854,0.15182240477082878,0.09169909077189158,-0.0174660488658747,,0.12717647770723142,-0.058293119133903185
CCL18,,-0.03328043123621772,-0.02503366631996061,,,,,,,0.02998262329686803,0.08978801326567847,,,-0.015219077564719819,,-0.03667059582819832,0.009662966074913772,0.02946786322723908,,0.012681162990741263,,,
CCL17,,,,,,,,-0.012692519124414325,0.025932064215519503,,,-0.014744568794898829,,,,,-0.020054212252166328,0.008773921979434877,-0.03280592489314728,,,-0.0211086625559543,
VEGFD,,0.1334072778720767,-0.025033674269322174,-0.018001000698313955,,-0.019370534875729713,,-0.01352280557902569,-0.010501424521779303,-0.020426090459502378,0.036360692423932,-0.015802211065987747,,0.011555541822085368,-0.0654964795845218,,,0.1730443543103473,-0.03460012523589941,,,,
TNFSF13,,,0.051536268522878445,,,,-0.01338388469822108,,,,,,,,,,-0.038481021123014186,0.05231360315547777,-0.035180111883655295,-0.020469132415501502,,0.05170064845762471,
WNT5A,0.026683466407823427,-0.01830658934223966,-0.020983002995616704,0.009753109391993899,-0.02313896391859745,-0.040221789965977514,0.03409501795585469,-0.005259248362296718,-0.041980632466331796,0.0790558313121346,-0.0035364988878490997,0.0027211743529302057,-0.008120823016087285,0.011512469244672188,-0.03595324794696834,0.027520361244344746,0.03231276947292028,0.03469186298128138,-0.005576403571941912,0.059917448956193255,-0.0020043485823473864,0.09012667837028976,0.09720556393976215
CXCL8,,-0.026499116668353386,-0.022180665887034406,-0.01685507010056272,-0.05876185115227154,0.01637431893576543,-0.019037707915759396,-0.0031463107433391223,-0.009779383131799454,-0.009090209361403784,-0.02880275505480927,-0.024015714007975895,,-0.013977261678298427,-0.017539712549358825,-0.00624889188764855,0.02827308425969585,-0.09121238577691491,0.04233190316641251,-0.03625647009299924,0.04868473896744234,-0.002140300153722928,-0.046476221999801545
GRN,-0.10388711740286642,-0.07021281479933951,0.01600630242181077,0.020316455796812193,0.014254790740849795,0.03454005652123785,0.005253082400631516,-0.0019448932036849039,-0.009009938312038389,0.0410515562349716,0.01850366594197302,-0.02553100542833542,0.012837894614070663,0.005814224018415065,0.0780311128765371,0.04149998070944135,0.036383157488028166,0.012752649828835007,0.06766324821834577,-0.027536192097202972,0.03129249871261143,0.07719136199562776,0.008179720503683256
MIA,0.11128126787104177,0.001995077353069212,-0.004478916563778858,0.023821990402129053,0.0014820971003477422,0.041418104735177694,-0.024200644766616108,0.018504209896448437,-0.011943158814112285,,0.016833183441157498,-0.0061755148499281695,0.020018851598545082,0.10635077129706065,-0.04450639619277787,0.1457310137118568,0.024327157360690174,0.033148804913552155,0.009904981924615771,-0.06302306247485365,,0.06653413525956756,
COL4A4,0.0592670645444234,-0.03774759527991558,0.026421185478992675,-0.014201072280738433,-0.059072843000602164,0.012139378979254345,-0.012734174984765622,-0.013251382655568222,-0.02006355699979604,,,-0.020993399557906113,,,-0.051285033417506995,-0.01268757491025267,-0.010743936642020847,-0.011810124576518359,-0.006773134155482342,-0.016460124716337475,,0.03441740117051769,
TAC1,-0.02293359545709683,-0.00890425317987276,0.007043371345251724,0.006845794180742753,0.07711542636505188,0.055516399905263775,-0.07505812307302256,-0.03457019247588309,0.026038361242577523,-0.03614136092362299,,-0.03720469756259914,,,,,,,,0.05236590854240669,-0.05617101777209202,0.07871902521901215,0.033561051130274765
RARRES2,-0.0033706281107723003,0.00040278905871183717,0.00835820881090889,0.04466740233463121,-0.08936008413960585,-0.02183411220482523,0.022546577970516235,-0.040817257669615845,-0.0010363395095564021,-0.006321861914767576,-0.09348764318399128,0.0834151959048526,-0.01819993379714307,-0.052681437815044696,-0.0005761461126533066,0.009790348067740356,0.009827192954812254,-0.011387931785558919,-0.02007320337765994,0.01025877861054509,0.030079174912870668,-0.04880307727998533,0.07165791435712154
FGF7,-0.0261745482127063,-0.07247994853680297,,-0.020317457815862746,-0.02456038811410666,0.022344746641191404,0.013319624574887876,5.6096547963521705e-05,-0.024334254105618226,0.026608843773529112,0.02731873901167858,0.002445021698540246,0.06415250849327564,-0.027893888508812803,0.0334320458363583,0.022734169829364388,0.09170452837498595,0.09728608967440629,0.05535200864718367,0.07736481819731938,-0.021703328686827214,0.013563969738434963,-0.07587805744517437
EFNA2,,,,,,,,,,,,,,,,,,-0.01605573551231141,,,,,
HBEGF,-0.03742095089698229,-0.05141618467447782,0.03142552267430744,0.04711005418300825,-0.039551529834753685,0.026321041370246056,-0.016070979508109515,0.019730168703189024,0.11482846356653982,0.09811047776537767,0.06531604961058478,-0.03593947788585713,0.054307725287217175,0.1011243289019867,-0.06703646450169284,0.05071261588406134,-0.06010485096318906,-0.0061874683994741055,-0.07604552055738634,0.07246441364634225,-0.004775178709602728,0.01896615329482864,0.009651527184579515
CSF3,,-0.037747565395031636,,,0.01108812742473165,0.04122911109716729,,,,,-0.030354283130602407,,,,,,0.04218677638617065,-0.04189187469342122,,-0.01168497151510703,-0.027033716149136095,-0.022224165275872187,
PI3,,-0.04471762016448464,-0.00041691051052825947,,-0.018813049707369918,0.04954262548807819,,,,,,,,-0.011608319482571669,,,-0.009153674653010108,-0.050596038245691706,0.02850471844415241,-0.017041521735535494,,-0.04828572788936857,
PCSK1N,-0.02414411031942045,0.05984988816645082,-0.02187051743024602,-0.03295736974736925,0.056813950592189785,0.04881237373231606,-0.008637783828507349,0.03974213633514102,0.029468314120779084,-0.017614126084837017,0.04158093596769536,0.0144919787999533,0.04144132058909647,-0.009966997246922267,-0.009480610730932208,0.09289150565037824,-0.016386267007686327,0.024774090571373593,-0.07646624879125405,0.023216588734332414,-0.12127710346496957,-0.057010198912979544,0.09990357875487929
NTS,,,,,,0.04980742085457382,-0.015545534347705272,0.0027275471173442145,-0.005092239665926768,-0.018390042827294516,,,,,,,0.0865946309540654,0.022082924465593352,,0.05954161117175907,,0.018848223862257478,
SFRP1,0.035791890466044765,-0.05828275294381039,-0.024280125189782037,-0.011353501675374416,,-0.02209842576542261,0.03281783312932221,-0.0281083952419011,0.04400910763441556,0.029739421794522106,0.02925752457235076,0.01149245552363871,-0.03004304214321995,0.000426479614087658,0.025103196091018888,0.029729699711022413,-0.0015046186118217893,0.006416717606753017,0.00606087503007012,0.019227911438982108,-0.04976385300660613,-0.0321461909673851,0.09312689223937083
CXCL13,,,,-0.030390269621486648,-0.030024081071245563,-0.02189982214332236,,,,,-0.030120696823677896,,,,,,-0.04504587240797792,-0.0023914026799146523,,0.06401766689498961,,,
MICA,0.020393831329617747,-0.04556048165677685,0.0847496353402164,-0.029727926287817442,-0.03498031295960663,0.03316658223666172,0.15309386224840987,0.06338361504069161,-0.03621639962447763,-0.027167452908741913,-0.03346319430910982,0.036547256968682315,0.0224141053395691,0.010280714872765145,-0.14177878771194735,0.06329193652442895,0.044740778940949154,0.03438275837300228,0.009508263873062205,0.05400000404872174,0.042589889155245565,0.03441339346049553,0.05662030260753319
TG,0.11177729389063128,-0.030090834576013064,-0.004274012632298848,-0.017089816928255442,,0.027193912006388623,-0.017943644646470976,-0.01278723268858449,-0.010360886195089177,,0.014606994192666726,-0.0221484228319262,-0.03725598169908756,-0.03650281998393768,-0.01071431534477034,-0.012086223104680684,-0.02664703424271368,0.06199807227051425,,-0.021507633278389792,,0.0651706935073587,
ADA,0.09208544203791524,0.09258244221485439,0.022447674487595062,0.04065671923975474,0.08139727689730401,-0.04193336057360962,0.08811758248773162,-0.027816184595594304,-0.016826912403847212,0.0024700406710515357,0.08921165396269802,0.07136141868875975,0.0398929908203269,0.09427148603455907,-0.053042400562511346,0.04131259137230429,0.04814534710227555,0.019246064344764075,0.03935016675726305,0.02059007924125956,0.0033079830830192868,0.09683825105852215,0.02316572382686792
LAMC3,0.040375501492812396,-0.009326765877075453,0.05752975293270225,0.011507419279567214,0.02732486157586383,0.026954010815377304,0.01647107550042136,0.08564525993206229,-0.0532645506505285,-0.005693076268522144,0.04786573092987655,-0.027582604614978586,0.09205729170535086,0.00674887322216172,0.035462714846742675,0.047143063291438685,0.019422308164587142,-0.018479172513610854,-0.02641404739785268,0.012796595959158802,-0.05313885369565579,0.10887034252764848,0.005144525726558254
CCL7,,,-0.015923526567681024,,,0.0499474063162457,,,,,,,,,,,0.02784746758854663,,,,,-0.02328877091653652,
NGF,,-0.02174744545518772,-0.027339904368929347,,,-0.006510825782277513,-0.017123049783695634,,,-0.018390054935917558,0.08760534585759842,,,,0.06778289998508072,-0.0033251824000856845,0.01389898214742033,0.03466127471547529,,-0.008617734686640746,,0.09465813051030822,
TNFSF15,,-0.026904304183338733,,,,0.013010513272261184,-0.020791136375965826,,,,-0.019330204130594886,,-0.034340584045813076,,0.06677111639477455,-0.055035161355899,-0.014413992253580858,,,-0.01622797285166373,,-0.012440465757716235,
HMGB1,0.038249279675163866,-0.0229938428533592,-0.036907451219583665,0.041234690698958125,0.025089038909468904,-0.034908888836264335,0.02425972822841138,-0.028193627848328583,0.004094409530755105,-0.042183599367242204,0.02162471127554387,-0.0037783422137522057,-0.03475665644459054,-0.04593184821470642,-0.09344575654287443,-0.05118787828303538,-0.03801165210946444,-0.029315213812073818,-0.015447332446726513,0.00973287870761474,0.015179193043640803,-0.01295967652615277,-0.013128582013667196
ITGB3BP,-0.014656411067035519,0.023571856675128105,0.003262975036802215,0.0026645150941048456,-0.0025099259622538613,0.048258114693031144,0.07093412643984419,0.04125909938796674,0.02999217325504516,0.017480247124811856,0.062001071000627024,0.025447597631168963,0.08334107056542975,-0.03742327858810464,-0.006265906472710598,-0.02693764603991049,-0.05503431213222169,-0.06557374400958421,0.051676598987637413,0.027818814357461044,-0.0909260106264187,0.015703760210352524,0.03632122240807624
AANAT,,-0.006673469802960356,-0.02310261445427824,,,0.02004433082984443,,-0.01149963308566447,-0.011943159478421273,-0.01728935619519619,,0.05131163195927604,,0.03534329215549545,,-0.03819396271825052,-0.010297077305132962,0.09011065126230865,0.15345946047175618,,,-0.007714202544587228,
RELN,-0.001352434606868813,-0.03749729917790413,-0.0052068578010847745,-0.02187847306375102,-0.046565004189613755,-0.009764728842866303,-0.02962676492384944,-0.025318479960762977,-0.0334436557496271,-0.030676277327619704,,-0.021896427722762374,,,0.019080788924906632,,,,-0.0507476378847418,-0.0196016325416137,0.05662098710483066,,-0.03318051058989628
IL15,0.011190366504999001,0.07576812121316823,-0.003480310966136241,0.007894842266221176,,-0.0327359145203129,0.010722663472931411,0.02729634344686284,-0.02566976372650866,0.11166087417203159,-0.045452750728850355,-0.01834357847989286,-0.058618968150253685,-0.023294244347597002,-0.01941717612978518,0.009832669150204918,-0.011785258973454742,-0.03917269423475769,-0.028422377692586136,0.057811671107611866,-0.028592263191345637,0.008113821837201803,
UTS2,,,,,,,,,,,,,-0.06346593044678528,-0.08298145349977966,,,0.055126093102711285,,,,,,
BSG,0.08186422785206086,0.10265275426071158,0.02027711021442483,0.05175376681763373,-0.000557859979399414,0.005184771672665594,0.08239192906415199,0.053636179175569496,0.042619875591849536,-0.0023187425744133562,-0.07904335556721256,0.029815273564228795,-0.0005591231774264231,0.030091918604000963,0.04214435142040545,0.00025010350425540474,0.04951652971890771,-0.041920199125529446,0.058298780413249096,-0.0538933845994208,0.0006605529444955672,0.0601069668447749,0.13981935781339402
ADAMTS3,0.003748244823779718,0.0577663618067331,0.028382052273567996,0.04899049882345198,,-0.01769339702397494,0.04021741707026128,-0.0016925373682749126,-0.007217086619615113,-0.008188404036570611,0.023687588209140156,-0.0304811071840907,0.06814404617013792,-0.04915675318764344,,-0.04573338204852272,-0.017415151595778323,0.03402838347635026,0.032051514600349065,0.05139755642989583,0.18580450943223598,0.052116923626478816,
CD34,0.012663385482730188,-0.05133690353885716,0.026884824212088355,-0.026712300513464012,0.001916846613133008,-0.0020874248386947686,0.011505161249704176,-0.03545349562331867,-0.022345327102355282,0.03204668563374839,0.03692562767034186,-0.01463451718171274,0.04981854082802911,-0.004076169494238578,0.05517558769333913,-0.01960466899491928,0.1521082090916719,0.1304277660994606,0.008751100825953307,-0.027303411294422472,-0.0627858829749596,0.05928900040044445,-0.05617650882466031
CCL23,,,,,,,,,,,,,0.013556554541862319,,,,,,,,,,
PLAT,0.0864124125052417,0.03184269265665593,0.072590745727264,0.022513768890375072,0.09675139849423875,0.03240362813688123,0.06428114187688608,0.047820932498899744,-0.0008074255309111772,0.016585505958809962,0.009495597367918824,0.03155748854998557,0.10541324604701471,-0.0025193001358901177,-0.0037618349316362264,0.10363484626930065,0.06303804504825813,-0.003357840021100218,0.04611040616685907,0.029328616726437648,-0.05704979162771933,0.027726833540347152,-0.04915394042724499
NTF3,,,,,,,,,-0.0192791084928807,,-0.001759453260192611,,,,,,0.02913658553341815,0.042736941755484106,,0.010656866514675241,,,
LTA,,,,-0.012567905086471178,,,,-0.011075345110690334,,,,-0.01834358074423275,,,,,,,,,,0.05766411413650258,
CKLF,-0.07555056709751644,-0.037990853490060185,0.09719181005960405,0.021030917962473278,-0.030310756464073614,0.01885676488400718,0.06108685255771071,0.00015945321760901546,-0.020058582005521335,0.0699098872945893,0.025980944774843848,-0.00045012095304326847,0.029042384999389183,-0.10651138559155897,-0.054034490718971095,0.08181923813119257,0.030953248787427442,0.08570063648398195,-0.04322286943476618,0.019787208925056865,-0.018829754889174172,0.03482421053990826,0.0416312354162952
APELA,,,,,,,,,,,-0.035634195326061685,,,,,,,,,,,,
CD24,0.05284786196184677,0.0617014288337078,0.011680440500074425,0.039694668585683185,0.039457071971991615,-0.016041957906713162,0.11716284468866946,-0.013389109171238568,-0.02124637274275539,0.09132862566450053,0.03080825844108875,0.0362462997141101,0.07245339293404392,0.011490285748819086,0.014739209403182546,0.021525970828535263,-0.028555176830661364,0.043553378891875764,-0.06058532326216193,0.03391747380094625,0.050661457979404564,-0.042351081542610025,0.06189321349781867
HSP90AA1,-0.032357861936287945,0.07909886337399949,-0.008920059018393104,0.04100188171799368,-0.0668855445316433,-0.03448759159163316,-0.03156337611460532,0.002853882423973475,0.010558775302242678,-0.033016870797662044,-0.034826024919487046,-0.02208809485895808,0.03906673942040237,0.016521627608436635,-0.04993926865766436,-0.05396600973585427,-0.07539298818531778,-0.09693451166912544,-0.0030586302848781394,0.021421526522768124,-0.08969403262724385,-0.06391395048716986,0.036772665115034804
BMP4,-0.027333999579452938,-0.021344796978690232,0.0005617181454289002,-0.01332271612232717,-0.00858546716358284,0.06131286307183801,0.06140394963343968,-0.003608188676054798,-0.01592555296597178,0.08873091464164236,-0.04618478990745404,-0.015630625400284537,0.007845823577629073,-0.03716796416805465,0.033320864254358415,0.0031520018811746087,0.0065854684437870676,0.011685621610266443,0.023121440862038337,0.023549011645353442,,0.038054581820027536,
SCGB3A1,,,0.026248643820477813,,-0.01989988481518936,-0.02306791904524115,-0.01888496802454066,,-0.010074171832382448,-0.03043410529529142,-0.040469405146981996,-0.012799908059615771,-0.039989264863847886,0.010552593367607218,0.04887235545057973,,0.05133285170893265,0.02231388664006429,,0.00014494352039200545,,-0.005984400164248668,
IGFBP4,0.015087182595268495,0.01707938797101233,0.054680006046211836,0.03536377927414722,0.01596749907938124,-0.0040438417731058765,0.02228398987664232,0.025412867167917953,0.012208159234181804,0.02663374201331474,0.07606568463497462,0.011829441644427566,0.09655131701198458,-0.017762449517165876,0.01930473357274289,0.033567067205576465,0.014751820725820567,-0.034289745840089,0.01333558638592428,0.03146657967634852,0.01884607480829202,0.10745345045034721,-0.046688226282691585
RSPO4,,-0.02656673425371628,,-0.020317453958594668,,-0.02662412838754817,,0.00895539388266479,-0.010074170358806922,,,0.015361290642839183,,,-0.031827371155834366,,,,,-0.006010289115835734,,0.036734304749631345,
LEFTY2,0.009617452375182026,0.025538325834479902,0.07227775719522204,-0.012722258082665723,0.06523328527846058,0.04323332669944341,0.042451177614566106,0.006205161012141502,-0.011046451008242402,-0.018390054935917558,-0.021856465810982093,-0.022644945574353148,-0.02545430838435759,0.02873224004921571,,0.10108527090224492,-0.008590373794477284,0.02459073803083564,0.03125464651257702,-0.030864749184113402,-0.04427098857511831,0.10762298486961239,
PF4,,,-0.01651810106227962,-0.011432217833104047,,,,,,,,,,,,,,0.09582135274569466,,,,-0.03316237956152986,
