,UKF260,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
TNFSF15,0.003968847523167329,,,-0.03290144287462849,-0.02235041443054646,,,0.07468332147038081
HMGB1,0.011780587371711905,0.021920435044569937,0.03771796345754379,-0.04190978272983942,0.02960472837393909,0.0015197608130778921,-0.008031566183132752,-0.010959405927098544
ITGB3BP,0.017286600759079722,-0.03147047498980553,-0.03620545570986353,0.045729234563836485,0.05717827188577457,-0.0021213342699647497,-0.08393800346687792,0.0451316101299273
AANAT,-0.015506875167027607,0.09540891193571997,-0.012031463432730795,0.03859545996158001,0.023555511997287577,0.012879901462460716,0.005762698340691316,-0.0174444851121861
RELN,-0.029304368452153055,0.03790743664547495,0.019091536212618783,,,,-0.03624448860401326,
IL15,0.06393136314131495,0.005970705181360152,0.049973094105156976,0.07569996367478361,-0.03684728278405864,0.02075796325758874,-0.006231075441923663,0.01510213112672979
UTS2,,-0.002417468168350162,,,-0.017127432486155773,,,
BSG,-0.009989368241134475,-0.018856366589431618,-0.026117805154540763,0.10513208534321546,0.05692120044653813,0.0018181981853996323,0.02423017180161545,0.03337330538400622
ADAMTS3,-0.041694850914503076,0.021722529536790925,0.0009892868265666316,-0.027340598625713825,-0.045640469971780964,0.04218935501018647,0.08281003511918528,0.00936899789182934
CD34,-0.0732489345963243,-0.018681156316740274,0.012573887052177702,0.10103591673019711,0.01939390226516194,0.07942309779496949,0.02564655247660315,0.01678633349641089
CCL23,,-0.01590179684538891,,,,,,
PLAT,0.00905696541309,-0.03885055157857313,-0.005482087600948999,0.1285510289340905,0.061870787733129665,0.08228341336423296,0.06459880659872101,0.023377131635710233
NTF3,,,,,0.08117156413589073,0.036964130757295495,,
LTA,,,-0.011587553160305459,,,,,-0.023477648014001144
CKLF,0.04349483786354481,0.005017638939490883,0.007323997080105711,0.0924218288969997,0.0760286146809113,0.10892938856005879,0.07846479236774068,0.030536147973129233
CD24,-0.09001532163567316,0.038778704481512494,0.0328390982970444,0.03010529759306289,0.013631529091442902,0.053703504164746126,-0.05127951785701989,0.036048307104557684
HSP90AA1,-0.006990370252617065,0.016007272717939502,0.02084906575890374,-0.0019337750587359991,-0.08270602397111383,-0.12532613743486357,-0.008341898074640053,-0.03680416354336782
BMP4,-0.030093596218092537,0.04681884679570725,0.03686631557280226,0.07604990194964283,0.07525971357029075,0.04707202484922684,0.0168369535158439,0.08886559625489678
SCGB3A1,0.021738798984140273,,,,0.016666212478170163,0.02987087824685645,,-0.03456992412504014
IGFBP4,0.007196196762943975,-0.025087045545473544,0.008541310359282156,0.07784928198383848,0.025521968363156934,-0.041448500346854926,0.02972561694503789,0.0031702518181608765
RSPO4,-0.021313659072793808,,-0.013477029757715937,,,,,-0.002821572890210684
LEFTY2,-0.03308209355086171,-0.02792681593786053,-0.025101258111204942,0.30316313127726635,0.024077806367464687,0.021747681169887137,0.006752789893117788,-0.012840771168096423
PF4,,,,,,0.1679636363267849,,-0.023477642581099252
ANGPTL2,0.010475486442089845,-0.04769072185035096,0.04628602134984318,0.03188211750423745,0.10174011588029748,0.0705645123068649,-0.010769858306191628,-0.03866843619128521
LRIG2,-0.013336991872202036,-0.04896230841970382,0.006279424868584954,0.09271794219463825,0.06295416842222815,-0.0007197174938403348,-0.03928364267005119,0.048780027791698884
ICOSLG,0.016150760691623686,0.0029575783818615456,-0.020562626518184867,0.08083842093214719,-0.04581268891224398,0.07929114680966935,0.06864943598676507,0.04850167884463565
WIF1,0.01526081537906574,0.029801499808098143,0.016201584264027822,,,,,
NPPC,0.03817408765567878,-0.03762823535735362,-0.02028690954289496,-0.027340546116456966,0.052251060845365634,-0.029484119716828308,0.026411945600049256,
LYZ,0.04191846334925345,0.005416004322685315,0.0421643968038787,0.10930170631428228,0.04603900131495332,-0.00912077836195279,0.15126314164423085,0.01849667217662777
EREG,0.04842397553963703,,,,-0.037188200204425655,-0.040993380089826066,,0.028559272023852694
SPTAN1,-0.030359667964885928,-0.019465075176703536,-0.0023610423765268707,0.0753710915509014,-0.011027459643417099,0.024375991888618474,0.014423140603462368,0.06295133228467775
LIPC,0.04996608198042034,0.03802159324394917,-0.002288422026767311,0.06103506328690896,,,0.0462272632542012,-0.0005808952008943371
COL8A1,0.01942641447900785,0.0265850145547457,-0.033278662479251805,0.10793959200131878,0.08758063650742268,0.04685865463706014,0.014848758328475473,0.05504365135455258
GSTM2,-0.03227785508651963,0.10356293357831124,0.004166115225432213,0.019618184410557557,0.09533927471201636,0.0831309966910592,0.025857730271436015,0.029044464889871936
SPX,-0.04138569682576685,0.00920970686589068,0.07187511353697536,0.06255000933651587,0.015620416554782145,0.022688327588051217,-0.04733077263502889,0.13019361585074024
MFGE8,-0.0038778622586180867,0.035641199949687695,-0.03150709061825586,0.09726243656561127,0.0314067946666812,0.018817550881971533,0.01955017152687086,0.058551677941753116
TGFA,0.01609736990413403,0.0339919926417874,0.021465175384870548,-0.030248234152278338,-0.037070245238628514,0.05800742633688346,-0.06927148134321974,0.03793637435410344
SLIT2,0.0030058169964904988,0.08338649803812262,0.01184370756064663,0.08284730437257128,0.022056780873488866,-0.018118769079661385,0.0513927265610825,-0.05956431086957079
PLTP,0.0009053891794894781,-0.057199922560943674,0.014154358033030124,0.1356754456296919,0.09468163104943439,0.03952409368293203,0.006289096223924935,0.02586804043840403
APOD,-0.03526660234907101,0.06491199776168326,0.03571387486974173,-0.08182228045091276,0.08357766220989646,0.09966263462618216,-0.02034884887118189,0.048812455815902316
B2M,-0.05283589873626992,-0.016555087638830963,0.09084804559096053,0.014158393772964904,0.12343579122685618,0.05920515856994379,0.03332650555596021,-0.027007973508413722
OMG,-0.05502239145728552,0.06993933685984148,0.023544587264041753,-0.07449473126894474,0.03669245661453464,0.08589318026939109,-0.0666375026795363,0.10128181030783333
CXCL3,0.09505908690424723,-0.018349043787371597,-0.03140345374654812,,-0.08297363488077517,-0.06078266791376465,0.07588284334383594,0.026135651339208775
CXCL10,0.014377436504428354,-0.048701611128667284,0.11087651429120443,0.06062690535086473,-0.02367418314040747,0.017550842497801995,-0.027496001785399102,0.07097950255513573
RSPO3,-0.020635117287487903,0.043603447817570376,-0.006112083388772811,,-0.03293396617704131,0.013989017294702632,,0.007775744027002245
CORT,-0.02504383042572945,0.028721460370620837,-0.01727436351886739,,-0.01001449567566692,0.009030717560980676,,
NCAN,-0.008830570113786072,0.023594729982270655,-0.024855688539891795,0.040618050209294806,0.09061088349763878,0.09080313862955072,0.04468723298488455,0.03625014764261434
PRG4,-0.014774669893965036,-0.019879516610895535,-0.01722310901263333,,0.042341997685661346,0.1290212733544102,,0.029937496571591626
ZG16B,,-0.021463132804780967,-0.009207362886350112,0.029619246041449172,,,,-0.02086251720664308
TGM2,0.038381146212298926,0.0035016345886869893,0.03353451966933657,0.09237652890557528,0.008475051075326494,-0.014467625860976151,-0.006693970825144094,-0.008338825743027668
VEGFC,-0.022743112819159743,0.04668976102731401,-0.024793156636533472,-0.032901445808668814,0.04724293722893187,0.01706108038845969,-0.008287792491264162,-0.013482028782031235
WNT6,-0.02035807268923013,-0.01954890147675593,0.08738810196491525,-0.024139262882503693,0.07724965698599176,0.041618361349377464,,0.0917701335927859
NRG4,0.06757402405615377,-0.02476119906084505,-0.017688834909469545,,,,-0.02161678676105687,-0.01673161202801293
PMCH,,,-0.013477029107303687,,0.052101607726351376,0.05035612011718343,,-0.0360797117071577
COL9A1,-0.027400156311971194,0.04457226547653154,0.018950490538533957,0.10641113763404188,0.07551994972141071,0.09711808130222165,-0.01705361512564368,0.03344635759060298
GDF11,-0.04167327192638061,-0.031942316564729685,-0.05524664261911954,0.08808161395642171,0.008852715368640738,-0.01260353248598279,0.04687503358040391,0.06980718370490509
RAET1E,,,,,,,,-0.018354459513419956
IL24,,,,,-0.01737404014511335,-0.01533455728827435,,
SORBS1,0.006752150015811324,-0.022577666056649126,-0.00659179552571096,0.046629765944006585,-0.038840733986141775,0.052175665670743554,-0.015076813305067613,0.05027932795190376
DLL1,0.021547194252309453,0.029750251068390056,0.03467781381200215,0.055823263487477334,0.0014921541889072925,0.13188627229246463,0.039223138885042585,0.021075503225577566
TLN1,-0.0002663112597176613,0.015328336771968971,-0.01623429791967754,0.09984743194689523,0.021126449996815306,-0.011417767693956766,0.04955329143650253,0.028459364765384805
COL2A1,-0.01319602155924373,-0.01834905003175456,,,0.04288335051707693,-0.039966547249188654,,-0.024350147900403973
SHH,0.02248657469113625,0.14423123104223448,0.029499761197129847,,0.004535172738586857,-0.0027949961862829133,-0.04340136086033013,-0.02672729049443659
PON2,-0.05850201985751168,-0.014511882112081124,-0.003958449603754551,-0.04616132321529984,0.04679946595223462,0.03282269089253287,-0.004520877592561082,0.09121354270582242
ICAM5,-0.03499577414506051,-0.0020484142460183044,-0.010332643339028337,,0.05242104832036048,-0.03216354066628393,,0.013796825700954645
HPX,0.039822660368919204,-0.02672003966168122,0.041564741056552966,0.07298993471616971,0.0056797756641311994,0.05907440684847574,0.006673322763904296,-0.015056115340373702
SFRP2,,-0.014644247524449544,-0.015059229083082064,-0.006337657897669823,0.07139399536642194,0.025981931407522443,-0.018226897239938353,0.05326927395515834
CFC1,,,-0.011587553860601155,,,,,
CD70,,,-0.021614845126211788,,-0.016120352649805873,-0.02333313281090178,,-0.025527097320927585
HP,-0.015162361316868718,-0.06160993264522934,0.07908742399340658,0.04088236958830126,0.06397407453461298,0.03300531168813026,0.009469128185300933,0.041649803251996555
CXCL2,0.06427325145265635,-0.02700982278287579,-0.0030296718623148027,,-0.021586563080599006,0.022584815249235425,-0.01280562792932622,-0.005657746662059556
NPPB,,,-0.010146533410954308,,0.0034786641958789084,0.010746517186229295,,-0.016972356999099707
CCK,-0.037799581632353495,-0.005097861171705659,-0.0029369392659813445,0.058856111956904114,0.002496692708083989,0.058587447602237885,0.008460328664351648,0.05344280944579422
SEMA6A,-0.012854154824453528,-0.04785383297051138,0.002703815173940557,0.020444368858454846,0.03363242396758498,0.05155426338087793,-0.03540163250839736,0.015697609216535062
IRAK4,0.02326820532260657,-0.011643333868421916,0.029307029676796555,0.05293911770925174,0.05989398686896409,0.08335052463720165,-0.03692270325248768,0.06251455286644586
GSTP1,-0.02951818798574456,-0.019296268227440478,0.0523603886963079,-0.032879634367298044,0.049442714856888614,0.1283260779452889,0.014559937245735174,-0.01283587630206561
VCAM1,-0.01426213373754224,-0.03230611543647234,0.01743826145836517,0.05547177114661615,0.04735798207925773,-0.007372825237302196,-0.0051511742329385405,0.07092601194400207
NXPH3,-0.02145785826660835,0.026929656334116946,0.014218471243778029,0.043931093684672705,-0.005354673804431052,0.05746990197538071,-0.022458254544812387,0.07862536181912995
MTMR4,-0.0003305622084202086,0.003854363821685699,0.00775966586632357,0.07856350852000903,0.011214198732081817,0.011198407782094603,0.019272702717654636,0.06602806057793949
LAMC2,,,-0.01277335357465853,,0.05957655804081811,-0.02013857651371225,-0.020900091295690915,-0.019476165737303507
IL10,-0.002062596796522883,-0.024078050540736088,0.04995930179805557,0.054065440042210124,-0.00786317866877098,0.02675410201305345,-0.020160145189947472,0.030582034982776493
SEMA4D,0.019746514350868685,0.04023220687291005,0.04521050323901186,-0.07674314555845077,0.017167455429826756,0.07091735887978547,-0.08074540072503282,0.09759930065900109
TRH,-0.012985885689459326,-0.03801401707832263,-0.00036877590390687297,,-0.011341203084906583,0.057441150523168,0.11092749419177028,-0.0190101780302705
SEMA6D,-0.05555944615307861,0.01898687143467325,-0.02543587239831594,0.044928975288566285,0.1068975123096702,-0.013461699937302734,-0.03396209681963645,0.027449406792010064
CEL,-0.02561979976909932,,,0.14326143346577033,0.00766915422709732,0.04064562286526359,-0.0017086287539350424,0.07455322467310353
PDCD1LG2,0.025666552392450477,0.009701608875132576,-0.010130014542917898,0.02782665667465189,0.03426499177492802,0.0861401623672942,0.01336730869375126,0.05250659466959461
SPINT1,0.012805416434977743,-0.04576018141421142,-0.009737812617000054,-0.002005243287062421,0.08514903899777838,0.053569442719015384,0.020231164178419917,-0.010465024103985763
CTHRC1,-0.014489028104275057,-0.054606232171730225,-0.017681397299236165,0.08408924719319692,0.055125118780200724,0.02040196277125007,0.036769938402296753,-0.02739002048568337
PODXL,0.007487186164023869,-0.02186795904345458,0.05617243662079263,0.12015399955747813,0.09646775145390668,0.020968834023569964,0.03386837172222092,0.011508563290381812
JAM3,0.02400543493395197,-0.0248470383806235,0.013905173965746972,0.00047894071129091936,0.03888376265154583,-0.00018119103660307377,-0.023713647546283613,0.02322253432936267
TGFB2,-0.044708135432986525,-0.0703771062966178,-0.005725465647980281,0.057285710218818786,-0.00493839874047981,0.02870814845496248,-0.05839675066356144,0.07408459113818994
COL18A1,-0.011441924560537954,-0.009283111977287943,0.007617221726150906,0.09217535473287637,0.030306496436163805,-0.04109867247690898,-0.005095010707823312,-0.0001748715349919678
NODAL,-0.03127643852562819,-0.015330389427079217,,0.10153354675474369,0.0935824244684936,-0.01894179049963563,0.0011599332669277368,-0.02601715741027084
INHBB,-0.015756558473877903,-0.03718846582608418,-0.005881894728467805,0.03802465329296866,-0.0008377443547416972,-0.03450529863451444,0.06929130891104389,0.0022465432912324823
LCN1,,-0.01610235574145054,,,0.08448613041658407,0.004956841205969456,,-0.01922412672670548
ARF4,-0.00022968592237786818,0.014788536936123883,-0.027309926086006762,0.0547375154409507,0.10770914358969282,0.07448103767888363,-0.05361893068853551,-0.0012001970826206953
CXCL14,-0.043467914779781444,0.015748420581204597,0.023327137137117863,0.08986057000595761,-0.04296211859099042,-0.04319851326965607,0.11206011662273815,0.047547734438444074
LIF,0.045940365389745705,-0.013502202164316532,-0.007431626165125594,0.17917990710889733,-0.034532888527921,-0.0018306804162710024,-0.02438176401077358,-0.04102113825126305
IL17B,,-0.026593279724648804,,,0.06935476476713306,-0.0286416872686948,,-0.03247223992624181
MMP1,0.043586184524959624,,,,-0.026433021437304378,-0.029484117805333547,,-0.04615136770300541
MATN1,,-0.016882225276570698,-0.01027396591417201,,0.11527584799879786,-0.031639131837478754,0.07246076025559081,-0.023120438718774214
ADAM28,0.07418436562684579,0.018405257621773693,-0.020510102922603853,-0.00964984879084211,0.03059257665946532,0.023841106717595543,-0.052533963817121075,0.06783842578090535
TCN2,-0.054438293378121366,-0.041850677456933875,-0.038260854828544244,0.032598140549325576,0.07283546084730011,0.0502159965726073,0.04887584919716512,0.040961458662052065
THPO,,0.07218633314378838,-0.021092006536040694,-0.026182044567179836,,,,0.02446575674422956
CUBN,0.04912972861631331,0.04359160335177013,-0.02345334055037244,0.04517245446107673,0.026339691227903802,0.10116762297359977,-0.016413675315363765,0.031038662546302134
TIMP3,-0.06087299157066207,0.007677174249600891,0.021612770684369564,0.04112477048087717,0.010965510207113931,-0.052891002127338396,0.04040554553377835,-0.019329741274579638
PIGF,-0.03935589428336264,-0.04108697231137934,0.02875788693794818,0.02136559385565948,0.08396180602130326,0.049671074564546995,0.02631551402129921,0.03247235239440229
CRH,-0.013196023980501504,0.03629484903546092,-0.016173620565533422,,0.00032575621398593776,0.05028708545111232,0.10691349278563268,0.002039366772470742
BDNF,-0.0014113591459242458,0.02915561989631288,-0.04145296613180611,,0.03800849808229113,0.02417230569804729,0.07239229745850091,-0.006540445485025294
CCL5,0.07208607866841404,-0.036552484125187634,-0.004207969840338778,0.06594203216150041,0.1391351205866543,-0.025598540799085162,-0.03731339995453401,-0.01332656398706147
GAD1,-0.026121094941230782,-0.004399796472064704,0.03803462157971389,0.029747025068131407,-0.006626492925531247,0.0577135532204963,0.022352384857313716,0.003003457495038421
COL14A1,-0.03447909547470481,-0.0009448813527989622,0.0030115676998418743,0.06442383171246428,-0.009402910131080699,-0.0215945715478112,0.014178773428318395,0.04261262637196105
HLA-A,0.033233713728573346,-0.003857093107189107,0.09105096782011066,0.05669116766104947,-0.008994931820424665,-0.11459943288705758,0.04640196201083916,-0.0669130225602319
CD5L,,,,0.0409622309601547,,,,
FGF18,0.06261959737137239,,-0.01100895923966196,,0.03417584236377556,0.0723142535832986,,0.02432747293532597
ADM,0.07427425265453963,-0.06037100694906453,-0.03497246791960893,0.07470704147158735,-0.054644293130792804,-0.06774812500489096,-0.007354397230646526,0.04023839202206081
CCL15,,,,,,,,-0.01648752725261302
GNAI2,-0.014748846316448768,0.024571028869996295,0.026833637427830535,0.06326094617228037,-0.010777307147899491,-0.029076946619359004,-0.030601636999111087,0.027056321266988415
HDC,,0.07072826610400185,,,,,,0.0634187277877024
COL11A1,-0.028428648025533222,0.01171170654420498,0.03118650836418993,0.01812403899420444,-0.011756010414463367,-0.018327221843980633,0.025489161681707426,0.03805926811677896
NUCB2,0.06065084160869718,-0.0030222856976696777,0.010923466583979276,-0.013020571595312745,0.030342895352473864,-0.0358035280735338,-0.07842783540569913,-0.05549804491045467
CXCL1,0.017000640852193168,-0.04119044098426262,-0.02324728570540762,,-0.06254462567592702,-0.02583913735156002,-0.015535990028252318,-0.021056490988206705
VCAN,-0.002155211882949786,0.021152622111365014,0.01808954230617057,0.02289766090331022,0.027134471502166187,0.02829749699755716,-0.06588052737184186,-0.03799424492477525
MMP7,,-0.011753391739191321,-0.01014653335551743,,-0.0049401129646893535,-0.0355894546088057,,-0.024751812249703575
PTPN6,0.037860198366725696,-0.0061913030594437654,-0.005373988980068933,0.10783395437664124,0.05327479640647004,0.04221954803995813,-0.01605538039642069,0.04661102236738627
PTGS2,-0.0005846060809267146,0.03783605115564772,-0.027765668902883036,-0.04617397612479948,-0.004136114167387029,-0.0722081136054615,-0.026136219606111236,0.00448579138231321
XCL1,-0.01380812009569688,,0.04846051736927756,,,,,
CD58,0.029423184071478623,1.4439545693458479e-05,0.03721850880201868,0.12129561724279447,0.06012769471977978,0.021937574724373084,0.04520501570927055,0.04475396810091562
TNFSF14,-0.038865247227465,-0.024489918983374017,-0.004380916024608871,0.04354771453940373,0.015503617215736416,-0.016988643862085782,0.000575695865270117,-0.028663390649828896
CNTN4,-0.03252009615924142,0.003924705775429069,-0.02810851042661722,0.05622084705527634,0.08935263034722578,0.007232290724413352,-0.026530887431089435,-0.012237638169706175
INSL3,,,0.1275319964360281,,-0.008409168424193921,0.005309364001232861,,-0.003999491043986039
BTLA,-0.014395424870705206,,,-0.0335394119715538,,,,0.05385479195078577
MFNG,-0.0413147090850919,0.036307310916301926,0.0804533124883282,0.004490702679039252,0.04457082454409511,0.03978707166562081,-0.05106648366032143,0.0004528565974636501
ICAM1,0.07677280623174064,-0.03658170042975282,0.033878252437838624,0.06860464516165317,0.006074839318747488,-0.01985585269301091,0.015783908003512426,0.03895346424607284
PROS1,0.031629529175499826,-0.026217814931213442,-0.02167749872169024,0.08672714453294482,-0.024381088762089515,-0.0068404891386889535,0.05932674026884379,0.07302488830181977
CLCF1,0.03925629957283836,-0.044102824886662104,0.07498524569797996,0.09453536449868502,0.02938656662026206,0.09348289771071905,0.007500580283460859,-0.013013922967912064
PSAP,-0.02908939837937224,0.05927123809932918,0.04949534500574791,0.02327863063697127,0.030014452639628583,-0.03867634993881062,0.006963715371276533,0.06726651840123037
EFEMP1,0.03823449891417896,0.016825184674846252,0.054586326985417634,0.10304241908008778,0.06778534180587208,0.04247787372718458,-0.019398593858705262,-0.009597494074792275
C1QTNF1,0.02346817066150484,-0.058629915363407135,0.05807708374229769,0.023048726556191834,-0.0018359657585120502,-0.0374400934197129,0.008631711219942538,-0.02326156859483294
ALB,-0.011118136785468394,-0.00016877788690449402,-0.012773353247693884,-0.03274082138561128,-0.024277535899676746,0.07383366286488312,-0.00955676053934651,0.10594459630907206
CCL13,,,,,-0.01687741305162828,,,
EFNA3,0.03582991057985082,0.011936027216001859,0.012751840976126971,-0.011534444045408068,0.0041801977352024615,-0.0029804884048396057,-0.007047377189165629,0.06990267750365418
DRAXIN,0.007056378429854455,-0.08043417616669268,0.032244864899492534,0.16682922468643926,-0.008883828713968688,-0.018502297107337255,0.1029042486665203,0.0286405689997691
RAET1L,,,,,,-0.017888113579584163,,
NPTX2,-0.023537761664484756,0.028933802438463826,-0.0396903340183766,0.05415151848547153,0.051878055272821244,0.011220282334463453,0.017165339131764018,0.04601258680469572
FGF11,-0.05186309005893035,-0.02973201565024143,0.013022742894145588,0.09176058761100159,0.03722063453779963,-0.007463762241497624,0.028003886062898244,0.049369736157082844
CD59,-0.0014414021747006513,-0.011826173955641082,0.04330218850464544,0.019265678580466777,0.0750390861320389,-0.019051822758939817,0.04015453923111068,0.007029370606276267
COL9A2,-0.022374452257253718,-0.002331422727666071,0.020629683739028362,-0.05706857215622086,0.014994373003007436,0.08959336307803141,-0.027061062651696173,0.10996994815586099
DLL3,0.0002993809393663639,-0.004238982432808587,-0.020523835657230465,0.06945933119486578,0.012060988442124382,0.1114635584773595,0.010914323140191274,0.07583971502468322
FGF5,,-0.01569881283213969,,,,,,0.01874868872648408
LIN7C,0.008754349243530123,0.035791819550112236,0.02582729836413179,0.03516568560422623,0.006017777118432377,0.05694245175869982,0.04758406944860595,-0.043075295277172854
GDF7,,0.0006368968861810353,0.0023336840038076984,-0.038032344998879,,-0.01533456214657259,-0.03454462110577728,0.1009235153695672
PSPN,0.029992249744113252,-0.007713213210884427,-0.019847859545561793,0.10375200906265691,-0.022331713123027435,0.11560058351515191,-0.0024690457432423366,-0.024265265791078
ANGPT1,-0.014377415331513755,-0.015387739999008006,-0.012402560358207828,0.13336042025103814,0.006564977127701143,0.06314180569843499,0.002817435060931998,0.06126172892116523
PNOC,-0.025135742048211174,0.0080497391887966,0.025787505450422448,,,0.0844882701934246,,-0.023299665611884474
L1CAM,0.04625013697908268,-0.016316603960688323,0.004282279226304503,0.09866237474936533,0.012966125570226505,-0.06004977243469337,-0.033749962683143016,-0.013426391047920797
APOA1,-0.040260120590308,0.01128365243566939,-0.015235461516399809,0.03979552624694486,0.07899932073698236,0.017525264053825828,0.038677316355900764,0.05947649767362348
PSEN1,-0.08121913461969542,0.06047587515457641,-0.03537752761215138,-0.05538330066034378,0.02941175660743467,-0.006460247036837187,-0.05469903074689933,0.019327649747737173
CALM2,-0.059529963914578286,0.028178971464644688,-0.032487083419233204,-0.021969213444732995,0.04864395679618994,0.08934496801131987,-0.030243480609019425,0.00596883189272733
CLEC2B,0.017874246221826717,-0.03540092226148773,-0.013139441867855164,0.07050689654193004,0.016410930264992758,-0.01640145349678655,-0.006241522406341785,0.03173486124377821
