,UKF251,UKF266,UKF296,UKF304,ZH1007inf,ZH8812bulk
IGFL3,,,,,,0.03381143318670158
BMP1,-0.010215346910765297,-0.05986125534553896,0.04741961058246786,-0.012826137766008664,0.07516961984676969,-0.006905515716656287
NDP,0.04219784978080042,-0.02328221821591991,-0.06016106333293954,0.04396965006666791,-0.011481622225213522,-0.006155590410186536
TNFSF18,-0.02241113002677722,-0.012024545885937522,,,-0.0462395675933428,-0.01946277014257772
RTN4,0.025873039540631228,0.00976152874014991,-0.006727634606993608,-0.02387418429399471,0.06895677872680765,0.04618306314643435
HEBP1,-0.054107372116764085,-0.004542927114400361,-0.02077884679848599,-0.004924453703678257,-0.028739624513736392,0.051097919032865854
WNT7B,0.06477530722878658,0.0003848439414829417,-0.012031754672884606,,-0.02108858309458232,-0.04069822686526559
PTMA,0.003678633916177201,-0.035359649288894665,0.04088787425870725,0.09152667530404388,-0.003321023985205643,0.07953759743430856
CEACAM1,-0.021931693556826018,,,,,-0.027965968754179078
PDAP1,0.03716001436854547,-0.057488926989851696,-0.006756990407064751,-0.02078510969103979,0.015491124629558914,0.012260737842272239
QDPR,0.009691260359743234,0.08800918968565717,0.09312232697232584,0.1374433207486069,0.053998702053434544,-0.005339214682298471
POMC,0.010521625673662455,-0.006426496395320771,-0.014005844332672247,-0.027372486309937376,-0.012752533409919605,-0.013541781685032908
CCL18,,,,0.08906704942862832,,
CCL17,,,-0.01489193944781244,,,-0.02488216557908851
VEGFD,-0.011235063219546548,,0.040417649287696034,0.0008828205235879427,,-0.026243004822482045
TNFSF13,,0.08446866308402388,,,,-0.00793138786082537
WNT5A,0.005072128279073128,-0.038139698676703165,-0.030138470177212516,-0.0015930027582935495,0.13702794585090877,-0.004231232894958319
CXCL8,0.04572017684907657,-0.016587444398050922,-0.010172361509170653,0.004123839527422344,,-0.007078831692508248
GRN,-0.012413701895887681,-0.005853925558136398,-0.01195580013752246,0.04487325931948385,0.03452477028828138,0.023697399592740982
MIA,-0.0036842820307909038,0.0523965276450991,-0.012423087160123697,,0.08555890419757702,-0.01167030273115747
COL4A4,0.07727643475596561,-0.011095212745647644,-0.02086979845365998,,,-0.038328964724086714
TAC1,-0.054606907117015144,0.03895723635071982,-0.006095448200180557,-0.05771174190991102,,
RARRES2,0.07525735350929573,-0.06430915282224181,0.02682985717103428,0.06262399967370183,0.0652226886217748,0.04009610113708565
FGF7,-0.01748741532688232,0.018942150668771623,0.0019069420530270806,0.09512175598336395,0.01970185171630318,0.02094171925001993
HBEGF,0.06067291282730829,-0.007887620349431664,0.06876690759606248,0.06982592529449252,0.032077092079256124,-0.025998972108895586
PI3,,,,,,-0.02114145784895918
PCSK1N,-0.005828763992414338,0.015942810759829097,-0.009644106766636028,-0.11637648663447532,0.01579736796627118,-0.01667098064734873
NTS,,-0.013544733839365986,0.048546480601690374,-0.029565909766383094,,
SFRP1,0.00833699867511784,0.08980331302209045,-0.014891939597786502,-0.014316797128044345,0.005855470899229806,0.04295636461252052
CXCL13,-0.02286506904540603,,,,,
MICA,0.05647204794642892,-0.014725322637878261,0.05104161602256892,0.03159985658666501,0.01571860815324471,-0.026358227810795082
TG,0.012906172900863787,-0.01563419342227306,-0.010777231908330971,,0.002177084108125321,
ADA,-0.004771084539910582,0.10343974326229005,0.04783935230615219,0.06497740357569312,0.047760448425614395,0.0065993838790814234
LAMC3,-0.02530804255607886,-0.045998182379223984,0.01837413550426112,-0.06188118737552827,0.005745102181901888,0.005427491068093475
NGF,,-0.014919213881676975,,-0.029565929233573006,,
TNFSF15,,-0.01811519643723195,,,0.03650989182754714,
HMGB1,-0.03391903817100328,-0.04039699798808512,0.05338627425915029,0.037749690828894074,-0.013264689813905354,0.03582543311421082
ITGB3BP,-0.006582455963901035,-0.07037362749589027,0.07124982341126045,0.04489073825292203,0.07571299702577215,-0.013893681926660975
AANAT,,,0.03347895409676305,0.07183721676211134,,0.053614619218701226
RELN,-0.011448623721351144,0.04895977194272121,-0.03654992158183103,0.03637875310459582,,0.07151152049798452
IL15,0.0380597047867715,0.016196572705921317,0.04135625687908909,0.025730998440281733,-0.06099222526959305,-0.024607077226125696
UTS2,,,,,0.026664314154829793,
