,UKF243,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
CXCL8,-0.054352792023114396,-0.029644171764584712,0.003602089684572862,0.02883709653078555,-0.0038155800176174295,0.029959463294268338,0.13346044696645537,0.005228616440624124,-0.04697005998043816
GRN,-0.016088168304913407,-0.008028187178419714,-0.010624601995645161,0.028380683792981753,0.0356763492784062,0.003960205541620152,-0.0012565528491816592,-0.03012552209792275,-0.11408077472431614
MIA,0.03148728821968812,0.07832448910799684,0.0692571760869471,0.06212836493262872,0.043302307617272696,-0.023581799100278914,,0.015826772059172375,0.0007015543178383303
COL4A4,0.005710410761198434,-0.02809068441343529,0.04712171276380816,-0.03074339170907676,-0.019952925748679684,-0.025199038106067093,,-0.00951868926845687,-0.0008389782009596547
TAC1,-0.024153579870823196,0.08463676971994431,,,,-0.021572239921355773,0.019882267632671324,-0.003253348814685695,0.021082409249267787
RARRES2,-0.04781104481564691,0.038604489234869574,0.014432485868277872,0.038624781639006976,-0.038438608281943544,-0.015330739638584334,-0.0787666678922796,0.005061327352238135,0.08378538764543476
FGF7,-0.0028844764138054348,,-0.02782589552907118,0.016702456660832237,0.050504051905059494,0.014436829545749855,-0.0095755575175295,0.008190704515939702,-0.04905387345080208
EFNA2,,,,-0.018249021224225753,,,,,
HBEGF,0.01690779094868351,-0.04122178682730155,-0.025741441582915227,0.05386352331991807,0.0375545685166058,0.0009832825025982964,0.017751816272586637,0.005883690873152714,0.009429583281728765
CSF3,0.059218038498820326,,0.02595864844810373,-0.0207138095859108,,-0.01792559187198097,-0.03806272214397005,0.00604782863451392,-0.0061813655367577505
PI3,-0.038335789068448284,0.0038031959981263638,-0.03520491959607838,0.038319654866459905,0.07843138239106585,0.010417267108757264,,0.004556488716563883,-0.0019569018009223615
PCSK1N,-0.06490952251568058,0.03776039144288248,0.025079183366055594,0.011144074836286528,-0.04517432409637851,-0.016819963962121393,-0.06371108630765349,0.04759607836422286,-0.07310100955476578
NTS,,,-0.052383224611583235,-0.022232969364970063,,-0.041446453749178734,,-0.026335096413042842,
SFRP1,0.001947629227942675,0.0049459345918522885,0.06676628910446156,0.04851271599840266,-0.016921313627808087,0.054531660053607135,0.06735577844914929,-0.00968411697261032,-0.03923657027826464
CXCL13,,,0.030453746044714815,-0.013051348166040786,,0.024042866747611007,,,-0.021455135380654404
MICA,0.04626340232433267,-0.04445308299740983,-0.024232114689324232,0.015254359047853038,-0.00720418034106242,0.07540230501593052,-0.028179743372774468,0.03204711371104066,0.11211279957086544
TG,-0.025796450771675392,0.03902759731725837,0.027759415144543644,0.07426323298528799,,-0.014753037565696564,,-0.010954115148952554,0.00032171205318157583
ADA,0.06892513926302925,-0.042504087779975705,-0.013043460260641267,0.005655664520096936,-0.023312961851171425,0.01530213161121316,0.034241630102727044,-0.012529459795780755,0.049758991981420995
LAMC3,-0.048356813424291004,-0.05316949392000935,-0.04130360693080809,0.05747169553770092,0.017667015230936726,-0.006757652994235675,0.1002490802798366,-0.024846005362411393,-0.09607947579346883
CCL7,,0.054585250270913196,-0.03365361446166852,,,,,-0.01863549589153483,0.04279027660573167
NGF,-0.018643780207467327,0.014624310167554102,-0.015196206700769745,-0.018003723677083788,,-0.03077432398490352,,-0.055794113034323634,-0.03507321161505479
TNFSF15,-0.023064682923913622,,-0.032808495125148725,,,0.12229979707373019,,-0.04923820656762373,-0.05452511584825975
HMGB1,-0.022841065960021743,0.008050827246733448,-0.00257270079871097,-0.061137081579330545,-0.04311322772176475,0.03091886557355067,-0.03988332979106202,0.043010760240006884,0.04071305451906669
ITGB3BP,0.05939032976633661,0.028195785439666436,0.09141476341729109,0.0003045429799649936,0.00809085395449802,8.325391191189094e-05,0.060981003948492526,0.029704592706294334,0.05209428003460126
AANAT,-0.033416028074160845,-0.006031011537411174,-0.029523715752559014,-0.024558239900079732,-0.028067843703220997,,,0.14868978088947796,0.00218401773348339
RELN,-0.014557900045783919,0.05737323071594584,,,0.009146113582807388,0.014472197981469386,-0.02387378782725038,,0.08127397909081224
IL15,0.002686420439630941,-0.0035297436238409304,0.05524637715544834,0.010877338310242504,-0.030260619344380277,-0.027153117394008164,-0.0144284490744793,0.010184496288856142,0.06913349322409418
UTS2,,,-0.0251416047328576,,,,,,
BSG,0.06662671538183941,0.034857997005521196,0.06630151051203316,0.014908468538724705,0.05270105297125931,-0.060641289833972024,-0.09589023188166369,0.026264554615177547,0.03765786008088168
ADAMTS3,-0.061151567445776094,-0.05762552986779049,0.004354849281642165,0.01367644116040667,-0.04538205603180061,0.039236007614493765,-0.02530702148324045,0.02151377052918735,-0.0005742719513259471
CD34,-0.07354361934715324,-0.0010472077758979356,0.027484720719271584,0.03956821669875996,0.03836538165469994,-0.017685201092608488,-0.013647593399040482,-0.03404809214104771,-0.024837647129546468
PLAT,-0.006808966226246235,0.015095950032724868,0.02996717437346647,-0.003792240960598116,0.06508974880972408,0.0723524190026418,0.032793170515302124,-0.015090704544625036,-0.020003267860553616
NTF3,,,0.003976292153070903,-0.043317081528849354,,0.0333437495304445,,,
LTA,,,,,,,,0.05304925157246641,
CKLF,-0.02439731952268683,-0.025887589057340562,0.06929460830264735,0.001106007303198004,-0.034147764716067806,0.02503953819163803,0.057688340293709714,0.001068378106618677,0.036048728725945965
CD24,0.08321327529249548,0.05316151745259616,-0.02416707385445495,-0.030526285054863586,0.04239920423372332,-0.034017405890348504,-0.03266638880072598,0.0008522376427486027,-0.04209259775681506
HSP90AA1,-0.0009611684747803673,-0.05773306224813444,-0.04263020638680437,-0.0257928990791436,0.060368094957501194,-0.02991832779437074,-0.04201795476926533,-0.002459328961093955,-0.09634489930039734
BMP4,-0.026090583327756395,-0.051771637884695555,-0.04909994324020655,0.013323250895417462,0.014102434665082828,0.05027562421448626,,-0.026959452299107026,0.004766203522309302
SCGB3A1,,-0.014877741395981914,0.022640369417794754,-0.010354718061767841,,0.011235582836385071,,-0.02821374150495847,0.010484138435922975
IGFBP4,-0.022936992596774303,-0.04462972783883637,-0.03632278477485647,0.003479181822401274,0.021497318471365944,0.005451647577736675,-0.034689708635020015,-0.07242704395275146,-0.10146244716695633
RSPO4,-0.022775288954148314,,,,,0.10476850578283703,,0.0011580936893343943,0.015354210020049119
LEFTY2,-0.022129412692307105,-0.05221287614653463,0.0347602476170845,0.11545096531725062,0.014149837690184873,0.05012595526564385,0.08121933898608845,0.0036849267475147864,-0.010559752799327922
PF4,,-0.015433268471505264,,-0.01672649139060015,,,,0.07181634803491573,0.017716218941326467
ANGPTL2,0.06618528507851296,-0.0015404688579380866,0.00784266360791483,0.0010965799218654614,0.003618132761830105,0.021364996722400813,0.029798240878422685,0.02385491183290578,-0.022078814950143143
LRIG2,0.061785305878458485,0.04561603049752255,0.035902147504013396,0.028679734435558806,0.01997833659831361,0.029590353805035264,-0.02566245702079103,0.07068975207414957,-0.009769230110407912
ICOSLG,0.0031361888902474706,-0.02275975172603487,0.0807780407967058,0.007089592116619769,0.00415620011865754,-0.016312501430237256,-0.014843778050636117,-0.0538390290228389,0.01781150222535506
WIF1,-0.031848990361337697,-0.002481864591803259,,,,-0.014471995398417467,-0.0409651008235487,,0.03074864937941246
NPPC,0.08260555818653043,-0.019852969999892927,-0.02298814628750021,-0.031647643055091504,0.07196416991919802,0.01108470798162638,0.07767214215338578,,-0.014281671558564451
LYZ,0.012851537422613954,-0.03369048927122623,0.03311660995297283,0.05979720945520974,-0.025073884371042424,0.016787207066309432,-0.01284609553571195,-0.014999881484055988,-0.04223105731786039
EREG,,,0.046518761542830106,0.01173751418887999,,-0.0005045010338517657,,-0.029714851505687062,0.005949623697524866
SPTAN1,-0.05339831577435532,0.019741805758598695,0.009834629897617336,-0.027463429697648617,0.03860230580597029,-0.0035559505623884084,-0.023160612359192347,0.019525596711560594,-0.025877382124514042
PTH2,,,,,,-0.02475836016156303,,,
LIPC,-0.047767375378517,-0.018894377163361384,,,0.028606733803052307,,,-0.03355190413131582,0.04854276918364738
COL8A1,0.02059147766739492,-0.021212172903221513,0.015426073666714139,0.04907791721721886,0.08195179876720597,-0.008752264383346062,0.026361179812799295,0.0677412485662168,0.1408760734052171
GSTM2,0.006473833185388207,0.004309875006324135,0.14832680362018968,-0.018846136153902376,0.004460548150738258,-0.008128653818382165,0.044702906932309515,0.042235683361618474,-0.0339137530998711
SPX,0.015539433797067312,-0.01853456637508962,-0.03393112433395815,-0.001618584693031328,0.05234488769206372,-0.038312083497627464,0.03959104888679434,-0.03219515233854094,0.03181006645411882
MFGE8,0.0003043795459649802,-0.00794177469340396,-0.033119286114589974,0.03488647729990363,0.021900610055880385,0.009712110494887488,-0.024311948248668447,-0.022767836309044703,-0.10031492997606725
TGFA,0.0737831050412511,0.0023742608481619565,0.027438064110526378,0.07418142715408585,-0.021198324362204563,-0.008327712481514964,0.1098533907403608,-0.015769216827821363,0.001930111079518048
SLIT2,-0.046155661549380556,0.008994157641133383,0.048253745580026215,-0.0412342391024972,-0.037700067470398585,-0.017399894309946116,0.1089885932910052,-0.003491837060914945,0.03379919873713517
PLTP,-0.028455907287366123,-0.015579131294166833,0.010479332029415433,0.0394985143881163,0.08872985123631379,-0.0005606657819980684,-0.04547965048593989,-0.042572790732439005,-0.03626875303223015
APOD,0.0011080702575655156,0.05001906268911305,0.07256808060269773,-0.0038020485785915862,0.005812585482359699,0.04214899853725485,0.10491122092646929,-0.10469604874705217,-0.1940364436321635
B2M,-0.09735133951375978,-0.015221555771678918,0.06456654560043362,0.04256826494709245,-0.020544439687079735,0.07582359573543368,-0.08746831851949737,-0.02323041593107347,-0.10026642270583831
OMG,-0.04377077803609014,0.07899759582776944,0.008960837623077948,-0.05773083128516424,-0.027207756938737553,0.006148477428153613,-0.006763576801467353,0.043412324556472336,-0.014340214287263096
CXCL3,0.015591608505181879,-0.019737485443842805,-0.024417964064171686,0.017679026011541196,-0.02876842876356953,0.028218351801018244,-0.018608893478907672,-0.05804183719136482,-0.03898344798877881
CXCL10,-0.041917328967012515,0.03826658122024554,-0.022506984758846018,-0.02243507390591441,-0.038757209998093754,-0.021272285623982402,,-0.047870869860572964,0.024395459733859925
RSPO3,,-0.020209521319812934,-0.03622586570037729,-0.019837337717319197,,-0.01299603955612763,-0.009755277829201069,-0.018911384336493944,0.00871197623938675
CORT,-0.025535111660241788,-0.004928613799792588,0.020878310223723818,-0.017503423097872957,,0.03572551406411391,-0.0360201941820312,,
NCAN,-0.03551251339032216,-0.00035850843721678546,0.03108468048377368,-0.027649576378393218,0.08846646937460315,0.03056300177331307,-0.10973343308708657,0.0445661232182325,-0.03804707135283141
PRG4,-0.03484943202174288,-0.022374348515022617,0.011017112162722444,-0.025827371886184895,,0.04751578104554271,,0.005269958104305425,-0.043578318608433086
ZG16B,,-0.020630936927219363,,,,,,0.01220428324576703,-0.03258012224892532
TGM2,-0.017418272412183262,-0.009703378916238696,-0.020636911848360282,0.061621346499212505,-0.09058417550003361,0.0012291917010131645,0.0623864728718655,-0.007258910218069823,-0.05712829146280265
VEGFC,-0.025005163267716388,-0.028408686647061948,-0.022663157572247673,0.024345636290737487,0.004563185480083852,0.03357891751127885,,-0.005445679139102434,0.06702294443673902
WNT6,-0.03171320861504863,-0.024004909240697585,0.02315134067382767,-0.019188161408087722,,-0.02066132158587911,,-0.02847825302332016,-0.033665041025147405
NRG4,-0.023633808041373983,-0.013702923516805587,,,-0.013605918210634602,-0.02055799260155944,,-0.018911386456008934,0.013571139511771151
PMCH,,-0.015793356788649245,-0.007135515521935146,-0.024558239029195062,,-0.011836443349022736,,0.014312801545653297,-0.06483523412962922
COL9A1,-0.020533528613034476,-0.04138672808335282,0.026809101264300868,0.005257169675161496,0.010867022033432672,-0.010884771588647695,,0.03270487916942496,-0.04101664635437016
GDF11,-0.005884254702598389,-0.007850580960209385,-0.01437568943337592,-0.017745307437071485,0.037052872928125286,0.03499455578606539,-0.007615909845758597,0.013305196610271939,-0.020561998751430423
RAET1E,,,,,,,,-0.020745656573216486,
IL24,,,0.008505651323187252,-0.016459795989437934,,,,,0.007674810892039591
SORBS1,-0.07315521148109745,0.012827019059111128,-0.005948362467303893,-0.03407204662214796,0.05578027685647385,0.0034213355583822508,0.011986677984611867,0.007663603733480106,0.009307441305426252
DLL1,-0.04499097940191341,0.03409356201859115,-0.01450827171100128,-0.056189007970887085,0.00017400174082958313,0.022224045559230826,-0.01475236573096049,-0.018958688872257552,0.05559266111551576
TLN1,0.05341049407238423,0.015083945564387571,-0.04292520991046851,0.09700273179411306,0.016009178559230487,-0.0345343197787064,0.038303628926838994,0.012367882902018094,0.02965088911877002
COL2A1,-0.02419075886019873,0.009299717479048869,-0.006174737589214219,0.008323904574624398,,-0.024935374805137193,,-0.027522456081011764,-0.010649950440422171
SHH,,,0.06778309884673404,0.0138451471138948,-0.0319132501900693,-0.0482029475645232,,0.057867954975847305,0.08760104014683352
PON2,-0.07544123313491695,0.0003231646221641202,0.022028150516805373,0.00551208824458854,0.07263563039712255,-0.0513067413138073,0.06006644581385645,-0.011198105480421414,0.10869911928455193
ICAM5,-0.044206231980633816,0.12870365408711243,0.0076149347677627755,-0.052533641225038646,,0.012992649218101221,-0.037791693015273645,0.02165642457326718,-0.010799968215356852
HPX,0.04078724147066204,-0.008964872557218766,0.07696841730944612,0.02212013128382719,0.008653312966912696,0.062472501311916326,,0.015364569162203051,-0.013038404020988251
SFRP2,0.004903792282318969,-0.01977999683424659,0.06822036308467,0.05109476298700973,0.010317056560185237,-0.011928537779629511,0.04053181989594384,-0.026969023179608302,-0.10474901446376238
CFC1,,,,,,,,,0.04943904189114569
CD70,,0.09306518621060977,0.04994055428587724,0.011722594495980596,,-0.02993763208920944,,0.014425561535184117,-0.013682836664379978
HP,-0.1056066965777105,-0.04221065789103313,-0.003333386220796292,0.018008144028049424,0.013977347006594528,-0.05636711337637713,,-0.028289365718758223,-0.03339402451120788
CXCL2,-0.09879208392009904,-0.0230965214211232,0.008640326153255728,0.06527727940755036,0.043647751086750466,0.03335375960346813,-0.08624706832388049,0.018227683692653446,0.0235083914201056
NPPB,,-0.0017831825225322734,0.013321919731879447,0.02642616865821863,,-0.017690787936653133,,-0.01918349539434316,
CCK,-0.03816332132662224,-0.004252767941341182,0.0010201071927161015,-0.003258087472409682,0.06077975668206142,0.014635257301886364,0.03256252248905246,-0.024886172214773346,-0.08402036092348114
SEMA6A,-0.0222336929058517,0.04177994679867762,0.027389911917817845,-0.03870340604606293,-0.08906369105343735,-0.011383103146922114,0.09537316807070818,0.06565130297056353,0.04124696531811756
IRAK4,0.01768816282084094,-0.04948054696159536,0.06245484470930163,0.06670771050130112,-0.04309285764193352,0.027170585083171085,0.008149287053924158,0.04073279721597834,0.03558692599241386
GSTP1,-0.02191343433427684,-0.009625093303739014,0.07033286990197876,0.032893211608096884,0.01820157819855638,0.02394134451252851,0.012266762471771822,0.02143500297669434,0.05815296136967163
VCAM1,-0.019283564899912495,0.02525470275001105,0.03576907795393965,0.0739126050987761,0.05506268797793567,0.0013328354253376116,-0.03719798727660494,0.036762568093988264,-0.012588985096566993
NXPH3,0.03841976912264039,0.020290219147191424,0.044770483440140896,0.006896646690602072,-0.01875808088003428,-0.04857849659732068,-0.0880487291517516,0.021652499266290804,0.028213263624172157
MTMR4,0.056446136865283374,-0.004649684746321383,0.020212552022230178,0.018195233509214398,0.012299719948204639,-0.012198414547452137,-0.008662451904389093,0.03524084310588294,0.028885057722392426
LAMC2,0.086809773005174,-0.015065068217967766,-0.017089539948180993,-0.02161633066426087,0.022300429081930598,-0.01148911449279192,,0.02113654349616993,-0.0384796038626556
IL10,0.05057162625444772,-0.01985424884354358,0.021842366221822864,0.09454679460394781,-0.01078685504025548,0.010212078959472707,,-0.006247878968269997,-0.003326246288898016
SEMA4D,0.017861169695934362,-0.0010335785080615803,-0.0010727696027198334,-0.032452933029867674,0.02263251267916607,0.0007958535657231848,-0.040901031756776896,0.009193008929635588,-0.08134991168513814
TRH,-0.04211708448493907,-0.009414049149258943,-0.009045454478456796,0.001597374944491338,0.05964556064870486,0.01437193225724169,0.05717008184759049,0.018145223870232974,0.039407413251156743
SEMA6D,-0.05372567219633501,-0.03157405301832236,0.04461363949674255,0.023514656793097312,0.05710965452772315,0.05788735394538418,-0.04889740264244333,0.03882420755836923,0.07139880505057647
CEL,,,-0.038621309414301856,-0.02687279957530298,0.036380907443840316,0.11014042995636249,,0.01062972249612679,0.05453687660397303
PDCD1LG2,-0.006689603177180912,-0.04202096569868345,0.04035491055966134,0.0047504735921657095,0.053743889846223865,-0.030907285849135404,,0.06350847472258186,0.04697489849046491
SPINT1,0.0532809281906129,0.04031877272480108,-0.006160698245212395,-0.04831606641135783,0.06387086563660899,-0.005717957546347127,,-0.00017946810375572033,-0.022668794148599035
CTHRC1,-0.03095949584030093,-0.052060646286570436,0.0009420519354639483,0.04396043005174305,-0.030214882925687785,0.0360578697401486,,-0.045636060979449444,-0.09570702302687621
PODXL,-0.030956395662939843,-0.014520167836279142,0.05352010316697202,0.01802624797894305,0.06503363893541333,0.04430586230386249,-0.02822312745497711,0.022406286693834244,-0.020980022168414485
JAM3,0.01783806514287819,-0.04374428504112877,0.05568127409095644,0.030138793708774127,0.01849566968246649,-0.013524582050383977,0.011196334612663858,-0.008017231474299245,-0.018612682756718103
TGFB2,-0.009099588325084463,-0.024695158669778568,-0.05416422801049957,0.00016224557888009256,0.0768014901421992,-0.015577057004631344,-0.04735312880027737,0.019217207697385063,0.15339006681202877
COL18A1,-0.019987039958932404,-0.04097486109255939,-0.009000131080755607,0.03795396829502675,0.027698522359425767,0.002346962477523814,0.013978144927608306,-0.06184511005184394,-0.14257989161189843
NODAL,,-0.030954496417182658,-0.03812534310533034,-0.020331725359758433,-0.03274662983089453,0.0424746393991185,,0.041812407092342144,-0.010363730680782116
INHBB,-0.06138928539431208,0.03292501097318556,0.08666975952872463,0.06934974082790568,-0.022318293639311114,0.08167137767113032,0.019963281135349394,0.02549518641666121,0.0970961170581646
LCN1,,-0.015065071607669454,-0.029468578497325756,0.06823985171780274,,,,0.05455647139322571,-0.03419535033669084
ARF4,0.01712599827581034,-0.04093479583042045,0.03431317589780128,-0.00257026189770896,-0.005781144014038431,0.021812743290416194,-0.07339262506122979,0.015876721251028472,0.0617033632619422
CXCL14,-0.05929430607721949,0.043445926519759225,-0.062103138629322346,0.019025991063663414,0.04100536972219336,0.02742479561378389,-0.08522911384827596,0.09958654763681166,0.12149045140465992
LIF,-0.002056552110254067,-0.05609993628324683,0.011631949232530176,-0.023551094313867284,0.028361769953517035,-0.014414609929873838,0.08544807517987658,0.008833919006838106,0.013043533371132735
IL17B,-0.025796462711589033,,0.02570628391297985,-0.01758952635842944,,-0.016345719039056527,,0.032013960368215306,-0.025322906726824097
MMP1,,-0.020769688932649265,-0.040046377818863554,-0.031647641003332644,,-0.011836442411648848,,0.00951805959589553,-0.011467918094765855
MATN1,0.008384387182874532,0.015062786813905667,-0.02295296262835041,0.06583506074609534,0.00606200091584907,0.005663667830358932,,-0.026132541856167958,-0.03523356518474669
ADAM28,0.05775552356896858,0.0028309796452431505,0.06634484368549091,0.02961013491526125,-0.013415669944090994,-0.010866871343214691,-0.016618493079648203,-0.0020001228123408235,-0.06231106784387046
TCN2,-0.026280722511159132,-0.047054061498881625,0.006851446477463695,-0.0070299823055975956,0.046888337264772616,-0.005049791308400731,-0.0023435502729604817,0.032532473352394314,-0.046682791819396594
THPO,,-0.012061774850903892,,,,0.08622839227713366,,-0.012716218744277665,0.045737562135447295
CUBN,0.08220555742822314,-0.002970561622782975,-0.0006479059722961163,0.040332575911981146,0.08519941447278388,0.03489180090686594,-0.052839540607313384,0.009392559998721673,-0.028395835873136325
TIMP3,-0.02472963749730083,0.02470698309440946,-0.020647815146295843,0.019203710317955352,0.03612935573719873,-0.001881815892823846,-0.01754962498448466,-0.04489841234556767,-0.09276238967776082
PIGF,0.035753399875223316,-0.05442292064902317,-0.00282017107072778,-0.022276807103534243,0.027422624669720213,-0.001145766701099726,0.032941699066905375,0.047641021715705764,0.04334476473217616
CRH,,-0.017650525013325445,0.038037357909355876,0.11529535741578592,-0.017146333552228384,0.011680298301456839,0.07807810834982996,0.09681437275866958,0.05028805522792039
BDNF,-0.036818497555057415,-0.03274517747014629,0.005143730793893175,0.02946179141830435,-0.046327994140450926,0.007088148584957501,-0.04564856969089795,0.07592789741993568,0.008117162607270216
CCL5,-0.01596414595731915,-0.032716441285500185,-0.030736069571940295,-0.04479721015098663,0.0028817455200477286,0.049219748749418944,-0.06083157531189691,-0.008067636774894308,-0.09539728472063339
GAD1,-0.02666905469376008,0.04233533714358397,0.027934640045831363,0.05386753608628096,0.07837542367803794,-0.021279271719492177,-0.06392178476941963,0.05502011218559587,0.03029060650004381
COL14A1,0.024257672122801572,0.046536475307598676,0.08175363709894967,0.07239695144776938,-0.00551814708630728,0.020430929498944938,,-0.019524269429391432,0.028425570036647373
HLA-A,-0.009757072120704114,-0.03856954726395089,0.021738814723320822,0.05842561002062807,0.0486340958234251,0.02913867553955599,-0.08362499915488675,-0.003358455045284614,-0.1154781077292627
CD5L,,-0.017650522971294148,,,,,,,
FGF18,,0.026951420644554705,0.024785050434747425,-0.002251994055499467,,-0.02045421474252817,,0.13490730650241387,0.038409841031771225
ADM,0.08173968042679015,-0.03713371982839283,0.038610697009431934,0.01297919966754385,0.0779399349400764,-0.016637829425624695,0.010539764771852696,-0.0048186558609972395,0.06792971321964272
CCL15,,-0.029448334114257773,,,,,,0.02607558688957155,
GNAI2,-0.03734975655797151,-0.08695030444295775,-0.012564619503719348,0.050423658011229326,-0.07216808671033341,0.0675621893163381,-0.04343907520549479,-0.06693550491569611,0.035692913368838106
HDC,,,,,,,,-0.05606037443713917,-0.035233549227798484
COL11A1,,0.03506632825463565,0.05785116870405158,0.021703507607651624,-0.008718575898343179,0.009727402420463997,,-0.019911277110206533,0.07071198532805907
NUCB2,0.0030357120428457806,0.03697403972379368,-0.010259290473937402,-0.02946753777268293,0.01603383140494304,-0.002836425788437291,0.013299380652876386,-0.03197738501984397,-0.043534272160057744
FGF16,,,,,,,,,-0.034718082431223866
CXCL1,-0.031514332421449895,-0.03285889734688249,-0.007053450949126129,0.03194177132392274,0.016781732020161127,0.10578388573444775,-0.047154608834716005,-0.037659977604589535,-0.004149019420905079
VCAN,-0.02241038631669106,0.08572193971649146,0.011240407353180971,-0.00028222510296367094,0.05257884524010124,0.06132477754953543,0.0050347982039199764,0.00019882370328423393,0.060740261752646095
MMP7,-0.10136230363701822,-0.009951190169424012,0.005209512881252261,0.036746541538978446,,0.009469727832952963,,-0.013552314257146071,0.017154244278970745
PTPN6,-0.022614449250779774,-0.05507558261976306,0.06171975836896911,-0.013112603737216618,-0.05908994663611404,0.011197220599332373,0.002351804291093869,-0.032112103417552045,-0.05613976874797819
PTGS2,0.03951889301385009,0.012847632631286653,-0.02227041140250457,0.008190589906509524,-0.036840518113737286,-0.02386539363844903,-0.09493497493059502,-0.0022128606737535474,-0.028741914874112186
XCL1,,-0.019341816201536126,,,,,,,0.012959052540659528
CD58,-0.007814427888677023,-0.0169046617618788,0.05449205640599921,0.01530811153592801,-0.022476483432385386,-0.01671626454501497,0.10349479168016706,-0.034693140940525745,0.03988257391322383
TNFSF14,-0.010361652399383883,-0.019488873781476988,0.019312395471505844,0.03314562599185947,0.053361788460532605,-0.01709120165239749,0.030920146198048257,-0.005708842323991518,0.09945017341173436
CNTN4,-0.03362381252844387,0.03388707878225504,-0.04167025162911425,-0.045546805787769186,-0.0373968253140188,-0.025887478362376967,-0.05704181559209196,-0.03170946658717386,0.019431037439082744
INSL3,,-0.017326697609825754,0.0949025292808447,0.02569329584960844,,-0.017091200001112215,,0.006534253343844135,
BTLA,,,,,,,,0.0411892512229988,
MFNG,0.008245497068437071,0.007785644748683557,-0.009261332168328978,0.04282174302762704,-0.006537488715934104,0.04933286821281697,-0.03559008096806008,0.036273123192287586,-0.04824340532028501
ICAM1,-0.013488906084235872,-0.05172303590436481,0.028329112512911703,0.02623164140501467,0.048663144601704844,0.009073999844389164,0.045814384237848865,-0.004260463710400527,0.05880023777388662
PROS1,-0.01823243547188579,0.0603636224282671,0.07545580429846234,0.04499749517970523,0.11130020324233794,-0.04426381279995745,-0.03654636850054915,0.013610885581228704,0.06963152572009397
CLCF1,-0.0711789193231981,-0.015790308140515543,0.06095224566784688,0.10732333960835405,-0.0023243799276791684,-0.016064002032038373,-0.06051264207911977,0.07933851768502923,0.07891592209108812
PSAP,0.00929256347558812,-0.03336635716228163,0.08622866870778877,0.09084297990100867,0.0218711982894588,0.010048104545230085,-0.03712899948805717,-0.021813565238153095,-0.10376572273903317
EFEMP1,-0.044956157610450014,-0.046572572199313905,0.08441230309138259,0.08057205073610299,0.02497672752363149,0.0020566715818592946,0.0272132923842899,0.046946604134660314,0.14307457100065007
