,UKF243,UKF248,UKF251,UKF255,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,-0.0255954448966202,0.03815139523336589,-0.010337021672921751,0.02448966150317211,0.15925902251972068,-0.030277341286548465,-0.01029107089626346,-0.07335264986574161
NDP,-0.05634269956790879,0.03513318676503712,-0.010675510082530705,0.04704585434780768,0.03180508384167697,0.032732828676583836,0.046761306826360455,0.009525069721879971
TNFSF18,0.010499358543934557,0.025721191568931427,-0.007105940909170461,,-0.02612826950388813,,,
RTN4,-0.05656485323570666,-0.012247738958368403,-0.0021521844832038976,-0.003605101978719952,-0.22947370842464052,0.01596201008833346,0.0032391569163130523,0.04733089819803377
HEBP1,-0.02266000985997855,0.0011671162571539474,0.044432067320636516,-0.07657597899348506,0.11057921382056367,0.03631293970748632,-0.00691964562898423,0.04956493560852143
WNT7B,-0.0028956494240416635,0.020224365663537223,-0.016224520152413748,0.01889034694389845,0.006363749392878028,-0.0075863100707830285,-0.04658192258436239,-0.031638411401080355
PTMA,0.1056089101733056,0.02089957895935352,0.05877010364188247,0.09582329824660298,0.26126193059514824,-0.08288244599272025,0.03793507199769842,0.04898470585090808
CEACAM1,,0.013212539261820205,-0.02517543700255567,,,-0.02863947183912415,-0.004356258479784364,0.10369825231278543
PDAP1,-0.03338952887748315,0.056251824661773836,0.06837906452318832,0.03125352634018501,0.12431469964484378,-0.02310984759675168,-0.005963039796874223,0.06204955215992614
QDPR,-0.03722801534364816,-0.04205549363590297,0.020417797907747188,0.05770340674724547,-0.11808087869983444,0.04098279816242777,-0.017296453235101785,-0.053291057876588895
POMC,-0.019595404512710482,0.023595549225943795,-0.010730011598462656,,-0.02853710514005644,-0.02629655409090767,-0.018180473564377526,-0.03435139898435685
CCL18,-0.025863629475573992,0.02870508213287512,,,,-0.02793805208710534,0.07941127273564172,0.022301803429061098
CCL17,,,,,,-0.020318319080456768,0.03381464394830348,
VEGFD,-0.02914075087439613,-0.025485267941807624,0.023116755719332853,,,,0.013361884093762391,
TNFSF13,,-0.019232001006339115,,,0.00331112351412282,0.0735401084033482,0.0006531097374367239,-0.023580327864452907
WNT5A,-0.06369305513758396,-0.04371364062640964,0.07945238235462962,0.06964252420499138,0.2024228464638061,-0.00026621090274446784,-0.032182018439502004,0.040071857507220844
CXCL8,0.06356268616340219,-0.01721987060814643,0.050331921220904983,-0.12060057971974383,-0.036043042433717885,-0.07893272488092523,-0.05823808031642202,-0.039543181667339854
