,UKF269,ZH881T1,ZH916T1
IGFL3,-0.01740593962115728,,0.04764868751688528
BMP1,0.06793355816165345,0.05869750716118847,0.16642426291180495
NDP,0.021633177152836962,-0.03150407725169054,-0.08053999092796534
TNFSF18,0.033959323989361495,,-0.0011206689315024201
RTN4,-0.0924780196966906,0.03861669020964581,-0.04087384442722101
HEBP1,0.043649649585057806,0.028590550833419298,-0.037193948298431145
WNT7B,-0.04125388181084679,-0.006016748611400899,-0.016023935635645994
PTMA,-0.053666772386049395,0.051351829304415196,0.2200470673332923
FASLG,,,0.047336717332719644
CEACAM1,-0.01020338939038572,-0.014826660991910582,-0.03380858685019146
PDAP1,0.09143070402962304,0.032462740801055295,-0.011343755977539267
QDPR,-0.056410277988693316,-0.07377784832313311,0.0028443474277806565
POMC,0.054279386858669336,-0.024254469669081048,0.03733345841026318
CCL18,,-0.02273845960403257,
CCL17,,,0.05736291264864697
VEGFD,0.03818013610168337,,
TNFSF13,,-0.01664934657350659,0.02225456772224804
WNT5A,0.06550105919349018,-0.012053926905216448,0.10269584470856755
CXCL8,0.010473193352928137,-0.02957673827764827,0.0011945358252084537
GRN,0.028956464767851527,-0.0064250410679710605,0.16120821320062434
MIA,-0.032990075569651854,-0.04397613267926499,-0.0355628073401851
COL4A4,0.14057756941068125,0.08278488101397913,-0.04953917316909622
TAC1,-0.07876377318142899,0.04740079773025652,-0.01477573880532538
RARRES2,0.10825644515729349,-0.014188805813794088,-0.008862160681427098
FGF7,-0.007654156094607667,0.05409884964836082,-0.026260751518943415
HBEGF,0.00549290629262296,0.007714537500572668,0.07470343276122152
CSF3,-0.01814676256703094,-0.02125604383401487,-0.023188271931838582
PI3,0.1096063147505567,-0.06412704855108507,-0.050380411359746774
PCSK1N,-0.016507762600480202,0.017876991623010808,-0.10086297663241668
NTS,0.012821176322134564,0.011715821888603938,-0.008996591166935778
SFRP1,0.07983893936098183,0.03611616473040228,0.13665663717795887
CXCL13,,-0.03467303078819964,
MICA,0.034916734277429105,-0.04457799169696578,0.0754027976195977
TG,-0.02190151886429995,0.003902935199262037,0.0606688769541386
ADA,0.11023899458261278,0.08455125176369978,0.13162800468906033
LAMC3,0.05986513091289502,0.08679476298484673,0.19725569769366144
CCL7,,,-0.024299061236609226
NGF,,-0.03649198220382081,0.06348888134588364
TNFSF15,,-0.013199638299676601,0.08979308850913957
HMGB1,0.12274050497108822,0.006001287998279919,-0.07426064993201355
ITGB3BP,0.09610920627865344,0.02471694306725869,0.02016704492316265
AANAT,-0.01636887092170901,,-0.009599004602415856
RELN,-0.048031403181990825,-0.015943732590478505,
IL15,0.05842203353893243,0.017025704295745472,0.10683832960384436
UTS2,-0.05399508251705934,,
BSG,-0.057312239759095274,0.002038025841803546,-0.011477006682698142
ADAMTS3,0.039548598158025465,0.03141002709939411,0.017701615248068688
CD34,-0.03067145865018031,0.037622010882282286,0.17943005063440695
CCL23,-0.01862517672166966,,
PLAT,0.048639373353476394,0.06907620110607603,0.10087387821730466
NTF3,,0.00038124905021536605,
LTA,,,0.015665415680516936
CKLF,0.08279272461918348,0.007097176287591064,-0.050730748853598844
CD24,-0.05219016957493259,0.007732841971546352,-0.03597377350263532
HSP90AA1,-0.06280907703008365,-0.07414645610587334,-0.10231133203589675
BMP4,0.05251359480544085,-0.01874867184148796,0.10316729714614796
SCGB3A1,,-1.665745357262968e-05,0.20553850644933122
IGFBP4,0.021554950053143864,0.07320566199514733,0.2297431007462513
RSPO4,,-0.018460467690813387,-0.007271352793299128
LEFTY2,0.011063771553776683,-0.02510501645304191,-0.0015277452099453264
PF4,,,0.012307747281532763
ANGPTL2,0.07058334970271274,0.02986068564480065,0.1380221436949893
LRIG2,0.052589733748060016,0.035737281814023775,0.038211865914632326
ICOSLG,0.07057427926529644,0.006511361649543809,0.10294215404276498
WIF1,-0.043457014953606786,0.13650866234415052,
NPPC,-0.04407253721509543,0.00640205068492527,
LYZ,0.06987627194109744,0.05889124451750334,0.10359271756739069
EREG,,-0.022992823753694432,0.09347803349645084
SPTAN1,-0.03121856191725123,0.03264774678960483,-0.04119689546886198
PTH2,,-0.029358293584442377,
LIPC,0.052523931909827445,,0.014107994611096925
COL8A1,-0.05740715084961454,-0.0630354148447471,0.036972744570023267
GSTM2,-0.03814083172816555,0.04715182753911818,-0.00685351640736655
SPX,0.01860560203144214,0.0027663317334657538,-0.07162953190315731
MFGE8,0.012929486813350826,0.057559154858158,0.1731736130574912
TGFA,-0.04125005087774107,0.017703234398239176,0.017550534020028617
SLIT2,-0.05439125059086105,0.019155718056469654,0.05075799297909301
PLTP,0.049634880784237036,-0.05431241626858858,0.07182246573035829
APOD,0.060563455841996315,0.08878972509508094,-0.0856850589248693
B2M,0.047413006533214154,-0.0057665342115744015,0.18527957003880557
OMG,-0.04313448060705754,-0.008806721856358248,-0.009343720946855693
CXCL3,0.1047751555397245,-0.020744498425689473,0.014833469033793439
CXCL10,0.02789713191273124,0.03331654009325513,0.07600784076036204
RSPO3,-0.02687855400261214,-0.021995794929129626,-0.024658795705579245
CORT,-0.01878210293663016,0.01862165747275624,
NCAN,0.07590989947168278,0.005395974732311913,-0.0363651713733894
PRG4,-0.023284130316798882,0.14604945184707524,-0.009383438339020573
ZG16B,-0.025138960419157214,,0.03860906754597179
TGM2,0.05232864127596352,0.07839906626354502,0.110481432300673
VEGFC,0.031465069685256225,-0.01964588313884302,0.11457138306574884
WNT6,-0.022896893241638145,-0.008340856646947534,0.04359290185700449
NRG4,-0.0022667168374947986,-0.009010043278547056,-0.02465879846924193
PMCH,,0.012747267677797365,0.043943643799082534
COL9A1,0.005447916875885566,0.037608283508036015,-0.03879691987281395
GDF11,0.08190467742893423,0.00210839693884712,0.04032597297768905
RAET1E,,,0.14297791823624784
SORBS1,0.011934004718404116,-0.0018061514199655434,-0.08790727439478094
DLL1,0.03931471697915858,0.0847000821886215,0.07285491859707922
TLN1,0.053786535110768925,-0.009506959089539368,0.08900367253670508
COL2A1,0.0328499830359058,-0.003477881683645624,0.060042158063635595
SHH,-0.01689497151490698,-0.02253831133628236,0.07532630821049394
PON2,0.13573207931968645,0.006697632556467704,-0.11019889275803371
ICAM5,-0.00015033217798511009,-0.027938774175115415,-0.05317373489736302
HPX,-0.01829489304548763,0.0007500986594289692,-0.012541566005397494
SFRP2,-0.017152256487155213,0.048359935608983454,0.038879991343118765
CD70,,0.05254983956519988,-0.03762145257059462
HP,0.037294130631781726,0.008852792662461728,-0.0017165239648195716
CXCL2,-0.008926288549842877,-0.00044113061692184523,0.004371742015893619
NPPB,,-0.020977614938758753,-0.02501360479122532
CCK,-0.04018904024092199,0.023249451287370358,0.05742499520675093
SEMA6A,0.04736850761063681,-0.006809525535432558,-0.07029608338713764
