,UKF248,UKF251,UKF259,UKF269,UKF275,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH916T1
CCL18,0.13465044374509458,,,,,0.02033191628370056,,-0.02373574845696947,,
CCL17,,,-0.016084700421304325,,-0.01456070453984554,,-0.012195419590266163,,-0.021890175568577138,0.06226224519388714
VEGFD,0.05261746348281257,0.02048019432003403,0.047234793515114254,0.013546741438325183,-0.015513199125871216,0.0032760373663982007,-0.013070208907726153,,-0.023087378837071158,
TNFSF13,-0.019732974678235083,,-0.011094866364390468,,,,,,0.0623765436427712,0.15307431910869984
WNT5A,-0.03770160457223288,0.012006689246457043,-0.010840746069549576,0.01485724609275234,-0.007803689006421088,-0.015152962255031948,-0.02717386940539491,0.034306670706066876,-0.028001272907892404,0.014024028534203231
CXCL8,0.04744864837750918,-0.01616840507579756,0.024390174966525277,-0.043433733828908264,-0.04132869404464159,-0.036267083123774656,-0.022086490261286586,-0.04179052219147481,0.03938162296972753,-0.03202763945565352
GRN,0.024819427730855794,-0.04349552372304674,0.018292402001208897,0.04429180414553923,-0.011833930618312156,-0.04261014248963775,0.05773769884630166,0.010512522462190928,0.09057562185100473,0.059909879449414505
MIA,-0.029654912624362845,-0.015356641381203982,0.0031745145370514474,-0.016217199303885148,0.009541450042275188,,-0.017900250074917183,0.0553609092620075,0.0702053446395216,-0.03318583863050039
COL4A4,-0.0088239784484426,-0.02582529688076796,0.009451199810761243,0.16598943037590044,-0.015201826028453276,,-0.017363906655808715,-0.030009402361865837,-0.03372004597048395,-0.029398615453787226
TAC1,-0.05450271148419394,0.029372902509610575,0.006711463168342454,0.00026903371521615703,0.054674491279712696,0.03111197174168145,-0.018774990905496017,,,-0.026017155972741964
RARRES2,0.014978454828268753,0.04605916058783932,0.06526823626023917,-0.008439855990956131,0.022693733106769712,0.042021356872797455,0.018981561311996447,0.08459450669540902,-0.04258151423112216,-0.024453038108868876
FGF7,,-0.019489737278893353,-0.028511623881182776,-0.0039230858009706715,-0.016961194343392414,-0.036952059146185226,0.02444353354088766,-0.04850648137075793,-0.04429728291358845,-0.02702338945728197
HBEGF,-0.017571934684354987,0.023487683108674138,0.007109461674435251,-0.03146784327824697,0.0037476610371326067,0.005873291825291442,0.027232319360139184,0.01727064331390539,-0.04219582915361699,0.07165542717261118
CSF3,,,-0.0191715604283101,-0.013593895776379724,,,,,,-0.02083676899765295
PI3,0.0110155204445632,,0.003234891113029022,-0.015306906064207294,,,,,-0.01859927435248354,-0.04527137669402598
PCSK1N,-0.010129578199905776,-0.025470404722217243,-0.05723840491597633,0.007162443732509047,0.04381356550825323,0.05273085009583802,0.06715256483411185,0.029529709175775947,-0.011725410874248268,0.016354589625426904
NTS,,,,0.006891121453643251,0.12350708976641131,-0.019176909275148372,,,,-0.0029630837694813866
SFRP1,0.03361746991817065,0.013205227317331276,-0.014034522849011246,0.07141894826371177,-0.005957657511450032,0.028040386673884154,0.010208592765302879,0.05626489459278773,-0.05788829429041087,-0.0021085011750139647
CXCL13,,0.015137201542585733,,,,,,,,
MICA,0.04059496148559225,-0.043152125668709844,0.0027140833412495264,-0.011855778696196145,0.04298720297090316,0.09728333102527219,-0.01343015637890007,0.03024015841231374,0.06008157524677639,0.035458639091032626
TG,0.016033663187583907,-0.016393588464401067,0.003652919437508243,-0.016406615983757825,-0.014669358795969116,,-0.018319241034123752,-0.001381117096324805,,0.05436662752725274
ADA,0.03692570904136462,-0.03386697108094907,0.0014952609097570449,0.07481452050636171,-0.039825634003219174,0.04053994483229182,-0.0301300626245985,0.026041232091192447,0.01867820489036099,0.06642032230609812
LAMC3,0.025631738989310076,-0.029152189134754324,0.006058147342118062,-0.0012845023861601588,-0.043369667264325874,0.01240666046120441,0.016114444887064584,0.14376464461411667,0.07972498033290405,0.0740992101244767
CCL7,0.06685526064628494,,-0.010950153288970036,,,,,,,-0.02183491410379127
NGF,-0.028558124566799504,,-0.025089597985494188,,,0.2823017833457055,,0.004872854360319172,,-0.03305710886900356
TNFSF15,,,-0.012193531252404998,,,,,0.08202741080749992,,0.04255851905494294
HMGB1,-0.035701223460186976,0.0663203802605647,0.0059649911704144415,0.043614885111454095,-0.04935474961479783,0.00460264438854781,0.00284948667134482,-0.04755873839421297,0.024298063536240287,-0.03926307272132811
ITGB3BP,0.02615675054092127,-0.018918949986885137,0.04221093563488051,0.0010114583825433633,0.05414565594909982,-0.015776681568672797,-0.06671915760745353,0.12163396974983741,-0.03660438699649187,-0.041947930554631585
AANAT,0.0035614985067895376,,-0.011094867548524437,-0.012262061867222182,-0.013192240093214668,-0.018029126864724073,0.04533651028146359,0.033101919992563934,0.04775632635952165,-0.02310224968529002
RELN,-0.025657324318352832,-0.02008588982057896,-0.019258205423663268,-0.03598073686352781,-0.029045054216034576,0.026546505584499412,-0.018110812687815583,,-0.03386201445640759,
IL15,0.05100685601783924,-0.020885180896364035,0.013978119351989485,0.05842521517393343,0.005185316861277949,-0.02095012869739932,-0.015172206082192531,0.06028311106841262,-0.033720041697264426,0.050347769235361294
UTS2,,,,-0.040448180300075465,,,,,,
BSG,-0.005814290697616079,0.004315438462490121,0.0024300559399218716,0.025413913318248174,-0.04938326645015011,-0.013162161337523159,-0.04280838850422933,0.06863294776208606,0.008278981048381377,0.02939874446958564
ADAMTS3,0.01623739100867053,-0.028804723493437566,0.010732472533062162,-0.0007326303175833152,-0.023254688374787526,0.02624630007995978,-0.025211309795269813,0.06516317059657303,-0.005313771920776503,0.044852568604115295
CD34,0.031037478577170888,0.08578850229774163,-0.02013770016031046,-0.0028262104650684625,-0.014680302412879888,-0.0250838664297244,0.017703782361499953,0.13667517005410862,0.08640537836668685,0.07224992726912567
CCL23,,,,0.09381972691161065,,,,,,
PLAT,0.014775437288309653,0.014245749631201147,-0.0028923066923799605,-0.01209262972430495,-0.015226178327149635,0.03007162327176448,0.034300793815342775,0.040862228869238966,-0.0029523445415108288,0.07485666592708452
LTA,,0.014258300299378336,-0.014034522192454208,,-0.012705502056198489,,-0.01517220795505673,,,-0.004482662148256625
CKLF,0.015185894939150424,0.016028206128949906,0.008477898043730335,0.052366657070788254,0.04303914858661338,0.004997674293921383,-0.08101862955294273,0.06715168129524987,-0.03181025671120484,0.02362372927747667
CD24,0.042007701328869454,-0.01769883013088027,0.021779021380756394,-0.01748145394442546,0.025715652656571723,0.05765470670176751,0.07013790656934245,0.046669626855221566,0.0642569997351103,-0.002269679148007833
HSP90AA1,-0.0024630982391877954,0.04257712963348593,0.03201599058242982,-0.014961272891164555,0.031694438895090805,0.06357684799530183,0.0683575193869212,-0.07376209158483728,-0.09178755667136809,-0.09236229438306354
BMP4,-0.052112279095600934,-0.01277995699160296,-0.03274422504977401,-0.017326790121253797,-0.03644306954567041,-0.028756848561014944,-0.012928288230490088,0.07381181210481719,0.06335463460979578,0.033696280563453244
SCGB3A1,-0.01663305049103895,,,,,0.019114845215638176,-0.010586966066979855,,,0.01243322298528991
IGFBP4,-0.005912351941854904,0.02251958928419317,0.042589862276600166,0.023149209764244533,0.018334034602536,0.06796817953908205,9.170589479416974e-05,0.04228577478236049,0.10512743396124696,0.0809960219103084
RSPO4,,-0.0029739533978355485,0.031469010232287924,,0.004157066730755837,,0.011144318393319152,,,0.052282782840114006
LEFTY2,0.03803772848462398,-0.012203961237308146,-0.022244775351958925,0.08986924559666598,0.008527365869195707,-0.01917692190187076,0.01741630795199048,-0.03159233580933037,0.045779284815480756,0.05583356987374679
PF4,-0.017254119889302224,-0.010966476421490042,0.020874079426062127,,,,,,,0.021552000111210917
ANGPTL2,-0.01636923490292828,-0.021104505415548747,0.027444640861896456,0.05435080961363659,0.04272320268825236,-0.08510136381983678,-0.05767644223016144,0.05873737824593901,-0.002571985293997307,0.051316911233434445
LRIG2,0.003851403951739001,-0.011810563557839836,0.017288326351794416,-0.009514387622940927,-0.032089113877210106,-0.024616390476236392,-0.06045652504313517,0.0933708168860389,-0.03638443271015034,0.07227466717311767
ICOSLG,-0.030908968357335174,-0.024165958401287164,-0.0016643842710971617,-0.03611667021563532,0.05128711514742618,-0.06078406737212579,-0.047688574249703,0.05418784462369527,0.0008059810455845047,0.053244161979969985
WIF1,-0.009529098668572893,,,-0.016292734428049613,-0.011403271087897229,0.01670908638175747,0.04996553367017571,,,
NPPC,-0.011212432014069688,,-0.014820288991060415,0.014888542086851758,-0.022244158654144197,0.03968183071071534,-0.06473776607137154,-0.02960175429592876,-0.025688598378679945,
LYZ,0.006950787943599377,-0.013951904029688019,-0.03343328573490007,0.008543640061753484,0.02669018716168249,0.028369776778538455,0.03131726453373207,0.04055312555987609,0.07887097233963765,0.015202772601304057
EREG,,,,,,-0.019727448404767898,,,,0.03746440632686153
SPTAN1,-0.011113570024395983,0.01585884287254403,0.020881619589903453,-0.01613142514082032,-0.0314343599359774,0.04702853325157673,0.06631716490930174,0.1534347582273412,0.024120361498847647,-0.02191969183408668
LIPC,0.010664492916374908,-0.016505133112996877,-0.01716887758690814,-0.032071251048934886,0.022345863119531916,-0.03533150053722627,-0.023834119874003294,0.028747238829257504,-0.031531458679412476,-0.039312232365048314
COL8A1,0.04678340257301391,-0.029465570064104295,0.009992443603257349,-0.043004190008325595,-0.01907229393045166,-0.013566786027098597,-0.06259661454656092,0.03101273403045004,-0.042001657976630406,0.04699193754669611
GSTM2,0.0120468735871907,0.07820087434118972,0.002402577396042845,-0.035668016526911275,0.00042686422684316914,-0.031376749731670595,-0.024706041446435904,0.051893305144141595,0.11821644343247752,0.054839639118058794
SPX,-0.03416404996476318,-0.0088415459254142,-0.005902478660232173,0.038065798033164726,0.019802490992093198,-0.021156975151507426,0.021325290559691373,-0.04822955605305206,-0.07075107387776602,0.03776648510788613
MFGE8,0.0344790562779675,-0.0005552546698398894,0.027515321255504373,0.027937014294883565,-0.03037316458360951,0.04083226086359554,-0.027193786230300696,0.05039765628132507,0.05882673520819732,0.11715380727011203
TGFA,0.0006402096453636031,-0.040021182652671246,-0.03802150129644162,-0.030623239383354973,-0.007690391710293584,-0.02369252866048265,-0.04052713569483655,-0.05629498599833403,-0.01661022653594618,-0.008842383566589514
SLIT2,-0.02860895348430023,-0.028594745705982517,-0.022987208589096305,-0.0188824650058919,0.06754307967335846,0.04193081549003756,0.09855261281146652,0.030505281249030444,0.07298123710954492,0.046831679385980846
PLTP,-0.01927721974014548,-0.027549595745384996,-0.03680921901596383,-0.030617110948103547,0.024645118458551118,0.006285954064934089,0.009885284163733358,0.0649853627134775,-0.0006034344446569694,-0.02687869975493904
APOD,0.007953720077769176,-0.05190625626069537,0.021865353805583607,0.06904763355589107,0.05306414891464558,-0.03158474254594942,0.07839398765555959,-0.0855087300887117,-0.07909377441909682,-0.08687608620285839
B2M,0.09622682212701691,-0.02111798384645552,-0.027094926588319464,0.005757678427806341,0.08357960005477846,-0.022648090145559876,-0.0037071346187527794,-0.0409578684303573,0.02348230856679638,0.0652334062541251
OMG,-0.02592369938561744,-0.0483509179073225,0.010634085737612103,0.047996020367752655,0.014380985312510886,-0.13577026620019114,0.020773951014559672,-0.05094891043164941,-0.1237256799670308,0.012813659920441863
CXCL3,0.01982946868081027,-0.02254603186261947,-0.003321268901387398,-0.016099501073438906,-0.024675636191809132,-0.027771212857770032,-0.010926737207996366,,-0.019067949735624038,-0.04239340675547783
CXCL10,0.040582516140755705,0.06837619905539857,-0.04419215282413387,-0.03548524796770947,0.0628596423909488,0.04325293562138188,-0.017363907752780055,-0.03992920826274033,-0.025688595585467797,0.05075613170507945
RSPO3,-0.022593885695779123,,-0.01109486672873934,-0.02013495577415743,-0.022318836142825735,0.03845485976364405,-0.011418229790125453,,,-0.02215816820622957
CORT,-0.042125972830077796,0.10008212752560192,-0.024881090560076348,-0.0240502552664863,0.02617580348617,-0.0038208451169045687,0.019558207567391288,,,
NCAN,-0.03283451809166637,0.04463428022763982,-0.012220963474405851,0.0190418430259394,-0.05623257674643784,0.05993611374714799,-0.05698993496326056,0.10315665327003129,0.011398520506363209,-0.017425758320551543
PRG4,-0.025014124029268475,,-0.010950154995388877,-0.017442342103779165,-0.01888476746961262,,-0.013349798127669208,,,-0.015920381041525503
ZG16B,0.008049123458668744,-0.01319637200687987,-0.012708994073269446,-0.01883181127224453,-0.010095674769840985,,,-0.02748233936091598,,0.0038452977302017525
TGM2,0.026083163167044666,0.030991914332923965,0.01541176641145277,0.02736743111444908,-0.010102457498405942,0.006904899837440184,0.14139884999456062,-0.015734973488839853,0.12347956677649556,0.07265193212102854
VEGFC,-0.03176040682574987,0.021561241006555713,-0.01951610821239188,0.010266471673259742,-0.02718516137679779,0.07227961814777277,0.15599219686416874,-0.03562256988798003,-0.025150939905810767,0.04667340382782224
WNT6,-0.0014967788710239837,-0.012203961557595048,-0.015145474331942466,-0.017152259483199286,-0.02246756411148555,,-0.011890340198989118,-0.026135707958759205,,-0.021225375958218634
NRG4,-0.015319624979597232,,-0.013326839553789204,-0.02172554360211774,-0.01939542586815596,-0.024834529978786303,-0.01589398638796014,,-0.020195841464374708,-0.022158170689631575
PMCH,0.0020199030991876364,,-0.018465634549453554,,-0.01477727166947297,,,,,0.04409971227731351
COL9A1,0.009997380918693064,-0.030311639132016104,-0.013918911244865351,0.014923227959278,0.012730569728618803,0.03436454111834455,-0.01811081963446356,-0.02848187916662365,-0.015827254750505233,0.015723013130283223
GDF11,-0.020559412403760732,0.008375541563292732,-0.012035673164039426,0.03767232254476557,0.019870236764579257,-0.0665132873382904,-0.013799423781254953,0.03077189593502781,0.03494099965539015,0.09897924916538854
RAET1E,,,,,,,,,,0.07990180370313159
SORBS1,0.030308063295455573,-7.735262885240774e-05,0.060608779937221045,0.03277900335974747,0.03902427814296144,0.054250994008660416,0.048239330618459614,0.09846680307500753,0.011173261959171224,0.014602206080652798
DLL1,0.04944215960299779,-0.007951207264417415,-0.01154793570539597,-0.04101457119901096,0.025317962014698537,-0.016996859020085676,0.0015072843622471498,0.032762469285397264,-0.027816622548119518,0.03715693350489772
TLN1,-0.009250888528368782,0.006717682027160342,-0.0154486503109959,0.022685876135584683,-0.028710703159189735,-0.025361530031534164,-0.06187717270748617,0.06517336775609041,-0.008149598758118706,0.08231977857346204
COL2A1,0.013429902356817281,,,0.03073778426470458,,,-0.011092881558224039,,,0.020237129556289785
SHH,,,0.013925933579987141,-0.012656168342435457,-0.01917414152110498,,-0.010586965141613116,,0.10378196888672996,0.0633369492927724
PON2,0.014440803165687,-0.07235534179764491,-0.005655971475570775,0.057184323604221425,-0.008046875578311892,-0.031050530891644747,-0.04285413726778933,0.01554896050844706,0.04152288433744273,0.003945011725813823
ICAM5,-0.0372647257014602,-0.015709239336206302,-0.01773499301403138,-0.031460009093170226,0.03162888484951206,-0.03155096975447404,-0.003420659924507363,,,0.014708512965248957
HPX,-0.00917638090086809,,0.01585944179925341,0.02624207618368194,0.08940480725832152,,-0.02690995242608946,0.01781863205960923,0.027846202755350928,0.025740547392399102
SFRP2,0.07269916714124161,,-0.012959457999001929,0.04744079754472505,-7.062125849615422e-05,-0.02158012365575741,-0.00424276189017432,-0.012558640702565297,-0.05342271479880574,0.024430168210437676
CFC1,,,,,-0.012705502824057613,-0.02026411983808171,,,,
CD70,-0.021912221224035824,,-0.02202739127069773,,-0.023700211373032985,,,,,0.05249118320677145
HP,-0.03391012973915395,,-0.03841248493564477,-0.0377730628715075,0.0204846464984495,0.0884683341164846,-0.0002530209642755738,0.02363276585615566,0.01249701998193526,0.06888595753303399
CXCL2,0.1145022587572961,-0.010247741994297664,-0.019445212943035774,0.04177663756038196,-0.02626917732183906,-0.003858173015275618,-0.020954148534002955,,0.035967750801356675,0.07505337306563918
NPPB,-0.021458244956768634,,-0.026452260742720758,,-0.011125454988874307,,-0.01362400210132792,,,0.05374364223352229
CCK,-0.0308682888095466,0.04180538484495416,-0.02288463753369288,-0.00033340159353896455,0.020000544809476963,0.062346236725854924,0.11285086612171653,-0.034205168175695626,0.037538354927618756,0.13138695734349287
SEMA6A,0.003582885157265541,0.041417008334197807,0.0086130749542476,-0.0017600336348256361,0.015325212610749856,-0.04574713218879682,-0.05084294423746017,-0.029422289156765397,0.009566001124691251,-0.03676093610795517
IRAK4,0.003620121760054885,-0.023653751017064465,-0.027009902893912606,0.07522780290656644,0.05427532240020197,-0.07386710453602269,-0.009572143533380914,0.1247131955909821,-0.05305219367362569,0.03605092264269494
GSTP1,0.05314344207924848,0.03309670523479285,0.00047373661991006994,0.026654328874802367,0.04388082409546288,-0.038184925909913604,-0.058398292996129565,-0.07726490782189392,0.03380202866375354,-0.0004259485526415452
VCAM1,0.010550243398765015,-0.013797692028105425,0.025410356319963256,-0.0015608450559614002,0.013683465229208474,-0.03941819206010164,-0.036858603144310664,0.08164575937557463,-0.04188107214253383,0.0713289839982419
NXPH3,-0.03186810420977346,-0.000897539152204995,0.00950506496695882,-0.03955133468976436,-0.0026720736589770644,0.005262201131205516,0.07742168695670609,0.05171811459905458,-0.04291219048466777,0.04760172997792423
MTMR4,0.007343145872027803,0.008830871915889504,0.04597537100612032,0.011477950616092338,0.02397023395251959,0.05222044483068967,-0.042960998031515575,0.039157139387492185,-0.06504358899876,-0.01726034337547577
LAMC2,-0.016842478549067837,,-0.025434082667141054,,-0.014005706628671559,,,,0.0564389985670388,-0.03291360527018122
IL10,-0.03558630589522542,-0.017479998807030613,0.038352437319684886,-0.021126147227011706,0.040455209461091796,-0.0725684168792762,-0.01219541881398958,-0.016058954229375807,0.08727488856563612,0.005257323212849551
SEMA4D,-0.007157655720212129,-0.03757792358029722,0.026358682998243874,0.0008048057217403153,0.023274709493595256,-0.0692667293706539,0.001184535234135349,-0.022152842311449063,-0.07434160914273473,-0.00824284805187628
TRH,-0.04094874506525093,,-0.0051797879199240345,-0.020575940574434952,-0.011407483893712225,0.08663845016291578,0.0008876836100845928,,0.04423412754959511,-0.025175743313302475
SEMA6D,0.019709522249301167,-0.016490116313653647,0.015905440655768082,0.043817840025088386,0.01898658404218596,-0.017860483766899412,-0.05280797724617263,0.008788017019483191,0.02556766582865791,0.032709028364846224
CEL,,,,,,,,-0.037992907402043474,-0.03806281968729337,0.06081109104919814
PDCD1LG2,0.01072292930711714,-7.205363121823213e-05,0.027719310732871105,-0.006241164212349342,-0.00598457959367182,-0.03300392922577209,-0.004741975231059984,0.07248155649506628,0.017594322497447006,0.011362979036557036
SPINT1,0.0002932475551940506,-0.02079374179386869,0.03794375747873178,-0.0019008026986822408,-0.024331854697671258,0.00719719137426203,-0.017900249370737944,0.019851679072842514,-0.02541397166728907,0.023732828819534903
CTHRC1,-0.011153627164946653,-0.018307319521803266,-0.014411314129170008,0.0036181824803189514,-0.01195866319249316,0.03141132710792569,-0.04682089843885688,0.18337869699619824,-0.06438264291406808,0.048385832670788886
PODXL,-0.02508194767257476,-0.03235439057096143,0.03254098843509149,-0.013590626277535845,-0.047298639422274934,0.017730350995603505,0.014641169702106101,0.10090021156991323,0.08544480639640577,0.09652308706519644
JAM3,0.057694969599957756,0.034864515033115454,0.022590559282219192,0.047784314440981634,0.01785872854603576,-0.04263222302894098,-0.051999305971292493,-0.05984061755396316,-0.054163126950181245,0.011789937755960654
TGFB2,-0.04635007997784986,-0.006717556946017947,0.0067536316050431,-0.02242548731344149,-0.045536184378153925,0.040556293803217125,-0.008822111213777392,0.037018211153972226,-0.07432081384071595,-0.042377345581669425
COL18A1,0.010124400237052777,0.020457592417687177,0.010365002781222642,0.0820214994077675,-0.023200506188080585,-0.004667109857439848,0.03963559134023157,0.10106050474937525,0.052103638519249096,0.0984836029772002
NODAL,0.061682530863016595,-0.011754461100467465,-0.009752829052213178,-0.03303340304905042,,,-0.01872991918769969,0.044494169913030825,0.11386364478914994,0.014198326732917137
INHBB,-0.011189618190833887,-0.02750031379494358,0.0011416192782218349,0.022832519451245693,0.055664039805962136,-0.019456639320556593,-0.03135729770263491,0.11076447123450277,-0.011353542846112731,-0.019999705987382838
LCN1,-0.01684248233869409,,,-0.01412825085320224,,,,,,0.18692558746421467
ARF4,0.03764596131912658,-0.0034187531956685635,0.021779156906950942,-0.011458858546900524,0.0168051227504879,-0.01562756043269231,-0.06107371091042109,-0.04161458982571208,0.03556229981493116,0.027142011325881392
CXCL14,-0.06919883427990854,-0.0343026904987111,0.009284648979628874,-0.008745824781392386,0.01842579671286333,0.07079319342106459,0.0692634685064627,-0.01371076673951223,0.004946070861862632,-0.026701634549002914
LIF,-0.047693095761112275,-0.014874596228114318,-0.0023348445852643777,0.007983663636750082,-0.001493451458900783,-0.02757047379488191,-0.022562981432220637,-0.0088744986051829,-0.020821378110560212,0.04456203143606601
IL17B,,,,-0.023333016174276237,,,,,,0.027788293488741372
MMP1,0.006797557457758619,,,,,,,,,0.087252629781879
MATN1,-0.007002446068975842,,,-0.014812510510724578,-0.011265181979487428,,-0.011092880177768008,,-0.01975175243078637,-0.030619083606052748
ADAM28,0.015456391111817338,-0.0028716721702817406,0.01834595813727635,0.058036183848868626,0.044536659794900076,0.016795857983506572,-0.05470994974828798,-0.0337871833793007,0.002919893992409222,0.036501440301522095
TCN2,-0.013733546503743968,-0.029071008073798598,-0.03583156466378384,0.014259524827117046,-0.05496789485085018,0.0062406958963836575,0.027147349611371944,0.018455879091399056,0.08669567240333691,-0.0011269098876202388
THPO,0.05383225019855824,,0.1233907941781854,0.039831831616952515,-0.023126930138368626,0.11162829741625625,-0.011092881452035096,-0.02834743852377554,,-0.01978766133189417
CUBN,-0.026526438310892624,0.04130712244127083,0.022389826588112987,0.04393757407653985,0.02515581966392262,-0.021045477382342047,-0.032446789537579,0.14541256557796706,-0.04619389016153338,0.1440838086885954
TIMP3,0.050907707481562564,0.0020272612360202054,-0.00937500894042574,0.038263430867993935,0.005166392340786958,0.07406167407871718,-0.014356593769048584,-0.031026816527371395,0.024711206392357916,0.03277390596949002
PIGF,0.004082419540132834,0.007724041632534013,-0.014059549226716758,0.032554448349207836,0.016101577524700858,0.08061683508475778,0.008243705940585554,0.01028197438226909,0.07249277558893452,-0.01723554905943984
CRH,0.04896690637116698,-0.01475181768650859,-0.01283480186066794,-0.021725534594163383,0.0961738051915872,-0.023478231526342812,0.029944519890654456,,0.027931993439544903,0.0664127969776249
BDNF,0.016533513278128548,0.03632807571185508,0.02723112369270666,-0.06714899184391758,-0.06233135693131694,-0.0072004025595471385,0.17559421289330251,,0.10014066578430258,-0.016987491891919036
CCL5,0.0587572728944613,0.1296489243857889,-0.0353781895243005,-0.007934026445542698,0.0039460512423558965,0.0006557236153760346,0.13870844389049736,0.015441759030248298,0.030848921168422746,-0.0013124096867701551
GAD1,0.020108262232357628,-0.04666270951779258,-0.007198129317398508,-0.019004491881226993,0.06341803121124816,0.0458416977339805,0.11695069123699522,0.0038627714799994834,0.04814559328416943,0.05304746886851211
COL14A1,-0.02056466514236068,0.016696257208030363,0.05590888604053648,-0.025062700199885674,-0.024470413095930274,0.07952349493220846,-0.03716097055276695,-0.004550966666751156,0.002537123363379254,0.032198150149734976
HLA-A,0.06834066831125105,-0.00523690339907474,-0.023405944460276617,-0.005433213729302491,0.08204459391881727,-0.01735603327112935,-0.05063990285557619,0.11169227496440814,0.04265250293442168,0.04498103738649181
CD5L,-0.019732971017634916,-0.022765200961471374,,,,0.0441921966936823,,-0.011300484728546873,,
FGF18,-0.01785477215438069,,-0.010197154096700299,,-0.012071086304508753,,,,,-0.02517574533313261
ADM,-0.039745587744400596,0.005107905545418267,-0.004665933751643403,0.008453304941940097,-0.016358634147601064,0.0119738749266988,-0.08554017794082769,0.16420561320338042,0.06449743100335158,-0.008781481741241298
CCL15,0.08133390614629797,,,,,,,,,-0.003198584062185884
GNAI2,-0.030020320615159655,-0.02975282175266169,0.04532546794606991,-0.018753368352472103,0.027992264086379184,0.0360583492464949,-0.08072788980377998,0.11983654075955276,-0.015676122008127836,0.009427739571330498
HDC,,,,0.008047255851091917,,,,,,0.044166073180909114
COL11A1,0.05456678635172056,0.007473997161060364,-0.03900716258465182,0.005027136810364086,-0.023054442067485182,0.04311314993191731,-0.02185195717461132,-0.02371342215534482,-0.058778567487255455,-0.04942270450849227
NUCB2,-0.01655976848572574,0.035161393855063075,0.019525386307427294,0.02124306148859661,0.02946951164111103,-0.009456121741685931,0.0038934640886816863,-0.0277797358146598,-0.010812609533309621,0.026497613525310517
CXCL1,0.013476603053532864,-0.015825172504892897,-0.02521851797770449,0.16951425405634143,-0.0034463667677273662,-0.024573688051750482,0.030303241093559585,,-0.029689768202137676,0.08872355803461256
VCAN,0.03095894198860764,-0.01380820258053314,-0.007233660171295388,-0.0025850114044236165,0.049293271495589944,-0.08193976136605062,-0.06844301729005717,0.01026736044195114,0.03163853056796334,0.009553349993995722
MMP7,0.05026877497992154,,-0.006133709262681682,-0.010312457974071024,-0.011125454928088967,-0.016808353707246152,-0.017145178408709418,,,0.0769299352467979
PTPN6,0.018312115470408192,-0.046356731898959815,0.01601231465583348,-0.055048672257542786,0.024035970669074983,-0.03604227684596143,-0.022905243675438072,0.000630448165237503,0.0014894460906929256,0.03102293798007081
PTGS2,0.04967081150453101,0.031201490451637608,-0.04107872020012961,-0.0461609722294294,0.014303393634383658,0.028251762000408853,-0.025605076654738303,-0.008445386160877906,0.057590475412312075,-0.012852056806013869
XCL1,0.009138112263413191,,-0.011094868596027877,,0.07409806000374536,-0.022047777557989794,,,,
