,UKF255,ZH8811Bbulk,ZH8812bulk,ZH881T1
CKLF,0.02849495708329134,0.02826741415926863,0.0023933763740149818,-0.028366749688568497
CD24,0.037362820226209965,0.03638616741493119,-0.03706282877181915,0.020123667948244658
HSP90AA1,-0.09017125054626028,-0.0610093732794548,0.06676118503426824,0.06460832692803993
BMP4,-0.0247555724474371,-0.04847540718540484,0.06691906025204741,-0.0045947208711573356
SCGB3A1,-0.024699349148423068,0.029335002076502963,,0.08139355025795077
IGFBP4,0.00875267012062698,-0.020987538771520285,-0.10989695028767522,0.03232780221158015
RSPO4,,,,-0.016830640227858355
LEFTY2,0.0024370850426892535,-0.016829268326920006,-0.03671195764756908,-0.02288855877935755
PF4,,-0.013415304222334676,,
ANGPTL2,0.0031674660945851148,0.015081631486860574,0.00012396132099086758,0.02018258405361581
LRIG2,-0.010053504300186204,0.04948937453761303,-0.051361073291436424,-0.013320965593926249
ICOSLG,-0.031100230139635292,0.023469080718070152,0.026479291927092943,0.01807260344260967
WIF1,-0.04005281431811812,,,-0.0156457103396873
NPPC,-0.014684054333017029,0.15667748010363847,-0.03113141867197453,-0.023225611343956273
LYZ,-0.0481619630883295,-0.01027304262895171,0.011867359442313145,-0.09580610990643758
EREG,-0.031146851159421056,0.020373839207837,,0.10587112549835799
SPTAN1,0.040996235960462896,0.00795417378756434,0.004591880145134239,-0.05008154535863022
PTH2,,,,-0.026766324954458413
LIPC,,,-0.024239637128948142,
COL8A1,-0.028849804634126147,-0.059363020179989276,-0.04825317259100685,0.03505315410593725
GSTM2,0.08294059550812526,-0.04147039479064614,-0.055006196918395096,0.018343870489310007
SPX,,-0.01665681491725959,-0.03905331877814781,-0.0414192890760137
MFGE8,0.014164929795549078,0.014307842215671147,-0.017764912968450473,0.03646525977304206
TGFA,0.013459339159940964,0.005375886958939927,-0.0444404202442142,-0.022740264821037214
SLIT2,0.010036597097536602,0.05789195577279283,-0.046284775012396424,0.04595269422858391
PLTP,0.0214423105149402,0.028702681977824843,-0.11284383014663414,0.04028777585131914
APOD,0.05845781580985744,0.05249944327205798,0.07265783804378423,0.021616382507603213
B2M,0.07541296420296772,0.10246849794579992,-0.013651060266879945,0.022092106747138157
OMG,0.012287755477747842,0.0533211444837891,0.04702732119849107,-0.042381445779567
CXCL3,-0.04350774224937795,-0.035777720113983114,-0.023108007594861302,0.0893810131146941
CXCL10,,0.1412507820841344,-0.015003853208474477,0.044955026723434446
RSPO3,0.0676947431136773,0.06789685190252952,,0.010681590979888517
CORT,0.07570610619130533,-0.014038434021026345,,-0.02799161196989954
NCAN,-0.035123503187708856,0.04986397042458618,-0.020957584782535222,-0.07258484479167993
PRG4,0.016156604285267318,-0.02071456846659772,,-0.019084385419823397
TGM2,-0.03572465631313197,-0.018245673564569773,-0.03116950779730099,0.029219403769382868
VEGFC,0.032721470129226174,-0.028127905354235108,-0.030479842794821316,-0.00027279672187536055
WNT6,-0.021705558642059378,0.15197973211440446,,-0.022337006326241797
NRG4,-0.017320115324166396,,-0.024474873513615977,-0.022225297103439224
PMCH,,0.10295661896323775,,-0.012796408442140516
COL9A1,-0.03789550999805255,0.02702669801644044,-0.05403722005589001,0.0678782544524587
GDF11,-0.005909794470365393,0.019404052475499485,0.0004486594297194882,0.008822088092563385
IL24,,-0.013201404017100998,,
SORBS1,-0.020811602549491465,0.05265976433919925,-0.02662397099942391,0.009646530562093546
DLL1,0.03218562052356537,0.05485744313705926,-0.09447366882175136,-0.010027274063379494
TLN1,-0.06231341575069591,-0.07335526208306238,-0.03992300069810425,0.04474974559611144
COL2A1,,0.09728315621906346,,-0.02695769592736151
SHH,,-0.050481948327771343,-0.00624176453740894,0.13813018609997932
PON2,0.06546589230261468,0.08803862415186552,0.009948910732253943,0.011000042343344675
ICAM5,0.05991436970853936,-0.04213404727167885,,-0.05693316509413168
HPX,-0.023107241811540967,0.009169464000703894,-0.032814516229866114,-0.03542104166392134
SFRP2,,-0.01752290083458361,-0.027530072041845162,0.005714937569225855
CD70,,-0.05713132680217333,,0.06764724066025972
HP,0.008545710539637028,-0.035397162129586185,0.019253139626027108,0.07118454254236677
CXCL2,-0.02893673748311562,-0.003886827843470421,0.012105083181683511,0.091544795908433
NPPB,-0.05980188460934078,0.049986922238238266,,-0.01912555498518028
CCK,0.06419357360710413,0.0682980767220415,-0.03095840791215733,-0.018792033659706192
SEMA6A,-0.008986669787935999,0.03924230929643466,0.10229657189885899,0.011924835337654142
IRAK4,0.004928926696903074,0.03006127873940656,0.005325058597346121,0.05853152874883255
GSTP1,0.08219382740161701,0.005316045094368243,0.008781393929980556,-0.043267848017837215
VCAM1,-0.010861826299254423,0.008624035792676017,0.019300563328703783,0.0580938171201396
NXPH3,-0.00578887201403273,-0.017414692474910422,-0.03130123732865975,0.05742930769678872
MTMR4,0.019737605813358868,0.01592791347721022,-0.032603555475663196,-0.02629854730751946
LAMC2,,-0.017337147717339452,-0.02366341938509516,-0.012420910348919971
IL10,-0.024113152523832705,0.0041012876991674925,-0.022825640507728,0.07486313147561124
SEMA4D,0.04914268564130331,0.03781278915780303,0.10357933852225643,-0.009695368956442041
TRH,0.30651375717101204,0.04163874516586103,-0.010044247376270665,-0.045019584907584245
SEMA6D,0.06696549300047347,0.07371983360749479,-0.0032679041681219685,0.0019392112537792068
CEL,0.03244730004627973,-0.0027901116884646725,-0.022330956884352444,-0.03144255039274041
PDCD1LG2,-0.002023711540688686,-0.048475415882819256,-0.04931035099807203,0.02213475450707248
SPINT1,-0.023514162251180252,-0.01969907323761015,-0.04675449032686838,-0.0035731986011566996
CTHRC1,-0.020968013254710188,-0.007480333778376852,-0.020025979561330762,-0.06058833659451556
PODXL,0.07713538679876851,0.06004187052999388,0.012818936463530205,-0.03600668957551632
JAM3,0.05124788345400438,0.039380903846744926,-0.002261481009070303,-0.02394632219826669
TGFB2,-0.03150855759270475,0.029085249088428362,0.06630152493470012,0.026226499992170235
COL18A1,0.1152028171971467,0.0074859565507519816,-0.03500878049854535,0.01965503641702272
NODAL,,0.0818033746835004,-0.035597378792595724,-0.014204242569483702
INHBB,0.020246048552165195,-0.012046107642064327,-0.008201023159508922,-0.024040890117480004
LCN1,,-0.015399751345296819,,
ARF4,-0.015324957083496443,0.01565880041063315,-0.003916120145046659,-0.03794308039203938
CXCL14,-0.04375639666768711,0.010716894234575019,-0.06438522337233475,0.012878847469370116
LIF,0.0033212328579480606,-0.0030646428792800422,-0.03612772037872877,0.10663662131665362
IL17B,-0.01784624200191854,0.05986011232368779,,-0.017671397643406923
MMP1,-0.0743800216979598,0.038343052705950634,,-0.012796407428743268
MATN1,0.06573528807869435,-0.012269964674055375,0.12304073358943468,-0.01821227238536476
ADAM28,0.07765758069135874,0.017356118824330132,0.06145426320392788,-0.003744527234346793
TCN2,-0.006474298784930122,-0.011875316848608847,-0.10659828207351277,-0.030857868136772975
THPO,,,,-0.015798302741505378
CUBN,-0.02799211539174841,-0.002127126094915832,-0.016889450187571757,-0.004672363546861917
TIMP3,-0.0428768890541465,0.008763400115800664,-0.052332832893696425,0.010515068950586286
PIGF,0.07312734989888572,0.047156253005600085,-0.05453500574277598,-0.023984031862844733
CRH,,0.05212940234296003,-0.0003671308806444552,-0.0407489566258319
BDNF,0.05933997354198773,-0.0260902632371597,-0.005904243873912624,0.04051409040197222
CCL5,,-0.033467602042880754,0.02556197968996218,0.00628017963215011
GAD1,0.046425891044598856,0.03270430512216334,-0.028624682908421076,0.04867889500716468
COL14A1,0.09319346647603574,-0.020345387967042394,-0.03532761265795218,-0.011562586529183698
HLA-A,0.08176962310214575,-0.001359074371920183,-0.049035234491410375,0.056331333927466566
FGF18,-0.017846222072812678,0.010453788557080445,,-0.0055395659914603875
ADM,-0.0018048719584010044,-0.06139951127360578,-0.05349206632990773,0.015851611565543423
GNAI2,-0.09326319751511263,-0.054766463419858996,0.05688479058650917,0.06033701280058198
COL11A1,0.13921384454240412,0.021834790084485616,-0.044579538060008785,0.011900532029191797
NUCB2,0.016680022763978557,0.01937669328555,0.05665490167067896,0.010150138860031991
CXCL1,-0.017585008551422848,0.011778513868209294,-0.03598034390781427,0.07144022903420033
VCAN,0.06189978045962776,0.06716011398697938,-0.05730414769063262,0.04886686171076183
MMP7,,0.041349401424066415,,-0.006120782950432251
PTPN6,-0.01949704682498575,-0.00265173408595691,-0.08923108870177017,0.008007447668287964
PTGS2,-0.01760506093426877,-0.013353730071131656,-0.029591848041729395,0.03205964116006593
CD58,0.021493194059046795,0.056551442540541515,-0.04878516803722126,-0.010722515149127476
TNFSF14,-0.021923533471417078,0.06745312360379306,0.038469218762471426,0.021980708516840124
CNTN4,-0.02051616629855444,-0.025016159987677516,0.19851834492182727,-0.0450232110121542
INSL3,,0.03762516796892882,,0.06440612089283944
MFNG,0.0740816076350309,0.07453847193632153,0.0036236359506933474,-0.008864083356792219
ICAM1,-0.030757217209851685,-0.002452898083216606,-0.0003258013351180584,0.04622655022859578
PROS1,0.03982642024543313,0.009220879658628039,-0.02777345001881323,-0.022385137142500934
CLCF1,0.09264877268701811,-0.008895663299203039,0.0004129954698719047,0.009222496010995798
PSAP,0.07281722192108152,0.01638022490624353,-0.06430245417934771,-0.05426652703776125
EFEMP1,-0.0183449780651003,0.006483142103991183,0.04264769430609596,0.02247798387809338
C1QTNF1,-0.027289676605003498,-0.06596530127206743,-0.09036199347138618,-0.04954054992232628
ALB,,0.03546811888372798,-0.0027759648707234566,0.10007257393500989
CCL13,,,,0.03521386069955204
EFNA3,-0.033998189677793944,-0.04503481898894672,0.020558911598985763,-0.043832156586104315
DRAXIN,-0.06274623119891995,0.0027776362591596486,-0.0009710488271956789,0.03990993938203892
RAET1L,,-0.015399741252944632,,-0.02244824402232339
NPTX2,0.030498001493729877,-0.005420877089044438,-0.06656791726116942,0.0357995070429113
FGF11,0.038828317676940796,0.002397507917059196,-0.012282526554847356,-0.07427618214536823
CD59,0.02489650442344866,-0.028907009364437193,0.07199357257856341,0.010230928946339403
COL9A2,0.0622618770943532,0.060212993562383986,-0.00729820646712988,-0.0028779891185711786
DLL3,0.08490630392596996,0.05655725176980047,0.06874507988788928,0.04723125917900882
LIN7C,-0.003259396742373715,0.01466943317377574,0.016725348874897163,-0.005394612173184058
GDF7,,0.01726525182967209,0.002100419004618412,-0.015020998071376251
PSPN,-0.05119385300804055,0.013154337719264487,0.00492545245409076,0.059209857824206846
ANGPT1,-0.020968012019118763,0.04802299208708267,-0.08129918419612316,-0.017843286796082203
PNOC,0.058666827277420945,-0.014038435548365187,,0.02420141463856416
L1CAM,-0.020046734285643315,-0.003602068922723501,0.003672466463235634,-0.060650621468278515
APOA1,-0.042123198606926794,-0.010986666053848543,-0.03301976952691757,0.020311892882193306
PSEN1,0.0011496121818267424,0.05143342110616791,0.004525092987549512,-0.055851128047719883
CALM2,0.0693412279558288,0.03230275442347815,0.03256801054523168,-0.04175576880513346
CLEC2B,-0.06655037383008679,0.02492086839484341,0.022039979776738255,0.025531461986850877
NTNG1,,0.013962556871735707,-0.0484419648361259,0.06596721536228663
LRIG1,0.013505284792179127,0.035644397523165054,-0.1384849631871929,-0.06821788361315823
CPAMD8,,-0.014830715959651596,0.06622383214313662,
GHRL,,,-0.003852820983792685,-0.01624812576034165
NPY,0.01516523795691892,0.045664545215809864,-0.057765618727971306,-0.01916460830013934
MMP2,0.08504202168479755,-0.0023289701801814133,-0.09145128322747575,-0.06530414430143537
PPY,,-0.044184192572354876,,-0.03294332119934159
ALKAL2,,-0.01573195919477718,0.008843032596017751,0.07467356353210154
CSF1,-0.06101931877331346,0.024085721294400977,-0.07215875285393632,0.007608252888680095
SEMA4C,0.018735569935410368,0.003468533614720494,-0.04053303939047071,-0.02820144527302544
ICAM2,-0.03566557625405704,-0.0490231499551967,-0.06722584652645865,-0.05313664083117077
SYTL3,-0.04060272353832938,-0.0033440327856201933,0.003771303287711584,-0.03838237480557921
IL1A,0.003420376718702856,-0.034782681424118715,-0.03505291491702749,-0.02395926148220698
HLA-G,,-0.0017466015070714154,,-0.0272427411283115
PGF,0.010083102592387237,-0.00910984432269978,-0.10189708567842144,-0.039969070142589457
LGALS8,0.005245852077516669,0.0033118166990565353,0.019884141534684745,0.04023306243462975
DKK3,-0.04812319546269901,0.07671545324792388,-0.02589584767203781,0.002899897938249002
COL16A1,0.09524243681536078,0.0076165707506729045,0.002952996799584957,-0.012512765048767714
TPH1,-0.02450531275421016,0.06257792423883526,-0.010930140279031351,0.01006464668612567
TNC,0.007920207198666967,0.018015641439397736,-0.04596561778142335,0.04084788154934328
TNFSF9,0.011072587042354998,-0.007332923964052807,-0.036121857887984846,-0.023214144933413488
C4A,,,0.050134781060880824,-0.015179419223433993
CNTN2,0.032502260773788004,0.02691698429765974,0.020315410944399953,-0.03152767173951824
F7,,,,-0.01502099952387006
LUM,-0.048101788038014896,0.022778278841945,-0.08544672501219881,-0.020928221344105304
BTC,,0.14537365923052065,-0.027979052722820162,-0.014536111158179894
APOC1,0.04894762731959676,0.04746732225298665,-0.020824526352554724,-0.09135666331375278
PKM,-0.0485461368218654,-0.0668435756135025,-0.03596020249442836,0.04239828683114518
TNF,,-0.015399745453227526,,
GNAS,-0.04631108624514205,-0.0094317839101637,-0.12479631569987908,-0.059003170275721405
BMP8B,0.09141208371414183,0.02646307539201403,0.006761047697194813,-0.01276912803474633
LIPH,-0.017585006702619362,-0.01716939132066696,,-0.008571384569485415
CCL28,,,-0.022540030729844632,
PTPN11,0.005366538389795078,-0.005932257043623328,0.022933629587411703,-0.023783846491767967
ADAM12,0.09844319853589095,0.041550557078920095,-0.019753061088861757,-0.02923164935272069
EPO,,0.05121609731781007,,-0.0143710719982545
EDN3,-0.020743204728319836,-0.042807867921587375,0.020662287852566432,0.04921477483736167
CCL22,,-0.016306836528009877,0.048456107574209345,-0.012609990067085838
CCL2,0.0033545418750953325,0.06914727276752758,-0.03616876988117505,0.098750164857706
DSCAM,0.06897505185098517,0.016270441477162036,0.0046905247693071975,0.014353731269932099
ANG,-0.04502792588843601,0.013869072958960834,0.068440697491984,0.043131364319794495
FBLN2,-0.024113130905128666,0.08338819107020447,-0.0019947778816331724,0.02271881191305313
VTN,-0.02051616973561511,-0.012538907273460844,,0.022746363048681623
VEGFA,-0.015152540921176176,-0.05526746695638999,0.0042856304357749495,0.09242041065562279
F10,,0.054129793246138744,-0.024207150829395334,-0.009718238198123818
SERPINA1,0.033188518854228216,-0.022687735320732327,0.06755928174268554,0.07010364854396481
VWF,0.012013984502042411,0.01550927843234569,-0.0541565564650249,0.029677911538748863
GDNF,0.07348218052178168,0.002179883925154801,,-0.020123862369370256
VASP,-0.04939231436722298,-0.036026946100131615,-0.05051411455797533,0.04153903612942804
ADAM15,0.021540305613763217,0.003476209348882818,0.005360440965481299,0.034855305044535025
WNT2,0.019037716031026223,0.02791993583212675,,-0.01725568474978025
CALCB,-0.03130566589231093,-0.0216900143893278,,0.04711398310006778
OLFM2,0.023987624152618636,0.015688707212566093,-0.05852549338893337,0.02749837815140424
MFAP2,,0.058334280273782756,0.037557388216121715,-0.052379057958904976
HLA-C,0.08492809978178098,0.00424326257485843,0.08062472234811874,-0.050957930741340376
THBS1,-0.03963759823866828,-0.07872953229974518,-0.07900668610574432,0.049479694863897104
HSPA4,0.019199746884627344,0.029117658646389072,-0.02015438179210318,0.03184673453487185
LMAN1,-0.005022373220729645,-0.0526435588919887,0.06607598135551593,0.02040947624161037
LYPD3,-0.024113152920506715,0.028291742303357792,,-0.022888562281548674
APOE,0.06723483447563106,0.012094634140430676,-0.013140890665797,0.008171922268397433
SOSTDC1,,0.04459638395219372,,-0.029253397172419135
ANXA1,-0.030704658754475506,-0.05034595948479445,0.019566174734613195,-0.01768526460142196
WNT2B,-0.0241131573830907,-0.01913378469364289,-0.006290938728641083,-0.04127772792942388
AMH,0.0029010808590198274,-0.015765458424178917,-0.00026419538099717104,0.06610551920788904
GDF10,,0.0340925006725448,-0.009834052505415298,-0.006128510504985295
EFNB3,0.02180288537268583,0.028733427971515506,-0.08527223245855137,-0.025189472245229824
LTB,,-0.008448739757586463,0.023210792334043096,-0.030672274990283313
ANGPT2,0.0002335605151036238,0.010277928794563476,-0.0695158757498842,0.0250365113030022
NRTN,,,-0.028448056721298,0.015970739843517108
ADAM17,0.016741646246178726,0.014347905629414117,-0.04316151824342976,0.024716162315525987
LRPAP1,0.0889814609797767,0.10294404770071672,0.0075063369763374846,-0.07093173770775878
NID1,-0.04362631399028164,-0.014437473611478843,-0.09012548790923151,0.015875252975145904
MST1,0.03697953392253902,0.008627688240617031,-0.010217484154932833,-0.04531456659619045
DCN,0.03643433901429043,0.021291111697144288,-0.13704355167885435,-0.04028733176559356
IGFL2,,-0.017668267419996404,,
COL7A1,0.007407796854778231,0.029334725328401885,-0.009479652417162894,-0.025417615150479262
CALR,0.0842495342539752,-0.0870769009897594,-0.0657513704664276,0.023888751052390675
PIGA,-0.019232415795474113,0.025097912470442296,0.029890457930238718,0.0804990082476159
CD200,0.034322291950084814,0.0003631955997810115,-0.0641898985593729,-0.023821906753819098
GRP,,-0.016656816056216352,-0.03113141990289453,-0.0140355684833981
CDH1,,0.026651950529545946,0.018063697346832504,0.080072288419211
LPL,-0.038403490335519645,0.030441429978634877,-0.08320696063484011,0.024678032364483283
SEMA5A,0.03667413780096344,0.0414555487822777,-0.067246068563158,0.02360128478947678
SEMA7A,-0.0385421474087734,-0.003604132524495918,0.04973431693719684,0.07233299878381276
SEMA4G,0.02259506413753122,0.018634343130917035,0.04219026339641295,0.02943928465885727
SEMA3B,0.03138232800705635,-0.04598684470858798,0.0632248527356114,0.10224323893020018
RPH3A,0.011232294343350385,0.07737646787740297,0.048178941550545674,-0.06675806869271983
JAG2,0.01346813514583391,0.020630082842943695,-0.03378182809764386,0.07080654786132358
CGN,0.04271272818825328,-0.003000319152845607,0.040142377414343546,-0.017735920524917057
GDF15,-0.010006458660491229,-0.04713527801519561,-0.040741985734291275,-0.05494784884091746
SEMA4F,0.018233465408132195,0.0007957520663618726,-0.04934671682005936,0.03636378029359307
NXPH1,0.08587573473428503,0.03753119538607467,-0.05221080810853762,-0.03339300703692523
ARF1,-0.02408093427905752,0.02573974896575236,-0.02463391453915713,0.07815753992087165
EBI3,0.036224348693009924,0.0375954517304755,-0.01715319075007078,-0.027086635199519177
TIMP1,-0.0798423342762449,-0.020794399018899033,-0.09620380487756193,0.07004657041846386
SEMA3C,0.06876690985981022,0.05753644977753269,-0.024399596113094477,0.0381020248414734
GAS6,0.02583186891419414,0.017942531467649143,-0.004112805442834722,-0.07309088573691476
MEPE,0.0018329519303161373,0.0072078990816916355,,0.046420653098791564
SERPINE1,-0.07274031495008167,-0.03849014720417646,0.046188751802223996,0.07887488008629838
RSPO2,0.011846936650077005,-0.023913775591900294,0.007002439397470907,-0.029176314817032648
SHBG,,0.11275729173285184,-0.0376642582162081,0.05463546272110128
LGALS3BP,0.09555613967367817,0.06638122149700801,0.03054402701557864,0.003691706002127243
LAMB1,-0.020030245682742667,-0.019851705978312966,-0.07434157714942868,0.06549920302355143
SPTBN2,0.04357517640623816,-0.021194533325663185,-0.03791901822671516,-0.00860297084439756
COL1A2,-0.00483895237180549,-0.013205781015479513,-0.07760702906390747,-0.03904781777332432
WNT11,,-0.02615156747651636,,-0.004726660893502931
LGALS1,-0.055639535949563,-0.05698254927541157,-0.12701870601079665,0.016500419779965175
BCAN,0.049606184254220864,0.05323205664478787,0.03673521189555013,0.007456442631010971
ANOS1,-0.062413278999466,0.011086017032746103,-0.02611678188560553,0.03994498522190775
EDA,-0.028679990144829793,0.06505499468161806,0.01105613620130608,0.041794522157250005
FGF22,,-0.016829270798176366,-0.030479843630496543,0.08276080556924813
SHANK1,,-0.02141530590720728,,-0.04205298774671527
NPVF,,-0.015212282444531745,,
TGFB1,-0.04186820801752767,-0.012686764296509796,-0.002309927235076743,0.004188936046219494
MSTN,,-0.03128529726066662,0.03463605866468117,-0.021773542359033532
WNT4,-0.008583752465405574,0.10194557109444875,-0.02195851157994894,-0.05763906467056166
TNFSF4,0.03805190915775104,0.055805232579845036,-0.017746421975280122,-0.038530268063778
NTN1,0.018433065230481712,-0.0021168807865441933,-0.05110922391987152,0.09118577320079208
CXCL12,0.022506190013690704,0.027129664608957185,0.034709535644999,0.05068698272189232
GNRH1,-0.04687727679154866,0.012919222783549471,-0.022251022602687163,-0.0019024688137076941
FGF8,,-0.02099734307937668,,0.002749178796475945
RIMS1,-0.023914946474119254,-0.013428557901075876,-0.02807512127141462,0.018193128511670906
FGF14,0.011488031871206193,-0.004992220955254783,-0.04939783758453027,-0.011114574814811738
IGF1,0.1886214600306798,0.037713967497068304,-0.06005161626081966,0.006221049718083966
TNFSF10,-0.02901881590223874,0.03258501878096142,-0.012095968058604446,-0.03926811031027328
GDF5,,0.02147459534487486,0.010533022826463305,-0.043785847272453625
CHAD,-0.03831433526139958,0.06436617948631705,-0.024739956794250718,0.05254209252263671
RGMA,-0.02534638387297604,0.04397034009745706,0.033460526472628725,-0.04078967825724124
WNT16,-0.01784624200191854,,-0.02043783885803438,-0.01279640675314523
CX3CL1,-0.01896886511466888,0.03120327477204912,-0.013483860208540612,0.05963424448751162
FGF1,0.025778266992960267,0.02206598605640347,-0.10295766607427463,-0.01315009218065353
ALOX5AP,-0.02371097927356808,0.024663219427234862,0.015451936614647558,0.025552108245657398
IL1RN,-0.005864054655271706,-0.03795890571733169,,0.008438605123929492
PCSK9,,-0.016129222323177476,,-0.01242091173894555
NPW,0.00938526850449245,-0.02408454769165293,-0.022825632931319836,0.004365069047787702
CXCL9,,,0.011544946389128142,
ANGPTL4,-0.032905964755204214,-0.02586666243152809,0.05452518863730424,0.0912792314884492
UCN2,-0.029851936042396554,-0.028017892285910388,,-0.0140355684833981
COL4A3,0.023048341311247816,-0.012763382717329057,-0.03839353019820021,-0.019630334549577095
NRG3,0.14636957732322975,0.013342912726116476,0.003852059471664982,-0.046410658728996176
IL23A,0.0026144098241205243,-0.020714565394335253,,
COLQ,0.0333897521755396,0.032608678632761505,-0.029852199771930956,-0.04936708471670736
SCGB1A1,,0.05813815610429688,,-0.014371071911752846
TNFSF12,-0.04443866636180323,0.01740829702059435,-0.03515796541012131,-0.02275362481249423
DKK2,,,,-0.016541735314045854
FYN,0.03408212888276446,0.025019418604686813,-0.02351043112794121,0.010280279706127464
ACE,0.0002835103924502566,0.04984024098481509,-0.10888790291425796,-0.027491418350204105
IL18,0.019295961831000272,-0.017239909056597908,-0.013832240744602618,0.002300637374102989
PPBP,,-0.019093330663500635,-0.026279433057933007,
CCL27,0.06744735325649509,0.0407236418826169,0.04543502646725174,-0.010082522244975337
SERPING1,-0.06502374418543834,0.000833876007842842,0.021575731693783417,-0.010863113782189335
AZGP1,0.0017261584380777173,-0.005181213132994413,-0.07043615924517513,0.08774764589276174
INHA,0.051144863807650404,-0.027509181074352594,-0.022825632796026903,-0.03741216292833287
SEMA3G,,,-0.02105839845617751,-0.02060694709095359
OXT,,,,-0.012034275953135812
COL6A1,0.009131507530667422,-0.031040696371628165,-0.014250977699316346,0.0643682587805768
FGF17,0.01736052251756242,-0.0206977722950265,,0.0133519360467158
TNFSF8,,-0.017668265519082953,0.10453407044061404,-0.012796408442140516
FGF20,,0.04731273059837253,-0.012774927998011783,0.004571669996736632
ICAM3,0.021926999703449607,-0.05528386375000256,5.692041800793706e-05,0.01502525970397934
LAMA4,0.02086487457069894,-0.0021808055600054444,-0.08700657729140489,-0.05320012816400291
DLL4,-0.042882048538817455,0.03330311634035055,-0.03801165627741459,0.02413629669916508
SEMA3A,0.012187815099670322,0.0067166081713524416,-0.009115123644740018,-0.017714809525782523
RLN2,-0.019344673414749783,,0.07703413670659691,-0.01403556693568057
C5,0.05463318778948483,-0.047132587242307344,0.05891316118865229,0.01630971489544788
COMP,,,-0.02447486957900691,
C1QA,0.025087738554678163,0.03640012659427543,-0.04305096863551109,0.033917704080791276
COL9A3,0.037032713119987536,0.006927276280999927,0.02519346123206643,0.0251905603534093
HGF,-0.03617682303745586,-0.031160173065495934,-0.036401378564764955,0.05454085951360564
P4HB,0.026532612682925227,-0.024318875557304522,-0.08754946789075492,0.05330307258902305
