,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.05264031650342238,,,,,,,,-0.027729591974121573,
BMP1,0.004009374385405423,0.011217841713674934,-0.03985772917638548,-0.010307707600369,0.07547616560616131,0.08977704445216264,0.022041386536080666,0.07286614696315442,-0.022087432260687233,0.017714689426175004,-0.03597636044763235,0.015736205699830242,-0.014570914959180054,0.011173470898738016,0.07395615927034706
NDP,0.011129439463190255,-0.027495642057497136,-0.016522414316717703,0.07306380223710751,0.02835831563988366,0.03157880428798018,-0.010065300830019188,0.039797967144079995,-0.029451685386853783,-0.056344611629210825,-0.012313606287706327,0.03261926819696101,-0.02404879827352465,0.08959911172303896,-0.01294407113626469
TNFSF18,-0.008262211352151846,-0.026712699725950972,,,,0.0821756950737129,-0.011674764661574738,,,0.1228268673934318,,,,0.06332398076796587,-0.010196227519884152
IL36G,,,,,,,,,-0.022381631664735856,,,,,,
RTN4,-0.021779653884968907,0.022406795673621586,-0.016794214730493046,0.037089296930106354,0.016133373933910466,-0.13312953853471776,-0.0031615294306760063,-0.0101776165071455,0.007428571107929625,-0.007784604256984464,-0.07770408998528526,-0.07586857898398473,0.012722674066735998,0.038137015249074854,-0.04588418685348215
HEBP1,-0.01972202221753476,-0.028151849034187004,-0.07321518545475014,0.024656056533709173,-0.017729456399935457,0.10320542178674756,0.026981870516943722,-0.045933364236484996,-0.03693289455651437,-0.06893253816966707,0.02587116490425834,0.04031734042427431,0.03583507962214821,0.025696985237785706,0.014997132820840234
WNT7B,0.08150252209312997,-0.016593101009286633,-0.03572383553714114,0.008542008677870557,0.013896690333072958,-0.07400382990078913,0.002173388633724823,-0.02334574000243879,-0.02459999249010051,,-0.012817748062422253,-0.002199253659670905,0.03287991121614832,-0.02887297899027911,-0.04335954674986855
PTMA,-0.0290694298527461,-0.04389967384657279,-0.012872144776910812,0.03341346677827448,-0.012160614814585725,-0.05233509611169273,-0.0647005949569285,0.09425127489702059,0.027781543500227626,-0.02489036638716068,-0.01851872790867142,-0.05829171802869641,-0.04007123298793629,-0.08785420804570358,0.029768266650603132
FASLG,,,,,,,,,,,,,,0.011303476614422478,
CEACAM1,-0.020060546250927562,-0.01273420701680436,,0.03261352742381041,0.027710724888822234,0.06161704662657206,-0.01836162348633581,,,-0.029222894900890917,-0.020334243532079858,-0.009224301020310922,-0.02661361185981254,0.043083176251790783,
PDAP1,0.016814584207172176,-0.014555308053732362,0.06158253369380436,-0.040707931051182755,0.027544059704295357,0.0638109734497521,0.041635369794408676,0.05244679348486164,0.013510023729568594,-0.010442159933189633,-0.031158071081348597,0.0005418623037955785,-0.005465325983470208,0.0036911372548217468,-0.0032564850375501313
QDPR,0.005897036308409619,0.03811346001276563,0.019002273270337003,0.06570678733652129,0.018839386056748227,-0.08965461034344457,0.012820254711044319,0.04999854096152149,0.03718347368349884,0.07721137821768097,0.05331601092608171,0.04253879689954342,-0.030866918530325516,0.037973289656002066,-0.048730400146728796
POMC,0.013827842545577404,-0.022626654220395837,,0.015770032175518204,0.07229355366842614,-0.052001557201617345,-0.013546473694648937,-0.014866727703732839,-0.016629939631286852,-0.002125442663750883,0.06023424525369344,0.047231394030636024,0.026861564988927143,0.03429411059461579,-0.02957562743193516
CCL18,0.002323159955365294,,,,,,,0.04848678080847606,,,0.050343612250225114,0.05908044194923019,0.0010898084715888717,,
CCL17,,,,0.028124633598146133,,,0.1566337084821739,,0.04778805284284387,,-0.014426161580958398,-0.03645408408258463,,-0.021798501948199777,
VEGFD,0.08532426420222787,-0.018239196695690473,,0.013846275407519319,-0.021268827128050657,0.011562345440633212,-0.015513199125871216,0.11682999286925107,-0.02191288577971558,-0.039727885232274114,,-0.02525285675270767,,,
TNFSF13,-0.018891213929525648,,,0.06215955838949639,,,,,,,-0.02768163723114621,0.07917215725026015,0.024225253577298524,0.11277006029156311,0.08507904721545734
WNT5A,0.009777321236239818,-0.06345981808198524,-0.06621079417727489,0.037289806611459544,0.005174643912662781,0.09718679668219286,0.04080739026289798,0.05084821781458742,0.08089872354103785,0.040019455549060154,-0.057395321684579476,-0.02282522415932246,0.040689307134738326,0.006207295725014648,0.04367927501387648
CXCL8,0.07080677178184656,0.05855167225541112,-0.04020819825894365,-0.012120364266150247,0.05900692716125683,-0.013316296794519343,-0.020577641681218423,0.018044430871370358,0.03880381003683288,-0.002495984198850034,-0.06702519925564225,-0.13127273322521674,-0.012532464729219863,-0.01924592828977716,-0.015164726444041184
GRN,0.03264217405088017,-0.018293878736860406,-0.022570665221037317,-0.022027696655224922,0.05366616773120768,0.13544932647117525,0.01599952632723774,0.02642248888214414,-0.04453813807247869,0.09469435648607474,-0.03535072369959899,0.008243342183618071,0.02863589618705596,-0.03642799024480021,0.02804181865194969
MIA,0.026254154981191862,-0.016220666022624217,0.006102484363254377,0.059350067830147964,-0.014626310950973309,0.06181833521580823,0.09181020889234431,0.03555666683893163,-0.030010701289413848,0.02566327033171595,0.059675489414438516,0.1370682401167101,0.000787935506320232,0.0043087224584905945,0.07143806445870675
COL4A4,0.07322933983678853,-0.02727832898089161,0.09867796920058393,0.056793837763247555,-0.04042125743821487,0.006012912299257368,0.003105125906348262,,-0.005300665520680626,-0.031107716547036403,0.02190058913546953,-0.040433772170308746,0.03258127439905563,0.04727817941611014,-0.03397452665694409
TAC1,0.054135359865533146,0.010513786343210646,-0.07063941524159459,0.09311142509338695,0.03151182428072907,-0.06677884479174821,-0.030021499836848434,,-0.03717557520313931,,,,-0.013648946850945623,-0.0003342281864421095,-0.07354431640037162
RARRES2,0.03683235470896991,0.02203727774242859,-0.0006221061580373044,0.023756607316390867,0.045643353869322764,0.1396568245418627,-0.025476244096612144,-0.07033005194093783,0.009482405256561775,-0.1204731146946989,-0.07018901162186661,-0.11095060659511534,-0.0020256056821367665,0.011445640315260058,0.007370078935439422
FGF7,,-0.02058630604323147,-0.04308006628075195,-0.01997414847332809,0.11653434934561814,0.041482105364312,0.015887396322885133,0.0695804389412124,0.035645683201415305,0.09909372699253334,0.027586468939588354,-0.009823628557631092,0.02823722541223482,0.08011630631937193,-0.0017972818553710366
EFNA2,,,,,,,,,,,,-0.006191688187183001,,,
HBEGF,0.03222375045577275,0.02889975888392942,0.04475978944072322,0.0018308395153380722,0.0012604400843053594,0.03699215998004624,-0.0025432905184139855,0.05187347539895482,0.05240387758229394,0.022357172004206373,8.844413519913445e-05,0.037971386998942744,0.05601140522004366,-0.015751155975440797,0.06011132298977102
CSF3,,,-0.025357408047594256,0.007463594135980881,-0.0012835201324173744,0.07195115696437115,,0.015130089793818653,,,-0.007222104065526375,-0.05024994654552594,-0.038154247984915755,0.012624622273424308,0.0781389238883842
PI3,0.06738670731753671,,0.015156909878788606,0.0012924969555152914,-0.01085656495559263,-0.017395981028816333,,,,,-0.09240031734396824,-0.1299579642576766,-0.0026985950732651733,-0.049863724462720235,0.012612686025964286
PCSK1N,0.0013157669405283589,-0.004840251458514668,-0.018705175666840244,0.0023516398029320867,-0.0005676001257710573,0.03104491934575678,0.051002049760835895,0.10969047853071316,-0.032319649791727655,0.02111150695159241,-0.057198547094553076,-0.002693955906717145,0.07877228604829474,0.04595001782379328,0.011840008177862203
NTS,,,,,0.008872854954411867,0.06334557596307418,-0.017366319138439,,,,0.02199551803498174,0.11391333005530986,0.023777993181462006,0.04411054728080213,
SFRP1,0.004742061053035863,-0.017915034839760088,,-0.011735847212540682,0.08014817795943291,0.022237573204244566,0.03932467389254316,0.00997511262305066,-0.04681171069818025,0.12011190180094222,-0.05026147405668827,-0.009431431631237115,-0.009596830469442139,0.05286864216434779,0.02286856297868874
CXCL13,,-0.03079240507519558,-0.018412478601877644,,0.03530384571354956,,,0.017062773623736243,,,0.020748913173349582,0.012618339249158927,-0.04160879173145803,,0.02192793711540914
MICA,0.05567360925919214,-0.037817806226146486,-0.011984391905328445,-0.0012357442208149362,0.03718715265961777,0.006485490881230928,0.02421255404582118,0.03582946353555965,0.03862006542444766,-0.005178597914627274,-0.03026381701312438,0.05570792419719289,0.027958294585395765,0.05628199560871172,0.07136990444104235
TG,0.0170668278382496,-0.017315955800001014,,0.020364467313369192,0.01733246071884128,0.029067351739266462,-0.014669358795969116,0.0014291083727897475,0.05944167354438725,0.07673448929868153,-0.019168761993989224,0.16142118218920515,-0.03140153239192091,-0.016575132077157415,-0.03194472416277111
ADA,-0.007121422302325978,0.06355187033000412,-0.050033051366934374,-0.005207061169397372,-0.0225613664601603,0.10174924319445362,0.018787622550002585,0.05947830411588508,-0.020393623548168587,-0.05855184368065992,0.055231690697794183,0.0027840135854140997,-0.022329899414996007,0.003674918382049077,0.031332518656339764
LAMC3,0.00988800337518034,0.06262301856262324,-0.04733330022902027,-0.02550048249724474,0.01752883567655125,0.08963058213247992,0.010228125764546037,0.01621051026612269,-0.01677843597738928,0.051835301309326634,0.004160489717779515,0.09808026161098461,0.10333398680910373,0.007541279657673814,0.08270750767116562
CCL7,-0.015923526567681024,,,-0.012049914911977265,-0.019965219221135942,,,,,,-0.02162149097064116,,,-0.02404985710722348,-0.034897946966163655
NGF,-0.027339904368929347,,,0.021112648467829054,-0.034029150253131205,,,0.057679984902372396,,0.0016238397838867127,-0.02497109113986367,-0.023678534504749348,0.0778091180780584,0.07119870166176037,-0.015054142121483458
TNFSF15,,,,-0.026648021873001977,0.007732578918425159,,,-0.007165852117393693,,0.08914498838542383,-0.021078525812337292,,-0.023693132971015704,-0.007890962869188212,0.0741959262386875
HMGB1,-0.0214752456720849,0.003937488040402904,-0.025888563259148494,0.013535636618714948,-0.02398983785107806,0.11751807391113302,-0.0034758442612138267,0.06851931354445076,0.029889897255490672,0.06504469079342677,0.04174331245000797,-0.048021683439361376,-0.07697224152505924,-0.01749218690285292,0.012457742533760915
ITGB3BP,-0.011036926785868385,0.004009788822632576,-0.0035871305426456545,-0.04932160073317733,0.01853563927539233,0.11380584320923176,-0.0364751760625809,0.08549191955611078,0.06268507326063054,0.03308154106629524,-0.0042668755096672475,0.06838650919248418,0.02663277409013978,0.03857483166544673,-0.024001398851438534
AANAT,-0.02310261445427824,,,0.03915502385333619,0.01396068199238932,-0.007243497196242881,-0.013192240093214668,,-0.027426696638063942,,-0.018968148407678707,-0.032299047756999405,,-0.025445751750869123,0.07069910296172456
RELN,0.016717192295288546,-0.02369356219378797,-0.009091332665750728,-0.02852182738338333,-0.04680968088614573,-0.021226185249590673,-0.029045054216034576,,-0.008186217216315107,0.09545056032352967,,,0.02472475794079823,,-0.04792638543445473
IL15,0.028873938783263445,-0.02206026277052074,,-0.0622622183618934,-0.05955371705028318,0.030734973454290288,0.015754815507415743,0.00940205089683548,-0.012444364742364092,0.03747509098043329,-0.00834302389526053,0.03124112715614441,-0.04402286204814979,-0.007849102649074723,0.04232543254700721
UTS2,,,,,,0.061080008867025526,,,,,-0.0161527666021749,,,,
BSG,0.002543696930305613,0.05869717502349367,0.027555039400031473,0.04202155757085231,0.07429977390245371,0.03872742653653643,0.013273854924360565,-0.04342734198105934,-0.04551024937033059,0.027567991851816426,-0.020938139446336164,-0.010313602448810556,-0.03924223285863907,0.044270309046252974,0.06977489579511133
ADAMTS3,-0.020963242743302985,0.025234103893287393,,0.04779611775158524,-0.008965763276862283,0.09784333359733977,0.023563676300491138,0.02533780352394665,0.02308498252825109,,0.009537545466512953,0.04999545688783376,0.03437609782817937,0.02061518563640394,0.04604266740588498
CD34,-0.03508111087692938,0.044850877473074494,-0.0035909440110061135,-0.01711669518467931,-0.010413865993641948,0.060108497520728395,0.03319423913891235,0.07450425238345955,-0.023294958649394713,0.07882255692161581,0.03422255274153116,0.12201036134880416,0.03940071022673197,0.021085467434760134,0.026956075826120463
CCL23,,,,,,-0.02755522060476428,,,,,,,,,
PLAT,-0.010611528590100453,0.01811037482894587,-0.008803322642605603,-0.009298445854677437,-0.006486344065795024,0.1272747497157088,0.06606341000277907,0.07526362504218768,0.06567698196455163,0.014522788094976615,0.035338660405995585,0.07562546230124007,0.08107557805283158,0.027986904434681388,0.09339908620042492
NTF3,,,,,,,,0.003285893032725414,,,-0.03274267368226389,0.09471530484722032,0.012669646266294273,,
LTA,,-0.012734208323562094,,-0.03067136554785036,,,-0.012705502056198489,,-0.02543699663046091,,,,,0.015069542035163863,
CKLF,-0.01682716014396261,-0.0018424146050669502,0.04805420943372118,0.014607209084199171,0.011438989117829384,0.14128281474168766,-0.02752796753036587,0.07237829707150976,0.04288304182567,0.007100498196971128,0.07912135403244745,0.08438858061323623,-0.0003991321096532867,-0.01745698847121456,0.029531024681056343
APELA,,,,,,,,0.040914929345838014,,,,,,,
CD24,0.019448750220305205,-0.025166768312296476,0.015335960319059483,-0.011846079714172794,0.003241786111968987,0.05995398251245395,-0.012358875273289075,0.07871165704482087,0.03423650046286371,-0.08232173953230638,0.001986403802921457,-0.004971720334197638,0.030262752655481603,0.04278384272007328,0.015242072349631567
HSP90AA1,0.01612234422820854,0.004984534600430487,0.045597245541605366,-0.017830858465810766,-0.02897327551118716,-0.10552998846337938,0.057364840063914506,-0.010329212037525256,-0.01740086379950184,0.07333720150751066,-0.10588718248716204,-0.1198812716362349,-0.04023879975891255,-0.022496540452159465,-0.06618296451341485
BMP4,0.005421358117465081,-0.013499007302340245,0.0012093574484921593,-0.028152652755789025,0.07502150236934534,0.009213383107132081,-0.03644306954567041,-0.023897979773163918,-0.021674948374735357,-0.03428653441075403,-0.018192324022747074,0.07388055033839032,0.06328473003746928,0.0008687541846179582,-0.06051493841178833
SCGB3A1,0.005162559422564085,,-0.027104561598706136,,0.07783911810499768,,,6.421943635189177e-05,-0.01774959985852393,0.11807914908240377,0.03704644105876907,0.15153586921821666,0.10039770836710814,-0.041661134811453435,-0.0438497483554423
IGFBP4,0.047666393301503907,0.014132190907488563,-0.009237280260571542,-0.026645095302561633,0.03525297736134718,0.08432696856596385,0.01549951177951001,0.10868745131109049,0.0033334669058006482,0.0005614092944267719,-0.036247068569701106,0.016797237969634938,0.01586832310766279,0.004773929453891087,0.08887090050953196
RSPO4,,-0.020586302134922574,,0.006663365279225652,-0.029233265252746738,,0.022387461736680023,,-0.02592191018347139,-0.0389762732965444,,,-0.010963774159172065,0.02219598967100367,0.04615207972502103
LEFTY2,0.025682308840344382,0.08555052457838856,-0.05255506807289649,0.027387142363943597,0.09640130397887299,0.09337731013634304,-0.010845007469913591,-0.026680681021092324,-0.031401688269227,,-0.018354197393574842,0.04706197817211853,-0.036396042132873827,0.047152584115852374,0.02643925111622373
PF4,0.024982878289395972,-0.011583493230212218,,0.007245175215433817,,,,,,,,0.11153669634530321,,0.01546793791505247,-0.02155454126542968
ANGPTL2,-0.005514214576949811,0.05414780780806924,-0.021614703361065277,0.014125020332401619,0.015225886092735438,0.0831451777162033,-0.0021813322379855113,0.0065496213648334155,-0.004483403040084362,0.09029164674128894,0.04120340846683867,0.07637298045864012,0.024458867524134512,-0.01747079758050752,0.08441745681376735
LRIG2,0.009902908388263729,0.09929232275079654,-0.0392590122512865,0.006042328295584669,0.00868774777257578,0.04374100912148159,-0.010729903195822092,0.023555750777187648,0.018983762081947,-0.001887383968188488,0.032527373565046036,-0.02487928669190467,0.01610283431926973,0.051153536175468056,0.028319706991876685
ICOSLG,-0.015016426686012942,-0.028488568277598318,-0.027628902591232202,-0.03189753428292701,-0.013068969493936468,0.04711345433111165,0.00490325778055588,0.01568593543315901,-0.0025457515146289226,0.007894121358409088,-0.008498314705162621,0.06561790593860639,-0.01387815981962061,0.08070862137345962,0.07828370349971703
WIF1,-0.029721641753896307,,-0.0439531408849404,,0.021991351395227753,-0.055211559891994444,-0.011403271087897229,,0.023263667105521395,,,,-0.030803340007470523,,0.024543819639138723
NPPC,0.024795074306992373,,0.028490321452809355,0.04016897556736514,-0.04274739909072617,0.029236128548273347,0.027747506465503856,,0.0555625723069242,-0.05183173969807657,0.053298031568465014,-0.0007170480559499402,0.027764598443711815,,0.008128796516984841
LYZ,0.050169784393585215,0.05163239442651086,0.032104852801834075,0.007963398410078353,-0.02404322095557121,0.10689828596943891,0.006228550559997134,-0.0035713212873066153,0.013334589391910998,-0.0456126525653879,0.05997147362760971,0.022086372156390987,0.010032103565315573,-0.014390060142541091,-0.015451009030427613
EREG,,,-0.03417991870081966,,-0.04113814037265749,,,0.006493313052003383,,,0.08742091167442081,-0.0197801562940803,-0.04127173928612558,0.04854156781190673,-0.003814999953698749
SPTAN1,-0.00962143322083358,-0.03817722701817886,0.044044349084767245,0.049174616061444604,-0.02299370446576116,-0.023403166720914782,-0.019283111949775247,0.04604910049001773,-0.012409609755386259,-0.0801386535632415,-0.02562986330881365,0.027775383543552717,0.07451513783615146,0.03607634832576064,-0.012538073461836823
PTH2,,,,,,,,,,,,,0.04990911888942534,,
LIPC,-0.020222497397065706,-0.01743377638632389,,-0.03752125746022778,0.039896162221202375,0.09506504958207934,-0.017591905535388794,0.019514895557526078,-0.005348336125787698,0.01620883769621228,,,,0.04589475984563906,0.08590292867852997
COL8A1,0.09954801724985331,0.009545701211364959,-0.03165918673068494,0.0666604639195442,-0.0005759011345738284,0.08250424785190158,-0.003339407515561535,-0.06354501411444116,0.0287545891400433,0.0009728376886070671,0.042329337711726166,0.04077589546027046,-0.05865477257653628,-0.0006124729955339708,0.07853821454006966
GSTM2,0.028379487985998278,-0.0253824254568115,-0.029163801862151305,-0.01569045182872753,0.02261308318732247,0.07008857190754719,0.023301848021376175,0.019395070187610632,0.026917044965604126,-0.03849771833427354,0.011817546416194124,0.05878840105048728,0.021928336284089224,0.11716243516822321,0.07692476809901437
SPX,-0.010599266424756578,-0.03555710108056163,,-0.02548450123512578,0.008710991043377794,-0.05059897672244818,-0.041207558081227114,,-0.0012467160389929134,,0.05742727219576791,-0.01253618377558674,0.0158891662243185,0.10748144573123998,-0.07388207348609994
MFGE8,-0.009401684222850686,-0.0007332367406920761,-0.04989530681083495,0.028862010736364355,-0.003303263703676394,0.03486881008310565,0.026505795978157328,0.008796360218983073,-0.02764112457997398,-0.0009849053842135443,0.009049837934579228,-0.0046575363568106595,0.02995563798802533,-0.01717671368505198,0.0843717442661064
TGFA,-0.03499997737493567,-0.019366246522698933,-0.022124224150741372,-0.06523997061415117,-0.027241666819125872,0.010477838685308414,0.007045992708868153,0.09585090436847048,0.08437311075903098,-0.020634791977713233,-0.04072307420119392,0.011430316281739888,0.07385732542415827,0.014825427165008823,0.027502052830867586
SLIT2,0.052513012281598215,0.04611363942457803,-0.020146012484941408,0.0020474552553943837,-0.011020711167426336,-5.820739781198044e-05,-0.009420101087290501,0.02428252649979017,-0.028865208657321204,-0.032457735344023436,0.011219997258977411,0.03912553624749006,0.06747438339799298,-0.008482683801784734,0.05333794120663853
PLTP,-0.01454797063012478,0.008825449665678395,-0.018101662763338935,0.008585594918122217,0.025709949961412123,0.09743577945595222,-0.0014777719158560213,0.03873041770134266,0.0178668736611434,-0.012171463684591271,0.012313958246380926,0.02066881957794132,-0.0007558526781710315,0.005320773507747965,0.09875531623684056
APOD,-0.00815885210825672,-0.0030283518297398717,0.03054107622123204,0.10216766620792038,0.003677887334806051,0.08457203149010528,-0.021754744047841404,0.07663705526358673,-0.01399171524032965,-0.006666026763205746,0.038962025733692736,0.11403244001521208,0.04883183874980004,0.002554019618074303,0.006788446568879611
B2M,0.04941349866650651,0.03684925762821482,-0.08259339986176248,-0.005879415357910279,0.029998029033619453,0.13491917214578436,-0.04236216534194934,0.08881907697337854,0.0031306012381232253,-0.010565279497182433,0.03487407361996035,0.07796609021089825,-0.029270407342487793,-0.03375666225227547,0.045088836849442884
