,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
OMG,-0.059622605286241366,-0.03379850160845748,-0.042793843486290326,0.030907543534737316,0.0065981138236159064,-0.011238128248046065,-0.03454367626315421,0.06099894878032187,-0.008033550460318329,-0.02039077734105221,0.050196077266450194,0.10069397321328662,-0.03974448906393034,0.0481009730211829,-0.04356876848465549
CXCL3,0.09032062873737988,0.03063258150692497,-0.025980603999483404,-0.04252994019256175,-0.027809388239257403,-0.031795900448452624,0.06803094798416898,0.09056839747551626,0.05450776698510085,,-0.050273539153221365,-0.06867207738021724,0.03368217957930793,-0.036378566463633674,-0.026742663145058253
CXCL10,0.0016127328168601368,-0.03018895690939666,,-0.020828985507593916,-0.004299025719190145,0.11527793012765414,0.008759174696078207,0.045882736990284397,0.04110279890610949,-0.02904021495858061,-0.02232696319622018,0.055116638043470494,0.010011682508470995,0.09118233328260315,-0.028734473296167996
RSPO3,0.009705183666269749,,-0.025357408838520088,-0.024246975313830757,0.03488594644241039,-0.008293430658824983,-0.022318836142825735,,-0.019143256773016166,,0.05465203821682518,0.06198885683111533,0.058980225205303174,0.04172838501611086,0.02736368786101311
CORT,0.014066707528009238,-0.020687385389167996,-0.033652736266950624,0.029404681358667768,-0.012777885622869894,-0.025261689161872207,0.013056094814240759,,-0.006713052488927912,,-0.024654221558557746,-0.004811435458335835,-0.006853506421489039,,
NCAN,-0.018541423405622686,-0.016453437389481695,-0.026469200176837546,-0.005232033878304104,-0.06725908098597519,0.04144089498119197,0.04056064554359996,,0.055973570940696424,0.08431267970744881,0.06907556269606663,0.10501449306745032,-0.01281762685403043,0.029995769698914727,-0.029520269559647754
PRG4,-0.023947082282419645,,-0.028352858849969884,-0.023930718984488713,-0.0202645562902605,0.12481843399364928,0.10199061415936804,,-0.007478948459398166,,-0.023681515887585478,0.0643788417826783,0.09588439289722087,0.014841663467107295,0.08777430379781778
ZG16B,-0.0220811231141687,-0.013938851453280698,,-0.02777452610223466,,-0.006079858915386364,-0.010095674769840985,0.06622902574788689,,,,,,0.06729268267367032,-0.018388234329104716
TGM2,0.024661609017075325,0.03174721365841516,-0.020878398012420002,-0.034405244440481396,0.02762218629637616,0.025708371029115093,-0.020693238545544605,0.026366020806963677,0.019033617914864152,0.12613751442399085,-0.0037745018531155825,0.03364910635412367,0.0330206518790212,0.018984293249665028,0.06615738755148005
VEGFC,0.004674011789428602,-0.01789802204455629,-0.02256401941774367,0.012174950296149342,-0.007129897149562497,0.044308103160535676,-0.02718516137679779,0.00328768187668235,-0.02284134724264215,0.008603728070226468,0.003958215341535371,0.017129948553468985,0.039369444577456746,0.013421362261252186,0.09760100930048375
WNT6,-0.025692258095606046,0.03661140041996911,-0.018733220556507228,-0.007031211607075669,0.023733267781461953,-0.009733888280548605,0.0380982794851196,-0.008701294155211188,-0.01993477445554754,,0.060863432327637475,0.03673733070211458,-0.04397719155460204,0.00970463710244188,-0.019000562930354067
NRG4,-0.014666127004606323,,-0.019006741022993094,-0.02912477973575682,-0.02886421038803877,0.03256256039636682,0.03658746435028017,,0.052172136145708634,0.0003036435168318591,,,0.009647868931134496,-0.024405904979061834,-0.028573932361261416
PMCH,-0.01690350064402812,,,0.05811280117340228,,,-0.01477727166947297,,,,-0.021976757245522723,0.09819705287832685,0.10812403452688985,0.03132606695451568,-0.007260434197431812
COL9A1,0.0494844362566242,-0.03201709037501741,0.017613194523062665,-0.011577951166991283,0.02307081200053702,0.08399694738139589,-0.02705772694231715,,-0.030363732120030264,0.001727330562720682,0.025069736120192504,0.07136759855483606,-0.0385313794131602,0.02281835702862979,0.10745980044477925
GDF11,-0.042849252536200165,0.006625932177506443,-0.08143682557515093,0.04580363624899112,-0.026829612429196636,0.0846201302193593,0.013213162579600634,0.04714407001625835,0.07602157582688895,-0.020537443487527122,-0.014505504706325877,0.03181935532607525,0.05949358705141349,0.027980193231953252,-0.00020726063784783915
RAET1E,,,,,,,,,,,,,,-0.010804941860216176,
IL24,,,,,,,,-0.022194895767805353,,,-0.016385340629874047,-0.021647957626295396,,,0.029392203579294326
SORBS1,0.013074202543862073,0.009015543382450524,0.015369253858308738,-0.022750743537317618,0.06562955377452266,0.013569520256437383,-0.020342664922420026,-0.012190353023738434,0.02238161190729211,0.021404342417595222,-0.05981036935568698,0.011473458657484595,-0.00956957493861502,-0.011671571768249293,0.026610456068292813
DLL1,0.008140141541012351,0.009105123617563349,-0.04407970212506185,0.015093518629717367,0.018175851603686722,0.1190657246356794,-0.019722546926965366,-0.010891337058635625,0.009331908569685937,-0.07063778333820293,0.021785204294638923,0.0594554503291869,0.019460422951327123,-0.017563042505850755,0.06656406953210779
TLN1,0.04452637140170893,0.026190814291541523,0.10073187408931694,0.05409423996785907,-0.007410674898115149,0.09403409845328871,0.03190249120306807,0.03545450526387436,0.05503546948875206,-0.0325803105924067,-0.0063687205619696215,0.02404208468307363,0.02558328987072325,-0.03682044219395008,0.09919404034194867
COL2A1,-0.006117925804383588,,,,-0.018099322936752343,0.018856619014411366,,,0.01814080592026331,,-0.03582050261121378,-0.025956430150914863,-0.015012643691989264,-0.035518836731832815,0.11116563494577517
SHH,,,,-0.024867946115489054,0.04463403277274484,-0.024995449662650854,-0.041780628016067294,,-0.017749598307098408,,0.030897735841197902,0.021868307713412454,0.06633103044042436,-0.0020566458076534014,0.006559865526607083
PON2,-0.007887467596307918,-0.051312910046817935,-0.00016822890515398996,0.008044167437004427,-0.07973436141398611,0.11737133927937152,0.042152116157648356,0.10849852371848041,-0.00346673779325256,0.04800670805751965,0.07598677047097208,0.11464531597063787,-0.016810857436589405,0.0372480678022408,0.06410770604117218
ICAM5,0.05396552589994027,-0.01659310251615028,-0.027104563516893172,0.04194142848964258,-0.033073763829359816,0.053261069461508694,0.0025078473560915565,0.054078702984998304,0.003385265922719464,,-0.014823259188545363,0.018986999618336383,0.02935239390647669,0.02494868472506538,0.002027671694436963
HPX,-0.021505436131860515,,-0.004605059513949375,0.02351996812428307,-0.02358254545370217,0.06000942396997644,-0.019812136027392117,0.05120577763781054,0.0029418416786347527,0.033741463042637164,-0.009027225027025541,0.02341682974554861,-0.06370354010174445,0.04349246646940468,0.13600853198901855
SFRP2,0.011005029569874354,,,-0.017454158848083136,,-0.009634265043644449,0.00023476285260691203,0.048995205912993,-0.03482016951636648,,-0.004037578973266013,0.01667278002012795,0.03797022648116934,0.0077868457839986634,0.10708573112731717
CFC1,,,,,,,0.07406211481961264,,,,,,,,-0.02528343424483562
CD70,-0.020419145635015536,,,-0.017283805789421933,,,-0.023700211373032985,0.0466777905043678,,-0.006395665225023421,0.022622058066775513,-0.033200703635029395,0.008520302889466829,0.05510008566055768,0.0505997827266792
HP,-0.007886401467527539,,-0.06923028028458003,-0.006732636998707097,-0.05763388261901959,-0.002678179614995071,0.09027344017034912,,0.00512768910592052,0.0708661200059522,-0.06355237094231232,0.01567193222372142,-0.022225402340043658,0.12994029015286981,0.05613160288411956
CXCL2,-0.05804777262944015,-0.022706747081828627,-0.04705788879835492,0.010687924735343546,-0.07686300124218676,0.014552674947193011,0.05819563152336502,0.1042608997240918,0.014229442104688163,-0.030646063235869235,-0.06463125682099857,-0.06383110495613309,0.009409020322508507,0.018517397553206808,0.0243288246123935
NPPB,0.04642164343432458,,-0.043976236400570405,0.003032666197525937,,,0.038660831640532974,,0.03710373099907195,,-0.010471643625376175,-0.013485580668913312,0.021450917561274638,0.061215097350618315,
CCK,-0.037592593373333816,0.010507309209936396,-0.04202159792324925,0.08879789730702492,-0.02415015213462962,-0.08842959260381228,-0.06175274267258981,,-0.03326515350388546,,0.034309775906651456,0.11237806230214581,0.06922932436059714,-0.03211660635137307,-0.09926039962492939
