,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.04976383906699584,,,,,,,,,-0.027436369193640283,,,0.02559777707698716,,
BMP1,-0.018436379620927784,0.03478654378559742,-0.02848591836414325,-0.009249012021578662,-0.030467672895625467,-0.03728473769090635,0.0597867803419453,0.1401514292767471,0.024966239436933883,0.06021502203532471,-0.009793268159368531,-0.013679143615224324,-0.028728745475448784,-0.05977662926397504,0.01322244507542329,-0.0637200322025831,0.14307589614625502,-0.1669005223604889,0.03100880650411089,0.05852783126732541,0.07778144932449403,-0.08786354204657272
NDP,0.03376948846313912,0.0005949739988094479,0.04932522675815123,0.03010875223358945,-0.05601234705407434,0.14814539810453017,0.0057355094764637475,0.059702627618877305,0.043437732024400676,0.03300463589626847,0.03177178184452349,0.03758441182399842,0.04275504815740759,0.04841070515822431,-0.023055594980623522,0.06696382952629724,0.17477854526719774,0.25914615036741373,0.0341217741644906,0.27355630362856703,0.23537927302939432,0.05658991924333916
TNFSF18,0.061271990991897576,0.03474962098887767,-0.03708817368870212,-0.014549666715435132,,,0.04406870784332439,-0.039759796518193696,-0.023206185692711045,,,,-0.04008071202694431,,,,0.058487867511706516,,0.022998987296635624,0.02524713315654641,-0.004121870368541658,
IL36G,,,,,,,,,,,,-0.00353029152625362,,,,,,,,,,
RTN4,0.00927783851352917,0.004395355317023853,-0.03699488621182885,0.05945558058086497,-0.032418271015246504,0.11889053596508506,-0.11019915703916262,-0.19965459485534814,-0.031351501191810766,-0.0603159783292522,-0.013839995816721816,0.12324836862741208,0.020167702074483377,0.020364244311092964,0.016049955284072607,0.056338444095204936,-0.23959040735364645,0.05516994667940652,-0.02133707790233509,-0.09192196001515641,-0.011524121760256597,0.048628347581399535
HEBP1,0.01759792209714971,-0.06682785589595581,0.014699718013485595,-0.004282173938535361,-0.011388736022639566,-0.07482321423802313,0.00850589283665768,0.09237887611369341,-0.004073685144090317,-0.0049020397523749405,-0.012283061047614478,0.08698054393976755,0.016398414272739942,0.03201858903954047,0.03429585316945047,0.05071301508256275,0.03575767531221573,0.08173575425393001,0.03670431655679346,0.18670262428169385,0.03502215326112009,0.08570422037938769
WNT7B,-0.0012623459265151333,0.09995287973012668,0.015770261372246398,-0.020916215234722913,-0.00035293018439342934,0.0392528805626539,-0.046814253390258874,-0.06853897697209588,0.03191908881993248,-0.026376765477635924,,0.0280648345262408,-0.04412495184734067,-0.07486556098951497,-0.01153893214303527,0.013471482584203732,-0.060511722170413715,0.08563440560813805,-0.011093482264634497,-0.0077275967322734335,0.08535404965467838,0.008641251387640618
PTMA,0.003010562590718386,-0.10902532117603576,-0.02915139737841262,0.015569149448440133,-0.0034008180021971005,-0.08330964848277708,0.10906296086875365,-0.07040554393863922,-0.04597053965095481,-0.0028392256587660685,0.06491144876737569,-0.019992427718221205,0.020951074847959526,-0.03561018743660768,-0.07055443135725228,0.01090337182814067,-0.19032607396290352,-0.2002939421499111,0.06258650657933393,-0.21377708480232327,-0.17736446879326112,0.04347899579760449
FASLG,-0.023540833444776862,,,,,,,,,,,,,,,,,,,-0.008894026760123522,,
