,MGH258,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.04950468146188382,-0.030509611917908935,-0.0389772165823972,0.07464315694889817,-0.009918162957833036,0.13237504177238482,-0.022809807443463507,-0.04366347419269577,-0.0511784647018297,0.07280656920247075,-0.12497494838458921,-0.07141153504604238,-0.029870274000041948,-0.008747267764836638,0.06461433166782488,-0.010091430941339316,-0.05118110269541801,-0.05558320537784802
RARRES2,0.05258757518771868,-0.054176178886444624,0.0017341191399542048,-0.027422537658318483,-0.03600980809633408,0.12995863487724574,-0.028946290388188856,-0.02165133802251769,0.040480487048591654,0.02852874869101155,-0.03641858814982407,0.0285504979876463,0.06075565252038528,0.09890557356163165,0.10010959009182054,-0.07401600468299122,0.002062350109773199,0.10050844908586384
SEMA4A,-0.03931689932454297,-0.029706342717889925,-0.04304329675751345,-0.033012143175576526,-0.0264547172251241,-0.05778502750958699,0.005952760499863624,-0.022760092960536896,-0.016278155827202698,-0.021582969579871096,0.003036819973270704,0.043885438953549176,0.003359585474385632,-0.003801499902264877,0.03042971926324326,-0.023481362800991848,0.01933993530619656,-0.04987251521744786
GDF11,0.04261158670131687,0.019798541556834543,-0.04239659625829067,0.0031655938408138152,-0.04754171594579574,0.09201202298275157,-0.027138645218621804,0.01731667810261654,-0.009752246006290528,0.04003105713215392,-0.11218519920726958,0.05053427178984565,-0.026887590123967776,0.0036652574679686264,0.08885967898010827,0.004344990208970593,0.10129647595406917,-0.006509231899529301
GPC3,-0.03303185043106037,0.04381355402017811,-0.03595514428565312,-0.0001034649412793534,-0.0178994631783779,0.04424181961546164,-0.015976349529736204,-0.017349984996524688,,0.018723324817836604,,-0.025467835780471366,0.014330399551401996,-0.004881401207124905,-0.0055927185319657275,0.015251807457975552,0.06899698038063753,-0.02630201893168243
OSTN,,,,0.008295437610890966,-0.02317365944789447,-0.017629800159263267,0.021840880631517637,,,,,,,,-0.017819748805496676,,,0.020293324213701038
GRN,-0.07442229869306938,0.05210338217262283,-0.08709254859731876,0.019125654177311876,-0.028908224840744883,0.10997843584209602,4.88753199752152e-05,-0.005801688852106145,0.08254927371418572,0.015557655803305431,-0.10021324415984395,-0.04530255836866011,-0.00802973860623022,0.08493415651007759,0.06502261892270117,0.003978665578655513,-0.026511653749289432,2.723932850344488e-05
CALM1,0.06764337365387549,-0.02923737896796811,-0.0752519835071362,0.03488058361995312,-0.09868683415162417,-0.11460293746983002,0.021821032232991297,0.015550868035616602,-0.08996597087706532,-0.06658579192257294,-0.10409214899473106,0.027372658380567773,0.0184902058026797,0.006365840088281244,0.014050218714341565,0.017154658962112157,0.07238495716734214,-0.0002035550564127229
ANGPTL4,-0.03783935216118097,0.05013100030094729,0.07454796697307889,-0.022623023529046018,0.09721413019725515,0.040005173133775315,0.06552671910597183,-0.011568947108464196,0.1244322054457338,-0.009374326752884722,0.12305228939168557,0.04706498992615746,0.002904004530521983,0.024869958075065552,-0.033886699790913744,0.004197338411581281,-0.10210223662407637,0.06361381266782781
BMP8B,0.17737895472672982,-0.06076680830648745,-0.0361238723439214,0.0065866926490638295,0.04674558500571779,0.017875352861768213,-0.017049958409162853,-0.021144135407022008,0.04973223082932085,-0.041641405353578874,-0.007511394468230506,0.03304291328707044,-0.013702992158804888,0.09897052671759891,0.03660260270808286,-0.03444682001392876,-0.02821381304330056,-0.0006925603067171245
