,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CCL5,-0.008581886154278387,-0.014140696074778367,0.033267446974053864,-0.016308938667018887,-0.029389618944020316,-0.02025677052298499,-0.022413098594272447,-0.0077614062527712946,0.0007145674794518482,-0.03948531468957482,-0.004000183382702511,-0.003879716142081902,-0.01550324306957174,-0.09949932006245912,-0.019939682819931345,-0.07040029979989809,-0.04286072910036791,0.021142201621345585,0.09356034992400777,0.051094816095215836,-0.017353041294954925
GAD1,0.06317087722066489,0.031645670413080494,0.026292926271712674,-0.013469847046856063,0.025520433525979137,0.022041605111934662,-0.043846606615099745,-0.10112014037300064,0.006132854745586901,-0.009288896076879627,-0.046683927763920954,-0.018989615084391433,-0.04780348338508201,0.021662462601317087,-0.033920001506420897,-0.008001015316901868,0.04348031384018827,5.4422583366573996e-05,0.03330042539712704,0.04249180658240378,0.026104365469469037
COL14A1,-0.028678888065521612,-0.05006397180686073,-0.022193725453079745,0.03626249139539561,0.002979721687134344,0.04172711836953537,0.006721103591226711,0.03642058388975136,-0.010936795486362115,-0.024234277809225626,-0.0006163221232286383,-0.017257476442248478,0.07142778318481131,-0.10526030898688105,-0.1304479542680408,0.0349196911627159,0.09179498054640568,0.06808948451869591,-0.04277880860520537,0.016816382888328665,0.06919606936807646
HLA-A,0.0867978817392672,0.020696387580996345,-0.006907041885486339,-0.09143963738618785,0.022711816555786652,-0.02429183301004372,0.05082608864039414,0.09294652202060752,0.025912933818989535,0.036460083949273726,0.07020434308813175,-0.09211889611229016,0.08089018084956975,-0.06553964909334684,0.05666033029501283,0.023354975589479264,-0.03871569584308274,0.027852634829698793,0.043812844379088195,-0.0388851312951105,-0.0024369339826226535
CD5L,0.0320375812847969,,0.1506422774351496,0.005639126005180429,,,,,,,-0.019159028348905986,,,,,0.016086329718968572,,,,,
FGF18,,,-0.014768629758043121,,0.012909110047888969,-0.01800478606436756,-0.02128811754321936,,0.029433667020738526,,,-0.013161560866697801,,,,,-0.027134758440724674,0.18809589542918895,,-0.023562643027661097,0.1378709936210464
ADM,0.02732041638749197,0.08086739315529269,-0.0144850534442881,-0.04036465759109884,0.035910049809254684,0.0011642380286978591,0.02131299176894819,0.05426926039031057,0.046350696713331745,-0.03623194767833108,-0.04054839971980331,-0.0016918700773560368,0.08361912379453904,0.10454981583931149,0.006287986295412456,0.0745948254914238,-0.016433162296988452,-0.03969618230720233,0.02373172146079798,0.021909251909391504,0.05765788722532101
CCL15,,,-0.014813685684857997,,,,,,,0.007151316689162546,,,,,,,,,,-0.020435878468645977,
GNAI2,-0.021052743227756174,-0.0009894572990812118,0.07431595580963851,0.028845704787259226,-0.013768239730685021,-0.034958514396549095,0.021407293870478596,0.06134208834271642,0.017860391323139154,0.014468266010259174,0.07558977092124894,-0.025934820825730735,0.03535990287010611,-0.07337441812385945,-0.06312652594734397,0.04884221153035588,-0.020480183463863072,-0.011811849997339297,0.07817519676926551,0.01965440867579332,0.025069240531297266
HDC,,,,,,,,0.050084187206904066,,0.04392577766563556,,,,,0.10524091660436699,,,,,0.177783965478375,-0.018279049229901922
COL11A1,-0.008464463804679481,,0.06500496758567542,-0.020764948924690815,-0.0048801574593683545,0.054494035629151144,0.01586504430725827,-0.026066241278705656,-0.03377387239327609,-0.030194316785810454,-0.04267180897999832,-0.056026488820391886,-0.034432901206974224,0.08940430958470051,,-0.0015053051366727237,0.03591613713680038,0.04491905911729873,-0.020820475838386934,0.024115885514792466,0.07798371031788177
NUCB2,-0.06435389035032205,0.03630861075127565,-0.02132935548981137,0.06190944982658098,-0.022118862285537746,-0.001965321587945195,-0.024227641722045012,0.03238179539883192,0.0008000194268046385,0.020357104349091597,0.05869878540472592,0.010891804768050035,0.009101784164356589,-0.03552251274376908,0.0035558661863927987,0.07251555518501274,-0.048190218379731815,0.008324441370143992,0.016293130571391957,0.006355259471351818,0.039677121070357375
FGF16,,,,,,,,,,,,,,,,,,,,,-0.01801162675452061
CXCL1,,0.04060028372551545,0.022934451384938527,0.0494937688509099,-0.03530275516820392,-0.041385692537739605,,-0.0366751120046085,0.0014240680118761946,-0.016836407360090355,-0.047961698632399755,0.07331086840279705,-0.015503245698015066,-0.03522676655525761,-0.05648908874552417,,-0.014351825168416252,-0.03702447768894439,-0.013436368128987412,-0.01776468348988812,0.04283768136778433
VCAN,0.05175382397384408,0.0023477380400239367,0.010203007126185142,0.015049237791676473,0.004439947897235556,-0.03333282292058888,0.06501808903722671,0.04389193791976894,0.016808727164956867,0.026099174475757894,0.0570852548151956,0.027312101394101444,0.05230270640978551,-0.028391238875749687,0.044784346018661915,0.026004147420140525,0.024940424614789902,-0.05335156863654364,0.011166903564266062,-0.1159589490420387,0.06328266251072044
MMP7,,0.010441638893010051,-0.03254342190588257,,0.013110644087160846,,0.000984389857439671,0.061595986104331986,0.07067619441143773,-0.02389703733565759,0.08319490883827453,0.033711716160595935,-0.017662895353592282,0.07222577838847215,,,-0.02122547250430512,0.022126012237687787,,-0.08978939223638983,0.0688774512805786
PTPN6,0.019791819327215958,0.08536355574389749,0.03704988107426136,-0.04150022291273758,-0.013258171765626162,0.013043576557049049,0.05134483071336493,0.06732836124484913,0.020578295796850547,-0.0009486947739283902,0.07120289812680018,-0.019794764484279442,0.0050291518733526054,0.0097041107315125,-0.02841109917009937,-0.017177635079225064,-0.007949995302886606,0.02762195934919434,-0.004039201591589486,0.07263948371669372,-0.010207232497501724
PTGS2,0.04001027292414553,-0.013418951698361208,0.05338333557471581,0.032206557599197196,0.021865115047870337,-0.015075071866399453,-0.009441225908050679,-0.030535997615840645,0.04298167071864332,-0.020209137281110352,0.10278456710276386,-0.03340151204095146,-0.012261801326983242,-0.055812504417766313,0.010357763854039128,0.013799563941273267,-0.03442008062284047,-0.023930899388256557,-0.03298684322424703,-0.028252198483486878,-0.009652134353869387
XCL1,0.025498829643021543,,-0.017886198363639957,,0.08472036343821777,-0.013808117695206693,,,-0.026769453500485665,,0.01200888475452668,-0.023636772867017538,,,,,,,,,0.08889909660723799
CD58,0.05672241140982955,0.03009680572955644,0.06910925354895514,-0.04517334341634363,-0.001318528435177531,0.012880884907985866,0.021839327984114573,0.10681334197390574,0.013016575661936942,0.021605396557967765,0.0017006767529608253,0.09184936984845472,0.06527843245577479,0.06864001098136818,-0.04708172123045145,0.013668354436174382,0.06927752124051194,0.01792814883459741,-0.004062896990563018,0.04758887812805222,0.07734585013362831
TNFSF14,0.023109685822188305,-0.03202909945192928,0.056499371166826226,0.008883989474295294,-0.034983285953418035,0.05900948766016741,,0.05119206153555659,-0.021869540513830964,-0.01644473970087243,0.0677606836794352,,,-0.04547839814993237,,-0.036560059266326016,-0.021706379541709064,-0.025437657081343004,-0.037059257708068415,-0.003253536105545347,0.11127618878852559
CNTN4,,0.03260146626614312,0.012059103653555465,-0.02137243456942556,0.056435532186799656,0.03760659793767724,-0.031964477821739924,-0.037158966817613395,-0.03204889170944972,-0.01651560822062802,0.007500599897434884,,-0.035939499328527504,,,-0.032091090882140995,-0.04432569356276419,-0.03545715646023754,0.05659200272103843,0.013852908850937325,-0.010474742359103652
NTF4,,,,,-0.02500954428312358,,,,,,,,,,,,,,,,
INSL3,,,-0.016022732674480532,,-0.018171342814488463,,,,0.02660835288279331,,,,,,,,0.012922646294506434,-0.014765387062677082,,-0.027981353006165218,
BTLA,,,,,0.020329867462739747,-0.014395422368114275,,,,-0.02100049504988803,,,,,,0.008291452516774494,,,,0.0368001639275116,
MFNG,-0.05623134205368809,0.03276783813476764,0.07090096129306007,0.0065821241945101935,-0.02442304670563308,-0.0193119855824519,0.01719808787458437,0.09972517409023339,0.018734220176748397,0.00033908896311024756,0.07526584423173013,0.02263074339407537,-0.04751518527716622,-0.06074481657519093,-0.020060555021056345,0.002783226082115157,0.06856164904815626,0.04488430959212333,0.015638205464983852,0.04448761688478441,-0.033276500401511255
ICAM1,0.0355520187621288,-0.02474415290551601,-0.00788441468030735,-0.009675317274134844,-0.005082819799571553,-0.033490928381896885,0.027853679204580227,0.13288283380246516,0.02419149905534969,-5.000485841367624e-05,0.07211571673332448,0.05965884636009261,0.02003723181996701,0.0532423999213277,0.0199621149758775,0.1175208952639061,-0.009882740731302879,0.05404935142735884,0.02031394116280112,0.007846607714108375,0.052810045772013064
PROS1,0.010390181268559092,-2.305125842210782e-05,-0.019256439531140618,0.054865973583630136,-0.00044590337661267203,0.04449197003836264,-0.014767957756168147,0.09508832517297382,0.004172413001089444,0.040934573087241105,0.0807461598193431,0.052076134900472804,0.0037471540695091436,0.03098724826412703,-0.017030200040335522,-0.024307757376735656,0.04298493284697072,0.04937031145987302,0.01761446220553395,-0.024560653381652222,-0.002814380062531557
CLCF1,0.050013754758570866,-0.0051261221382898296,0.05970592575292284,-0.026158722227771807,0.02075203205444017,0.03891262029896534,-0.01753235958080055,0.027822055477976036,0.004649044695993583,0.008705720009494183,-0.004016970135873332,-0.04760296496572749,0.009326772108641829,0.03429054940400388,0.011131182521958438,0.060555114965058006,0.006166347103198419,0.040462953352656324,0.013582274211438162,-0.04910807746426006,0.0383615683290558
PSAP,-0.05263887060446867,-0.02782880049675048,-0.017127166353162405,-0.048227024971399655,0.04839131111472644,-0.031031421805205635,-0.08148630302350696,-0.07759628193523212,-0.010159083619387006,-0.019574403080574065,0.02340605047486206,0.005673557325009986,-0.02306663633023991,-0.028052144094101263,0.05936874090289081,0.0491389010549045,0.038055191488348704,0.0754566711482236,0.02857602320860314,0.020046315913609336,0.05818200686212026
EFEMP1,-0.04734540116586064,-0.006325188617100967,-0.020434519370724973,0.03574410105639036,0.022398180391521475,-0.010770108302957803,0.018259044116838707,0.07191211624826636,0.0007472263681303452,-0.057886943567684514,0.04180712108691954,0.012576746999243686,0.07830756467293142,-0.052588587614523286,0.00923750906912279,0.09451245843204567,0.0377285308199273,0.09107459586456725,0.020082921502394754,-0.06484652376405413,0.06353200511916175
C1QTNF1,0.030272576112673418,0.06087458659456677,0.010167429029649861,-0.03446906030553026,-0.003805876938414348,-0.013072893051245066,0.008521557569566627,0.043056981361017,0.06262776309992373,0.00408731192085465,-0.030528630083410755,-0.03370190545952916,0.051049136779029704,-0.06850872798936868,0.04658504650630214,-0.052747083264418695,0.007433388503992453,0.06314905042074695,-0.028740606241898684,-0.007362024838813642,0.043535970445231754
ALB,-0.030518358740897544,-0.019123190490035153,-0.02477156282674959,0.038970510532920534,-0.03226062488518398,0.010769422654729827,-0.018040818618963946,-0.017553679858444825,0.0877947658271703,0.01152263988793957,-0.05687660683285791,-0.011999098221295485,0.033186017223182346,0.07402546500106759,0.028659683539030506,-0.04926609520084766,-0.023562738145077117,0.03918917357476927,-0.027311399890564064,0.12979877861646666,-0.025879852159700737
CCL13,,,,,,,,,,,,-0.022869062731775837,,,,,-0.016113318287977987,,,,
EFNA3,0.06646038738449322,0.08971361382592986,0.03657977083052545,0.028862870680532962,-0.0011687820065667677,-0.02516363613064049,-0.03180057699843422,-0.041160113512737476,-0.0018634460232498983,0.007116544573545127,0.003392358324311478,0.007557652381690995,-0.05121289507963091,8.173224891798756e-06,-0.006905468994406411,0.11017339128882825,0.04944526208318631,0.0747999190766874,0.018209546943889286,0.0650439012492502,0.021568807024994432
DRAXIN,0.07617873793650799,0.01651865696921545,0.04988082151914427,-0.06352725006191207,-0.01238310636435768,-0.03467793762638453,0.023612339263223172,0.08212449077950341,0.0004177611643588954,0.004088928306876725,-0.028321391811319284,0.04283484154508402,-0.005626876315857121,-0.08327663096123991,-0.05111748162870089,0.069043966560021,-0.049480526798907895,0.007182350473162414,0.023607856269504773,0.04271318526654368,-0.037070645949404894
RAET1L,,,-0.012481864364389207,,,,,,,-0.01796266292300859,,,,,,,,-0.014947333624074409,,,
NPTX2,0.035762484880528876,0.024525928730624057,0.07465214266381788,0.023597875762024073,0.04857680310127842,0.02892069784447446,-0.044447516693718034,-0.0974262028204796,0.0014444221470598943,-0.017729867279736793,0.0028694829207242425,0.09682213710955946,-0.022763394251251137,-0.08628774579505287,,-0.05522579261991966,0.0349564827973497,0.06054328978305697,0.02222323858508108,-0.026080745484183234,0.06606813709492732
FGF11,0.07710064018915863,0.004753325418686073,-0.03696534088697045,-0.005963676038824365,0.00401676874334483,0.042773584537268775,0.006884707321275699,0.04922798926756745,0.033849552947255675,-0.017381970154836897,-0.014145565394605656,0.014740812176650093,-0.005413641942326291,0.06072549416527458,-0.02207459481961139,-0.04561447466002899,0.05469033921249768,-0.025592705321355252,0.05290971794513351,0.030351938692318163,0.02772165941765886
CD59,-0.04395807799483203,0.003137083014585871,0.016304796441717243,-0.024732497850740623,-0.027200664436235613,0.02408955262585163,0.04868022663281986,-0.05115530258753692,0.00707628039580578,-0.00036150800238382217,0.06463544768534264,0.006892794665444993,-0.0075407224506634845,-0.04599232643730912,0.0013712584963579398,-0.06167328167161387,0.012761710961327517,0.04257633722395545,0.03731363485492606,-0.013226026711659492,-0.009544314512042748
COL9A2,0.09372079854739007,0.07842406377237854,0.04938456606935988,0.0017316308965901147,-0.03328687801616294,0.0308752589186656,0.00529107482111533,0.0004011614856197304,-0.05673602312042694,0.0644965455433351,0.0739693306531802,0.053111349649075455,0.00019095295456860153,0.054234342709970025,-0.04649421316109454,0.03625731663300805,0.038747954660891,-0.012189289125032912,0.033826645715276785,0.09699715005248034,-0.00527010701218906
DLL3,-0.11292367532315954,-0.018552825898740532,0.08499786920973845,0.009543359495963296,-0.008036714550900983,0.01939191847742005,-0.0007983347048047928,0.027706584757396336,-0.03144640554989906,0.036244735533294326,-0.013159753084902614,-0.015375880075488402,-0.013272870269045665,-0.03021272356616547,0.01747394793268991,0.0033562406513169343,0.018700445613743875,-0.03103666765715071,0.04951508622448804,0.09259454244454043,-0.0026949574953483934
FGF5,,,,,,,,-0.013977896453647672,,,-0.01989667476929855,-0.013857303928440649,,,,,,,,0.01081154548467907,0.06761864123145488
LIN7C,0.03399348484570247,0.038067389005166444,-0.034501250526994584,-0.047995629348843466,0.014369835505144512,0.07937390107570225,0.026265962767492292,0.05394935362057485,-0.04936262713206375,0.05952754191362853,-0.016196711832740338,0.07434250367355141,-0.04482294036590191,-0.03283808328866735,-0.06269028528935872,0.025286292293356907,-0.026962791662531932,0.0009685883015416717,0.008826144239819032,0.012458441479558019,-0.0007658819693766875
GDF7,-0.02099737506228963,-0.0321640266305248,-0.005704032759596676,-0.022934143130361902,0.04082802476354234,,0.11862472864651684,-0.025004172538246255,0.02607634496157508,-0.016444739061829815,-0.0365731829539061,,,,,-6.985507961601544e-05,,-0.012813582346968276,0.053599188141204644,0.11276072139434404,0.0609199565721101
PSPN,-0.05914146967287321,-0.017982502406597656,0.04519676540963813,0.0021745038442279084,-0.00668529883841409,0.0649245728997997,0.022773198094353617,0.022606844203032075,-0.0017651694965384905,0.0667569558734386,-0.012453456380457209,-0.023602762576923512,-0.02586016950728054,0.13251387111895307,0.06598081009832839,0.013459218800429162,0.010684820793838427,0.07879876621444738,0.03978817169737814,0.05945344789579795,0.011734082078667395
ANGPT1,0.0693161578960211,-0.022348014215987942,0.05427055957310646,-0.03324280147827215,0.053334575810037484,-0.04411985413788787,-0.006261215454061549,0.07332409359802264,0.009918813256710924,-0.013042146456281207,0.016556618376172193,0.08841472883529784,-0.018111049256329417,0.06782759812268865,-0.09135732861963108,0.11732972489767884,0.0653562674728094,0.06074293927610864,0.021432633575508796,0.02237056859391801,-0.012353581373937581
PNOC,-0.029652658880358746,-0.014289572788124068,0.050020148968261395,-0.010201353525080914,0.01594703312694909,-0.017787756971036545,-0.09765786401113302,-0.06599632232996873,-0.00214807926350236,0.05218996736322918,-0.01569243224732683,0.11439928422411468,0.009274762522232482,,,,,-0.013626019830778439,,-0.028879353920649248,0.11367223222595936
L1CAM,0.10375025841072619,0.03209578766283699,0.016934764510484836,0.07116105963276764,0.017796386378645074,0.006816965497315481,-0.04908165371109709,0.002617479397082875,-0.023260771388948047,0.018334653793025648,-0.033679597346057556,0.03175213356919158,-0.012839029299048982,0.0450907206735661,0.02880862555970412,0.05564169267729122,0.01602149806938657,0.019786659815887106,-0.030836243430863802,-0.01106638184629584,0.006753584100651979
APOA1,0.09480062260124004,-0.032999333653836053,-0.00788993493451036,0.05298867997029036,-0.028298864117765807,-0.031109107479630378,0.002602792176333014,0.07606712492674937,-0.024472703439506475,-0.02661423130802918,0.00036946412541730486,-0.005124286895089784,-0.013959320113719123,-0.040856446514678235,-0.001998298696340091,0.010936656925701217,-0.020364076991579442,0.04709109327428966,-0.03680804115880909,0.038970919079969364,-0.00367080753507965
PSEN1,-0.08182597738494571,0.011267630188368754,-0.024129875967260943,-0.0038878546670676755,-0.008075490776495779,-0.02082088265500923,0.057699128494250816,-0.0235276072669237,-0.006888854624822572,0.0032263281818965405,0.015107521966755619,0.05003452926749535,-0.03067161824901389,-0.06338582829847442,-0.012207770127044411,-0.05391838286445237,-0.04227859768505316,-0.017663356025717808,-0.06670782740755554,-0.03993199955425379,0.03234618517160931
CALM2,0.04909243053111773,0.059218358231925894,-0.005563407277781491,-0.01777619833059267,-0.026390438426242713,0.03549438434071106,-0.04235316978821557,-0.10785958959314572,-0.03107857702508398,-0.018761464066786738,-0.019881456138772704,0.008567483369148391,-0.08351622057311887,-0.0922104780055749,0.07033773284700785,-0.0564916597923589,0.035427674647051634,0.02594074827369816,-0.07438275979830294,0.10736394948799227,-0.07262096669118773
CLEC2B,-0.004020498047278498,0.04724710028946545,0.012331514918918814,0.027859468474233196,0.06586745157363305,0.01343510327736647,-0.03796482613085488,0.050453702767539216,0.021744061157152304,0.03717681082000454,0.052214862377062646,0.02794846685168974,0.03336093602380067,0.009000821563077075,0.05497700707163118,0.008333070385440173,-0.01617879217492596,0.033046942067462996,-0.008004213725700152,0.07755029219252892,0.02233871284140918
NTNG1,0.048806413396891964,-0.055477067644630236,0.037823386026565,-0.022089117121645664,0.004323557603279163,0.010037700814422429,-0.030965313546446157,0.016565087628039103,-0.0028249210635933513,-0.02093685566983373,0.009844544590419689,-0.01966305747533185,-0.034565594894647056,0.06447194974119067,0.06283805560613462,-0.02988610194030593,0.04321577418180525,-0.02446106842798887,0.08404268768136319,0.03533539403229085,0.01836155666999737
LRIG1,0.010847926363129206,0.01591053731656728,0.0688928159633894,-0.06110064340055,0.037097911171120414,0.005310241686830587,-0.01930253612333171,0.07416324501398491,-0.0036609840221539314,0.0010524764618541817,-0.0459850619891183,-0.02531259557798645,0.073587940280752,-0.010845092916855606,-0.12680208058485756,0.08627871900721888,0.03701347226172934,0.02869978698706462,0.025727061619616437,0.0797049084359062,0.03445920357702098
CPAMD8,0.03162733863637146,,-0.02507735613917308,,-0.0076029599518331525,-0.017531656679428086,-0.03589260937956697,-0.012644888439804212,0.032155787468017324,0.10277024855466294,-0.021502751417277872,,-0.021107071990988116,,-0.041923976004527644,0.04527098072310845,,-0.014395024935266959,0.0034609787442920494,-0.015441895920519774,-0.019812946352399264
GHRL,-0.029476951135442724,,-0.03325578684068444,-0.02908948374727144,-0.010121151389133758,-0.02969115046805755,-0.019178827813314002,-0.012836730937463396,0.013018477517828492,-0.014997317542238356,-0.022190481435369093,,-0.014585021234033057,-0.05326409129827069,-0.02076462370579507,-0.023772716177216664,,,0.006960628773045372,-0.029256815561766025,-0.017465318364219336
NPY,-0.02710484884635663,-0.006302254950880326,0.06241394180402387,0.04929645984569672,-0.04097751514869073,-0.010794933369034618,-0.007231944079651938,-0.07181202623798762,-0.005614350644872487,-0.03709360799461167,0.024551465635202455,,0.023735617122078567,-0.0098534088842276,,0.007851088277995617,0.025919558302464098,0.03219077425044793,0.05491923282310271,0.0376112656130222,0.02067250673117392
MMP2,0.009959255986347424,-0.036043003790033445,0.06366904470035108,0.01140578772474053,-0.051263701311333905,0.019535098277260916,-0.03475543125229901,0.027128135834114064,0.04135162611151687,-0.006825695861163204,-0.035991136768430895,0.009402181867338573,-0.03614241136009277,-0.0855242184499106,0.04663917030725585,-0.006751815340837057,0.01356067351706929,0.014676649177115675,0.04382849969909655,0.008912352232239708,0.02014997832835999
LHB,,,,,-0.018719177096768628,,,,,,,,,,,,,,,,
PPY,,,-0.004705972751749612,,0.004464457985784563,,,,-0.015235461243104454,,,-0.011098630787073682,,,,,-0.0037349206494642112,0.0747065019116783,,0.012590910703441111,0.02238893515042595
ALKAL2,0.040197789740187145,0.051619307247173944,0.05084216912637419,-0.018408407397886663,0.01368382040252657,,-0.0021719649979154505,-0.014337200343868598,-0.02150813581967147,0.027515789769122143,0.09566556009512171,-0.028296197267101583,-0.026717877230840185,0.16475798771633862,,0.06188295144206832,-0.02032202047927275,-0.01815034805356123,0.01186545101004572,-0.009478499595138388,-0.04365606235672698
CSF1,0.08112849017030924,0.0014840784264614907,0.021370778626479674,-0.0320536722312398,-0.039968202021622025,-0.0312972960122494,0.006023800260239577,0.06947135998718007,0.024656425572683088,-0.02947639423340746,0.11366012826092933,0.05885037667997969,-0.020099269001624072,-0.01591964174237677,-0.07692677017770308,0.08279824350451208,0.08924984411815803,0.09382351915351117,-0.012739541653944236,0.06902443117150339,0.05297923118936149
SEMA4C,0.007955286705891542,-0.02147464978636888,0.009011020281945644,-0.05973591788370613,-0.03576949352738044,0.0013041447035606205,0.056201678853582696,-0.007370013869653007,-0.01439602951412743,-0.02702829742621728,0.002434423703532294,0.000502558765550776,0.01735934056105567,-0.05172138347056154,0.028794855943663007,0.060488910089762274,0.05651039039101032,0.06317371276318812,-0.03725285274182815,0.0030893638149973313,0.02486291443552153
BMP8A,,,,,,,,,,,,,,,,,,,,0.008231444020823096,
ICAM2,0.031387501437084596,-0.0031856103108002308,0.04625085001099248,-0.04157370648771975,-0.0048136426427652906,-0.02456472938149014,0.06363765381001615,0.02714694456884527,-0.0339221541020794,0.058976580493153186,0.04941697371011896,0.1026834297713551,-0.03734390583863805,-0.09655053548720376,0.07242256259239013,0.02263510357126833,0.10507254699546988,0.019417116696614157,0.06992230734471479,-0.0012368169081267294,0.0011263271456133702
SYTL3,-0.0504890035202241,0.13293314685463922,-0.01988405998686293,-0.004847331776695924,-0.030721733851403893,0.03998160844271725,-0.024779130024196086,0.006871933275106836,-0.024761796126569417,-0.016772500834446737,0.0358573822162172,-0.014700529684059934,0.030976689662930157,0.04878642493855203,-0.046485622267803416,-0.0032709069048435326,-0.028640279983551207,0.08836431632613395,-0.03182870875226147,0.05763131093183767,0.02943905036032537
IL1A,-0.021468684972653317,-0.025776665699324696,-0.031769269666176034,0.04279183350939893,-0.010587296575234354,-0.03044920082713619,0.08951125344024341,0.06857000576014846,-0.011855606002882603,-0.027908313786043464,-0.0025951186984235334,,0.025350015250619532,0.06481421451337299,-0.02990197559771824,0.004987759050615987,0.003114501487797085,0.01623788179861489,0.08127944908801082,0.07924291766836353,0.0680965215815185
HLA-G,,-0.0019487779689532575,-0.01920660881260403,,-0.0197710733961326,,-0.013918802131665705,,,,,,,-0.04194796427744505,-0.04336663195931538,,0.028504900872272924,-0.03624150245783241,,,
PGF,0.09400513657462517,0.040193378815967316,0.05224966214095552,0.06722149763966451,0.006352128452387656,-0.017067631902763013,0.054859100693759905,0.08737347552840781,0.006911387731113789,0.12555871061032453,-0.045658959578329085,0.045306357917102955,0.02726487657879956,-0.05648640477391564,0.06757010159395543,0.11392011219170152,0.01975108934763912,0.012216365332134623,0.02632158046310803,-0.0060238656615157204,-0.005432720522149068
LGALS8,0.017567482751890694,0.0033138328997530365,-0.036836115709151615,-0.00410852800028301,0.006445166684320982,-0.00037472699506448803,-0.034856827391042206,0.07808419038889258,-0.014326130683646042,0.07218038724737622,0.046952762130899224,0.03214511345752163,0.0014530402449061187,0.10316753799099346,0.0012867736058663306,0.015883723120151474,0.026598536419687742,-0.005593882954731785,-0.013012451720380272,0.018823558344004152,0.05403634868847112
DKK3,-0.004593745739959754,-0.032690065964748716,0.014572781515645112,-0.0398332603672263,-0.014644492927727359,0.010120676520017373,-0.06147997982187592,-0.09475646200819635,0.013972893217076855,0.023774295690141865,0.003662953773368556,0.004360642244146993,-0.06768004239891746,-0.018187806004057994,-0.08988072593106991,0.0754408123275197,0.0011239447856748862,0.06395511289785942,-0.005722160220695385,0.09600222637611114,-0.03375291362487333
COL16A1,0.09548268473533432,0.02011334410050423,0.019974496612376803,-0.0012240246151473462,-0.051660962654284145,0.046991834474850856,0.045222370869476364,-0.015075998953007668,0.06139507535356397,0.02717509072148154,-0.03564810834590791,-0.0027616301724292863,0.028436403691097033,-0.11708089597871697,0.030692196244724714,0.00328750766740428,0.04249627069299436,0.08477403675713217,0.038406549696512096,0.06078498974082737,0.00683764025282294
TPH1,-0.007316480403100799,0.01371273860601808,-0.014102528704364457,,0.0038891057547642276,-0.017209593718511957,-0.014748911843599782,0.03700531228635161,-0.03523642486113386,,,,-0.013752908569117976,0.1475795914204622,-0.020074309819579597,,-0.039041245451472896,0.024265288613642303,0.02011304412228928,-0.057482508452133645,0.03157176241610165
TNC,0.04684346117612099,-0.03520682123968184,0.017132706769129705,0.006330668153700049,0.06934759953997456,-0.013759083677868458,0.10050513428180492,0.08855403686174756,0.015429021485904158,0.027080787260899165,0.02956871153646818,-0.03747129107431657,0.10063988423171201,-0.06374433183659522,0.019558645463677273,0.08365642889730714,-0.057018348065965445,0.07605995797291622,0.06785500154977277,-0.06610414261030355,0.07239944202237075
TNFSF9,0.08220738031468607,-0.013045763294503406,-0.011755291089623332,-0.01943504018944491,0.09471259167368423,0.05718010477406737,-0.019889068752888137,-0.033932365124717194,0.00602048251143416,0.02241336907336114,0.03602929741853204,0.07928563275721999,-0.023333468916918607,,-0.05912745818344426,0.01969145380917217,0.044323640364906686,-0.0321904472261894,-0.02823072169910373,-0.028356056744271232,0.01369507471966512
C4A,,,,0.05229761709805451,-0.022192670679292283,,,,-0.018060875112681826,,0.06604531558487156,-0.013161568009105003,-0.012089329076486915,-0.04926106462641663,,,-0.017939212514347998,,0.0670413109232689,-0.008605062794859815,
CNTN2,-0.03068487884193247,0.013263862803776203,0.022135719019779208,-0.021265001385241716,-0.03213237083999399,0.035602123380419716,0.04038074763409196,-0.06182242959699878,-0.003105856654772947,0.05405097176470609,0.024825685491313986,-0.01393600075748868,-0.047371967681688575,0.030809814694090658,-0.057176907906127776,-0.09596096282587811,0.05652375208584972,0.006897290275517375,0.05048521771864494,-0.017668585615499433,-0.013276112403713711
F7,,,-0.013758079610717754,,,,-0.012809472023220681,-0.012644881090172061,,,,-0.01199909990506833,,,,,-0.02260237202501737,,,,-0.024489921336275398
LUM,0.02054846657273129,0.05950861360074635,0.031015062063355105,-0.014203227991128728,0.005813418229729759,-0.020780390799671034,0.00326592699154904,0.0919342522786118,0.029003427596415922,-0.018530282669710144,0.001405238219634428,-0.012804700324481241,-0.03884001237328564,-0.06068109519170697,0.017108513400217486,-0.001187499836826227,0.03788681538320403,0.04247724464867266,0.04064283883206073,-0.0391977341098429,0.07482798875444192
IZUMO1,0.08607820865262465,,,,,,,,,,,,,,,,,,,,
BTC,,,-0.012481859165291542,0.018716969212984373,-0.02122792279505279,-0.02788606343547573,,,,0.02905949984138587,-0.029181437501235374,,,,0.029739173278961025,,0.1730359725054808,-0.021835626764786353,-0.013721633925706425,0.016014867154056547,0.01513720487075405
