,UKF248,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH916T1
LIPC,-0.018697465354658223,-0.020433855680231417,0.1169544807697544,0.043347320396478144,-0.036355547819760206,-0.045587900794493215
COL8A1,0.126784682265468,0.057537815854427306,0.10913481526613478,-0.004318207377863478,0.016023904562492582,0.025991962310343335
GSTM2,-0.02746649516120554,0.014400266106423967,-0.0960560283145428,-0.03476173600916293,-0.002476027596855736,0.0329629948565937
IL4,,,,,0.03277607970052138,
SPX,-0.019204520308759417,-0.043640193518412265,,-0.038799024397554116,,-0.03655439961264052
MFGE8,0.1481513283495656,0.061846155528754006,-0.13100998940891537,0.1387288425205582,0.23002157369960768,0.19651734771735707
TGFA,-0.0020881292115902035,0.03972603703864049,-0.0513151511668756,0.03642730999349268,0.04342862364282275,-0.001670107629521866
SLIT2,0.11730285386508119,-0.04134756010076758,-0.04308593486485207,0.09301683091568702,-0.021167581034842068,0.052503582281563786
PLTP,0.06058282124965277,0.08019706431135455,-0.11442264081964494,-0.008064941560442032,0.04640594224925451,-0.10010320407494394
APOD,-0.03672941211323607,0.04536336090771819,-0.08083925718212959,-0.0013741911262000663,0.019475185208091713,-0.17007924351094492
B2M,0.13064922358615821,0.13631560102395035,-0.4702073907040407,-0.009410859681610678,0.16968033764095564,0.10613147124592417
OMG,-0.07601561768980018,-0.06156917796523242,0.02953504206721161,0.019657547909477203,0.08034129056941515,-0.01549542278213389
CXCL3,-0.020014228226451165,-0.01633760836146459,-0.1881081142797897,-0.030162579784572735,-0.009441727301930552,-0.020409201888306274
CXCL10,-0.01502161290738095,0.12372479422003405,-0.014739225149802778,-0.053482623544235545,0.14036380867528636,0.03412698872288444
RSPO3,-0.019998903453888984,-0.020432746351146888,,,,-0.0008658360626020153
CORT,0.05614486729099721,-0.0353634453974115,,,,
NCAN,-0.037728707349583765,0.05412677194812583,,0.028354588340103626,0.020267917970664445,-0.03922645010009718
PRG4,0.05339762690956819,-0.01770030964924547,,,,-0.023466210497847764
ZG16B,0.046316275765539046,-0.01911032869276531,-0.09890698769187697,,,-0.01571862984250762
TGM2,0.11827688730672482,0.049418795179871154,-0.042421229721443826,0.014294911955997365,-0.02679861079974262,0.0625188547500235
VEGFC,-0.02811261941911427,-0.023336746944718944,0.051268375334409824,-0.03333085484136107,0.1634508380650556,0.039033707467374584
WNT6,0.06402076332623793,-0.017405936784777004,0.09145590375463061,,-0.04406844926858377,0.04020021024079826
NRG4,-0.013560115557014907,-0.022046858545008645,,,,-0.03030426558745532
PMCH,-0.015628762929647756,,,,,0.0948349804047191
COL9A1,0.07270367767615052,0.08379807964503115,,0.10775926263328331,0.025723449953472484,-0.002585503935409271
GDF11,0.026480780874250348,0.06410594700120585,0.03089563003184914,0.014398500810885064,0.09927686570232733,0.0479858540983559
RAET1E,,,,,,-0.0332435640318234
IL24,,,0.044042761862657896,,,
SORBS1,-0.030152736499662967,-0.047432192427509935,-0.003990887049290305,-0.008140889298164826,0.1016627389940094,-0.13216813494254792
DLL1,0.018383749850956754,0.008007137245367904,0.033255248495656295,-0.02097850779161926,0.008139543125422827,0.10527887708809656
TLN1,0.1369808191923462,0.03273348675975362,-0.08128067229699223,0.07442950004998275,0.044275771802785115,0.0843408095306373
COL2A1,0.04237780623080576,-0.016337613921333784,,,,0.09208328221323976
SHH,,-0.012843349666071978,,-0.08350245924006607,-0.021970809339904116,-0.004272427947810728
PON2,0.012771721471190748,0.06306720104119902,-0.18706210207305052,0.019854552456239235,0.082254274167943,-0.11031861137692305
ICAM5,-0.03968071372754284,-0.03192529416084209,0.06688888580493149,,,0.015940644789510915
HPX,-0.027468929155386755,0.039681806301182364,-0.02693125368047738,-0.030162564004159235,0.010120273879176215,0.02287431962053327
SFRP2,-0.01957385534997861,-0.013038934539328147,-0.07373884860038957,-0.07950475857145625,-0.03475245446589023,0.06907552779060126
CD70,0.09134204142124963,,-0.058663725903968685,,,0.026601506254032514
HP,0.07694316176396439,0.04603473152263696,,0.02540200439078426,-0.04365700933139161,0.0708702446701093
CXCL2,-0.07721748002931624,-0.0024400091991316725,-0.22551363441774133,0.005323625322430074,-0.004440401012769368,0.04037935420197404
NPPB,0.07243905339649066,,,,,-0.03074030244573553
CCK,-0.03937264742876113,-0.05279168133434014,,-0.031034684007850383,,-0.039878470782982484
SEMA6A,-0.06513051798635688,0.06175023445625189,-0.07821105560436564,0.054476589988360025,-0.02431512303428682,-0.0878718777069185
IRAK4,0.01665270271539167,0.04936341293270347,-0.03504502224879376,0.028463923779966708,0.06986020783023951,0.08529895583763637
GSTP1,-0.06356900087477169,0.08678652218340772,-0.11385855239338347,0.07508879257034305,-0.027244160614775303,-0.07878609027769165
VCAM1,-0.02130566632837837,0.10675639536112937,0.17298983836353884,-0.04350793303033941,0.04554489900737076,0.06786443403774323
NXPH3,0.009082625344054513,0.03296454604157797,0.019403558668425826,0.04522731090197936,0.16559549813057545,-0.009037177799794764
MTMR4,0.01646881286313005,-0.010138363165988538,0.03856262138510622,0.10867139319115836,0.0012337495130918213,0.009431858697729632
LAMC2,-0.014908064374687396,,-0.010024199545331262,,,0.021291515728804097
IL10,-0.009456249264835206,0.12119125767986183,-0.04313767909978778,-0.056816640427922775,0.004295805330417996,0.013204510020322004
SEMA4D,0.09020863395154347,-0.024918109832689547,-0.05401468367044093,0.021881543661969306,0.06913290716790868,-0.04567830539734532
TRH,-0.023872670342963087,0.06715725932677427,,-0.040193069689982305,-0.03480888209722793,0.14067038640496182
SEMA6D,-0.053753601070033435,0.0309465401941758,-0.09310156425973488,0.035255218688038104,-0.041633580594979305,-0.04338283517244377
CEL,,,,,-0.04451404163749961,0.011415629029969846
PDCD1LG2,-0.014561614627271527,-0.019611837883212194,0.034397040020966274,-0.031566212963967936,0.0007360064084335638,0.041437493496324314
SPINT1,0.12465071193096437,-0.00017887506348282292,-0.09629467072012567,0.03931819065017827,0.05985292633503858,0.09421405391014859
CTHRC1,0.19741004580582078,0.13226117634242524,0.47433093008449767,0.001040030736359904,0.06468213467886103,0.16571918314424713
PODXL,0.15326478509604155,0.05741620548053111,-0.06425545665897585,0.07159751474564255,0.15181325408425667,0.1504345489087695
JAM3,0.039403068651728615,0.06028886779858236,0.06706784805827253,0.019711554434700972,0.10834489173449201,0.02204995890107397
TGFB2,-0.0340805377341771,0.09808592479296083,-0.08839017583185056,-0.03285968554870748,-0.02123460738338667,-0.12175895537229547
COL18A1,0.187994938954102,0.11755431555276102,-0.14327416934417683,0.10487135637637438,0.24401499460740636,0.20460361773837643
NODAL,0.15275265054052012,0.12493234796714692,,0.1755619109544051,0.24671928923149375,0.05587062760519187
INHBB,-0.018255757855321735,-0.03221025428440711,-0.041548142605664896,-0.03293161918821571,-0.13471148482830933,-0.038689934901333406
LCN1,0.1446054726958108,0.19846409240041352,,0.05301252973627321,,0.18709553239794688
ARF4,0.024328563615158047,0.02751272285553538,-0.17920708176430714,0.03055699711713772,0.17028809362966482,0.09555031364563296
CXCL14,-0.03197874769369562,-0.021891425292917342,0.22088980770443778,-0.01057732227207613,-0.007080144741363995,-0.11600390568623248
LIF,0.023833587829758855,0.025414986231192118,-0.04392873150158279,-0.014820052405590605,0.011444752274246642,0.05189823230412139
IL17B,,0.09438837709220814,0.029844074756443094,-0.017195119538013965,-0.04583012293842353,0.11207015932842478
MMP1,0.16029940863601502,,0.3405878381543536,0.1325979983479477,0.022207229011713372,0.21545175798181768
MATN1,0.06697333674987953,-0.015031583554694835,0.018604690076376065,,,0.019689136506462607
ADAM28,0.0013083296339538452,-0.03848369746837287,-0.12905995550981442,0.05159498080914497,-0.06826879463895145,0.03383521654360474
TCN2,0.161350998184883,0.109223633626973,-0.31321236116908774,-0.030074092919746536,0.17710013957054002,-0.003815836496686846
THPO,-0.025505547458640584,0.03693306899620861,,,0.028999924034965197,-0.04533188061136056
CUBN,0.11764782739968564,0.030162290005755092,-0.05099032347698139,0.023602095702521177,0.06318380771256367,0.05489507717935692
TIMP3,-0.03279509483977454,0.0018530557590389718,-0.020906835257328883,-0.03177906609941605,0.16283207705005562,0.08586652399641559
PIGF,-0.013031139663674028,0.06241098824150443,-0.014679246579552762,-0.04132097020305388,-0.013706149585416702,0.02659821706439403
CRH,0.09889301772307109,-0.022046849403829068,,,,-0.017895001935415385
BDNF,0.09944239141806081,-0.021684619769564494,-0.05535022342306396,0.02607767168222786,0.05489545966676696,-0.01899033665933111
CCL5,0.088253670874244,0.03936394044447901,-0.1692222403697407,-0.030180054677127473,0.07053039031495628,0.11819686470688051
GAD1,-0.0664368092701954,-0.07469488103385807,-0.12285546734241719,-0.06143619899802756,-0.002503584409858857,-0.008519068087475382
COL14A1,0.06910280165171974,0.036252833013820755,-0.002352969916892301,-0.0048467254908746826,0.13843810562074554,0.1231267092163093
HLA-A,0.09931807444674028,0.123212449741756,-0.21939417876127576,-0.04064143837589368,0.051858117114101,0.16887369697617158
CD5L,0.05886048072614691,,,,,
FGF18,-0.015804092722897678,,0.09186410927146547,,,0.013371457192265492
ADM,-0.0036555146053349184,0.0769458605065465,0.1528981106191212,0.05576592147913801,-0.09434454887249673,0.019387848086193003
CCL15,0.1835789196641644,,,-0.030162579784572735,,0.040133216381551366
GNAI2,0.14953269060376337,0.09138637792767462,0.06431650193039891,-0.049315819967424075,-0.027804171656545355,0.1111024396560356
HDC,,0.10841578378742013,,,,-0.03889502757164501
COL11A1,0.03687268936322702,-0.026066243484906684,0.033933315870881144,0.026350266929150067,0.03651781970452853,-0.038297802625830706
NUCB2,-0.0045088525504994766,0.054113067393575576,-0.02385415060973732,0.006284941226595576,0.029472949733659572,0.020768109775519804
CXCL1,0.07103019218333825,-0.03667511510872577,-0.2370041844970837,-0.03230327065664976,0.03124190054981214,0.05109638816969985
VCAN,-0.08376219174714011,0.07953414040610787,-0.0825600259308348,-0.07311000088447649,0.06232158900212797,0.07588289553531267
MMP7,0.06901237216741082,-0.010464976452121006,-0.007685808617810116,-0.039683318564227334,-0.02670771297070329,0.1882410259189452
PTPN6,0.05471806431165988,0.07329717229030497,-0.11185606538778847,0.05167272554373277,0.008324377918841936,0.07507694796827905
PTGS2,0.05242747556126262,-0.05256901604554836,-0.15024154975133086,-0.0418862922171084,0.12275710723988027,0.03980252667000701
XCL1,0.052589891714549794,,-0.07949225242583298,,,
CD58,0.037715602189593835,0.05892451729098354,-0.11955862410331655,0.004248666610332084,0.06801092222869677,0.0004069115861052604
TNFSF14,0.015603301079582426,-0.004425533864273608,,-0.038443258315418706,0.061233547628124975,0.069446196909544
CNTN4,-0.014001161570935585,-0.037158969962683294,,-0.03586951765395926,,0.0030116114615771966
INSL3,0.021978380386583906,,,,,0.17197960358124822
BTLA,,,,,,0.186075772460689
MFNG,0.1328744248420411,0.10505946131836626,-0.1105291445289184,0.0990503025904665,0.1239522088185831,0.07640290926882555
ICAM1,0.005207683328715023,0.0595551144478966,-0.11340843183566354,0.02908591588250369,-0.130638397184881,-0.027588297496986634
PROS1,0.09798784939950553,0.07256878125677099,-0.13522873111249417,-0.024505750297449336,0.015502374308221017,0.005780850324144605
CLCF1,0.10571465822754098,-0.03758027015376361,-0.19569139779283612,-0.06998901793510884,0.11341519878456793,0.061645682885822284
PSAP,0.07616178723787388,-0.09608637313705919,0.36227644529966585,-0.07927199957578314,-0.050010494561081316,0.018085832392442155
EFEMP1,0.06150513975901647,0.030146934614817242,0.026663392464167015,-0.015607590746602923,-0.046916468208834466,0.008507663176080949
C1QTNF1,0.02045264516880463,0.07689660562205358,-0.09951764314269536,-0.02068973352610564,0.009668590586981383,-0.05434840051882245
ALB,-0.0007675669464650705,0.004036935615916329,0.022579320341496043,0.10938487059091431,-0.04920503813747911,0.002161672047065383
CCL13,,,-0.035636031696714934,,,
EFNA3,-0.037725773979211195,-0.028703518374872273,0.07368926713428775,0.044005617014464406,-0.05755261465983051,-0.02486141571043427
DRAXIN,-0.06913937802039079,0.03995190328295213,-0.0902084457402335,0.010142772544141008,-0.07257884627262787,0.11695994091691252
RAET1L,-0.013356996891469054,,,,,
NPTX2,0.013376335582732364,-0.07604472382013791,-0.05968047826277298,0.06979105998611866,-0.06637048180115902,0.14660347792979225
FGF11,-0.03008876212625288,0.10467832246577831,0.025303163781632287,0.14110195505358214,-0.034799145173775886,-0.025162589854362077
CD59,0.11062458930879009,-0.039881665254383226,-0.23197319485878698,0.10029875999314307,0.2008993530911594,0.06521710053454763
COL9A2,0.0035609938126044114,0.03823997474445369,-0.09235833151258051,-0.038906101770982374,0.07744013739238105,-0.006293244989073436
DLL3,-0.05865270959261647,0.031136031480450584,-0.10920855513809258,-0.057571984038838155,-0.05400795507300209,-0.05207212276127476
FGF5,,-0.013977897636712356,-0.03733604293106579,,,0.06324602356897371
LIN7C,-0.0670882789952814,0.06719226485458066,-0.056669311521029234,0.009207507007119997,-0.03652467645317172,0.003409341994598742
GDF7,0.044340902047591335,-0.025004174654555643,,,,-0.036616880529020526
PSPN,0.030383373299234857,0.029821552199604303,0.027207539027001983,0.04817537503400492,-0.019408013075516574,0.026087483560805452
ANGPT1,0.10042290031913091,0.0651231682104181,-0.20067529588928454,-0.024230572163108505,0.01614124719793063,0.08178642770339507
PNOC,-0.04717622951033669,-0.06595200919210527,0.10279498047372748,,,0.05892125622637626
L1CAM,-0.07833797243335454,-0.03465451143881518,-0.10525818107762111,-0.04696046622564889,-0.03790062417645506,0.013546138304742173
APOA1,-0.028400073234581432,0.06386148910363255,-0.03661352507989056,0.006917623173983011,-0.0001924375381379201,0.041051972536937625
PSEN1,-0.023384858962772384,-0.04947325059722291,-0.020593836021580887,0.02646591624184585,0.04362756583683916,0.01605058957327871
CALM2,-0.046492621172412055,-0.08683045610381891,-0.2799774696629123,-0.011849890607073362,0.07492703931321754,-0.11743625596800618
CLEC2B,0.041358118955083234,0.09649388377475118,0.00029160888831977554,-0.09149344157061232,0.09905566723908936,0.09761694078149957
NTNG1,0.014633791227599214,0.0015059180215387892,-0.16725015416869596,0.05606326253359084,-0.05586473612468644,0.04528140860900831
LRIG1,-0.09580447716144183,0.033256522441171554,0.3202073083823645,-0.018726043692326333,0.012690098624918595,-0.0721393521945601
CPAMD8,0.10189255090658483,0.10662941256443337,,0.14910743127151754,,0.1476854505833804
GHRL,0.01197080858991963,-0.012671774173166037,,-0.04352282852694336,0.01457991392667524,0.024147580731238825
NPY,0.03435253212414387,-0.0452854566271185,,-0.037723219861939106,-0.0483780433059158,0.15685822199255686
MMP2,0.12377729330241669,0.09558099944522876,0.47044897715843725,0.0035258854370866996,0.1466394376251067,0.12300723526314794
PPY,0.14687254358586857,,0.004780981113585341,,,0.014085440290536051
ALKAL2,0.001988137116804396,0.1477522062387345,0.09498043848984455,-0.0044461117971951025,0.051671808525072443,0.02485964372563821
CSF1,0.024731662967707718,0.04941753258100382,-0.24395691975591763,0.028435320589179233,-0.0686869945849239,-0.08367966852026652
SEMA4C,0.10882308677472916,0.020665696151798904,-0.038496782385610655,0.03370448975580917,0.12134537985127704,0.13474233259361212
BMP8A,,,,,,0.1156400744171383
ICAM2,0.1164426345942257,0.10138843846017903,-0.12968332143054176,0.0585456091569397,0.18384622917719418,0.14077782714814954
SYTL3,-0.009807960724056581,0.03165866583541575,0.0042705255080423155,-0.05548744395310288,-0.09601611751133762,0.04947307173908207
IL1A,0.04767415744660912,0.11836350658594891,,0.0027047688657799674,0.10617878011334271,-0.011110506131967434
HLA-G,-0.020553228805909065,,,,-0.039394318447146075,
PGF,0.1939857779752798,0.1686040199474699,-0.20737230787067973,0.1279697184718701,0.27850157165543993,0.2031836832629449
LGALS8,0.014729581076951236,-0.02360945062928219,-0.04342615705237122,0.008091609239947836,-0.10264150323409632,0.04497926912340367
DKK3,0.017594908361846826,-0.06647805101912407,-0.128032155085189,0.06051628985288449,0.19967755136318838,0.025996609343953935
COL16A1,0.06971569305185014,0.0024392259057849147,-0.15657303935416,0.08617251728678298,0.12633082294183734,0.06411707157993082
TPH1,-0.015091289775865688,-0.015031583412803013,,,-0.05122844437414728,0.039809364513018905
TNC,0.024932758744871508,0.035727814746444625,0.44931658876770664,-0.07634798368497646,-0.15777520084295665,0.053468493788313504
TNFSF9,-0.0018874044649249454,-0.03393236799669318,-0.02373890102607111,,,-0.02418879244163144
C4A,,,-0.07205587073847276,,-0.04626222274109119,-0.04074421710049081
CNTN2,-0.03273864555115999,-0.05124332087535776,-0.07294653823103446,-0.05128122301076484,0.027044046233382777,0.04906611104523053
F7,-0.014722690555525301,0.10854220918087369,-0.0553704992949668,,,
LUM,0.15504610082943648,0.15991082164894369,0.13420332027921103,0.04276500844816943,0.24369494046638257,0.1125818669748695
BTC,-0.013356991327850565,,,,,0.03233486474612421
APOC1,0.009655446760395425,0.12607130589971424,-0.4428740587115646,-0.0611373171338481,0.04244624057395633,-0.06538486313244006
PKM,-0.03854409751620856,-0.028665421769097782,-0.13141336945348325,0.026885911269064283,-0.15586798339897684,-0.009720000512685022
TNF,0.005918656145528473,0.06399382075624262,-0.11593760169444069,0.0026953780694365754,-0.049740667853746846,-0.006557389769843626
GNAS,-0.09214270833636905,-0.03343737522291539,0.36669036475932676,0.07680539642604117,-0.06242290035693417,-0.05377113872490831
BMP8B,-0.0038136860742600427,0.017374026769666536,-0.09323878344319636,0.07781862923006644,-0.07998275137220037,0.2194551890895894
LIPH,0.030504952937685504,,,,0.07018863460423408,-0.0789100185251142
CCL28,-0.02122777109244235,,,,-0.03582815210563106,-0.028497061326242686
PTPN11,-0.08075139515912434,-0.026319841525040022,-0.018490145852083553,0.021906840069177348,0.0068046736357539805,-0.03212533712296576
ADAM12,0.19031832206946364,0.089845758780488,0.2426862866959506,0.059882835248529956,0.1851700891609158,0.1393117957870163
EPO,-0.020277781746739425,,0.010779125062146941,,,-0.01598861842322161
EDN3,0.012852830472098542,-0.022404946871795714,,,,0.08223694822483668
CCL22,,,,,,-0.011093633474991925
CCL2,0.13411595472726556,0.025276881775418432,-0.4484334841237032,-0.0695397711700056,-0.02731964085315372,-0.03050030207994212
DSCAM,-0.044848264097636724,0.012048402504444602,-0.1262042602319045,0.005506522261674376,-0.06625792796501657,-0.009609377131407625
GPHA2,0.28628866106919715,,,,,
ANG,0.008377832551514279,0.030103145707292313,-0.0013149824158137926,0.09516066510836489,-0.10550578198770014,0.026530716252403726
FBLN2,0.0011659483517737666,0.0256742471273504,-0.0017617420557496724,-0.010546495944288954,0.003136752468301587,-0.01498653425201207
VTN,0.03284768331645326,-0.021315145894452426,,0.02548859582752905,-0.03420362340329549,0.037803130093813836
VEGFA,-0.10683410015622363,0.011056402347767268,0.22906357655519627,0.021634892701957557,-0.2187896663878454,-0.07553393911738467
F10,,-0.02056084805256381,-0.0902736658733512,0.021268613017579926,,0.011018004835572349
SERPINA1,0.07789923706426707,0.13338739980482914,-0.140393482122105,0.011071499781418175,-0.033216894329210156,0.054331731263771305
VWF,0.17447753321125004,0.1235826100993053,-0.1019260689082074,0.09269623067145427,0.28121953873919237,0.15376522890805494
GDNF,-0.02363404713395166,,0.09026955627531225,,,
VASP,0.16494374737252696,0.06701265445226946,-0.21210034372507558,0.07055098814571382,0.22905843032400575,0.21243390400017576
ADAM15,0.06997656492407366,0.025321193477246214,-0.11720389323886143,-0.08739573079543878,0.13416847528735998,0.04797901863858878
WNT2,-0.026398519066514293,-0.020921747740483478,,,-0.04361938427647451,0.19402758801658568
CALCB,,-0.013977897484809996,,,,
OLFM2,-0.03923266289267251,-0.0001223521275024502,-0.03945650667746919,-0.0841240500223097,-0.023898801031829862,-0.0307290531930855
MFAP2,0.19626348660017337,0.10590624891770346,-0.10994492319294648,0.10712427512334922,0.28247851535456475,0.1887814496800649
HLA-C,0.08904652749681652,0.10733837524173737,-0.35569552728338805,0.057311777093850144,0.10702161340241181,0.11517451191158061
THBS1,0.11612683931784738,0.0866119597634954,-0.17595049292920775,0.03251095149888156,0.05675081428382429,0.09826564962133678
HSPA4,0.002351615528995029,-0.029995977864672507,-0.10975950479173609,0.01536153903133635,0.027880555765358465,-0.05706352223217431
LMAN1,-0.017089042839337973,0.06165314236020473,0.0799342234590882,0.028170632398816127,-0.003199408800191643,0.03819722546371371
LYPD3,0.08162751532640224,0.04950842268016785,-0.040149146130288714,0.08763591706307822,-0.04361943308681398,0.15468521846916147
APOE,0.04005720155932363,0.006762614437609659,-0.2156942691848054,-0.11656679044664338,-0.070260227859601,-0.053188347376823944
SOSTDC1,-0.03399668804295439,0.02267523938933457,,,,0.06899823872560693
ANXA1,0.0991386155628724,0.0769170219678786,-0.17017997260209322,0.02770820904972383,0.09330983541621261,-0.09152898355977121
WNT2B,0.006944218280566493,0.02602514413102483,-0.04667593797391991,-0.043659161700533494,0.03855343796646737,0.03083975559003341
AMH,-0.015530874421962118,0.0774855874070223,-0.00820204916286766,,,0.0019514432450771916
