,MGH258,UKF243,UKF269,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH916T1,ZH916bulk
RELN,-0.020726480642983117,0.0063057250746594035,-0.040531954144889956,-0.029556527104364093,-0.018925457618554922,,,-0.034853017742658685,,-0.04902611015064325
IL15,-0.04817071280248089,-0.06309797830744467,0.017325837652515802,0.023906391702025527,-0.01585466914920366,-0.024705700672259585,0.08191577316707797,0.02708649431835965,0.10731367411758803,0.06005406869347545
UTS2,,,0.06801583919962069,,,-0.017243540862279184,0.00983700858301559,,,
BSG,-0.08355914495073105,0.024405289265600785,-0.015370111243455215,-0.030808123372431072,0.033310491484761215,0.08746840368085815,-0.07770797419076629,-0.06702836631634282,-0.014545790924432091,0.06801247123471711
ADAMTS3,0.006103788772111541,0.0360148738934181,0.1311441009055834,0.00479742005985847,0.0905645141241289,0.006260168886935453,-0.06959626786741631,,0.1396429374392158,-0.03381135405163836
CD34,-0.013830971479840373,0.006627725545954319,0.05241337754557523,-0.05379363772955792,0.020596917131689124,0.025338137100212123,-0.008364445567407583,0.021594477840389623,0.01042047247562055,-0.027901164017393742
CCL23,,,0.08315537323793788,,,-0.03452739555866675,,,,
PLAT,-0.08867697937927577,0.10193201030066913,0.07951633895084957,-0.038432843979046734,-0.04384810544955191,0.044826338214847224,-0.02765385176543645,-0.016978927415804805,0.08842850918250826,0.07401482389285292
LTA,,,,,-0.015854671106311422,,,,0.0870889260707915,
CKLF,-0.02398327087108115,0.07533353796450165,0.13568789548580262,0.01810350750612117,0.026712103680423926,0.04812394945416572,0.02301169349677794,-0.043867637181376255,0.06270781813734637,0.035073247304102224
CD24,0.03120196966577137,-0.07406257413453993,-0.034619438260494975,-0.016793678893390878,0.027852872663193452,-0.00798664686097911,0.037109674631114885,0.06155255237472511,0.019100260707328613,-0.03517567054139833
HSP90AA1,0.1090309080386336,-0.0189783274020908,-0.1050454828911991,-0.04431411446720433,-0.03388330540687516,0.015797318357551188,-0.04136633858089605,0.10928796378895456,-0.084993565924213,-0.12347801577588742
BMP4,-0.025729644641957913,0.04406497113102103,-0.023745306556645352,-0.02989371869762651,-0.013509817323173566,0.14756885983503223,-0.003466457909653107,-0.004557903474201546,0.04348830018190654,-0.03355089933554593
SCGB3A1,,,,0.10416468342522789,-0.011063179828727662,-0.02368354612605152,0.026468313239558602,0.02268837419175403,0.094452719573766,-0.04790284229127137
IGFBP4,-0.0048710718224091575,-0.011289743568688069,0.08586896480489002,-0.0005304020292595975,-0.017079881140656405,0.05111327804992167,-0.007181046191683345,0.028400098551834414,0.052101872674096904,-0.002542201168813181
RSPO4,,0.09037543819278454,,,0.10345986972524766,,,-0.04200635816722194,0.006236756494985743,0.07705367562172129
LEFTY2,0.08710236605594984,0.09149017871087935,0.09815887089103333,0.08587465380964092,-0.019572414421572006,-0.027898165299981518,0.04748434729427684,,0.11962272924292634,-0.006402075644136427
PF4,,,,,,,,,0.014588334554557223,-0.027910246158622216
ANGPTL2,0.09821842779403157,-0.0203632702805044,0.07670415754784106,0.11662674118906298,-0.051532161994460916,0.09730808580471566,0.06840283242019342,-0.011105218019105542,0.02133096821991924,0.018813059953859616
LRIG2,0.050837162136209105,0.04091248979462443,0.013213715860736573,-0.0390908357997567,-0.007941169095585046,-0.002053921431652068,0.029358912495717163,0.011540195010111437,0.026316152433224806,0.06282451780624956
ICOSLG,0.017121017050292568,0.02431725865923229,0.04268100783290974,0.06682341207547807,-0.02612896842649418,0.02827351971580797,-0.027659253843432336,0.04987764048306627,0.027857441932499363,0.09540026570873737
WIF1,,-0.09048037186619,-0.07271942032296913,0.03736147919826851,0.02265756604346262,,,,,0.0014419349584621145
NPPC,-0.06445920377633332,-0.04437604490717863,0.004878716227330637,-0.04949310060412299,0.03928604885658175,-0.030506138974341217,0.04492020620342191,-0.03442235878342036,,0.03158668549878758
LYZ,0.05030789409788634,-0.05359772420571308,0.058266866636494226,0.055292644404087016,0.05960929328515866,0.1286336660410666,0.042204903432114596,0.03585711913933975,0.03209930051153586,-0.04919689875227362
EREG,,,,-0.02050735121349676,,,,,-0.013445967377817156,-0.03213296125866338
SPTAN1,-0.0251233582817414,0.10320507960449522,-0.0141308822500092,-0.09991294554758504,-0.015451413932895995,-0.026815936810211025,0.050068597669942844,-0.04639941229631265,0.013045184050808475,-0.004815830488313664
LIPC,-0.0014496771186917519,0.04145010048294666,0.1580017464714633,0.08175196457351329,0.06016415902790541,-0.010054906768246278,0.007006717960990921,0.021572673542104022,0.04343948794068895,0.05298936906504677
COL8A1,0.04228057366596769,0.08994114539622317,0.0213645287476549,0.010729689297233821,0.015123046185346954,-0.08597223178104305,0.01681893571719707,0.02229917664280149,0.027584423269519612,0.029623558136342022
GSTM2,0.016314196048221343,0.06105670174182503,-0.018835376575024036,0.001581546532198304,0.06029890227954063,-0.004599944119324175,0.11673314630109338,-0.07962193625496086,0.04878530444839041,-0.0034182137815613528
IL4,,,,,,,0.052015297323811716,,,
SPX,0.07968475792349188,0.09268957749046818,-0.048443787841297735,0.030579045871720053,0.011145801196429175,-0.040441739121825165,,,0.06361015241198854,0.06978479070625308
MFGE8,-0.06021104288616449,0.05197755282647507,0.029992907999022673,-0.05927656224622395,-0.04511843104788597,0.09052471276769311,0.023747158414346627,-0.013738338293990982,0.02285880196595113,0.0020747488770107877
TGFA,-0.061185230787848294,0.0072372942299559935,0.04796157974990337,0.05235899561084272,0.013386898105422077,0.014736350016193275,-0.08844599116174623,-0.011932680252062088,0.09934410032505947,0.019394361431221797
SLIT2,-0.025729640524828918,-0.06741198726055683,-0.04589879805257487,-0.031553573572323114,-0.035663248209015286,0.11523598591433619,-0.05664785450824365,-0.034981057470130875,0.019906691203111594,-0.04390114673094244
PLTP,-0.01697872859383926,0.14061928790192724,0.11920707075011044,0.04188229817604939,0.004750205652756027,-0.03965343391732957,-0.04773427667130437,0.07078419789717506,-0.004886197737921535,0.042769737402816754
APOD,0.05184084371996777,0.026038105864418123,0.02661872168182177,0.08233293615005843,-0.08345531651919577,-0.0674596974241289,-0.015986512931841515,0.04219403014015807,-0.09527862138416335,0.005938788674650388
B2M,-0.036480238398211,0.06609936653418573,0.13306270370129972,0.10068407629162009,0.01368404277787391,0.027766628585174796,0.027862187041194024,-0.06122129379326492,0.03717606621789179,0.02435240140015646
OMG,0.007821457275970492,0.07350311335297122,-0.07060329821131268,0.00747766545524801,-0.03400159670917668,-0.06405574875651326,0.023417529137779475,0.006457140676408974,0.08778116816398607,0.0031967020426009944
CXCL3,-0.02013337372696552,0.007540094104189637,-0.018135933172777497,-0.02886911697923498,-0.011418234261687601,-0.007118140760262364,-0.03223311413123502,,0.06033341183535287,0.04789185148007963
CXCL10,-0.04401152384489476,0.09991387749921318,0.14256655747220706,-0.018257798872899696,-0.018144956050968487,0.1279533167435346,0.16279443238258573,0.06677032951303037,0.061035076001668895,0.024015644169190144
RSPO3,,,-0.02268183409480955,-0.04404366623506126,0.016258809351992684,,,,-0.008400848442820802,-0.014008074278817366
CORT,-0.025000991737089424,-0.026378252836921953,-0.03925599563271248,0.030253584688003196,0.021329065419706503,,,,,
NCAN,0.08281375176109003,0.24717134469898588,0.0012637799491999264,-0.04737097868847421,-0.046401306599096394,-0.05936420769882698,0.10086222340206981,-0.05324672109143676,0.03636908855230659,-0.014286980422122756
PRG4,,-0.014675433520624089,-0.019648630682894356,,-0.013950287214413278,,,,0.10070051850833592,0.09012183004072133
ZG16B,,,-0.02121385434230928,,,,,,-0.0315235028265,-0.023810302442894938
TGM2,-0.003980588202204328,-0.039455414585788676,0.051321745925942734,-0.05322927389107913,-0.030987164483526588,0.03867370875831846,0.016452517771085123,0.07269450442333067,0.0366746728223125,0.056687294059482224
VEGFC,-0.025000993346824284,-0.04812337303631363,-0.011201111658689882,0.024596202704901184,0.056698830081884574,0.10660973761385659,0.07800120046623144,0.0553648939609611,-0.014144114052539262,-0.05104107806640658
WNT6,,0.06036833320493956,-0.019321855399770806,,-0.012425181209983031,,-0.01050862524720895,,0.005305215166581683,-0.02460318602971682
NRG4,,-0.04548414855231366,-0.02447361599051769,-0.025816335597359626,0.12205361773021862,,,-0.03352604882635827,0.024063582954399327,-0.036999418178372885
PMCH,,,,,,,,,0.07070207098148804,0.083990472491176
COL9A1,-0.013420626827015083,0.06820636264062153,0.027996975548362505,-0.02022306247494561,-0.01892546487767102,0.0919939664715924,0.08223103674163516,-0.04354458025752524,0.11570824720748099,0.12464135554663204
GDF11,0.007175912962541713,0.07557540194113979,0.0837393189527205,0.0012190128274700018,0.03017468430577968,0.002258930043141493,-0.035764362815521,-0.03890167252400066,0.08441716810589217,0.012993668541894128
RAET1E,,,,,,,,,-0.027733798880507865,
IL24,,,,,,,,,,-0.04136411867457088
SORBS1,-0.027171521301029674,0.07846339314705857,-0.020092357274653527,0.06507325568755692,-0.01245930823206047,-0.02354224308186548,0.05001289264528302,0.04009938394594582,0.012845166477692868,0.017919803430389004
DLL1,-0.02205292149935777,0.004333140345582774,0.04281123830605845,0.020959844965348244,0.026963656494758265,-0.0006945020753317648,0.046992338654441974,-0.03325206577539792,0.029838338055816906,0.0551256281617584
TLN1,-0.028373595933673997,0.035397492545873585,0.06584898783131127,0.03418250177915607,0.0025096960838178754,0.02644231054113335,0.010725045997608694,-0.06017517790661767,0.029651848651759096,-0.007115003167800263
COL2A1,0.01619135065189295,0.16461324968955052,0.0672948310159639,,-0.011591851973548294,,,,0.030516320765835894,0.02729538823791287
SHH,,,-0.014257051956753773,,-0.011063178861736873,0.029454654899383027,-0.02840684937278353,,0.19703200218319317,0.016678882949676788
PON2,-0.046099801673398354,0.2131447353144801,0.051450923031423866,-0.023475584738461574,0.035809268233729805,0.03670024999697044,0.116582821022767,0.003793993640319689,0.0459786271443673,0.12271301387224527
ICAM5,,-0.10255360362084137,-0.03543939777550106,-0.04127197249862851,-0.021605790717534396,,,,0.050688240773677555,-0.018826486380296617
HPX,-0.026673152877554982,-0.05110000750990942,0.01879274843741731,,-0.028120392659127656,-0.03143961900182366,0.05862120988353928,-0.043614243839815915,0.05407034965354555,0.08282483377297811
SFRP2,,0.020702306575959808,0.06331214627868023,-0.02617378813901388,-0.021703125709695795,-0.044650750763598125,-0.06549033450873884,,0.012273656685960838,0.08705885954535085
CFC1,,,,-0.021065239357133066,,,,,,-0.0327386635057034
CD70,,,,,,,,-0.03638549678531274,0.09485674552023896,-0.05003078949170798
HP,0.020407179147778058,0.10609129551205328,0.025669897295712535,-0.0012824927298721602,-0.0008160511804958389,0.040232444333270063,0.04423469881445422,0.02645006974318448,0.008938600787527047,-0.007628177253746993
CXCL2,0.03389982658332377,0.02033060698928175,0.021599699484212056,-0.05458633406065164,-0.02189668994147215,-0.04299577546742781,0.1680199145846242,-0.03302854274719459,0.018777850423328097,0.02216175894701612
NPPB,,,,,-0.01423682519433555,,,,-0.025645426126389106,
CCK,-0.025588934805647345,-0.06043807265455103,-0.10696140271243498,-0.09695510951235704,-0.002936620712984044,0.012694472653224287,,,0.01724073173828537,-0.06817596108683951
SEMA6A,0.034637794086260665,0.19345837577354572,0.04413832556887569,0.03945845224858383,0.06069833673401107,-0.04490455459627892,-0.08237677271204347,0.08789139769264064,-0.0005254394613701496,0.11470027558796637
IRAK4,-0.012445529118041785,-0.0028257347140111713,0.12540667685520435,0.02442591017321588,0.013700302598879617,0.18249856642017895,0.09838195710777964,0.0221500009056909,0.13094206215245124,0.034196227377922786
GSTP1,-0.037821453267030854,0.08970615648239949,0.08005410935816719,0.08030869437267668,-0.006417419218116212,0.018040900783272282,-0.012640824595385597,0.019607115133894217,0.03359297258945537,0.12579576001487178
VCAM1,0.05917076480706399,0.08283404622530213,0.11465379422208068,0.029438444171757328,-0.0015710826943208295,-0.03972132637276091,-0.028780852502441508,0.0645843452243898,0.10466479738506826,0.02013298108372278
NXPH3,0.005373432880156482,0.0290188071570653,0.006084611744766876,0.007135616842362998,-0.010423639574300914,0.03779614970068806,-0.04017879681079735,-0.014122849185882387,0.06966998922153889,0.07375231274180094
MTMR4,-0.09396439287970075,0.0047496585725587135,-0.04184557516505858,-0.026399555593518913,0.03568430275349391,0.10143061751981731,-0.04620353600930514,0.07610463834179443,0.06094776895213354,0.06730285990465719
LAMC2,,-0.04153597564286101,,,,,,0.022342082998152463,-0.012258972969944087,0.0389235168407284
IL10,0.010434106841486933,0.022894583593834398,-0.02379840173677522,0.0012723518357662163,0.09275632373186998,-0.05922220431164885,-0.047811639176998,0.06526724632056125,0.05649757656943345,-0.002598303135514058
SEMA4D,0.0487626798990438,0.024152485434859042,-0.08122252232141006,0.021558456010022563,0.0313264949785013,0.043702237356108675,0.008745941894713215,0.057382778188471484,0.060139279450123415,0.039357480304861046
TRH,-0.022955709446703026,0.05625898634828179,0.005482225018136176,-0.03280450877709246,0.03734081833349101,-0.045317609875949634,-0.006615610550926671,,0.0946191903771804,0.0015325348247983348
SEMA6D,-0.03629441308655188,0.1938670285833544,0.053561970666714157,0.03619118640402548,-0.0034838646741414446,0.0350173565822915,-0.17806025381617283,0.11021311828616341,0.0724053385635025,0.06982520675158357
CEL,,,,,,,-0.018434944077498457,0.04646368769174653,-0.00089421141627447,0.06982066861528886
PDCD1LG2,-0.05540745166690775,0.028389330887365484,0.03344532241808491,0.04222810606903354,-0.021800095976386043,-0.07647204347761578,0.010655154388693943,0.03819237151457353,0.05681850772371056,-0.06989197877044855
SPINT1,-0.004605196028334565,0.03825362826954592,-0.017815912522352966,-0.03185886803198383,-0.018705422924250117,-0.009384682367104326,-0.062044038799509295,-0.029256773369767373,0.03153631261308378,-0.044008600640804564
CTHRC1,-0.01674394458399334,0.09560316439928433,0.08080842267320454,-0.032620777528444736,-0.005037331126932226,0.04470640824711983,0.02270934055818642,0.002590493849119661,0.05178105185267226,0.028883483776331258
PODXL,-0.051200942833440614,0.07131532063221623,0.12521009926951418,0.050677961110912224,0.026206345453754686,0.05940624983835926,-0.0232754380036607,-0.00834256162122837,0.04957386774439571,0.06983961799066553
JAM3,-0.07348439514234592,0.08258882352315718,0.07337359271567635,0.08500257589921885,0.0705998437101248,0.08298963418367272,-0.055646167231506796,0.07641247114254521,0.035813286932670906,0.04168053886752626
TGFB2,0.10848161832182039,0.06093720942679154,0.11944493477151169,0.10253503363309659,-0.006706738552103849,0.050856223008302774,0.053851790906091136,-0.1083843794069039,-0.006204665898437608,0.07068856748511695
COL18A1,-0.01567367564626336,0.09277758237639604,0.10167854373492102,-0.03377180228468773,0.0243500978746654,0.05179508573081979,0.036661815591274745,-0.043269193103477356,0.013577251317988311,0.004145520171407491
NODAL,-0.03631711166655561,,0.04892306649515498,,-0.0025761421903645917,0.1348201628788479,-0.004752034520719782,-0.020731495267035657,-0.03931222330635222,-0.07422109632092698
INHBB,-0.005720277475558134,0.06712692553270842,0.04564300124735084,-0.018349600767411132,0.03193491301688317,-0.005389879609558317,0.06870730524509126,0.042584527278464,0.06048601019278061,0.10825740005076374
LCN1,,,-0.015915338751996563,,,0.06577984345063331,,,-0.02904787601629046,0.07410829435101575
ARF4,-0.01414598828830707,-0.08362593405478862,0.01565935557727145,0.051047121945024504,-0.00814211446697369,0.1487283898456408,0.10575485064347016,-0.04387791674472118,0.04201314493296128,-0.025249175762641973
CXCL14,0.020848563904211102,-0.10055688252508557,-0.0156448317823258,0.010231041163642778,-0.017324325047326346,-0.025545019183063036,0.056176013943811845,0.016598511321378316,0.023954175109324544,0.015415586084032358
LIF,-0.014745096026602494,0.035458437751947645,0.055911311410797776,-0.010205381051755136,-0.023577889971277556,-0.00622125406639894,-0.06142743037319074,-0.051717376670999286,0.02683816385923553,0.012018883401642515
IL17B,,0.05421028606636982,-0.011047429880028463,,,-0.0025643029808877704,0.008442254789588132,-0.03201323764252647,0.054905788919132274,-0.009341203090881262
MMP1,,,,,,0.13005370024786467,0.060533589540232455,,0.1035384935533196,-0.06323359034267884
MATN1,,-0.007360191811769474,0.07472303974029858,,-0.011591850530997783,,,-0.03498112642207275,0.01276534978264348,0.05424806208470836
ADAM28,-0.04772748800626669,-0.006401271730568201,0.046089064780837914,0.04011109021548474,0.023370970396997565,0.07816259976852662,0.07968371663299575,-0.06576566983837007,0.07068736450391673,-0.03028469344209243
TCN2,0.007457100559973117,0.04856124630887271,0.05624040289464955,-0.09149742193895108,-0.01472587912856381,-0.007047574531710055,-0.016182275704336984,-0.03716434362727882,0.07531806401997691,0.045937406889193594
THPO,,,0.06439279139048149,0.08910392953682172,-0.011591851862582853,,-0.028198861926509843,0.021638122433115727,0.05203234300577719,0.06822688380316116
CUBN,-0.01959054579325382,0.07634014495387247,0.0584699654670862,-0.021877487005926278,-0.033906282994398754,0.1121917797002597,-0.04923007742788524,-0.06167294535712343,0.05896946089125579,0.09521668254825706
TIMP3,0.010307188994652564,0.10949432507191761,0.06761296849666873,-0.028031259065557566,-0.032773274726414295,-0.033977421085427895,0.05535326106123399,-0.06886528125225767,0.019981192305468205,0.020203914060926788
PIGF,-0.0720344385246782,0.08012968866130832,0.07073595525830559,-0.021390294117853818,-0.0016354653139520289,-0.04152743967328719,0.08870838682660889,0.032152923309847446,0.05730145525053737,0.050265131302318196
CRH,,,-0.02447360584314371,-0.02440641738878591,-0.015854667688264542,,,,0.037983771718263275,-0.03858827626234458
BDNF,,0.05020021532485783,-0.06338152887517012,-0.028239113051829395,-0.013055402413841292,-0.038171120555722055,0.10468053205589772,,0.0078059389047201045,0.009179864104860297
CCL5,0.1308589509177271,0.01553732447113001,0.055717421541729664,0.044387827010498995,-0.015725741036564607,-0.018116052803063772,0.02913458595780507,-0.05633069381877366,0.1445297844795333,0.03021422052274448
GAD1,-0.004614181442079975,-0.0903065063189778,-0.09507867854664673,-0.09433425035141187,-0.02470401946505774,0.009149378835299253,0.00602989231812548,-0.036843397017882154,-0.008177725223927476,-0.07109426724432048
COL14A1,-0.03347193315587332,-0.003319097017972282,-0.028232890813267526,0.07119218316039654,0.03884796987825179,0.03221759204310825,-0.013623613673249024,-0.050631709522193424,0.045383877803289625,0.022029998499674703
HLA-A,-0.0033677175144282033,0.13896492916259778,0.12425794151394969,0.04654292060230406,0.0034351429301115,-0.03598050387781761,-0.04543052572160254,-0.0824634275008008,0.008366209668735249,-0.020122784844120875
CD5L,-0.033042228053080644,,,-0.010794483230732196,,,,,,
FGF18,,,,,,,,,0.1928064191625935,-0.035349414579588526
ADM,-0.0046301838923199085,-0.1317574118482288,0.0014540201198155651,0.03863428320308757,0.04664467097969178,0.0306454297447889,-0.012337206552956536,-0.06359708994405454,-0.05366714179013616,0.03450194828620519
CCL15,,,,,,-0.03143963545036524,,,-0.02491284281765598,
GNAI2,0.0015039478474872963,0.10269280690669601,0.1140488073285547,0.007783180040709618,0.0008666495012610946,0.04065140349437489,-0.0761406981581083,0.0364073053336998,0.005348660962022137,0.015338650503619641
HDC,,,-0.005077903436760365,,,,,0.0527174627772138,0.04308904525212884,0.07086861820553857
COL11A1,-0.028911054577695206,,-0.028935425519358935,0.06974616470604851,-0.024689107873244874,-0.00539823689988053,0.14831992529277943,,0.04060033582754734,0.08424251864782059
NUCB2,0.02556979367772362,0.00968983205517515,0.016730260675694,-0.04598507308457026,0.02726908858533964,-0.008589733452349955,-0.17029942428367054,-0.07435999135493258,-0.005184849214712055,-0.03807442478163805
FGF16,,,,,,,,,,-0.02537277290149103
CXCL1,,-0.003311288884175089,0.011773573966364491,0.12307840726228723,-0.015725743702730575,0.010766636725223822,0.027295512347866726,-0.03199269299005414,0.10296923370796067,0.02003551115329627
VCAN,-0.09088050995240249,0.1457652414359436,0.06927570015094808,-0.012588639416769359,0.04051278455495242,-0.103180442339132,-0.04148270590570837,0.01198181250556711,-0.05169547786329189,-0.047090883122027846
MMP7,,-0.05483300632181064,-0.011616884760074069,-0.017472853342344486,0.11562975481478587,-0.004512373514223656,0.004594627411780122,,0.020820575999358795,-0.08579638964400434
PTPN6,0.032459097282691286,0.03853559553719557,0.03456103443645731,0.09452541448391263,0.029627528878715562,0.07680608903753347,0.1034379674667975,-0.03661590762167232,0.1326251477959675,0.09974754035527005
PTGS2,-0.0285240589080344,-0.10299726395752883,-0.07683368899191376,-0.029829010240382488,0.06530261076859536,0.07311151973932509,-0.04505447384948866,-0.06099463210415849,0.05599847004248964,-0.021135580652157496
XCL1,-0.022417733699390357,,,-8.017569083158886e-05,,,,,,0.06836574240421177
CD58,0.034782917122012584,0.11964053796273975,0.06219477348947583,0.07459211321025927,-0.024512790517403335,0.08523210710535023,0.09209484515672574,0.017200601305540044,0.02009191745844073,0.03529601835442211
TNFSF14,0.0470909788793202,0.0719146206005416,0.022248250168876677,0.08908333697753937,,-0.04007091023358589,0.0139348355602786,,0.0077387581309647365,0.06893388442671235
CNTN4,,-0.06471028626709519,-0.04124915845100215,-0.07566281867071616,0.02580100544166317,-0.03738819977851221,,,0.022048667655758705,-0.016860126297027662
INSL3,,,,,,,,,-0.008250469107713612,
BTLA,,,,,,,,,0.0048455255434333025,
