,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.034063198618068516,,,,,,,,,,-0.0010720000044783067,,,,
BMP1,-0.05408778835982127,-0.003748427761631254,0.053142962065312334,0.021523524570968983,0.17809970370100991,-0.02899682213972626,0.022921210944689206,0.16541777473301966,-0.012641586477175957,-0.042808417636076256,0.026067678806887356,0.09763001919951547,0.081637269901942,0.0764877680836173,-0.012972146844275174,-0.010376064797163992,0.12926117017644756,0.1134820429890103,-0.03918979141510893,0.2034896974980309,0.07484203133857201,-0.08188009058999365,0.01684885740756233
NDP,0.09846068689956716,-0.0038902138109989048,0.0013178299862635276,0.03836981800238053,0.05482586777071133,-0.0022144334916474172,0.03279401473360614,0.06428708840142139,0.007437302109529343,0.02113393813578697,0.008332912251224492,0.03003800956290864,0.09973142443510553,0.032081260363466466,0.05283506015346494,-0.03856890307781019,0.1595904060614308,0.023417046701427024,-0.07326861915036767,-0.12707145918459511,0.024305699520404088,-0.029458036960971233,0.18980227549236164
TNFSF18,0.1867847346375438,0.0836453355380991,0.0018709282672351964,0.007139667752610467,,,,0.08618261258252759,-0.05226676992976105,-0.0022031219200867444,,,,0.024805046264245116,,,,,0.007025522429764219,,-0.022389964837835234,-0.07904415770237282,
IL36G,,,,,,,,,,,,,-0.036131097386159446,,,,,,,,,,
RTN4,0.08192385717034477,-0.10899202030651281,0.0839682644141712,0.053401713792370235,0.036375182785874406,-0.00779863498129603,0.03570966979331132,-0.21571323159351852,0.035950423092688165,0.027183337247630477,0.01913076698663998,-0.25776006480795993,-0.02054278571351689,0.05247949017339344,-0.059719413046059634,0.13166884364708695,0.058255111457470934,-0.004978202378506971,0.021910391617250658,-0.15125917110815215,-0.009710369937394853,0.22435817021691046,0.05928380337368159
HEBP1,0.03402175947010163,0.0036481887643872225,0.011904276617133659,-0.030224550959736512,0.03846185975030446,0.0005143102990181786,-0.041329254463894974,0.07535209407100926,-0.03145312523523008,0.03631454282164894,0.004108532015115029,0.14924656534489303,0.01919647738546707,0.07099936306817038,0.02690856249014624,-0.05363134138703179,0.052975059216355605,0.032792003597808546,-0.021303243695919988,-0.08201179648899681,0.08932667204675812,0.015379311957922063,0.13278325559058687
WNT7B,0.049321461715480304,-0.05990365734812695,-0.015017783886774196,0.017499947142557943,-0.037013392591614194,-0.010986834057453758,0.07680648140297523,0.023677179423468264,-0.015012640357047228,0.028827934957412045,-0.012913396726081175,,-0.018653201550344504,-0.034649164286349704,0.12711326841818182,-0.02597756782196695,-0.024954469504936756,-0.04895369724746252,0.0012306456639170522,0.03373013852028263,-0.08586071084933518,0.014427444948578108,0.013976620355484252
PTMA,-0.012525232633150443,0.045469153659797576,-0.055965313498408775,0.0026482639739853825,0.04013795875465418,-0.04438384441917952,-0.02030480962324836,0.28701603479573534,0.10245914110349477,0.01499005481923394,0.07935845320156285,0.3924032790017026,0.06614018392405673,-0.024120635380244188,-0.10927140186474121,-0.0024004170918165433,-0.0015044502907921007,-0.05341549784299367,0.16352903433725058,0.14882835442971634,0.09011271068972279,-0.037246095616163086,0.20122754680661376
FASLG,0.013840213109546619,,,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.03409205399986677,,0.024057952492602057,-0.006220153159370175,,0.04349936712602311,-0.020919386694043272,,-0.013863713880166951,-0.025026220160460744,,,,,-0.005425721065349318,0.061866360106758354,-0.06397110856773046,0.01784079081381386,-0.046689890119896736,0.031229391035193493,,,
PDAP1,-0.020866876069795235,0.035549442674805115,-0.047140724324988593,0.03131361802835496,-0.025770090694580125,-0.0034538040565768252,-0.016196049746533155,0.16822101992414468,-0.006859353913608069,0.01051980228020966,0.0155084136106344,0.0283751453801355,0.015696059937077393,-0.011136043870912759,-0.10282654718248714,-0.056546976142225404,0.1328674875424591,0.060045655509315496,-0.002878979064881659,0.029085304840686776,0.06999260067328246,-0.03402203089792067,0.04048560545584115
QDPR,0.1442100550035103,0.06809489010966181,0.024069176186124856,0.03183772641250735,0.10196958492177875,-0.0050437548087875735,0.02934544968705036,-0.08045286741830837,0.10757967661869805,0.0046403925617988255,0.08209084338291413,0.25161620899044884,0.10968299628747503,-0.013257203126516784,-0.00940235889966816,0.05430174893134036,-0.023268733970272893,0.01274542744812606,0.07350454978243608,0.012625149881600857,-0.012162637695935327,0.25537259696205994,0.19520604908361364
