,MGH258,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
POMC,0.010651766889528852,-0.051977544157242546,-0.011650449274634805,-0.03268983362271962,0.01559272269011438,-0.0034068821929797094,0.040319714769159985,0.012924064814304425,-0.028347963874944614,-0.02292964143272117,-0.011077407535277056,0.047110496898799384,0.016659055383781613,-0.01632506621831479,0.11694341093350172,0.01256614430887917
CCL18,,0.039912262095734584,,,,,,,-0.01343417783509165,-0.07150955699894553,,-0.02398489023498798,0.012250842655637575,,,
CCL17,,,,0.0370546110379812,,,,-0.01733662012242822,,,0.009038056051887955,,-0.020905034483637036,-0.001978714393359625,0.059971699098812094,
VEGFD,,-0.01452725363662416,-0.019830443505199198,-0.022668182728002834,-0.017620864646864576,,-0.004546024456339982,-0.01271662051892572,-0.02374400966176634,-0.01549219264722924,0.06302988394394174,,0.09787908635499193,-0.021424272674185053,,
TNFSF13,,,,-0.014034520007849965,,-0.017238849095741353,,,,,,,0.012543292280245394,-0.00805575669821599,0.0321631417412781,0.06964184287341975
WNT5A,0.0018120406785088017,0.04723654299194132,0.021386984034425266,-0.04013591553637502,-0.01789088876652776,-0.020398184868944326,0.04995839155591135,-0.02000259160740015,0.021451528037384843,0.014273302683307473,0.007846734520534089,0.04604026718402893,-0.06413936444942393,-0.007460066378776739,0.006794075826634786,0.01903029993627573
CXCL8,,-0.11759599557230833,0.01590613800278944,-0.013315680774623589,-0.08176844339991234,-0.024521144741496317,0.007312448069463348,-0.011842269964266338,0.037066166331733354,0.016799916697862446,-0.005870831837134252,0.022282329488158045,0.0024466617953592448,0.01727925699098852,-0.04156868762632057,-0.11095369160555767
GRN,-0.03916882259543822,0.02076639819010906,0.05447755460479197,-0.005946675941446884,0.0039894598453947315,-0.02552011725794586,0.10837180206606839,-0.01167767904550574,0.03380597479457842,0.09147067412899167,0.027820605855476577,0.02536123345347993,0.02147744227921055,0.02917264969188904,-0.03290950451951424,-0.013821648202874577
MIA,0.16838414909955884,0.04218830936536459,-0.01763580965461904,-0.042842779950057995,0.0069301701711751455,-0.03117116387044105,0.06523626228708422,-0.014462477744933195,,-0.02101019644727797,-0.032786084449542244,0.09693230304930116,0.15503326801051703,6.05287376183258e-05,0.11827699566980769,0.08498262073430163
COL4A4,-0.012117645843685179,0.12713482856402647,-0.007902145759799414,-0.00981382648060584,-0.001840458282120442,-0.016402003295075965,-0.017585749756199028,-0.024295812448786952,,,0.0007598111534581753,-0.030324395414444837,-0.023187234648631372,-0.011117404904810288,-0.0403874996397719,-0.019520652909128706
TAC1,0.05118479321753834,0.07202400669777508,-0.008288763974920158,-0.013659532913968507,0.07587456491255574,0.05472705859146521,-0.06618573199191972,0.09107544164275935,-0.05392611339503792,,-0.056362844693263955,,,,0.010105729942623827,-0.09234234468108585
RARRES2,0.054348259163701576,-0.060486660679546334,-0.0028391126479585214,-0.019676999272541615,-0.09292951121637624,-0.045168329162061524,0.10860004804628083,-0.05431466487364519,0.05036456126164698,-0.01762467972901553,0.07405839414472462,-0.0076075889306083085,0.05844301640797665,0.010069064843046123,0.0038800948245675607,-0.06653008213841821
FGF7,-0.03284733234031043,0.03867556056423448,0.0366753558789014,0.15289407604791516,0.031002823456807545,-0.022774019177901405,0.004774625611048545,0.059527558139222336,-0.021523517963907814,0.01548002534866237,0.0006744084553169722,0.05997288844122971,0.03563499476540048,0.0013137949132637446,0.14150340994432348,0.04714218157269525
EFNA2,,,,,,,,,,,,,-0.013763749336383288,,,
HBEGF,0.07236274284875478,0.03909307536602963,-0.003899696323521439,-0.05702508834490217,-0.029951892614988544,0.006956460785586445,0.027618395009798468,0.005320453957813233,0.05562509036294533,0.042311095140751716,0.03087413435215084,0.043221834384596966,-0.014844683487394745,0.00979663552759766,-0.018869207910986886,0.054430972566969674
CSF3,,-0.04187268269959338,,-0.02425118424827505,-0.008184899774150925,,-0.018605384758407714,,,-0.023274327517392276,,,0.003970580786823705,,0.04839237883138428,-0.019243422305129446
PI3,,-0.0496044367532868,,0.006689000173883839,-0.04052534470718201,,-0.020949908802465857,,,,,,-0.022860883763471364,0.0587711247556317,-0.0664753346746378,-0.10993929746992327
PCSK1N,0.03493313946943072,0.08434305353273579,-0.012788207382087047,-0.015652446643459536,0.031860545702409516,0.0419556604293815,0.0010586762577903242,-0.007331829471210478,-0.04984877385599776,0.09529382764594527,-0.02081808539955769,0.0026254142604983217,-0.06902190614944011,0.04904161217885629,0.1318916493063789,-0.04995581249516719
NTS,,,,,-0.02288172348503796,-0.020023119354007485,0.04513537149257377,0.011662934493723095,0.028309205364857027,,,,-0.016768516710184252,,0.08798441180622046,
SFRP1,-0.03600190881163886,0.20006622026429852,0.001564966413398477,0.03125840748556243,-0.001960658060722411,0.013221477960216853,0.060445473207406654,-0.017336620297022227,0.10398137304058203,-0.01336024242409781,-0.023955977379791275,0.06653332399450204,-0.0029742785171188862,0.028533869556812252,-0.029938563670500642,0.061058096526736945
CXCL13,,,-0.03347883459018526,,-0.019921690560098897,,,,,-0.03387400220961952,,,-0.022864688525473176,,,-0.05709353088549535
MICA,-0.04876138208687338,0.0679116046434397,0.005761129221552267,-0.02770765497180571,0.004022255640029196,-0.023378676639658157,0.03804056733454248,-0.015502147699903015,0.04669539804270479,-0.01745762782008064,0.07972764011042832,-0.02836596732389129,0.04648464958241054,0.005892793057516565,0.050920231338178766,0.1016629213382149
TG,0.005266054851544882,0.03569642271077782,0.01648220456168107,0.011037879483786614,0.07432847568343051,-0.0073813672111879385,0.10083738767568835,-0.012546436696228463,,-0.007608969418618822,-0.022580438522237907,0.016019533880744747,-0.020652261402909464,,0.02613564834048772,0.004383546736102603
ADA,0.022134245293361,0.08375211971555817,-0.011224562108620691,0.0019003609943594733,0.01842983602453538,-0.02818853452802097,0.05937870258985281,-0.006139758480652382,0.11934150702933136,0.03817068356077559,0.10287986681463782,0.05598935826024865,0.01584339777575818,0.09523331978806952,0.08629291718381146,0.0006538816245798534
LAMC3,0.027542355361085614,0.03504626723144443,0.007414744121397969,0.03148688137741895,0.033382788731667605,-0.0219237464826347,0.09055040722628094,-0.01718734025207306,0.05326152632654005,0.04519964753813279,0.03609021050015082,-0.0107997873748493,-0.00335600434181147,0.007971674110517794,0.00011253162661605826,0.08396727251641493
CCL7,,,,-0.013851464305718745,-0.026412483598593817,,,,,,,,,,-0.02290387856437738,-0.07100303045781427
NGF,,-0.024124042796986492,,-0.031737242554491576,0.022769073341151583,-0.022055007042852792,,,-0.021377249990377163,-0.003977182320511956,,-0.03564306117905166,0.016017188160037863,,-0.04963302015794595,-0.04723276829220198
TNFSF15,,0.1307322336585127,,-0.015424282970858785,0.05361550320313158,0.000691106317679965,,,,-0.0148215492350053,,-0.03599647822387029,,,-0.011315125100813788,-0.05557767820033526
HMGB1,0.06736614602185345,0.05796483460755289,-0.012510096712734323,0.02390971272167117,0.04322275561902023,0.04519569300746769,0.11102473876598071,0.020558502214501454,-0.01538944732738573,0.010979323498331493,0.05653437793524662,-0.0006281184080394698,-0.03376145569429144,-0.008438688271134517,0.039192058783719105,0.033523296584305556
ITGB3BP,0.04544401604693539,-0.025715216129614284,-0.057388033094264705,0.012832412356929166,0.03638456403476764,-0.037153406543187,0.09067345629196324,0.01820879514826922,0.004587622117086787,0.02897941972300723,0.09494204861856174,-0.016697257620509092,0.00991034681090578,0.024733504313764886,0.023131417903549972,0.004998905121401754
AANAT,,-0.01532167179987865,,-0.014034521505727574,-0.017620867162342308,,-0.016782560549528175,0.02520851728095889,-0.02009775886180322,,-0.018375494713808747,-0.024981268581734686,-0.018522278755353075,-0.030308892514845316,-0.025727426347507857,-0.018706047128848654
RELN,0.01650345740947311,-0.027373091636990306,0.036289589697258276,-0.02436078637244005,-0.013953723230565686,0.01833086846714572,-0.02318704054485798,0.052055437175441366,0.0071399014949972035,,0.008164594484381135,,,0.02068356236383136,,-0.003032392166530927
IL15,0.004198673826152606,-0.04242337293778142,0.07590562213175128,-0.02146418797535109,-0.006157584286367381,-0.01905528720326883,0.004113375862475034,0.04211486828650426,-0.041184797058414775,-0.034851167542913376,0.061244382134886734,0.023558042287954245,0.01547642705624294,0.04561507611468085,0.09482684661581711,0.03592723852743252
UTS2,,,,,,,-0.024663573675534053,,,,,,,,,
BSG,0.01256037957633826,-0.027939939788423344,-0.05223113840238094,-0.021101137888797757,-0.01207091319583951,-0.042318268740386404,0.06319485453079814,-0.012562762539276465,-0.057417027287922646,0.021343137678887687,0.03903041975838749,0.018615932608607458,0.06953518993008158,0.05300428877621186,0.0818591603863111,0.07684956123402858
ADAMTS3,0.05586992945830518,0.008363851211628972,0.008548667300051669,-0.020346662102888824,-0.03130591829225408,0.07239612358015764,0.11583885017998156,-0.01437404057858663,0.02088348872187836,-0.02907920697727007,-0.02373921855916509,0.01748394427978696,-0.008610751486330684,0.019267519432664255,0.13978043230478995,0.06327215104113122
CD34,0.08671537546726793,0.14039636810469813,0.028136125623332238,0.024210583862553002,0.01794558632660589,-0.03620673789183272,-0.021119939116127695,0.01570049230258358,0.039655655074098475,0.041396134053920834,-0.03703304266610113,0.027179042189985694,-0.0035526716513493858,0.041058016613939846,0.00425368307766432,-0.004474986925720206
CCL23,,,,,,,0.0009142140300238631,,,,,,,,,
PLAT,0.04133251915706284,0.01630901286207871,0.006254613838726484,0.022235655151671176,0.005632259431716751,-0.029884231755101555,0.11591383091323734,-0.02983007274665623,0.02521868353817178,-0.03611431479600859,0.037344326414341815,-0.044123257103397075,-0.026849798784768217,0.0034290614854387306,0.05582627967537207,0.05405335686121016
NTF3,,,,,,,,0.03874797024502888,,0.07502784397991814,,,0.0017058798788772706,,,
LTA,,,-0.013845182052535331,-0.017753055876616138,,,,,,,-0.027789404573601083,,,,0.018666683621760976,
CKLF,0.005377396554238739,0.11958800939988548,0.0011761795068141938,-0.026167140081761783,-0.0016961615722577083,-0.052044062245834424,0.10572705138715995,-0.06136829607445942,0.13358599850832145,0.008332729335513402,0.05288300091433671,0.05891854799482984,0.011150827806172596,-0.01510316292428539,0.07436765125809634,0.13092391736965184
APELA,,,,,,,,,,-0.02732273166422921,,,,,,
CD24,-0.009112710800059255,0.019599658115260408,0.02769751505053683,0.051162165856156475,0.01481880492781824,-0.023279768125715833,-0.0017187762661090465,-0.06379261919644386,-0.06604488660234069,0.05563741734586037,-0.021812294875291002,-0.010411316297553508,-0.033823591970748815,-0.005453627049277306,0.048766957259148314,-0.08045603689154801
HSP90AA1,-0.012096262579510363,-0.06256840843725922,0.0028380829796998204,0.012226596846953978,0.05926968427780147,0.024645241523349043,-0.1182917187016394,0.022349603555173736,-0.0499834756134079,-0.03459786355464912,0.0370263075985124,-0.08445930626474056,-0.048884826956438435,0.0775416477348319,-0.0672886613200485,-0.1510021444688525
BMP4,0.050506836682475756,0.09826982330099464,-0.014676704580338193,-0.041420010526448746,0.008401600527177845,-0.033227014707799776,-0.0005064984590511371,-0.047885015853460805,-0.03205636148334443,-0.02573047998288964,0.035406850460254866,0.07429783060686666,0.016744718266623593,-0.009620545352882641,0.06801060683203654,0.002417137303279527
SCGB3A1,,,,,-0.02098427750130526,0.06708242800436985,,-0.01219924210940784,0.031312256897338527,-0.0044496367973620434,-0.019391079011953166,,0.03942277400298134,,0.08304084233275764,0.05533507494605343
IGFBP4,0.09011921547613017,-0.006884963935238489,-0.043148557073830765,0.022807690387166315,-0.06444961818252655,-0.04703434052144698,0.09285561166114746,0.0034799008629864438,0.06004020113625524,0.03890623139205232,0.04166262754843889,0.09263212472611095,-0.04370572098343794,0.012940236259236253,-0.021803152031067873,0.02653345165795613
RSPO4,,0.008750923753808591,0.07636593534826953,0.0478079792747536,-0.024219267339155397,,,0.010588190735017775,,,-0.020168502823491717,,,,0.09253864637095,0.023815526168717936
LEFTY2,0.08683261090450459,0.027820879209272946,-0.014015221953216011,0.031167643616995287,-0.03759204672978958,-0.001561545086153897,0.0867209027045586,-0.01337661621634186,0.07728298218405652,0.028228617680770098,0.016508107952683884,-0.008720745749156093,0.010498564390577992,0.016170592203396755,0.022726573043925797,-0.05695292822093325
PF4,,,-0.012594074833836032,0.03581069303890747,,,,,,,,,-0.012615429175553552,,0.025666253252631478,0.05805042337553668
ANGPTL2,0.00444656383845098,0.0985515521408797,-0.038789931783713864,0.016644181866207648,-0.06930062410913769,-0.02957149412399417,0.0664515785419656,0.0039824071705301545,0.013145793750959275,0.004204740780686352,0.028508591603098793,0.003246660909778652,-0.018914783686549773,-0.0039008661286663413,0.023057411158236448,0.008243985382348764
LRIG2,-0.04394552537934587,0.06316359894018347,-0.02963703418625905,0.012545013074945934,0.05533352862325517,-0.0017899076237000878,0.01953777859908161,-0.01817269922708611,-0.004769457491742139,0.008636062911220726,0.05074112332232953,0.04790970641412942,0.06803872679212038,-0.004569627352732206,0.09560286118486613,0.017091409565691777
ICOSLG,0.04331692698998184,0.009821311200939674,-0.0018568498743492064,-0.05863031047743557,-0.002377024721120692,-0.012992401847999189,0.04507695841783157,-0.01050308511060907,0.059533425775359174,0.03135832482480184,0.04173044548786495,0.025275313354891377,0.008557661591389468,0.06137923166386465,0.10700853773731608,0.0466659602935636
WIF1,,0.06393730079006688,,,0.05512686735300507,0.0784384683316236,-0.05206127581324093,-0.022956444496718978,-0.048969216295661276,,-0.05710224635435647,,,,,-0.02368262415777664
NPPC,0.06362312013072359,-0.06014396829675407,,0.059248448717112885,0.05056717625860332,-0.029605494178877482,-0.0025733936877191934,-0.01695395863853915,-0.016191336938179028,,0.05355461016788224,-0.029912468479268078,-0.023869237738589538,0.1039717516621925,,-0.005259160976052458
LYZ,-0.05090451627016616,-0.027275419699900726,0.04662243305277886,0.00835424288481843,-0.06185030901088063,0.02554546956606029,0.07669296963912199,-0.0047966954655607585,0.01894161529939328,0.07019709932769921,0.012905455505951235,0.04242077328774804,0.03406055641447786,0.0021855546478871213,0.004479427692332422,-0.038937316161740385
EREG,,,,,-0.03408225563948859,,,,-0.02199094298756312,0.0006800945411474718,,,0.021920857923224266,,-0.029167442049346997,-0.02812627783569483
SPTAN1,0.037133922035299194,0.11643718726432939,-0.0050204102091860785,-0.004086451340918496,0.0527708678639873,0.030922894748748254,-0.03996469181577304,-0.0068812840257113615,-0.08383567041751441,-0.048597481923899455,-0.04855613390609465,0.013703846074019446,-0.01307139742853454,0.009444291859436293,0.07153706814239204,0.008778858050469313
LIPC,-0.02372811069455741,0.02409916294902005,-0.018954755709880453,-0.021717878169236236,-0.02344823704765719,0.03687750655190105,0.012624438417483612,,-0.03938537808018869,0.04214338629932565,0.037827869719645774,0.023806212999282494,,0.04543159919453859,0.12105362494577847,0.11005699275340232
COL8A1,0.05585766256669772,0.021979240903038853,0.0038103761205486443,0.073349214340649,-0.01347050188021488,-0.04751786993139528,0.07335075869828639,0.02837650760440396,-0.00392937458330628,-0.039950800582041895,0.06708470663735765,0.03614866362296927,0.061849715957661144,0.022478284236747782,0.041938633754010975,0.005271308108507231
GSTM2,-0.007023221059022215,0.04121522880073438,-0.027596870763785326,0.06317216777111168,-0.013601048442071703,-0.016113811174545016,0.07915396464069309,0.03799326585824161,-0.03497686575205734,-0.03592452404079406,0.003732064176336125,-0.06578201360188056,-0.007463986515567478,-0.03925030643794809,0.057546265180912486,0.03274576985241486
SPX,-0.0592091322251887,0.1340543872811924,0.035889121211171986,-0.0017900295815284702,0.06988228305455543,-0.005926462548229222,-0.0038641811009236617,0.009798205634434119,-0.03832441225019389,,-0.03789815550630729,-0.009993136921794947,0.08926995798021017,0.07187011436396855,0.14467142518876142,0.1410959178039364
MFGE8,-0.018346070375542232,-0.016589793014067024,0.01946458547566523,0.035199114164421764,-0.0018408752976609604,-0.002414955665725884,0.04952125230433965,-0.003792831986841094,0.01797751357665741,0.09070739297903807,0.041891509504173516,0.020058878967860516,0.0487507223364211,0.045684957607231076,-0.003810845446898676,-0.0002367225936938506
TGFA,-0.02070980599313761,-0.05438365829830863,-0.01940470591551758,-0.04317457487475429,-0.0499607589050417,-0.06407488404845951,0.016748962382577254,-0.025456168771059665,-0.0004984554786055197,0.0669966612584817,0.08558297286512151,0.04583481121052614,0.09191085602979483,0.068252058100359,0.13251462097163014,-0.014212692902650339
SLIT2,0.14679193207412558,-0.010350426922924217,-0.032838657872819685,0.02771811571234924,0.011354152601676942,0.04160952502427988,-0.011819572980937124,-0.03346060139765418,-0.05600503788178117,-0.032457012304559676,-0.0012269406915429162,0.010366444622585775,0.004366957278428319,0.017419193565048785,0.012253472553227493,-0.04008056918230556
PLTP,-0.04945088559200202,0.028452434495605677,0.017963264118742033,0.04270121768815833,-0.06339078456926177,-0.041262450133756415,0.0635633903815876,-0.08301313428466675,0.08044715306955956,0.0065511200751365165,-0.02185999817024928,0.04703962431780976,-0.030438202318591553,0.032214151524184075,0.01857198206823865,0.12261793931030186
APOD,-0.012480090828178827,-0.0798130047064275,0.007157519928322156,-0.02822476926237371,0.031114753761964008,-0.05228642870793086,0.02366076738653076,-0.014198224963117187,0.044441127136963784,-0.040573605979496705,-0.030277102721819587,-0.049245882506333875,-0.03295727319442872,-0.04294428357958337,-0.05753433213225147,0.03828598986703095
B2M,-0.0013913826561720987,0.0898694976993792,0.03152801822844943,-0.029019065252494106,-0.06652669678010201,-0.06672289771599442,0.083076813747305,-0.017468005634115727,0.07191138716094758,0.012743187060618444,0.11874993835269793,0.06013441708883182,0.0033199305393446584,-0.03181576226559597,-0.0638774663319589,0.0420442057836138
OMG,0.014329952647990786,0.1513829198333125,-0.0005277147635488675,0.07389746399253767,0.07875130084544427,-0.016546552255139416,-0.048918882477304616,-0.025193499757957306,-0.01068313955493138,-0.012410595376358196,-0.03484854463711121,0.04603629487353895,-0.029225195112320846,-0.00469089200799896,0.1578880769306593,0.008177859502988626
CXCL3,-0.023076439292859525,-0.02956877293132769,-0.025892219302770424,-0.007109264849496547,-0.057274831627031786,,0.046768508143582306,-0.013050608512727675,0.005397545072339586,-0.017451369186046953,-0.020013403575926396,,0.03677094143645555,-0.029712884813022998,-0.024607835110028307,-0.06014857367421983
CXCL10,-0.05217527362817515,-0.013726935102051597,0.042665930746597115,-0.07944373016882171,0.07163917971332252,0.00333847148800962,0.07819598387889191,-0.01982482952706605,-0.025969789953782147,-0.016910707558663522,0.013253712124678347,-0.00596768501025299,-0.01692094769303664,-0.04002959375403219,0.006554434098009288,0.021378018298445767
RSPO3,,,,-0.014034520468735332,0.14981742617765564,0.03350083286422852,-0.027557854307125564,0.033552749576293,-0.047229978316314175,,-0.0209136210162731,,-0.012649883829792324,,0.002585846129141342,-0.012439546854323165
CORT,-0.02865559820754301,0.12639891325661803,-0.022492220138571675,0.01543542227128264,0.18113476377860846,0.008967325209382768,-0.047695041053801145,0.026845244903357657,0.08416241551542013,,0.03491283240619373,,0.1076162315100397,,,
NCAN,-0.0318799345115082,0.1074176147512785,0.01722023159398045,0.0011796752265250576,0.10634057461373624,-0.05935375787503243,0.08242906277802763,0.013770865604979926,-0.06604503906937181,,0.08095441589205592,0.021872558416480333,0.007409819825143408,-0.04958090254442356,0.09243359758247924,0.08766090447672527
PRG4,,0.05914191890737367,,-0.01385146646426384,0.026459491879433236,,-0.023872588937489368,,,,-0.010745645796173547,,-0.019479481572803287,,0.05685406768172874,-0.015331965303925192
ZG16B,,,-0.015154922164798908,-0.016076320862540256,,,-0.025774296065048913,,,-0.004540708719497934,,0.10365840516338276,,,0.0066231867783951735,0.12542974709092808
TGM2,0.05758695116973623,0.06303665774364846,-0.03523760956511053,-0.022865350665117475,-0.012274505206780124,0.03408902954446972,0.017925816454392913,-0.008135713798971331,0.041829018730313965,-0.02042767161029293,0.02597795519417858,-0.014018234131569088,0.013134493470730754,-0.05454198098303404,-0.0556501539981462,-0.010390813510513951
VEGFC,-0.01211559880852617,0.020933101173062428,-0.019459503668450735,-0.02468702210431954,-0.025843592956542493,0.02073943129575021,-0.0061282458563990845,-0.02479476464351188,-0.024849669824498134,-0.02283805524638607,-0.024953710092164638,0.12134124839072088,-0.026450805138079268,-0.03919178468172953,-0.019002695292006704,0.001843933880254302
WNT6,,0.029270644342253384,-0.014015222321038549,-0.019158361674570943,0.041205687925584183,0.07589531487723664,-0.00741634966325596,,,-0.02472082098527495,-0.006040443751056782,-0.02641004086056015,0.042234435669817126,,-0.04449531886009397,0.03570973512999446
NRG4,,0.1003253761225727,,-0.016857868334436338,-0.023913511606639733,-0.02392651355574898,-0.029734823957184395,-0.02066071284991921,-0.027684002597843437,,-0.029111413403421233,,,0.08087458620277992,-0.035514322726462835,-0.008014762110802058
PMCH,,,,-0.02335821893030877,,,,,,,,,-0.018522278098515747,,-0.041045959618135903,0.03499734657353137
COL9A1,0.10177634389330306,-0.047641177839035036,-0.03481036541662254,-0.01760681309155025,-0.03736254191680631,-0.035742642880621,0.038907328018021485,-0.02584181495826451,-0.021686087554191994,,0.007238080902551941,0.03514620089566481,0.036683264887255755,0.1063386968043106,0.13814713506681095,0.1230316791602109
GDF11,-0.012317393091275598,0.02707656510117955,-0.03315427450463394,0.01968284592582034,0.034186378886131484,0.01867024010010341,0.11091264957839883,-0.010149371897553557,0.005457086081347227,0.057415830045461864,0.07943271594997726,0.04843634198796185,-0.018937676563721924,0.020177316677418067,0.10483813039551984,0.021074151987407207
RAET1E,,,,,,,,,,,,,,,0.026220739114037928,
IL24,,,,,,,,,,-0.013940979794721843,,,-0.012414282571269373,,,-0.008053034861619453
SORBS1,0.041643034793533575,0.06603061460487875,0.004974511098177459,0.03536753985701854,0.008853508052073559,-0.0066110606163905196,-0.0006587545562591346,-0.03336020728454712,0.06570987190758522,-0.043101917988292784,0.0418124372759436,0.02647349951484075,0.05547938587083496,0.02478970234034749,0.11584299660565898,0.027264051983182908
DLL1,-0.012848595823482566,0.1067295849952974,-0.027867595188273937,0.08433186162137447,0.013596424695898543,0.031191639885504892,0.10885807655176799,-0.02304861947407679,0.051953836044259086,-0.0322354488169991,0.007575699733015419,0.04692954166124887,-0.0030055054411877442,0.05243095897449009,0.13558894896877663,0.018005811397440227
TLN1,-0.0062164420629468664,0.029674688613168954,0.05780725794566497,0.0019584677039088307,-0.05689017190910904,-0.02637840276914334,0.05460097136713049,-0.025696823345156616,0.022646784744516715,0.030670535918997516,0.08447751067456466,-0.013104733122627176,0.060064594571872465,-0.01474865265459433,-0.034895045929371066,-0.03763962029378701
COL2A1,-0.026914935126413627,0.044817939807462515,,,-0.014994983867624052,-0.02117441616152519,0.012706106952757788,,,,-0.020317713441686976,,-0.02004281444563914,,0.03834905890238026,-0.01046275524695854
SHH,,,,-0.014393947874156458,-0.038013298636487884,-0.023111960565343894,0.05181411981689957,-0.01400690558391104,,,-0.0016333896877503801,,0.10576612026216227,0.08664021077334541,0.10062470386929233,0.011546942132977234
PON2,-0.021585474254647505,0.13672995249102732,-0.036875096375820676,0.038207116651201134,0.014377704466851562,-0.023750667723036148,0.11468111268395084,-0.0050849472200624815,0.008654168263279678,0.05179695193500213,0.02423767983388681,0.0411469532638635,0.024445471287344533,0.07131991773648749,0.15512070788238166,0.21732156643537384
ICAM5,,0.044456793134641355,0.017891133848088707,0.029347036571904336,0.009789806027977596,0.07807167862179155,-0.04305797126225425,-0.024065976131818538,-0.05607715164255872,-0.013196850286113282,-0.03786972655289622,,0.03715490027753113,,0.07963446401456685,-0.11379614247003163
HPX,0.09214169871814565,0.15141888030242254,,-0.035022433366637976,-0.01672172740072151,0.01910279416800397,0.017923125430862937,-0.012199240865724487,,0.004667989705601839,0.07475542798613377,-0.014145015675037256,0.033986198093714316,0.006264546762575047,0.04399402789204327,0.016240841706915095
SFRP2,,0.08717650606424843,,-0.016393146758543767,,-0.022017312031981536,-0.017585744577834666,0.040559129320722885,0.055124596259975095,-0.01375851564306479,-0.009351192159024118,-0.022371936506395053,-0.06236716999032849,0.10165325553304935,-0.01313838289131659,0.07094050299664985
CFC1,,,,,,-0.00889229658263186,,,-0.022589191207551134,,,,,,,-0.04979749051633257
CD70,,,,-0.027863685181604328,,,,,,-0.0024726847501823387,,,0.02051732903094797,,-0.013522021831632817,-0.07748611895300277
HP,-0.014768525278030012,0.1541095705093708,,-0.02452478327331235,-0.017726778125733648,,-0.03335122264963559,-0.015480019144171894,0.1351131592447891,,0.07876928330767355,0.0980797726225473,0.023423140408221667,0.04557447744093332,-0.03651787604235623,-0.031284686956864996
