,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
FGF7,0.03156908780391699,-0.01871187101887272,,0.10003191826196105,0.027771656639873108,-0.006485184538814818,0.12876420540990097,-0.014442422663483867,-0.026694545385374843,0.05865715198689173,-0.029378656423306688,0.0012661010556533473,-0.048413807913730525,0.03518251638749193
EFNA2,,,,,,,,,,,,,-0.02099636391618705,
HBEGF,-0.05341696782683774,0.02610521369129175,0.03096192466101907,-0.014506341044714547,0.0032460117249494204,0.04629257833404498,0.08738864694435243,0.07955072868659363,0.002233619147205547,0.0860438160598734,0.15380154513561234,-0.01544403979374051,0.028325122177524257,0.06325460762377126
CSF3,,-0.018189740176649323,,-0.00874152771134274,0.041286946242779426,-0.03510606868482152,0.006171451699942638,,,0.07106170919182102,,-0.01165840362311764,-0.016346326370618742,-0.027581417289046038
PI3,,-0.07349368375510237,-0.011171004119801287,-0.020138754298777407,0.04154216452000114,-0.057146962247729895,0.00042361280198610786,,,,,-0.017530407461696658,-0.05979736557937734,0.03319668785520234
PCSK1N,0.09897251470382797,0.06592661100072994,0.017005383709323394,0.05975816847294536,-0.021842699550836817,-0.06330696393698407,-0.03983267035908432,-0.006400029463860961,-0.003512664718394529,0.012792356288074415,0.011908712870920431,-0.028473132024125332,-0.04629381721899746,-0.0004627487055270283
NTS,,,,,,0.1387788828526383,0.018297408237275162,0.0011928293448062392,0.02823044737586668,,,-0.04270870075188974,-0.02558008508996925,-0.012364063214010351
SFRP1,-0.04871747134486836,0.01544821375350569,0.10692013947285245,,-0.019293678271876488,-0.0021004776895742977,0.0950290761598514,0.036681402970633555,-0.037766053650790936,0.020861086024398214,0.02828308663896076,0.016795650383120163,0.03443663999267567,0.036866308544044414
CXCL13,,,,0.05387451225294724,,-0.022474306275551748,,,,0.032638467540193054,,-0.04906735555942026,0.025678176170445557,-0.026789273729240344
MICA,0.012467941663630184,-0.04073098708200111,-0.010054265799725777,0.10383883715579112,0.021395666663252655,0.004593744113055223,0.13077017168234686,-0.0139561618402882,0.029481422967813795,-0.04487037950672792,0.03241420419888662,-0.02351489535924699,0.030776256218367864,0.04714585002473782
TG,0.043844081681160406,-0.04945447168525746,-0.009178106189498589,,-0.02082093563467712,0.05870793120141251,0.06880361135955493,0.03707651133595915,-0.027331128748167958,-0.03588545346194192,0.0565583826404896,-0.029025955851167226,-0.03150467111177819,0.04454109353863407
ADA,0.012357883047347373,0.07898546759832789,0.004876699050972485,0.05594246024698606,0.02015364442206584,-0.029208753944436183,0.17047298896985266,0.02188271546282217,-0.030075154262156654,0.042984568832651095,0.13451469260389462,0.041171265255348595,0.06669123956767439,-0.006979843190912181
LAMC3,0.08634175275046481,-0.07356268430919698,0.05285038171612313,-0.0173652149179562,-0.028781560110403823,0.08094983243993274,0.1418843158838678,0.029818824622915754,0.026807421412823922,-0.0230957265602566,0.0439788892732544,0.027637233489360334,0.01598888889843562,0.03177766821735014
CCL7,,,0.01223289140668747,,-0.015053503197652515,-0.03728210418424716,,,,,,0.037042305602522835,,
NGF,,-0.03574206035307524,-0.03036667590032679,,-0.034491420671059654,-0.03315607245365022,,,,0.025353843804565016,0.02982593016794609,0.008013982471907787,-0.0006946429449516143,-0.03009344520268201
TNFSF15,,0.02475464350901984,,,-0.016762812067996142,-0.0006044589448012529,,,,-0.023456392729747724,-0.004070415178797193,0.020999669659102986,,-0.017127586621987573
HMGB1,-0.006289288433195758,0.06051377605317695,0.05590795672698382,0.03865090949692327,0.006736345077321705,0.002463314866269063,0.23965368436971002,-0.06904055953076671,0.0013171219808818517,0.08607501861885886,-0.07126189926668942,-0.05695424915634537,-0.045004704211857614,0.004737110132559935
ITGB3BP,0.07607820754127106,-0.03524711897485305,0.009954068748959587,0.04607153130027721,-0.014996345613069714,-0.043210291365502376,0.1774887523272742,-0.018499665279070286,0.031755723689143346,0.0034729319483584606,0.027563475280550864,0.02143256588882927,-0.005156839066494933,-0.013693437917011626
AANAT,,-0.0640619916613446,0.006784470166133566,,-0.015252446218034016,-0.030193016281645495,0.028019862975249308,0.04565781968008639,0.006424376490132047,,,0.06290205437085576,-0.028255419057685707,
RELN,0.022691627232225786,0.044544040726945636,0.01881835845890873,-0.06506144359089981,0.019906787786607105,-0.014995601923525732,-0.1023152228323519,-0.0005072063012363021,-0.026625019666154312,,0.02933178700678407,,,-0.02068826848292634
IL15,0.06581641068594314,-0.06285425575984363,-0.002656707400512376,,-0.023739790461358518,-0.010212080853838913,0.05617651872773033,-0.025822989425388406,-0.03680182712099479,-0.034285901343909596,0.006777864847539833,0.007137086962387127,-0.0014607661318078323,-0.022714071051714007
UTS2,,,,,,,0.05690096037076128,,,,,-0.024459038638799675,,
BSG,0.2200256431849503,0.0332057638222677,0.06112057512652162,-0.055914417761530166,-0.03659472464601142,0.02797333317166375,0.046554983539805354,-0.021825698553337127,-0.00628502560155273,0.0016867966957640377,-0.013962351087217066,0.09234033047077142,0.042287317288434455,-0.04325260585464549
ADAMTS3,0.15839768003543298,0.029450582115447668,-0.023698797447650518,,0.011519134996904793,0.05760477140828596,0.24308824411097574,-0.03885191072439278,-0.0479426482418808,-0.03782673041711715,,-0.027774646229482374,-0.011640668603167486,0.0007714893294956962
CD34,0.10275272472029781,0.0377749194675339,0.07812852705409665,-0.04308019502332602,0.019920960123283066,0.0895472879547807,0.1780177342873125,0.006675798085961823,-0.033277493874469724,0.0011960592873439856,0.030609954534268756,0.03037339076513397,0.0480852778146682,-0.01131921965621121
CCL23,,,,,,,0.06581285021692601,,,,,,,
PLAT,0.18214325207829019,0.0042749075004453645,0.0741586718687866,0.06739960696498404,-0.04905370065288083,0.06681551739619997,0.2418729935052299,0.011423158365854408,-0.0272871653562839,0.08923593532291706,0.019649829847658777,-0.016815104832758693,0.03983123395189559,0.058989879755296806
NTF3,,,,,,,,,0.0022711498992250764,0.03801339428938635,,-0.025302656528258624,0.05854364591844253,-0.008724410620331188
LTA,,,,,-0.019293677369287894,,,-0.017054208623785854,,,,,,
CKLF,-0.04730889807731657,0.07073937372266571,-0.031205330274789504,0.0002624973416283673,-0.00951366172423244,0.021184747185208522,0.23586597855371583,0.01752069678151152,0.02338734718001684,0.03385818818069924,-0.006145054169307354,0.03626428815248133,0.07852959952458266,0.031107253527405985
APELA,,,,,,,,,,0.018227134209024026,,,,
CD24,-0.02553316527388836,0.0062384084450320424,0.02798983461886601,0.032150412622889764,0.055643648304705834,0.05569909630406334,-0.002405110917269718,0.041107961516060464,0.03446494447970808,0.017195787399342105,0.021215786939065177,-0.0021009592238385583,0.033516470301993645,-0.001013174393902962
HSP90AA1,-0.13540937942924292,-0.03845409888529162,0.0036685714689096644,-0.12478162217991971,0.014182380874515902,0.010468703061623036,-0.2246900760034116,0.11442692946199821,0.010520856379952344,0.00405949715957595,-0.013352207969316946,-0.07048702042771084,-0.0788317515997055,-0.035380726500515845
BMP4,0.14049988469818406,0.001322191084916364,0.06890490715679297,0.012962840069062407,-0.01034693983125862,0.04173272894790276,-0.06192821001757966,0.011019966262948135,0.06191572558910638,0.04051278039938235,0.09102475118968441,0.09354784871737788,0.0302919500077894,0.00803664805326714
SCGB3A1,,,-0.0004709687117104082,-0.04344175268915467,,-0.03595615507558577,,,0.030866718270405043,-0.025356142173291896,0.019211320056909308,-0.031671999542390875,0.07403723797360998,-0.024385336195078346
IGFBP4,0.09681281141586338,-0.019507570046179517,0.04288256565919547,0.02040525241735684,0.026937852187213916,-0.02602992576425733,0.24567112661799942,0.03133447877728892,-0.04082276582461067,0.07656054574403993,0.07893099163583665,0.010707343517450072,-0.02265102122703075,0.0341408617739348
RSPO4,,0.03872560022740921,,,0.05404774511862952,-0.005834021301723617,,-0.019835082863257292,-0.026574796974223446,,-0.01804141569909499,,,0.03940513907815182
LEFTY2,0.045540292730527475,0.04909440108385287,0.07563314052101351,0.1449309246062001,0.09063358862815621,0.053885813428070216,0.3108469229944835,-0.0013648933508438358,-0.008697485826115226,-0.026521905422367754,,0.05002324394058547,-0.02414204614665352,-0.03257576716753167
PF4,,,0.041565999653445054,,-0.013133884968254931,,,,,,,,0.06461019787428522,
ANGPTL2,0.0004966790803946954,-0.019312699102642994,0.060183967852267255,0.07733880554036712,0.03485426555284439,0.0015380118435587458,0.2000652620279766,-0.010657643916903025,-0.05422863909082738,-0.009253214223950841,0.004592533473683746,0.03126264394946094,0.008284488899459482,0.01284375297535955
LRIG2,0.021820102421648353,0.013276555400554457,-0.016635343319165215,0.020047466730200064,-0.02034587364773012,-0.07452026784218574,0.11750855304986267,-0.017017965054936923,0.05134602826387894,0.025830776323144698,0.031681304519350174,0.021040778156971272,0.053629728478677745,0.030255117722082014
ICOSLG,-0.03330674555468536,0.062305543176072835,0.026115213480609457,-0.010927870433880498,0.02389801219252738,-0.012657301176885346,0.0708585261982452,0.03164037628128594,0.07676338555165467,0.0330279705055122,0.09863906975583306,-0.018742078778920306,0.06702795653005768,0.02898588211713724
WIF1,,-0.0034110342793022674,-0.03747585092186893,0.10144961891180167,,0.027904115068005306,-0.1378416763050209,-0.015306263638099145,-0.018398466989788618,,,,,-0.005130732434154929
NPPC,0.14971688996514992,-0.051922617591679335,-0.0018461664667759373,-0.017719183386842096,-0.020373894486188215,-0.05764816508962794,-0.021054470912412283,-0.029857656995403374,0.07845151988457996,,-0.015532411893103525,0.012948893696063743,0.043373481314648216,0.015218500200779667
LYZ,-0.17708648096330584,0.0010828463349002381,0.008721455308310883,0.04314783808670795,-0.021517733514869568,0.014257099029278726,0.19468557369987483,-0.00410179810510628,-0.0537463288168284,0.04197219327135246,0.03908884845060039,0.04668912530004876,0.04384563291760949,0.010043480056774
EREG,,,,-0.01893529722231128,,0.01351331377174368,,,,-0.01854340550648319,,-0.015179911452834795,-0.011868529384545062,-0.004214571528414542
SPTAN1,0.19983762090286544,0.053760391487006086,0.04277701166447253,-0.00997302965908716,0.026338261654624422,0.047535804520604664,-0.05362176573893052,0.03595698444128559,0.01656655960040619,0.07905184416999379,-0.011874770002644048,-0.014514277989341582,0.01826352494399959,-0.004485633962593138
PTH2,,,,,,,,,,,,,,-0.038094734493868555
LIPC,0.03252318611451338,0.009879583149358282,-0.04100088808453766,,-0.023602569464937245,-0.0010922984633385806,0.15667290362130945,0.008910311737708546,,-0.007930340386745983,-0.0265318447946815,,,
COL8A1,-0.10116819279010124,-0.002136443040315273,0.06937362387670308,-0.039717504477065735,0.019556678730487376,0.07838341370256739,0.08339522981839018,-0.033986127468503415,0.0063507117534153034,-0.030253440560879863,0.08593147281029515,0.06118150828808711,0.016892082329258474,0.03521679078083772
GSTM2,0.07990883838156104,0.03767166091357831,0.014948334258639482,0.09410374735961646,-0.052250803002820576,0.07898071751652143,0.06342593812509151,0.009294236305000701,0.03143608076560348,-0.0014618350681140232,-0.06100575807072629,0.005466587926896544,-0.029367336991341392,0.017751632611905734
SPX,-0.08030754842970793,0.04376668870466431,-0.0486970360411625,,0.022954959406712085,-0.02882353819404194,-0.06121351145420135,-3.596684035466828e-05,0.00015539538896201468,,,-0.01972696448373347,0.1014367002201346,-0.030335976327848374
MFGE8,0.0840200818774547,-0.01633628813252734,0.04072561161881629,0.0003557193080604256,0.004752081023992273,-0.03305624747518605,0.06644373719083313,0.017147417487268075,-0.02248508140078513,-8.550492209539433e-05,0.04119510284980908,0.08888524342151535,0.017149540235849848,-0.05506196518149576
TGFA,-0.07092091808942622,-0.008960223304581143,0.05745251117262244,-0.012631395447896298,0.04866020880184058,-0.0002856904565475835,0.04832364457229637,-0.012700147128293713,-0.0002420949196157055,-0.041796269627886004,0.07038234926529299,0.02967647761092201,-0.008875691579165467,-0.023255821854775885
SLIT2,-0.020499599433994688,0.004972315566200418,0.02460135779361632,-0.045899781335006766,-0.02401439915429799,0.048189418377291154,-0.05108309054383931,-0.03867151181225955,-0.04540282063587994,-0.021144340268298065,0.08646092948818263,0.02453188803806506,0.0444463226044067,-0.03203460633409729
PLTP,0.10760041905884411,0.03859012291023073,0.011967765450384383,0.037934010357476164,-0.026638834778472686,0.054754735419013274,0.17093997408319864,0.014608440984879801,0.024029598403713277,-0.00315611301715907,0.03433473145066083,0.021339898975435253,-0.06367902237045266,0.031762120382897906
APOD,-0.25368663286174914,0.016938574579524916,0.010325480794511017,-0.03211359306555358,-0.01575485734981226,0.10083841410950228,0.08453824101525155,0.05482489260446453,0.020127730996363766,0.040638117328355414,0.08233400789356905,0.08494303904596338,0.1166045006515799,0.0970737012844702
B2M,0.09358807660419763,0.049101968689690294,0.10261453707420737,0.17416189800507176,0.0026040342808971947,0.03082518893696456,0.2625057763222407,0.0720330667200128,-0.01271527330366793,0.025441442226600434,0.0550024341671947,0.03870342100751771,0.005678302688276591,0.03383682001439323
OMG,-0.0760270267873761,0.07448392157470814,0.05925469967150085,0.07457999900376025,0.016300495026694412,0.017880499572916334,-0.08872774098685518,0.0013079802729390685,-0.023713557420850018,0.12042106197419922,0.09756550982823596,0.08754938143345513,0.02938971616964311,0.03595824728700174
CXCL3,-0.05639030191547413,-0.0031296859920626023,-0.05471542646958951,0.028932320825051216,0.047372765413180605,0.028893910667688164,-0.017260845481407057,-0.030890134013642784,0.05528205845619282,0.11419301002473968,,0.037034491124547916,0.04220402976623768,-0.055135372081913915
CXCL10,0.1124962325445763,0.05037096482293981,0.028484464524404788,,-0.007807613641161454,0.018665838843999326,0.20455255056368107,0.0699514243239596,-0.00666801562483753,-0.026762667757908174,-0.07079955258122321,0.07510626752644474,-0.02581261594401572,0.023869800777142295
RSPO3,,,0.030335726453888722,0.05543631938448168,0.00352061505807053,-0.040178077499427756,-0.061621977717299194,-0.02995789431509701,-0.0166511317779091,,,0.03931741384627767,0.03113063650949165,-0.012254429356836892
CORT,0.06945993638204823,0.05158423816189902,0.009863247943804032,-0.02348710093094328,-0.008301817048056695,-0.016518417050143706,-0.035369807337696214,0.023988261324272998,0.00486720872087823,,,-0.03733221512834204,-3.872495998187676e-05,0.017913310757975837
NCAN,-0.013521140329721201,0.10203532803173039,0.11112001732295977,-0.0061273777571426505,0.0023077995096547573,0.010161143641830754,0.12816908870079846,-0.031037330216123295,-0.0017513524898265344,,-0.04639311895888747,0.08831405761135146,0.03637895187232963,-0.021807523919783103
PRG4,,-0.021767291838126677,0.041424605031544964,0.02497178689474648,-0.01505350554351753,0.06119931983931,0.014090614834158152,-0.025348448476409175,,,,-0.024070443975575048,0.06747211564544622,0.006693389918959515
ZG16B,,,-0.0036967075391602226,,0.015492155378840688,,0.029030208443855413,-0.013551116906770558,,0.0417366751556129,,,,
TGM2,0.012393729399966165,0.0018169994356061186,0.015278257908181799,0.04000450419353191,0.012538725427519277,-0.029158117067931266,0.13026996294486645,-0.005846136134882518,0.005107015972376421,0.033702249113861424,0.025227634651121364,0.04973588372926871,0.027710494602063842,-0.032165459126661855
VEGFC,-0.00266160022347064,-0.022929419043188657,-0.006132910312225923,0.02261415460329492,0.038232560410633665,0.00011747047185580872,0.07829406899387391,-0.036489814533933615,0.04445476678055111,0.009878911831548742,0.11715254626509271,0.020944659460272484,-0.0071472069034863,-0.04088257892413406
WNT6,,0.08336718397578026,-0.016119616437946623,0.022773361568840234,0.03655941222053527,-0.039638651472208214,0.057920021756616674,-0.030157527339789564,,-0.03912285257352795,,0.012577313330880384,0.09420088712510721,-0.0069574410882047195
NRG4,,0.013777265453496295,-0.029735409041849195,0.04640269554246132,0.029200741749728275,0.00670222657657374,0.02492332435490469,-0.003769306684460303,-0.02124742397007072,,-0.10107994953564797,,,-0.031631790828342145
PMCH,,,0.027906020813473577,,-0.02538526004169096,,,-0.005607428494505701,,,,0.019378279058945177,0.028628027436008997,0.022865702321237504
COL9A1,0.04914799325775362,0.029517930982549175,0.024922698357865855,0.03917173600883257,0.04045260624182152,0.052296947048418245,0.0653255385823298,0.05577553453955776,-0.039288258543364374,,-0.04916683398164161,-0.005985243240276248,-0.022338792700566035,0.016938415173819086
GDF11,0.06629976144874378,-5.426552426086154e-05,0.09726341370473915,0.07827346690482453,-0.010767843047863416,0.013799702838805036,0.20700385075410807,-0.02379673836873079,-0.01008185446818431,-0.02447402923003545,0.021700785048976417,-0.006022880355283022,-0.057653130617283055,-0.0647552202361615
IL24,,,,,,,,,,0.04802054908612769,,-0.024811209710788592,0.02496956326321373,
SORBS1,-0.11210234420878809,0.08661708474679665,0.06736975538724752,0.20139368201172442,0.010933717537778295,0.0034682806006615515,0.0006762022139418952,-0.01606361274654894,0.021304253130628243,0.04419002138688883,0.04543806791636274,0.06762633502359681,-0.002996357945651703,0.020423135891545582
DLL1,0.02383465742901698,0.12141930907574063,0.09957364976679867,-0.0745709005061935,0.01401094709128797,-0.02627480273212898,0.12254052955632211,0.014726481586159185,-0.03231352600546778,0.0670093777993878,-0.010339738576277091,0.07028502035541763,0.06052871847507196,0.050916082775680445
TLN1,0.03766461454086787,0.03229149241619726,0.038414559077618156,-0.0026146454816824145,-0.017154378976244396,0.02706721538144356,0.15567399889768177,-0.014611750482131243,-0.007177295150669802,0.021740188006370186,0.05177264181457516,0.004815759931672603,-0.002439863495979698,-0.006982913918138298
COL2A1,0.05949008935700525,0.07120080266349475,0.018888419932839705,,,-0.011188384937116424,0.06433142034061919,,,,,-0.04565690659622004,-0.031285197555665,0.0007386122602508021
SHH,,,,,-0.015643063835568575,-0.004494511105171232,0.045214394513693835,-0.046688080003585486,-0.030512610803064482,,,0.07692767769720145,0.024549619126443604,0.010006282791543324
PON2,0.09459975196758101,0.05732824745271151,0.09891877994416833,0.1462443773103822,-0.0012552622592598367,0.04450969493623034,0.17718096843498682,-0.05246875976224123,-0.026736501153217254,-0.03429458188581016,0.07884554709370385,0.08950428023572515,0.04011241159070975,-0.0657026073809149
ICAM5,,0.028999383458443825,0.0022934890238390368,0.06277499520507923,-0.00046566270099848847,0.012383296090207985,-0.08672964898574931,-0.029525226815800262,0.0007874788586985919,-0.0019759057546873964,,-0.04242934311632075,0.05932492370035337,-0.004617509593534491
HPX,0.01271832897339117,0.032106953746878907,0.011135270840136031,0.0046632341368069135,-0.006843807622356772,-0.03308452415647203,0.05447262996481679,0.04655517147297483,-0.014619012446022624,0.10421071347899352,-0.0030992907718664343,-0.002467133010922328,0.09457260987356518,-0.03583577665676007
SFRP2,,-0.020996924475501777,-0.026247288466017336,,-0.0017168543064334974,,0.07368806463399502,-0.02216371575114265,-0.05227664139496239,0.2271838206097776,,-0.01202917705819458,0.009400503766710777,-0.01078440507363283
CFC1,,,,,,,,0.048926299974100675,,,,,,
CD70,,,-0.0051890545121285854,,0.10670974759075649,,,-0.023022751092263705,,0.05672583401850467,0.0790860412401475,0.009765048221848592,0.029524515163501828,0.06722390146278327
HP,-0.029695260980564707,0.10380416278874707,0.01453579778906721,0.017965167517777287,-0.0324137905817261,0.03292368895554645,0.04994667282142174,0.020274961251732868,-0.02299579386953111,,-0.06810667345509262,-0.047097158027938645,-0.009535321617064479,0.039895565864761964
CXCL2,-0.04294884209192957,0.04448114466463255,-0.011682290884323354,0.004032166223557659,0.08771169150463376,-0.04036583041503809,0.08954412659562763,0.03531175974033416,0.025879040458171094,0.08460456382198278,0.08838480485472519,0.04037786970282667,0.0140953316594541,0.0002746199597118698
NPPB,,,0.010561289667929331,-0.07290284594619875,0.013249561312133952,,,-0.014933359545775472,,,,0.004675698476375392,0.007898647765057512,6.435344722689623e-05
CCK,0.027491925301834925,0.01487333474601088,0.039789877451401605,-0.006892084185024181,0.03671070034733448,-0.004515301248218059,-0.20341220524213488,-0.03258552707810019,0.022020043518021455,,,-0.05382021157790808,-0.04852989419337946,0.06721602648301149
SEMA6A,0.04921256276148158,0.021611570039882417,0.046637619938129996,0.016822937080076636,0.008111646899010309,0.03314346424878804,0.19164969171569898,0.018234009659357737,0.020096884307808854,0.06017124541401065,-0.1178012328626848,0.04175642295764116,0.027667946247112746,-0.0019408889974101922
IRAK4,-0.01937545862428996,-0.014264595570197174,-0.005219196861320374,0.09442692010655199,-0.01905757521331749,0.043878219059465894,0.11786360890745283,0.007514744455149365,-0.02592066319746673,-0.003801765256380662,0.025369245543451175,0.06217301671951756,0.06434738553581085,0.005246173316711902
GSTP1,0.1547106107189388,0.09924281125268253,-0.004226536419129772,0.09645365527868506,0.0008379571013287678,0.04283025317233457,0.2596305532632968,0.055113089320470564,0.016074970647742968,-0.04056662456227713,0.031819075474712855,0.0562302982153842,0.07849444977103431,0.01222328909510725
VCAM1,-0.006616848073904552,0.042435186576158614,0.07379469099000492,-0.007909396508074136,-0.00310396300092075,0.029289063349611434,0.18651966049356422,0.011904198056853846,0.09929103352810144,-0.007674846926324042,-0.005936988305136046,0.08229734841391988,0.003199119399399992,-0.02643134949297137
NXPH3,-0.00628448768055817,-0.011354733769218786,0.016991781970323257,0.01715510088265059,-0.00828283286918022,0.00048292292949382587,0.07256650720230973,0.020701937147816006,0.01149171975727748,0.0065338872309071575,0.06474829231576805,0.05983673951570621,0.037532874218684106,-0.018787038119620996
MTMR4,0.042168781739732,-0.03583630668322444,0.02567567969738141,0.03680000505166197,0.0016270057645827105,-0.00798242477304557,0.04813000503141669,0.023194544679679335,-0.013581423163028522,0.056073710590512006,0.044424017668144966,0.03628705703798024,0.04579176748880905,0.01974529850438792
LAMC2,,-0.04137553858810392,-0.03269126950575457,,0.006607046184424629,,,0.010294578139152076,,0.11349380266335077,-0.043068424342447204,0.06849942331627817,0.02550275865170518,0.06683790020770033
IL10,-0.04403181978338221,-0.009421404542322329,0.010306009417488163,0.08115228027642199,0.035750744874145625,0.06706998206706173,0.045619599997892946,0.1019752692294339,,0.03739238880170865,0.020645478894171378,-0.02783427086968214,0.0007928689981950249,0.020290074621847485
SEMA4D,-0.15409688038931033,0.03974333913990325,0.06619257893878264,0.08862665704307095,0.03771548088355015,0.0009940404516978138,-0.07833580074695998,0.060971254537754885,0.004717052905799527,0.017933298499977195,0.022140633841658364,0.0136854634874926,0.06306139678465346,0.026447619056339817
TRH,-0.032828662257658084,0.034538898499693806,0.07825213909201831,-0.02158152344555582,-0.013195971010726986,-0.010650005029581912,0.11768827777312048,0.02317246606455019,,,,-0.0009231047031429713,-0.034633051411412756,0.004290048832105605
